"plh0162","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1990","16-34 y.","no migration background","46","0.0291612460083884","0.0211058355539525","0.0372166564628243","2"
"2 on Scale 1 to 10","1990","66 and older","no migration background","15","","","","2"
"2 on Scale 1 to 10","1990","66 and older","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","no migration background","46","0.019986120318144","0.0141446233425957","0.0258276172936922","2"
"2 on Scale 1 to 10","1990","35-65 y.","direct migration background","4","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1990","16-34 y.","no migration background","84","0.0488897445854974","0.0385660440011622","0.0592134451698326","3"
"3 on Scale 1 to 10","1990","16-34 y.","direct migration background","1","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","direct migration background","5","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","no migration background","88","0.0449173128502929","0.0362721901035759","0.0535624355970099","3"
"3 on Scale 1 to 10","1990","16-34 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","no migration background","20","","","","3"
"3 on Scale 1 to 10","1990","66 and older","direct migration background","3","","","","3"
"3 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1990","66 and older","direct migration background","1","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","no migration background","100","0.0557029970585178","0.0447229381312472","0.0666830559857884","4"
"4 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","direct migration background","2","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","direct migration background","5","","","","4"
"4 on Scale 1 to 10","1990","66 and older","no migration background","18","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","no migration background","101","0.0444495955267664","0.0358474952453332","0.0530516958081995","4"
"5 on Scale 1 to 10","1990","66 and older","no migration background","99","0.236877519432404","0.195773316876635","0.277981721988173","5"
"5 on Scale 1 to 10","1990","16-34 y.","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","no migration background","344","0.21451906262157","0.194866831908317","0.234171293334822","5"
"5 on Scale 1 to 10","1990","16-34 y.","direct migration background","5","","","","5"
"5 on Scale 1 to 10","1990","66 and older","direct migration background","9","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","no migration background","516","0.230647376692442","0.213064870731425","0.24822988265346","5"
"5 on Scale 1 to 10","1990","35-65 y.","direct migration background","25","","","","5"
"6 on Scale 1 to 10","1990","66 and older","no migration background","44","0.119350789145828","0.0880077357414319","0.150693842550225","6"
"6 on Scale 1 to 10","1990","16-34 y.","direct migration background","1","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","no migration background","236","0.14221064895073","0.125489447920268","0.158931849981193","6"
"6 on Scale 1 to 10","1990","16-34 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","no migration background","313","0.14382707826269","0.12918020690068","0.1584739496247","6"
"6 on Scale 1 to 10","1990","35-65 y.","direct migration background","16","","","","6"
"6 on Scale 1 to 10","1990","66 and older","direct migration background","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1990","16-34 y.","no migration background","295","0.173734768414976","0.155595732823686","0.191873804006266","7"
"7 on Scale 1 to 10","1990","16-34 y.","direct migration background","1","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","indirect migration background","1","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","no migration background","337","0.14927182327119","0.13439781147878","0.1641458350636","7"
"7 on Scale 1 to 10","1990","35-65 y.","direct migration background","12","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","no migration background","50","0.12453435603211","0.0926122655984556","0.156456446465765","7"
"7 on Scale 1 to 10","1990","66 and older","direct migration background","1","","","","7"
"8 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","no migration background","301","0.174295556125433","0.156133435655513","0.192457676595354","8"
"8 on Scale 1 to 10","1990","16-34 y.","direct migration background","3","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","no migration background","88","0.204632427054841","0.165629396957084","0.243635457152599","8"
"8 on Scale 1 to 10","1990","66 and older","direct migration background","5","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","no migration background","476","0.215220291101183","0.198066532895402","0.232374049306963","8"
"8 on Scale 1 to 10","1990","35-65 y.","direct migration background","21","","","","8"
"9 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1990","66 and older","no migration background","13","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","no migration background","107","0.0611671721850237","0.0496945043716811","0.0726398399983663","9"
"9 on Scale 1 to 10","1990","16-34 y.","direct migration background","","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","no migration background","123","0.0550126714999055","0.0454959325969811","0.06452941040283","9"
"9 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1990","66 and older","direct migration background","1","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","direct migration background","5","","","","9"
"0 Completely dissatisfied","1991","16-34 y.","no migration background","40","0.00757636247171449","0.00487427831199744","0.0102784466314315","0"
"0 Completely dissatisfied","1991","16-34 y.","direct migration background","12","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","no migration background","65","0.00919106476859595","0.00663156359509605","0.0117505659420958","0"
"0 Completely dissatisfied","1991","35-65 y.","direct migration background","5","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1991","66 and older","no migration background","8","","","","0"
"0 Completely dissatisfied","1991","66 and older","direct migration background","4","","","","0"
"0 Completely dissatisfied","1991","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1991","16-34 y.","no migration background","23","","","","1"
"1 on Scale 1 to 10","1991","16-34 y.","direct migration background","7","","","","1"
"1 on Scale 1 to 10","1991","16-34 y.","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1991","66 and older","no migration background","12","","","","1"
"1 on Scale 1 to 10","1991","66 and older","direct migration background","2","","","","1"
"1 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","no migration background","29","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","direct migration background","10","","","","1"
"10 Completely satisfied","1991","16-34 y.","indirect migration background","32","0.0930477107350591","0.061119131179095","0.124976290291023","10"
"10 Completely satisfied","1991","16-34 y.","direct migration background","66","0.064403337260811","0.0482217739538083","0.0805849005678137","10"
"10 Completely satisfied","1991","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1991","16-34 y.","no migration background","281","0.0747004030479472","0.0665077868729622","0.0828930192229321","10"
"10 Completely satisfied","1991","35-65 y.","no migration background","396","0.0880492549367621","0.0804490378653677","0.0956494720081565","10"
"10 Completely satisfied","1991","35-65 y.","direct migration background","107","0.0802892655872507","0.0670729789552786","0.0935055522192229","10"
"10 Completely satisfied","1991","66 and older","no migration background","169","0.1223649688687","0.104864494528249","0.139865443209151","10"
"10 Completely satisfied","1991","66 and older","direct migration background","23","","","","10"
"10 Completely satisfied","1991","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1991","16-34 y.","no migration background","73","0.0137379652101978","0.0101107166789077","0.0173652137414878","2"
"2 on Scale 1 to 10","1991","16-34 y.","direct migration background","14","","","","2"
"2 on Scale 1 to 10","1991","16-34 y.","indirect migration background","4","","","","2"
"2 on Scale 1 to 10","1991","66 and older","no migration background","11","","","","2"
"2 on Scale 1 to 10","1991","66 and older","direct migration background","2","","","","2"
"2 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","no migration background","82","0.0128297612715119","0.00981131967566471","0.015848202867359","2"
"2 on Scale 1 to 10","1991","35-65 y.","direct migration background","20","","","","2"
"3 on Scale 1 to 10","1991","16-34 y.","no migration background","167","0.0332724987545769","0.0276837485980923","0.0388612489110616","3"
"3 on Scale 1 to 10","1991","16-34 y.","direct migration background","22","","","","3"
"3 on Scale 1 to 10","1991","35-65 y.","direct migration background","64","0.0426900690761878","0.0328580029799869","0.0525221351723886","3"
"3 on Scale 1 to 10","1991","16-34 y.","indirect migration background","3","","","","3"
"3 on Scale 1 to 10","1991","35-65 y.","no migration background","197","0.0293764309349818","0.0248474301691399","0.0339054317008236","3"
"3 on Scale 1 to 10","1991","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1991","66 and older","direct migration background","1","","","","3"
"3 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1991","66 and older","no migration background","30","0.0215146993925184","0.0137663519383543","0.0292630468466826","3"
"4 on Scale 1 to 10","1991","16-34 y.","no migration background","195","0.0478367518419167","0.0411862181450205","0.054487285538813","4"
"4 on Scale 1 to 10","1991","16-34 y.","direct migration background","36","0.041862824175967","0.0286605099254154","0.0550651384265186","4"
"4 on Scale 1 to 10","1991","16-34 y.","indirect migration background","15","","","","4"
"4 on Scale 1 to 10","1991","35-65 y.","direct migration background","83","0.0440682443166982","0.0340859263967004","0.0540505622366961","4"
"4 on Scale 1 to 10","1991","35-65 y.","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1991","66 and older","direct migration background","5","","","","4"
"4 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1991","35-65 y.","no migration background","251","0.0417998854994722","0.0364321251522154","0.0471676458467291","4"
"4 on Scale 1 to 10","1991","66 and older","no migration background","58","0.0346752336406957","0.0249048702802021","0.0444455970011893","4"
"5 on Scale 1 to 10","1991","16-34 y.","no migration background","561","0.130478586499305","0.119982444148614","0.140974728849996","5"
"5 on Scale 1 to 10","1991","16-34 y.","direct migration background","113","0.116737699414769","0.0955700628280156","0.137905336001522","5"
"5 on Scale 1 to 10","1991","16-34 y.","indirect migration background","36","0.155021150097366","0.115242235614302","0.194800064580431","5"
"5 on Scale 1 to 10","1991","35-65 y.","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1991","66 and older","no migration background","209","0.147805341942533","0.128852307048886","0.166758376836179","5"
"5 on Scale 1 to 10","1991","66 and older","direct migration background","19","","","","5"
"5 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1991","35-65 y.","no migration background","888","0.146472912537543","0.136989497113397","0.155956327961688","5"
"5 on Scale 1 to 10","1991","35-65 y.","direct migration background","271","0.154041756161869","0.136484818276899","0.17159869404684","5"
"6 on Scale 1 to 10","1991","16-34 y.","no migration background","472","0.108726900872292","0.0990264068260065","0.118427394918578","6"
"6 on Scale 1 to 10","1991","16-34 y.","direct migration background","118","0.130676018959877","0.10845772357772","0.152894314342033","6"
"6 on Scale 1 to 10","1991","35-65 y.","indirect migration background","4","","","","6"
"6 on Scale 1 to 10","1991","66 and older","no migration background","135","0.0986475698840528","0.0827234732014237","0.114571666566682","6"
"6 on Scale 1 to 10","1991","16-34 y.","indirect migration background","31","0.103154658786434","0.0697245544000295","0.136584763172838","6"
"6 on Scale 1 to 10","1991","35-65 y.","no migration background","655","0.112962873665495","0.104472706777301","0.12145304055369","6"
"6 on Scale 1 to 10","1991","35-65 y.","direct migration background","223","0.131436603990272","0.115003711849208","0.147869496131336","6"
"6 on Scale 1 to 10","1991","66 and older","direct migration background","13","","","","6"
"6 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1991","16-34 y.","no migration background","688","0.179507933469105","0.167548820558093","0.191467046380118","7"
"7 on Scale 1 to 10","1991","16-34 y.","direct migration background","172","0.177900863525066","0.152690849772249","0.203110877277883","7"
"7 on Scale 1 to 10","1991","16-34 y.","indirect migration background","62","0.179721902661385","0.137521597393347","0.221922207929424","7"
"7 on Scale 1 to 10","1991","35-65 y.","no migration background","901","0.173274520842853","0.16312313168299","0.183425910002715","7"
"7 on Scale 1 to 10","1991","35-65 y.","direct migration background","305","0.169016844524027","0.150789802978893","0.18724388606916","7"
"7 on Scale 1 to 10","1991","35-65 y.","indirect migration background","9","","","","7"
"7 on Scale 1 to 10","1991","66 and older","no migration background","210","0.157737350600172","0.138272309044942","0.177202392155403","7"
"7 on Scale 1 to 10","1991","66 and older","direct migration background","15","","","","7"
"7 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","7"
"8 on Scale 1 to 10","1991","16-34 y.","no migration background","1012","0.270680912911201","0.256835447606526","0.284526378215876","8"
"8 on Scale 1 to 10","1991","16-34 y.","direct migration background","239","0.281728199426259","0.252074319377532","0.311382079474987","8"
"8 on Scale 1 to 10","1991","16-34 y.","indirect migration background","84","0.225111531522124","0.179207270400675","0.271015792643572","8"
"8 on Scale 1 to 10","1991","35-65 y.","indirect migration background","4","","","","8"
"8 on Scale 1 to 10","1991","66 and older","indirect migration background","2","","","","8"
"8 on Scale 1 to 10","1991","35-65 y.","no migration background","1359","0.270225399689213","0.258314764624205","0.282136034754221","8"
"8 on Scale 1 to 10","1991","35-65 y.","direct migration background","390","0.247185301807871","0.226205062142441","0.2681655414733","8"
"8 on Scale 1 to 10","1991","66 and older","no migration background","354","0.276664244198335","0.252774539719844","0.300553948676825","8"
"8 on Scale 1 to 10","1991","66 and older","direct migration background","32","0.265614956325168","0.187563014901048","0.343666897749287","8"
"9 on Scale 1 to 10","1991","16-34 y.","direct migration background","85","0.118848384719785","0.0975157782848404","0.140180991154729","9"
"9 on Scale 1 to 10","1991","16-34 y.","indirect migration background","50","0.171000480407738","0.129618589095838","0.212382371719638","9"
"9 on Scale 1 to 10","1991","66 and older","no migration background","151","0.116361812668024","0.0992377515111119","0.133485873824936","9"
"9 on Scale 1 to 10","1991","16-34 y.","no migration background","444","0.127644759553772","0.117246320960008","0.138043198147535","9"
"9 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1991","35-65 y.","no migration background","517","0.111479393817436","0.103038109780786","0.119920677854086","9"
"9 on Scale 1 to 10","1991","35-65 y.","direct migration background","146","0.106083911963208","0.0911067950995688","0.121061028826846","9"
"9 on Scale 1 to 10","1991","35-65 y.","indirect migration background","4","","","","9"
"9 on Scale 1 to 10","1991","66 and older","direct migration background","7","","","","9"
"0 Completely dissatisfied","1992","16-34 y.","no migration background","21","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","direct migration background","14","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","no migration background","38","0.00653580087125335","0.00436046110251434","0.00871114063999237","0"
"0 Completely dissatisfied","1992","35-65 y.","direct migration background","9","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1992","66 and older","no migration background","7","","","","0"
"0 Completely dissatisfied","1992","66 and older","direct migration background","2","","","","0"
"0 Completely dissatisfied","1992","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1992","16-34 y.","direct migration background","6","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","no migration background","25","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","no migration background","25","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","direct migration background","10","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","no migration background","1","","","","1"
"1 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","direct migration background","","","","","1"
"10 Completely satisfied","1992","16-34 y.","indirect migration background","36","0.124826901168931","0.0913293264547669","0.158324475883096","10"
"10 Completely satisfied","1992","16-34 y.","direct migration background","55","0.0558012605672001","0.0402879743145706","0.0713145468198297","10"
"10 Completely satisfied","1992","16-34 y.","no migration background","200","0.0594075745334993","0.0518427961720525","0.0669723528949461","10"
"10 Completely satisfied","1992","35-65 y.","no migration background","302","0.0716036487105511","0.0646432218868466","0.0785640755342557","10"
"10 Completely satisfied","1992","35-65 y.","direct migration background","87","0.0771301030995961","0.0639497233586058","0.0903104828405864","10"
"10 Completely satisfied","1992","35-65 y.","indirect migration background","","","","","10"
"10 Completely satisfied","1992","66 and older","no migration background","127","0.100954195814417","0.0847264874370299","0.117181904191804","10"
"10 Completely satisfied","1992","66 and older","direct migration background","15","","","","10"
"10 Completely satisfied","1992","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1992","16-34 y.","direct migration background","15","","","","2"
"2 on Scale 1 to 10","1992","16-34 y.","no migration background","75","0.0151882817335588","0.0112744199471289","0.0191021435199887","2"
"2 on Scale 1 to 10","1992","16-34 y.","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","no migration background","97","0.0159847900250112","0.0125990316882444","0.019370548361778","2"
"2 on Scale 1 to 10","1992","35-65 y.","direct migration background","21","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1992","66 and older","no migration background","19","","","","2"
"2 on Scale 1 to 10","1992","66 and older","direct migration background","4","","","","2"
"2 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1992","16-34 y.","no migration background","136","0.0349440918502245","0.0290673356392341","0.0408208480612149","3"
"3 on Scale 1 to 10","1992","16-34 y.","direct migration background","24","","","","3"
"3 on Scale 1 to 10","1992","35-65 y.","direct migration background","66","0.0347917286357169","0.0257386926198164","0.0438447646516173","3"
"3 on Scale 1 to 10","1992","16-34 y.","indirect migration background","16","","","","3"
"3 on Scale 1 to 10","1992","35-65 y.","no migration background","216","0.0364121257119928","0.0313553899215762","0.0414688615024094","3"
"3 on Scale 1 to 10","1992","66 and older","no migration background","43","0.0301580674467447","0.0209460164962325","0.0393701183972569","3"
"3 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1992","66 and older","direct migration background","6","","","","3"
"3 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1992","16-34 y.","no migration background","193","0.0474955943272139","0.0406889239660219","0.0543022646884058","4"
"4 on Scale 1 to 10","1992","16-34 y.","direct migration background","64","0.0784658387784865","0.0602920229149088","0.0966396546420641","4"
"4 on Scale 1 to 10","1992","35-65 y.","no migration background","293","0.048735129627675","0.0429224903116068","0.0545477689437433","4"
"4 on Scale 1 to 10","1992","35-65 y.","direct migration background","104","0.0610281901642134","0.0492022071909884","0.0728541731374385","4"
"4 on Scale 1 to 10","1992","16-34 y.","indirect migration background","21","","","","4"
"4 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1992","66 and older","direct migration background","12","","","","4"
"4 on Scale 1 to 10","1992","66 and older","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1992","66 and older","no migration background","71","0.0566847294001154","0.0442291031004184","0.0691403556998124","4"
"5 on Scale 1 to 10","1992","16-34 y.","no migration background","524","0.123378767448471","0.11285428458436","0.133903250312583","5"
"5 on Scale 1 to 10","1992","16-34 y.","direct migration background","129","0.13253581903648","0.109619624423023","0.155452013649936","5"
"5 on Scale 1 to 10","1992","16-34 y.","indirect migration background","47","0.148273695576188","0.112257786938319","0.184289604214058","5"
"5 on Scale 1 to 10","1992","35-65 y.","no migration background","917","0.15748245619733","0.147648978225319","0.167315934169341","5"
"5 on Scale 1 to 10","1992","35-65 y.","direct migration background","270","0.161723519671749","0.143533801932684","0.179913237410814","5"
"5 on Scale 1 to 10","1992","35-65 y.","indirect migration background","4","","","","5"
"5 on Scale 1 to 10","1992","66 and older","no migration background","214","0.151579191385018","0.132262642066541","0.170895740703494","5"
"5 on Scale 1 to 10","1992","66 and older","direct migration background","23","","","","5"
"5 on Scale 1 to 10","1992","66 and older","indirect migration background","3","","","","5"
"6 on Scale 1 to 10","1992","16-34 y.","direct migration background","103","0.122674639667909","0.1005024885293","0.144846790806518","6"
"6 on Scale 1 to 10","1992","16-34 y.","no migration background","530","0.135312334446648","0.124365894866705","0.14625877402659","6"
"6 on Scale 1 to 10","1992","35-65 y.","direct migration background","208","0.125392475183229","0.109032295492985","0.141752654873474","6"
"6 on Scale 1 to 10","1992","16-34 y.","indirect migration background","30","0.0740433435814387","0.047506416569766","0.100580270593112","6"
"6 on Scale 1 to 10","1992","35-65 y.","no migration background","665","0.109891562232052","0.10144839841674","0.118334726047364","6"
"6 on Scale 1 to 10","1992","35-65 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1992","66 and older","no migration background","158","0.113365955248488","0.096288717448585","0.130443193048391","6"
"6 on Scale 1 to 10","1992","66 and older","direct migration background","17","","","","6"
"6 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1992","16-34 y.","no migration background","756","0.203806698256068","0.190915507187579","0.216697889324557","7"
"7 on Scale 1 to 10","1992","16-34 y.","direct migration background","174","0.211192338687843","0.183607227876799","0.238777449498888","7"
"7 on Scale 1 to 10","1992","16-34 y.","indirect migration background","80","0.183315734653919","0.144101905182044","0.222529564125793","7"
"7 on Scale 1 to 10","1992","35-65 y.","no migration background","1019","0.191733101667728","0.181105689400116","0.202360513935341","7"
"7 on Scale 1 to 10","1992","35-65 y.","direct migration background","333","0.193946455994351","0.174413471876012","0.21347944011269","7"
"7 on Scale 1 to 10","1992","35-65 y.","indirect migration background","6","","","","7"
"7 on Scale 1 to 10","1992","66 and older","no migration background","236","0.175839770241419","0.155334359213453","0.196345181269384","7"
"7 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1992","66 and older","direct migration background","16","","","","7"
"8 on Scale 1 to 10","1992","16-34 y.","direct migration background","184","0.260979042687865","0.231297854179646","0.290660231196084","8"
"8 on Scale 1 to 10","1992","16-34 y.","no migration background","931","0.260717350641821","0.246667724014984","0.274766977268658","8"
"8 on Scale 1 to 10","1992","16-34 y.","indirect migration background","85","0.233414987793045","0.190544658300549","0.276285317285541","8"
"8 on Scale 1 to 10","1992","35-65 y.","no migration background","1253","0.261986247443915","0.250115636879228","0.273856858008603","8"
"8 on Scale 1 to 10","1992","35-65 y.","direct migration background","331","0.219749585648289","0.199293300756336","0.240205870540242","8"
"8 on Scale 1 to 10","1992","35-65 y.","indirect migration background","10","","","","8"
"8 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1992","66 and older","no migration background","333","0.260675726836335","0.237028954097129","0.284322499575541","8"
"8 on Scale 1 to 10","1992","66 and older","direct migration background","31","0.212127875532039","0.143671398357362","0.280584352706717","8"
"9 on Scale 1 to 10","1992","16-34 y.","indirect migration background","54","0.129249233669688","0.0952496803812984","0.163248786958077","9"
"9 on Scale 1 to 10","1992","16-34 y.","direct migration background","73","0.0806732134128482","0.0622676240502818","0.0990788027754146","9"
"9 on Scale 1 to 10","1992","16-34 y.","no migration background","360","0.109118681603707","0.099140898938101","0.119096464269312","9"
"9 on Scale 1 to 10","1992","35-65 y.","no migration background","446","0.0951497580408883","0.0872285069404833","0.103071009141293","9"
"9 on Scale 1 to 10","1992","35-65 y.","direct migration background","135","0.0956640646134664","0.0811334148144416","0.110194714412491","9"
"9 on Scale 1 to 10","1992","35-65 y.","indirect migration background","3","","","","9"
"9 on Scale 1 to 10","1992","66 and older","no migration background","115","0.0863650193941346","0.0712343063291132","0.101495732459156","9"
"9 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1992","66 and older","direct migration background","11","","","","9"
"0 Completely dissatisfied","1993","16-34 y.","no migration background","16","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","direct migration background","7","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","no migration background","33","0.00699053326086931","0.00472491277632296","0.00925615374541565","0"
"0 Completely dissatisfied","1993","35-65 y.","direct migration background","12","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","indirect migration background","","","","","0"
