"plh0162","year","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","69","0.0168710569874267","0.013080293981241","0.0206618199936123","0"
"1 on Scale 1 to 10","1990","25","","","","1"
"10 Completely satisfied","1990","352","0.0835403913986683","0.0753960651228893","0.0916847176744472","10"
"2 on Scale 1 to 10","1990","112","0.0264773224336474","0.021751685903901","0.0312029589633938","2"
"3 on Scale 1 to 10","1990","201","0.0468297485696051","0.0406110944887005","0.0530484026505097","3"
"4 on Scale 1 to 10","1990","227","0.0487541509847103","0.0424154183626193","0.0550928836068012","4"
"5 on Scale 1 to 10","1990","998","0.226669615324104","0.214346246757036","0.238992983891173","5"
"6 on Scale 1 to 10","1990","610","0.138832586802606","0.128655118737487","0.149010054867725","6"
"7 on Scale 1 to 10","1990","697","0.152662476729165","0.142076166466877","0.163248786991452","7"
"8 on Scale 1 to 10","1990","894","0.199270165306714","0.187512681416941","0.211027649196486","8"
"9 on Scale 1 to 10","1990","249","0.0535587865322269","0.0469318557742065","0.0601857172902473","9"
"0 Completely dissatisfied","1991","134","0.00829444630891859","0.0067714572425957","0.00981743537524147","0"
"1 on Scale 1 to 10","1991","84","0.00588896189667282","0.00460412342279324","0.0071738003705524","1"
"10 Completely satisfied","1991","1075","0.0901036434556589","0.0852954841104426","0.0949118028008752","10"
"2 on Scale 1 to 10","1991","206","0.0122737513852862","0.0104248290393228","0.0141226737312496","2"
"3 on Scale 1 to 10","1991","486","0.0299324981299473","0.0270710612354219","0.0327939350244726","3"
"4 on Scale 1 to 10","1991","645","0.0423839971621069","0.0390009475544578","0.0457670467697561","4"
"5 on Scale 1 to 10","1991","2099","0.141911493733973","0.13605164317152","0.147771344296425","5"
"6 on Scale 1 to 10","1991","1651","0.11084792356402","0.105576067827833","0.116119779300207","6"
"7 on Scale 1 to 10","1991","2363","0.172098435048539","0.16575989082012","0.178436979276958","7"
"8 on Scale 1 to 10","1991","3476","0.269680216783571","0.26222787457005","0.277132558997092","8"
"9 on Scale 1 to 10","1991","1404","0.116584632531306","0.111195549912992","0.12197371514962","9"
"0 Completely dissatisfied","1992","94","0.00622483262763992","0.00488829495386764","0.00756137030141221","0"
"1 on Scale 1 to 10","1992","69","0.00446287478372912","0.00333018919094872","0.00559556037650953","1"
"10 Completely satisfied","1992","822","0.0741039435099131","0.0696527643737999","0.0785551226460263","10"
"2 on Scale 1 to 10","1992","233","0.0159576513834296","0.0138282149689923","0.0180870877978669","2"
"3 on Scale 1 to 10","1992","508","0.0345451917702242","0.0314418252230256","0.0376485583174228","3"
"4 on Scale 1 to 10","1992","760","0.0516085802308735","0.0478490978015676","0.0553680626601794","4"
"5 on Scale 1 to 10","1992","2131","0.147479561653177","0.141454082138006","0.153505041168349","5"
"6 on Scale 1 to 10","1992","1711","0.118702665177366","0.113206436941532","0.1241988934132","6"
"7 on Scale 1 to 10","1992","2620","0.191914889421961","0.185222885560408","0.198606893283514","7"
"8 on Scale 1 to 10","1992","3158","0.257760667015818","0.250327847260079","0.265193486771557","8"
"9 on Scale 1 to 10","1992","1197","0.0972391424258679","0.0922043657024765","0.102273919149259","9"
"0 Completely dissatisfied","1993","75","0.00594370879239548","0.00462828684838318","0.00725913073640779","0"
"1 on Scale 1 to 10","1993","66","0.00450032422006587","0.0033548817153099","0.00564576672482184","1"
"10 Completely satisfied","1993","1031","0.097713350203184","0.0926319892098008","0.102794711196567","10"
"2 on Scale 1 to 10","1993","245","0.0178670687137816","0.015600115159935","0.0201340222676283","2"
"3 on Scale 1 to 10","1993","432","0.0287798925524075","0.0259187845739802","0.0316410005308348","3"
"4 on Scale 1 to 10","1993","601","0.0388349580653128","0.0355286658431082","0.0421412502875173","4"
"5 on Scale 1 to 10","1993","1842","0.126823332624647","0.121128493324264","0.132518171925029","5"
"6 on Scale 1 to 10","1993","1606","0.113913567631795","0.108476601822239","0.119350533441351","6"
"7 on Scale 1 to 10","1993","2533","0.185635540991402","0.178981724768225","0.192289357214578","7"
"8 on Scale 1 to 10","1993","3302","0.260357803422015","0.252848027631927","0.267867579212103","8"
"9 on Scale 1 to 10","1993","1384","0.119630452782994","0.114076729836062","0.125184175729926","9"
"0 Completely dissatisfied","1994","","","","","0"
