"plh0162","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","in school","","","","","0"
"0 Completely dissatisfied","1990","inadequately","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","20","","","","0"
"0 Completely dissatisfied","1990","middle vocational","38","0.0136459647463363","0.00912793556716808","0.0181639939255044","0"
"0 Completely dissatisfied","1990","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1990","higher vocational","5","","","","0"
"0 Completely dissatisfied","1990","higher education","5","","","","0"
"1 on Scale 1 to 10","1990","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1990","higher education","3","","","","1"
"1 on Scale 1 to 10","1990","in school","","","","","1"
"1 on Scale 1 to 10","1990","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","6","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","14","","","","1"
"10 Completely satisfied","1990","in school","7","","","","10"
"10 Completely satisfied","1990","inadequately","2","","","","10"
"10 Completely satisfied","1990","general elemantary","40","0.0753091373900936","0.0525400638479195","0.0980782109322677","10"
"10 Completely satisfied","1990","middle vocational","214","0.0917044628017369","0.0804651612933425","0.102943764310131","10"
"10 Completely satisfied","1990","vocational + Abi","4","","","","10"
"10 Completely satisfied","1990","higher vocational","23","","","","10"
"10 Completely satisfied","1990","higher education","62","0.0601901744556997","0.0454194698321725","0.0749608790792269","10"
"2 on Scale 1 to 10","1990","in school","","","","","2"
"2 on Scale 1 to 10","1990","inadequately","1","","","","2"
"2 on Scale 1 to 10","1990","general elemantary","16","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","65","0.0261305227200523","0.0199181869312764","0.0323428585088282","2"
"2 on Scale 1 to 10","1990","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","6","","","","2"
"2 on Scale 1 to 10","1990","higher education","24","","","","2"
"3 on Scale 1 to 10","1990","vocational + Abi","5","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","10","","","","3"
"3 on Scale 1 to 10","1990","higher education","29","","","","3"
"3 on Scale 1 to 10","1990","in school","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","26","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","130","0.0527942303701987","0.0440856794596999","0.0615027812806975","3"
"4 on Scale 1 to 10","1990","in school","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","34","0.0625068430604673","0.0416200830849757","0.0833936030359588","4"
"4 on Scale 1 to 10","1990","vocational + Abi","4","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","130","0.049098735516942","0.0406841377192535","0.0575133333146305","4"
"4 on Scale 1 to 10","1990","higher vocational","11","","","","4"
"4 on Scale 1 to 10","1990","higher education","47","0.0422702679345226","0.0297746595128606","0.0547658763561847","4"
"5 on Scale 1 to 10","1990","in school","3","","","","5"
"5 on Scale 1 to 10","1990","inadequately","5","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","117","0.223762141131163","0.187802615420879","0.259721666841448","5"
"5 on Scale 1 to 10","1990","middle vocational","622","0.243048786396456","0.226345144552548","0.259752428240365","5"
"5 on Scale 1 to 10","1990","vocational + Abi","10","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","47","0.212826686861463","0.1629788367678","0.262674536955126","5"
"5 on Scale 1 to 10","1990","higher education","193","0.198872623401847","0.174083754558974","0.223661492244719","5"
"6 on Scale 1 to 10","1990","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","42","0.160783106449406","0.116047273761547","0.205518939137264","6"
"6 on Scale 1 to 10","1990","higher education","141","0.137231666537299","0.115862248802689","0.158601084271909","6"
"6 on Scale 1 to 10","1990","middle vocational","339","0.136075641155604","0.122723265248886","0.149428017062322","6"
"6 on Scale 1 to 10","1990","general elemantary","70","0.149477666345065","0.118712855035171","0.180242477654959","6"
"6 on Scale 1 to 10","1990","in school","2","","","","6"
"6 on Scale 1 to 10","1990","inadequately","1","","","","6"
"7 on Scale 1 to 10","1990","in school","8","","","","7"
"7 on Scale 1 to 10","1990","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","59","0.110360661426301","0.0833249764825351","0.137396346370066","7"
"7 on Scale 1 to 10","1990","middle vocational","387","0.151527843999665","0.137564304576393","0.165491383422936","7"
"7 on Scale 1 to 10","1990","vocational + Abi","19","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","35","0.129135894884505","0.0882948455081562","0.169976944260854","7"
"7 on Scale 1 to 10","1990","higher education","187","0.182190338782934","0.158218176342015","0.206162501223854","7"
"8 on Scale 1 to 10","1990","vocational + Abi","17","","","","8"
"8 on Scale 1 to 10","1990","in school","8","","","","8"
"8 on Scale 1 to 10","1990","inadequately","2","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","94","0.174015987286968","0.141304248028543","0.206727726545392","8"
"8 on Scale 1 to 10","1990","middle vocational","466","0.18133130389647","0.16632682280677","0.19633578498617","8"
"8 on Scale 1 to 10","1990","higher vocational","66","0.242057074902352","0.189892538613388","0.294221611191317","8"
