"plh0162","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","1-pers.-HH","9","","","","0"
"0 Completely dissatisfied","1990","(Married) couple without C. ","8","","","","0"
"0 Completely dissatisfied","1990","Single parent ","4","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE 16 ","21","","","","0"
"0 Completely dissatisfied","1990","Couple + C. GT 16 ","14","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE and GT 16","7","","","","0"
"1 on Scale 1 to 10","1990","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1990","Single parent ","3","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE 16 ","6","","","","1"
"1 on Scale 1 to 10","1990","(Married) couple without C. ","4","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. GT 16 ","5","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE and GT 16","1","","","","1"
"10 Completely satisfied","1990","1-pers.-HH","35","0.109184584157733","0.0758378753990504","0.142531292916415","10"
"10 Completely satisfied","1990","(Married) couple without C. ","101","0.103090971835666","0.0838155602821632","0.122366383389168","10"
"10 Completely satisfied","1990","Single parent ","17","","","","10"
"10 Completely satisfied","1990","Couple + C. LE 16 ","94","0.0655279033667306","0.0528995017246101","0.078156305008851","10"
"10 Completely satisfied","1990","Couple + C. GT 16 ","59","0.0701643866843809","0.0527560695071051","0.0875727038616567","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","22","","","","10"
"2 on Scale 1 to 10","1990","1-pers.-HH","14","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","18","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","7","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","39","0.0250878302795829","0.0171066636470951","0.0330689969120706","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","16","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","8","","","","2"
"3 on Scale 1 to 10","1990","1-pers.-HH","27","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","41","0.0433532754448894","0.0304438802263582","0.0562626706634206","3"
"3 on Scale 1 to 10","1990","Single parent ","8","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","59","0.0379674822502866","0.0282141536545855","0.0477208108459876","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","33","0.0426157428475828","0.0288492438099382","0.0563822418852274","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","13","","","","3"
"4 on Scale 1 to 10","1990","1-pers.-HH","22","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","35","0.0365247702271606","0.0246333652994423","0.0484161751548789","4"
"4 on Scale 1 to 10","1990","Single parent ","19","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","82","0.0529974914306625","0.0415646204578201","0.0644303624035049","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","17","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","40","0.0462782552222429","0.0319598494113416","0.0605966610331442","4"
"5 on Scale 1 to 10","1990","1-pers.-HH","92","0.267089293118078","0.219781550559648","0.314397035676509","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","213","0.218981772481657","0.192766540025511","0.245197004937802","5"
"5 on Scale 1 to 10","1990","Single parent ","38","0.211385890885083","0.153482809336377","0.26928897243379","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","312","0.220157018491688","0.19901132502045","0.241302711962925","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","209","0.250205878369301","0.220685963121356","0.279725793617246","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","55","0.169747004329226","0.128550626323102","0.210943382335351","5"
"6 on Scale 1 to 10","1990","1-pers.-HH","38","0.128743221336124","0.0929324460686504","0.164553996603598","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","130","0.137299992658503","0.115483531622258","0.159116453694748","6"
"6 on Scale 1 to 10","1990","Single parent ","15","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","231","0.159307826213242","0.140631599428245","0.177984052998239","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","102","0.122840434030486","0.100468408340072","0.145212459720901","6"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","49","0.164937672391029","0.124211637773963","0.205663707008095","6"
"7 on Scale 1 to 10","1990","1-pers.-HH","35","0.103432339682657","0.0708713076553342","0.13599337170998","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","148","0.156931681491353","0.133874519879385","0.17998884310332","7"
"7 on Scale 1 to 10","1990","Single parent ","28","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","262","0.177116428102605","0.157633658283748","0.196599197921463","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","121","0.142723229608879","0.118883397288164","0.166563061929593","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","63","0.199134015853471","0.155310683401751","0.24295734830519","7"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","209","0.218318559015183","0.192131943399434","0.244505174630932","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","289","0.192763688800454","0.172632703129875","0.212894674471033","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","47","0.126730362740033","0.0911596168972202","0.162301108582846","8"
"8 on Scale 1 to 10","1990","Single parent ","44","0.223095538015978","0.164053592804415","0.28213748322754","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","163","0.205512024284874","0.177972424850297","0.23305162371945","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","64","0.198785241974317","0.154990770552418","0.242579713396215","8"
"9 on Scale 1 to 10","1990","1-pers.-HH","14","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","49","0.0508859477789071","0.036955108538839","0.0648167870189752","9"
"9 on Scale 1 to 10","1990","Single parent ","8","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","80","0.0504932017176691","0.0393189725216113","0.061667430913727","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","65","0.076233427580384","0.0581471504541773","0.0943197047065907","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","20","","","","9"
"0 Completely dissatisfied","1991","1-pers.-HH","15","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","20","","","","0"
"0 Completely dissatisfied","1991","Single parent ","12","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","39","0.00941801531491636","0.00619732495013738","0.0126387056796953","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","21","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","11","","","","0"
"1 on Scale 1 to 10","1991","Single parent ","11","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","16","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","16","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","11","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","13","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","10","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","130","0.097602935588595","0.0817187856093704","0.11348708556782","10"
"10 Completely satisfied","1991","(Married) couple without C. ","327","0.111009487863391","0.100157327189461","0.121861648537321","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","228","0.0704404721316146","0.0619080212356097","0.0789729230276194","10"
"10 Completely satisfied","1991","Single parent ","45","0.0624655629615807","0.04391858480351","0.0810125411196514","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","195","0.0838232330317915","0.0735604918251304","0.0940859742384525","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","88","0.0837601395878545","0.0681767461826135","0.0993435329930954","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","22","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","13","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","38","0.0107841678134185","0.00721615462805362","0.0143521809987833","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","56","0.0108579355957836","0.00740230722132425","0.014313563970243","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","35","0.0104696190219106","0.00670022495912562","0.0142390130846955","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","19","","","","2"
"3 on Scale 1 to 10","1991","1-pers.-HH","56","0.0372068244575858","0.0270767763843559","0.0473368725308156","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","96","0.0225365259435006","0.0174093129853622","0.027663738901639","3"
"3 on Scale 1 to 10","1991","Single parent ","28","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","135","0.0326643296080041","0.0267371301627297","0.0385915290532784","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","101","0.0278672490007474","0.0217718607577626","0.0339626372437323","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","31","0.0241840477745145","0.0155425862534392","0.0328255092955898","3"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","137","0.0391935441793014","0.0324898710854995","0.0458972172731033","4"
"4 on Scale 1 to 10","1991","Single parent ","45","0.0674833480943297","0.0482574858855309","0.0867092103031285","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","178","0.0425305596042724","0.0358017680566357","0.0492593511519091","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","121","0.0385934175045909","0.0314599333464737","0.045726901662708","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","59","0.0424914206729039","0.0316955999267707","0.0532872414190372","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","54","0.044754283073259","0.0331233756369423","0.0563851905095756","4"
"5 on Scale 1 to 10","1991","1-pers.-HH","199","0.143429611245205","0.124669533181255","0.162189689309155","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","466","0.134431368865689","0.122647479197583","0.146215258533794","5"
"5 on Scale 1 to 10","1991","Single parent ","129","0.177186410272929","0.147922985615447","0.206449834930412","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","534","0.138110945487493","0.126606550158366","0.14961534081662","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","439","0.136879710759449","0.124150638881889","0.149608782637009","5"
