"plh0162","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","West Germany","","","","","0"
"0 Completely dissatisfied","1990","East Germany","69","0.0168710569874267","0.013080293981241","0.0206618199936123","0"
"1 on Scale 1 to 10","1990","East Germany","25","","","","1"
"1 on Scale 1 to 10","1990","West Germany","","","","","1"
"10 Completely satisfied","1990","East Germany","352","0.0835403913986683","0.0753960651228893","0.0916847176744472","10"
"10 Completely satisfied","1990","West Germany","","","","","10"
"2 on Scale 1 to 10","1990","East Germany","112","0.0264773224336474","0.021751685903901","0.0312029589633938","2"
"2 on Scale 1 to 10","1990","West Germany","","","","","2"
"3 on Scale 1 to 10","1990","East Germany","201","0.0468297485696051","0.0406110944887005","0.0530484026505097","3"
"3 on Scale 1 to 10","1990","West Germany","","","","","3"
"4 on Scale 1 to 10","1990","East Germany","227","0.0487541509847103","0.0424154183626193","0.0550928836068012","4"
"4 on Scale 1 to 10","1990","West Germany","","","","","4"
"5 on Scale 1 to 10","1990","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","East Germany","998","0.226669615324104","0.214346246757036","0.238992983891173","5"
"6 on Scale 1 to 10","1990","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","East Germany","610","0.138832586802606","0.128655118737487","0.149010054867725","6"
"7 on Scale 1 to 10","1990","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","East Germany","697","0.152662476729165","0.142076166466877","0.163248786991452","7"
"8 on Scale 1 to 10","1990","East Germany","894","0.199270165306714","0.187512681416941","0.211027649196486","8"
"8 on Scale 1 to 10","1990","West Germany","","","","","8"
"9 on Scale 1 to 10","1990","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","East Germany","249","0.0535587865322269","0.0469318557742065","0.0601857172902473","9"
"0 Completely dissatisfied","1991","West Germany","43","0.00489631106283569","0.00349060047869938","0.00630202164697199","0"
"0 Completely dissatisfied","1991","East Germany","91","0.0215805052837363","0.0171600695856923","0.0260009409817802","0"
"1 on Scale 1 to 10","1991","East Germany","40","0.0120077184320473","0.0086942811994741","0.0153211556646206","1"
"1 on Scale 1 to 10","1991","West Germany","44","0.00432398598587294","0.00300260392136357","0.00564536805038231","1"
"10 Completely satisfied","1991","East Germany","146","0.0376140420169134","0.0318261373948708","0.0434019466389559","10"
"10 Completely satisfied","1991","West Germany","929","0.103528750557766","0.0973935902411373","0.109663910874396","10"
"2 on Scale 1 to 10","1991","West Germany","84","0.00803119658565893","0.00623370700465075","0.00982868616666711","2"
"2 on Scale 1 to 10","1991","East Germany","122","0.0288613293331384","0.0237683664205858","0.033954292245691","2"
"3 on Scale 1 to 10","1991","East Germany","294","0.0700113018292874","0.062248926531313","0.0777736771272617","3"
"3 on Scale 1 to 10","1991","West Germany","192","0.0196816633466827","0.0168843461907837","0.0224789805025817","3"
"4 on Scale 1 to 10","1991","West Germany","340","0.0345777133593426","0.0308982537377598","0.0382571729809254","4"
"4 on Scale 1 to 10","1991","East Germany","305","0.0729050740077814","0.0649962355670169","0.0808139124485459","4"
"5 on Scale 1 to 10","1991","East Germany","971","0.240369278782455","0.227370203327961","0.253368354236948","5"
"5 on Scale 1 to 10","1991","West Germany","1128","0.116729242905593","0.110262821449265","0.123195664361922","5"
"6 on Scale 1 to 10","1991","East Germany","646","0.156506066797395","0.145453114528428","0.167559019066363","6"
"6 on Scale 1 to 10","1991","West Germany","1005","0.0991700779300282","0.0931508751389938","0.105189280721063","6"
"7 on Scale 1 to 10","1991","East Germany","655","0.152252790145629","0.141323611146261","0.163181969144998","7"
"7 on Scale 1 to 10","1991","West Germany","1708","0.177174295810082","0.169485089227755","0.184863502392409","7"
