"plh0162","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","18","","","","3"
"3 on Scale 1 to 10","1990","Single parent ","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","22","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","23","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","36","0.0369898542497752","0.0247069465356977","0.0492727619638527","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","9","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","24","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","7","","","","3"
"4 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","11","","","","4"
"4 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","9","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","26","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","42","0.0780233318914895","0.0551461070074653","0.100900556775514","4"
"4 on Scale 1 to 10","1990","Single parent ","Urban Area","7","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","Rural Area","12","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","26","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","9","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","13","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","39","0.0388075558599595","0.0262383520835445","0.0513767596363744","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","7","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","10","","","","4"
"5 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","53","0.301226985274829","0.233637917258135","0.368816053291523","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","69","0.206620416040881","0.162669653228612","0.250571178853149","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","129","0.229382745430835","0.194745797792267","0.264019693069404","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","140","0.223656458377638","0.190696883648435","0.256616033106842","5"
"5 on Scale 1 to 10","1990","Single parent ","Rural Area","14","","","","5"
"5 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","36","0.224365025084802","0.158046849809786","0.290683200359818","5"
"5 on Scale 1 to 10","1990","Single parent ","Urban Area","23","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","101","0.197040102959805","0.163112328660801","0.230967877258809","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","201","0.233011372341178","0.205499036221939","0.260523708460417","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","79","0.302873364864162","0.246027666063152","0.359719063665171","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","20","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","34","0.143967499124197","0.0978916851004165","0.190043313147978","5"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","33","0.164706956299235","0.116024659175183","0.213389253423288","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","18","","","","6"
"6 on Scale 1 to 10","1990","Single parent ","Rural Area","8","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","69","0.134759030752915","0.10563318087857","0.16388488062726","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","155","0.173110018787496","0.148487673673235","0.197732363901756","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","19","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","47","0.143283648973434","0.105251038502056","0.181316259444812","6"
"6 on Scale 1 to 10","1990","Single parent ","Urban Area","7","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","14","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","82","0.135955162985248","0.108845139262544","0.163065186707953","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","27","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","75","0.136395788767651","0.108121106587278","0.164670470948025","6"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","53","0.171533538578876","0.130612063492275","0.212455013665477","7"
"7 on Scale 1 to 10","1990","Single parent ","Rural Area","15","","","","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","91","0.147946700877964","0.119863285139182","0.176030116616747","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","12","","","","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","23","","","","7"
"7 on Scale 1 to 10","1990","Single parent ","Urban Area","11","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","88","0.171426002782358","0.139279396662507","0.203572608902209","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","39","0.151241832919309","0.106917809118848","0.19556585671977","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","82","0.141347419871365","0.112646715338938","0.170048124403793","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","15","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","167","0.181939928561221","0.156832568238767","0.207047288883676","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","46","0.210619642062848","0.157103074304543","0.264136209821154","7"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","137","0.222269762180209","0.189383191403969","0.255156332956449","8"
"8 on Scale 1 to 10","1990","Single parent ","Urban Area","24","","","","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","24","","","","8"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","70","0.214896139455134","0.170308225513846","0.259484053396423","8"
"8 on Scale 1 to 10","1990","Single parent ","Rural Area","20","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","113","0.208154430020668","0.173525090810386","0.24278376923095","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","164","0.178684242435156","0.153753072859372","0.20361541201094","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","41","0.17565447304497","0.128578914676561","0.222730031413379","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","120","0.219422382304115","0.185327563599215","0.253517201009016","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","18","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","45","0.199330035560767","0.146896541379853","0.251763529741681","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","22","","","","8"
"9 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","8","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","32","0.0576312890169517","0.0377533787646979","0.0775091992692055","9"
"9 on Scale 1 to 10","1990","Single parent ","Rural Area","4","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","48","0.048315370969445","0.0343602490787406","0.0622704928601494","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","18","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","15","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","50","0.0831101601084169","0.0603683245420676","0.105851995674766","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","6","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","31","0.052529875979584","0.0348837304962546","0.0701760214629134","9"
"9 on Scale 1 to 10","1990","Single parent ","Urban Area","4","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","2","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","18","","","","9"
"0 Completely dissatisfied","1991","1-pers.-HH","Rural Area","6","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","Urban Area","7","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","Rural Area","13","","","","0"
"0 Completely dissatisfied","1991","Single parent ","Urban Area","11","","","","0"
"0 Completely dissatisfied","1991","Single parent ","Rural Area","1","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","Urban Area","18","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","Rural Area","21","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","Urban Area","6","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","Rural Area","15","","","","0"
"0 Completely dissatisfied","1991","1-pers.-HH","Urban Area","9","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","Urban Area","5","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","Rural Area","6","","","","0"
"1 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","11","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","11","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","Urban Area","7","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","7","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","8","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","Urban Area","94","0.0947036796106302","0.0764827278133841","0.112924631407876","10"
"10 Completely satisfied","1991","1-pers.-HH","Rural Area","35","0.10672937960317","0.0739572684518363","0.139501490754505","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Rural Area","31","0.078012349672131","0.0516641596871917","0.10436053965707","10"
"10 Completely satisfied","1991","(Married) couple without C. ","Urban Area","249","0.123558456393136","0.109725467261903","0.13739144552437","10"
"10 Completely satisfied","1991","(Married) couple without C. ","Rural Area","76","0.0814557153075826","0.0647428376448166","0.0981685929703486","10"
"10 Completely satisfied","1991","Single parent ","Urban Area","37","0.0740361024781502","0.0499249599059354","0.098147245050365","10"
"10 Completely satisfied","1991","Single parent ","Rural Area","7","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Urban Area","154","0.0729150140304773","0.0619428757023671","0.0838871523585874","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Rural Area","71","0.0643929580039956","0.0508293978051143","0.0779565182028769","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Urban Area","142","0.0957886559301279","0.0820353473691311","0.109541964491125","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Rural Area","53","0.0620607847756431","0.0473337695116809","0.0767878000396053","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Urban Area","57","0.0871568198324556","0.0676960462882806","0.106617593376631","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","22","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","9","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","10","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","Urban Area","10","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","17","","","","2"
"2 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","18","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","20","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","18","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","34","0.0174041751916508","0.0101777759638315","0.02463057441947","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","18","","","","2"
"3 on Scale 1 to 10","1991","Single parent ","Rural Area","6","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","40","0.0377541425359829","0.0258932441420414","0.0496150409299244","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","15","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","46","0.0166803712976918","0.0112968240092468","0.0220639185861368","3"
"3 on Scale 1 to 10","1991","Single parent ","Urban Area","22","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","50","0.0363271325974057","0.0248951704202315","0.04775909477458","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","14","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","65","0.0283348544191115","0.021332536518782","0.035337172319441","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","67","0.0409271627531449","0.0299790468793575","0.0518752786269323","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","54","0.0413463122534548","0.029193745310407","0.0534988791965025","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","44","0.0197731655553127","0.013267127993013","0.0262792031176124","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","17","","","","3"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","49","0.0435718424008871","0.0310988820326792","0.056044802769095","4"
"4 on Scale 1 to 10","1991","Single parent ","Urban Area","29","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","Rural Area","16","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","57","0.0516077964844391","0.03810354851379","0.0651120444550881","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","17","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","43","0.0445177542421907","0.0316835132592368","0.0573519952251446","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","93","0.0329390439636165","0.0254071284791261","0.040470959448107","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","82","0.0618822340372672","0.0485679001775988","0.0751965678969356","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","63","0.0315072910555571","0.0233439323256339","0.0396706497854803","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","37","0.0436479265199742","0.0295517271255405","0.0577441259144079","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","15","","","","4"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","87","0.037267258751985","0.0293050251252204","0.0452294923787497","4"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","61","0.153938209318206","0.118482938154597","0.189393480481814","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","56","0.155333083987952","0.116887574029575","0.193778593946328","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","251","0.112245700579005","0.0989763529833727","0.125515048174637","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","217","0.164899864639734","0.144393569813912","0.185406159465556","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","117","0.142971765819218","0.118820826371062","0.167122705267375","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","311","0.124809393912602","0.110861842231334","0.13875694559387","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","263","0.134118199926235","0.118192873795701","0.150043526056768","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","175","0.142403932459322","0.121072445005147","0.163735419913498","5"
"5 on Scale 1 to 10","1991","Single parent ","Urban Area","90","0.18072986443662","0.145295266165337","0.216164462707903","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","212","0.185236828603292","0.161500159967048","0.208973497239536","5"
"5 on Scale 1 to 10","1991","Single parent ","Rural Area","38","0.168409673959049","0.116151622797545","0.220667725120554","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","143","0.14038624616738","0.118768709043384","0.162003783291376","5"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","42","0.0956226799315885","0.0667317286563155","0.124513631206862","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","260","0.103537136856606","0.0906802078555891","0.116394065857622","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","84","0.0894346335111118","0.0697458105719914","0.109123456450232","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","180","0.131692342470805","0.113005976623157","0.150378708318453","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","49","0.146365771492861","0.108848903508919","0.183882639476803","6"
"6 on Scale 1 to 10","1991","Single parent ","Rural Area","25","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","231","0.122786002986511","0.107448933728227","0.138123072244796","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","133","0.115575379804231","0.096059783091017","0.135090976517445","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","111","0.111168001799714","0.0916069593682872","0.130729044231141","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","226","0.0960134866805103","0.0836293591027064","0.108397614258314","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","111","0.106095888190106","0.087279548378365","0.124912228001848","6"
"6 on Scale 1 to 10","1991","Single parent ","Urban Area","52","0.100671293847141","0.0729629197054724","0.128379667988809","6"
"7 on Scale 1 to 10","1991","Single parent ","Rural Area","39","0.20139673319719","0.14539432149309","0.257399144901291","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","407","0.187520556764393","0.171048279220664","0.203992834308121","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","224","0.182770133956577","0.161413514934274","0.20412675297888","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","301","0.163459766252027","0.146178959056115","0.18074057344794","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","170","0.16650623964529","0.143766515534765","0.189245963755814","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","172","0.212414813320439","0.184195106772082","0.240634519868796","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","160","0.154469753343274","0.132388348300168","0.176551158386379","7"
"7 on Scale 1 to 10","1991","Single parent ","Urban Area","70","0.18713289751076","0.151217238894198","0.223048556127322","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","171","0.174147825500253","0.150548345087342","0.197747305913164","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","357","0.155095017102413","0.13987829254628","0.170311741658546","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","65","0.205483062742559","0.162597560895312","0.248368564589806","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","57","0.13560909749096","0.101972964455344","0.169245230526576","7"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","574","0.295216633834523","0.275967054055564","0.314466213613483","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","280","0.244836237294297","0.221075156578798","0.268597318009796","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","106","0.276130364979323","0.232207180639294","0.320053549319353","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","472","0.275150609380758","0.254280520441134","0.296020698320381","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","258","0.27862191374685","0.251256131524921","0.305987695968779","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","215","0.261795181213834","0.231464610257202","0.292125752170466","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","635","0.306111030266303","0.286737766000622","0.325484294531985","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","232","0.244322819725026","0.218069116388749","0.270576523061303","8"
"8 on Scale 1 to 10","1991","Single parent ","Urban Area","96","0.215273524073397","0.177424607443464","0.253122440703331","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","67","0.195376600821118","0.153293909620765","0.237459292021471","8"
"8 on Scale 1 to 10","1991","Single parent ","Rural Area","36","0.227367924413279","0.168839619888668","0.285896228937891","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","257","0.264731485948728","0.237276701519204","0.292186270378251","8"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","91","0.117129965132606","0.0975008304983993","0.136759099766814","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","248","0.138173808633116","0.123610980402702","0.152736636863531","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","77","0.0701931586227433","0.0560758622578451","0.0843104549876416","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","214","0.141567323105462","0.125276245900804","0.157858400310119","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","52","0.138219526527295","0.104312509825677","0.172126543228913","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","25","","","","9"
"9 on Scale 1 to 10","1991","Single parent ","Rural Area","22","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","86","0.124010977663131","0.101270964004687","0.146750991321575","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","95","0.0992686071449324","0.0806607711887031","0.117876443101162","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","291","0.139158224222365","0.124609181218276","0.153707267226454","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","97","0.109458337327116","0.0903821337647043","0.128534540889528","9"
"9 on Scale 1 to 10","1991","Single parent ","Urban Area","29","","","","9"
"0 Completely dissatisfied","1992","1-pers.-HH","Rural Area","4","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Urban Area","6","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Rural Area","13","","","","0"
"0 Completely dissatisfied","1992","Single parent ","Urban Area","8","","","","0"
"0 Completely dissatisfied","1992","Single parent ","Rural Area","2","","","","0"
