"plh0162","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1990","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","East Germany","26","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","East Germany","10","","","","3"
"3 on Scale 1 to 10","1990","higher education","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher education","East Germany","29","","","","3"
"4 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","East Germany","34","0.0625068430604673","0.0416200830849757","0.0833936030359588","4"
"4 on Scale 1 to 10","1990","higher vocational","East Germany","11","","","","4"
"4 on Scale 1 to 10","1990","in school","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher education","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","in school","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","East Germany","130","0.049098735516942","0.0406841377192535","0.0575133333146305","4"
"4 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","East Germany","4","","","","4"
"4 on Scale 1 to 10","1990","higher education","East Germany","47","0.0422702679345226","0.0297746595128606","0.0547658763561847","4"
"5 on Scale 1 to 10","1990","general elemantary","East Germany","117","0.223762141131163","0.187802615420879","0.259721666841448","5"
"5 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","middle vocational","East Germany","622","0.243048786396456","0.226345144552548","0.259752428240365","5"
"5 on Scale 1 to 10","1990","in school","East Germany","3","","","","5"
"5 on Scale 1 to 10","1990","inadequately","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","inadequately","East Germany","5","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","East Germany","10","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","East Germany","47","0.212826686861463","0.1629788367678","0.262674536955126","5"
"5 on Scale 1 to 10","1990","higher education","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher education","East Germany","193","0.198872623401847","0.174083754558974","0.223661492244719","5"
"5 on Scale 1 to 10","1990","in school","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","5"
"6 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","in school","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","inadequately","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","East Germany","339","0.136075641155604","0.122723265248886","0.149428017062322","6"
"6 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","vocational + Abi","East Germany","14","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","East Germany","42","0.160783106449406","0.116047273761547","0.205518939137264","6"
"6 on Scale 1 to 10","1990","higher education","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher education","East Germany","141","0.137231666537299","0.115862248802689","0.158601084271909","6"
"6 on Scale 1 to 10","1990","in school","East Germany","2","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","inadequately","East Germany","1","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","East Germany","70","0.149477666345065","0.118712855035171","0.180242477654959","6"
"7 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","inadequately","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","in school","East Germany","8","","","","7"
"7 on Scale 1 to 10","1990","in school","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","inadequately","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","East Germany","387","0.151527843999665","0.137564304576393","0.165491383422936","7"
"7 on Scale 1 to 10","1990","vocational + Abi","East Germany","19","","","","7"
"7 on Scale 1 to 10","1990","higher education","East Germany","187","0.182190338782934","0.158218176342015","0.206162501223854","7"
"7 on Scale 1 to 10","1990","general elemantary","East Germany","59","0.110360661426301","0.0833249764825351","0.137396346370066","7"
"7 on Scale 1 to 10","1990","higher vocational","East Germany","35","0.129135894884505","0.0882948455081562","0.169976944260854","7"
"7 on Scale 1 to 10","1990","higher education","West Germany","","","","","7"
"8 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","in school","East Germany","8","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","East Germany","466","0.18133130389647","0.16632682280677","0.19633578498617","8"
"8 on Scale 1 to 10","1990","higher education","East Germany","240","0.25064897919173","0.223734000300176","0.277563958083284","8"
"8 on Scale 1 to 10","1990","inadequately","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","inadequately","East Germany","2","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","East Germany","66","0.242057074902352","0.189892538613388","0.294221611191317","8"
"8 on Scale 1 to 10","1990","higher education","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","in school","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","East Germany","94","0.174015987286968","0.141304248028543","0.206727726545392","8"
"8 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","vocational + Abi","East Germany","17","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","8"
"9 on Scale 1 to 10","1990","general elemantary","East Germany","34","0.0577079642959972","0.0375876909003856","0.0778282376916087","9"
"9 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","East Germany","128","0.0484168457387062","0.0400578882792562","0.0567758031981562","9"
"9 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher education","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","in school","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","in school","East Germany","4","","","","9"
"9 on Scale 1 to 10","1990","inadequately","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","East Germany","12","","","","9"
"9 on Scale 1 to 10","1990","inadequately","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","vocational + Abi","East Germany","6","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher education","East Germany","65","0.0649700503714878","0.0496631313565236","0.080276969386452","9"
"0 Completely dissatisfied","1991","vocational + Abi","West Germany","1","","","","0"
"0 Completely dissatisfied","1991","in school","West Germany","1","","","","0"
"0 Completely dissatisfied","1991","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1991","inadequately","West Germany","2","","","","0"
"0 Completely dissatisfied","1991","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","West Germany","18","","","","0"
"0 Completely dissatisfied","1991","general elemantary","East Germany","14","","","","0"
"0 Completely dissatisfied","1991","middle vocational","West Germany","18","","","","0"
"0 Completely dissatisfied","1991","middle vocational","East Germany","61","0.0237543545531027","0.0176104669568611","0.0298982421493442","0"
"0 Completely dissatisfied","1991","vocational + Abi","East Germany","1","","","","0"
"0 Completely dissatisfied","1991","higher vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","East Germany","2","","","","0"
"0 Completely dissatisfied","1991","higher education","West Germany","2","","","","0"
"0 Completely dissatisfied","1991","higher education","East Germany","13","","","","0"
"1 on Scale 1 to 10","1991","higher education","West Germany","2","","","","1"
"1 on Scale 1 to 10","1991","in school","West Germany","1","","","","1"
"1 on Scale 1 to 10","1991","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","West Germany","5","","","","1"
"1 on Scale 1 to 10","1991","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","West Germany","13","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","East Germany","6","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","West Germany","15","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","East Germany","22","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","West Germany","1","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","East Germany","1","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","West Germany","3","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","East Germany","3","","","","1"
"1 on Scale 1 to 10","1991","higher education","East Germany","7","","","","1"
"10 Completely satisfied","1991","vocational + Abi","West Germany","23","","","","10"
"10 Completely satisfied","1991","general elemantary","West Germany","245","0.107471388180092","0.0951088687061842","0.119833907654","10"
"10 Completely satisfied","1991","general elemantary","East Germany","16","","","","10"
"10 Completely satisfied","1991","middle vocational","East Germany","82","0.0383462704575078","0.0305987449425433","0.0460937959724722","10"
"10 Completely satisfied","1991","higher education","West Germany","87","0.123576429474314","0.0996375054399317","0.147515353508697","10"
"10 Completely satisfied","1991","in school","West Germany","26","","","","10"
"10 Completely satisfied","1991","in school","East Germany","","","","","10"
"10 Completely satisfied","1991","higher education","East Germany","31","0.0323471884331471","0.0211322422079364","0.0435621346583578","10"
"10 Completely satisfied","1991","middle vocational","West Germany","436","0.0976884377247792","0.089077857278757","0.106299018170801","10"
"10 Completely satisfied","1991","higher vocational","West Germany","56","0.112132540874772","0.0849604466262631","0.139304635123281","10"
"10 Completely satisfied","1991","inadequately","West Germany","41","0.0883004404366871","0.0660027333490931","0.110598147524281","10"
"10 Completely satisfied","1991","inadequately","East Germany","5","","","","10"
"10 Completely satisfied","1991","vocational + Abi","East Germany","2","","","","10"
"10 Completely satisfied","1991","higher vocational","East Germany","10","","","","10"
"2 on Scale 1 to 10","1991","higher education","East Germany","14","","","","2"
"2 on Scale 1 to 10","1991","in school","West Germany","2","","","","2"
"2 on Scale 1 to 10","1991","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","West Germany","25","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","East Germany","12","","","","2"
"2 on Scale 1 to 10","1991","inadequately","West Germany","8","","","","2"
"2 on Scale 1 to 10","1991","inadequately","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","West Germany","34","0.00607958922290234","0.00382511378530034","0.00833406466050434","2"
"2 on Scale 1 to 10","1991","middle vocational","East Germany","91","0.0366486791116864","0.029067904206995","0.0442294540163778","2"
"2 on Scale 1 to 10","1991","vocational + Abi","West Germany","3","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","East Germany","1","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","West Germany","4","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","East Germany","4","","","","2"
"2 on Scale 1 to 10","1991","higher education","West Germany","7","","","","2"
"3 on Scale 1 to 10","1991","in school","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","in school","West Germany","2","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","East Germany","5","","","","3"
"3 on Scale 1 to 10","1991","inadequately","West Germany","29","","","","3"
"3 on Scale 1 to 10","1991","inadequately","East Germany","1","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","West Germany","58","0.0260583251515813","0.0196993195130939","0.0324173307900686","3"
"3 on Scale 1 to 10","1991","middle vocational","West Germany","82","0.018183863266975","0.0143086933806454","0.0220590331533046","3"
"3 on Scale 1 to 10","1991","middle vocational","East Germany","186","0.0750269373603517","0.0643986021939791","0.0856552725267244","3"
"3 on Scale 1 to 10","1991","vocational + Abi","West Germany","3","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","West Germany","4","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","East Germany","30","0.0594623957227389","0.037780399000814","0.0811443924446637","3"
"3 on Scale 1 to 10","1991","higher vocational","East Germany","16","","","","3"
"3 on Scale 1 to 10","1991","higher education","West Germany","10","","","","3"
"3 on Scale 1 to 10","1991","higher education","East Germany","55","0.0667811506720102","0.0509563647016447","0.0826059366423757","3"
"4 on Scale 1 to 10","1991","higher vocational","West Germany","14","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","East Germany","9","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","East Germany","39","0.0755588598850308","0.0513278049986641","0.0997899147713976","4"
"4 on Scale 1 to 10","1991","vocational + Abi","East Germany","6","","","","4"
"4 on Scale 1 to 10","1991","in school","East Germany","1","","","","4"
"4 on Scale 1 to 10","1991","inadequately","West Germany","37","0.0834599450644519","0.0617245433810021","0.105195346747902","4"
"4 on Scale 1 to 10","1991","inadequately","East Germany","2","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","West Germany","87","0.0334776857591402","0.0262975419509724","0.0406578295673081","4"
"4 on Scale 1 to 10","1991","middle vocational","West Germany","165","0.0358341240126873","0.0304432788291627","0.0412249691962119","4"
"4 on Scale 1 to 10","1991","middle vocational","East Germany","182","0.080353377069742","0.0693859527393091","0.0913208014001748","4"
"4 on Scale 1 to 10","1991","vocational + Abi","West Germany","8","","","","4"
"4 on Scale 1 to 10","1991","higher education","West Germany","18","","","","4"
"4 on Scale 1 to 10","1991","in school","West Germany","2","","","","4"
"4 on Scale 1 to 10","1991","higher education","East Germany","64","0.0613358366679926","0.0461257597422156","0.0765459135937696","4"
"5 on Scale 1 to 10","1991","general elemantary","East Germany","106","0.262781181139056","0.222427298408847","0.303135063869265","5"
"5 on Scale 1 to 10","1991","middle vocational","West Germany","509","0.111821816009819","0.102681822097006","0.120961809922633","5"
"5 on Scale 1 to 10","1991","middle vocational","East Germany","568","0.243880327220381","0.226555227503879","0.261205426936883","5"
"5 on Scale 1 to 10","1991","in school","East Germany","3","","","","5"
"5 on Scale 1 to 10","1991","inadequately","West Germany","111","0.187574802814123","0.156896463951589","0.218253141676658","5"
"5 on Scale 1 to 10","1991","inadequately","East Germany","8","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","West Germany","351","0.149496386379919","0.135263174483616","0.163729598276222","5"
"5 on Scale 1 to 10","1991","vocational + Abi","West Germany","36","0.0966719304417114","0.0637761501477713","0.129567710735652","5"
"5 on Scale 1 to 10","1991","vocational + Abi","East Germany","20","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","West Germany","47","0.100831329378773","0.0749013876416745","0.126761271115872","5"
"5 on Scale 1 to 10","1991","higher vocational","East Germany","50","0.214895541481108","0.162820866869553","0.266970216092663","5"
"5 on Scale 1 to 10","1991","higher education","West Germany","51","0.0736117661341309","0.0546163017738313","0.0926072304944305","5"
"5 on Scale 1 to 10","1991","higher education","East Germany","210","0.224802019732453","0.198339843004346","0.251264196460559","5"
"5 on Scale 1 to 10","1991","in school","West Germany","10","","","","5"
"6 on Scale 1 to 10","1991","in school","West Germany","14","","","","6"
"6 on Scale 1 to 10","1991","in school","East Germany","3","","","","6"
"6 on Scale 1 to 10","1991","inadequately","West Germany","86","0.131342043878062","0.104797260554446","0.157886827201678","6"
"6 on Scale 1 to 10","1991","middle vocational","West Germany","459","0.093706878256364","0.085255011102147","0.102158745410581","6"
"6 on Scale 1 to 10","1991","middle vocational","East Germany","349","0.148254774215355","0.133918005228124","0.162591543202585","6"
"6 on Scale 1 to 10","1991","vocational + Abi","West Germany","43","0.15858731371413","0.117923697918931","0.199250929509328","6"
"6 on Scale 1 to 10","1991","vocational + Abi","East Germany","7","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","West Germany","45","0.0803555115842312","0.0569455321303451","0.103765491038117","6"
"6 on Scale 1 to 10","1991","higher vocational","East Germany","43","0.167053945920588","0.119762134697488","0.214345757143687","6"
"6 on Scale 1 to 10","1991","higher education","West Germany","60","0.0778740841863179","0.0583814123806085","0.0973667559920274","6"
"6 on Scale 1 to 10","1991","higher education","East Germany","174","0.183477673161823","0.158942180149418","0.208013166174229","6"
"6 on Scale 1 to 10","1991","inadequately","East Germany","6","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","West Germany","283","0.118145490308167","0.105261317818221","0.131029662798112","6"
"6 on Scale 1 to 10","1991","general elemantary","East Germany","61","0.139584731175493","0.107811381480468","0.171358080870518","6"
"7 on Scale 1 to 10","1991","vocational + Abi","East Germany","12","","","","7"
"7 on Scale 1 to 10","1991","inadequately","West Germany","114","0.158638504933427","0.129927491714645","0.18734951815221","7"
"7 on Scale 1 to 10","1991","in school","East Germany","1","","","","7"
"7 on Scale 1 to 10","1991","in school","West Germany","26","","","","7"
"7 on Scale 1 to 10","1991","inadequately","East Germany","4","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","West Germany","870","0.190527421196787","0.179137718167932","0.201917124225643","7"
"7 on Scale 1 to 10","1991","vocational + Abi","West Germany","54","0.168423060739823","0.126763063150729","0.210083058328918","7"
"7 on Scale 1 to 10","1991","higher vocational","West Germany","91","0.176749096056408","0.14389965986687","0.209598532245946","7"
"7 on Scale 1 to 10","1991","higher education","East Germany","180","0.186965145912424","0.162250519320117","0.211679772504732","7"
"7 on Scale 1 to 10","1991","general elemantary","West Germany","401","0.156090047195782","0.141602824162178","0.170577270229387","7"
"7 on Scale 1 to 10","1991","middle vocational","East Germany","349","0.140322765244359","0.126309999239947","0.15433553124877","7"
"7 on Scale 1 to 10","1991","general elemantary","East Germany","63","0.13560955556118","0.10421964227826","0.1669994688441","7"
"7 on Scale 1 to 10","1991","higher vocational","East Germany","45","0.197119411681572","0.146683564910118","0.247555258453027","7"
"7 on Scale 1 to 10","1991","higher education","West Germany","116","0.158443126115605","0.131881282356624","0.185004969874585","7"
"8 on Scale 1 to 10","1991","general elemantary","West Germany","650","0.265185515405019","0.247565217790881","0.282805813019157","8"
"8 on Scale 1 to 10","1991","in school","West Germany","35","0.2638858412329","0.193354345878193","0.334417336587607","8"
"8 on Scale 1 to 10","1991","in school","East Germany","3","","","","8"
"8 on Scale 1 to 10","1991","inadequately","East Germany","9","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","West Germany","87","0.295653805919666","0.244855168039543","0.346452443799789","8"
"8 on Scale 1 to 10","1991","vocational + Abi","East Germany","14","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","West Germany","170","0.325743449676001","0.285385077225524","0.366101822126477","8"
"8 on Scale 1 to 10","1991","higher vocational","East Germany","52","0.22823144871686","0.175023021379536","0.281439876054184","8"
"8 on Scale 1 to 10","1991","higher education","West Germany","249","0.342602763107052","0.308081303613249","0.377124222600856","8"
"8 on Scale 1 to 10","1991","higher education","East Germany","169","0.16416861618702","0.140687239765876","0.187649992608164","8"
"8 on Scale 1 to 10","1991","inadequately","West Germany","143","0.206327107883625","0.174525299416804","0.238128916350445","8"
"8 on Scale 1 to 10","1991","general elemantary","East Germany","88","0.179282412651322","0.144113762049785","0.214451063252859","8"
"8 on Scale 1 to 10","1991","middle vocational","West Germany","1380","0.303060393999435","0.289731480494097","0.316389307504773","8"
"8 on Scale 1 to 10","1991","middle vocational","East Germany","381","0.163455200809383","0.148536326225476","0.178374075393289","8"
"9 on Scale 1 to 10","1991","higher education","West Germany","124","0.16321475081519","0.136332446584421","0.19009705504596","9"
"9 on Scale 1 to 10","1991","general elemantary","East Germany","22","","","","9"
"9 on Scale 1 to 10","1991","general elemantary","West Germany","280","0.122774121654629","0.109674503959042","0.135873739350217","9"
"9 on Scale 1 to 10","1991","in school","West Germany","31","0.221012693579903","0.154611442707483","0.287413944452322","9"
"9 on Scale 1 to 10","1991","middle vocational","West Germany","599","0.133682481742011","0.123812681039307","0.143552282444716","9"
"9 on Scale 1 to 10","1991","higher vocational","East Germany","5","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","East Germany","89","0.0381114940621331","0.0303867794341871","0.0458362086900792","9"
"9 on Scale 1 to 10","1991","in school","East Germany","1","","","","9"
"9 on Scale 1 to 10","1991","inadequately","East Germany","4","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","West Germany","84","0.152307095826746","0.121364086116301","0.183250105537192","9"
"9 on Scale 1 to 10","1991","inadequately","West Germany","46","0.0664069243923255","0.0468392869528596","0.0859745618317914","9"
"9 on Scale 1 to 10","1991","vocational + Abi","West Germany","51","0.171590029250092","0.129620323251575","0.213559735248609","9"
"9 on Scale 1 to 10","1991","vocational + Abi","East Germany","2","","","","9"
"9 on Scale 1 to 10","1991","higher education","East Germany","39","0.0368989846601714","0.0249491396305761","0.0488488296897667","9"
"0 Completely dissatisfied","1992","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","West Germany","","","","","0"
"0 Completely dissatisfied","1992","in school","West Germany","","","","","0"
"0 Completely dissatisfied","1992","inadequately","West Germany","9","","","","0"
"0 Completely dissatisfied","1992","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1992","general elemantary","West Germany","21","","","","0"
"0 Completely dissatisfied","1992","general elemantary","East Germany","2","","","","0"
"0 Completely dissatisfied","1992","middle vocational","West Germany","18","","","","0"
"0 Completely dissatisfied","1992","middle vocational","East Germany","32","0.0152127601505479","0.0101166544374402","0.0203088658636555","0"
"0 Completely dissatisfied","1992","vocational + Abi","East Germany","1","","","","0"
"0 Completely dissatisfied","1992","higher vocational","West Germany","3","","","","0"
"0 Completely dissatisfied","1992","higher vocational","East Germany","1","","","","0"
"0 Completely dissatisfied","1992","higher education","West Germany","1","","","","0"
"0 Completely dissatisfied","1992","higher education","East Germany","4","","","","0"
"1 on Scale 1 to 10","1992","higher education","West Germany","2","","","","1"
"1 on Scale 1 to 10","1992","inadequately","West Germany","5","","","","1"
"1 on Scale 1 to 10","1992","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","in school","West Germany","1","","","","1"
"1 on Scale 1 to 10","1992","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","West Germany","9","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","East Germany","6","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","West Germany","16","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","East Germany","21","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","West Germany","2","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","East Germany","1","","","","1"
"1 on Scale 1 to 10","1992","higher education","East Germany","6","","","","1"
"10 Completely satisfied","1992","in school","East Germany","2","","","","10"
