"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","5.76","6","20625","4","5","7","7","7","5.74","5.78","1","7","6","6"
"2006","","","","","","","","","","","","","",""
"2007","","","","","","","","","","","","","",""
"2008","","","","","","","","","","","","","",""
"2009","5.71","6","17954","4","5","7","7","7","5.69","5.73","1","7","6","6"
"2010","","","","","","","","","","","","","",""
"2011","","","","","","","","","","","","","",""
"2012","5.79","6","7112","4","5","7","7","7","5.77","5.81","1","7","6","6"
"2013","5.78","6","18827","4","5","7","7","7","5.76","5.8","1","7","6","6"
"2014","","","","","","","","","","","","","",""
"2015","","","","","","","","","","","","","",""
"2016","","","","","","","","","","","","","",""
"2017","5.74","6","29215","4","5","6","7","7","5.73","5.75","1","7","6","6"
"2018","","","","","","","","","","","","","",""
"2019","5.73","6","25744","4","5","7","7","7","5.72","5.74","1","7","6","6"
