"plb0219","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2008","(Married) couple without C. ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2008","(Married) couple without C. ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Single parent ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Single parent ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Single parent ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE 16 ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE 16 ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. GT 16 ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. GT 16 ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE and GT 16","no migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Yes, every week","2008","1-pers.-HH","no migration background","","","","","2"
"Yes, every week","2008","1-pers.-HH","indirect migration background","","","","","2"
"Yes, every week","2008","(Married) couple without C. ","indirect migration background","","","","","2"
"Yes, every week","2008","1-pers.-HH","direct migration background","","","","","2"
"Yes, every week","2008","(Married) couple without C. ","no migration background","","","","","2"
"Yes, every week","2008","(Married) couple without C. ","direct migration background","","","","","2"
"Yes, every week","2008","Single parent ","no migration background","","","","","2"
"Yes, every week","2008","Single parent ","direct migration background","","","","","2"
"Yes, every week","2008","Single parent ","indirect migration background","","","","","2"
"Yes, every week","2008","Couple + C. LE 16 ","no migration background","","","","","2"
"Yes, every week","2008","Couple + C. LE 16 ","direct migration background","","","","","2"
"Yes, every week","2008","Couple + C. GT 16 ","direct migration background","","","","","2"
"Yes, every week","2008","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Yes, every week","2008","Couple + C. LE and GT 16","no migration background","","","","","2"
"Yes, every week","2008","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Yes, every week","2008","Couple + C. GT 16 ","no migration background","","","","","2"
"Yes, every week","2008","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes, every week","2008","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No, never","2009","Single parent ","indirect migration background","32","0.643162108435166","0.503191277251924","0.783132939618408","1"
"No, never","2009","1-pers.-HH","no migration background","636","0.544282621180606","0.515435307509271","0.573129934851941","1"
"No, never","2009","1-pers.-HH","direct migration background","43","0.607459503524729","0.485910012279089","0.72900899477037","1"
"No, never","2009","1-pers.-HH","indirect migration background","34","0.626092570328822","0.500486107515227","0.751699033142416","1"
"No, never","2009","(Married) couple without C. ","no migration background","1498","0.563791100851257","0.544584537161626","0.582997664540888","1"
"No, never","2009","(Married) couple without C. ","direct migration background","117","0.682244539571387","0.614785664991878","0.749703414150896","1"
"No, never","2009","(Married) couple without C. ","indirect migration background","49","0.577351987325146","0.474143240911831","0.680560733738461","1"
"No, never","2009","Single parent ","no migration background","312","0.657621276960029","0.61598814048164","0.699254413438418","1"
"No, never","2009","Single parent ","direct migration background","31","0.615434592641887","0.474847569561879","0.756021615721896","1"
"No, never","2009","Couple + C. LE 16 ","no migration background","1039","0.556329200098041","0.533333094340796","0.579325305855285","1"
"No, never","2009","Couple + C. LE 16 ","direct migration background","167","0.666397077075921","0.607357054597613","0.72543709955423","1"
"No, never","2009","Couple + C. LE 16 ","indirect migration background","73","0.564211520302172","0.474362363139243","0.6540606774651","1"
"No, never","2009","Couple + C. GT 16 ","no migration background","1096","0.633972228397371","0.611524297832245","0.656420158962498","1"
"No, never","2009","Couple + C. GT 16 ","direct migration background","116","0.564014920811305","0.492168745105656","0.635861096516953","1"
"No, never","2009","Couple + C. GT 16 ","indirect migration background","66","0.839037329997831","0.759976335977198","0.918098324018464","1"
"No, never","2009","Couple + C. LE and GT 16","no migration background","371","0.578519067537221","0.540322144304082","0.616715990770361","1"
"No, never","2009","Couple + C. LE and GT 16","direct migration background","79","0.683116110300772","0.599169255094607","0.767062965506938","1"
"No, never","2009","Couple + C. LE and GT 16","indirect migration background","32","0.666269156379852","0.528495919568234","0.80404239319147","1"
"Rarely","2009","1-pers.-HH","no migration background","228","0.205622669173081","0.182213054511213","0.229032283834949","5"
"Rarely","2009","1-pers.-HH","direct migration background","10","","","","5"
"Rarely","2009","1-pers.-HH","indirect migration background","5","","","","5"
"Rarely","2009","(Married) couple without C. ","indirect migration background","17","","","","5"
"Rarely","2009","Single parent ","no migration background","75","0.118455027248286","0.0901021718314103","0.146807882665162","5"
"Rarely","2009","Single parent ","direct migration background","6","","","","5"
"Rarely","2009","Single parent ","indirect migration background","5","","","","5"
"Rarely","2009","Couple + C. LE 16 ","no migration background","389","0.240380774492052","0.220601708236224","0.26015984074788","5"
"Rarely","2009","(Married) couple without C. ","no migration background","531","0.210146805857984","0.194367863566763","0.225925748149206","5"
"Rarely","2009","(Married) couple without C. ","direct migration background","29","","","","5"
"Rarely","2009","Couple + C. LE 16 ","direct migration background","29","","","","5"
"Rarely","2009","Couple + C. GT 16 ","direct migration background","24","","","","5"
"Rarely","2009","Couple + C. LE 16 ","indirect migration background","19","","","","5"
"Rarely","2009","Couple + C. GT 16 ","no migration background","310","0.189566816733371","0.17130163739604","0.207831996070703","5"
"Rarely","2009","Couple + C. GT 16 ","indirect migration background","6","","","","5"
"Rarely","2009","Couple + C. LE and GT 16","no migration background","136","0.232846203858738","0.200153083210465","0.265539324507011","5"
"Rarely","2009","Couple + C. LE and GT 16","direct migration background","15","","","","5"
"Rarely","2009","Couple + C. LE and GT 16","indirect migration background","5","","","","5"
"Yes, every 2 weeks","2009","1-pers.-HH","no migration background","113","0.102291943241892","0.0847396597932083","0.119844226690576","3"
"Yes, every 2 weeks","2009","1-pers.-HH","direct migration background","3","","","","3"
"Yes, every 2 weeks","2009","1-pers.-HH","indirect migration background","4","","","","3"
"Yes, every 2 weeks","2009","Couple + C. LE 16 ","direct migration background","18","","","","3"
"Yes, every 2 weeks","2009","(Married) couple without C. ","no migration background","203","0.079814162994249","0.0693182298467151","0.0903100961417828","3"
"Yes, every 2 weeks","2009","(Married) couple without C. ","direct migration background","11","","","","3"
"Yes, every 2 weeks","2009","(Married) couple without C. ","indirect migration background","12","","","","3"
"Yes, every 2 weeks","2009","Single parent ","no migration background","59","0.108241995572521","0.0809824117215508","0.135501579423491","3"
"Yes, every 2 weeks","2009","Single parent ","direct migration background","6","","","","3"
"Yes, every 2 weeks","2009","Single parent ","indirect migration background","4","","","","3"
"Yes, every 2 weeks","2009","Couple + C. LE 16 ","no migration background","155","0.080549018256859","0.0679524465738982","0.0931455899398198","3"
"Yes, every 2 weeks","2009","Couple + C. LE 16 ","indirect migration background","9","","","","3"
"Yes, every 2 weeks","2009","Couple + C. GT 16 ","no migration background","140","0.0776020032543307","0.0651344906384701","0.0900695158701913","3"
"Yes, every 2 weeks","2009","Couple + C. GT 16 ","direct migration background","23","","","","3"
"Yes, every 2 weeks","2009","Couple + C. GT 16 ","indirect migration background","3","","","","3"
"Yes, every 2 weeks","2009","Couple + C. LE and GT 16","direct migration background","8","","","","3"
"Yes, every 2 weeks","2009","Couple + C. LE and GT 16","indirect migration background","4","","","","3"
"Yes, every 2 weeks","2009","Couple + C. LE and GT 16","no migration background","54","0.0793099611075777","0.0584073198188427","0.100212602396313","3"
"Yes, every 3-4 weeks","2009","1-pers.-HH","no migration background","59","0.0560169372020722","0.0426974615432646","0.0693364128608798","4"
"Yes, every 3-4 weeks","2009","1-pers.-HH","direct migration background","2","","","","4"
"Yes, every 3-4 weeks","2009","1-pers.-HH","indirect migration background","10","","","","4"
"Yes, every 3-4 weeks","2009","(Married) couple without C. ","direct migration background","14","","","","4"
"Yes, every 3-4 weeks","2009","(Married) couple without C. ","indirect migration background","6","","","","4"
"Yes, every 3-4 weeks","2009","(Married) couple without C. ","no migration background","140","0.0672606010482323","0.0575598840579205","0.0769613180385442","4"
"Yes, every 3-4 weeks","2009","Single parent ","no migration background","25","","","","4"
"Yes, every 3-4 weeks","2009","Single parent ","direct migration background","1","","","","4"
"Yes, every 3-4 weeks","2009","Single parent ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE 16 ","no migration background","106","0.0660393854392531","0.0545439946742267","0.0775347762042795","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE 16 ","direct migration background","10","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE 16 ","indirect migration background","7","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. GT 16 ","no migration background","107","0.0448774201602349","0.035229633927894","0.0545252063925758","4"
"Yes, every 3-4 weeks","2009","Couple + C. GT 16 ","direct migration background","11","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. GT 16 ","indirect migration background","3","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE and GT 16","no migration background","37","0.0445847270626848","0.0286196976532931","0.0605497564720766","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE and GT 16","direct migration background","7","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Yes, every week","2009","1-pers.-HH","no migration background","109","0.0917858292023494","0.075062324274466","0.108509334130233","2"
"Yes, every week","2009","1-pers.-HH","direct migration background","4","","","","2"
"Yes, every week","2009","1-pers.-HH","indirect migration background","4","","","","2"
"Yes, every week","2009","Single parent ","direct migration background","2","","","","2"
"Yes, every week","2009","(Married) couple without C. ","no migration background","189","0.0789873292482774","0.0685412138530071","0.0894334446435477","2"
"Yes, every week","2009","(Married) couple without C. ","direct migration background","12","","","","2"
"Yes, every week","2009","(Married) couple without C. ","indirect migration background","4","","","","2"
"Yes, every week","2009","Single parent ","no migration background","28","","","","2"
"Yes, every week","2009","Single parent ","indirect migration background","4","","","","2"
"Yes, every week","2009","Couple + C. LE 16 ","no migration background","104","0.0567016217137953","0.0459967804868725","0.0674064629407182","2"
"Yes, every week","2009","Couple + C. GT 16 ","direct migration background","9","","","","2"
"Yes, every week","2009","Couple + C. GT 16 ","indirect migration background","5","","","","2"
"Yes, every week","2009","Couple + C. LE 16 ","direct migration background","21","","","","2"
"Yes, every week","2009","Couple + C. LE 16 ","indirect migration background","9","","","","2"
"Yes, every week","2009","Couple + C. GT 16 ","no migration background","116","0.0539815314546919","0.0434508474098347","0.064512215499549","2"
"Yes, every week","2009","Couple + C. LE and GT 16","no migration background","44","0.0647400404337779","0.0457059016753309","0.083774179192225","2"
"Yes, every week","2009","Couple + C. LE and GT 16","direct migration background","9","","","","2"
"Yes, every week","2009","Couple + C. LE and GT 16","indirect migration background","4","","","","2"
"No, never","2010","1-pers.-HH","no migration background","","","","","1"
"No, never","2010","1-pers.-HH","direct migration background","","","","","1"
"No, never","2010","1-pers.-HH","indirect migration background","","","","","1"
"No, never","2010","(Married) couple without C. ","no migration background","","","","","1"
"No, never","2010","Couple + C. LE 16 ","direct migration background","297","0.512856958719629","0.471642438838557","0.5540714786007","1"
"No, never","2010","Couple + C. LE 16 ","indirect migration background","104","0.527898164290443","0.458186107176493","0.597610221404393","1"
"No, never","2010","(Married) couple without C. ","direct migration background","","","","","1"
"No, never","2010","Single parent ","indirect migration background","25","","","","1"
"No, never","2010","Couple + C. LE 16 ","no migration background","1341","0.557001399544559","0.537451183056193","0.576551616032926","1"
"No, never","2010","Couple + C. GT 16 ","no migration background","13","","","","1"
"No, never","2010","Couple + C. GT 16 ","direct migration background","4","","","","1"
"No, never","2010","Couple + C. GT 16 ","indirect migration background","","","","","1"
"No, never","2010","Couple + C. LE and GT 16","no migration background","134","0.615347147918388","0.553276444936348","0.677417850900428","1"
"No, never","2010","Couple + C. LE and GT 16","direct migration background","50","0.717279175833624","0.616036339093225","0.818522012574023","1"
"No, never","2010","Couple + C. LE and GT 16","indirect migration background","12","","","","1"
"No, never","2010","(Married) couple without C. ","indirect migration background","","","","","1"
"No, never","2010","Single parent ","no migration background","509","0.653042245437657","0.619765123689133","0.686319367186181","1"
"No, never","2010","Single parent ","direct migration background","33","0.584599991264498","0.456669721370867","0.712530261158129","1"
"Rarely","2010","(Married) couple without C. ","no migration background","","","","","5"
"Rarely","2010","1-pers.-HH","direct migration background","","","","","5"
"Rarely","2010","Single parent ","indirect migration background","5","","","","5"
"Rarely","2010","Couple + C. LE 16 ","no migration background","528","0.20451881643876","0.188644178035115","0.220393454842406","5"
"Rarely","2010","1-pers.-HH","no migration background","","","","","5"
"Rarely","2010","1-pers.-HH","indirect migration background","","","","","5"
"Rarely","2010","(Married) couple without C. ","direct migration background","","","","","5"
"Rarely","2010","Single parent ","no migration background","112","0.141127542260872","0.11678830046387","0.165466784057875","5"
"Rarely","2010","Single parent ","direct migration background","8","","","","5"
"Rarely","2010","(Married) couple without C. ","indirect migration background","","","","","5"
"Rarely","2010","Couple + C. LE 16 ","direct migration background","99","0.180773739904297","0.149042030302789","0.212505449505806","5"
"Rarely","2010","Couple + C. LE 16 ","indirect migration background","32","0.172203564581756","0.119480842794366","0.224926286369146","5"
"Rarely","2010","Couple + C. GT 16 ","no migration background","2","","","","5"
"Rarely","2010","Couple + C. GT 16 ","direct migration background","2","","","","5"
"Rarely","2010","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Rarely","2010","Couple + C. LE and GT 16","no migration background","44","0.182620797498552","0.133328507069436","0.231913087927667","5"
"Rarely","2010","Couple + C. LE and GT 16","direct migration background","10","","","","5"
"Rarely","2010","Couple + C. LE and GT 16","indirect migration background","3","","","","5"
"Yes, every 2 weeks","2010","1-pers.-HH","no migration background","","","","","3"
"Yes, every 2 weeks","2010","(Married) couple without C. ","direct migration background","","","","","3"
"Yes, every 2 weeks","2010","(Married) couple without C. ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2010","Single parent ","direct migration background","5","","","","3"
"Yes, every 2 weeks","2010","Single parent ","indirect migration background","8","","","","3"
"Yes, every 2 weeks","2010","Couple + C. LE 16 ","no migration background","257","0.104757892862789","0.0927051503648099","0.116810635360769","3"
"Yes, every 2 weeks","2010","Couple + C. LE 16 ","direct migration background","72","0.13624817506865","0.107961382672259","0.164534967465041","3"
"Yes, every 2 weeks","2010","Couple + C. LE 16 ","indirect migration background","29","","","","3"
"Yes, every 2 weeks","2010","Couple + C. GT 16 ","no migration background","3","","","","3"
"Yes, every 2 weeks","2010","Couple + C. GT 16 ","direct migration background","","","","","3"
"Yes, every 2 weeks","2010","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2010","Couple + C. LE and GT 16","direct migration background","7","","","","3"
"Yes, every 2 weeks","2010","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Yes, every 2 weeks","2010","1-pers.-HH","direct migration background","","","","","3"
"Yes, every 2 weeks","2010","1-pers.-HH","indirect migration background","","","","","3"
"Yes, every 2 weeks","2010","(Married) couple without C. ","no migration background","","","","","3"
"Yes, every 2 weeks","2010","Single parent ","no migration background","94","0.121720167409464","0.0988623613418395","0.144577973477089","3"
"Yes, every 2 weeks","2010","Couple + C. LE and GT 16","no migration background","30","0.108541624835985","0.0688553090690182","0.148227940602952","3"
"Yes, every 3-4 weeks","2010","1-pers.-HH","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2010","1-pers.-HH","no migration background","","","","","4"
"Yes, every 3-4 weeks","2010","1-pers.-HH","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2010","(Married) couple without C. ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2010","(Married) couple without C. ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2010","(Married) couple without C. ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2010","Single parent ","no migration background","35","0.0360485591339005","0.023016640741129","0.049080477526672","4"
"Yes, every 3-4 weeks","2010","Single parent ","direct migration background","4","","","","4"
"Yes, every 3-4 weeks","2010","Single parent ","indirect migration background","2","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. LE 16 ","no migration background","179","0.0680931023724703","0.0581788476138674","0.0780073571310731","4"
"Yes, every 3-4 weeks","2010","Couple + C. LE 16 ","indirect migration background","14","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. GT 16 ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. GT 16 ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. LE and GT 16","no migration background","11","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. LE and GT 16","direct migration background","5","","","","4"
"Yes, every 3-4 weeks","2010","Couple + C. LE 16 ","direct migration background","44","0.0948328540668773","0.0706744818187051","0.11899122631505","4"
"Yes, every 3-4 weeks","2010","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Yes, every week","2010","1-pers.-HH","no migration background","","","","","2"
"Yes, every week","2010","1-pers.-HH","direct migration background","","","","","2"
"Yes, every week","2010","1-pers.-HH","indirect migration background","","","","","2"
"Yes, every week","2010","(Married) couple without C. ","no migration background","","","","","2"
"Yes, every week","2010","(Married) couple without C. ","direct migration background","","","","","2"
"Yes, every week","2010","(Married) couple without C. ","indirect migration background","","","","","2"
"Yes, every week","2010","Single parent ","no migration background","36","0.0480614857581062","0.0331080887704877","0.0630148827457246","2"
"Yes, every week","2010","Single parent ","direct migration background","7","","","","2"
"Yes, every week","2010","Single parent ","indirect migration background","2","","","","2"
"Yes, every week","2010","Couple + C. LE 16 ","no migration background","175","0.0656287887814208","0.0558827267848647","0.075374850777977","2"
"Yes, every week","2010","Couple + C. LE 16 ","indirect migration background","18","","","","2"
"Yes, every week","2010","Couple + C. GT 16 ","no migration background","3","","","","2"
"Yes, every week","2010","Couple + C. GT 16 ","direct migration background","","","","","2"
"Yes, every week","2010","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Yes, every week","2010","Couple + C. LE 16 ","direct migration background","53","0.0752882722405466","0.0535316878641032","0.0970448566169901","2"
"Yes, every week","2010","Couple + C. LE and GT 16","no migration background","17","","","","2"
"Yes, every week","2010","Couple + C. LE and GT 16","direct migration background","4","","","","2"
"Yes, every week","2010","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"No, never","2011","(Married) couple without C. ","no migration background","1889","0.604244447159027","0.587035787841178","0.621453106476876","1"
"No, never","2011","1-pers.-HH","no migration background","721","0.54583966219496","0.519230935320461","0.572448389069459","1"
"No, never","2011","1-pers.-HH","direct migration background","55","0.634499626389056","0.534450641711622","0.73454861106649","1"
"No, never","2011","1-pers.-HH","indirect migration background","37","0.502857038821773","0.38223156356068","0.623482514082867","1"
"No, never","2011","(Married) couple without C. ","direct migration background","153","0.650964342473483","0.589890722727808","0.712037962219157","1"
"No, never","2011","(Married) couple without C. ","indirect migration background","56","0.519999135651124","0.423515913383248","0.616482357918999","1"
"No, never","2011","Single parent ","no migration background","1051","0.653627406322905","0.630342054898539","0.67691275774727","1"
"No, never","2011","Single parent ","direct migration background","98","0.717800842509025","0.644034218073697","0.791567466944354","1"
"No, never","2011","Single parent ","indirect migration background","74","0.767701279047547","0.688784147767733","0.84661841032736","1"
"No, never","2011","Couple + C. LE 16 ","indirect migration background","190","0.560189311439895","0.508113544291917","0.612265078587873","1"
"No, never","2011","Couple + C. GT 16 ","no migration background","1144","0.638616124846077","0.616629794413207","0.660602455278947","1"
"No, never","2011","Couple + C. LE 16 ","no migration background","2732","0.561977015655299","0.547906057915285","0.576047973395312","1"
"No, never","2011","Couple + C. LE 16 ","direct migration background","500","0.652359302477082","0.619482520147587","0.685236084806578","1"
"No, never","2011","Couple + C. GT 16 ","direct migration background","139","0.721478233776699","0.658398708966585","0.784557758586813","1"
"No, never","2011","Couple + C. GT 16 ","indirect migration background","64","0.667634666943381","0.572909890820158","0.762359443066604","1"
"No, never","2011","Couple + C. LE and GT 16","no migration background","653","0.625598804459665","0.596681452305851","0.654516156613478","1"
"No, never","2011","Couple + C. LE and GT 16","direct migration background","166","0.716613446847322","0.658374130397601","0.774852763297044","1"
"No, never","2011","Couple + C. LE and GT 16","indirect migration background","48","0.777057898566266","0.680243121106446","0.873872676026086","1"
"Rarely","2011","1-pers.-HH","no migration background","263","0.199564833563812","0.178205286635744","0.22092438049188","5"
"Rarely","2011","1-pers.-HH","direct migration background","11","","","","5"
"Rarely","2011","1-pers.-HH","indirect migration background","4","","","","5"
"Rarely","2011","(Married) couple without C. ","no migration background","546","0.193512976956397","0.179610860150223","0.207415093762572","5"
"Rarely","2011","(Married) couple without C. ","direct migration background","32","0.152562124859287","0.106492204455686","0.198632045262888","5"
"Rarely","2011","(Married) couple without C. ","indirect migration background","15","","","","5"
"Rarely","2011","Single parent ","no migration background","218","0.138550775649835","0.121643827066044","0.155457724233626","5"
"Rarely","2011","Single parent ","indirect migration background","15","","","","5"
"Rarely","2011","Couple + C. LE 16 ","no migration background","908","0.204542370669445","0.193102632083729","0.215982109255161","5"
"Rarely","2011","Couple + C. LE 16 ","direct migration background","100","0.102232982878222","0.0813179809324536","0.123147984823991","5"
"Rarely","2011","Couple + C. LE 16 ","indirect migration background","66","0.177121536972337","0.137068180898567","0.217174893046108","5"
"Rarely","2011","Couple + C. GT 16 ","no migration background","288","0.171685590622295","0.154426696798494","0.188944484446096","5"
"Rarely","2011","Couple + C. GT 16 ","direct migration background","17","","","","5"
"Rarely","2011","Single parent ","direct migration background","16","","","","5"
"Rarely","2011","Couple + C. LE and GT 16","no migration background","205","0.193399331099298","0.169800052457781","0.216998609740815","5"
"Rarely","2011","Couple + C. LE and GT 16","direct migration background","22","","","","5"
"Rarely","2011","Couple + C. LE and GT 16","indirect migration background","10","","","","5"
"Rarely","2011","Couple + C. GT 16 ","indirect migration background","11","","","","5"
"Yes, every 2 weeks","2011","1-pers.-HH","no migration background","150","0.112108007568759","0.0952469296421164","0.128969085495403","3"
"Yes, every 2 weeks","2011","1-pers.-HH","indirect migration background","12","","","","3"
"Yes, every 2 weeks","2011","(Married) couple without C. ","no migration background","266","0.0823167102375088","0.072644680816314","0.0919887396587036","3"
"Yes, every 2 weeks","2011","(Married) couple without C. ","direct migration background","22","","","","3"
"Yes, every 2 weeks","2011","Couple + C. LE 16 ","indirect migration background","40","0.141304193233275","0.104758805536358","0.177849580930192","3"
"Yes, every 2 weeks","2011","Couple + C. GT 16 ","no migration background","172","0.0870754287222439","0.0741717457574295","0.0999791116870583","3"
"Yes, every 2 weeks","2011","1-pers.-HH","direct migration background","8","","","","3"
"Yes, every 2 weeks","2011","(Married) couple without C. ","indirect migration background","16","","","","3"
"Yes, every 2 weeks","2011","Single parent ","no migration background","170","0.0970296825628919","0.0825441338308129","0.111515231294971","3"
"Yes, every 2 weeks","2011","Single parent ","direct migration background","17","","","","3"
"Yes, every 2 weeks","2011","Single parent ","indirect migration background","9","","","","3"
"Yes, every 2 weeks","2011","Couple + C. LE 16 ","no migration background","474","0.0995606613691047","0.0910691098555716","0.108052212882638","3"
"Yes, every 2 weeks","2011","Couple + C. LE 16 ","direct migration background","83","0.112436966223335","0.0906280174408074","0.134245915005862","3"
"Yes, every 2 weeks","2011","Couple + C. GT 16 ","direct migration background","18","","","","3"
"Yes, every 2 weeks","2011","Couple + C. GT 16 ","indirect migration background","9","","","","3"
"Yes, every 2 weeks","2011","Couple + C. LE and GT 16","no migration background","95","0.0693448962470723","0.0541658813079546","0.08452391118619","3"
"Yes, every 2 weeks","2011","Couple + C. LE and GT 16","direct migration background","20","","","","3"
"Yes, every 2 weeks","2011","Couple + C. LE and GT 16","indirect migration background","3","","","","3"
"Yes, every 3-4 weeks","2011","1-pers.-HH","no migration background","86","0.0561219823891672","0.0438218046727414","0.0684221601055931","4"
"Yes, every 3-4 weeks","2011","1-pers.-HH","direct migration background","5","","","","4"
"Yes, every 3-4 weeks","2011","1-pers.-HH","indirect migration background","8","","","","4"
"Yes, every 3-4 weeks","2011","(Married) couple without C. ","no migration background","196","0.0557303994748318","0.0476576536901694","0.0638031452594943","4"
"Yes, every 3-4 weeks","2011","(Married) couple without C. ","direct migration background","8","","","","4"
"Yes, every 3-4 weeks","2011","(Married) couple without C. ","indirect migration background","10","","","","4"
"Yes, every 3-4 weeks","2011","Single parent ","no migration background","76","0.0441683721002036","0.0341131352694815","0.0542236089309256","4"
"Yes, every 3-4 weeks","2011","Single parent ","direct migration background","3","","","","4"
"Yes, every 3-4 weeks","2011","Single parent ","indirect migration background","5","","","","4"
"Yes, every 3-4 weeks","2011","Couple + C. LE 16 ","no migration background","310","0.0587080103033414","0.052041066501679","0.0653749541050037","4"
"Yes, every 3-4 weeks","2011","Couple + C. LE 16 ","direct migration background","56","0.0618877054438919","0.0452531892375641","0.0785222216502197","4"
"Yes, every 3-4 weeks","2011","Couple + C. LE 16 ","indirect migration background","27","","","","4"
"Yes, every 3-4 weeks","2011","Couple + C. GT 16 ","no migration background","85","0.0349889950659543","0.0265792991424989","0.0433986909894096","4"
"Yes, every 3-4 weeks","2011","Couple + C. GT 16 ","direct migration background","7","","","","4"
"Yes, every 3-4 weeks","2011","Couple + C. GT 16 ","indirect migration background","3","","","","4"
"Yes, every 3-4 weeks","2011","Couple + C. LE and GT 16","no migration background","54","0.0566067388766626","0.0427990049993759","0.0704144727539493","4"
"Yes, every 3-4 weeks","2011","Couple + C. LE and GT 16","direct migration background","10","","","","4"
"Yes, every 3-4 weeks","2011","Couple + C. LE and GT 16","indirect migration background","6","","","","4"
"Yes, every week","2011","1-pers.-HH","no migration background","125","0.0863655142833012","0.0713533477824737","0.101377680784129","2"
"Yes, every week","2011","1-pers.-HH","direct migration background","10","","","","2"
"Yes, every week","2011","1-pers.-HH","indirect migration background","5","","","","2"
"Yes, every week","2011","(Married) couple without C. ","no migration background","205","0.0641954661722346","0.0555702111391717","0.0728207212052975","2"
"Yes, every week","2011","(Married) couple without C. ","direct migration background","19","","","","2"
"Yes, every week","2011","(Married) couple without C. ","indirect migration background","6","","","","2"
"Yes, every week","2011","Single parent ","no migration background","89","0.0666237633641651","0.0544201382104869","0.0788273885178432","2"
"Yes, every week","2011","Single parent ","direct migration background","9","","","","2"
"Yes, every week","2011","Single parent ","indirect migration background","7","","","","2"
"Yes, every week","2011","Couple + C. LE 16 ","no migration background","352","0.0752119420028102","0.0677323064083927","0.0826915775972278","2"
"Yes, every week","2011","Couple + C. LE 16 ","direct migration background","67","0.0710830429774688","0.0533431081048359","0.0888229778501017","2"
"Yes, every week","2011","Couple + C. LE 16 ","indirect migration background","26","","","","2"
"Yes, every week","2011","Couple + C. GT 16 ","no migration background","145","0.0676338607434302","0.0561411159936936","0.0791266054931667","2"
"Yes, every week","2011","Couple + C. GT 16 ","direct migration background","13","","","","2"
"Yes, every week","2011","Couple + C. GT 16 ","indirect migration background","8","","","","2"
"Yes, every week","2011","Couple + C. LE and GT 16","no migration background","69","0.0550502293173024","0.0414224251672788","0.0686780334673259","2"
"Yes, every week","2011","Couple + C. LE and GT 16","direct migration background","12","","","","2"
"Yes, every week","2011","Couple + C. LE and GT 16","indirect migration background","4","","","","2"
"No, never","2012","1-pers.-HH","no migration background","32","0.719522685649905","0.593739912117214","0.845305459182597","1"
"No, never","2012","1-pers.-HH","direct migration background","","","","","1"
"No, never","2012","1-pers.-HH","indirect migration background","3","","","","1"
"No, never","2012","(Married) couple without C. ","no migration background","15","","","","1"
"No, never","2012","Couple + C. LE 16 ","indirect migration background","113","0.625606800638202","0.557852828440011","0.693360772836392","1"
