"plb0219","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","1-pers.-HH","741","0.575565156947882","0.548666483343326","0.602463830552437","1"
"No, never","2005","(Married) couple without C. ","1905","0.636264783451563","0.618992427571256","0.653537139331871","1"
"No, never","2005","Single parent ","364","0.632003610611758","0.592273348162034","0.671733873061481","1"
"No, never","2005","Couple + C. LE 16 ","1585","0.587958318641776","0.569207727445725","0.606708909837826","1"
"No, never","2005","Couple + C. GT 16 ","1434","0.670625517933313","0.650837438386077","0.69041359748055","1"
"No, never","2005","Couple + C. LE and GT 16","635","0.624690216728098","0.594828504970703","0.654551928485494","1"
"Rarely","2005","1-pers.-HH","256","0.192290691613697","0.170842791536338","0.213738591691055","5"
"Rarely","2005","(Married) couple without C. ","543","0.170884481084894","0.157370018103167","0.184398944066621","5"
"Rarely","2005","Single parent ","85","0.145349263165266","0.116313006387328","0.174385519943203","5"
"Rarely","2005","Couple + C. LE 16 ","518","0.18712160168923","0.17226409704143","0.201979106337031","5"
"Rarely","2005","Couple + C. GT 16 ","358","0.157862226701504","0.142510779566503","0.173213673836504","5"
"Rarely","2005","Couple + C. LE and GT 16","163","0.155263236043634","0.132928417999297","0.177598054087971","5"
"Yes, every 2 weeks","2005","Single parent ","63","0.117695202749309","0.0911474003522815","0.144243005146337","3"
"Yes, every 2 weeks","2005","1-pers.-HH","134","0.0884997630425667","0.0730426796546925","0.103956846430441","3"
"Yes, every 2 weeks","2005","(Married) couple without C. ","231","0.0927226915269256","0.0823090410161076","0.103136342037744","3"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","230","0.0997432843433095","0.088327752823528","0.111158815863091","3"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","147","0.0708618857321478","0.0600583695728608","0.0816654018914347","3"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","86","0.0875656415171464","0.0701333256604091","0.104997957373884","3"
"Yes, every 3-4 weeks","2005","1-pers.-HH","79","0.0646679835958623","0.0512833753924753","0.0780525917992493","4"
"Yes, every 3-4 weeks","2005","Single parent ","31","0.0642172800934596","0.0440218391617736","0.0844127210251456","4"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","125","0.0468036520670164","0.0392201289505748","0.0543871751834579","4"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","108","0.0507710558474728","0.0415280714667246","0.060014040228221","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","161","0.0631124474520808","0.0538490058948724","0.0723758890092892","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","56","0.0530738339893371","0.0392481796835423","0.0668994882951318","4"
"Yes, every week","2005","Single parent ","23","","","","2"
"Yes, every week","2005","1-pers.-HH","87","0.0789764047999926","0.0642985644033675","0.0936542451966177","2"
"Yes, every week","2005","(Married) couple without C. ","176","0.0533243918696004","0.0452575506589264","0.0613912330802744","2"
"Yes, every week","2005","Couple + C. LE 16 ","153","0.0620643478736039","0.0528730097949807","0.0712556859522272","2"
"Yes, every week","2005","Couple + C. GT 16 ","120","0.0498793137855623","0.0407135585143809","0.0590450690567438","2"
"Yes, every week","2005","Couple + C. LE and GT 16","70","0.079407071721784","0.0627326488273637","0.0960814946162043","2"
"No, never","2006","Single parent ","","","","","1"
"No, never","2006","Couple + C. LE 16 ","","","","","1"
"No, never","2006","1-pers.-HH","","","","","1"
"No, never","2006","(Married) couple without C. ","","","","","1"
"No, never","2006","Couple + C. GT 16 ","","","","","1"
"No, never","2006","Couple + C. LE and GT 16","","","","","1"
"Rarely","2006","1-pers.-HH","","","","","5"
"Rarely","2006","(Married) couple without C. ","","","","","5"
"Rarely","2006","Single parent ","","","","","5"
"Rarely","2006","Couple + C. LE 16 ","","","","","5"
"Rarely","2006","Couple + C. GT 16 ","","","","","5"
"Rarely","2006","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2006","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2006","Single parent ","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2006","1-pers.-HH","","","","","3"
"Yes, every 3-4 weeks","2006","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2006","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2006","1-pers.-HH","","","","","2"
"Yes, every week","2006","(Married) couple without C. ","","","","","2"
"Yes, every week","2006","Single parent ","","","","","2"
"Yes, every week","2006","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2006","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2006","Couple + C. LE and GT 16","","","","","2"
"No, never","2007","1-pers.-HH","781","0.562334624937522","0.536103118500179","0.588566131374865","1"
"No, never","2007","(Married) couple without C. ","1918","0.610976441387621","0.593833803641393","0.628119079133848","1"
"No, never","2007","Single parent ","393","0.618861023888625","0.580570430142284","0.657151617634967","1"
"No, never","2007","Couple + C. LE 16 ","1564","0.572031840602951","0.553354975664391","0.590708705541511","1"
"No, never","2007","Couple + C. GT 16 ","1397","0.649730510056063","0.629809625080004","0.669651395032121","1"
"No, never","2007","Couple + C. LE and GT 16","608","0.683894276037068","0.653551487763273","0.714237064310863","1"
"Rarely","2007","1-pers.-HH","274","0.206387020610984","0.184987684677486","0.227786356544482","5"
"Rarely","2007","Couple + C. LE 16 ","554","0.197787624727993","0.182751622436608","0.212823627019378","5"
"Rarely","2007","(Married) couple without C. ","590","0.18886072193028","0.17509826404231","0.20262317981825","5"
"Rarely","2007","Single parent ","96","0.160090189916672","0.131179893780061","0.189000486053283","5"
"Rarely","2007","Couple + C. GT 16 ","371","0.160006042719679","0.144697032409126","0.175315053030232","5"
"Rarely","2007","Couple + C. LE and GT 16","136","0.159943660886292","0.136022483859662","0.183864837912923","5"
"Yes, every 2 weeks","2007","1-pers.-HH","132","0.100326153696541","0.0844405269591418","0.116211780433941","3"
"Yes, every 2 weeks","2007","Single parent ","61","0.110582869326395","0.0858570594387283","0.135308679214062","3"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","175","0.0750616409158326","0.0640587637393223","0.086064518092343","3"
"Yes, every 2 weeks","2007","(Married) couple without C. ","248","0.0867954766630891","0.0768960501135787","0.0966949032125996","3"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","242","0.104677598320924","0.0931216724435877","0.116233524198261","3"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","66","0.0674497091648033","0.0510826371285435","0.0838167812010632","3"
"Yes, every 3-4 weeks","2007","1-pers.-HH","75","0.0522474840766975","0.0404813203100456","0.0640136478433493","4"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","152","0.0557534886328758","0.0476856689593891","0.0638213083063626","4"
"Yes, every 3-4 weeks","2007","Single parent ","26","","","","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","166","0.0662932223154939","0.0569018735889564","0.0756845710420315","4"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","117","0.0578961315543348","0.0481436528823829","0.0676486102262867","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","45","0.0343412456763266","0.0224571897891532","0.0462253015634999","4"
"Yes, every week","2007","1-pers.-HH","112","0.0787047166782556","0.0644665350568072","0.0929428982997039","2"
"Yes, every week","2007","Single parent ","42","0.0705771983599773","0.0503845760480803","0.0907698206718742","2"
"Yes, every week","2007","(Married) couple without C. ","199","0.0576138713861342","0.0494206359203289","0.0658071068519394","2"
"Yes, every week","2007","Couple + C. LE 16 ","170","0.0592097140326376","0.0503006713192791","0.0681187567459961","2"
"Yes, every week","2007","Couple + C. GT 16 ","143","0.0573056747540907","0.0476000140685773","0.0670113354396042","2"
"Yes, every week","2007","Couple + C. LE and GT 16","47","0.0543711082355095","0.0395735764600756","0.0691686400109435","2"
"No, never","2008","1-pers.-HH","","","","","1"
"No, never","2008","(Married) couple without C. ","","","","","1"
"No, never","2008","Single parent ","","","","","1"
"No, never","2008","Couple + C. LE 16 ","","","","","1"
"No, never","2008","Couple + C. GT 16 ","","","","","1"
"No, never","2008","Couple + C. LE and GT 16","","","","","1"
"Rarely","2008","1-pers.-HH","","","","","5"
"Rarely","2008","Single parent ","","","","","5"
"Rarely","2008","(Married) couple without C. ","","","","","5"
"Rarely","2008","Couple + C. LE 16 ","","","","","5"
"Rarely","2008","Couple + C. GT 16 ","","","","","5"
"Rarely","2008","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2008","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2008","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2008","Single parent ","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2008","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2008","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2008","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2008","1-pers.-HH","","","","","2"
"Yes, every week","2008","(Married) couple without C. ","","","","","2"
"Yes, every week","2008","Single parent ","","","","","2"
"Yes, every week","2008","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2008","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2008","Couple + C. LE and GT 16","","","","","2"
"No, never","2009","Single parent ","375","0.652182635570443","0.61375157843528","0.690613692705607","1"
"No, never","2009","Couple + C. LE and GT 16","482","0.607439878568949","0.573706884456305","0.641172872681593","1"
"No, never","2009","1-pers.-HH","713","0.552944934561635","0.525535756890487","0.580354112232782","1"
"No, never","2009","(Married) couple without C. ","1664","0.575770605226966","0.55756829173623","0.593972918717702","1"
"No, never","2009","Couple + C. LE 16 ","1279","0.575696460963224","0.554829482842321","0.596563439084127","1"
"No, never","2009","Couple + C. GT 16 ","1278","0.638237293593412","0.617360256158943","0.65911433102788","1"
"Rarely","2009","1-pers.-HH","243","0.197933999241692","0.175968564289003","0.219899434194381","5"
"Rarely","2009","Single parent ","86","0.123655617130182","0.0970932721110911","0.150217962149273","5"
"Rarely","2009","(Married) couple without C. ","577","0.205633851699882","0.190748498778226","0.220519204621538","5"
"Rarely","2009","Couple + C. LE 16 ","437","0.210145216159748","0.19294405225311","0.227346380066385","5"
"Rarely","2009","Couple + C. GT 16 ","340","0.172009252070144","0.155612624588838","0.188405879551449","5"
"Rarely","2009","Couple + C. LE and GT 16","156","0.208778537005442","0.180702092752421","0.236854981258464","5"
"Yes, every 2 weeks","2009","(Married) couple without C. ","226","0.0774004501537418","0.0675585301900355","0.087242370117448","3"
"Yes, every 2 weeks","2009","1-pers.-HH","120","0.0966358898547745","0.0803476110186259","0.112924168690923","3"
"Yes, every 2 weeks","2009","Single parent ","69","0.113929795213184","0.0882923461729908","0.139567244253378","3"
"Yes, every 2 weeks","2009","Couple + C. GT 16 ","166","0.0836841595890902","0.0716529273269064","0.095715391851274","3"
"Yes, every 2 weeks","2009","Couple + C. LE 16 ","182","0.080456018399203","0.0689721032459256","0.0919399335524805","3"
"Yes, every 2 weeks","2009","Couple + C. LE and GT 16","66","0.0720779948987197","0.0542128214865351","0.0899431683109042","3"
"Yes, every 3-4 weeks","2009","1-pers.-HH","71","0.0611936476906202","0.0479802126275886","0.0744070827536519","4"
"Yes, every 3-4 weeks","2009","(Married) couple without C. ","160","0.0666094720756219","0.0574261216459801","0.0757928225052637","4"
"Yes, every 3-4 weeks","2009","Single parent ","26","","","","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE 16 ","123","0.0714891102499492","0.0606113896255365","0.0823668308743619","4"
"Yes, every 3-4 weeks","2009","Couple + C. GT 16 ","121","0.0478621232338214","0.0385871687805342","0.0571370776871086","4"
"Yes, every 3-4 weeks","2009","Couple + C. LE and GT 16","44","0.0429058580713914","0.0289072203034135","0.0569044958393694","4"
"Yes, every week","2009","(Married) couple without C. ","205","0.0745856208437884","0.0649095922580211","0.0842616494295557","2"
"Yes, every week","2009","1-pers.-HH","117","0.0912915286512786","0.0754132988873774","0.10716975841518","2"
"Yes, every week","2009","Single parent ","34","0.06243342342036","0.0429110903397295","0.0819557565009904","2"
"Yes, every week","2009","Couple + C. LE 16 ","134","0.0622131942278765","0.0520151295305932","0.0724112589251597","2"
"Yes, every week","2009","Couple + C. GT 16 ","130","0.0582071715135329","0.0480345749346778","0.0683797680923881","2"
"Yes, every week","2009","Couple + C. LE and GT 16","57","0.0687977314554979","0.0513129896920065","0.0862824732189893","2"
"No, never","2010","1-pers.-HH","","","","","1"
"No, never","2010","(Married) couple without C. ","","","","","1"
"No, never","2010","Single parent ","567","0.644950886331337","0.613423788526404","0.67647798413627","1"
"No, never","2010","Couple + C. LE and GT 16","196","0.64405331750924","0.592472588044598","0.695634046973883","1"
"No, never","2010","Couple + C. LE 16 ","1742","0.544800602316588","0.527658613214975","0.5619425914182","1"
"No, never","2010","Couple + C. GT 16 ","17","","","","1"
"Rarely","2010","1-pers.-HH","","","","","5"
"Rarely","2010","(Married) couple without C. ","","","","","5"
"Rarely","2010","Single parent ","125","0.141866987943881","0.118879345444076","0.164854630443685","5"
"Rarely","2010","Couple + C. LE 16 ","659","0.196874524874075","0.183186901452321","0.21056214829583","5"
"Rarely","2010","Couple + C. GT 16 ","4","","","","5"
"Rarely","2010","Couple + C. LE and GT 16","57","0.157037346446676","0.117841528189163","0.19623316470419","5"
"Yes, every 2 weeks","2010","Single parent ","107","0.120760991555185","0.0992929086024484","0.142229074507921","3"
