"plb0219","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","",""
"Yes, every 2 weeks","2011","Baden-Württemberg","1-pers.-HH","25","","",""
"Yes, every 2 weeks","2011","Baden-Württemberg","(Married) couple without C. ","31","0.105662083302051","0.0754992558546148","0.135824910749487"
"Yes, every 2 weeks","2011","Baden-Württemberg","Single parent ","23","","",""
"Yes, every 2 weeks","2011","Baden-Württemberg","Couple + C. LE 16 ","69","0.088689159611874","0.069475122236213","0.107903196987535"
"Yes, every 2 weeks","2011","Baden-Württemberg","Couple + C. GT 16 ","14","","",""
"Yes, every 2 weeks","2011","Baden-Württemberg","Couple + C. LE and GT 16","16","","",""
"Yes, every 2 weeks","2011","Bavaria","1-pers.-HH","29","","",""
"Yes, every 2 weeks","2011","Bavaria","(Married) couple without C. ","41","0.0769848647290184","0.0535492158086056","0.100420513649431"
"Yes, every 2 weeks","2011","Bavaria","Single parent ","41","0.133874579153543","0.0966817164307383","0.171067441876348"
"Yes, every 2 weeks","2011","Bavaria","Couple + C. LE 16 ","89","0.0985417010213526","0.0800039811642367","0.117079420878469"
"Yes, every 2 weeks","2011","Bavaria","Couple + C. GT 16 ","24","","",""
"Yes, every 2 weeks","2011","Bavaria","Couple + C. LE and GT 16","23","","",""
"Yes, every 2 weeks","2011","Berlin","1-pers.-HH","8","","",""
"Yes, every 2 weeks","2011","Berlin","(Married) couple without C. ","9","","",""
"Yes, every 2 weeks","2011","Berlin","Single parent ","4","","",""
"Yes, every 2 weeks","2011","Berlin","Couple + C. LE 16 ","11","","",""
"Yes, every 2 weeks","2011","Berlin","Couple + C. GT 16 ","10","","",""
"Yes, every 2 weeks","2011","Berlin","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2011","Brandenburg","1-pers.-HH","7","","",""
"Yes, every 2 weeks","2011","Brandenburg","(Married) couple without C. ","20","","",""
"Yes, every 2 weeks","2011","Brandenburg","Single parent ","7","","",""
"Yes, every 2 weeks","2011","Brandenburg","Couple + C. LE 16 ","29","","",""
"Yes, every 2 weeks","2011","Brandenburg","Couple + C. GT 16 ","9","","",""
"Yes, every 2 weeks","2011","Brandenburg","Couple + C. LE and GT 16","5","","",""
"Yes, every 2 weeks","2011","Mecklenburg-Western Pomerania","1-pers.-HH","4","","",""
"Yes, every 2 weeks","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","6","","",""
"Yes, every 2 weeks","2011","Mecklenburg-Western Pomerania","Single parent ","6","","",""
"Yes, every 2 weeks","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","16","","",""
"Yes, every 2 weeks","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","7","","",""
"Yes, every 2 weeks","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","",""
"Yes, every 2 weeks","2011","Saxony","1-pers.-HH","13","","",""
"Yes, every 2 weeks","2011","Saxony","(Married) couple without C. ","17","","",""
"Yes, every 2 weeks","2011","Saxony","Single parent ","9","","",""
"Yes, every 2 weeks","2011","Saxony","Couple + C. LE 16 ","52","0.156654088318404","0.120809525989809","0.192498650646998"
"Yes, every 2 weeks","2011","Saxony","Couple + C. GT 16 ","16","","",""
"Yes, every 2 weeks","2011","Saxony","Couple + C. LE and GT 16","11","","",""
"Yes, every 2 weeks","2011","Saxony-Anhalt","1-pers.-HH","9","","",""
"Yes, every 2 weeks","2011","Saxony-Anhalt","(Married) couple without C. ","22","","",""
"Yes, every 2 weeks","2011","Saxony-Anhalt","Single parent ","3","","",""
"Yes, every 2 weeks","2011","Saxony-Anhalt","Couple + C. LE 16 ","23","","",""
"Yes, every 2 weeks","2011","Saxony-Anhalt","Couple + C. GT 16 ","12","","",""
"Yes, every 2 weeks","2011","Saxony-Anhalt","Couple + C. LE and GT 16","5","","",""
"Yes, every 2 weeks","2011","Thuringia","1-pers.-HH","7","","",""
"Yes, every 2 weeks","2011","Thuringia","(Married) couple without C. ","13","","",""
"Yes, every 2 weeks","2011","Thuringia","Single parent ","6","","",""
"Yes, every 2 weeks","2011","Thuringia","Couple + C. LE 16 ","21","","",""
"Yes, every 2 weeks","2011","Thuringia","Couple + C. GT 16 ","10","","",""
"Yes, every 2 weeks","2011","Thuringia","Couple + C. LE and GT 16","1","","",""
"Yes, every 3-4 weeks","2011","Schleswig-Holstein","1-pers.-HH","2","","",""
"Yes, every 3-4 weeks","2011","Schleswig-Holstein","(Married) couple without C. ","10","","",""
"Yes, every 3-4 weeks","2011","Schleswig-Holstein","Single parent ","4","","",""
"Yes, every 3-4 weeks","2011","Schleswig-Holstein","Couple + C. LE 16 ","14","","",""
"Yes, every 3-4 weeks","2011","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"Yes, every 3-4 weeks","2011","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2011","Hamburg","1-pers.-HH","3","","",""
"Yes, every 3-4 weeks","2011","Hamburg","(Married) couple without C. ","5","","",""
"Yes, every 3-4 weeks","2011","Hamburg","Single parent ","1","","",""
"Yes, every 3-4 weeks","2011","Hamburg","Couple + C. LE 16 ","5","","",""
"Yes, every 3-4 weeks","2011","Hamburg","Couple + C. GT 16 ","2","","",""
"Yes, every 3-4 weeks","2011","Hamburg","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2011","Lower Saxony","1-pers.-HH","7","","",""
"Yes, every 3-4 weeks","2011","Lower Saxony","(Married) couple without C. ","18","","",""
"Yes, every 3-4 weeks","2011","Lower Saxony","Single parent ","7","","",""
"Yes, every 3-4 weeks","2011","Lower Saxony","Couple + C. LE 16 ","34","0.0507486484821469","0.0320451388579473","0.0694521581063464"
"Yes, every 3-4 weeks","2011","Lower Saxony","Couple + C. GT 16 ","6","","",""
"Yes, every 3-4 weeks","2011","Lower Saxony","Couple + C. LE and GT 16","8","","",""
"Yes, every 3-4 weeks","2011","Bremen","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2011","Bremen","(Married) couple without C. ","2","","",""
"Yes, every 3-4 weeks","2011","Bremen","Single parent ","1","","",""
"Yes, every 3-4 weeks","2011","Bremen","Couple + C. LE 16 ","1","","",""
"Yes, every 3-4 weeks","2011","Bremen","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2011","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2011","North Rhine-Westphalia","1-pers.-HH","17","","",""
"Yes, every 3-4 weeks","2011","North Rhine-Westphalia","(Married) couple without C. ","37","0.0404683819410176","0.0255362232325041","0.0554005406495311"
"Yes, every 3-4 weeks","2011","North Rhine-Westphalia","Single parent ","10","","",""
"Yes, every 3-4 weeks","2011","North Rhine-Westphalia","Couple + C. LE 16 ","65","0.0506291040798758","0.0382504722663912","0.0630077358933604"
"Yes, every 3-4 weeks","2011","North Rhine-Westphalia","Couple + C. GT 16 ","22","","",""
"Yes, every 3-4 weeks","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","13","","",""
"Yes, every 3-4 weeks","2011","Hesse","1-pers.-HH","9","","",""
"Yes, every 3-4 weeks","2011","Hesse","(Married) couple without C. ","25","","",""
"Yes, every 3-4 weeks","2011","Hesse","Single parent ","7","","",""
"Yes, every 3-4 weeks","2011","Hesse","Couple + C. LE 16 ","37","0.0600258417886338","0.0379809613203133","0.0820707222569544"
"Yes, every 3-4 weeks","2011","Hesse","Couple + C. GT 16 ","4","","",""
"Yes, every 3-4 weeks","2011","Hesse","Couple + C. LE and GT 16","4","","",""
"Yes, every 3-4 weeks","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","6","","",""
"Yes, every 3-4 weeks","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","10","","",""
"Yes, every 3-4 weeks","2011","Rhineland-Palatinate,Saarland","Single parent ","3","","",""
"Yes, every 3-4 weeks","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","31","0.0592100256600478","0.0345890814931307","0.0838309698269649"
"Yes, every 3-4 weeks","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","4","","",""
"Yes, every 3-4 weeks","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Yes, every 3-4 weeks","2011","Baden-Württemberg","1-pers.-HH","7","","",""
"Yes, every 3-4 weeks","2011","Baden-Württemberg","(Married) couple without C. ","15","","",""
"Yes, every 3-4 weeks","2011","Baden-Württemberg","Single parent ","11","","",""
"Yes, every 3-4 weeks","2011","Baden-Württemberg","Couple + C. LE 16 ","39","0.0567030892808857","0.0410724169307372","0.0723337616310342"
"Yes, every 3-4 weeks","2011","Baden-Württemberg","Couple + C. GT 16 ","11","","",""
"Yes, every 3-4 weeks","2011","Baden-Württemberg","Couple + C. LE and GT 16","4","","",""
"Yes, every 3-4 weeks","2011","Bavaria","1-pers.-HH","18","","",""
"Yes, every 3-4 weeks","2011","Bavaria","(Married) couple without C. ","29","","",""
"Yes, every 3-4 weeks","2011","Bavaria","Single parent ","15","","",""
"Yes, every 3-4 weeks","2011","Bavaria","Couple + C. LE 16 ","57","0.0666435495244851","0.0511312460143435","0.0821558530346268"
"Yes, every 3-4 weeks","2011","Bavaria","Couple + C. GT 16 ","20","","",""
"Yes, every 3-4 weeks","2011","Bavaria","Couple + C. LE and GT 16","16","","",""
"Yes, every 3-4 weeks","2011","Berlin","1-pers.-HH","5","","",""
"Yes, every 3-4 weeks","2011","Berlin","(Married) couple without C. ","8","","",""
"Yes, every 3-4 weeks","2011","Berlin","Single parent ","3","","",""
"Yes, every 3-4 weeks","2011","Berlin","Couple + C. LE 16 ","17","","",""
"Yes, every 3-4 weeks","2011","Berlin","Couple + C. GT 16 ","2","","",""
"Yes, every 3-4 weeks","2011","Berlin","Couple + C. LE and GT 16","1","","",""
"Yes, every 3-4 weeks","2011","Brandenburg","1-pers.-HH","5","","",""
"Yes, every 3-4 weeks","2011","Brandenburg","(Married) couple without C. ","9","","",""
"Yes, every 3-4 weeks","2011","Brandenburg","Single parent ","7","","",""
"Yes, every 3-4 weeks","2011","Brandenburg","Couple + C. LE 16 ","18","","",""
"Yes, every 3-4 weeks","2011","Brandenburg","Couple + C. GT 16 ","8","","",""
"Yes, every 3-4 weeks","2011","Brandenburg","Couple + C. LE and GT 16","4","","",""
"Yes, every 3-4 weeks","2011","Mecklenburg-Western Pomerania","1-pers.-HH","2","","",""
"Yes, every 3-4 weeks","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","9","","",""
"Yes, every 3-4 weeks","2011","Mecklenburg-Western Pomerania","Single parent ","3","","",""
"Yes, every 3-4 weeks","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","5","","",""
"Yes, every 3-4 weeks","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2011","Saxony","1-pers.-HH","5","","",""
"Yes, every 3-4 weeks","2011","Saxony","(Married) couple without C. ","19","","",""
"Yes, every 3-4 weeks","2011","Saxony","Single parent ","6","","",""
"Yes, every 3-4 weeks","2011","Saxony","Couple + C. LE 16 ","22","","",""
"Yes, every 3-4 weeks","2011","Saxony","Couple + C. GT 16 ","6","","",""
"Yes, every 3-4 weeks","2011","Saxony","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2011","Saxony-Anhalt","1-pers.-HH","5","","",""
"Yes, every 3-4 weeks","2011","Saxony-Anhalt","(Married) couple without C. ","10","","",""
"Yes, every 3-4 weeks","2011","Saxony-Anhalt","Single parent ","4","","",""
"Yes, every 3-4 weeks","2011","Saxony-Anhalt","Couple + C. LE 16 ","19","","",""
"Yes, every 3-4 weeks","2011","Saxony-Anhalt","Couple + C. GT 16 ","4","","",""
"Yes, every 3-4 weeks","2011","Saxony-Anhalt","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2011","Thuringia","1-pers.-HH","7","","",""
"Yes, every 3-4 weeks","2011","Thuringia","(Married) couple without C. ","8","","",""
"Yes, every 3-4 weeks","2011","Thuringia","Single parent ","2","","",""
"Yes, every 3-4 weeks","2011","Thuringia","Couple + C. LE 16 ","29","","",""
"Yes, every 3-4 weeks","2011","Thuringia","Couple + C. GT 16 ","4","","",""
"Yes, every 3-4 weeks","2011","Thuringia","Couple + C. LE and GT 16","4","","",""
"Rarely","2011","Schleswig-Holstein","1-pers.-HH","11","","",""
"Rarely","2011","Schleswig-Holstein","(Married) couple without C. ","26","","",""
"Rarely","2011","Schleswig-Holstein","Single parent ","12","","",""
"Rarely","2011","Schleswig-Holstein","Couple + C. LE 16 ","36","0.205170111784441","0.15144066530959","0.258899558259292"
"Rarely","2011","Schleswig-Holstein","Couple + C. GT 16 ","10","","",""
"Rarely","2011","Schleswig-Holstein","Couple + C. LE and GT 16","9","","",""
"Rarely","2011","Hamburg","1-pers.-HH","3","","",""
"Rarely","2011","Hamburg","(Married) couple without C. ","12","","",""
"Rarely","2011","Hamburg","Single parent ","3","","",""
"Rarely","2011","Hamburg","Couple + C. LE 16 ","14","","",""
"Rarely","2011","Hamburg","Couple + C. GT 16 ","5","","",""
"Rarely","2011","Hamburg","Couple + C. LE and GT 16","3","","",""
"Rarely","2011","Lower Saxony","1-pers.-HH","25","","",""
"Rarely","2011","Lower Saxony","(Married) couple without C. ","56","0.159826453923651","0.120468292034388","0.199184615812914"
"Rarely","2011","Lower Saxony","Single parent ","34","0.227636561105833","0.167050733975133","0.288222388236533"
"Rarely","2011","Lower Saxony","Couple + C. LE 16 ","103","0.233161629088377","0.197128604879215","0.26919465329754"
"Rarely","2011","Lower Saxony","Couple + C. GT 16 ","19","","",""
"Rarely","2011","Lower Saxony","Couple + C. LE and GT 16","23","","",""
"Rarely","2011","Bremen","1-pers.-HH","1","","",""
"Rarely","2011","Bremen","(Married) couple without C. ","2","","",""
"Rarely","2011","Bremen","Single parent ","4","","",""
"Rarely","2011","Bremen","Couple + C. LE 16 ","10","","",""
"Rarely","2011","Bremen","Couple + C. GT 16 ","1","","",""
"Rarely","2011","Bremen","Couple + C. LE and GT 16","1","","",""
"Rarely","2011","North Rhine-Westphalia","1-pers.-HH","44","0.149479437724793","0.106055285784465","0.192903589665121"
"Rarely","2011","North Rhine-Westphalia","(Married) couple without C. ","98","0.167261876843369","0.138981334183524","0.195542419503214"
"Rarely","2011","North Rhine-Westphalia","Single parent ","53","0.146798947680311","0.110240815139414","0.183357080221208"
"Rarely","2011","North Rhine-Westphalia","Couple + C. LE 16 ","204","0.180548313650909","0.158830657018593","0.202265970283224"
"Rarely","2011","North Rhine-Westphalia","Couple + C. GT 16 ","74","0.169822243009583","0.136267154727871","0.203377331291295"
"Rarely","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","38","0.124139212881244","0.0835880542007104","0.164690371561778"
"Rarely","2011","Hesse","1-pers.-HH","21","","",""
"Rarely","2011","Hesse","(Married) couple without C. ","53","0.260926770915355","0.207548503558558","0.314305038272152"
"Rarely","2011","Hesse","Single parent ","19","","",""
"Rarely","2011","Hesse","Couple + C. LE 16 ","89","0.237750787937654","0.198242324796527","0.27725925107878"
"Rarely","2011","Hesse","Couple + C. GT 16 ","22","","",""
"Rarely","2011","Hesse","Couple + C. LE and GT 16","29","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","11","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","31","0.214119549580507","0.153687425233668","0.274551673927346"
"Rarely","2011","Rhineland-Palatinate,Saarland","Single parent ","10","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","59","0.151771079198115","0.114341772100679","0.189200386295552"
"Rarely","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","22","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","12","","",""
"Rarely","2011","Baden-Württemberg","1-pers.-HH","30","0.181853757586626","0.124541162108513","0.239166353064739"
"Rarely","2011","Baden-Württemberg","(Married) couple without C. ","69","0.203439189898288","0.163939978959363","0.242938400837214"
"Rarely","2011","Baden-Württemberg","Single parent ","20","","",""
"Rarely","2011","Baden-Württemberg","Couple + C. LE 16 ","155","0.167670017786766","0.142422099970921","0.192917935602611"
"Rarely","2011","Baden-Württemberg","Couple + C. GT 16 ","36","0.123104473100524","0.0839143116050766","0.162294634595972"
"Rarely","2011","Baden-Württemberg","Couple + C. LE and GT 16","37","0.113079566218823","0.0706493151457318","0.155509817291914"
"Rarely","2011","Bavaria","1-pers.-HH","47","0.202152122146226","0.15216922215673","0.252135022135722"
"Rarely","2011","Bavaria","(Married) couple without C. ","88","0.194413472262957","0.159620688940466","0.229206255585447"
"Rarely","2011","Bavaria","Single parent ","39","0.085764991640715","0.0551803001762599","0.11634968310517"
"Rarely","2011","Bavaria","Couple + C. LE 16 ","168","0.142557285759258","0.12081171891358","0.164302852604936"
"Rarely","2011","Bavaria","Couple + C. GT 16 ","44","0.15576164611414","0.115905313520771","0.195617978707509"
"Rarely","2011","Bavaria","Couple + C. LE and GT 16","44","0.157796550675077","0.115693932082465","0.199899169267689"
"Rarely","2011","Berlin","1-pers.-HH","26","","",""
"Rarely","2011","Berlin","(Married) couple without C. ","28","","",""
"Rarely","2011","Berlin","Single parent ","11","","",""
"Rarely","2011","Berlin","Couple + C. LE 16 ","37","0.185584313434978","0.124577338728101","0.246591288141855"
"Rarely","2011","Berlin","Couple + C. GT 16 ","12","","",""
"Rarely","2011","Berlin","Couple + C. LE and GT 16","3","","",""
"Rarely","2011","Brandenburg","1-pers.-HH","13","","",""
"Rarely","2011","Brandenburg","(Married) couple without C. ","26","","",""
"Rarely","2011","Brandenburg","Single parent ","15","","",""
"Rarely","2011","Brandenburg","Couple + C. LE 16 ","31","0.218772244840847","0.158377829380365","0.279166660301329"
"Rarely","2011","Brandenburg","Couple + C. GT 16 ","18","","",""
"Rarely","2011","Brandenburg","Couple + C. LE and GT 16","9","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","1-pers.-HH","7","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","13","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Single parent ","2","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","20","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","8","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"Rarely","2011","Saxony","1-pers.-HH","22","","",""
"Rarely","2011","Saxony","(Married) couple without C. ","40","0.158865054750077","0.113277463995232","0.204452645504922"
"Rarely","2011","Saxony","Single parent ","11","","",""
"Rarely","2011","Saxony","Couple + C. LE 16 ","81","0.180354810766939","0.142438475402877","0.218271146131"
"Rarely","2011","Saxony","Couple + C. GT 16 ","15","","",""
"Rarely","2011","Saxony","Couple + C. LE and GT 16","12","","",""
"Rarely","2011","Saxony-Anhalt","1-pers.-HH","13","","",""
"Rarely","2011","Saxony-Anhalt","(Married) couple without C. ","18","","",""
"Rarely","2011","Saxony-Anhalt","Single parent ","10","","",""
"Rarely","2011","Saxony-Anhalt","Couple + C. LE 16 ","27","","",""
"Rarely","2011","Saxony-Anhalt","Couple + C. GT 16 ","16","","",""
"Rarely","2011","Saxony-Anhalt","Couple + C. LE and GT 16","9","","",""
"Rarely","2011","Thuringia","1-pers.-HH","4","","",""
"Rarely","2011","Thuringia","(Married) couple without C. ","33","0.290513313066556","0.214490672143147","0.366535953989965"
"Rarely","2011","Thuringia","Single parent ","6","","",""
"Rarely","2011","Thuringia","Couple + C. LE 16 ","40","0.24385588019641","0.186457747117518","0.301254013275302"
"Rarely","2011","Thuringia","Couple + C. GT 16 ","14","","",""
"Rarely","2011","Thuringia","Couple + C. LE and GT 16","6","","",""
"No, never","2012","Schleswig-Holstein","1-pers.-HH","5","","",""
"No, never","2012","Schleswig-Holstein","(Married) couple without C. ","1","","",""
"No, never","2012","Schleswig-Holstein","Single parent ","41","0.701344513772846","0.585540552243216","0.817148475302475"
"No, never","2012","Schleswig-Holstein","Couple + C. LE 16 ","84","0.682808114263776","0.605718753518014","0.759897475009537"
"No, never","2012","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"No, never","2012","Schleswig-Holstein","Couple + C. LE and GT 16","18","","",""
"No, never","2012","Hamburg","1-pers.-HH","","","",""
"No, never","2012","Hamburg","(Married) couple without C. ","","","",""
"No, never","2012","Hamburg","Single parent ","19","","",""
"No, never","2012","Hamburg","Couple + C. LE 16 ","27","","",""
"No, never","2012","Hamburg","Couple + C. GT 16 ","","","",""
"No, never","2012","Hamburg","Couple + C. LE and GT 16","4","","",""
"No, never","2012","Lower Saxony","1-pers.-HH","5","","",""
"No, never","2012","Lower Saxony","(Married) couple without C. ","3","","",""
"No, never","2012","Lower Saxony","Single parent ","53","0.57580583134279","0.477957048091228","0.673654614594353"
"No, never","2012","Lower Saxony","Couple + C. LE 16 ","186","0.570290704699745","0.515623315328947","0.624958094070543"
"No, never","2012","Lower Saxony","Couple + C. GT 16 ","5","","",""
"No, never","2012","Lower Saxony","Couple + C. LE and GT 16","38","0.726318308104527","0.613505389641268","0.839131226567787"
"No, never","2012","Bremen","1-pers.-HH","","","",""
"No, never","2012","Bremen","(Married) couple without C. ","","","",""
"No, never","2012","Bremen","Single parent ","12","","",""
"No, never","2012","Bremen","Couple + C. LE 16 ","10","","",""
"No, never","2012","Bremen","Couple + C. GT 16 ","1","","",""
"No, never","2012","Bremen","Couple + C. LE and GT 16","","","",""
"No, never","2012","North Rhine-Westphalia","1-pers.-HH","4","","",""
"No, never","2012","North Rhine-Westphalia","(Married) couple without C. ","3","","",""
"No, never","2012","North Rhine-Westphalia","Single parent ","142","0.712663440193128","0.651749338441117","0.77357754194514"
"No, never","2012","North Rhine-Westphalia","Couple + C. LE 16 ","375","0.609325988983951","0.571407445679904","0.647244532287998"
"No, never","2012","North Rhine-Westphalia","Couple + C. GT 16 ","14","","",""
"No, never","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","81","0.648771088539875","0.565088721265639","0.73245345581411"
"No, never","2012","Hesse","1-pers.-HH","","","",""
"No, never","2012","Hesse","(Married) couple without C. ","1","","",""
"No, never","2012","Hesse","Single parent ","51","0.66445332008056","0.560983949208223","0.767922690952898"
"No, never","2012","Hesse","Couple + C. LE 16 ","126","0.598907230755648","0.5338460353098","0.663968426201496"
"No, never","2012","Hesse","Couple + C. GT 16 ","5","","",""
"No, never","2012","Hesse","Couple + C. LE and GT 16","32","0.692800917240487","0.568600132306677","0.817001702174296"
"No, never","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","3","","",""
"No, never","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"No, never","2012","Rhineland-Palatinate,Saarland","Single parent ","36","0.637464590742661","0.506802480562552","0.76812670092277"
"No, never","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","109","0.560634157560344","0.490248474456106","0.631019840664581"
"No, never","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"No, never","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","16","","",""
"No, never","2012","Baden-Württemberg","1-pers.-HH","4","","",""
"No, never","2012","Baden-Württemberg","(Married) couple without C. ","4","","",""
"No, never","2012","Baden-Württemberg","Single parent ","85","0.668793955661257","0.587889635753103","0.749698275569411"
"No, never","2012","Baden-Württemberg","Couple + C. LE 16 ","288","0.655052200217124","0.611278462190483","0.698825938243765"
"No, never","2012","Baden-Württemberg","Couple + C. GT 16 ","6","","",""
"No, never","2012","Baden-Württemberg","Couple + C. LE and GT 16","80","0.638473865509903","0.554250130689761","0.722697600330046"
"No, never","2012","Bavaria","1-pers.-HH","7","","",""
"No, never","2012","Bavaria","(Married) couple without C. ","","","",""
"No, never","2012","Bavaria","Single parent ","127","0.661772885430209","0.59485284857233","0.728692922288087"
"No, never","2012","Bavaria","Couple + C. LE 16 ","340","0.659328112838823","0.619502030595655","0.699154195081991"
"No, never","2012","Bavaria","Couple + C. GT 16 ","10","","",""
"No, never","2012","Bavaria","Couple + C. LE and GT 16","89","0.676698127797473","0.598659406425245","0.754736849169701"
"No, never","2012","Berlin","1-pers.-HH","","","",""
"No, never","2012","Berlin","(Married) couple without C. ","","","",""
"No, never","2012","Berlin","Single parent ","33","0.597330998003725","0.46888052642646","0.725781469580991"
"No, never","2012","Berlin","Couple + C. LE 16 ","38","0.379064910528786","0.276528346808298","0.481601474249274"
"No, never","2012","Berlin","Couple + C. GT 16 ","","","",""
"No, never","2012","Berlin","Couple + C. LE and GT 16","2","","",""
"No, never","2012","Brandenburg","1-pers.-HH","3","","",""
"No, never","2012","Brandenburg","(Married) couple without C. ","2","","",""
"No, never","2012","Brandenburg","Single parent ","27","","",""
"No, never","2012","Brandenburg","Couple + C. LE 16 ","52","0.581342400638602","0.480533317090368","0.682151484186836"
"No, never","2012","Brandenburg","Couple + C. GT 16 ","1","","",""
"No, never","2012","Brandenburg","Couple + C. LE and GT 16","13","","",""
"No, never","2012","Mecklenburg-Western Pomerania","1-pers.-HH","2","","",""
"No, never","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"No, never","2012","Mecklenburg-Western Pomerania","Single parent ","14","","",""
"No, never","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","36","0.594112460610472","0.474733277523568","0.713491643697377"
"No, never","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"No, never","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"No, never","2012","Saxony","1-pers.-HH","2","","",""
"No, never","2012","Saxony","(Married) couple without C. ","2","","",""
"No, never","2012","Saxony","Single parent ","20","","",""
"No, never","2012","Saxony","Couple + C. LE 16 ","114","0.573273880439252","0.503494818437734","0.64305294244077"
"No, never","2012","Saxony","Couple + C. GT 16 ","12","","",""
"No, never","2012","Saxony","Couple + C. LE and GT 16","20","","",""
"No, never","2012","Saxony-Anhalt","1-pers.-HH","","","",""
"No, never","2012","Saxony-Anhalt","(Married) couple without C. ","","","",""
"No, never","2012","Saxony-Anhalt","Single parent ","30","0.764274606434816","0.632738193228178","0.895811019641455"
"No, never","2012","Saxony-Anhalt","Couple + C. LE 16 ","41","0.520644705622113","0.411172822213812","0.630116589030413"
"No, never","2012","Saxony-Anhalt","Couple + C. GT 16 ","2","","",""
"No, never","2012","Saxony-Anhalt","Couple + C. LE and GT 16","12","","",""
"No, never","2012","Thuringia","1-pers.-HH","","","",""
"No, never","2012","Thuringia","(Married) couple without C. ","3","","",""
"No, never","2012","Thuringia","Single parent ","24","","",""
"No, never","2012","Thuringia","Couple + C. LE 16 ","67","0.673169543309685","0.581236511916926","0.765102574702444"
"No, never","2012","Thuringia","Couple + C. GT 16 ","2","","",""
"No, never","2012","Thuringia","Couple + C. LE and GT 16","7","","",""
"Yes, every week","2012","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes, every week","2012","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes, every week","2012","Schleswig-Holstein","Single parent ","2","","",""
"Yes, every week","2012","Schleswig-Holstein","Couple + C. LE 16 ","10","","",""
"Yes, every week","2012","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Schleswig-Holstein","Couple + C. LE and GT 16","5","","",""
"Yes, every week","2012","Hamburg","1-pers.-HH","","","",""
"Yes, every week","2012","Hamburg","(Married) couple without C. ","","","",""
"Yes, every week","2012","Hamburg","Single parent ","1","","",""
