"plb0219","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","Schleswig-Holstein","Full Time","112","0.506567553942021","0.441241057278168","0.571894050605874","1"
"No, never","2005","Schleswig-Holstein","Part Time","77","0.67795201634564","0.589827654748338","0.766076377942942","1"
"No, never","2005","Schleswig-Holstein","Not Working","5","","","","1"
"No, never","2005","Hamburg","Full Time","66","0.668784098880654","0.576538288700989","0.76102990906032","1"
"No, never","2005","Hamburg","Part Time","37","0.595076379889401","0.462921541531943","0.72723121824686","1"
"No, never","2005","Hamburg","Not Working","1","","","","1"
"No, never","2005","Lower Saxony","Full Time","320","0.51694194738999","0.47651698814141","0.557366906638571","1"
"No, never","2005","Lower Saxony","Part Time","222","0.668000154064892","0.618450505788937","0.717549802340846","1"
"No, never","2005","Lower Saxony","Not Working","9","","","","1"
"No, never","2005","Bremen","Full Time","17","","","","1"
"No, never","2005","Bremen","Part Time","17","","","","1"
"No, never","2005","Bremen","Not Working","","","","","1"
"No, never","2005","North Rhine-Westphalia","Full Time","924","0.605978360454729","0.581541743688417","0.630414977221042","1"
"No, never","2005","North Rhine-Westphalia","Part Time","546","0.698451952647914","0.665973379818833","0.730930525476995","1"
"No, never","2005","North Rhine-Westphalia","Not Working","26","","","","1"
"No, never","2005","Hesse","Full Time","292","0.534187908094316","0.491518084745279","0.576857731443353","1"
"No, never","2005","Hesse","Part Time","178","0.700736143257369","0.645073245621793","0.756399040892944","1"
"No, never","2005","Hesse","Not Working","8","","","","1"
"No, never","2005","Rhineland-Palatinate,Saarland","Full Time","231","0.559426585372083","0.510529700461379","0.608323470282786","1"
"No, never","2005","Rhineland-Palatinate,Saarland","Part Time","173","0.757452905338391","0.702883430497375","0.812022380179407","1"
"No, never","2005","Rhineland-Palatinate,Saarland","Not Working","7","","","","1"
"No, never","2005","Baden-Württemberg","Full Time","638","0.652231958116779","0.622057603189234","0.682406313044325","1"
"No, never","2005","Baden-Württemberg","Part Time","299","0.722332165818001","0.67838884163878","0.766275489997222","1"
"No, never","2005","Baden-Württemberg","Not Working","15","","","","1"
"No, never","2005","Bavaria","Full Time","670","0.597685228809643","0.568627699768114","0.626742757851173","1"
"No, never","2005","Bavaria","Part Time","389","0.722058430535025","0.684168494469348","0.759948366600702","1"
"No, never","2005","Bavaria","Not Working","14","","","","1"
"No, never","2005","Berlin","Full Time","139","0.488699481868097","0.42874087741166","0.548658086324534","1"
"No, never","2005","Berlin","Part Time","67","0.648877577363636","0.561638746549249","0.736116408178024","1"
"No, never","2005","Berlin","Not Working","2","","","","1"
"No, never","2005","Brandenburg","Full Time","141","0.474516921238068","0.416027907904987","0.533005934571149","1"
"No, never","2005","Brandenburg","Part Time","92","0.767060887967807","0.691744144622799","0.842377631312815","1"
"No, never","2005","Brandenburg","Not Working","11","","","","1"
"No, never","2005","Mecklenburg-Western Pomerania","Full Time","87","0.570510946917295","0.49565927753922","0.64536261629537","1"
"No, never","2005","Mecklenburg-Western Pomerania","Part Time","46","0.640201936288614","0.52352653177101","0.756877340806217","1"
"No, never","2005","Mecklenburg-Western Pomerania","Not Working","9","","","","1"
"No, never","2005","Saxony","Full Time","295","0.514302218245353","0.472069482797994","0.556534953692713","1"
"No, never","2005","Saxony","Part Time","131","0.703918448312087","0.63831019636654","0.769526700257634","1"
"No, never","2005","Saxony","Not Working","11","","","","1"
"No, never","2005","Saxony-Anhalt","Full Time","156","0.498190448931061","0.441230525655996","0.555150372206126","1"
"No, never","2005","Saxony-Anhalt","Part Time","86","0.678689534823752","0.595825478779704","0.761553590867801","1"
"No, never","2005","Saxony-Anhalt","Not Working","3","","","","1"
"No, never","2005","Thuringia","Full Time","166","0.571353831584732","0.515071521904415","0.627636141265049","1"
"No, never","2005","Thuringia","Part Time","75","0.71970164748636","0.633380353416932","0.806022941555788","1"
"No, never","2005","Thuringia","Not Working","7","","","","1"
"Rarely","2005","Mecklenburg-Western Pomerania","Full Time","35","0.1637030436474","0.107752786703144","0.219653300591656","5"
"Rarely","2005","Mecklenburg-Western Pomerania","Part Time","9","","","","5"
"Rarely","2005","Brandenburg","Not Working","","","","","5"
"Rarely","2005","Saxony","Full Time","132","0.244908780341165","0.20857096270436","0.28124659797797","5"
"Rarely","2005","Saxony","Part Time","28","","","","5"
"Rarely","2005","Saxony-Anhalt","Part Time","14","","","","5"
"Rarely","2005","Saxony-Anhalt","Not Working","1","","","","5"
"Rarely","2005","Thuringia","Full Time","60","0.191081505149143","0.146368735146973","0.235794275151313","5"
"Rarely","2005","Schleswig-Holstein","Not Working","1","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Rarely","2005","Lower Saxony","Full Time","129","0.250319958330611","0.215275871008982","0.28536404565224","5"
"Rarely","2005","Lower Saxony","Part Time","58","0.148909242392655","0.111452317701017","0.186366167084293","5"
"Rarely","2005","Saxony","Not Working","1","","","","5"
"Rarely","2005","Saxony-Anhalt","Full Time","64","0.250805898537843","0.201423943092687","0.300187853982999","5"
"Rarely","2005","Hamburg","Not Working","1","","","","5"
"Rarely","2005","Lower Saxony","Not Working","","","","","5"
"Rarely","2005","Berlin","Part Time","21","","","","5"
"Rarely","2005","Berlin","Not Working","1","","","","5"
"Rarely","2005","Brandenburg","Full Time","65","0.223872830375859","0.17504850920403","0.272697151547688","5"
"Rarely","2005","Brandenburg","Part Time","10","","","","5"
"Rarely","2005","Schleswig-Holstein","Full Time","72","0.303110551447275","0.243056915927303","0.363164186967246","5"
"Rarely","2005","Schleswig-Holstein","Part Time","15","","","","5"
"Rarely","2005","Thuringia","Not Working","","","","","5"
"Rarely","2005","Hamburg","Full Time","17","","","","5"
"Rarely","2005","Hamburg","Part Time","10","","","","5"
"Rarely","2005","Thuringia","Part Time","11","","","","5"
"Rarely","2005","Bremen","Full Time","14","","","","5"
"Rarely","2005","Bremen","Part Time","5","","","","5"
"Rarely","2005","Bremen","Not Working","","","","","5"
"Rarely","2005","North Rhine-Westphalia","Full Time","301","0.181224229580175","0.161960378803426","0.200488080356924","5"
"Rarely","2005","North Rhine-Westphalia","Part Time","89","0.111144953197998","0.0889010624161439","0.133388843979853","5"
"Rarely","2005","North Rhine-Westphalia","Not Working","2","","","","5"
"Rarely","2005","Hesse","Full Time","122","0.228147690159908","0.192251894729377","0.26404348559044","5"
"Rarely","2005","Hesse","Part Time","34","0.114644844921723","0.0759193084525309","0.153370381390916","5"
"Rarely","2005","Hesse","Not Working","1","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","Full Time","85","0.198631475601803","0.159336169808447","0.237926781395158","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","Part Time","22","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","Not Working","2","","","","5"
"Rarely","2005","Baden-Württemberg","Full Time","152","0.14978975445755","0.127179974088036","0.172399534827064","5"
"Rarely","2005","Baden-Württemberg","Part Time","44","0.0958145174034829","0.0669339270598921","0.124695107747074","5"
"Rarely","2005","Baden-Württemberg","Not Working","","","","","5"
"Rarely","2005","Bavaria","Full Time","213","0.189110905063589","0.165906072100594","0.212315738026585","5"
"Rarely","2005","Bavaria","Part Time","67","0.11616027513126","0.0890598238513159","0.143260726411204","5"
"Rarely","2005","Bavaria","Not Working","3","","","","5"
"Rarely","2005","Berlin","Full Time","64","0.24236203282932","0.190962920506891","0.293761145151748","5"
"Yes, every 2 weeks","2005","Baden-Württemberg","Not Working","1","","","","3"
"Yes, every 2 weeks","2005","Bavaria","Full Time","80","0.077487759977558","0.061644591088959","0.093330928866157","3"
"Yes, every 2 weeks","2005","Brandenburg","Not Working","2","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","Full Time","21","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","Part Time","5","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Saxony","Full Time","49","0.116063138635607","0.0889977211152261","0.143128556155989","3"
"Yes, every 2 weeks","2005","Saxony","Part Time","13","","","","3"
"Yes, every 2 weeks","2005","Saxony","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","Full Time","43","0.139251405412215","0.0998111071892895","0.178691703635141","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","Part Time","14","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","Not Working","1","","","","3"
"Yes, every 2 weeks","2005","Thuringia","Full Time","31","0.117431163779242","0.0808181193207311","0.154044208237754","3"
"Yes, every 2 weeks","2005","Thuringia","Part Time","11","","","","3"
"Yes, every 2 weeks","2005","Thuringia","Not Working","1","","","","3"
"Yes, every 2 weeks","2005","Bavaria","Part Time","34","0.0623578410581285","0.041906346704495","0.0828093354117619","3"
"Yes, every 2 weeks","2005","Bavaria","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Bremen","Full Time","8","","","","3"
"Yes, every 2 weeks","2005","Bremen","Part Time","2","","","","3"
"Yes, every 2 weeks","2005","Hesse","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","Full Time","16","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","Part Time","9","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Hamburg","Full Time","4","","","","3"
"Yes, every 2 weeks","2005","Hamburg","Part Time","3","","","","3"
"Yes, every 2 weeks","2005","Hamburg","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","Full Time","45","0.0796938707929535","0.0577856222978403","0.101602119288067","3"
"Yes, every 2 weeks","2005","Lower Saxony","Part Time","33","0.0876497595836292","0.0578961600309949","0.117403359136263","3"
"Yes, every 2 weeks","2005","Lower Saxony","Not Working","3","","","","3"
"Yes, every 2 weeks","2005","Bremen","Not Working","","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","Full Time","131","0.093465621323553","0.0789086652622439","0.108022577384862","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","Part Time","71","0.0868998972855725","0.0669647597431419","0.106835034828003","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Hesse","Full Time","38","0.0660288815943202","0.0447865524811604","0.0872712107074799","3"
"Yes, every 2 weeks","2005","Hesse","Part Time","22","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","Full Time","30","0.118535196194076","0.08669859864694","0.150371793741211","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","Part Time","21","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","Not Working","","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","Full Time","64","0.101717345608134","0.0825661391509696","0.120868552065298","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","Part Time","26","","","","3"
"Yes, every 2 weeks","2005","Berlin","Full Time","26","","","","3"
"Yes, every 2 weeks","2005","Berlin","Part Time","16","","","","3"
"Yes, every 2 weeks","2005","Berlin","Not Working","1","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","Full Time","33","0.119710858798872","0.0816876713218337","0.157734046275911","3"
"Yes, every 2 weeks","2005","Brandenburg","Part Time","11","","","","3"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Full Time","16","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","Not Working","1","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Part Time","3","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","Full Time","25","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","Part Time","11","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","Not Working","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Full Time","15","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Part Time","3","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","Not Working","1","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","Full Time","17","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","Part Time","","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","Not Working","","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","Full Time","12","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","Part Time","5","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","Not Working","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","Full Time","6","","","","4"
