"plb0219","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","(1a) inadequately completed","8","","",""
"Rarely","2005","(1b) general elementary school","52","0.0876701305649055","0.0644323989561498","0.110907862173661"
"Rarely","2005","(1c) basic vocational qualification","372","0.149699376401476","0.135413696043457","0.163985056759496"
"Rarely","2005","(2b) intermediate general qualification","25","","",""
"Rarely","2005","(2a) intermediate vocational","570","0.182128640414475","0.168590367503179","0.195666913325771"
"Rarely","2005","(2c_gen) general maturity certificate","45","0.129025814792094","0.094682003035403","0.163369626548784"
"Rarely","2005","(2c_voc) vocational maturity certificate","195","0.185732075985054","0.161712768831296","0.209751383138812"
"Rarely","2005","(3a) lower tertiary education","259","0.250047034842601","0.224014927494748","0.276079142190454"
"Rarely","2005","(3b) higher tertiary education","427","0.264116642772449","0.243578374021189","0.284654911523709"
"No, never","2006","(0) in school","","","",""
"No, never","2006","(1a) inadequately completed","","","",""
"No, never","2006","(1b) general elementary school","","","",""
"No, never","2006","(1c) basic vocational qualification","","","",""
"No, never","2006","(2b) intermediate general qualification","","","",""
"No, never","2006","(2a) intermediate vocational","","","",""
"No, never","2006","(2c_gen) general maturity certificate","","","",""
"No, never","2006","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","(3a) lower tertiary education","","","",""
"No, never","2006","(3b) higher tertiary education","","","",""
"Yes, every week","2006","(0) in school","","","",""
"Yes, every week","2006","(1a) inadequately completed","","","",""
"Yes, every week","2006","(1b) general elementary school","","","",""
"Yes, every week","2006","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","(2a) intermediate vocational","","","",""
"Yes, every week","2006","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","(3a) lower tertiary education","","","",""
"Yes, every week","2006","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","(0) in school","","","",""
"Yes, every 2 weeks","2006","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","(3b) higher tertiary education","","","",""
"Rarely","2006","(0) in school","","","",""
"Rarely","2006","(1a) inadequately completed","","","",""
"Rarely","2006","(1b) general elementary school","","","",""
"Rarely","2006","(1c) basic vocational qualification","","","",""
"Rarely","2006","(2b) intermediate general qualification","","","",""
"Rarely","2006","(2a) intermediate vocational","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","(3a) lower tertiary education","","","",""
"Rarely","2006","(3b) higher tertiary education","","","",""
"No, never","2007","(0) in school","16","","",""
"No, never","2007","(1a) inadequately completed","41","0.733889290611517","0.625620183424759","0.842158397798276"
"No, never","2007","(1b) general elementary school","360","0.718554574742047","0.679057912517784","0.75805123696631"
"No, never","2007","(1c) basic vocational qualification","1608","0.666004207105722","0.647142952658098","0.684865461553346"
"No, never","2007","(2b) intermediate general qualification","168","0.605978188372407","0.547476375822604","0.664480000922211"
"No, never","2007","(2a) intermediate vocational","2004","0.599103846625516","0.582179195419767","0.616028497831264"
"No, never","2007","(2c_gen) general maturity certificate","241","0.633463263424085","0.584497098341753","0.682429428506418"
"No, never","2007","(2c_voc) vocational maturity certificate","662","0.616680479288794","0.587452955166583","0.645908003411006"
"No, never","2007","(3a) lower tertiary education","649","0.565548937655122","0.53610881070784","0.594989064602403"
"No, never","2007","(3b) higher tertiary education","855","0.428612273113141","0.406134358976945","0.451090187249337"
"Yes, every week","2007","(0) in school","2","","",""
"Yes, every week","2007","(1a) inadequately completed","3","","",""
"Yes, every week","2007","(1b) general elementary school","28","","",""
"Yes, every week","2007","(1c) basic vocational qualification","130","0.053481481725531","0.0444838572686967","0.0624791061823652"
"Yes, every week","2007","(2b) intermediate general qualification","16","","",""
"Yes, every week","2007","(2a) intermediate vocational","159","0.0527094978294649","0.0449926709129154","0.0604263247460145"
"Yes, every week","2007","(2c_gen) general maturity certificate","26","","",""
"Yes, every week","2007","(2c_voc) vocational maturity certificate","53","0.0424397070078409","0.0303211555379075","0.0545582584777743"
"Yes, every week","2007","(3a) lower tertiary education","50","0.0461826536388327","0.033717254152273","0.0586480531253923"
"Yes, every week","2007","(3b) higher tertiary education","248","0.125508928395212","0.110461119976339","0.140556736814085"
"Yes, every 2 weeks","2007","(0) in school","5","","",""
"Yes, every 2 weeks","2007","(1a) inadequately completed","7","","",""
"Yes, every 2 weeks","2007","(1b) general elementary school","35","0.0904670249896307","0.0652735660269428","0.115660483952319"
"Yes, every 2 weeks","2007","(1c) basic vocational qualification","185","0.0778138467898992","0.0671011372269823","0.088526556352816"
"Yes, every 2 weeks","2007","(2b) intermediate general qualification","30","0.14488189958757","0.102741290409559","0.187022508765581"
"Yes, every 2 weeks","2007","(2a) intermediate vocational","319","0.108321244334425","0.0975884264914797","0.119054062177371"
"Yes, every 2 weeks","2007","(2c_gen) general maturity certificate","30","0.0861014423134699","0.0575958000683462","0.114607084558594"
"Yes, every 2 weeks","2007","(2c_voc) vocational maturity certificate","103","0.107558792506799","0.0889338806825546","0.126183704331043"
"Yes, every 2 weeks","2007","(3a) lower tertiary education","74","0.0719466423267657","0.0565995576381681","0.0872937270153633"
"Yes, every 2 weeks","2007","(3b) higher tertiary education","142","0.0823628959472071","0.0698758548889435","0.0948499370054706"
"Yes, every 3-4 weeks","2007","(0) in school","2","","",""
"Yes, every 3-4 weeks","2007","(1a) inadequately completed","3","","",""
"Yes, every 3-4 weeks","2007","(1b) general elementary school","23","","",""
"Yes, every 3-4 weeks","2007","(1c) basic vocational qualification","105","0.0444490919117078","0.0362073321592587","0.0526908516641569"
"Yes, every 3-4 weeks","2007","(2b) intermediate general qualification","20","","",""
"Yes, every 3-4 weeks","2007","(2a) intermediate vocational","168","0.0592629017913953","0.0511087588479594","0.0674170447348311"
"Yes, every 3-4 weeks","2007","(2c_gen) general maturity certificate","19","","",""
"Yes, every 3-4 weeks","2007","(2c_voc) vocational maturity certificate","58","0.0673229070244692","0.0522593150219366","0.0823864990270017"
"Yes, every 3-4 weeks","2007","(3a) lower tertiary education","51","0.051731550473579","0.0385769534279017","0.0648861475192563"
"Yes, every 3-4 weeks","2007","(3b) higher tertiary education","136","0.0812580780913134","0.0688476062768181","0.0936685499058086"
"Rarely","2007","(0) in school","2","","",""
"Rarely","2007","(1a) inadequately completed","10","","",""
"Rarely","2007","(1b) general elementary school","52","0.102377875490274","0.0757532657676796","0.129002485212869"
"Rarely","2007","(1c) basic vocational qualification","374","0.15825137246714","0.143655618282132","0.172847126652147"
"Rarely","2007","(2b) intermediate general qualification","34","0.127582766316493","0.0876399374811036","0.167525595151882"
"Rarely","2007","(2a) intermediate vocational","571","0.180602509419199","0.167317497952175","0.193887520886223"
"Rarely","2007","(2c_gen) general maturity certificate","56","0.147479755879734","0.111447191071868","0.1835123206876"
"Rarely","2007","(2c_voc) vocational maturity certificate","187","0.165998114172097","0.143630660205702","0.188365568138491"
"Rarely","2007","(3a) lower tertiary education","265","0.264590215905701","0.238391153868374","0.290789277943028"
"Rarely","2007","(3b) higher tertiary education","481","0.282257824453126","0.26181384287352","0.302701806032733"
"No, never","2008","(0) in school","","","",""
"No, never","2008","(1a) inadequately completed","","","",""
"No, never","2008","(1b) general elementary school","","","",""
"No, never","2008","(1c) basic vocational qualification","","","",""
"No, never","2008","(2b) intermediate general qualification","","","",""
"No, never","2008","(2a) intermediate vocational","","","",""
"No, never","2008","(2c_gen) general maturity certificate","","","",""
"No, never","2008","(2c_voc) vocational maturity certificate","","","",""
"No, never","2008","(3a) lower tertiary education","","","",""
"No, never","2008","(3b) higher tertiary education","","","",""
"Yes, every week","2008","(0) in school","","","",""
"Yes, every week","2008","(1a) inadequately completed","","","",""
"Yes, every week","2008","(1b) general elementary school","","","",""
"Yes, every week","2008","(1c) basic vocational qualification","","","",""
"Yes, every week","2008","(2b) intermediate general qualification","","","",""
"Yes, every week","2008","(2a) intermediate vocational","","","",""
"Yes, every week","2008","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2008","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2008","(3a) lower tertiary education","","","",""
"Yes, every week","2008","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","(0) in school","","","",""
"Yes, every 2 weeks","2008","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","(3b) higher tertiary education","","","",""
"Rarely","2008","(0) in school","","","",""
"Rarely","2008","(1a) inadequately completed","","","",""
"Rarely","2008","(1b) general elementary school","","","",""
"Rarely","2008","(1c) basic vocational qualification","","","",""
"Rarely","2008","(2b) intermediate general qualification","","","",""
"Rarely","2008","(2a) intermediate vocational","","","",""
"Rarely","2008","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","(3a) lower tertiary education","","","",""
"Rarely","2008","(3b) higher tertiary education","","","",""
"No, never","2009","(0) in school","23","","",""
"No, never","2009","(1a) inadequately completed","37","0.73423458293454","0.616414896410967","0.852054269458112"
"No, never","2009","(1b) general elementary school","304","0.695091942193283","0.650692384572046","0.73949149981452"
"No, never","2009","(1c) basic vocational qualification","1300","0.640082229373448","0.61907822225798","0.661086236488916"
"No, never","2009","(2b) intermediate general qualification","163","0.672501890309988","0.613004174349028","0.731999606270947"
"No, never","2009","(2a) intermediate vocational","1770","0.582397515893695","0.564482455277468","0.600312576509921"
"No, never","2009","(2c_gen) general maturity certificate","220","0.635992595878144","0.585585090229239","0.686400101527048"
"No, never","2009","(2c_voc) vocational maturity certificate","575","0.609274903074225","0.577626266838039","0.640923539310411"
"No, never","2009","(3a) lower tertiary education","571","0.563115780476386","0.53237392199139","0.593857638961382"
"No, never","2009","(3b) higher tertiary education","746","0.428768569490759","0.404954017444284","0.452583121537233"
"Yes, every week","2009","(0) in school","3","","",""
"Yes, every week","2009","(1a) inadequately completed","7","","",""
"Yes, every week","2009","(1b) general elementary school","25","","",""
"Yes, every week","2009","(1c) basic vocational qualification","106","0.0493626325987683","0.0398830498037099","0.0588422153938267"
"Yes, every week","2009","(2b) intermediate general qualification","16","","",""
"Yes, every week","2009","(2a) intermediate vocational","151","0.0522224492837405","0.0441406359453094","0.0603042626221716"
"Yes, every week","2009","(2c_gen) general maturity certificate","25","","",""
"Yes, every week","2009","(2c_voc) vocational maturity certificate","46","0.053313911023831","0.0387413470216659","0.0678864750259962"
"Yes, every week","2009","(3a) lower tertiary education","61","0.0598303863339324","0.0451305635210883","0.0745302091467766"
"Yes, every week","2009","(3b) higher tertiary education","239","0.153171661336359","0.135841133072655","0.170502189600063"
"Yes, every 2 weeks","2009","(0) in school","3","","",""
"Yes, every 2 weeks","2009","(1a) inadequately completed","3","","",""
"Yes, every 2 weeks","2009","(1b) general elementary school","33","0.100494380957526","0.0714978599073767","0.129490902007675"
"Yes, every 2 weeks","2009","(1c) basic vocational qualification","156","0.0755715548945788","0.0640051482765453","0.0871379615126123"
"Yes, every 2 weeks","2009","(2b) intermediate general qualification","25","","",""
"Yes, every 2 weeks","2009","(2a) intermediate vocational","303","0.106851044344247","0.095628836154394","0.118073252534099"
"Yes, every 2 weeks","2009","(2c_gen) general maturity certificate","36","0.0909137919965766","0.0607954202381336","0.12103216375502"
"Yes, every 2 weeks","2009","(2c_voc) vocational maturity certificate","75","0.0775121734861641","0.0601670266155327","0.0948573203567954"
"Yes, every 2 weeks","2009","(3a) lower tertiary education","55","0.0619613182999459","0.0470189722677421","0.0769036643321497"
"Yes, every 2 weeks","2009","(3b) higher tertiary education","135","0.076350025147301","0.0635714273341436","0.0891286229604584"
"Yes, every 3-4 weeks","2009","(0) in school","1","","",""
"Yes, every 3-4 weeks","2009","(1a) inadequately completed","1","","",""
"Yes, every 3-4 weeks","2009","(1b) general elementary school","17","","",""
"Yes, every 3-4 weeks","2009","(1c) basic vocational qualification","111","0.0556173996134721","0.0455882997693315","0.0656464994576127"
"Yes, every 3-4 weeks","2009","(2b) intermediate general qualification","8","","",""
"Yes, every 3-4 weeks","2009","(2a) intermediate vocational","149","0.0600027561410816","0.0513754367127723","0.0686300755693909"
"Yes, every 3-4 weeks","2009","(2c_gen) general maturity certificate","24","","",""
"Yes, every 3-4 weeks","2009","(2c_voc) vocational maturity certificate","46","0.0611016251701307","0.0455652973363238","0.0766379530039377"
"Yes, every 3-4 weeks","2009","(3a) lower tertiary education","47","0.047436302705638","0.0342613058555421","0.0606112995557338"
"Yes, every 3-4 weeks","2009","(3b) higher tertiary education","135","0.0844744076971581","0.0710923554808636","0.0978564599134526"
"Rarely","2009","(0) in school","7","","",""
"Rarely","2009","(1a) inadequately completed","6","","",""
"Rarely","2009","(1b) general elementary school","34","0.0722605048826534","0.0472894675602854","0.0972315422050213"
"Rarely","2009","(1c) basic vocational qualification","333","0.179366183519733","0.16257707581913","0.196155291220335"
"Rarely","2009","(2b) intermediate general qualification","27","","",""
"Rarely","2009","(2a) intermediate vocational","538","0.198526234337237","0.184035826919558","0.213016641754915"
"Rarely","2009","(2c_gen) general maturity certificate","45","0.125611364053819","0.0908912784678239","0.160331449639815"
"Rarely","2009","(2c_voc) vocational maturity certificate","171","0.198797387245649","0.172909940599915","0.224684833891382"
"Rarely","2009","(3a) lower tertiary education","266","0.267656212184098","0.240215570947059","0.295096853421137"
"Rarely","2009","(3b) higher tertiary education","404","0.257235336328423","0.236201628895702","0.278269043761144"
"No, never","2010","(0) in school","14","","",""
"No, never","2010","(1a) inadequately completed","39","0.55902574327635","0.443536525729036","0.674514960823664"
"No, never","2010","(1b) general elementary school","185","0.689571221467161","0.634788530436436","0.744353912497887"
"No, never","2010","(1c) basic vocational qualification","501","0.633252044279437","0.600125588774792","0.666378499784082"
"No, never","2010","(2b) intermediate general qualification","69","0.649699534000765","0.561347670327387","0.738051397674144"
"No, never","2010","(2a) intermediate vocational","821","0.58999259487296","0.564275076453529","0.615710113292391"
"No, never","2010","(2c_gen) general maturity certificate","58","0.446784392330734","0.360657393329832","0.532911391331637"
"No, never","2010","(2c_voc) vocational maturity certificate","337","0.587032647934385","0.54632566450546","0.62773963136331"
"No, never","2010","(3a) lower tertiary education","178","0.539216571840926","0.485759532906439","0.592673610775413"
"No, never","2010","(3b) higher tertiary education","329","0.433063741489095","0.398357287895079","0.467770195083111"
"Yes, every week","2010","(0) in school","4","","",""
"Yes, every week","2010","(1a) inadequately completed","8","","",""
"Yes, every week","2010","(1b) general elementary school","19","","",""
"Yes, every week","2010","(1c) basic vocational qualification","40","0.034942926585526","0.0223200320052497","0.0475658211658023"
"Yes, every week","2010","(2b) intermediate general qualification","9","","",""
"Yes, every week","2010","(2a) intermediate vocational","80","0.057029231923088","0.044903504397076","0.0691549594490999"
"Yes, every week","2010","(2c_gen) general maturity certificate","13","","",""
"Yes, every week","2010","(2c_voc) vocational maturity certificate","40","0.0751010396048679","0.0533113996922403","0.0968906795174956"
"Yes, every week","2010","(3a) lower tertiary education","15","","",""
"Yes, every week","2010","(3b) higher tertiary education","90","0.10088705640231","0.0797914477470905","0.12198266505753"
"Yes, every 2 weeks","2010","(0) in school","","","",""
"Yes, every 2 weeks","2010","(1a) inadequately completed","10","","",""
"Yes, every 2 weeks","2010","(1b) general elementary school","26","","",""
"Yes, every 2 weeks","2010","(1c) basic vocational qualification","81","0.0923873733428776","0.0724825011788495","0.112292245506906"
"Yes, every 2 weeks","2010","(2b) intermediate general qualification","18","","",""
"Yes, every 2 weeks","2010","(2a) intermediate vocational","158","0.114256608451492","0.0976223075396398","0.130890909363343"
"Yes, every 2 weeks","2010","(2c_gen) general maturity certificate","24","","",""
"Yes, every 2 weeks","2010","(2c_voc) vocational maturity certificate","57","0.096612024378742","0.0721871309647798","0.121036917792704"
"Yes, every 2 weeks","2010","(3a) lower tertiary education","33","0.116929977598367","0.0824683835780143","0.151391571618719"
"Yes, every 2 weeks","2010","(3b) higher tertiary education","103","0.140235664770039","0.115914399664434","0.164556929875645"
"Yes, every 3-4 weeks","2010","(0) in school","","","",""
"Yes, every 3-4 weeks","2010","(1a) inadequately completed","6","","",""
"Yes, every 3-4 weeks","2010","(1b) general elementary school","18","","",""
"Yes, every 3-4 weeks","2010","(1c) basic vocational qualification","53","0.0683582982430715","0.0510113573176728","0.0857052391684702"
"Yes, every 3-4 weeks","2010","(2b) intermediate general qualification","4","","",""
"Yes, every 3-4 weeks","2010","(2a) intermediate vocational","89","0.0605468961229641","0.0480761216907964","0.0730176705551318"
"Yes, every 3-4 weeks","2010","(2c_gen) general maturity certificate","11","","",""
"Yes, every 3-4 weeks","2010","(2c_voc) vocational maturity certificate","24","","",""
"Yes, every 3-4 weeks","2010","(3a) lower tertiary education","18","","",""
"Yes, every 3-4 weeks","2010","(3b) higher tertiary education","71","0.0858235554173259","0.0662041665874484","0.105442944247203"
"Rarely","2010","(0) in school","1","","",""
"Rarely","2010","(1a) inadequately completed","8","","",""
"Rarely","2010","(1b) general elementary school","26","","",""
"Rarely","2010","(1c) basic vocational qualification","138","0.171059357549088","0.145174966447096","0.19694374865108"
"Rarely","2010","(2b) intermediate general qualification","12","","",""
"Rarely","2010","(2a) intermediate vocational","257","0.178174668629496","0.158165793654838","0.198183543604155"
"Rarely","2010","(2c_gen) general maturity certificate","22","","",""
"Rarely","2010","(2c_voc) vocational maturity certificate","104","0.19496036972889","0.162206566680789","0.227714172776992"
"Rarely","2010","(3a) lower tertiary education","90","0.263215031121977","0.215986919669777","0.310443142574177"
"Rarely","2010","(3b) higher tertiary education","190","0.23998998192123","0.210076055231907","0.269903908610553"
"No, never","2011","(0) in school","31","0.661838188579388","0.536810863923674","0.786865513235101"
"No, never","2011","(1a) inadequately completed","107","0.69628012645907","0.626534262171726","0.766025990746413"
"No, never","2011","(1b) general elementary school","544","0.752859530958299","0.722131901224905","0.783587160691693"
"No, never","2011","(1c) basic vocational qualification","2028","0.654708255377225","0.637908562238355","0.671507948516096"
"No, never","2011","(2b) intermediate general qualification","282","0.670551363887801","0.625970956221218","0.715131771554385"
"No, never","2011","(2a) intermediate vocational","3051","0.616172345798933","0.602582049915905","0.629762641681961"
"No, never","2011","(2c_gen) general maturity certificate","298","0.586607695102718","0.543827351164854","0.629388039040582"
"No, never","2011","(2c_voc) vocational maturity certificate","1093","0.57583662890794","0.55274747697411","0.598925780841769"
"No, never","2011","(3a) lower tertiary education","926","0.593659100397265","0.569160669069352","0.618157531725178"
"No, never","2011","(3b) higher tertiary education","1255","0.463831244732852","0.445316814224426","0.482345675241278"
"Yes, every week","2011","(0) in school","7","","",""
"Yes, every week","2011","(1a) inadequately completed","20","","",""
"Yes, every week","2011","(1b) general elementary school","47","0.0575721466706423","0.0409789362942897","0.0741653570469948"
"Yes, every week","2011","(1c) basic vocational qualification","180","0.0605523784314256","0.0521251215625868","0.0689796353002644"
"Yes, every week","2011","(2b) intermediate general qualification","34","0.100748521177465","0.072199312573839","0.12929772978109"
"Yes, every week","2011","(2a) intermediate vocational","249","0.0498282523784652","0.0437476225728969","0.0559088821840335"
"Yes, every week","2011","(2c_gen) general maturity certificate","42","0.0883602272859728","0.063703851294143","0.113016603277803"
"Yes, every week","2011","(2c_voc) vocational maturity certificate","89","0.0690332242743471","0.0571895098470118","0.0808769387016824"
"Yes, every week","2011","(3a) lower tertiary education","92","0.0555063793366089","0.0440856087660368","0.0669271499071811"
"Yes, every week","2011","(3b) higher tertiary education","401","0.131615848609358","0.119064521588021","0.144167175630696"
"Yes, every 2 weeks","2011","(0) in school","8","","",""
"Yes, every 2 weeks","2011","(1a) inadequately completed","11","","",""
"Yes, every 2 weeks","2011","(1b) general elementary school","73","0.0960465360465593","0.075056458591069","0.11703661350205"
"Yes, every 2 weeks","2011","(1c) basic vocational qualification","282","0.0910030929241631","0.0808407552365907","0.101165430611735"
"Yes, every 2 weeks","2011","(2b) intermediate general qualification","48","0.104212690163353","0.0752327883395078","0.133192591987199"
"Yes, every 2 weeks","2011","(2a) intermediate vocational","540","0.100931802207521","0.0925135872406265","0.109350017174415"
"Yes, every 2 weeks","2011","(2c_gen) general maturity certificate","59","0.105171187733831","0.0785205522755655","0.131821823192097"
"Yes, every 2 weeks","2011","(2c_voc) vocational maturity certificate","177","0.103935143470929","0.0896776661505995","0.118192620791259"
"Yes, every 2 weeks","2011","(3a) lower tertiary education","108","0.0641229867406419","0.0519038449424851","0.0763421285387988"
"Yes, every 2 weeks","2011","(3b) higher tertiary education","255","0.100021813374404","0.0888828965692672","0.111160730179541"
"Yes, every 3-4 weeks","2011","(0) in school","2","","",""
"Yes, every 3-4 weeks","2011","(1a) inadequately completed","10","","",""
"Yes, every 3-4 weeks","2011","(1b) general elementary school","27","","",""
"Yes, every 3-4 weeks","2011","(1c) basic vocational qualification","171","0.051340228977912","0.0435424937315902","0.0591379642242339"
"Yes, every 3-4 weeks","2011","(2b) intermediate general qualification","22","","",""
"Yes, every 3-4 weeks","2011","(2a) intermediate vocational","279","0.0523341001713377","0.0461106719176407","0.0585575284250348"
"Yes, every 3-4 weeks","2011","(2c_gen) general maturity certificate","26","","",""
"Yes, every 3-4 weeks","2011","(2c_voc) vocational maturity certificate","89","0.0502519134183648","0.04004552076576","0.0604583060709697"
"Yes, every 3-4 weeks","2011","(3a) lower tertiary education","70","0.036577891648914","0.0272143082785996","0.0459414750192284"
"Yes, every 3-4 weeks","2011","(3b) higher tertiary education","242","0.0779792982489838","0.0680243363070805","0.0879342601908871"
"Rarely","2011","(0) in school","7","","",""
"Rarely","2011","(1a) inadequately completed","19","","",""
