"plb0219","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No, never","2011","Not Employed","Male","60","0.766307358813957","0.675267188529952","0.857347529097962","1"
"Rarely","2011","Employed","Female","1047","0.126632596128492","0.1192884905259","0.133976701731084","5"
"Rarely","2011","Employed","Male","1698","0.219898661548394","0.210916579229139","0.228880743867648","5"
"Rarely","2011","Not Employed","Male","10","","","","5"
"Rarely","2011","Not Employed","Female","29","","","","5"
"Yes, every 2 weeks","2011","Employed","Female","854","0.105700674628778","0.0989110150601094","0.112490334197448","3"
"Yes, every 2 weeks","2011","Employed","Male","725","0.0879834313229216","0.0818402683312492","0.0941265943145939","3"
"Yes, every 2 weeks","2011","Not Employed","Female","27","","","","3"
"Yes, every 2 weeks","2011","Not Employed","Male","5","","","","3"
"Yes, every 3-4 weeks","2011","Employed","Female","390","0.0466262350407153","0.0419702192880874","0.0512822507933431","4"
"Yes, every 3-4 weeks","2011","Employed","Male","551","0.0591328679187327","0.0540175945694512","0.0642481412680143","4"
"Yes, every 3-4 weeks","2011","Not Employed","Female","17","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","Male","4","","","","4"
"Yes, every week","2011","Employed","Female","549","0.0703324939935655","0.0646856017164392","0.0759793862706917","2"
"Yes, every week","2011","Employed","Male","616","0.0727068073837342","0.0670757973696019","0.0783378173978664","2"
"Yes, every week","2011","Not Employed","Female","22","","","","2"
"Yes, every week","2011","Not Employed","Male","4","","","","2"
"No, never","2012","Employed","Female","1602","0.652370175880135","0.633773318057309","0.670967033702962","1"
"No, never","2012","Employed","Male","1404","0.601133979251353","0.581580283658844","0.620687674843863","1"
"No, never","2012","Not Employed","Female","127","0.757770950853634","0.69411257480978","0.821429326897488","1"
"No, never","2012","Not Employed","Male","38","0.699392145428731","0.575947944276667","0.822836346580795","1"
"Rarely","2012","Employed","Female","307","0.117728765344138","0.105143094715532","0.130314435972743","5"
"Rarely","2012","Employed","Male","434","0.165979190369007","0.15112171717589","0.180836663562124","5"
"Rarely","2012","Not Employed","Female","14","","","","5"
"Rarely","2012","Not Employed","Male","7","","","","5"
"Yes, every 2 weeks","2012","Employed","Female","282","0.108694095312852","0.0965392237211802","0.120848966904524","3"
"Yes, every 2 weeks","2012","Not Employed","Female","14","","","","3"
"Yes, every 2 weeks","2012","Employed","Male","225","0.0929845628048041","0.0813876482559749","0.104581477353633","3"
"Yes, every 2 weeks","2012","Not Employed","Male","5","","","","3"
"Yes, every 3-4 weeks","2012","Employed","Female","130","0.0485751593772748","0.0401800111715433","0.0569703075830062","4"
"Yes, every 3-4 weeks","2012","Employed","Male","164","0.0700427463392453","0.0598511370199144","0.0802343556585763","4"
"Yes, every 3-4 weeks","2012","Not Employed","Female","5","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","Male","2","","","","4"
"Yes, every week","2012","Employed","Female","198","0.0726318040856002","0.0624968094785375","0.082766798692663","2"
"Yes, every week","2012","Employed","Male","182","0.0698595212355899","0.0596802481423108","0.080038794328869","2"
"Yes, every week","2012","Not Employed","Female","14","","","","2"
"Yes, every week","2012","Not Employed","Male","1","","","","2"
"No, never","2013","Employed","Male","4135","0.562946246506937","0.551560659328862","0.574331833685012","1"
"No, never","2013","Employed","Female","4927","0.635074436169759","0.62427819136773","0.645870680971789","1"
"No, never","2013","Not Employed","Female","165","0.63766500344278","0.577720268100584","0.697609738784977","1"
"No, never","2013","Not Employed","Male","85","0.587511453467034","0.503847884625651","0.671175022308417","1"
"Rarely","2013","Employed","Female","1054","0.144154745391271","0.136277572834715","0.152031917947828","5"
"Rarely","2013","Employed","Male","1590","0.232193414567372","0.222501593056829","0.241885236077915","5"
"Rarely","2013","Not Employed","Female","19","","","","5"
"Rarely","2013","Not Employed","Male","24","","","","5"
"Yes, every 2 weeks","2013","Employed","Female","817","0.104895153031481","0.0980233147754381","0.111766991287524","3"
"Yes, every 2 weeks","2013","Employed","Male","648","0.0913051284766664","0.084693458517595","0.0979167984357377","3"
"Yes, every 2 weeks","2013","Not Employed","Female","28","","","","3"
"Yes, every 2 weeks","2013","Not Employed","Male","7","","","","3"
"Yes, every 3-4 weeks","2013","Employed","Female","352","0.0498852036701003","0.0450028169060688","0.0547675904341317","4"
"Yes, every 3-4 weeks","2013","Employed","Male","425","0.05675361154039","0.0514427635740425","0.0620644595067375","4"
"Yes, every 3-4 weeks","2013","Not Employed","Female","13","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","Male","12","","","","4"
"Yes, every week","2013","Employed","Female","488","0.0659904617373879","0.0604227787014389","0.071558144773337","2"
"Yes, every week","2013","Employed","Male","493","0.0568015989086345","0.0514886413059646","0.0621145565113043","2"
"Yes, every week","2013","Not Employed","Female","22","","","","2"
"Yes, every week","2013","Not Employed","Male","5","","","","2"
"No, never","2014","Employed","Male","","","","","1"
"No, never","2014","Employed","Female","","","","","1"
"No, never","2014","Not Employed","Female","","","","","1"
"No, never","2014","Not Employed","Male","","","","","1"
"Rarely","2014","Employed","Male","","","","","5"
"Rarely","2014","Employed","Female","","","","","5"
"Rarely","2014","Not Employed","Female","","","","","5"
"Rarely","2014","Not Employed","Male","","","","","5"
"Yes, every 2 weeks","2014","Employed","Male","","","","","3"
"Yes, every 2 weeks","2014","Employed","Female","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","Male","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","Female","","","","","3"
"Yes, every 3-4 weeks","2014","Employed","Male","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","Female","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","Female","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","Male","","","","","4"
"Yes, every week","2014","Employed","Male","","","","","2"
"Yes, every week","2014","Employed","Female","","","","","2"
"Yes, every week","2014","Not Employed","Female","","","","","2"
"Yes, every week","2014","Not Employed","Male","","","","","2"
"No, never","2015","Not Employed","Female","157","0.713479231806852","0.655173557474317","0.771784906139387","1"
"No, never","2015","Employed","Male","4176","0.567309625174656","0.555905084959586","0.578714165389727","1"
"No, never","2015","Employed","Female","4776","0.623112486686319","0.612131095430191","0.634093877942448","1"
"No, never","2015","Not Employed","Male","89","0.623689898039116","0.541663623879785","0.705716172198447","1"
"Rarely","2015","Employed","Male","1485","0.216674020829896","0.207190845629398","0.226157196030394","5"
"Rarely","2015","Employed","Female","1037","0.145269638337091","0.13728472408162","0.153254552592562","5"
"Rarely","2015","Not Employed","Female","18","","","","5"
"Rarely","2015","Not Employed","Male","16","","","","5"
"Yes, every 2 weeks","2015","Employed","Male","638","0.0861714711104378","0.0797120559651439","0.0926308862557317","3"
"Yes, every 2 weeks","2015","Employed","Female","839","0.118232919972722","0.110916234068351","0.125549605877094","3"
"Yes, every 2 weeks","2015","Not Employed","Female","23","","","","3"
"Yes, every 2 weeks","2015","Not Employed","Male","13","","","","3"
"Yes, every 3-4 weeks","2015","Employed","Male","457","0.0658486953069954","0.0601396789497723","0.0715577116642186","4"
"Yes, every 3-4 weeks","2015","Not Employed","Female","14","","","","4"
"Yes, every 3-4 weeks","2015","Employed","Female","334","0.0486890282755105","0.0438121145817498","0.0535659419692711","4"
"Yes, every 3-4 weeks","2015","Not Employed","Male","4","","","","4"
"Yes, every week","2015","Employed","Male","494","0.0639961875780147","0.0583624716061978","0.0696299035498316","2"
"Yes, every week","2015","Employed","Female","495","0.0646959267283567","0.0591217190444943","0.0702701344122191","2"
"Yes, every week","2015","Not Employed","Female","19","","","","2"
"Yes, every week","2015","Not Employed","Male","12","","","","2"
"No, never","2016","Not Employed","Female","","","","","1"
"No, never","2016","Employed","Male","","","","","1"
"No, never","2016","Employed","Female","","","","","1"
"No, never","2016","Not Employed","Male","","","","","1"
"Rarely","2016","Not Employed","Female","","","","","5"
"Rarely","2016","Employed","Male","","","","","5"
"Rarely","2016","Employed","Female","","","","","5"
"Rarely","2016","Not Employed","Male","","","","","5"
"Yes, every 2 weeks","2016","Not Employed","Female","","","","","3"
"Yes, every 2 weeks","2016","Employed","Male","","","","","3"
"Yes, every 2 weeks","2016","Employed","Female","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","Male","","","","","3"
"Yes, every 3-4 weeks","2016","Not Employed","Female","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","Male","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","Female","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","Male","","","","","4"
"Yes, every week","2016","Not Employed","Female","","","","","2"
"Yes, every week","2016","Employed","Male","","","","","2"
"Yes, every week","2016","Employed","Female","","","","","2"
"Yes, every week","2016","Not Employed","Male","","","","","2"
"No, never","2017","Not Employed","Male","89","0.730593796401016","0.653128960617771","0.80805863218426","1"
"No, never","2017","Not Employed","Female","204","0.802660684640495","0.755011716726239","0.850309652554751","1"
"No, never","2017","Employed","Male","4735","0.592648675569222","0.581845360649181","0.603451990489263","1"
"No, never","2017","Employed","Female","5440","0.656582412336376","0.64632841768837","0.666836406984383","1"
"Rarely","2017","Not Employed","Female","16","","","","5"
"Rarely","2017","Employed","Male","1393","0.184097041287227","0.175575533031736","0.192618549542718","5"
"Rarely","2017","Employed","Female","903","0.123864808295558","0.116751088950657","0.130978527640459","5"
"Rarely","2017","Not Employed","Male","11","","","","5"
"Yes, every 2 weeks","2017","Not Employed","Female","21","","","","3"
"Yes, every 2 weeks","2017","Employed","Male","706","0.0889659731847592","0.082706279574331","0.0952256667951874","3"
"Yes, every 2 weeks","2017","Employed","Female","890","0.106157853806649","0.0995059849808725","0.112809722632426","3"
"Yes, every 2 weeks","2017","Not Employed","Male","9","","","","3"
"Yes, every 3-4 weeks","2017","Not Employed","Female","12","","","","4"
"Yes, every 3-4 weeks","2017","Not Employed","Male","7","","","","4"
"Yes, every 3-4 weeks","2017","Employed","Male","568","0.0673798645527303","0.0618680922089086","0.072891636896552","4"
"Yes, every 3-4 weeks","2017","Employed","Female","450","0.0497356813991795","0.0450411370679662","0.0544302257303929","4"
"Yes, every week","2017","Not Employed","Female","15","","","","2"
"Yes, every week","2017","Employed","Male","544","0.0669084454060611","0.0614146003136234","0.0724022904984989","2"
"Yes, every week","2017","Employed","Female","555","0.0636592441622368","0.0583871288606699","0.0689313594638037","2"
"Yes, every week","2017","Not Employed","Male","10","","","","2"
"No, never","2018","Not Employed","Male","","","","","1"
"No, never","2018","Not Employed","Female","","","","","1"
"No, never","2018","Employed","Male","","","","","1"
"No, never","2018","Employed","Female","","","","","1"
"Rarely","2018","Not Employed","Male","","","","","5"
"Rarely","2018","Not Employed","Female","","","","","5"
"Rarely","2018","Employed","Male","","","","","5"
"Rarely","2018","Employed","Female","","","","","5"
"Yes, every 2 weeks","2018","Employed","Male","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","Male","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","Female","","","","","3"
"Yes, every 2 weeks","2018","Employed","Female","","","","","3"
"Yes, every 3-4 weeks","2018","Not Employed","Male","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","Female","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","Male","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","Female","","","","","4"
"Yes, every week","2018","Not Employed","Male","","","","","2"
"Yes, every week","2018","Not Employed","Female","","","","","2"
"Yes, every week","2018","Employed","Male","","","","","2"
"Yes, every week","2018","Employed","Female","","","","","2"
"No, never","2019","Not Employed","Female","229","0.520191760267193","0.470545232966082","0.569838287568304","1"
"No, never","2019","Employed","Male","4622","0.60014186065287","0.589481035492187","0.610802685813554","1"
"No, never","2019","Employed","Female","5202","0.66983518252655","0.659469650558333","0.680200714494768","1"
"No, never","2019","Not Employed","Male","158","0.505115817948948","0.447671263235387","0.56256037266251","1"
"Rarely","2019","Not Employed","Male","57","0.225066458692894","0.177083257917904","0.273049659467883","5"
"Rarely","2019","Not Employed","Female","47","0.18388561982337","0.145388991903789","0.22238224774295","5"
"Rarely","2019","Employed","Male","1565","0.17910031867275","0.170755745771853","0.187444891573648","5"
"Rarely","2019","Employed","Female","962","0.119206490074982","0.112064335833457","0.126348644316508","5"
"Yes, every 2 weeks","2019","Not Employed","Male","24","","","","3"
"Yes, every 2 weeks","2019","Not Employed","Female","38","0.126259730984311","0.0932534269224573","0.159266035046165","3"
"Yes, every 2 weeks","2019","Employed","Male","733","0.0906030712649915","0.084356249831769","0.096849892698214","3"
"Yes, every 2 weeks","2019","Employed","Female","830","0.103609109890495","0.0968918846676352","0.110326335113354","3"
"Yes, every 3-4 weeks","2019","Not Employed","Male","27","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","Female","37","0.0852617825681749","0.0575094873622738","0.113014077774076","4"
"Yes, every 3-4 weeks","2019","Employed","Male","544","0.0630436391399206","0.0577544242786701","0.068332854001171","4"
"Yes, every 3-4 weeks","2019","Employed","Female","420","0.0458436722359952","0.0412337702844605","0.0504535741875298","4"
"Yes, every week","2019","Not Employed","Male","25","","","","2"
"Yes, every week","2019","Not Employed","Female","38","0.0844011063569515","0.0567762524633803","0.112025960250523","2"
"Yes, every week","2019","Employed","Male","647","0.0671111102694672","0.061665794582625","0.0725564259563094","2"
"Yes, every week","2019","Employed","Female","493","0.0615055452719772","0.0562099447832707","0.0668011457606838","2"
