"plb0219","year","education","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2008","Other degree","","","",""
"Yes, every week","2008","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","secondary school degree","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","Other degree","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","Other degree","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","","","",""
"Rarely","2008","lower secondary degree","","","",""
"Rarely","2008","secondary school degree","","","",""
"Rarely","2008","college entrance qualification","","","",""
"Rarely","2008","Other degree","","","",""
"Rarely","2008","no degree/no degree yet","","","",""
"No, never","2009","lower secondary degree","1481","0.64292724690017","0.623177702493746","0.662676791306595"
"No, never","2009","secondary school degree","2136","0.587108805927853","0.570802066646175","0.603415545209532"
"No, never","2009","college entrance qualification","1748","0.525297326737016","0.508239189197528","0.542355464276503"
"No, never","2009","Other degree","274","0.638736363827386","0.592295517531905","0.685177210122867"
"No, never","2009","no degree/no degree yet","60","0.682838803131741","0.587223696188013","0.778453910075468"
"Yes, every week","2009","lower secondary degree","123","0.0600823534491778","0.050287088683845","0.0698776182145106"
"Yes, every week","2009","secondary school degree","195","0.0565437806734239","0.048894099802805","0.0641934615440428"
"Yes, every week","2009","college entrance qualification","320","0.0932944748149898","0.083359214033833","0.103229735596147"
"Yes, every week","2009","Other degree","28","","",""
"Yes, every week","2009","no degree/no degree yet","10","","",""
"Yes, every 2 weeks","2009","lower secondary degree","177","0.0768643812964585","0.0658846140998453","0.0878441484930717"
"Yes, every 2 weeks","2009","secondary school degree","352","0.100460365582405","0.0905040753291054","0.110416655835706"
"Yes, every 2 weeks","2009","college entrance qualification","252","0.0788552188526139","0.0696486597310883","0.0880617779741395"
"Yes, every 2 weeks","2009","Other degree","35","0.0844136541568248","0.0575365060720589","0.111290802241591"
"Yes, every 2 weeks","2009","no degree/no degree yet","6","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","119","0.0498681684482387","0.0408959166568986","0.0588404202395788"
"Yes, every 3-4 weeks","2009","secondary school degree","183","0.0626059051427478","0.054582499007094","0.0706293112784016"
"Yes, every 3-4 weeks","2009","college entrance qualification","206","0.064197229507355","0.0558244725632322","0.0725699864514778"
"Yes, every 3-4 weeks","2009","Other degree","26","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","2","","",""
"Rarely","2009","lower secondary degree","361","0.170257849905955","0.15476529805435","0.18575040175756"
"Rarely","2009","secondary school degree","636","0.19328114267357","0.180203006146063","0.206359279201076"
"Rarely","2009","college entrance qualification","766","0.238355750088026","0.223800922065678","0.252910578110373"
"Rarely","2009","Other degree","48","0.108497862289149","0.0784302483580661","0.138565476220232"
"Rarely","2009","no degree/no degree yet","13","","",""
"No, never","2010","lower secondary degree","548","0.633232405116866","0.601481690821909","0.664983119411822"
"No, never","2010","secondary school degree","917","0.591251186010396","0.567003444634482","0.615498927386309"
"No, never","2010","college entrance qualification","754","0.51338871644099","0.488094763356068","0.538682669525912"
"No, never","2010","Other degree","257","0.575399700408012","0.529371797135393","0.62142760368063"
"No, never","2010","no degree/no degree yet","53","0.613239089562117","0.513178375707935","0.713299803416299"
"Yes, every week","2010","lower secondary degree","49","0.0424492781577678","0.0291663903501033","0.0557321659654323"
"Yes, every week","2010","secondary school degree","94","0.0580931576596062","0.0465553447205526","0.0696309705986597"
"Yes, every week","2010","college entrance qualification","128","0.0805796773098458","0.0668052905516502","0.0943540640680414"
"Yes, every week","2010","Other degree","35","0.0651507498550246","0.042169336766039","0.0881321629440103"
"Yes, every week","2010","no degree/no degree yet","12","","",""
"Yes, every 2 weeks","2010","lower secondary degree","89","0.101357146014862","0.0814734458819498","0.121240846147774"
"Yes, every 2 weeks","2010","secondary school degree","183","0.116976215970898","0.101123925889956","0.132828506051839"
"Yes, every 2 weeks","2010","college entrance qualification","179","0.119540939926864","0.103123124155534","0.135958755698194"
"Yes, every 2 weeks","2010","Other degree","48","0.110925807299786","0.0816821605610061","0.140169454038566"
"Yes, every 2 weeks","2010","no degree/no degree yet","11","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","55","0.0648191983282717","0.0485982562056887","0.0810401404508548"
"Yes, every 3-4 weeks","2010","secondary school degree","97","0.058515214261908","0.0469381597305142","0.0700922687933018"
"Yes, every 3-4 weeks","2010","college entrance qualification","106","0.0632095857498207","0.0508951319809724","0.0755240395186691"
"Yes, every 3-4 weeks","2010","Other degree","30","0.0830219237691376","0.0573284928726853","0.10871535466559"
"Yes, every 3-4 weeks","2010","no degree/no degree yet","6","","",""
"Rarely","2010","lower secondary degree","144","0.158141972382233","0.134102802865432","0.182181141899034"
"Rarely","2010","secondary school degree","288","0.175164226097193","0.156415857746046","0.19391259444834"
"Rarely","2010","college entrance qualification","333","0.223281080572479","0.202206430799931","0.244355730345027"
"Rarely","2010","Other degree","73","0.16550181866804","0.130895108922843","0.200108528413237"
"Rarely","2010","no degree/no degree yet","9","","",""
"No, never","2011","lower secondary degree","2277","0.671955704762239","0.6561882230219","0.687723186502577"
"No, never","2011","secondary school degree","3609","0.618408255771668","0.60593013700481","0.630886374538526"
"No, never","2011","college entrance qualification","2941","0.521545812375533","0.508372722118965","0.534718902632102"
"No, never","2011","Other degree","621","0.655280614488436","0.625493723420881","0.685067505555992"
"No, never","2011","no degree/no degree yet","138","0.687346362040365","0.62650271729768","0.748190006783051"
"Yes, every week","2011","lower secondary degree","205","0.0634071020463663","0.0552230166626176","0.0715911874301149"
"Yes, every week","2011","secondary school degree","321","0.0562230590783868","0.0503060272228157","0.062140090933958"
"Yes, every week","2011","college entrance qualification","533","0.0949762142470403","0.0872448046851887","0.102707623808892"
"Yes, every week","2011","Other degree","69","0.0612493296895363","0.0462212162813275","0.0762774430977451"
"Yes, every week","2011","no degree/no degree yet","27","","",""
"Yes, every 2 weeks","2011","lower secondary degree","308","0.0880023949409982","0.0784882477971896","0.0975165420848068"
"Yes, every 2 weeks","2011","secondary school degree","630","0.100025445715089","0.0923184990532835","0.107732392376894"
"Yes, every 2 weeks","2011","college entrance qualification","488","0.0923566104042439","0.0847215430383645","0.0999916777701232"
"Yes, every 2 weeks","2011","Other degree","115","0.11631429453006","0.0962213250747599","0.13640726398536"
"Yes, every 2 weeks","2011","no degree/no degree yet","19","","",""
"Yes, every 3-4 weeks","2011","lower secondary degree","175","0.0444217035051383","0.0375024934951122","0.0513409135151644"
"Yes, every 3-4 weeks","2011","secondary school degree","331","0.0516998225646046","0.0460122174947326","0.0573874276344765"
"Yes, every 3-4 weeks","2011","college entrance qualification","359","0.0598458982625824","0.053590744734262","0.0661010517909027"
"Yes, every 3-4 weeks","2011","Other degree","57","0.0588036589373694","0.0440594677505015","0.0735478501242374"
"Yes, every 3-4 weeks","2011","no degree/no degree yet","13","","",""
"Rarely","2011","lower secondary degree","441","0.132213094745259","0.120837619467975","0.143588570022542"
"Rarely","2011","secondary school degree","931","0.173643416870252","0.163913146731623","0.183373687008881"
"Rarely","2011","college entrance qualification","1203","0.2312754647106","0.220156319331787","0.242394610089414"
"Rarely","2011","Other degree","116","0.108352102354598","0.0888718746180003","0.127832330091196"
"Rarely","2011","no degree/no degree yet","26","","",""
"No, never","2012","lower secondary degree","641","0.670342483473522","0.640543667499576","0.700141299447468"
"No, never","2012","secondary school degree","1168","0.654670375442132","0.632783818231784","0.67655693265248"
"No, never","2012","college entrance qualification","970","0.570209240233791","0.547054948670125","0.593363531797457"
"No, never","2012","Other degree","282","0.651528764051404","0.607504500576854","0.695553027525955"
"No, never","2012","no degree/no degree yet","50","0.490501910740255","0.393007653333259","0.587996168147251"
"Yes, every week","2012","lower secondary degree","62","0.0750640546109842","0.0583611891363166","0.0917669200856518"
"Yes, every week","2012","secondary school degree","105","0.0548379474753301","0.0443583905050017","0.0653175044456585"
"Yes, every week","2012","college entrance qualification","181","0.0913607924632419","0.0778847770040838","0.1048368079224"
"Yes, every week","2012","Other degree","26","","",""
"Yes, every week","2012","no degree/no degree yet","17","","",""
"Yes, every 2 weeks","2012","lower secondary degree","95","0.0934633640292142","0.0750118278484607","0.111914900209968"
"Yes, every 2 weeks","2012","secondary school degree","188","0.0963167263060161","0.0827364637205867","0.109896988891445"
"Yes, every 2 weeks","2012","college entrance qualification","168","0.0874249564780284","0.0742138911073925","0.100636021848664"
"Yes, every 2 weeks","2012","Other degree","53","0.132023444382848","0.100746712941192","0.163300175824503"
"Yes, every 2 weeks","2012","no degree/no degree yet","13","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","46","0.0521412937414304","0.038048994777741","0.0662335927051197"
"Yes, every 3-4 weeks","2012","secondary school degree","104","0.0560249672360587","0.045439250987967","0.0666106834841503"
"Yes, every 3-4 weeks","2012","college entrance qualification","112","0.0614620474268086","0.050228542849957","0.0726955520036601"
"Yes, every 3-4 weeks","2012","Other degree","30","0.0620339184469515","0.0397470007930288","0.0843208361008742"
"Yes, every 3-4 weeks","2012","no degree/no degree yet","9","","",""
"Rarely","2012","lower secondary degree","112","0.108988804144849","0.0892349578972709","0.128742650392428"
"Rarely","2012","secondary school degree","248","0.138149983540463","0.122266693926072","0.154033273154855"
"Rarely","2012","college entrance qualification","325","0.18954296339813","0.171211182115429","0.207874744680831"
"Rarely","2012","Other degree","59","0.107169518328521","0.0785895345496048","0.135749502107437"
"Rarely","2012","no degree/no degree yet","12","","",""
"No, never","2013","lower secondary degree","1983","0.651632028415765","0.634709129374392","0.668554927457139"
"No, never","2013","secondary school degree","3382","0.619358029039537","0.60640531213635","0.632310745942724"
"No, never","2013","college entrance qualification","2955","0.536192526878748","0.522773079049667","0.54961197470783"
"No, never","2013","Other degree","570","0.616249849870738","0.584443589111911","0.648056110629565"
"No, never","2013","no degree/no degree yet","129","0.600483147256259","0.535314877921603","0.665651416590916"
"Yes, every week","2013","lower secondary degree","173","0.0528270725076503","0.0448820093690579","0.0607721356462428"
"Yes, every week","2013","secondary school degree","218","0.0375278121617539","0.0324578774309504","0.0425977468925574"
"Yes, every week","2013","college entrance qualification","492","0.0846270418786454","0.0771374351090678","0.0921166486482229"
"Yes, every week","2013","Other degree","68","0.0814990978962325","0.0636043280497652","0.0993938677426997"
"Yes, every week","2013","no degree/no degree yet","29","","",""
"Yes, every 2 weeks","2013","lower secondary degree","315","0.100193562129631","0.0895288558437852","0.110858268415476"
"Yes, every 2 weeks","2013","secondary school degree","576","0.10001187681302","0.0920084527501278","0.108015300875911"
"Yes, every 2 weeks","2013","college entrance qualification","434","0.0916414532232948","0.0838775514163213","0.0994053550302684"
"Yes, every 2 weeks","2013","Other degree","102","0.105955495918981","0.0858251500928006","0.126085841745161"
"Yes, every 2 weeks","2013","no degree/no degree yet","25","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","122","0.0397381833392315","0.0327998800940393","0.0466764865844236"
"Yes, every 3-4 weeks","2013","secondary school degree","290","0.0502530088469106","0.044425047684128","0.0560809700096933"
"Yes, every 3-4 weeks","2013","college entrance qualification","311","0.068616321265274","0.0618135882958699","0.0754190542346782"
"Yes, every 3-4 weeks","2013","Other degree","44","0.0486896528637604","0.0346133250573549","0.0627659806701659"
"Yes, every 3-4 weeks","2013","no degree/no degree yet","15","","",""
"Rarely","2013","lower secondary degree","452","0.155609153607722","0.1427342563768","0.168484050838644"
"Rarely","2013","secondary school degree","932","0.192849273138779","0.182324373211625","0.203374173065932"
"Rarely","2013","college entrance qualification","1113","0.218922656754037","0.207795152421392","0.230050161086683"
"Rarely","2013","Other degree","114","0.147605903450288","0.124406223002648","0.170805583897929"
"Rarely","2013","no degree/no degree yet","19","","",""
"No, never","2014","lower secondary degree","","","",""
"No, never","2014","secondary school degree","","","",""
"No, never","2014","college entrance qualification","","","",""
"No, never","2014","Other degree","","","",""
"No, never","2014","no degree/no degree yet","","","",""
"Yes, every week","2014","lower secondary degree","","","",""
"Yes, every week","2014","secondary school degree","","","",""
"Yes, every week","2014","college entrance qualification","","","",""
"Yes, every week","2014","Other degree","","","",""
"Yes, every week","2014","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","secondary school degree","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","Other degree","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","Other degree","","","",""
"Yes, every 3-4 weeks","2014","no degree/no degree yet","","","",""
"Rarely","2014","lower secondary degree","","","",""
"Rarely","2014","secondary school degree","","","",""
"Rarely","2014","college entrance qualification","","","",""
"Rarely","2014","Other degree","","","",""
"Rarely","2014","no degree/no degree yet","","","",""
"No, never","2015","lower secondary degree","1737","0.654268016838431","0.636261557771989","0.672274475904874"
"No, never","2015","secondary school degree","3061","0.627519939881783","0.613844304360783","0.641195575402782"
"No, never","2015","college entrance qualification","2754","0.524808746056161","0.511021815941552","0.538595676170769"
"No, never","2015","Other degree","1118","0.593203268311828","0.570298794908879","0.616107741714777"
"No, never","2015","no degree/no degree yet","149","0.618559276965767","0.556455451775213","0.68066310215632"
"Yes, every week","2015","lower secondary degree","165","0.0579642691143865","0.0491172989249142","0.0668112393038587"
"Yes, every week","2015","secondary school degree","220","0.0425683564025993","0.0368577849810893","0.0482789278241093"
"Yes, every week","2015","college entrance qualification","433","0.0855616426176546","0.0778392905592776","0.0932839946760317"
"Yes, every week","2015","Other degree","136","0.0811753255262882","0.0684415215399334","0.093909129512643"
"Yes, every week","2015","no degree/no degree yet","22","","",""
"Yes, every 2 weeks","2015","lower secondary degree","280","0.101427645063974","0.0899979303195257","0.112857359808423"
"Yes, every 2 weeks","2015","secondary school degree","504","0.098649358278594","0.0902145297858311","0.107084186771357"
"Yes, every 2 weeks","2015","college entrance qualification","431","0.0959589849867291","0.0878275028424835","0.104090467130975"
"Yes, every 2 weeks","2015","Other degree","207","0.128240955055448","0.112651123629062","0.143830786481834"
"Yes, every 2 weeks","2015","no degree/no degree yet","31","0.122155554596802","0.0802878113204527","0.164023297873151"
"Yes, every 3-4 weeks","2015","lower secondary degree","113","0.0396259052593752","0.0322402248539566","0.0470115856647939"
"Yes, every 3-4 weeks","2015","secondary school degree","241","0.0530522212656685","0.0467121076728438","0.0593923348584931"
"Yes, every 3-4 weeks","2015","college entrance qualification","320","0.0670668525854734","0.0601610835759183","0.0739726215950286"
"Yes, every 3-4 weeks","2015","Other degree","105","0.0730208067708626","0.0608900436347341","0.085151569906991"
"Yes, every 3-4 weeks","2015","no degree/no degree yet","9","","",""
"Rarely","2015","lower secondary degree","385","0.146714163723833","0.133318507806783","0.160109819640882"
"Rarely","2015","secondary school degree","775","0.178210124171356","0.167385101421565","0.189035146921147"
"Rarely","2015","college entrance qualification","1102","0.226603773753982","0.215046180236973","0.238161367270991"
"Rarely","2015","Other degree","201","0.124359644335573","0.108973406679622","0.139745881991525"
"Rarely","2015","no degree/no degree yet","24","","",""
"No, never","2016","lower secondary degree","","","",""
"No, never","2016","secondary school degree","","","",""
"No, never","2016","college entrance qualification","","","",""
"No, never","2016","Other degree","","","",""
"No, never","2016","no degree/no degree yet","","","",""
"Yes, every week","2016","lower secondary degree","","","",""
"Yes, every week","2016","secondary school degree","","","",""
"Yes, every week","2016","college entrance qualification","","","",""
"Yes, every week","2016","Other degree","","","",""
"Yes, every week","2016","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","secondary school degree","","","",""
"Yes, every 2 weeks","2016","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","Other degree","","","",""
"Yes, every 2 weeks","2016","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","Other degree","","","",""
"Yes, every 3-4 weeks","2016","no degree/no degree yet","","","",""
"Rarely","2016","lower secondary degree","","","",""
"Rarely","2016","secondary school degree","","","",""
"Rarely","2016","college entrance qualification","","","",""
"Rarely","2016","Other degree","","","",""
"Rarely","2016","no degree/no degree yet","","","",""
"No, never","2017","lower secondary degree","1851","0.665434057769917","0.647840607185685","0.68302750835415"
"No, never","2017","secondary school degree","3373","0.649298619301845","0.636278522362188","0.662318716241502"
"No, never","2017","college entrance qualification","3333","0.580560919220202","0.567801713918061","0.593320124522342"
"No, never","2017","Other degree","1339","0.625375100134336","0.604256937860176","0.646493262408496"
"No, never","2017","no degree/no degree yet","187","0.617322477204069","0.562505240202248","0.672139714205891"
"Yes, every week","2017","lower secondary degree","154","0.0553026672501313","0.0467799705749012","0.0638253639253614"
"Yes, every week","2017","secondary school degree","248","0.044424287201595","0.0388026084317161","0.0500459659714738"
"Yes, every week","2017","college entrance qualification","507","0.0840853028529801","0.0769097917540893","0.0912608139518709"
"Yes, every week","2017","Other degree","140","0.0841953969588749","0.0720801270064311","0.0963106669113187"
"Yes, every week","2017","no degree/no degree yet","32","0.108545456242353","0.073462187904154","0.143628724580552"
"Yes, every 2 weeks","2017","lower secondary degree","266","0.0952461664294212","0.0843003889010931","0.106191943957749"
"Yes, every 2 weeks","2017","secondary school degree","537","0.101595804851585","0.0933525825225459","0.109839027180625"
"Yes, every 2 weeks","2017","college entrance qualification","484","0.08591599876775","0.0786700483885808","0.0931619491469193"
"Yes, every 2 weeks","2017","Other degree","233","0.10987170371889","0.0962272314483141","0.123516175989467"
"Yes, every 2 weeks","2017","no degree/no degree yet","38","0.109857732030602","0.0745890162772823","0.145126447783922"
"Yes, every 3-4 weeks","2017","lower secondary degree","152","0.0511024363535264","0.0428915863714522","0.0593132863356006"
"Yes, every 3-4 weeks","2017","secondary school degree","298","0.0540821972267703","0.0479108909072115","0.0602535035463291"
"Yes, every 3-4 weeks","2017","college entrance qualification","431","0.0668863979869467","0.0604268601776158","0.0733459357962777"
"Yes, every 3-4 weeks","2017","Other degree","107","0.0609654703590267","0.0505261973472247","0.0714047433708287"
"Yes, every 3-4 weeks","2017","no degree/no degree yet","20","","",""
"Rarely","2017","lower secondary degree","340","0.132914672197004","0.120256382533115","0.145572961860892"
"Rarely","2017","secondary school degree","704","0.150599091418204","0.140840418169891","0.160357764666518"
"Rarely","2017","college entrance qualification","991","0.182551381172121","0.172563161760421","0.192539600583822"
"Rarely","2017","Other degree","199","0.119592328828872","0.105435007786476","0.133749649871268"
"Rarely","2017","no degree/no degree yet","25","","",""
"No, never","2018","lower secondary degree","","","",""
"No, never","2018","secondary school degree","","","",""
"No, never","2018","college entrance qualification","","","",""
"No, never","2018","Other degree","","","",""
"No, never","2018","no degree/no degree yet","","","",""
"Yes, every week","2018","lower secondary degree","","","",""
"Yes, every week","2018","secondary school degree","","","",""
"Yes, every week","2018","college entrance qualification","","","",""
"Yes, every week","2018","Other degree","","","",""
"Yes, every week","2018","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","secondary school degree","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","Other degree","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","Other degree","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","","","",""
"Rarely","2018","lower secondary degree","","","",""
"Rarely","2018","secondary school degree","","","",""
"Rarely","2018","college entrance qualification","","","",""
"Rarely","2018","Other degree","","","",""
"Rarely","2018","no degree/no degree yet","","","",""
"No, never","2019","lower secondary degree","1598","0.669646683665526","0.650876365423189","0.688417001907863"
"No, never","2019","secondary school degree","3340","0.671037820592736","0.658174661519344","0.683900979666129"
"No, never","2019","college entrance qualification","3530","0.575507704354784","0.563425759329249","0.587589649380318"
"No, never","2019","Other degree","1096","0.633413054472927","0.610472957875844","0.65635315107001"
"No, never","2019","no degree/no degree yet","169","0.670187398416785","0.613688624392289","0.72668617244128"
"Yes, every week","2019","lower secondary degree","156","0.0610286619948381","0.0514753814543181","0.0705819425353581"
"Yes, every week","2019","secondary school degree","277","0.0465829661001594","0.0408132269568387","0.0523527052434801"
"Yes, every week","2019","college entrance qualification","574","0.0783207282337528","0.0717531591946552","0.0848882972728504"
"Yes, every week","2019","Other degree","106","0.073678949771791","0.0612419473246789","0.0861159522189032"
"Yes, every week","2019","no degree/no degree yet","24","","",""
"Yes, every 2 weeks","2019","lower secondary degree","227","0.0934102282010015","0.0817967565718243","0.105023699830179"
"Yes, every 2 weeks","2019","secondary school degree","517","0.0953724283334948","0.0873307353864529","0.103414121280537"
"Yes, every 2 weeks","2019","college entrance qualification","560","0.0841571268786049","0.0773708384590429","0.0909434152981669"
"Yes, every 2 weeks","2019","Other degree","204","0.124510625909677","0.108792821231326","0.140228430588029"
"Yes, every 2 weeks","2019","no degree/no degree yet","38","0.102187392910638","0.0657876109608322","0.138587174860443"
"Yes, every 3-4 weeks","2019","lower secondary degree","116","0.0545342574772427","0.0454724039070331","0.0635961110474524"
