"plb0219","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"No, never","2010","35-65 y.","West Germany","1470","0.583268383714798","0.564303150387117","0.602233617042478"
"No, never","2010","35-65 y.","East Germany","271","0.553505083666726","0.510103868520385","0.596906298813067"
"No, never","2010","66 and older","West Germany","1","","",""
"No, never","2010","66 and older","East Germany","","","",""
"Yes, every week","2010","16-34 y.","West Germany","86","0.0685768862159414","0.0536821466526828","0.0834716257792001"
"Yes, every week","2010","16-34 y.","East Germany","22","","",""
"Yes, every week","2010","35-65 y.","West Germany","180","0.0620695355058472","0.0527879896267504","0.0713510813849439"
"Yes, every week","2010","35-65 y.","East Germany","31","0.0602960204285979","0.0395147219296884","0.0810773189275073"
"Yes, every week","2010","66 and older","West Germany","","","",""
"Yes, every week","2010","66 and older","East Germany","","","",""
"Yes, every 2 weeks","2010","16-34 y.","West Germany","147","0.144146365675562","0.123446280822974","0.16484645052815"
"Yes, every 2 weeks","2010","16-34 y.","East Germany","40","0.131654535175423","0.0941969216457596","0.169112148705086"
"Yes, every 2 weeks","2010","35-65 y.","West Germany","269","0.0965456122015098","0.0851846495250991","0.107906574877921"
"Yes, every 2 weeks","2010","35-65 y.","East Germany","55","0.102200140155712","0.0757548500793986","0.128645430232026"
"Yes, every 2 weeks","2010","66 and older","West Germany","","","",""
"Yes, every 2 weeks","2010","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","West Germany","55","0.0498288162945454","0.0370051638083588","0.062652468780732"
"Yes, every 3-4 weeks","2010","16-34 y.","East Germany","21","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","West Germany","174","0.0682314656435056","0.0585321271197124","0.0779308041672988"
"Yes, every 3-4 weeks","2010","35-65 y.","East Germany","45","0.0963189603682794","0.0705618996872563","0.122076021049303"
"Yes, every 3-4 weeks","2010","66 and older","West Germany","","","",""
"Yes, every 3-4 weeks","2010","66 and older","East Germany","","","",""
"Rarely","2010","16-34 y.","West Germany","179","0.158682675717404","0.137149147142299","0.18021620429251"
"Rarely","2010","16-34 y.","East Germany","64","0.192775414857324","0.149073654049038","0.236477175665611"
"Rarely","2010","35-65 y.","West Germany","503","0.18988500293434","0.174797602545517","0.204972403323163"
"Rarely","2010","35-65 y.","East Germany","102","0.187679795380685","0.153591505751555","0.221768085009814"
"Rarely","2010","66 and older","West Germany","1","","",""
"Rarely","2010","66 and older","East Germany","","","",""
"No, never","2011","16-34 y.","West Germany","2035","0.647151805120149","0.63040310202658","0.663900508213719"
"No, never","2011","16-34 y.","East Germany","552","0.576974434110836","0.545492303575784","0.608456564645887"
"No, never","2011","35-65 y.","West Germany","5802","0.6007091020065","0.590948721283387","0.610469482729612"
"No, never","2011","35-65 y.","East Germany","1408","0.559877497305097","0.540449965967672","0.579305028642523"
"No, never","2011","66 and older","West Germany","112","0.565699385194389","0.496307588756604","0.635091181632174"
"No, never","2011","66 and older","East Germany","11","","",""
"Yes, every week","2011","16-34 y.","West Germany","194","0.0602737874567015","0.0519321931880771","0.0686153817253258"
"Yes, every week","2011","16-34 y.","East Germany","59","0.0738384418990646","0.0571741386460126","0.0905027451521166"
"Yes, every week","2011","35-65 y.","West Germany","729","0.0734337633270786","0.0682352869447126","0.0786322397094445"
"Yes, every week","2011","35-65 y.","East Germany","187","0.0673907468630766","0.0575792714529108","0.0772022222732425"
"Yes, every week","2011","66 and older","West Germany","22","","",""
"Yes, every week","2011","66 and older","East Germany","","","",""
"Yes, every 2 weeks","2011","16-34 y.","West Germany","307","0.0945559149612449","0.0843003563949116","0.104811473527578"
"Yes, every 2 weeks","2011","16-34 y.","East Germany","125","0.129918389036784","0.108493537004891","0.151343241068676"
"Yes, every 2 weeks","2011","35-65 y.","West Germany","889","0.0914746855173474","0.0857294355892917","0.0972199354454032"
"Yes, every 2 weeks","2011","35-65 y.","East Germany","273","0.110472878937801","0.0982043707275174","0.122741387148085"
"Yes, every 2 weeks","2011","66 and older","West Germany","17","","",""
"Yes, every 2 weeks","2011","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","West Germany","159","0.0465903659237487","0.0392032999252682","0.0539774319222292"
"Yes, every 3-4 weeks","2011","16-34 y.","East Germany","63","0.0571873486172943","0.0423906371751684","0.0719840600594202"
"Yes, every 3-4 weeks","2011","35-65 y.","West Germany","549","0.0537776763752069","0.049282077450339","0.0582732753000748"
"Yes, every 3-4 weeks","2011","35-65 y.","East Germany","184","0.062403337951845","0.0529366892415164","0.0718699866621736"
"Yes, every 3-4 weeks","2011","66 and older","West Germany","5","","",""
"Yes, every 3-4 weeks","2011","66 and older","East Germany","2","","",""
"Rarely","2011","16-34 y.","West Germany","432","0.151428126538155","0.138864016209788","0.163992236866522"
"Rarely","2011","16-34 y.","East Germany","147","0.162081386336022","0.138597497648454","0.185565275023589"
"Rarely","2011","35-65 y.","West Germany","1703","0.180604772773867","0.172938199804059","0.188271345743676"
"Rarely","2011","35-65 y.","East Germany","456","0.19985553894218","0.184205096448515","0.215505981435845"
"Rarely","2011","66 and older","West Germany","40","0.182649051539266","0.128557050030588","0.236741053047944"
"Rarely","2011","66 and older","East Germany","6","","",""
"No, never","2012","16-34 y.","West Germany","614","0.665368122162488","0.63531512767082","0.695421116654156"
"No, never","2012","16-34 y.","East Germany","177","0.641406134037163","0.584411808106152","0.698400459968174"
"No, never","2012","35-65 y.","West Germany","1991","0.624646748625649","0.608073230193142","0.641220267058156"
"No, never","2012","35-65 y.","East Germany","387","0.582330502099297","0.544533237899221","0.620127766299374"
"No, never","2012","66 and older","West Germany","2","","",""
"No, never","2012","66 and older","East Germany","","","",""
"Yes, every week","2012","16-34 y.","West Germany","66","0.0692971408008034","0.0531224389675259","0.0854718426340808"
"Yes, every week","2012","16-34 y.","East Germany","15","","",""
"Yes, every week","2012","35-65 y.","West Germany","264","0.0741791755906138","0.0652093942459489","0.0831489569352787"
"Yes, every week","2012","35-65 y.","East Germany","50","0.0757775563471107","0.0554952298165425","0.0960598828776789"
"Yes, every week","2012","66 and older","West Germany","","","",""
"Yes, every week","2012","66 and older","East Germany","","","",""
"Yes, every 2 weeks","2012","16-34 y.","West Germany","98","0.105825957856112","0.0862338918787732","0.125418023833451"
"Yes, every 2 weeks","2012","16-34 y.","East Germany","24","","",""
"Yes, every 2 weeks","2012","35-65 y.","West Germany","328","0.0941521983513396","0.0841563367962009","0.104148059906478"
"Yes, every 2 weeks","2012","35-65 y.","East Germany","76","0.115894279556819","0.0913617507656379","0.140426808347999"
"Yes, every 2 weeks","2012","66 and older","West Germany","","","",""
"Yes, every 2 weeks","2012","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","West Germany","50","0.0519429133745774","0.0378092905199856","0.0660765362291692"
"Yes, every 3-4 weeks","2012","16-34 y.","East Germany","19","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","West Germany","189","0.0576041722003113","0.0496293496170332","0.0655789947835893"
"Yes, every 3-4 weeks","2012","35-65 y.","East Germany","42","0.0613223251930734","0.0429346523441219","0.079709998042025"
"Yes, every 3-4 weeks","2012","66 and older","West Germany","1","","",""
"Yes, every 3-4 weeks","2012","66 and older","East Germany","","","",""
"Rarely","2012","16-34 y.","West Germany","119","0.107565865806019","0.0878326245001635","0.127299107111874"
"Rarely","2012","16-34 y.","East Germany","37","0.138650268303766","0.0975813033569765","0.179719233250556"
"Rarely","2012","35-65 y.","West Germany","507","0.149417705232086","0.137215548950443","0.16161986151373"
"Rarely","2012","35-65 y.","East Germany","99","0.1646753368037","0.136250292571309","0.19310038103609"
"Rarely","2012","66 and older","West Germany","","","",""
"Rarely","2012","66 and older","East Germany","","","",""
"No, never","2013","16-34 y.","West Germany","1836","0.645888927429315","0.628200133912789","0.663577720945841"
"No, never","2013","16-34 y.","East Germany","471","0.558447304345627","0.52368789169157","0.593206716999684"
"No, never","2013","35-65 y.","West Germany","5453","0.591298344622184","0.581146605887384","0.601450083356983"
"No, never","2013","35-65 y.","East Germany","1378","0.548740758240898","0.528967706593952","0.568513809887844"
"No, never","2013","66 and older","West Germany","154","0.664959999406934","0.605614055032002","0.724305943781866"
"No, never","2013","66 and older","East Germany","20","","",""
"Yes, every week","2013","16-34 y.","West Germany","174","0.0506848390282374","0.0425716091104442","0.0587980689460305"
"Yes, every week","2013","16-34 y.","East Germany","43","0.0541412227648848","0.0383007828382012","0.0699816626915684"
"Yes, every week","2013","35-65 y.","West Germany","604","0.0644648845988324","0.0593935116031451","0.0695362575945197"
"Yes, every week","2013","35-65 y.","East Germany","167","0.0624737070167432","0.0528571988885652","0.0720902151449211"
"Yes, every week","2013","66 and older","West Germany","17","","",""
"Yes, every week","2013","66 and older","East Germany","3","","",""
"Yes, every 2 weeks","2013","16-34 y.","West Germany","289","0.0946183940592272","0.0837927645718744","0.10544402354658"
"Yes, every 2 weeks","2013","16-34 y.","East Germany","106","0.154011214079099","0.128744513429619","0.17927791472858"
"Yes, every 2 weeks","2013","35-65 y.","West Germany","829","0.0926720971406388","0.0866839766394321","0.0986602176418455"
"Yes, every 2 weeks","2013","35-65 y.","East Germany","264","0.107324343269907","0.0950252526263178","0.119623433913497"
"Yes, every 2 weeks","2013","66 and older","West Germany","11","","",""
"Yes, every 2 weeks","2013","66 and older","East Germany","1","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","West Germany","146","0.0489735125496979","0.0409912414628445","0.0569557836365513"
"Yes, every 3-4 weeks","2013","16-34 y.","East Germany","55","0.0738596328517738","0.0555520065523055","0.092167259151242"
"Yes, every 3-4 weeks","2013","35-65 y.","West Germany","456","0.0550970745491236","0.0503852211567329","0.0598089279415142"
"Yes, every 3-4 weeks","2013","35-65 y.","East Germany","136","0.0573191159387894","0.0480825799127691","0.0665556519648096"
"Yes, every 3-4 weeks","2013","66 and older","West Germany","6","","",""
"Yes, every 3-4 weeks","2013","66 and older","East Germany","3","","",""
"Rarely","2013","16-34 y.","West Germany","363","0.159834326933523","0.146280340884321","0.173388312982724"
"Rarely","2013","16-34 y.","East Germany","109","0.159540625958615","0.133908533071059","0.185172718846171"
"Rarely","2013","35-65 y.","West Germany","1666","0.196467599089222","0.188262552185702","0.204672645992742"
"Rarely","2013","35-65 y.","East Germany","488","0.224142075533662","0.207571796136425","0.240712354930899"
"Rarely","2013","66 and older","West Germany","55","0.187002344504143","0.137977849748814","0.236026839259473"
"Rarely","2013","66 and older","East Germany","6","","",""
"No, never","2014","16-34 y.","West Germany","","","",""
"No, never","2014","16-34 y.","East Germany","","","",""
"No, never","2014","35-65 y.","West Germany","","","",""
"No, never","2014","35-65 y.","East Germany","","","",""
"No, never","2014","66 and older","West Germany","","","",""
"No, never","2014","66 and older","East Germany","","","",""
"Yes, every week","2014","16-34 y.","West Germany","","","",""
"Yes, every week","2014","16-34 y.","East Germany","","","",""
"Yes, every week","2014","35-65 y.","West Germany","","","",""
"Yes, every week","2014","35-65 y.","East Germany","","","",""
"Yes, every week","2014","66 and older","West Germany","","","",""
"Yes, every week","2014","66 and older","East Germany","","","",""
"Yes, every 2 weeks","2014","16-34 y.","West Germany","","","",""
"Yes, every 2 weeks","2014","16-34 y.","East Germany","","","",""
"Yes, every 2 weeks","2014","35-65 y.","West Germany","","","",""
"Yes, every 2 weeks","2014","35-65 y.","East Germany","","","",""
"Yes, every 2 weeks","2014","66 and older","West Germany","","","",""
"Yes, every 2 weeks","2014","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","West Germany","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","East Germany","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","West Germany","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","East Germany","","","",""
"Yes, every 3-4 weeks","2014","66 and older","West Germany","","","",""
"Yes, every 3-4 weeks","2014","66 and older","East Germany","","","",""
"Rarely","2014","16-34 y.","West Germany","","","",""
"Rarely","2014","16-34 y.","East Germany","","","",""
"Rarely","2014","35-65 y.","West Germany","","","",""
"Rarely","2014","35-65 y.","East Germany","","","",""
"Rarely","2014","66 and older","West Germany","","","",""
"Rarely","2014","66 and older","East Germany","","","",""
"No, never","2015","16-34 y.","West Germany","1916","0.609467982569839","0.591939860146772","0.626996104992906"
"No, never","2015","16-34 y.","East Germany","396","0.592213047225799","0.554806555755699","0.6296195386959"
"No, never","2015","35-65 y.","West Germany","5404","0.590583651710589","0.580392347247398","0.60077495617378"
"No, never","2015","35-65 y.","East Germany","1284","0.574744606559196","0.554081393973374","0.595407819145018"
"No, never","2015","66 and older","West Germany","170","0.680669354068156","0.625161831500829","0.736176876635484"
"No, never","2015","66 and older","East Germany","28","","",""
"Yes, every week","2015","16-34 y.","West Germany","199","0.0684888300089861","0.0594140619303337","0.0775635980876385"
"Yes, every week","2015","16-34 y.","East Germany","41","0.0380877380977022","0.0235180032447598","0.0526574729506447"
"Yes, every week","2015","35-65 y.","West Germany","606","0.0641121714364465","0.0590353882265105","0.0691889546463824"
"Yes, every week","2015","35-65 y.","East Germany","148","0.0641989588408309","0.053954447895276","0.0744434697863859"
"Yes, every week","2015","66 and older","West Germany","25","","",""
"Yes, every week","2015","66 and older","East Germany","1","","",""
"Yes, every 2 weeks","2015","16-34 y.","West Germany","337","0.108069074407872","0.0969146297100698","0.119223519105673"
"Yes, every 2 weeks","2015","16-34 y.","East Germany","91","0.177104368875718","0.14804552427624","0.206163213475196"
"Yes, every 2 weeks","2015","35-65 y.","West Germany","833","0.094843535558001","0.0887709705610314","0.100916100554971"
"Yes, every 2 weeks","2015","35-65 y.","East Germany","242","0.107926999497269","0.0949581716416058","0.120895827352932"
"Yes, every 2 weeks","2015","66 and older","West Germany","8","","",""
"Yes, every 2 weeks","2015","66 and older","East Germany","2","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","West Germany","147","0.0597858769278451","0.0512677459292086","0.0683040079264817"
"Yes, every 3-4 weeks","2015","16-34 y.","East Germany","48","0.0587982592281407","0.0408915854400248","0.0767049330162566"
"Yes, every 3-4 weeks","2015","35-65 y.","West Germany","465","0.0555757890609625","0.0508275470043275","0.0603240311175975"
"Yes, every 3-4 weeks","2015","35-65 y.","East Germany","135","0.0696206031662693","0.0589832296459037","0.0802579766866349"
"Yes, every 3-4 weeks","2015","66 and older","West Germany","10","","",""
"Yes, every 3-4 weeks","2015","66 and older","East Germany","4","","",""
"Rarely","2015","16-34 y.","West Germany","377","0.154188236085458","0.141213632183919","0.167162839986996"
"Rarely","2015","16-34 y.","East Germany","87","0.13379658657264","0.107883222954399","0.15970995019088"
"Rarely","2015","35-65 y.","West Germany","1635","0.194884852234001","0.186675204611623","0.203094499856378"
"Rarely","2015","35-65 y.","East Germany","390","0.183508831936434","0.167330277763788","0.199687386109081"
"Rarely","2015","66 and older","West Germany","58","0.189294049319098","0.142653505367812","0.235934593270385"
"Rarely","2015","66 and older","East Germany","9","","",""
"No, never","2016","16-34 y.","West Germany","","","",""
"No, never","2016","16-34 y.","East Germany","","","",""
"No, never","2016","35-65 y.","West Germany","","","",""
"No, never","2016","35-65 y.","East Germany","","","",""
"No, never","2016","66 and older","West Germany","","","",""
"No, never","2016","66 and older","East Germany","","","",""
"Yes, every week","2016","16-34 y.","West Germany","","","",""
"Yes, every week","2016","16-34 y.","East Germany","","","",""
"Yes, every week","2016","35-65 y.","West Germany","","","",""
"Yes, every week","2016","35-65 y.","East Germany","","","",""
"Yes, every week","2016","66 and older","West Germany","","","",""
"Yes, every week","2016","66 and older","East Germany","","","",""
"Yes, every 2 weeks","2016","16-34 y.","West Germany","","","",""
"Yes, every 2 weeks","2016","16-34 y.","East Germany","","","",""
"Yes, every 2 weeks","2016","35-65 y.","West Germany","","","",""
"Yes, every 2 weeks","2016","35-65 y.","East Germany","","","",""
"Yes, every 2 weeks","2016","66 and older","West Germany","","","",""
"Yes, every 2 weeks","2016","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","West Germany","","","",""
