"plb0219","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","Not Employed","1-pers.-HH","14","","","","1"
"No, never","2005","Not Employed","(Married) couple without C. ","25","","","","1"
"No, never","2005","Not Employed","Single parent ","16","","","","1"
"No, never","2005","Not Employed","Couple + C. LE 16 ","23","","","","1"
"No, never","2005","Not Employed","Couple + C. GT 16 ","24","","","","1"
"No, never","2005","Not Employed","Couple + C. LE and GT 16","19","","","","1"
"No, never","2005","Employed","1-pers.-HH","727","0.574998630355822","0.54788540321925","0.602111857492394","1"
"No, never","2005","Employed","(Married) couple without C. ","1880","0.633980980189535","0.616603777941714","0.651358182437356","1"
"No, never","2005","Employed","Single parent ","348","0.624336300902864","0.583788554600754","0.664884047204974","1"
"No, never","2005","Employed","Couple + C. LE 16 ","1562","0.58723817500474","0.568353846038736","0.606122503970744","1"
"No, never","2005","Employed","Couple + C. GT 16 ","1410","0.66793623446146","0.647959366575329","0.687913102347591","1"
"No, never","2005","Employed","Couple + C. LE and GT 16","616","0.622520023917534","0.59224715377701","0.652792894058058","1"
"Rarely","2005","Not Employed","Couple + C. GT 16 ","2","","","","5"
"Rarely","2005","Not Employed","(Married) couple without C. ","3","","","","5"
"Rarely","2005","Not Employed","1-pers.-HH","3","","","","5"
"Rarely","2005","Not Employed","Couple + C. LE 16 ","2","","","","5"
"Rarely","2005","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Rarely","2005","Not Employed","Single parent ","1","","","","5"
"Rarely","2005","Employed","1-pers.-HH","253","0.191961771129468","0.170360666000617","0.213562876258319","5"
"Rarely","2005","Employed","(Married) couple without C. ","540","0.171402037237734","0.15780733077278","0.184996743702689","5"
"Rarely","2005","Employed","Single parent ","84","0.146366848466154","0.116772089368825","0.175961607563484","5"
"Rarely","2005","Employed","Couple + C. LE 16 ","516","0.188864770796054","0.173851795667722","0.203877745924387","5"
"Rarely","2005","Employed","Couple + C. GT 16 ","356","0.159541729927299","0.144009122096955","0.175074337757643","5"
"Rarely","2005","Employed","Couple + C. LE and GT 16","161","0.156363586015792","0.13368189420086","0.179045277830724","5"
"Yes, every 2 weeks","2005","Not Employed","1-pers.-HH","1","","","","3"
"Yes, every 2 weeks","2005","Not Employed","Couple + C. LE and GT 16","1","","","","3"
"Yes, every 2 weeks","2005","Not Employed","Single parent ","","","","","3"
"Yes, every 2 weeks","2005","Employed","Single parent ","63","0.121733452561849","0.0943570768749984","0.1491098282487","3"
"Yes, every 2 weeks","2005","Employed","Couple + C. LE 16 ","225","0.0989369760136169","0.0874844429215378","0.110389509105696","3"
"Yes, every 2 weeks","2005","Not Employed","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2005","Not Employed","Couple + C. LE 16 ","5","","","","3"
"Yes, every 2 weeks","2005","Not Employed","Couple + C. GT 16 ","2","","","","3"
"Yes, every 2 weeks","2005","Employed","1-pers.-HH","133","0.0891048205990393","0.073479193912513","0.104730447285566","3"
"Yes, every 2 weeks","2005","Employed","(Married) couple without C. ","231","0.0935719036674546","0.0830660988893118","0.104077708445597","3"
"Yes, every 2 weeks","2005","Employed","Couple + C. GT 16 ","145","0.0714121407706662","0.0604890214405305","0.0823352601008019","3"
"Yes, every 2 weeks","2005","Employed","Couple + C. LE and GT 16","85","0.0888933623598026","0.0711208326932731","0.106665892026332","3"
"Yes, every 3-4 weeks","2005","Not Employed","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2005","Not Employed","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2005","Not Employed","Couple + C. LE 16 ","2","","","","4"
"Yes, every 3-4 weeks","2005","Not Employed","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2005","Not Employed","Couple + C. GT 16 ","1","","","","4"
"Yes, every 3-4 weeks","2005","Not Employed","Couple + C. LE and GT 16","2","","","","4"
"Yes, every 3-4 weeks","2005","Employed","1-pers.-HH","79","0.0654181767452155","0.0518565894018392","0.0789797640885918","4"
"Yes, every 3-4 weeks","2005","Employed","(Married) couple without C. ","125","0.0472323090538","0.0395798147685587","0.0548848033390413","4"
"Yes, every 3-4 weeks","2005","Employed","Single parent ","31","0.0664206444893015","0.0455716567391783","0.0872696322394248","4"
"Yes, every 3-4 weeks","2005","Employed","Couple + C. LE 16 ","159","0.0639226640216037","0.0545399613671658","0.0733053666760416","4"
"Yes, every 3-4 weeks","2005","Employed","Couple + C. GT 16 ","107","0.051364779184769","0.042001424246231","0.060728134123307","4"
"Yes, every 3-4 weeks","2005","Employed","Couple + C. LE and GT 16","54","0.0517496326944128","0.0379157171057875","0.065583548283038","4"
"Yes, every week","2005","Not Employed","1-pers.-HH","2","","","","2"
"Yes, every week","2005","Not Employed","Single parent ","1","","","","2"
"Yes, every week","2005","Not Employed","Couple + C. LE 16 ","4","","","","2"
"Yes, every week","2005","Not Employed","(Married) couple without C. ","","","","","2"
"Yes, every week","2005","Not Employed","Couple + C. GT 16 ","3","","","","2"
"Yes, every week","2005","Not Employed","Couple + C. LE and GT 16","1","","","","2"
"Yes, every week","2005","Employed","(Married) couple without C. ","176","0.0538127698514759","0.0456728312515131","0.0619527084514387","2"
"Yes, every week","2005","Employed","Couple + C. LE 16 ","149","0.0610374141639855","0.0518547888845238","0.0702200394434473","2"
"Yes, every week","2005","Employed","1-pers.-HH","85","0.0785166011704549","0.0637637097546985","0.0932694925862113","2"
"Yes, every week","2005","Employed","Single parent ","22","","","","2"
"Yes, every week","2005","Employed","Couple + C. GT 16 ","117","0.0497451156558057","0.0405227055841109","0.0589675257275004","2"
"Yes, every week","2005","Employed","Couple + C. LE and GT 16","69","0.0804733950124593","0.06348555010813","0.0974612399167885","2"
"No, never","2006","Not Employed","Couple + C. LE and GT 16","","","","","1"
"No, never","2006","Employed","1-pers.-HH","","","","","1"
"No, never","2006","Not Employed","1-pers.-HH","","","","","1"
"No, never","2006","Not Employed","(Married) couple without C. ","","","","","1"
"No, never","2006","Not Employed","Single parent ","","","","","1"
"No, never","2006","Not Employed","Couple + C. LE 16 ","","","","","1"
"No, never","2006","Not Employed","Couple + C. GT 16 ","","","","","1"
"No, never","2006","Employed","(Married) couple without C. ","","","","","1"
"No, never","2006","Employed","Single parent ","","","","","1"
"No, never","2006","Employed","Couple + C. LE 16 ","","","","","1"
"No, never","2006","Employed","Couple + C. GT 16 ","","","","","1"
"No, never","2006","Employed","Couple + C. LE and GT 16","","","","","1"
"Rarely","2006","Not Employed","Couple + C. LE 16 ","","","","","5"
"Rarely","2006","Not Employed","1-pers.-HH","","","","","5"
"Rarely","2006","Not Employed","(Married) couple without C. ","","","","","5"
"Rarely","2006","Not Employed","Couple + C. GT 16 ","","","","","5"
"Rarely","2006","Not Employed","Single parent ","","","","","5"
"Rarely","2006","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2006","Employed","1-pers.-HH","","","","","5"
"Rarely","2006","Employed","(Married) couple without C. ","","","","","5"
"Rarely","2006","Employed","Single parent ","","","","","5"
"Rarely","2006","Employed","Couple + C. LE 16 ","","","","","5"
"Rarely","2006","Employed","Couple + C. GT 16 ","","","","","5"
"Rarely","2006","Employed","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2006","Not Employed","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2006","Not Employed","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2006","Not Employed","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2006","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2006","Employed","Single parent ","","","","","3"
"Yes, every 2 weeks","2006","Not Employed","Single parent ","","","","","3"
"Yes, every 2 weeks","2006","Not Employed","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2006","Employed","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2006","Employed","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2006","Employed","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2006","Employed","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2006","Employed","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2006","Not Employed","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2006","Not Employed","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2006","Not Employed","Single parent ","","","","","2"
"Yes, every week","2006","Not Employed","1-pers.-HH","","","","","2"
"Yes, every week","2006","Not Employed","(Married) couple without C. ","","","","","2"
"Yes, every week","2006","Not Employed","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2006","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2006","Employed","1-pers.-HH","","","","","2"
"Yes, every week","2006","Employed","(Married) couple without C. ","","","","","2"
"Yes, every week","2006","Employed","Single parent ","","","","","2"
"Yes, every week","2006","Employed","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2006","Employed","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2006","Employed","Couple + C. LE and GT 16","","","","","2"
"No, never","2007","Not Employed","Couple + C. LE and GT 16","14","","","","1"
"No, never","2007","Employed","1-pers.-HH","766","0.562101366105256","0.535616531785548","0.588586200424963","1"
"No, never","2007","Employed","Couple + C. LE and GT 16","594","0.683213911526021","0.652563390827027","0.713864432225015","1"
"No, never","2007","Not Employed","1-pers.-HH","15","","","","1"
"No, never","2007","Not Employed","(Married) couple without C. ","24","","","","1"
"No, never","2007","Not Employed","Single parent ","24","","","","1"
"No, never","2007","Not Employed","Couple + C. LE 16 ","52","0.835495597586407","0.74394974754034","0.927041447632474","1"
"No, never","2007","Not Employed","Couple + C. GT 16 ","23","","","","1"
"No, never","2007","Employed","(Married) couple without C. ","1894","0.609969807597646","0.592718919190915","0.627220696004377","1"
"No, never","2007","Employed","Single parent ","369","0.615522462409787","0.576268859539909","0.654776065279665","1"
"No, never","2007","Employed","Couple + C. LE 16 ","1512","0.563492294225604","0.544548690094289","0.58243589835692","1"
"No, never","2007","Employed","Couple + C. GT 16 ","1374","0.650825510120446","0.630768242858461","0.670882777382431","1"
"Rarely","2007","Not Employed","1-pers.-HH","3","","","","5"
"Rarely","2007","Not Employed","Couple + C. LE 16 ","7","","","","5"
"Rarely","2007","Employed","1-pers.-HH","271","0.207555117569129","0.185905292057731","0.229204943080528","5"
"Rarely","2007","Not Employed","(Married) couple without C. ","6","","","","5"
"Rarely","2007","Not Employed","Single parent ","","","","","5"
"Rarely","2007","Not Employed","Couple + C. GT 16 ","2","","","","5"
"Rarely","2007","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Rarely","2007","Employed","(Married) couple without C. ","584","0.189375058725188","0.175517728896991","0.203232388553384","5"
"Rarely","2007","Employed","Single parent ","96","0.16790628539855","0.137745566926447","0.198067003870652","5"
"Rarely","2007","Employed","Couple + C. LE 16 ","547","0.200119871955633","0.184837870969876","0.21540187294139","5"
"Rarely","2007","Employed","Couple + C. GT 16 ","369","0.161609441253163","0.146122174526639","0.177096707979688","5"
"Rarely","2007","Employed","Couple + C. LE and GT 16","134","0.158024533644531","0.13399261567542","0.182056451613642","5"
"Yes, every 2 weeks","2007","Not Employed","(Married) couple without C. ","3","","","","3"
"Yes, every 2 weeks","2007","Not Employed","Couple + C. GT 16 ","4","","","","3"
"Yes, every 2 weeks","2007","Not Employed","1-pers.-HH","2","","","","3"
"Yes, every 2 weeks","2007","Not Employed","Couple + C. LE 16 ","2","","","","3"
"Yes, every 2 weeks","2007","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2007","Employed","(Married) couple without C. ","245","0.086074908440313","0.076155134665689","0.095994682214937","3"
"Yes, every 2 weeks","2007","Employed","Single parent ","60","0.107582347203196","0.0825802367705796","0.132584457635813","3"
"Yes, every 2 weeks","2007","Employed","Couple + C. LE 16 ","240","0.107354502587132","0.0955302879976154","0.119178717176649","3"
"Yes, every 2 weeks","2007","Not Employed","Single parent ","1","","","","3"
"Yes, every 2 weeks","2007","Employed","1-pers.-HH","130","0.100382994591154","0.0843408640259679","0.11642512515634","3"
"Yes, every 2 weeks","2007","Employed","Couple + C. GT 16 ","171","0.0724708006441251","0.0615623379935991","0.0833792632946512","3"
"Yes, every 2 weeks","2007","Employed","Couple + C. LE and GT 16","66","0.0690844241084545","0.0523765315075572","0.0857923167093518","3"
"Yes, every 3-4 weeks","2007","Not Employed","1-pers.-HH","1","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","(Married) couple without C. ","1","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","Couple + C. GT 16 ","2","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","Couple + C. LE and GT 16","1","","","","4"
"Yes, every 3-4 weeks","2007","Employed","(Married) couple without C. ","151","0.05634160976954","0.0481864924857798","0.0644967270533001","4"
"Yes, every 3-4 weeks","2007","Employed","1-pers.-HH","74","0.0516300261357021","0.0398174882318179","0.0634425640395863","4"
"Yes, every 3-4 weeks","2007","Employed","Single parent ","26","","","","4"
"Yes, every 3-4 weeks","2007","Employed","Couple + C. LE 16 ","166","0.0684419582666877","0.0587972557956663","0.078086660737709","4"
"Yes, every 3-4 weeks","2007","Employed","Couple + C. GT 16 ","115","0.0584232339126635","0.0485550124514913","0.0682914553738357","4"
"Yes, every 3-4 weeks","2007","Employed","Couple + C. LE and GT 16","44","0.0339882812492942","0.0220502625508286","0.0459262999477599","4"
"Yes, every week","2007","Not Employed","1-pers.-HH","5","","","","2"
"Yes, every week","2007","Not Employed","(Married) couple without C. ","2","","","","2"
"Yes, every week","2007","Not Employed","Single parent ","3","","","","2"
"Yes, every week","2007","Not Employed","Couple + C. LE 16 ","2","","","","2"
"Yes, every week","2007","Not Employed","Couple + C. GT 16 ","2","","","","2"
"Yes, every week","2007","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2007","Employed","1-pers.-HH","107","0.0783304955987594","0.0639869608085828","0.092674030388936","2"
"Yes, every week","2007","Employed","(Married) couple without C. ","197","0.0582386154673131","0.0499556825679288","0.0665215483666974","2"
"Yes, every week","2007","Employed","Single parent ","39","0.0671526965516595","0.0469569880420816","0.0873484050612373","2"
"Yes, every week","2007","Employed","Couple + C. LE 16 ","168","0.0605913729649432","0.0514784997036123","0.0697042462262741","2"
"Yes, every week","2007","Employed","Couple + C. GT 16 ","141","0.0566710140696019","0.046942863010028","0.0663991651291757","2"
"Yes, every week","2007","Employed","Couple + C. LE and GT 16","47","0.0556888494716992","0.0405804611964636","0.0707972377469349","2"
"No, never","2008","Not Employed","1-pers.-HH","","","","","1"
"No, never","2008","Not Employed","Couple + C. LE and GT 16","","","","","1"
"No, never","2008","Not Employed","Couple + C. GT 16 ","","","","","1"
"No, never","2008","Employed","1-pers.-HH","","","","","1"
"No, never","2008","Employed","(Married) couple without C. ","","","","","1"
"No, never","2008","Employed","Single parent ","","","","","1"
"No, never","2008","Employed","Couple + C. LE and GT 16","","","","","1"
"No, never","2008","Not Employed","(Married) couple without C. ","","","","","1"
"No, never","2008","Not Employed","Single parent ","","","","","1"
"No, never","2008","Not Employed","Couple + C. LE 16 ","","","","","1"
"No, never","2008","Employed","Couple + C. LE 16 ","","","","","1"
"No, never","2008","Employed","Couple + C. GT 16 ","","","","","1"
"Rarely","2008","Not Employed","Single parent ","","","","","5"
"Rarely","2008","Not Employed","Couple + C. LE 16 ","","","","","5"
"Rarely","2008","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2008","Employed","1-pers.-HH","","","","","5"
"Rarely","2008","Not Employed","1-pers.-HH","","","","","5"
"Rarely","2008","Not Employed","(Married) couple without C. ","","","","","5"
"Rarely","2008","Not Employed","Couple + C. GT 16 ","","","","","5"
"Rarely","2008","Employed","(Married) couple without C. ","","","","","5"
"Rarely","2008","Employed","Single parent ","","","","","5"
"Rarely","2008","Employed","Couple + C. LE 16 ","","","","","5"
"Rarely","2008","Employed","Couple + C. GT 16 ","","","","","5"
"Rarely","2008","Employed","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2008","Not Employed","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2008","Employed","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2008","Employed","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","Single parent ","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2008","Employed","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2008","Employed","Single parent ","","","","","3"
"Yes, every 2 weeks","2008","Employed","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2008","Employed","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2008","Not Employed","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","Couple + C. GT 16 ","","","","","4"
"Yes, every week","2008","Not Employed","(Married) couple without C. ","","","","","2"
"Yes, every week","2008","Not Employed","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2008","Not Employed","1-pers.-HH","","","","","2"
"Yes, every week","2008","Not Employed","Single parent ","","","","","2"
"Yes, every week","2008","Not Employed","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2008","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2008","Employed","(Married) couple without C. ","","","","","2"
"Yes, every week","2008","Employed","1-pers.-HH","","","","","2"
"Yes, every week","2008","Employed","Single parent ","","","","","2"
"Yes, every week","2008","Employed","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2008","Employed","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2008","Employed","Couple + C. LE and GT 16","","","","","2"
"No, never","2009","Not Employed","1-pers.-HH","9","","","","1"
"No, never","2009","Not Employed","Couple + C. LE and GT 16","11","","","","1"
"No, never","2009","Employed","Couple + C. LE and GT 16","471","0.603822930664945","0.569695070567643","0.637950790762248","1"
"No, never","2009","Not Employed","(Married) couple without C. ","7","","","","1"
"No, never","2009","Not Employed","Couple + C. GT 16 ","22","","","","1"
"No, never","2009","Employed","1-pers.-HH","704","0.554161557412017","0.526606581317764","0.58171653350627","1"
"No, never","2009","Employed","(Married) couple without C. ","1657","0.578062072841405","0.559821297847026","0.596302847835785","1"
"No, never","2009","Employed","Single parent ","365","0.651049636962874","0.612192298558349","0.6899069753674","1"
"No, never","2009","Employed","Couple + C. GT 16 ","1256","0.633061011829283","0.611975015912209","0.654147007746356","1"
"No, never","2009","Not Employed","Single parent ","10","","","","1"
