"plb0219","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2013","Full Time","indirect migration background","34","0.0763837105186166","0.0519781627099115","0.100789258327322"
"Yes, every week","2013","Part Time","no migration background","240","0.0497321875776151","0.0436039363763416","0.0558604387788886"
"Yes, every week","2013","Part Time","direct migration background","42","0.0957334487560376","0.072365557107685","0.11910134040439"
"Yes, every week","2013","Part Time","indirect migration background","29","","",""
"Yes, every week","2013","Not Working","no migration background","21","","",""
"Yes, every week","2013","Not Working","direct migration background","4","","",""
"Yes, every week","2013","Not Working","indirect migration background","2","","",""
"Yes, every 2 weeks","2013","Full Time","no migration background","752","0.0956816711656005","0.0891591691568557","0.102204173174345"
"Yes, every 2 weeks","2013","Full Time","direct migration background","108","0.100333624133028","0.0806831100206325","0.119984138245424"
"Yes, every 2 weeks","2013","Full Time","indirect migration background","54","0.106994995030918","0.0785928545859955","0.135397135475841"
"Yes, every 2 weeks","2013","Part Time","no migration background","447","0.0964990612738174","0.0881752808291694","0.104822841718465"
"Yes, every 2 weeks","2013","Part Time","direct migration background","71","0.128803975398586","0.102199051509533","0.15540889928764"
"Yes, every 2 weeks","2013","Part Time","indirect migration background","33","0.102711659120617","0.0694496110812129","0.135973707160021"
"Yes, every 2 weeks","2013","Not Working","no migration background","28","","",""
"Yes, every 2 weeks","2013","Not Working","direct migration background","1","","",""
"Yes, every 2 weeks","2013","Not Working","indirect migration background","6","","",""
"Yes, every 3-4 weeks","2013","Full Time","no migration background","475","0.0595550890764628","0.0543074337952093","0.0648027443577163"
"Yes, every 3-4 weeks","2013","Full Time","direct migration background","49","0.0523442823420457","0.0377772916996439","0.0669112729844475"
"Yes, every 3-4 weeks","2013","Full Time","indirect migration background","28","","",""
"Yes, every 3-4 weeks","2013","Part Time","no migration background","188","0.041869102677276","0.0362229318039623","0.0475152735505897"
"Yes, every 3-4 weeks","2013","Part Time","direct migration background","26","","",""
"Yes, every 3-4 weeks","2013","Part Time","indirect migration background","11","","",""
"Yes, every 3-4 weeks","2013","Not Working","no migration background","22","","",""
"Yes, every 3-4 weeks","2013","Not Working","direct migration background","2","","",""
"Yes, every 3-4 weeks","2013","Not Working","indirect migration background","1","","",""
"Rarely","2013","Full Time","no migration background","1666","0.228501071119598","0.219191043643504","0.237811098595692"
"Rarely","2013","Full Time","direct migration background","131","0.141532750936677","0.118734566522711","0.164330935350642"
"Rarely","2013","Full Time","indirect migration background","66","0.109627907399821","0.08092084690857","0.138334967891072"
"Rarely","2013","Part Time","no migration background","680","0.13978534616787","0.130010070594089","0.14956062174165"
"Rarely","2013","Part Time","direct migration background","62","0.112110376303362","0.0870526396783018","0.137168112928423"
"Rarely","2013","Part Time","indirect migration background","39","0.157431592451836","0.117527114678416","0.197336070225256"
"Rarely","2013","Not Working","no migration background","38","0.182025721520034","0.139140851237412","0.224910591802656"
"Rarely","2013","Not Working","direct migration background","3","","",""
"Rarely","2013","Not Working","indirect migration background","2","","",""
"No, never","2014","Full Time","no migration background","","","",""
"No, never","2014","Full Time","direct migration background","","","",""
"No, never","2014","Full Time","indirect migration background","","","",""
"No, never","2014","Part Time","no migration background","","","",""
"No, never","2014","Part Time","direct migration background","","","",""
"No, never","2014","Part Time","indirect migration background","","","",""
"No, never","2014","Not Working","no migration background","","","",""
"No, never","2014","Not Working","direct migration background","","","",""
"No, never","2014","Not Working","indirect migration background","","","",""
"Yes, every week","2014","Full Time","no migration background","","","",""
"Yes, every week","2014","Full Time","direct migration background","","","",""
"Yes, every week","2014","Full Time","indirect migration background","","","",""
"Yes, every week","2014","Part Time","no migration background","","","",""
"Yes, every week","2014","Part Time","direct migration background","","","",""
"Yes, every week","2014","Part Time","indirect migration background","","","",""
"Yes, every week","2014","Not Working","no migration background","","","",""
"Yes, every week","2014","Not Working","direct migration background","","","",""
"Yes, every week","2014","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2014","Full Time","no migration background","","","",""
"Yes, every 2 weeks","2014","Full Time","direct migration background","","","",""
"Yes, every 2 weeks","2014","Full Time","indirect migration background","","","",""
"Yes, every 2 weeks","2014","Part Time","no migration background","","","",""
"Yes, every 2 weeks","2014","Part Time","direct migration background","","","",""
"Yes, every 2 weeks","2014","Part Time","indirect migration background","","","",""
"Yes, every 2 weeks","2014","Not Working","no migration background","","","",""
"Yes, every 2 weeks","2014","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2014","Not Working","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","Full Time","no migration background","","","",""
"Yes, every 3-4 weeks","2014","Full Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","Full Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","Part Time","no migration background","","","",""
"Yes, every 3-4 weeks","2014","Part Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","Part Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","Not Working","no migration background","","","",""
"Yes, every 3-4 weeks","2014","Not Working","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","Not Working","indirect migration background","","","",""
"Rarely","2014","Full Time","no migration background","","","",""
"Rarely","2014","Full Time","direct migration background","","","",""
"Rarely","2014","Full Time","indirect migration background","","","",""
"Rarely","2014","Part Time","no migration background","","","",""
"Rarely","2014","Part Time","direct migration background","","","",""
"Rarely","2014","Part Time","indirect migration background","","","",""
"Rarely","2014","Not Working","no migration background","","","",""
"Rarely","2014","Not Working","direct migration background","","","",""
"Rarely","2014","Not Working","indirect migration background","","","",""
"No, never","2015","Full Time","no migration background","3872","0.560660167283159","0.548920755604183","0.572399578962136"
"No, never","2015","Full Time","direct migration background","932","0.57742846779748","0.55283716963005","0.60201976596491"
"No, never","2015","Full Time","indirect migration background","371","0.569605002948317","0.530787411293303","0.608422594603331"
"No, never","2015","Part Time","no migration background","2753","0.653511246697077","0.639138936747366","0.667883556646788"
"No, never","2015","Part Time","direct migration background","754","0.639096039167082","0.610426705593433","0.667765372740731"
"No, never","2015","Part Time","indirect migration background","270","0.643168341938749","0.596279455006944","0.690057228870553"
"No, never","2015","Not Working","no migration background","152","0.661462730286742","0.599354151326461","0.723571309247022"
"No, never","2015","Not Working","direct migration background","61","0.675319286792224","0.579635798557896","0.771002775026552"
"No, never","2015","Not Working","indirect migration background","33","0.735119281562904","0.612807816360785","0.857430746765022"
"Yes, every week","2015","Full Time","no migration background","488","0.0657899452622475","0.059925887728704","0.0716540027957911"
"Yes, every week","2015","Full Time","direct migration background","123","0.0959928251993105","0.0813276394720649","0.110658010926556"
"Yes, every week","2015","Full Time","indirect migration background","39","0.0628397689349985","0.0438144345986315","0.0818651032713656"
"Yes, every week","2015","Part Time","no migration background","229","0.0490205980985335","0.0424993559277908","0.0555418402692762"
"Yes, every week","2015","Part Time","direct migration background","75","0.073716260693371","0.058117417969466","0.0893151034172759"
"Yes, every week","2015","Part Time","indirect migration background","35","0.079219169227899","0.052784786036316","0.105653552419482"
"Yes, every week","2015","Not Working","no migration background","18","","",""
"Yes, every week","2015","Not Working","direct migration background","9","","",""
"Yes, every week","2015","Not Working","indirect migration background","4","","",""
"Yes, every 2 weeks","2015","Full Time","no migration background","658","0.0948395261921558","0.0879092001013669","0.101769852282945"
"Yes, every 2 weeks","2015","Full Time","direct migration background","182","0.102931216925356","0.087803664467556","0.118058769383157"
"Yes, every 2 weeks","2015","Full Time","indirect migration background","74","0.129287584933622","0.10298345977514","0.155591710092104"
"Yes, every 2 weeks","2015","Part Time","no migration background","407","0.0978213165781884","0.0888487125369005","0.106793920619476"
"Yes, every 2 weeks","2015","Part Time","direct migration background","106","0.127241354006586","0.107348370091774","0.147134337921397"
"Yes, every 2 weeks","2015","Part Time","indirect migration background","50","0.183486740561863","0.145602388094146","0.221371093029581"
"Yes, every 2 weeks","2015","Not Working","no migration background","22","","",""
"Yes, every 2 weeks","2015","Not Working","direct migration background","8","","",""
"Yes, every 2 weeks","2015","Not Working","indirect migration background","6","","",""
"Yes, every 3-4 weeks","2015","Full Time","no migration background","411","0.0607681434594827","0.0551172049333604","0.0664190819856051"
"Yes, every 3-4 weeks","2015","Full Time","direct migration background","115","0.0924787352871443","0.0780565328287307","0.106900937745558"
"Yes, every 3-4 weeks","2015","Full Time","indirect migration background","39","0.0653829594111503","0.0460028057155674","0.0847631131067333"
"Yes, every 3-4 weeks","2015","Part Time","no migration background","188","0.0494091146050829","0.0428634186447414","0.0559548105654244"
"Yes, every 3-4 weeks","2015","Part Time","direct migration background","31","0.0308699793781832","0.0205447929064574","0.041195165849909"
"Yes, every 3-4 weeks","2015","Part Time","indirect migration background","7","","",""
"Yes, every 3-4 weeks","2015","Not Working","no migration background","10","","",""
"Yes, every 3-4 weeks","2015","Not Working","direct migration background","6","","",""
"Yes, every 3-4 weeks","2015","Not Working","indirect migration background","2","","",""
"Rarely","2015","Full Time","no migration background","1437","0.217942217802955","0.208176901935241","0.227707533670668"
"Rarely","2015","Full Time","direct migration background","198","0.131168754790709","0.114362723988551","0.147974785592866"
"Rarely","2015","Full Time","indirect migration background","102","0.172884683771912","0.143238460585266","0.202530906958558"
"Rarely","2015","Part Time","no migration background","634","0.150237724021118","0.139445928899115","0.161029519143121"
"Rarely","2015","Part Time","direct migration background","112","0.129076366754778","0.109061527126531","0.149091206383025"
"Rarely","2015","Part Time","indirect migration background","39","0.0820644162213117","0.0552011108048429","0.10892772163778"
"Rarely","2015","Not Working","no migration background","21","","",""
"Rarely","2015","Not Working","direct migration background","8","","",""
"Rarely","2015","Not Working","indirect migration background","5","","",""
"No, never","2016","Full Time","no migration background","","","",""
"No, never","2016","Full Time","direct migration background","","","",""
"No, never","2016","Full Time","indirect migration background","","","",""
"No, never","2016","Part Time","no migration background","","","",""
"No, never","2016","Part Time","direct migration background","","","",""
"No, never","2016","Part Time","indirect migration background","","","",""
"No, never","2016","Not Working","no migration background","","","",""
"No, never","2016","Not Working","direct migration background","","","",""
"No, never","2016","Not Working","indirect migration background","","","",""
"Yes, every week","2016","Full Time","no migration background","","","",""
"Yes, every week","2016","Full Time","direct migration background","","","",""
"Yes, every week","2016","Full Time","indirect migration background","","","",""
"Yes, every week","2016","Part Time","no migration background","","","",""
"Yes, every week","2016","Part Time","direct migration background","","","",""
"Yes, every week","2016","Part Time","indirect migration background","","","",""
"Yes, every week","2016","Not Working","no migration background","","","",""
"Yes, every week","2016","Not Working","direct migration background","","","",""
"Yes, every week","2016","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2016","Full Time","no migration background","","","",""
"Yes, every 2 weeks","2016","Full Time","direct migration background","","","",""
"Yes, every 2 weeks","2016","Full Time","indirect migration background","","","",""
"Yes, every 2 weeks","2016","Part Time","no migration background","","","",""
"Yes, every 2 weeks","2016","Part Time","direct migration background","","","",""
"Yes, every 2 weeks","2016","Part Time","indirect migration background","","","",""
"Yes, every 2 weeks","2016","Not Working","no migration background","","","",""
"Yes, every 2 weeks","2016","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2016","Not Working","indirect migration background","","","",""
"Yes, every 3-4 weeks","2016","Full Time","no migration background","","","",""
"Yes, every 3-4 weeks","2016","Full Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2016","Full Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2016","Part Time","no migration background","","","",""
"Yes, every 3-4 weeks","2016","Part Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2016","Part Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2016","Not Working","no migration background","","","",""
"Yes, every 3-4 weeks","2016","Not Working","direct migration background","","","",""
"Yes, every 3-4 weeks","2016","Not Working","indirect migration background","","","",""
"Rarely","2016","Full Time","no migration background","","","",""
"Rarely","2016","Full Time","direct migration background","","","",""
"Rarely","2016","Full Time","indirect migration background","","","",""
"Rarely","2016","Part Time","no migration background","","","",""
"Rarely","2016","Part Time","direct migration background","","","",""
"Rarely","2016","Part Time","indirect migration background","","","",""
"Rarely","2016","Not Working","no migration background","","","",""
"Rarely","2016","Not Working","direct migration background","","","",""
"Rarely","2016","Not Working","indirect migration background","","","",""
"No, never","2017","Full Time","no migration background","4436","0.586892732776948","0.575839332063604","0.597946133490293"
"No, never","2017","Full Time","direct migration background","1072","0.598511923006788","0.575022472896317","0.62200137311726"
"No, never","2017","Full Time","indirect migration background","368","0.632801716312183","0.595070703239112","0.670532729385254"
"No, never","2017","Part Time","no migration background","3128","0.674883611319254","0.661347215432563","0.688420007205945"
"No, never","2017","Part Time","direct migration background","828","0.695869594270838","0.669554320441507","0.72218486810017"
"No, never","2017","Part Time","indirect migration background","343","0.69520657995434","0.654323524972841","0.736089634935839"
"No, never","2017","Not Working","no migration background","186","0.766062399329151","0.714103482408489","0.818021316249813"
"No, never","2017","Not Working","direct migration background","79","0.881025417250077","0.817250220394755","0.944800614105398"
"No, never","2017","Not Working","indirect migration background","28","","",""
"Yes, every week","2017","Full Time","no migration background","564","0.0661071505477559","0.0605294155705169","0.071684885524995"
"Yes, every week","2017","Full Time","direct migration background","129","0.096092728664346","0.0819703671892777","0.110215090139414"
"Yes, every week","2017","Full Time","indirect migration background","52","0.0721520978980255","0.0518996652167261","0.092404530579325"
"Yes, every week","2017","Part Time","no migration background","259","0.0541454746253566","0.0476057052881418","0.0606852439625714"
"Yes, every week","2017","Part Time","direct migration background","59","0.0545107042860643","0.041524469593439","0.0674969389786896"
"Yes, every week","2017","Part Time","indirect migration background","36","0.0743052801084692","0.0510121774075363","0.0975983828094021"
"Yes, every week","2017","Not Working","no migration background","19","","",""
"Yes, every week","2017","Not Working","direct migration background","3","","",""
"Yes, every week","2017","Not Working","indirect migration background","3","","",""
"Yes, every 2 weeks","2017","Full Time","no migration background","740","0.0957571382207798","0.0891515232654852","0.102362753176074"
"Yes, every 2 weeks","2017","Full Time","direct migration background","196","0.112243102969677","0.0971170025176755","0.127369203421679"
"Yes, every 2 weeks","2017","Full Time","indirect migration background","67","0.0937739341610132","0.0709561397001466","0.11659172862188"
"Yes, every 2 weeks","2017","Part Time","no migration background","409","0.0904285775005248","0.0821407552485046","0.098716399752545"
"Yes, every 2 weeks","2017","Part Time","direct migration background","128","0.098145062195901","0.0811267450162708","0.115163379375531"
"Yes, every 2 weeks","2017","Part Time","indirect migration background","56","0.139712009103811","0.108921107234009","0.170502910973614"
"Yes, every 2 weeks","2017","Not Working","no migration background","21","","",""
"Yes, every 2 weeks","2017","Not Working","direct migration background","6","","",""
"Yes, every 2 weeks","2017","Not Working","indirect migration background","3","","",""
"Yes, every 3-4 weeks","2017","Full Time","no migration background","539","0.0625544263094451","0.0571183294627364","0.0679905231561539"
"Yes, every 3-4 weeks","2017","Full Time","direct migration background","99","0.0704702348838093","0.0582061646025757","0.0827343051650429"
"Yes, every 3-4 weeks","2017","Full Time","indirect migration background","52","0.0873046387066715","0.0652095422433842","0.109399735169959"
"Yes, every 3-4 weeks","2017","Part Time","no migration background","268","0.051236123388279","0.0448647012957398","0.0576075454808182"
"Yes, every 3-4 weeks","2017","Part Time","direct migration background","42","0.0391943551870859","0.0280938286981747","0.0502948816759971"
"Yes, every 3-4 weeks","2017","Part Time","indirect migration background","18","","",""
"Yes, every 3-4 weeks","2017","Not Working","no migration background","13","","",""
"Yes, every 3-4 weeks","2017","Not Working","direct migration background","5","","",""
"Yes, every 3-4 weeks","2017","Not Working","indirect migration background","1","","",""
"Rarely","2017","Full Time","no migration background","1344","0.188688552145071","0.179905373641055","0.197471730649087"
"Rarely","2017","Full Time","direct migration background","177","0.122682010475379","0.106961411828736","0.138402609122022"
"Rarely","2017","Full Time","indirect migration background","88","0.113967612922107","0.0890945169805638","0.13884070886365"
"Rarely","2017","Part Time","no migration background","536","0.129306213166586","0.119609789241012","0.139002637092159"
"Rarely","2017","Part Time","direct migration background","117","0.11228028406011","0.0942208670392862","0.130339701080934"
"Rarely","2017","Part Time","indirect migration background","34","0.0557889181158909","0.0354047906314439","0.076173045600338"
"Rarely","2017","Not Working","no migration background","16","","",""
"Rarely","2017","Not Working","direct migration background","6","","",""
"Rarely","2017","Not Working","indirect migration background","5","","",""
"No, never","2018","Full Time","no migration background","","","",""
"No, never","2018","Full Time","direct migration background","","","",""
"No, never","2018","Full Time","indirect migration background","","","",""
"No, never","2018","Part Time","no migration background","","","",""
"No, never","2018","Part Time","direct migration background","","","",""
"No, never","2018","Part Time","indirect migration background","","","",""
"No, never","2018","Not Working","no migration background","","","",""
"No, never","2018","Not Working","direct migration background","","","",""
"No, never","2018","Not Working","indirect migration background","","","",""
"Yes, every week","2018","Full Time","no migration background","","","",""
"Yes, every week","2018","Full Time","direct migration background","","","",""
"Yes, every week","2018","Full Time","indirect migration background","","","",""
"Yes, every week","2018","Part Time","no migration background","","","",""
"Yes, every week","2018","Part Time","direct migration background","","","",""
"Yes, every week","2018","Part Time","indirect migration background","","","",""
"Yes, every week","2018","Not Working","no migration background","","","",""
"Yes, every week","2018","Not Working","direct migration background","","","",""
"Yes, every week","2018","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2018","Full Time","no migration background","","","",""
"Yes, every 2 weeks","2018","Full Time","direct migration background","","","",""
"Yes, every 2 weeks","2018","Full Time","indirect migration background","","","",""
"Yes, every 2 weeks","2018","Part Time","no migration background","","","",""
"Yes, every 2 weeks","2018","Part Time","direct migration background","","","",""
"Yes, every 2 weeks","2018","Part Time","indirect migration background","","","",""
"Yes, every 2 weeks","2018","Not Working","no migration background","","","",""
"Yes, every 2 weeks","2018","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2018","Not Working","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","Full Time","no migration background","","","",""
"Yes, every 3-4 weeks","2018","Full Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","Full Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","Part Time","no migration background","","","",""
"Yes, every 3-4 weeks","2018","Part Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","Part Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","Not Working","no migration background","","","",""
"Yes, every 3-4 weeks","2018","Not Working","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","Not Working","indirect migration background","","","",""
"Rarely","2018","Full Time","no migration background","","","",""
"Rarely","2018","Full Time","direct migration background","","","",""
"Rarely","2018","Full Time","indirect migration background","","","",""
"Rarely","2018","Part Time","no migration background","","","",""
"Rarely","2018","Part Time","direct migration background","","","",""
"Rarely","2018","Part Time","indirect migration background","","","",""
"Rarely","2018","Not Working","no migration background","","","",""
"Rarely","2018","Not Working","direct migration background","","","",""
"Rarely","2018","Not Working","indirect migration background","","","",""
"No, never","2019","Full Time","no migration background","4409","0.595917822621257","0.585109931658122","0.606725713584391"
"No, never","2019","Full Time","direct migration background","914","0.619866899238442","0.595086036836997","0.644647761639886"
"No, never","2019","Full Time","indirect migration background","402","0.619877520351295","0.583762898138906","0.655992142563684"
"No, never","2019","Part Time","no migration background","3105","0.689967989893168","0.676469737031738","0.703466242754598"
"No, never","2019","Part Time","direct migration background","685","0.705900500313895","0.677062995824684","0.734738004803106"
"No, never","2019","Part Time","indirect migration background","312","0.672015052219223","0.629389345785584","0.714640758652863"
"No, never","2019","Not Working","no migration background","283","0.483800396325938","0.440555849361044","0.527044943290832"
"No, never","2019","Not Working","direct migration background","63","0.634587127238966","0.542915971077088","0.726258283400844"
"No, never","2019","Not Working","indirect migration background","41","0.650110545349402","0.531393992291154","0.76882709840765"
"Yes, every week","2019","Full Time","no migration background","640","0.0657453509407911","0.0602867910797547","0.0712039108018274"
"Yes, every week","2019","Full Time","direct migration background","101","0.0874971222512362","0.0730722041737908","0.101922040328682"
"Yes, every week","2019","Full Time","indirect migration background","60","0.0609693626624033","0.0431675566411692","0.0787711686836373"
"Yes, every week","2019","Part Time","no migration background","250","0.0534339040796922","0.0468702793025806","0.0599975288568038"
"Yes, every week","2019","Part Time","direct migration background","58","0.0565883758701281","0.0419648191572751","0.0712119325829811"
"Yes, every week","2019","Part Time","indirect migration background","31","0.0871583010638707","0.0615484386044167","0.112768163523325"
"Yes, every week","2019","Not Working","no migration background","49","0.096743479782455","0.071163169187751","0.122323790377159"
"Yes, every week","2019","Not Working","direct migration background","12","","",""
"Yes, every week","2019","Not Working","indirect migration background","2","","",""
"Yes, every 2 weeks","2019","Full Time","no migration background","790","0.0944805001237414","0.0880383192395758","0.100922681007907"
"Yes, every 2 weeks","2019","Full Time","direct migration background","185","0.118389997370643","0.101897170154197","0.134882824587089"
"Yes, every 2 weeks","2019","Full Time","indirect migration background","85","0.140831697160809","0.114952089656929","0.166711304664689"
"Yes, every 2 weeks","2019","Part Time","no migration background","361","0.0848156622485412","0.0766845091492786","0.0929468153478038"
"Yes, every 2 weeks","2019","Part Time","direct migration background","91","0.0969419568154023","0.0782156337766324","0.115668279854172"
"Yes, every 2 weeks","2019","Part Time","indirect migration background","51","0.0983400062805809","0.0713040553937284","0.125375957167433"
"Yes, every 2 weeks","2019","Not Working","no migration background","39","0.0879759941134813","0.063464226259887","0.112487761967076"
"Yes, every 2 weeks","2019","Not Working","direct migration background","12","","",""
"Yes, every 2 weeks","2019","Not Working","indirect migration background","11","","",""
"Yes, every 3-4 weeks","2019","Full Time","no migration background","556","0.0627379485557666","0.0573971205404958","0.0680787765710374"
"Yes, every 3-4 weeks","2019","Full Time","direct migration background","69","0.0528447992963565","0.041423617359896","0.064265981232817"
"Yes, every 3-4 weeks","2019","Full Time","indirect migration background","37","0.0436373920846019","0.0284386010671898","0.0588361831020139"
"Yes, every 3-4 weeks","2019","Part Time","no migration background","237","0.0474966742991174","0.0412890607667558","0.053704287831479"
"Yes, every 3-4 weeks","2019","Part Time","direct migration background","41","0.040417474427554","0.0279532707017637","0.0528816781533443"
"Yes, every 3-4 weeks","2019","Part Time","indirect migration background","25","","",""
"Yes, every 3-4 weeks","2019","Not Working","no migration background","53","0.101769357322662","0.0756060972796021","0.127932617365722"
"Yes, every 3-4 weeks","2019","Not Working","direct migration background","8","","",""
"Yes, every 3-4 weeks","2019","Not Working","indirect migration background","4","","",""
"Rarely","2019","Full Time","no migration background","1524","0.181118377758444","0.172636251326364","0.189600504190525"
"Rarely","2019","Full Time","direct migration background","205","0.121401181843322","0.10472847500323","0.138073888683415"
"Rarely","2019","Full Time","indirect migration background","110","0.134684027740891","0.109285194678302","0.16008286080348"
"Rarely","2019","Part Time","no migration background","557","0.124285769479481","0.11465742263961","0.133914116319352"
"Rarely","2019","Part Time","direct migration background","84","0.100151692573021","0.0811517369700273","0.119151648176015"
"Rarely","2019","Part Time","indirect migration background","47","0.0995361551636859","0.0723543244684357","0.126717985858936"
"Rarely","2019","Not Working","no migration background","89","0.229710772455463","0.193310301577303","0.266111243333623"
"Rarely","2019","Not Working","direct migration background","11","","",""
"Rarely","2019","Not Working","indirect migration background","4","","",""
