"plb0219","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2012","Full Time","Single parent ","48","0.108544959924151","0.0786168978242839","0.138473022024018"
"Yes, every 2 weeks","2012","Full Time","Couple + C. LE 16 ","176","0.0942750479191807","0.0808502133054025","0.107699882532959"
"Yes, every 2 weeks","2012","Full Time","Couple + C. GT 16 ","6","","",""
"Yes, every 2 weeks","2012","Full Time","Couple + C. LE and GT 16","38","0.127655311621684","0.0935141286983535","0.161796494545015"
"Yes, every 2 weeks","2012","Part Time","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2012","Part Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Part Time","Single parent ","73","0.0994003011084358","0.0761837609065443","0.122616841310327"
"Yes, every 2 weeks","2012","Part Time","Couple + C. LE 16 ","124","0.100892658547364","0.083978125934002","0.117807191160726"
"Yes, every 2 weeks","2012","Part Time","Couple + C. GT 16 ","5","","",""
"Yes, every 2 weeks","2012","Part Time","Couple + C. LE and GT 16","23","","",""
"Yes, every 2 weeks","2012","Not Working","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2012","Not Working","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Not Working","Single parent ","4","","",""
"Yes, every 2 weeks","2012","Not Working","Couple + C. LE 16 ","13","","",""
"Yes, every 2 weeks","2012","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2012","Full Time","1-pers.-HH","3","","",""
"Yes, every 3-4 weeks","2012","Full Time","(Married) couple without C. ","1","","",""
"Yes, every 3-4 weeks","2012","Full Time","Single parent ","18","","",""
"Yes, every 3-4 weeks","2012","Full Time","Couple + C. LE 16 ","127","0.0756980257266924","0.0635456381013057","0.0878504133520791"
"Yes, every 3-4 weeks","2012","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Full Time","Couple + C. LE and GT 16","23","","",""
"Yes, every 3-4 weeks","2012","Part Time","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2012","Part Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Part Time","Single parent ","34","0.0543036788736236","0.0367192516083704","0.0718881061388768"
"Yes, every 3-4 weeks","2012","Part Time","Couple + C. LE 16 ","66","0.0517295953181168","0.0392913222907266","0.0641678683455071"
"Yes, every 3-4 weeks","2012","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Part Time","Couple + C. LE and GT 16","15","","",""
"Yes, every 3-4 weeks","2012","Not Working","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Not Working","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Not Working","Single parent ","1","","",""
"Yes, every 3-4 weeks","2012","Not Working","Couple + C. LE 16 ","5","","",""
"Yes, every 3-4 weeks","2012","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Not Working","Couple + C. LE and GT 16","1","","",""
"Rarely","2012","Full Time","1-pers.-HH","2","","",""
"Rarely","2012","Full Time","(Married) couple without C. ","2","","",""
"Rarely","2012","Full Time","Single parent ","67","0.161302752652702","0.125915443445351","0.196690061860052"
"Rarely","2012","Full Time","Couple + C. LE 16 ","360","0.187271254925137","0.169347839635516","0.205194670214758"
"Rarely","2012","Full Time","Couple + C. GT 16 ","8","","",""
"Rarely","2012","Full Time","Couple + C. LE and GT 16","54","0.133644691540045","0.0988318930868399","0.16845748999325"
"Rarely","2012","Part Time","1-pers.-HH","","","",""
"Rarely","2012","Part Time","(Married) couple without C. ","","","",""
"Rarely","2012","Part Time","Single parent ","59","0.0872583499887215","0.0653598088152479","0.109156891162195"
"Rarely","2012","Part Time","Couple + C. LE 16 ","152","0.11756778917215","0.0994790082534914","0.135656570090809"
"Rarely","2012","Part Time","Couple + C. GT 16 ","2","","",""
"Rarely","2012","Part Time","Couple + C. LE and GT 16","33","0.11182893425818","0.0732982312618157","0.150359637254545"
"Rarely","2012","Not Working","1-pers.-HH","","","",""
"Rarely","2012","Not Working","(Married) couple without C. ","","","",""
"Rarely","2012","Not Working","Single parent ","4","","",""
"Rarely","2012","Not Working","Couple + C. LE 16 ","13","","",""
"Rarely","2012","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2012","Not Working","Couple + C. LE and GT 16","4","","",""
"No, never","2013","Full Time","1-pers.-HH","597","0.541188639381164","0.512109271728021","0.570268007034308"
"No, never","2013","Full Time","(Married) couple without C. ","1238","0.54858080118562","0.52787558568877","0.569286016682471"
"No, never","2013","Full Time","Single parent ","490","0.63138696591653","0.598081637529846","0.664692294303214"
"No, never","2013","Full Time","Couple + C. LE 16 ","1594","0.530142001760487","0.512067438005123","0.54821656551585"
"No, never","2013","Full Time","Couple + C. GT 16 ","714","0.621128424803547","0.593414593210228","0.648842256396866"
"No, never","2013","Full Time","Couple + C. LE and GT 16","442","0.585142737065087","0.550297153728157","0.619988320402017"
"No, never","2013","Part Time","1-pers.-HH","289","0.617864183213118","0.573265601026886","0.662462765399349"
"No, never","2013","Part Time","(Married) couple without C. ","686","0.675936355285513","0.646841047368089","0.705031663202937"
"No, never","2013","Part Time","Single parent ","623","0.669450325231567","0.638920225893791","0.699980424569343"
"No, never","2013","Part Time","Couple + C. LE 16 ","1330","0.683383936536777","0.662992841464837","0.703775031608716"
"No, never","2013","Part Time","Couple + C. GT 16 ","482","0.666494154256191","0.631790526915844","0.701197781596539"
"No, never","2013","Part Time","Couple + C. LE and GT 16","432","0.695300682729927","0.658744443296475","0.731856922163378"
"No, never","2013","Not Working","1-pers.-HH","22","","",""
"No, never","2013","Not Working","(Married) couple without C. ","30","0.597610482261023","0.45888383033483","0.736337134187215"
"No, never","2013","Not Working","Single parent ","38","0.627872436831987","0.502387299060871","0.753357574603103"
"No, never","2013","Not Working","Couple + C. LE 16 ","104","0.604471495732371","0.528942804444152","0.68000018702059"
"No, never","2013","Not Working","Couple + C. GT 16 ","22","","",""
"No, never","2013","Not Working","Couple + C. LE and GT 16","28","","",""
"Yes, every week","2013","Full Time","1-pers.-HH","99","0.0851413184694318","0.0688543320727457","0.101428304866118"
"Yes, every week","2013","Full Time","(Married) couple without C. ","140","0.0573042197554336","0.0476337287962334","0.0669747107146338"
"Yes, every week","2013","Full Time","Single parent ","60","0.0691298504222065","0.0516169559531301","0.0866427448912828"
"Yes, every week","2013","Full Time","Couple + C. LE 16 ","211","0.0569671148776015","0.0485732120656984","0.0653610176895045"
"Yes, every week","2013","Full Time","Couple + C. GT 16 ","83","0.0575471153436468","0.0442425263457934","0.0708517043415001"
"Yes, every week","2013","Full Time","Couple + C. LE and GT 16","68","0.0649221954204503","0.0474965868598828","0.0823478039810178"
"Yes, every week","2013","Part Time","1-pers.-HH","28","","",""
"Yes, every week","2013","Part Time","(Married) couple without C. ","40","0.0480268885275349","0.0347343029362312","0.0613194741188387"
"Yes, every week","2013","Part Time","Single parent ","42","0.0463613816976771","0.0327148976424351","0.0600078657529192"
"Yes, every week","2013","Part Time","Couple + C. LE 16 ","113","0.0467418510543305","0.0374884814197624","0.0559952206888985"
"Yes, every week","2013","Part Time","Couple + C. GT 16 ","46","0.0666822734464621","0.0483192186690319","0.0850453282238924"
"Yes, every week","2013","Part Time","Couple + C. LE and GT 16","38","0.0564203479075405","0.0380952371551114","0.0747454586599695"
"Yes, every week","2013","Not Working","1-pers.-HH","2","","",""
"Yes, every week","2013","Not Working","(Married) couple without C. ","3","","",""
"Yes, every week","2013","Not Working","Single parent ","4","","",""
"Yes, every week","2013","Not Working","Couple + C. LE 16 ","14","","",""
"Yes, every week","2013","Not Working","Couple + C. GT 16 ","2","","",""
"Yes, every week","2013","Not Working","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2013","Full Time","1-pers.-HH","128","0.11150131400814","0.0931333115496738","0.129869316466606"
"Yes, every 2 weeks","2013","Full Time","(Married) couple without C. ","202","0.0938950371503363","0.0817589129174813","0.106031161383191"
"Yes, every 2 weeks","2013","Full Time","Single parent ","96","0.119631922468721","0.0972273709808011","0.142036473956641"
"Yes, every 2 weeks","2013","Full Time","Couple + C. LE 16 ","318","0.109991780315972","0.0986608510158831","0.121322709616061"
"Yes, every 2 weeks","2013","Full Time","Couple + C. GT 16 ","84","0.0604745387125523","0.0468569435533136","0.074092133871791"
"Yes, every 2 weeks","2013","Full Time","Couple + C. LE and GT 16","72","0.0904244527352342","0.0701415637460475","0.110707341724421"
"Yes, every 2 weeks","2013","Part Time","1-pers.-HH","54","0.115177059906046","0.0858764371705468","0.144477682641546"
"Yes, every 2 weeks","2013","Part Time","(Married) couple without C. ","75","0.0827018828279883","0.0655793562751293","0.0998244093808474"
"Yes, every 2 weeks","2013","Part Time","Single parent ","105","0.144529720593381","0.12170887584863","0.167350565338132"
"Yes, every 2 weeks","2013","Part Time","Couple + C. LE 16 ","192","0.094009678090041","0.0812161668226127","0.106803189357469"
"Yes, every 2 weeks","2013","Part Time","Couple + C. GT 16 ","63","0.0923420520905881","0.0710319347229095","0.113652169458267"
"Yes, every 2 weeks","2013","Part Time","Couple + C. LE and GT 16","52","0.101526173903109","0.0775388847926128","0.125513463013604"
"Yes, every 2 weeks","2013","Not Working","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2013","Not Working","(Married) couple without C. ","2","","",""
"Yes, every 2 weeks","2013","Not Working","Single parent ","12","","",""
"Yes, every 2 weeks","2013","Not Working","Couple + C. LE 16 ","15","","",""
"Yes, every 2 weeks","2013","Not Working","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2013","Not Working","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2013","Full Time","1-pers.-HH","80","0.0702875013920073","0.0553696276048523","0.0852053751791623"
"Yes, every 3-4 weeks","2013","Full Time","(Married) couple without C. ","133","0.0611132400080409","0.0511467163539659","0.071079763662116"
"Yes, every 3-4 weeks","2013","Full Time","Single parent ","45","0.0468684921213858","0.0322770749570799","0.0614599092856918"
"Yes, every 3-4 weeks","2013","Full Time","Couple + C. LE 16 ","194","0.0668316617226159","0.0577876829868287","0.0758756404584031"
"Yes, every 3-4 weeks","2013","Full Time","Couple + C. GT 16 ","52","0.0356356820034098","0.0250450235232492","0.0462263404835705"
"Yes, every 3-4 weeks","2013","Full Time","Couple + C. LE and GT 16","41","0.0674637104961697","0.0497244519513392","0.0852029690410002"
"Yes, every 3-4 weeks","2013","Part Time","1-pers.-HH","20","","",""
"Yes, every 3-4 weeks","2013","Part Time","(Married) couple without C. ","38","0.043178196934555","0.0305423987246831","0.0558139951444269"
"Yes, every 3-4 weeks","2013","Part Time","Single parent ","38","0.045024540187754","0.0315668222757576","0.0584822580997504"
"Yes, every 3-4 weeks","2013","Part Time","Couple + C. LE 16 ","84","0.036440481425182","0.0282261348975161","0.0446548279528479"
"Yes, every 3-4 weeks","2013","Part Time","Couple + C. GT 16 ","19","","",""
"Yes, every 3-4 weeks","2013","Part Time","Couple + C. LE and GT 16","23","","",""
"Yes, every 3-4 weeks","2013","Not Working","1-pers.-HH","5","","",""
"Yes, every 3-4 weeks","2013","Not Working","(Married) couple without C. ","5","","",""
"Yes, every 3-4 weeks","2013","Not Working","Single parent ","1","","",""
"Yes, every 3-4 weeks","2013","Not Working","Couple + C. LE 16 ","9","","",""
"Yes, every 3-4 weeks","2013","Not Working","Couple + C. GT 16 ","2","","",""
"Yes, every 3-4 weeks","2013","Not Working","Couple + C. LE and GT 16","3","","",""
"Rarely","2013","Full Time","1-pers.-HH","224","0.191881226749257","0.168901366547403","0.214861086951111"
"Rarely","2013","Full Time","(Married) couple without C. ","506","0.239106701900569","0.221359610177689","0.256853793623449"
"Rarely","2013","Full Time","Single parent ","115","0.132982769071156","0.109540906237843","0.15642463190447"
"Rarely","2013","Full Time","Couple + C. LE 16 ","612","0.236067441323324","0.220688233645889","0.251446649000759"
"Rarely","2013","Full Time","Couple + C. GT 16 ","244","0.225214239136844","0.201349944764832","0.249078533508857"
"Rarely","2013","Full Time","Couple + C. LE and GT 16","145","0.192046904283059","0.164187988459748","0.219905820106369"
"Rarely","2013","Part Time","1-pers.-HH","65","0.147572361434284","0.115018917227089","0.18012580564148"
"Rarely","2013","Part Time","(Married) couple without C. ","155","0.150156676424409","0.127949330594347","0.172364022254471"
"Rarely","2013","Part Time","Single parent ","104","0.094634032289621","0.0756369708477902","0.113631093731452"
"Rarely","2013","Part Time","Couple + C. LE 16 ","280","0.13942405289367","0.124239390266289","0.154608715521051"
"Rarely","2013","Part Time","Couple + C. GT 16 ","99","0.14507541231726","0.1191523810312","0.17099844360332"
"Rarely","2013","Part Time","Couple + C. LE and GT 16","64","0.0932805438520273","0.0701826996924996","0.116378388011555"
"Rarely","2013","Not Working","1-pers.-HH","4","","",""
"Rarely","2013","Not Working","(Married) couple without C. ","8","","",""
"Rarely","2013","Not Working","Single parent ","2","","",""
"Rarely","2013","Not Working","Couple + C. LE 16 ","19","","",""
"Rarely","2013","Not Working","Couple + C. GT 16 ","7","","",""
"Rarely","2013","Not Working","Couple + C. LE and GT 16","3","","",""
"No, never","2014","Full Time","1-pers.-HH","","","",""
"No, never","2014","Full Time","(Married) couple without C. ","","","",""
"No, never","2014","Full Time","Single parent ","","","",""
"No, never","2014","Full Time","Couple + C. LE 16 ","","","",""
"No, never","2014","Full Time","Couple + C. GT 16 ","","","",""
"No, never","2014","Full Time","Couple + C. LE and GT 16","","","",""
"No, never","2014","Part Time","1-pers.-HH","","","",""
"No, never","2014","Part Time","(Married) couple without C. ","","","",""
"No, never","2014","Part Time","Single parent ","","","",""
"No, never","2014","Part Time","Couple + C. LE 16 ","","","",""
"No, never","2014","Part Time","Couple + C. GT 16 ","","","",""
"No, never","2014","Part Time","Couple + C. LE and GT 16","","","",""
"No, never","2014","Not Working","1-pers.-HH","","","",""
"No, never","2014","Not Working","(Married) couple without C. ","","","",""
"No, never","2014","Not Working","Single parent ","","","",""
"No, never","2014","Not Working","Couple + C. LE 16 ","","","",""
"No, never","2014","Not Working","Couple + C. GT 16 ","","","",""
"No, never","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every week","2014","Full Time","1-pers.-HH","","","",""
"Yes, every week","2014","Full Time","(Married) couple without C. ","","","",""
"Yes, every week","2014","Full Time","Single parent ","","","",""
"Yes, every week","2014","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every week","2014","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every week","2014","Part Time","1-pers.-HH","","","",""
"Yes, every week","2014","Part Time","(Married) couple without C. ","","","",""
"Yes, every week","2014","Part Time","Single parent ","","","",""
"Yes, every week","2014","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every week","2014","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every week","2014","Not Working","1-pers.-HH","","","",""
"Yes, every week","2014","Not Working","(Married) couple without C. ","","","",""
"Yes, every week","2014","Not Working","Single parent ","","","",""
"Yes, every week","2014","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every week","2014","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every week","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2014","Full Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2014","Full Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2014","Full Time","Single parent ","","","",""
"Yes, every 2 weeks","2014","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2014","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2014","Part Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2014","Part Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2014","Part Time","Single parent ","","","",""
"Yes, every 2 weeks","2014","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2014","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2014","Not Working","1-pers.-HH","","","",""
"Yes, every 2 weeks","2014","Not Working","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2014","Not Working","Single parent ","","","",""
"Yes, every 2 weeks","2014","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2014","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2014","Full Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2014","Full Time","Single parent ","","","",""
"Yes, every 3-4 weeks","2014","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2014","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2014","Part Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2014","Part Time","Single parent ","","","",""
"Yes, every 3-4 weeks","2014","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2014","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2014","Not Working","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2014","Not Working","Single parent ","","","",""
"Yes, every 3-4 weeks","2014","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2014","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2014","Full Time","1-pers.-HH","","","",""
"Rarely","2014","Full Time","(Married) couple without C. ","","","",""
"Rarely","2014","Full Time","Single parent ","","","",""
"Rarely","2014","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2014","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2014","Part Time","1-pers.-HH","","","",""
"Rarely","2014","Part Time","(Married) couple without C. ","","","",""
"Rarely","2014","Part Time","Single parent ","","","",""
"Rarely","2014","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2014","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2014","Not Working","1-pers.-HH","","","",""
"Rarely","2014","Not Working","(Married) couple without C. ","","","",""
"Rarely","2014","Not Working","Single parent ","","","",""
"Rarely","2014","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2014","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2014","Not Working","Couple + C. LE and GT 16","","","",""
"No, never","2015","Full Time","1-pers.-HH","583","0.553868558865392","0.524222225682902","0.583514892047883"
"No, never","2015","Full Time","(Married) couple without C. ","1275","0.524368635495686","0.503561563001568","0.545175707989804"
"No, never","2015","Full Time","Single parent ","434","0.621286077760015","0.585631546032479","0.656940609487551"
"No, never","2015","Full Time","Couple + C. LE 16 ","1500","0.504797672196502","0.48626536382899","0.523329980564013"
"No, never","2015","Full Time","Couple + C. GT 16 ","743","0.666679482290821","0.639941077348347","0.693417887233295"
"No, never","2015","Full Time","Couple + C. LE and GT 16","490","0.607842250873193","0.574607175460581","0.641077326285805"
"No, never","2015","Part Time","1-pers.-HH","297","0.584735909418886","0.541586853344355","0.627884965493417"
"No, never","2015","Part Time","(Married) couple without C. ","710","0.644180231955053","0.615413136801587","0.672947327108518"
"No, never","2015","Part Time","Single parent ","488","0.649724492503792","0.615605387747552","0.683843597260031"
"No, never","2015","Part Time","Couple + C. LE 16 ","1257","0.669146748877585","0.64791158405529","0.69038191369988"
"No, never","2015","Part Time","Couple + C. GT 16 ","525","0.705402620911808","0.672535713173499","0.738269528650117"
"No, never","2015","Part Time","Couple + C. LE and GT 16","405","0.63334865720911","0.595294176326207","0.671403138092013"
"No, never","2015","Not Working","1-pers.-HH","17","","",""
"No, never","2015","Not Working","(Married) couple without C. ","33","0.739282478763813","0.60806122614658","0.870503731381045"
"No, never","2015","Not Working","Single parent ","45","0.632829980244488","0.51380038808522","0.751859572403757"
"No, never","2015","Not Working","Couple + C. LE 16 ","76","0.732216650569147","0.649841127257689","0.814592173880604"
"No, never","2015","Not Working","Couple + C. GT 16 ","23","","",""
"No, never","2015","Not Working","Couple + C. LE and GT 16","43","0.81195380801259","0.716222049389808","0.907685566635371"
"Yes, every week","2015","Full Time","1-pers.-HH","88","0.0806777999913126","0.0644355155944722","0.096920084388153"
"Yes, every week","2015","Full Time","(Married) couple without C. ","151","0.0717725072852234","0.0610186651504049","0.082526349420042"
"Yes, every week","2015","Full Time","Single parent ","52","0.0806990670494034","0.060678498890743","0.100719635208064"
"Yes, every week","2015","Full Time","Couple + C. LE 16 ","208","0.0766315539341696","0.0667716918928599","0.0864914159754794"
"Yes, every week","2015","Full Time","Couple + C. GT 16 ","85","0.0447554727468898","0.0330274099908666","0.0564835355029129"
"Yes, every week","2015","Full Time","Couple + C. LE and GT 16","53","0.0579490691820612","0.0420441579542543","0.0738539804098681"
"Yes, every week","2015","Part Time","1-pers.-HH","36","0.0506145168592716","0.0314195189445665","0.0698095147739766"
"Yes, every week","2015","Part Time","(Married) couple without C. ","53","0.0544184388890129","0.0407883146663515","0.0680485631116743"
"Yes, every week","2015","Part Time","Single parent ","37","0.0514549064020166","0.0356544180609878","0.0672553947430454"
"Yes, every week","2015","Part Time","Couple + C. LE 16 ","117","0.053646380714027","0.0434774758519395","0.0638152855761145"
"Yes, every week","2015","Part Time","Couple + C. GT 16 ","43","0.0552773424511956","0.0388013488282122","0.071753336074179"
"Yes, every week","2015","Part Time","Couple + C. LE and GT 16","45","0.0715807200946996","0.0512230607996377","0.0919383793897616"
"Yes, every week","2015","Not Working","1-pers.-HH","2","","",""
"Yes, every week","2015","Not Working","(Married) couple without C. ","2","","",""
"Yes, every week","2015","Not Working","Single parent ","2","","",""
"Yes, every week","2015","Not Working","Couple + C. LE 16 ","8","","",""
"Yes, every week","2015","Not Working","Couple + C. GT 16 ","9","","",""
"Yes, every week","2015","Not Working","Couple + C. LE and GT 16","7","","",""
"Yes, every 2 weeks","2015","Full Time","1-pers.-HH","120","0.111746623962901","0.0929568371643918","0.130536410761411"
"Yes, every 2 weeks","2015","Full Time","(Married) couple without C. ","209","0.0997419944005601","0.0872572428545423","0.112226745946578"
"Yes, every 2 weeks","2015","Full Time","Single parent ","82","0.106157493540687","0.0835152675668944","0.12879971951448"
"Yes, every 2 weeks","2015","Full Time","Couple + C. LE 16 ","292","0.0955956634100571","0.0846968323372414","0.106494494482873"
"Yes, every 2 weeks","2015","Full Time","Couple + C. GT 16 ","96","0.0745569966314764","0.0596577273871517","0.0894562658758011"
"Yes, every 2 weeks","2015","Full Time","Couple + C. LE and GT 16","95","0.104464610877929","0.0836438403582217","0.125285381397636"
"Yes, every 2 weeks","2015","Part Time","1-pers.-HH","57","0.133051797244206","0.103312125128568","0.162791469359845"
"Yes, every 2 weeks","2015","Part Time","(Married) couple without C. ","98","0.0946978196875524","0.077104651674551","0.112290987700554"
"Yes, every 2 weeks","2015","Part Time","Single parent ","93","0.129289712534741","0.105293265423755","0.153286159645727"
"Yes, every 2 weeks","2015","Part Time","Couple + C. LE 16 ","177","0.0978012711562623","0.0843952283434721","0.111207313969052"
"Yes, every 2 weeks","2015","Part Time","Couple + C. GT 16 ","61","0.0890491827007785","0.068514485386186","0.109583880015371"
"Yes, every 2 weeks","2015","Part Time","Couple + C. LE and GT 16","66","0.148280263388575","0.120216380142813","0.176344146634337"
"Yes, every 2 weeks","2015","Not Working","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2015","Not Working","(Married) couple without C. ","2","","",""
"Yes, every 2 weeks","2015","Not Working","Single parent ","10","","",""
"Yes, every 2 weeks","2015","Not Working","Couple + C. LE 16 ","9","","",""
"Yes, every 2 weeks","2015","Not Working","Couple + C. GT 16 ","8","","",""
"Yes, every 2 weeks","2015","Not Working","Couple + C. LE and GT 16","5","","",""
"Yes, every 3-4 weeks","2015","Full Time","1-pers.-HH","82","0.0704114779388477","0.0551532773570569","0.0856696785206386"
"Yes, every 3-4 weeks","2015","Full Time","(Married) couple without C. ","132","0.082186833506556","0.0707439454332091","0.0936297215799028"
"Yes, every 3-4 weeks","2015","Full Time","Single parent ","29","","",""
"Yes, every 3-4 weeks","2015","Full Time","Couple + C. LE 16 ","217","0.0743283816106173","0.0646057166588353","0.0840510465623994"
"Yes, every 3-4 weeks","2015","Full Time","Couple + C. GT 16 ","62","0.0327324504224816","0.0226397241212171","0.0428251767237462"
"Yes, every 3-4 weeks","2015","Full Time","Couple + C. LE and GT 16","30","0.0366007893220138","0.0238181894530017","0.0493833891910258"
"Yes, every 3-4 weeks","2015","Part Time","1-pers.-HH","30","0.0675289363898977","0.045555809450475","0.0895020633293205"
"Yes, every 3-4 weeks","2015","Part Time","(Married) couple without C. ","41","0.0364146550436709","0.0251592670560175","0.0476700430313243"
"Yes, every 3-4 weeks","2015","Part Time","Single parent ","34","0.0616239490374682","0.0444254184549127","0.0788224796200237"
"Yes, every 3-4 weeks","2015","Part Time","Couple + C. LE 16 ","69","0.0376118828441544","0.0290254078366403","0.0461983578516685"
"Yes, every 3-4 weeks","2015","Part Time","Couple + C. GT 16 ","25","","",""
"Yes, every 3-4 weeks","2015","Part Time","Couple + C. LE and GT 16","23","","",""
"Yes, every 3-4 weeks","2015","Not Working","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2015","Not Working","(Married) couple without C. ","3","","",""
"Yes, every 3-4 weeks","2015","Not Working","Single parent ","2","","",""
"Yes, every 3-4 weeks","2015","Not Working","Couple + C. LE 16 ","5","","",""
"Yes, every 3-4 weeks","2015","Not Working","Couple + C. GT 16 ","1","","",""
"Yes, every 3-4 weeks","2015","Not Working","Couple + C. LE and GT 16","5","","",""
"Rarely","2015","Full Time","1-pers.-HH","207","0.183295539241546","0.16022038434113","0.206370694141962"
"Rarely","2015","Full Time","(Married) couple without C. ","446","0.221930029311974","0.20461693294325","0.239243125680698"
"Rarely","2015","Full Time","Single parent ","114","0.151360166987246","0.125016222894134","0.177704111080357"
"Rarely","2015","Full Time","Couple + C. LE 16 ","579","0.248646728848654","0.232625605161378","0.264667852535931"
"Rarely","2015","Full Time","Couple + C. GT 16 ","208","0.181275597908331","0.159423936217283","0.20312725959938"
"Rarely","2015","Full Time","Couple + C. LE and GT 16","161","0.193143279744804","0.166270732385474","0.220015827104134"
"Rarely","2015","Part Time","1-pers.-HH","81","0.164068840087739","0.131640289426158","0.19649739074932"
"Rarely","2015","Part Time","(Married) couple without C. ","162","0.170288854424711","0.147703139042359","0.192874569807063"
"Rarely","2015","Part Time","Single parent ","99","0.107906939521983","0.0857169094585881","0.130096969585377"
"Rarely","2015","Part Time","Couple + C. LE 16 ","266","0.141793716407971","0.12605020567447","0.157537227141472"
"Rarely","2015","Part Time","Couple + C. GT 16 ","85","0.114890476189311","0.0918990245106661","0.137881927867956"
"Rarely","2015","Part Time","Couple + C. LE and GT 16","77","0.111698376505636","0.0868234736544648","0.136573279356808"
"Rarely","2015","Not Working","1-pers.-HH","4","","",""
"Rarely","2015","Not Working","(Married) couple without C. ","3","","",""
"Rarely","2015","Not Working","Single parent ","4","","",""
