"plb0219","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2008","Full Time","(0) in school","","","",""
"Yes, every 2 weeks","2008","Full Time","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Full Time","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Full Time","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Full Time","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Full Time","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Full Time","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Full Time","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Part Time","(0) in school","","","",""
"Yes, every 2 weeks","2008","Part Time","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Part Time","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Part Time","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Part Time","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Part Time","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Part Time","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Part Time","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Not Working","(0) in school","","","",""
"Yes, every 2 weeks","2008","Not Working","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Not Working","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Not Working","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Not Working","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Not Working","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Full Time","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Part Time","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Not Working","(3b) higher tertiary education","","","",""
"Rarely","2008","Full Time","(0) in school","","","",""
"Rarely","2008","Full Time","(1a) inadequately completed","","","",""
"Rarely","2008","Full Time","(1b) general elementary school","","","",""
"Rarely","2008","Full Time","(1c) basic vocational qualification","","","",""
"Rarely","2008","Full Time","(2b) intermediate general qualification","","","",""
"Rarely","2008","Full Time","(2a) intermediate vocational","","","",""
"Rarely","2008","Full Time","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","Full Time","(3a) lower tertiary education","","","",""
"Rarely","2008","Full Time","(3b) higher tertiary education","","","",""
"Rarely","2008","Part Time","(0) in school","","","",""
"Rarely","2008","Part Time","(1a) inadequately completed","","","",""
"Rarely","2008","Part Time","(1b) general elementary school","","","",""
"Rarely","2008","Part Time","(1c) basic vocational qualification","","","",""
"Rarely","2008","Part Time","(2b) intermediate general qualification","","","",""
"Rarely","2008","Part Time","(2a) intermediate vocational","","","",""
"Rarely","2008","Part Time","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","Part Time","(3a) lower tertiary education","","","",""
"Rarely","2008","Part Time","(3b) higher tertiary education","","","",""
"Rarely","2008","Not Working","(0) in school","","","",""
"Rarely","2008","Not Working","(1a) inadequately completed","","","",""
"Rarely","2008","Not Working","(1b) general elementary school","","","",""
"Rarely","2008","Not Working","(1c) basic vocational qualification","","","",""
"Rarely","2008","Not Working","(2b) intermediate general qualification","","","",""
"Rarely","2008","Not Working","(2a) intermediate vocational","","","",""
"Rarely","2008","Not Working","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","Not Working","(3a) lower tertiary education","","","",""
"Rarely","2008","Not Working","(3b) higher tertiary education","","","",""
"No, never","2009","Full Time","(0) in school","1","","",""
"No, never","2009","Full Time","(1a) inadequately completed","21","","",""
"No, never","2009","Full Time","(1b) general elementary school","150","0.658833707175994","0.595898914245742","0.721768500106246"
"No, never","2009","Full Time","(1c) basic vocational qualification","799","0.612169750103466","0.585763849037654","0.638575651169279"
"No, never","2009","Full Time","(2b) intermediate general qualification","101","0.642259320426807","0.566306877477558","0.718211763376057"
"No, never","2009","Full Time","(2a) intermediate vocational","1094","0.541571512143772","0.519399202719894","0.563743821567651"
"No, never","2009","Full Time","(2c_gen) general maturity certificate","85","0.659034609548835","0.580230303086773","0.737838916010898"
"No, never","2009","Full Time","(2c_voc) vocational maturity certificate","368","0.581012648335624","0.541761985491231","0.620263311180017"
"No, never","2009","Full Time","(3a) lower tertiary education","400","0.54707528642197","0.511234663898356","0.582915908945584"
"No, never","2009","Full Time","(3b) higher tertiary education","494","0.385100714780183","0.357533672503666","0.4126677570567"
"No, never","2009","Part Time","(0) in school","18","","",""
"No, never","2009","Part Time","(1a) inadequately completed","15","","",""
"No, never","2009","Part Time","(1b) general elementary school","148","0.742672278624689","0.680015338563167","0.805329218686212"
"No, never","2009","Part Time","(1c) basic vocational qualification","488","0.691212524018279","0.656514066182793","0.725910981853764"
"No, never","2009","Part Time","(2b) intermediate general qualification","59","0.740952397686257","0.644342974819431","0.837561820553082"
"No, never","2009","Part Time","(2a) intermediate vocational","648","0.664597012396265","0.634318306568913","0.694875718223616"
"No, never","2009","Part Time","(2c_gen) general maturity certificate","128","0.650778857423565","0.584208335800324","0.717349379046805"
"No, never","2009","Part Time","(2c_voc) vocational maturity certificate","198","0.659847242596454","0.605692920109817","0.714001565083091"
"No, never","2009","Part Time","(3a) lower tertiary education","167","0.609556065892388","0.549442291209089","0.669669840575687"
"No, never","2009","Part Time","(3b) higher tertiary education","243","0.5422246684333","0.495935016585816","0.588514320280785"
"No, never","2009","Not Working","(0) in school","4","","",""
"No, never","2009","Not Working","(1a) inadequately completed","1","","",""
"No, never","2009","Not Working","(1b) general elementary school","6","","",""
"No, never","2009","Not Working","(1c) basic vocational qualification","13","","",""
"No, never","2009","Not Working","(2b) intermediate general qualification","3","","",""
"No, never","2009","Not Working","(2a) intermediate vocational","28","","",""
"No, never","2009","Not Working","(2c_gen) general maturity certificate","7","","",""
"No, never","2009","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"No, never","2009","Not Working","(3a) lower tertiary education","4","","",""
"No, never","2009","Not Working","(3b) higher tertiary education","9","","",""
"Yes, every week","2009","Full Time","(0) in school","","","",""
"Yes, every week","2009","Full Time","(1a) inadequately completed","4","","",""
"Yes, every week","2009","Full Time","(1b) general elementary school","15","","",""
"Yes, every week","2009","Full Time","(1c) basic vocational qualification","80","0.0519704014057461","0.03994129952968","0.0639995032818123"
"Yes, every week","2009","Full Time","(2b) intermediate general qualification","10","","",""
"Yes, every week","2009","Full Time","(2a) intermediate vocational","114","0.0540995838975477","0.0440333527971633","0.0641658149979321"
"Yes, every week","2009","Full Time","(2c_gen) general maturity certificate","13","","",""
"Yes, every week","2009","Full Time","(2c_voc) vocational maturity certificate","28","","",""
"Yes, every week","2009","Full Time","(3a) lower tertiary education","53","0.0739854836774185","0.0551393987840082","0.0928315685708289"
"Yes, every week","2009","Full Time","(3b) higher tertiary education","182","0.176059029432908","0.154482667584838","0.197635391280978"
"Yes, every week","2009","Part Time","(0) in school","3","","",""
"Yes, every week","2009","Part Time","(1a) inadequately completed","3","","",""
"Yes, every week","2009","Part Time","(1b) general elementary school","10","","",""
"Yes, every week","2009","Part Time","(1c) basic vocational qualification","25","","",""
"Yes, every week","2009","Part Time","(2b) intermediate general qualification","4","","",""
"Yes, every week","2009","Part Time","(2a) intermediate vocational","35","0.0483303715542226","0.034576409412334","0.0620843336961111"
"Yes, every week","2009","Part Time","(2c_gen) general maturity certificate","11","","",""
"Yes, every week","2009","Part Time","(2c_voc) vocational maturity certificate","18","","",""
"Yes, every week","2009","Part Time","(3a) lower tertiary education","8","","",""
"Yes, every week","2009","Part Time","(3b) higher tertiary education","55","0.0996925738019596","0.0718573379179898","0.127527809685929"
"Yes, every week","2009","Not Working","(0) in school","","","",""
"Yes, every week","2009","Not Working","(1a) inadequately completed","","","",""
"Yes, every week","2009","Not Working","(1b) general elementary school","","","",""
"Yes, every week","2009","Not Working","(1c) basic vocational qualification","1","","",""
"Yes, every week","2009","Not Working","(2b) intermediate general qualification","2","","",""
"Yes, every week","2009","Not Working","(2a) intermediate vocational","2","","",""
"Yes, every week","2009","Not Working","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2009","Not Working","(3a) lower tertiary education","","","",""
"Yes, every week","2009","Not Working","(3b) higher tertiary education","2","","",""
"Yes, every 2 weeks","2009","Full Time","(0) in school","","","",""
"Yes, every 2 weeks","2009","Full Time","(1a) inadequately completed","2","","",""
"Yes, every 2 weeks","2009","Full Time","(1b) general elementary school","16","","",""
"Yes, every 2 weeks","2009","Full Time","(1c) basic vocational qualification","106","0.0789567058694918","0.0643423811786663","0.0935710305603172"
"Yes, every 2 weeks","2009","Full Time","(2b) intermediate general qualification","20","","",""
"Yes, every 2 weeks","2009","Full Time","(2a) intermediate vocational","202","0.111507294440581","0.0975009178657945","0.125513671015367"
"Yes, every 2 weeks","2009","Full Time","(2c_gen) general maturity certificate","12","","",""
"Yes, every 2 weeks","2009","Full Time","(2c_voc) vocational maturity certificate","54","0.077563759386671","0.0562847527860177","0.0988427659873242"
"Yes, every 2 weeks","2009","Full Time","(3a) lower tertiary education","43","0.0552767865489081","0.038823120652346","0.0717304524454703"
"Yes, every 2 weeks","2009","Full Time","(3b) higher tertiary education","105","0.0846104400764745","0.0688446416259744","0.100376238526975"
"Yes, every 2 weeks","2009","Part Time","(0) in school","2","","",""
"Yes, every 2 weeks","2009","Part Time","(1a) inadequately completed","1","","",""
"Yes, every 2 weeks","2009","Part Time","(1b) general elementary school","15","","",""
"Yes, every 2 weeks","2009","Part Time","(1c) basic vocational qualification","49","0.0699107605325345","0.0507589931411663","0.0890625279239026"
"Yes, every 2 weeks","2009","Part Time","(2b) intermediate general qualification","5","","",""
"Yes, every 2 weeks","2009","Part Time","(2a) intermediate vocational","98","0.0999334023834082","0.080699504219779","0.119167300547037"
"Yes, every 2 weeks","2009","Part Time","(2c_gen) general maturity certificate","22","","",""
"Yes, every 2 weeks","2009","Part Time","(2c_voc) vocational maturity certificate","20","","",""
"Yes, every 2 weeks","2009","Part Time","(3a) lower tertiary education","12","","",""
"Yes, every 2 weeks","2009","Part Time","(3b) higher tertiary education","28","","",""
"Yes, every 2 weeks","2009","Not Working","(0) in school","1","","",""
"Yes, every 2 weeks","2009","Not Working","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2009","Not Working","(1b) general elementary school","2","","",""
"Yes, every 2 weeks","2009","Not Working","(1c) basic vocational qualification","1","","",""
"Yes, every 2 weeks","2009","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2009","Not Working","(2a) intermediate vocational","3","","",""
"Yes, every 2 weeks","2009","Not Working","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2009","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2009","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2009","Not Working","(3b) higher tertiary education","2","","",""
"Yes, every 3-4 weeks","2009","Full Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","Full Time","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","Full Time","(1b) general elementary school","14","","",""
"Yes, every 3-4 weeks","2009","Full Time","(1c) basic vocational qualification","84","0.0634273828457058","0.0502188876381661","0.0766358780532456"
"Yes, every 3-4 weeks","2009","Full Time","(2b) intermediate general qualification","4","","",""
"Yes, every 3-4 weeks","2009","Full Time","(2a) intermediate vocational","105","0.0610150277980839","0.0503639157441188","0.071666139852049"
"Yes, every 3-4 weeks","2009","Full Time","(2c_gen) general maturity certificate","9","","",""
"Yes, every 3-4 weeks","2009","Full Time","(2c_voc) vocational maturity certificate","30","0.0631789329268445","0.0438250453937231","0.0825328204599658"
"Yes, every 3-4 weeks","2009","Full Time","(3a) lower tertiary education","35","0.045669593328816","0.0306381065239969","0.0607010801336351"
"Yes, every 3-4 weeks","2009","Full Time","(3b) higher tertiary education","110","0.0836037914977897","0.067923445394271","0.0992841376013083"
"Yes, every 3-4 weeks","2009","Part Time","(0) in school","1","","",""
"Yes, every 3-4 weeks","2009","Part Time","(1a) inadequately completed","1","","",""
"Yes, every 3-4 weeks","2009","Part Time","(1b) general elementary school","3","","",""
"Yes, every 3-4 weeks","2009","Part Time","(1c) basic vocational qualification","26","","",""
"Yes, every 3-4 weeks","2009","Part Time","(2b) intermediate general qualification","3","","",""
"Yes, every 3-4 weeks","2009","Part Time","(2a) intermediate vocational","42","0.0541902323673579","0.0396712206101616","0.0687092441245543"
"Yes, every 3-4 weeks","2009","Part Time","(2c_gen) general maturity certificate","14","","",""
"Yes, every 3-4 weeks","2009","Part Time","(2c_voc) vocational maturity certificate","15","","",""
"Yes, every 3-4 weeks","2009","Part Time","(3a) lower tertiary education","12","","",""
"Yes, every 3-4 weeks","2009","Part Time","(3b) higher tertiary education","22","","",""
"Yes, every 3-4 weeks","2009","Not Working","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","Not Working","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","Not Working","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2009","Not Working","(1c) basic vocational qualification","1","","",""
"Yes, every 3-4 weeks","2009","Not Working","(2b) intermediate general qualification","1","","",""
"Yes, every 3-4 weeks","2009","Not Working","(2a) intermediate vocational","2","","",""
"Yes, every 3-4 weeks","2009","Not Working","(2c_gen) general maturity certificate","1","","",""
"Yes, every 3-4 weeks","2009","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 3-4 weeks","2009","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2009","Not Working","(3b) higher tertiary education","3","","",""
"Rarely","2009","Full Time","(0) in school","","","",""
"Rarely","2009","Full Time","(1a) inadequately completed","5","","",""
"Rarely","2009","Full Time","(1b) general elementary school","23","","",""
"Rarely","2009","Full Time","(1c) basic vocational qualification","239","0.19347575977559","0.172068247004323","0.214883272546857"
"Rarely","2009","Full Time","(2b) intermediate general qualification","18","","",""
"Rarely","2009","Full Time","(2a) intermediate vocational","425","0.231806581720015","0.213028751917693","0.250584411522337"
"Rarely","2009","Full Time","(2c_gen) general maturity certificate","20","","",""
"Rarely","2009","Full Time","(2c_voc) vocational maturity certificate","127","0.226986239197478","0.193663006740249","0.260309471654707"
"Rarely","2009","Full Time","(3a) lower tertiary education","210","0.277992850022887","0.245735658764862","0.310250041280913"
"Rarely","2009","Full Time","(3b) higher tertiary education","306","0.270626024212645","0.245457315979392","0.295794732445897"
"Rarely","2009","Part Time","(0) in school","6","","",""
"Rarely","2009","Part Time","(1a) inadequately completed","1","","",""
"Rarely","2009","Part Time","(1b) general elementary school","11","","",""
"Rarely","2009","Part Time","(1c) basic vocational qualification","93","0.153753047300635","0.126661428259853","0.180844666341416"
"Rarely","2009","Part Time","(2b) intermediate general qualification","8","","",""
"Rarely","2009","Part Time","(2a) intermediate vocational","111","0.132948981298747","0.111174917739793","0.1547230448577"
"Rarely","2009","Part Time","(2c_gen) general maturity certificate","22","","",""
"Rarely","2009","Part Time","(2c_voc) vocational maturity certificate","43","0.144689881950971","0.104477915478368","0.184901848423574"
"Rarely","2009","Part Time","(3a) lower tertiary education","54","0.236368261453836","0.184017332066213","0.288719190841458"
"Rarely","2009","Part Time","(3b) higher tertiary education","97","0.236316636032547","0.196846202329116","0.275787069735978"
"Rarely","2009","Not Working","(0) in school","1","","",""
"Rarely","2009","Not Working","(1a) inadequately completed","","","",""
"Rarely","2009","Not Working","(1b) general elementary school","","","",""
"Rarely","2009","Not Working","(1c) basic vocational qualification","1","","",""
"Rarely","2009","Not Working","(2b) intermediate general qualification","1","","",""
"Rarely","2009","Not Working","(2a) intermediate vocational","2","","",""
"Rarely","2009","Not Working","(2c_gen) general maturity certificate","3","","",""
"Rarely","2009","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","2009","Not Working","(3a) lower tertiary education","2","","",""
"Rarely","2009","Not Working","(3b) higher tertiary education","1","","",""
"No, never","2010","Full Time","(0) in school","1","","",""
"No, never","2010","Full Time","(1a) inadequately completed","22","","",""
"No, never","2010","Full Time","(1b) general elementary school","95","0.675554324908526","0.599352526002573","0.751756123814479"
"No, never","2010","Full Time","(1c) basic vocational qualification","312","0.603163575236547","0.561629188342703","0.644697962130392"
"No, never","2010","Full Time","(2b) intermediate general qualification","28","","",""
"No, never","2010","Full Time","(2a) intermediate vocational","386","0.525991683924468","0.489794746914853","0.562188620934084"
"No, never","2010","Full Time","(2c_gen) general maturity certificate","18","","",""
"No, never","2010","Full Time","(2c_voc) vocational maturity certificate","145","0.526046865142589","0.466598027981517","0.58549570230366"
"No, never","2010","Full Time","(3a) lower tertiary education","105","0.493892092175686","0.427371543614746","0.560412640736626"
"No, never","2010","Full Time","(3b) higher tertiary education","191","0.403292502068361","0.359176910467578","0.447408093669144"
"No, never","2010","Part Time","(0) in school","8","","",""
"No, never","2010","Part Time","(1a) inadequately completed","12","","",""
"No, never","2010","Part Time","(1b) general elementary school","74","0.680406213766485","0.593262704006535","0.767549723526436"
"No, never","2010","Part Time","(1c) basic vocational qualification","165","0.666676673984721","0.608242276543087","0.725111071426354"
"No, never","2010","Part Time","(2b) intermediate general qualification","37","0.662979380484909","0.541329316616481","0.784629444353336"
"No, never","2010","Part Time","(2a) intermediate vocational","386","0.651191740696203","0.613214953113229","0.689168528279176"
"No, never","2010","Part Time","(2c_gen) general maturity certificate","31","0.48417515532041","0.361738774830106","0.606611535810714"
"No, never","2010","Part Time","(2c_voc) vocational maturity certificate","170","0.643473389002807","0.585364963441327","0.701581814564288"
"No, never","2010","Part Time","(3a) lower tertiary education","65","0.620760675418414","0.527955494395534","0.713565856441295"
"No, never","2010","Part Time","(3b) higher tertiary education","127","0.474023083572065","0.416052356293533","0.531993810850598"
"No, never","2010","Not Working","(0) in school","5","","",""
"No, never","2010","Not Working","(1a) inadequately completed","5","","",""
"No, never","2010","Not Working","(1b) general elementary school","16","","",""
"No, never","2010","Not Working","(1c) basic vocational qualification","24","","",""
"No, never","2010","Not Working","(2b) intermediate general qualification","4","","",""
"No, never","2010","Not Working","(2a) intermediate vocational","49","0.730268696637826","0.625548472398849","0.834988920876804"
"No, never","2010","Not Working","(2c_gen) general maturity certificate","9","","",""
"No, never","2010","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"No, never","2010","Not Working","(3a) lower tertiary education","8","","",""
"No, never","2010","Not Working","(3b) higher tertiary education","11","","",""
"Yes, every week","2010","Full Time","(0) in school","1","","",""
"Yes, every week","2010","Full Time","(1a) inadequately completed","2","","",""
"Yes, every week","2010","Full Time","(1b) general elementary school","9","","",""
"Yes, every week","2010","Full Time","(1c) basic vocational qualification","27","","",""
"Yes, every week","2010","Full Time","(2b) intermediate general qualification","6","","",""
"Yes, every week","2010","Full Time","(2a) intermediate vocational","42","0.0581115499834313","0.041151763987433","0.0750713359794297"
"Yes, every week","2010","Full Time","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2010","Full Time","(2c_voc) vocational maturity certificate","22","","",""
"Yes, every week","2010","Full Time","(3a) lower tertiary education","13","","",""
"Yes, every week","2010","Full Time","(3b) higher tertiary education","56","0.106456617293983","0.0787205144656429","0.134192720122323"
"Yes, every week","2010","Part Time","(0) in school","3","","",""
"Yes, every week","2010","Part Time","(1a) inadequately completed","5","","",""
"Yes, every week","2010","Part Time","(1b) general elementary school","9","","",""
"Yes, every week","2010","Part Time","(1c) basic vocational qualification","11","","",""
"Yes, every week","2010","Part Time","(2b) intermediate general qualification","3","","",""
"Yes, every week","2010","Part Time","(2a) intermediate vocational","34","0.0571823018114923","0.0386804548834816","0.0756841487395029"
"Yes, every week","2010","Part Time","(2c_gen) general maturity certificate","12","","",""
"Yes, every week","2010","Part Time","(2c_voc) vocational maturity certificate","17","","",""
"Yes, every week","2010","Part Time","(3a) lower tertiary education","1","","",""
"Yes, every week","2010","Part Time","(3b) higher tertiary education","33","0.0975559040646915","0.063108016578543","0.13200379155084"
"Yes, every week","2010","Not Working","(0) in school","","","",""
"Yes, every week","2010","Not Working","(1a) inadequately completed","1","","",""
"Yes, every week","2010","Not Working","(1b) general elementary school","1","","",""
"Yes, every week","2010","Not Working","(1c) basic vocational qualification","2","","",""
"Yes, every week","2010","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every week","2010","Not Working","(2a) intermediate vocational","4","","",""
"Yes, every week","2010","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2010","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2010","Not Working","(3a) lower tertiary education","1","","",""
"Yes, every week","2010","Not Working","(3b) higher tertiary education","1","","",""
"Yes, every 2 weeks","2010","Full Time","(0) in school","","","",""
"Yes, every 2 weeks","2010","Full Time","(1a) inadequately completed","5","","",""
"Yes, every 2 weeks","2010","Full Time","(1b) general elementary school","13","","",""
"Yes, every 2 weeks","2010","Full Time","(1c) basic vocational qualification","51","0.0848963829322592","0.0612336873780252","0.108559078486493"
"Yes, every 2 weeks","2010","Full Time","(2b) intermediate general qualification","7","","",""
"Yes, every 2 weeks","2010","Full Time","(2a) intermediate vocational","84","0.121282299763634","0.0976169568633637","0.144947642663905"
"Yes, every 2 weeks","2010","Full Time","(2c_gen) general maturity certificate","13","","",""
"Yes, every 2 weeks","2010","Full Time","(2c_voc) vocational maturity certificate","26","","",""
"Yes, every 2 weeks","2010","Full Time","(3a) lower tertiary education","19","","",""
"Yes, every 2 weeks","2010","Full Time","(3b) higher tertiary education","73","0.16616014460057","0.132686265620701","0.199634023580439"
"Yes, every 2 weeks","2010","Part Time","(0) in school","","","",""
"Yes, every 2 weeks","2010","Part Time","(1a) inadequately completed","4","","",""
"Yes, every 2 weeks","2010","Part Time","(1b) general elementary school","12","","",""
"Yes, every 2 weeks","2010","Part Time","(1c) basic vocational qualification","29","","",""
"Yes, every 2 weeks","2010","Part Time","(2b) intermediate general qualification","8","","",""
"Yes, every 2 weeks","2010","Part Time","(2a) intermediate vocational","69","0.110653614393673","0.0856565690477344","0.135650659739611"
"Yes, every 2 weeks","2010","Part Time","(2c_gen) general maturity certificate","8","","",""
"Yes, every 2 weeks","2010","Part Time","(2c_voc) vocational maturity certificate","28","","",""
"Yes, every 2 weeks","2010","Part Time","(3a) lower tertiary education","13","","",""
"Yes, every 2 weeks","2010","Part Time","(3b) higher tertiary education","28","","",""
"Yes, every 2 weeks","2010","Not Working","(0) in school","","","",""
"Yes, every 2 weeks","2010","Not Working","(1a) inadequately completed","1","","",""
"Yes, every 2 weeks","2010","Not Working","(1b) general elementary school","1","","",""
"Yes, every 2 weeks","2010","Not Working","(1c) basic vocational qualification","1","","",""
"Yes, every 2 weeks","2010","Not Working","(2b) intermediate general qualification","3","","",""
"Yes, every 2 weeks","2010","Not Working","(2a) intermediate vocational","5","","",""
"Yes, every 2 weeks","2010","Not Working","(2c_gen) general maturity certificate","3","","",""
"Yes, every 2 weeks","2010","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every 2 weeks","2010","Not Working","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2010","Not Working","(3b) higher tertiary education","2","","",""
"Yes, every 3-4 weeks","2010","Full Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2010","Full Time","(1a) inadequately completed","5","","",""
"Yes, every 3-4 weeks","2010","Full Time","(1b) general elementary school","11","","",""
"Yes, every 3-4 weeks","2010","Full Time","(1c) basic vocational qualification","39","0.076119411084761","0.0536060613709773","0.0986327607985448"
"Yes, every 3-4 weeks","2010","Full Time","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2010","Full Time","(2a) intermediate vocational","58","0.0797828421427937","0.0601406788346817","0.0994250054509057"
"Yes, every 3-4 weeks","2010","Full Time","(2c_gen) general maturity certificate","7","","",""
"Yes, every 3-4 weeks","2010","Full Time","(2c_voc) vocational maturity certificate","17","","",""
"Yes, every 3-4 weeks","2010","Full Time","(3a) lower tertiary education","12","","",""
"Yes, every 3-4 weeks","2010","Full Time","(3b) higher tertiary education","43","0.0805767944282331","0.0560994663104485","0.105054122546018"
"Yes, every 3-4 weeks","2010","Part Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2010","Part Time","(1a) inadequately completed","1","","",""
"Yes, every 3-4 weeks","2010","Part Time","(1b) general elementary school","6","","",""
"Yes, every 3-4 weeks","2010","Part Time","(1c) basic vocational qualification","14","","",""
"Yes, every 3-4 weeks","2010","Part Time","(2b) intermediate general qualification","4","","",""
"Yes, every 3-4 weeks","2010","Part Time","(2a) intermediate vocational","26","","",""
"Yes, every 3-4 weeks","2010","Part Time","(2c_gen) general maturity certificate","4","","",""
