"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","4.55","4.67","701","2.67","3.67","5.33","6.33","7","4.46","4.64","1","7","4.33333349227905","4.66666650772095"
"2005","(Married) couple without C.","indirect migration background","4.84","5","115","3.33","4.33","5.67","6.33","7","4.62","5.06","2","7","4.66666650772095","5.33333349227905"
"2005","(Married) couple without C.","no migration background","4.75","4.67","6220","3.33","4","5.67","6.33","7","4.72","4.78","1","7","4.66666650772095","5"
"2005","1-pers.-HH","direct migration background","4.56","4.67","214","3","4","5.33","6","7","4.39","4.73","1","7","4.33333349227905","5"
"2005","1-pers.-HH","indirect migration background","5.25","5.33","94","3.67","4.67","6.33","6.67","7","5.01","5.49","1","7","5","5.66666650772095"
"2005","1-pers.-HH","no migration background","4.81","5","2665","3.33","4","5.67","6.33","7","4.77","4.85","1","7","5","5"
"2005","Couple + C. GT 16 ","direct migration background","4.7","4.67","404","3","4","5.33","6.33","7","4.57","4.83","1","7","4.66666650772095","5"
"2005","Couple + C. GT 16 ","indirect migration background","5.04","5","207","3.33","4.33","6","6.33","7","4.88","5.2","1.67","7","5","5.33333349227905"
"2005","Couple + C. GT 16 ","no migration background","4.78","4.67","3040","3.33","4","5.67","6.33","7","4.74","4.82","1","7","4.66666650772095","5"
"2005","Couple + C. LE 16","direct migration background","4.74","4.67","529","3.33","4","5.67","6.33","7","4.64","4.84","1","7","4.66666650772095","5"
"2005","Couple + C. LE 16","indirect migration background","5.26","5.33","176","3.33","4.33","6","7","7","5.1","5.42","2.67","7","5","5.33333349227905"
"2005","Couple + C. LE 16","no migration background","4.89","5","3009","3.33","4.33","5.67","6.33","7","4.85","4.93","1","7","5","5"
"2005","Couple + C. LE and GT 16","direct migration background","4.81","5","284","3.33","4","5.67","6.33","6.67","4.67","4.95","1","7","4.66666650772095","5"
"2005","Couple + C. LE and GT 16","indirect migration background","4.74","4.67","127","3.67","4","5.33","6.33","6.67","4.56","4.92","1","7","4.66666650772095","5"
"2005","Couple + C. LE and GT 16","no migration background","4.98","5","1295","3.33","4.33","6","6.67","7","4.92","5.04","1","7","5","5"
"2005","Single parent","direct migration background","4.55","4.67","125","3","3.67","5.33","6","6.67","4.36","4.74","2","6.67","4.33333349227905","4.66666650772095"
"2005","Single parent","indirect migration background","5.01","5","78","4","4.33","6","6.67","7","4.76","5.26","1.67","7","4.66666650772095","5.33333349227905"
"2005","Single parent","no migration background","4.95","5","901","3.33","4.33","5.67","6.67","7","4.87","5.03","1","7","5","5"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2006","Single parent","direct migration background","","","","","","","","","","","","","",""
"2006","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2006","Single parent","no migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2007","Single parent","direct migration background","","","","","","","","","","","","","",""
"2007","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2007","Single parent","no migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2008","Single parent","direct migration background","","","","","","","","","","","","","",""
"2008","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2008","Single parent","no migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","direct migration background","4.49","4.33","522","3.33","3.67","5.33","6","7","4.39","4.59","1","7","4.33333349227905","4.66666650772095"
"2009","(Married) couple without C.","indirect migration background","4.85","5","114","3.67","4","5.33","6.33","7","4.64","5.06","2.33","7","4.66666650772095","5.33333349227905"
"2009","(Married) couple without C.","no migration background","4.64","4.67","6012","3","4","5.33","6","7","4.61","4.67","1","7","4.66666650772095","4.66666650772095"
"2009","1-pers.-HH","direct migration background","4.44","4.67","183","3","3.67","5.33","5.67","7","4.26","4.62","1","7","4.33333349227905","5"
"2009","1-pers.-HH","indirect migration background","5.18","5","77","3.33","4.67","6","6.67","7","4.91","5.45","1","7","4.66666650772095","5.33333349227905"
"2009","1-pers.-HH","no migration background","4.7","4.67","2628","3","4","5.67","6","7","4.66","4.74","1","7","4.66666650772095","5"
"2009","Couple + C. GT 16 ","direct migration background","4.67","4.67","314","3.33","4","5.33","6.33","7","4.53","4.81","1","7","4.33333349227905","5"
"2009","Couple + C. GT 16 ","indirect migration background","5.13","5","163","3.67","4.33","6","6.5","7","4.97","5.29","2.33","7","5","5.33333349227905"
"2009","Couple + C. GT 16 ","no migration background","4.78","4.67","2681","3.33","4","5.67","6.33","7","4.74","4.82","1","7","4.66666650772095","5"
"2009","Couple + C. LE 16","direct migration background","4.9","5","336","3.33","4.33","6","6.33","7","4.78","5.02","1.33","7","4.66666650772095","5"
"2009","Couple + C. LE 16","indirect migration background","5.05","5","167","3.33","4","6","6.67","7","4.88","5.22","2","7","4.66666650772095","5.33333349227905"
"2009","Couple + C. LE 16","no migration background","4.81","5","2347","3.33","4","5.67","6.33","7","4.76","4.86","1","7","4.66666650772095","5"
"2009","Couple + C. LE and GT 16","direct migration background","5.07","5","169","3.67","4.33","6","6.33","7","4.91","5.23","1.67","7","4.66666650772095","5"
"2009","Couple + C. LE and GT 16","indirect migration background","4.96","5","102","3.33","4","6","6.33","7","4.73","5.19","1.67","7","4.66666650772095","5.33333349227905"
"2009","Couple + C. LE and GT 16","no migration background","4.75","4.67","908","3","4","5.67","6.33","7","4.67","4.83","1.33","7","4.66666650772095","5"
"2009","Single parent","direct migration background","4.68","4.67","87","3.5","4","5.5","6","7","4.46","4.9","2.67","7","4.33333349227905","5"
"2009","Single parent","indirect migration background","4.86","4.9","74","3.33","4","5.33","6.67","7","4.59","5.13","1.5","7","4.66666650772095","5"
"2009","Single parent","no migration background","4.92","5","828","3.33","4","5.67","6.33","7","4.84","5","1.33","7","5","5"
"2010","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2010","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2010","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2010","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2010","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2010","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2010","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2010","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2010","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2010","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2010","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2010","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2010","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2010","Single parent","direct migration background","","","","","","","","","","","","","",""
"2010","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2010","Single parent","no migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2011","Single parent","direct migration background","","","","","","","","","","","","","",""
"2011","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2011","Single parent","no migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","no migration background","5.4","5.67","33","3.67","4.67","6.33","6.67","7","4.97","5.83","2.33","7","5","6"
"2012","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","no migration background","5","5","67","3.67","4.33","6","6.33","7","4.71","5.29","2","7","4.66666650772095","5.33333349227905"
"2012","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","no migration background","5.02","5.08","111","3.33","4.33","6","6.33","7","4.8","5.24","1.67","7","4.66666650772095","5.66666650772095"
"2012","Couple + C. LE 16","direct migration background","4.93","5","775","3.67","4.33","5.67","6.33","7","4.85","5.01","1","7","5","5"
"2012","Couple + C. LE 16","indirect migration background","5.14","5","274","3.67","4.33","6","6.67","7","5","5.28","1.67","7","5","5.33333349227905"
"2012","Couple + C. LE 16","no migration background","5.07","5","3189","3.67","4.33","6","6.67","7","5.03","5.11","1","7","5","5"
"2012","Couple + C. LE and GT 16","direct migration background","5.09","5","164","4","4.33","5.67","7","7","4.92","5.26","2","7","4.66666650772095","5.33333349227905"
"2012","Couple + C. LE and GT 16","indirect migration background","5.43","5.33","73","4","5","6","6.67","7","5.2","5.66","3","7","5","5.66666650772095"
"2012","Couple + C. LE and GT 16","no migration background","4.89","5","714","3.67","4","5.67","6.33","7","4.81","4.97","1","7","5","5"
"2012","Single parent","direct migration background","5.24","5.33","113","4","4.67","6","6.33","7","5.04","5.44","2.33","7","5","5.33333349227905"
"2012","Single parent","indirect migration background","5.42","5.67","110","4","4.67","6.33","6.67","7","5.23","5.61","2.67","7","5.33333349227905","5.66666650772095"
"2012","Single parent","no migration background","5.19","5.33","1353","3.67","4.33","6","6.67","7","5.13","5.25","1.33","7","5.33333349227905","5.33333349227905"
"2013","(Married) couple without C.","direct migration background","4.84","5","563","3.33","4.33","5.67","6.33","7","4.74","4.94","1","7","4.66666650772095","5"
"2013","(Married) couple without C.","indirect migration background","5.06","5.33","118","3.33","4","6","6.67","7","4.84","5.28","1.33","7","5","5.66666650772095"
"2013","(Married) couple without C.","no migration background","4.79","4.67","6944","3.33","4","5.67","6","7","4.77","4.81","1","7","4.66666650772095","5"
"2013","1-pers.-HH","direct migration background","4.67","4.67","224","3.33","4","5.33","6.33","7","4.52","4.82","1","7","4.33333349227905","5"
"2013","1-pers.-HH","indirect migration background","4.97","5","87","3.33","4.33","6","6.33","7","4.73","5.21","1.67","7","4.66666650772095","5.33333349227905"
"2013","1-pers.-HH","no migration background","4.8","5","3147","3.33","4","5.67","6.33","7","4.76","4.84","1","7","5","5"
