"year","hgtyp1hh","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","(1a) inadequately completed","4.09","4","80","2.33","3.33","5","5.33","7","3.83","4.35","1.33","7","3.66666674613953","4.33333349227905"
"2005","(Married) couple without C.","(1b) general elementary school","4.56","4.67","602","3","4","5.33","6","6.67","4.47","4.65","1","7","4.33333349227905","4.66666650772095"
"2005","(Married) couple without C.","(1c) basic vocational qualification","4.69","4.67","2505","3","4","5.67","6.33","7","4.65","4.73","1","7","4.66666650772095","4.66666650772095"
"2005","(Married) couple without C.","(2a) intermediate vocational","4.81","5","1430","3.67","4","5.33","6","7","4.75","4.87","1.33","7","4.66666650772095","5"
"2005","(Married) couple without C.","(2b) intermediate general qualification","5.01","5","94","3.67","4.33","6","6.67","7","4.76","5.26","2","7","4.66666650772095","5.33333349227905"
"2005","(Married) couple without C.","(2c_gen) general maturity certificate","5.01","5","128","4","4","5.67","6.67","7","4.81","5.21","2","7","4.66666650772095","5.33333349227905"
"2005","(Married) couple without C.","(2c_voc) vocational maturity certificate","4.96","5","475","3.67","4.33","5.67","6.33","7","4.86","5.06","1.67","7","4.66666650772095","5"
"2005","(Married) couple without C.","(3a) lower tertiary education","4.83","5","696","3.33","4.33","5.67","6.33","7","4.75","4.91","1.33","7","4.66666650772095","5"
"2005","(Married) couple without C.","(3b) higher tertiary education","4.69","4.67","965","3","4","5.33","6","7","4.62","4.76","1","7","4.66666650772095","5"
"2005","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"2005","1-pers.-HH","(1a) inadequately completed","5.21","5","32","3.67","4.33","6","7","7","4.75","5.67","2.67","7","4.33333349227905","6"
"2005","1-pers.-HH","(1b) general elementary school","4.49","4.33","383","3","3.67","5.33","6","7","4.37","4.61","1","7","4.33333349227905","4.66666650772095"
"2005","1-pers.-HH","(1c) basic vocational qualification","4.78","4.67","885","3.33","4","5.67","6.33","7","4.7","4.86","1","7","4.66666650772095","5"
"2005","1-pers.-HH","(2a) intermediate vocational","4.73","4.67","648","3.33","4","5.33","6","7","4.64","4.82","1","7","5","5"
"2005","1-pers.-HH","(2b) intermediate general qualification","5.33","5.33","55","3.67","4.67","6","6.67","7","5.07","5.59","3","7","5","5.66666650772095"
"2005","1-pers.-HH","(2c_gen) general maturity certificate","5.13","5.33","141","4","4.33","5.67","6.33","7","4.95","5.31","2.33","7","5","5.33333349227905"
"2005","1-pers.-HH","(2c_voc) vocational maturity certificate","4.94","5","230","3.33","4.33","5.67","6.33","7","4.8","5.08","1.67","7","4.66666650772095","5"
"2005","1-pers.-HH","(3a) lower tertiary education","4.91","5","231","3.33","4","5.67","6.33","7","4.76","5.06","2","7","4.66666650772095","5"
"2005","1-pers.-HH","(3b) higher tertiary education","5","5","329","3.67","4.33","5.67","6.33","7","4.88","5.12","1.67","7","5","5.33333349227905"
"2005","Couple + C. GT 16 ","(0) in school","5","5","269","3.67","4.33","6","6.67","7","4.87","5.13","1.67","7","4.66666650772095","5"
