"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","4.87","5","5200","3.33","4","5.67","6.33","7","4.84","4.9","1","7","5","5"
"2005","lower secondary degree","4.74","4.67","7101","3.33","4","5.67","6.33","7","4.71","4.77","1","7","4.66666650772095","4.66666650772095"
"2005","no degree/no degree yet","4.84","5","903","3.33","4","5.67","6.33","7","4.76","4.92","1","7","4.66666650772095","5"
"2005","Other degree","4.55","4.67","1120","3","3.67","5.33","6","7","4.48","4.62","1","7","4.33333349227905","4.66666650772095"
"2005","secondary school degree","4.89","5","6029","3.33","4.33","5.67","6.33","7","4.86","4.92","1","7","5","5"
"2006","college entrance qualification","","","","","","","","","","","","","",""
"2006","lower secondary degree","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Other degree","","","","","","","","","","","","","",""
"2006","secondary school degree","","","","","","","","","","","","","",""
"2007","college entrance qualification","","","","","","","","","","","","","",""
"2007","lower secondary degree","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Other degree","","","","","","","","","","","","","",""
"2007","secondary school degree","","","","","","","","","","","","","",""
"2008","college entrance qualification","","","","","","","","","","","","","",""
"2008","lower secondary degree","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Other degree","","","","","","","","","","","","","",""
"2008","secondary school degree","","","","","","","","","","","","","",""
"2009","college entrance qualification","4.78","5","4894","3.33","4","5.67","6.33","7","4.75","4.81","1","7","4.66666650772095","5"
"2009","lower secondary degree","4.65","4.67","5935","3.33","4","5.33","6","7","4.62","4.68","1","7","4.66666650772095","4.66666650772095"
"2009","no degree/no degree yet","4.7","4.67","486","3.33","3.67","5.67","6.33","7","4.59","4.81","1.33","7","4.66666650772095","5"
"2009","Other degree","4.59","4.67","804","3.33","3.67","5.33","6","7","4.51","4.67","1","7","4.33333349227905","4.66666650772095"
