"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","Rural Area","4.89","5","1768","3.33","4","5.67","6.33","7","4.84","4.94","1","7","5","5"
"2005","16-34 y.","Urban Area","4.98","5","3559","3.33","4.33","5.67","6.33","7","4.94","5.02","1","7","5","5"
"2005","35-65 y.","Rural Area","4.79","4.67","3821","3.33","4","5.67","6.33","7","4.76","4.82","1","7","4.66666650772095","5"
"2005","35-65 y.","Urban Area","4.8","5","7801","3.33","4","5.67","6.33","7","4.77","4.83","1","7","5","5"
"2005","66 and older","Rural Area","4.57","4.67","1268","3","4","5.33","6","7","4.51","4.63","1","7","4.66666650772095","4.66666650772095"
"2005","66 and older","Urban Area","4.65","4.67","2524","3","4","5.33","6.33","7","4.6","4.7","1","7","4.66666650772095","4.66666650772095"
"2006","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2006","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2006","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2006","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2006","66 and older","Rural Area","","","","","","","","","","","","","",""
"2006","66 and older","Urban Area","","","","","","","","","","","","","",""
"2007","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2007","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2007","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2007","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2007","66 and older","Rural Area","","","","","","","","","","","","","",""
"2007","66 and older","Urban Area","","","","","","","","","","","","","",""
"2008","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2008","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2008","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2008","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2008","66 and older","Rural Area","","","","","","","","","","","","","",""
"2008","66 and older","Urban Area","","","","","","","","","","","","","",""
"2009","16-34 y.","Rural Area","4.92","5","1350","3.33","4","5.67","6.33","7","4.86","4.98","1","7","5","5"
"2009","16-34 y.","Urban Area","4.93","5","2646","3.33","4","6","6.67","7","4.88","4.98","1","7","5","5"
