"plh0106","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","Full Time","14","","",""
"Very important","1990","Schleswig-Holstein","Part Time","18","","",""
"Very important","1990","Schleswig-Holstein","Not Working","15","","",""
"Very important","1990","Hamburg","Full Time","11","","",""
"Very important","1990","Hamburg","Part Time","4","","",""
"Very important","1990","Hamburg","Not Working","5","","",""
"Very important","1990","Lower Saxony","Full Time","61","0.144584043272462","0.108701454799308","0.180466631745615"
"Very important","1990","Lower Saxony","Part Time","34","0.207360008170062","0.144145023288527","0.270574993051598"
"Very important","1990","Lower Saxony","Not Working","42","0.112508296144055","0.0777232258954059","0.147293366392705"
"Very important","1990","Bremen","Full Time","8","","",""
"Very important","1990","Bremen","Part Time","1","","",""
"Very important","1990","Bremen","Not Working","12","","",""
"Very important","1990","North Rhine-Westphalia","Full Time","192","0.225029622079499","0.196872897466516","0.253186346692482"
"Very important","1990","North Rhine-Westphalia","Part Time","66","0.205552901809237","0.162344047613301","0.248761756005172"
"Very important","1990","North Rhine-Westphalia","Not Working","114","0.145206772836211","0.119925283759764","0.170488261912658"
"Very important","1990","Hesse","Full Time","50","0.1814027268347","0.136266408925396","0.226539044744004"
"Very important","1990","Hesse","Part Time","30","0.251524481991177","0.178060473209962","0.324988490772393"
"Very important","1990","Hesse","Not Working","35","0.13482640351697","0.0917955944748428","0.177857212559097"
"Very important","1990","Rhineland-Palatinate,Saarland","Full Time","48","0.207597575463187","0.15585165389445","0.259343497031924"
"Very important","1990","Rhineland-Palatinate,Saarland","Part Time","22","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Not Working","32","0.122580990817372","0.0801972528217536","0.16496472881299"
"Very important","1990","Baden-Württemberg","Full Time","128","0.232003541344796","0.196726377510785","0.267280705178807"
"Very important","1990","Baden-Württemberg","Part Time","50","0.224528471989031","0.170950191756101","0.278106752221962"
"Very important","1990","Baden-Württemberg","Not Working","46","0.106353193210162","0.0749404799596077","0.137765906460716"
"Very important","1990","Bavaria","Full Time","145","0.24867110190122","0.214113900742251","0.28322830306019"
"Very important","1990","Bavaria","Part Time","33","0.136733919761308","0.0942307127147454","0.179237126807871"
"Very important","1990","Bavaria","Not Working","59","0.123406655208104","0.0917243848451658","0.155088925571042"
"Very important","1990","Berlin","Full Time","23","","",""
"Very important","1990","Berlin","Part Time","13","","",""
"Very important","1990","Berlin","Not Working","9","","",""
"Very important","1990","Brandenburg","Full Time","","","",""
"Very important","1990","Brandenburg","Part Time","","","",""
"Very important","1990","Brandenburg","Not Working","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Full Time","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Part Time","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Not Working","","","",""
"Very important","1990","Saxony","Full Time","","","",""
