"plh0106","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","(0) in school","","","",""
"Very important","1990","Full Time","(1a) inadequately completed","2","","",""
"Very important","1990","Full Time","(1b) general elementary school","63","0.198951721031064","0.155944905099682","0.241958536962445"
"Very important","1990","Full Time","(1c) basic vocational qualification","242","0.171335498765168","0.151309615475974","0.191361382054363"
"Very important","1990","Full Time","(2b) intermediate general qualification","32","0.300719206285264","0.217626760299238","0.38381165227129"
"Very important","1990","Full Time","(2a) intermediate vocational","152","0.212443462065701","0.181767351467424","0.243119572663979"
"Very important","1990","Full Time","(2c_gen) general maturity certificate","20","","",""
"Very important","1990","Full Time","(2c_voc) vocational maturity certificate","51","0.350652020627955","0.278062995033421","0.42324104622249"
"Very important","1990","Full Time","(3a) lower tertiary education","29","","",""
"Very important","1990","Full Time","(3b) higher tertiary education","78","0.284541337923868","0.230217541667541","0.338865134180195"
"Very important","1990","Part Time","(0) in school","8","","",""
"Very important","1990","Part Time","(1a) inadequately completed","3","","",""
"Very important","1990","Part Time","(1b) general elementary school","36","0.138151186878797","0.0958822852699966","0.180420088487597"
"Very important","1990","Part Time","(1c) basic vocational qualification","67","0.161074776737209","0.126920626800937","0.195228926673481"
"Very important","1990","Part Time","(2b) intermediate general qualification","31","0.345922315687693","0.244200898097869","0.447643733277517"
"Very important","1990","Part Time","(2a) intermediate vocational","42","0.185296009018074","0.13441484520394","0.236177172832209"
"Very important","1990","Part Time","(2c_gen) general maturity certificate","36","0.452715056243948","0.350445442828189","0.554984669659706"
"Very important","1990","Part Time","(2c_voc) vocational maturity certificate","13","","",""
"Very important","1990","Part Time","(3a) lower tertiary education","11","","",""
"Very important","1990","Part Time","(3b) higher tertiary education","17","","",""
"Very important","1990","Not Working","(0) in school","38","0.401183578058643","0.30313734805576","0.499229808061525"
"Very important","1990","Not Working","(1a) inadequately completed","3","","",""
"Very important","1990","Not Working","(1b) general elementary school","65","0.0812775815662893","0.0617728507323358","0.100782312400243"
"Very important","1990","Not Working","(1c) basic vocational qualification","92","0.0896871262676488","0.0714307879219097","0.107943464613388"
"Very important","1990","Not Working","(2b) intermediate general qualification","21","","",""
"Very important","1990","Not Working","(2a) intermediate vocational","44","0.11184830529178","0.0772071147379635","0.146489495845597"
"Very important","1990","Not Working","(2c_gen) general maturity certificate","46","0.445192244506843","0.351461671942113","0.538922817071573"
"Very important","1990","Not Working","(2c_voc) vocational maturity certificate","20","","",""
"Very important","1990","Not Working","(3a) lower tertiary education","11","","",""
"Very important","1990","Not Working","(3b) higher tertiary education","19","","",""
"Important","1990","Full Time","(0) in school","","","",""
"Important","1990","Full Time","(1a) inadequately completed","12","","",""
"Important","1990","Full Time","(1b) general elementary school","182","0.536918121889419","0.483200470269848","0.590635773508989"
"Important","1990","Full Time","(1c) basic vocational qualification","775","0.570505819135614","0.54419785033574","0.596813787935487"
"Important","1990","Full Time","(2b) intermediate general qualification","59","0.495727457727463","0.405131398266534","0.586323517188391"
"Important","1990","Full Time","(2a) intermediate vocational","416","0.606256037061713","0.569614580326394","0.642897493797031"
"Important","1990","Full Time","(2c_gen) general maturity certificate","26","","",""
"Important","1990","Full Time","(2c_voc) vocational maturity certificate","83","0.475133022762055","0.399165794749041","0.55110025077507"
"Important","1990","Full Time","(3a) lower tertiary education","79","0.597497389690455","0.516263653182969","0.678731126197941"
"Important","1990","Full Time","(3b) higher tertiary education","145","0.563729675924088","0.504020862716134","0.623438489132041"
"Important","1990","Part Time","(0) in school","4","","",""
"Important","1990","Part Time","(1a) inadequately completed","3","","",""
"Important","1990","Part Time","(1b) general elementary school","147","0.558753343889689","0.497928795989359","0.619577891790019"
"Important","1990","Part Time","(1c) basic vocational qualification","261","0.58342066652262","0.537616197773616","0.629225135271623"
"Important","1990","Part Time","(2b) intermediate general qualification","38","0.461502775220626","0.354895377790352","0.5681101726509"
"Important","1990","Part Time","(2a) intermediate vocational","134","0.592656890312424","0.52831320405306","0.657000576571787"
"Important","1990","Part Time","(2c_gen) general maturity certificate","49","0.501549304993352","0.398819771894023","0.604278838092681"
"Important","1990","Part Time","(2c_voc) vocational maturity certificate","35","0.480252540195569","0.360622096710772","0.599882983680366"
"Important","1990","Part Time","(3a) lower tertiary education","22","","",""
"Important","1990","Part Time","(3b) higher tertiary education","42","0.524776135780071","0.415345415735704","0.634206855824437"
"Important","1990","Not Working","(0) in school","49","0.500671961607505","0.400653058673776","0.600690864541234"
"Important","1990","Not Working","(1a) inadequately completed","18","","",""
"Important","1990","Not Working","(1b) general elementary school","335","0.432474517705467","0.397112636340122","0.467836399070811"
"Important","1990","Not Working","(1c) basic vocational qualification","447","0.470431468452918","0.438540878973736","0.5023220579321"
"Important","1990","Not Working","(2b) intermediate general qualification","48","0.466864412490386","0.367581057216361","0.566147767764412"
"Important","1990","Not Working","(2a) intermediate vocational","137","0.410398411534189","0.356333351564339","0.464463471504039"
"Important","1990","Not Working","(2c_gen) general maturity certificate","49","0.436205582220082","0.342677461391947","0.529733703048216"
"Important","1990","Not Working","(2c_voc) vocational maturity certificate","44","0.557506776992935","0.45065360175136","0.664359952234511"
"Important","1990","Not Working","(3a) lower tertiary education","22","","",""
"Important","1990","Not Working","(3b) higher tertiary education","37","0.481068631432307","0.371581877727342","0.590555385137273"
"Less important","1990","Full Time","(0) in school","","","",""
"Less important","1990","Full Time","(1a) inadequately completed","4","","",""
"Less important","1990","Full Time","(1b) general elementary school","79","0.241477042923298","0.195371155732834","0.287582930113762"
"Less important","1990","Full Time","(1c) basic vocational qualification","311","0.232820570385935","0.21035912052403","0.255282020247839"
"Less important","1990","Full Time","(2b) intermediate general qualification","26","","",""
"Less important","1990","Full Time","(2a) intermediate vocational","105","0.165797914194815","0.137906989942168","0.193688838447461"
"Less important","1990","Full Time","(2c_gen) general maturity certificate","5","","",""
"Less important","1990","Full Time","(2c_voc) vocational maturity certificate","30","0.16272335481687","0.106572873891002","0.218873835742739"
"Less important","1990","Full Time","(3a) lower tertiary education","30","0.213032847371852","0.145208493981466","0.280857200762238"
"Less important","1990","Full Time","(3b) higher tertiary education","39","0.139083202645706","0.0974209175919071","0.180745487699505"
"Less important","1990","Part Time","(0) in school","1","","",""
"Less important","1990","Part Time","(1a) inadequately completed","3","","",""
"Less important","1990","Part Time","(1b) general elementary school","61","0.254154328028747","0.200820672667495","0.307487983389999"
"Less important","1990","Part Time","(1c) basic vocational qualification","111","0.242263376189421","0.202455307555094","0.282071444823747"
"Less important","1990","Part Time","(2b) intermediate general qualification","13","","",""
"Less important","1990","Part Time","(2a) intermediate vocational","43","0.198693650197511","0.146440152267466","0.250947148127555"
"Less important","1990","Part Time","(2c_gen) general maturity certificate","6","","",""
"Less important","1990","Part Time","(2c_voc) vocational maturity certificate","16","","",""
"Less important","1990","Part Time","(3a) lower tertiary education","9","","",""
"Less important","1990","Part Time","(3b) higher tertiary education","17","","",""
"Less important","1990","Not Working","(0) in school","9","","",""
"Less important","1990","Not Working","(1a) inadequately completed","9","","",""
"Less important","1990","Not Working","(1b) general elementary school","255","0.345519106978078","0.311576363771715","0.379461850184441"
"Less important","1990","Not Working","(1c) basic vocational qualification","322","0.346862241768301","0.316450997591483","0.37727348594512"
"Less important","1990","Not Working","(2b) intermediate general qualification","22","","",""
"Less important","1990","Not Working","(2a) intermediate vocational","114","0.39243687182773","0.338768905527915","0.446104838127546"
"Less important","1990","Not Working","(2c_gen) general maturity certificate","12","","",""
"Less important","1990","Not Working","(2c_voc) vocational maturity certificate","17","","",""
"Less important","1990","Not Working","(3a) lower tertiary education","10","","",""
"Less important","1990","Not Working","(3b) higher tertiary education","17","","",""
"Quite unimportant","1990","Full Time","(0) in school","","","",""
"Quite unimportant","1990","Full Time","(1a) inadequately completed","2","","",""
