"plh0106","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Less important","1992","Not Employed","Part Time","","","","","3"
"Less important","1992","Not Employed","Not Working","1086","0.325673609610483","0.31012829453885","0.341218924682116","3"
"Less important","1992","Employed","Full Time","992","0.199864190051046","0.189116298582679","0.210612081519414","3"
"Less important","1992","Employed","Part Time","442","0.20910910869486","0.191781644037892","0.226436573351828","3"
"Less important","1992","Employed","Not Working","","","","","3"
"Quite unimportant","1992","Not Employed","Full Time","","","","","4"
"Quite unimportant","1992","Not Employed","Part Time","","","","","4"
"Quite unimportant","1992","Not Employed","Not Working","394","0.135047031365363","0.123709671440015","0.14638439129071","4"
"Quite unimportant","1992","Employed","Full Time","108","0.0256967377787363","0.0214440842710037","0.029949391286469","4"
"Quite unimportant","1992","Employed","Part Time","56","0.0293863745020658","0.0221904523615584","0.0365822966425732","4"
"Quite unimportant","1992","Employed","Not Working","","","","","4"
"Very important","1992","Not Employed","Full Time","","","","","1"
"Very important","1992","Not Employed","Part Time","","","","","1"
"Very important","1992","Not Employed","Not Working","490","0.115307185484347","0.104712267421118","0.125902103547576","1"
"Very important","1992","Employed","Full Time","1278","0.229692676762396","0.218387443898696","0.240997909626096","1"
"Very important","1992","Employed","Part Time","463","0.223815128747985","0.206056167246641","0.241574090249329","1"
"Very important","1992","Employed","Not Working","","","","","1"
"Important","1993","Not Employed","Full Time","","","","","2"
"Important","1993","Not Employed","Part Time","","","","","2"
"Important","1993","Not Employed","Not Working","","","","","2"
"Important","1993","Employed","Full Time","","","","","2"
"Important","1993","Employed","Part Time","","","","","2"
"Important","1993","Employed","Not Working","","","","","2"
"Less important","1993","Not Employed","Part Time","","","","","3"
"Less important","1993","Not Employed","Full Time","","","","","3"
"Less important","1993","Not Employed","Not Working","","","","","3"
"Less important","1993","Employed","Full Time","","","","","3"
"Less important","1993","Employed","Part Time","","","","","3"
"Less important","1993","Employed","Not Working","","","","","3"
"Quite unimportant","1993","Not Employed","Full Time","","","","","4"
"Quite unimportant","1993","Not Employed","Part Time","","","","","4"
"Quite unimportant","1993","Not Employed","Not Working","","","","","4"
"Quite unimportant","1993","Employed","Full Time","","","","","4"
"Quite unimportant","1993","Employed","Part Time","","","","","4"
"Quite unimportant","1993","Employed","Not Working","","","","","4"
"Very important","1993","Not Employed","Full Time","","","","","1"
"Very important","1993","Not Employed","Part Time","","","","","1"
"Very important","1993","Not Employed","Not Working","","","","","1"
"Very important","1993","Employed","Full Time","","","","","1"
"Very important","1993","Employed","Part Time","","","","","1"
"Very important","1993","Employed","Not Working","","","","","1"
"Important","1994","Not Employed","Full Time","","","","","2"
"Important","1994","Not Employed","Part Time","","","","","2"
"Important","1994","Not Employed","Not Working","","","","","2"
"Important","1994","Employed","Full Time","","","","","2"
"Important","1994","Employed","Part Time","","","","","2"
"Important","1994","Employed","Not Working","","","","","2"
"Less important","1994","Not Employed","Full Time","","","","","3"
"Less important","1994","Not Employed","Part Time","","","","","3"
"Less important","1994","Employed","Full Time","","","","","3"
"Less important","1994","Not Employed","Not Working","","","","","3"
"Less important","1994","Employed","Part Time","","","","","3"
"Less important","1994","Employed","Not Working","","","","","3"
"Quite unimportant","1994","Not Employed","Full Time","","","","","4"
"Quite unimportant","1994","Not Employed","Part Time","","","","","4"
"Quite unimportant","1994","Not Employed","Not Working","","","","","4"
"Quite unimportant","1994","Employed","Full Time","","","","","4"
"Quite unimportant","1994","Employed","Part Time","","","","","4"
"Quite unimportant","1994","Employed","Not Working","","","","","4"
"Very important","1994","Not Employed","Full Time","","","","","1"
"Very important","1994","Not Employed","Part Time","","","","","1"
"Very important","1994","Not Employed","Not Working","","","","","1"
"Very important","1994","Employed","Full Time","","","","","1"
"Very important","1994","Employed","Part Time","","","","","1"
"Very important","1994","Employed","Not Working","","","","","1"
"Important","1995","Not Employed","Full Time","","","","","2"
"Important","1995","Not Employed","Part Time","","","","","2"
"Important","1995","Employed","Full Time","2848","0.558365484718445","0.544536040937736","0.572194928499155","2"
"Important","1995","Not Employed","Not Working","1961","0.452976727001024","0.437642259985751","0.468311194016297","2"
"Important","1995","Employed","Part Time","1238","0.553796838442975","0.532977468073346","0.574616208812603","2"
"Important","1995","Employed","Not Working","","","","","2"
"Less important","1995","Not Employed","Full Time","","","","","3"
"Less important","1995","Not Employed","Part Time","","","","","3"
"Less important","1995","Not Employed","Not Working","1106","0.300318437524975","0.286197320507642","0.314439554542307","3"
"Less important","1995","Employed","Full Time","872","0.198085184074537","0.186985668052315","0.209184700096759","3"
"Less important","1995","Employed","Part Time","410","0.194076669574671","0.177512885394525","0.210640453754818","3"
"Less important","1995","Employed","Not Working","","","","","3"
"Quite unimportant","1995","Not Employed","Full Time","","","","","4"
"Quite unimportant","1995","Not Employed","Part Time","","","","","4"
"Quite unimportant","1995","Not Employed","Not Working","328","0.105184447179022","0.095733608164294","0.114635286193751","4"
"Quite unimportant","1995","Employed","Full Time","80","0.0223401435959541","0.0182243764253774","0.0264559107665307","4"
"Quite unimportant","1995","Employed","Part Time","53","0.0333012824589738","0.0257867479318585","0.0408158169860891","4"
"Quite unimportant","1995","Employed","Not Working","","","","","4"
"Very important","1995","Not Employed","Full Time","","","","","1"
"Very important","1995","Not Employed","Part Time","","","","","1"
"Very important","1995","Not Employed","Not Working","653","0.141520388294979","0.130782909045191","0.152257867544767","1"
"Very important","1995","Employed","Full Time","1153","0.221209187611064","0.209650037141648","0.23276833808048","1"
"Very important","1995","Employed","Part Time","489","0.21882520952338","0.201509159973182","0.236141259073578","1"
"Very important","1995","Employed","Not Working","","","","","1"
"Important","1996","Not Employed","Part Time","","","","","2"
"Important","1996","Not Employed","Full Time","","","","","2"
"Important","1996","Employed","Full Time","","","","","2"
"Important","1996","Not Employed","Not Working","","","","","2"
"Important","1996","Employed","Part Time","","","","","2"
"Important","1996","Employed","Not Working","","","","","2"
"Less important","1996","Not Employed","Part Time","","","","","3"
"Less important","1996","Not Employed","Full Time","","","","","3"
"Less important","1996","Employed","Full Time","","","","","3"
"Less important","1996","Not Employed","Not Working","","","","","3"
"Less important","1996","Employed","Part Time","","","","","3"
"Less important","1996","Employed","Not Working","","","","","3"
"Quite unimportant","1996","Not Employed","Full Time","","","","","4"
"Quite unimportant","1996","Not Employed","Part Time","","","","","4"
"Quite unimportant","1996","Not Employed","Not Working","","","","","4"
"Quite unimportant","1996","Employed","Full Time","","","","","4"
"Quite unimportant","1996","Employed","Part Time","","","","","4"
"Quite unimportant","1996","Employed","Not Working","","","","","4"
"Very important","1996","Not Employed","Full Time","","","","","1"
"Very important","1996","Not Employed","Part Time","","","","","1"
"Very important","1996","Not Employed","Not Working","","","","","1"
"Very important","1996","Employed","Full Time","","","","","1"
"Very important","1996","Employed","Part Time","","","","","1"
"Very important","1996","Employed","Not Working","","","","","1"
"Important","1997","Not Employed","Full Time","","","","","2"
"Important","1997","Not Employed","Part Time","","","","","2"
"Important","1997","Employed","Full Time","","","","","2"
"Important","1997","Not Employed","Not Working","","","","","2"
"Important","1997","Employed","Part Time","","","","","2"
"Important","1997","Employed","Not Working","","","","","2"
"Less important","1997","Not Employed","Full Time","","","","","3"
"Less important","1997","Not Employed","Part Time","","","","","3"
"Less important","1997","Not Employed","Not Working","","","","","3"
"Less important","1997","Employed","Full Time","","","","","3"
"Less important","1997","Employed","Part Time","","","","","3"
"Less important","1997","Employed","Not Working","","","","","3"
"Quite unimportant","1997","Not Employed","Full Time","","","","","4"
"Quite unimportant","1997","Not Employed","Part Time","","","","","4"
"Quite unimportant","1997","Not Employed","Not Working","","","","","4"
"Quite unimportant","1997","Employed","Full Time","","","","","4"
"Quite unimportant","1997","Employed","Part Time","","","","","4"
"Quite unimportant","1997","Employed","Not Working","","","","","4"
"Very important","1997","Not Employed","Full Time","","","","","1"
"Very important","1997","Not Employed","Part Time","","","","","1"
"Very important","1997","Not Employed","Not Working","","","","","1"
"Very important","1997","Employed","Full Time","","","","","1"
"Very important","1997","Employed","Part Time","","","","","1"
"Very important","1997","Employed","Not Working","","","","","1"
"Important","1998","Not Employed","Full Time","","","","","2"
"Important","1998","Not Employed","Part Time","","","","","2"
"Important","1998","Employed","Full Time","","","","","2"
"Important","1998","Not Employed","Not Working","","","","","2"
"Important","1998","Employed","Part Time","","","","","2"
"Important","1998","Employed","Not Working","","","","","2"
"Less important","1998","Not Employed","Full Time","","","","","3"
"Less important","1998","Not Employed","Part Time","","","","","3"
"Less important","1998","Employed","Full Time","","","","","3"
"Less important","1998","Not Employed","Not Working","","","","","3"
"Less important","1998","Employed","Part Time","","","","","3"
"Less important","1998","Employed","Not Working","","","","","3"
"Quite unimportant","1998","Not Employed","Full Time","","","","","4"
"Quite unimportant","1998","Not Employed","Part Time","","","","","4"
"Quite unimportant","1998","Not Employed","Not Working","","","","","4"
"Quite unimportant","1998","Employed","Full Time","","","","","4"
"Quite unimportant","1998","Employed","Part Time","","","","","4"
"Quite unimportant","1998","Employed","Not Working","","","","","4"
"Very important","1998","Not Employed","Full Time","","","","","1"
"Very important","1998","Not Employed","Part Time","","","","","1"
"Very important","1998","Not Employed","Not Working","","","","","1"
"Very important","1998","Employed","Full Time","","","","","1"
"Very important","1998","Employed","Part Time","","","","","1"
"Very important","1998","Employed","Not Working","","","","","1"
"Important","1999","Not Employed","Full Time","","","","","2"
"Important","1999","Not Employed","Part Time","","","","","2"
"Important","1999","Not Employed","Not Working","","","","","2"
"Important","1999","Employed","Full Time","","","","","2"
"Important","1999","Employed","Part Time","","","","","2"
"Important","1999","Employed","Not Working","","","","","2"
"Less important","1999","Not Employed","Full Time","","","","","3"
"Less important","1999","Not Employed","Part Time","","","","","3"
"Less important","1999","Employed","Full Time","","","","","3"
"Less important","1999","Not Employed","Not Working","","","","","3"
"Less important","1999","Employed","Part Time","","","","","3"
"Less important","1999","Employed","Not Working","","","","","3"
"Quite unimportant","1999","Not Employed","Part Time","","","","","4"
"Quite unimportant","1999","Not Employed","Full Time","","","","","4"
"Quite unimportant","1999","Not Employed","Not Working","","","","","4"
"Quite unimportant","1999","Employed","Full Time","","","","","4"
"Quite unimportant","1999","Employed","Part Time","","","","","4"
"Quite unimportant","1999","Employed","Not Working","","","","","4"
"Very important","1999","Not Employed","Full Time","","","","","1"
"Very important","1999","Not Employed","Part Time","","","","","1"
"Very important","1999","Not Employed","Not Working","","","","","1"
"Very important","1999","Employed","Full Time","","","","","1"
"Very important","1999","Employed","Part Time","","","","","1"
"Very important","1999","Employed","Not Working","","","","","1"
"Important","2000","Not Employed","Part Time","","","","","2"
"Important","2000","Not Employed","Full Time","","","","","2"
"Important","2000","Not Employed","Not Working","","","","","2"
"Important","2000","Employed","Full Time","","","","","2"
"Important","2000","Employed","Part Time","","","","","2"
"Important","2000","Employed","Not Working","","","","","2"
"Less important","2000","Not Employed","Part Time","","","","","3"
"Less important","2000","Not Employed","Full Time","","","","","3"
"Less important","2000","Employed","Full Time","","","","","3"
"Less important","2000","Not Employed","Not Working","","","","","3"
"Less important","2000","Employed","Part Time","","","","","3"
"Less important","2000","Employed","Not Working","","","","","3"
"Quite unimportant","2000","Not Employed","Part Time","","","","","4"
"Quite unimportant","2000","Not Employed","Full Time","","","","","4"
"Quite unimportant","2000","Not Employed","Not Working","","","","","4"
"Quite unimportant","2000","Employed","Full Time","","","","","4"
"Quite unimportant","2000","Employed","Part Time","","","","","4"
"Quite unimportant","2000","Employed","Not Working","","","","","4"
"Very important","2000","Not Employed","Full Time","","","","","1"
"Very important","2000","Not Employed","Part Time","","","","","1"
"Very important","2000","Not Employed","Not Working","","","","","1"
"Very important","2000","Employed","Full Time","","","","","1"
"Very important","2000","Employed","Part Time","","","","","1"
"Very important","2000","Employed","Not Working","","","","","1"
"Important","2001","Not Employed","Full Time","","","","","2"
"Important","2001","Not Employed","Part Time","","","","","2"
"Important","2001","Employed","Full Time","","","","","2"
"Important","2001","Not Employed","Not Working","","","","","2"
"Important","2001","Employed","Part Time","","","","","2"
"Important","2001","Employed","Not Working","","","","","2"
"Less important","2001","Not Employed","Full Time","","","","","3"
"Less important","2001","Not Employed","Part Time","","","","","3"
"Less important","2001","Employed","Full Time","","","","","3"
"Less important","2001","Not Employed","Not Working","","","","","3"
"Less important","2001","Employed","Part Time","","","","","3"
"Less important","2001","Employed","Not Working","","","","","3"
"Quite unimportant","2001","Not Employed","Part Time","","","","","4"
"Quite unimportant","2001","Not Employed","Full Time","","","","","4"
"Quite unimportant","2001","Employed","Full Time","","","","","4"
"Quite unimportant","2001","Not Employed","Not Working","","","","","4"
"Quite unimportant","2001","Employed","Part Time","","","","","4"
"Quite unimportant","2001","Employed","Not Working","","","","","4"
"Very important","2001","Not Employed","Full Time","","","","","1"
"Very important","2001","Not Employed","Part Time","","","","","1"
"Very important","2001","Employed","Full Time","","","","","1"
"Very important","2001","Not Employed","Not Working","","","","","1"
"Very important","2001","Employed","Not Working","","","","","1"
"Very important","2001","Employed","Part Time","","","","","1"
"Important","2002","Not Employed","Part Time","","","","","2"
"Important","2002","Not Employed","Full Time","","","","","2"
"Important","2002","Not Employed","Not Working","","","","","2"
"Important","2002","Employed","Full Time","","","","","2"
"Important","2002","Employed","Part Time","","","","","2"
"Important","2002","Employed","Not Working","","","","","2"
"Less important","2002","Not Employed","Full Time","","","","","3"
"Less important","2002","Not Employed","Part Time","","","","","3"
"Less important","2002","Not Employed","Not Working","","","","","3"
"Less important","2002","Employed","Full Time","","","","","3"
"Less important","2002","Employed","Part Time","","","","","3"
"Less important","2002","Employed","Not Working","","","","","3"
"Quite unimportant","2002","Not Employed","Full Time","","","","","4"
"Quite unimportant","2002","Not Employed","Part Time","","","","","4"
"Quite unimportant","2002","Not Employed","Not Working","","","","","4"
"Quite unimportant","2002","Employed","Full Time","","","","","4"
"Quite unimportant","2002","Employed","Part Time","","","","","4"
"Quite unimportant","2002","Employed","Not Working","","","","","4"
"Very important","2002","Not Employed","Full Time","","","","","1"
"Very important","2002","Not Employed","Part Time","","","","","1"
"Very important","2002","Not Employed","Not Working","","","","","1"
"Very important","2002","Employed","Full Time","","","","","1"
"Very important","2002","Employed","Part Time","","","","","1"
"Very important","2002","Employed","Not Working","","","","","1"
"Important","2003","Not Employed","Full Time","","","","","2"
"Important","2003","Not Employed","Part Time","","","","","2"
"Important","2003","Not Employed","Not Working","","","","","2"
"Important","2003","Employed","Full Time","","","","","2"
"Important","2003","Employed","Part Time","","","","","2"
"Important","2003","Employed","Not Working","","","","","2"
"Less important","2003","Not Employed","Full Time","","","","","3"
"Less important","2003","Not Employed","Part Time","","","","","3"
"Less important","2003","Not Employed","Not Working","","","","","3"
"Less important","2003","Employed","Full Time","","","","","3"
"Less important","2003","Employed","Part Time","","","","","3"
"Less important","2003","Employed","Not Working","","","","","3"
"Quite unimportant","2003","Not Employed","Part Time","","","","","4"
"Quite unimportant","2003","Not Employed","Full Time","","","","","4"
"Quite unimportant","2003","Employed","Full Time","","","","","4"
"Quite unimportant","2003","Not Employed","Not Working","","","","","4"
"Quite unimportant","2003","Employed","Part Time","","","","","4"
"Quite unimportant","2003","Employed","Not Working","","","","","4"
"Very important","2003","Not Employed","Full Time","","","","","1"
"Very important","2003","Not Employed","Part Time","","","","","1"
"Very important","2003","Employed","Full Time","","","","","1"
"Very important","2003","Not Employed","Not Working","","","","","1"
"Very important","2003","Employed","Not Working","","","","","1"
"Very important","2003","Employed","Part Time","","","","","1"
"Important","2004","Not Employed","Full Time","","","","","2"
"Important","2004","Not Employed","Part Time","","","","","2"
"Important","2004","Not Employed","Not Working","3824","0.465688246255784","0.454814481307685","0.476562011203883","2"
"Important","2004","Employed","Full Time","4842","0.572754353210381","0.562195765921253","0.583312940499509","2"
"Important","2004","Employed","Part Time","2710","0.527550986196906","0.513722679972301","0.54137929242151","2"
"Important","2004","Employed","Not Working","","","","","2"
"Less important","2004","Not Employed","Full Time","","","","","3"
"Less important","2004","Not Employed","Part Time","","","","","3"
"Less important","2004","Not Employed","Not Working","2521","0.317134957678122","0.306990602714786","0.327279312641457","3"
"Less important","2004","Employed","Full Time","1822","0.214352796942883","0.205593663277016","0.223111930608749","3"
"Less important","2004","Employed","Not Working","","","","","3"
"Less important","2004","Employed","Part Time","1155","0.236233245287596","0.22446775096423","0.247998739610963","3"
"Quite unimportant","2004","Not Employed","Full Time","","","","","4"
"Quite unimportant","2004","Not Employed","Part Time","","","","","4"
"Quite unimportant","2004","Not Employed","Not Working","594","0.0876037420598474","0.0814408009874996","0.0937666831321952","4"
"Quite unimportant","2004","Employed","Full Time","123","0.0156284114257144","0.0129810103246979","0.0182758125267308","4"
"Quite unimportant","2004","Employed","Part Time","114","0.0249475375270855","0.0206275038804872","0.0292675711736839","4"
"Quite unimportant","2004","Employed","Not Working","","","","","4"
"Very important","2004","Not Employed","Full Time","","","","","1"
"Very important","2004","Not Employed","Part Time","","","","","1"
"Very important","2004","Not Employed","Not Working","1145","0.129573054006247","0.122252255567796","0.136893852444698","1"
"Very important","2004","Employed","Full Time","1645","0.197264438421022","0.188770806358878","0.205758070483166","1"
"Very important","2004","Employed","Part Time","1028","0.211268230988412","0.199961395841532","0.222575066135293","1"
"Very important","2004","Employed","Not Working","","","","","1"
"Important","2005","Not Employed","Full Time","","","","","2"
"Important","2005","Not Employed","Part Time","","","","","2"
"Important","2005","Employed","Full Time","","","","","2"
"Important","2005","Not Employed","Not Working","","","","","2"
"Important","2005","Employed","Part Time","","","","","2"
"Important","2005","Employed","Not Working","","","","","2"
"Less important","2005","Not Employed","Full Time","","","","","3"
"Less important","2005","Not Employed","Part Time","","","","","3"
"Less important","2005","Employed","Full Time","","","","","3"
"Less important","2005","Not Employed","Not Working","","","","","3"
"Less important","2005","Employed","Part Time","","","","","3"
"Less important","2005","Employed","Not Working","","","","","3"
"Quite unimportant","2005","Not Employed","Part Time","","","","","4"
"Quite unimportant","2005","Not Employed","Full Time","","","","","4"
"Quite unimportant","2005","Employed","Full Time","","","","","4"
"Quite unimportant","2005","Not Employed","Not Working","","","","","4"
"Quite unimportant","2005","Employed","Part Time","","","","","4"
"Quite unimportant","2005","Employed","Not Working","","","","","4"
"Very important","2005","Not Employed","Full Time","","","","","1"
"Very important","2005","Not Employed","Part Time","","","","","1"
"Very important","2005","Employed","Full Time","","","","","1"
"Very important","2005","Not Employed","Not Working","","","","","1"
"Very important","2005","Employed","Not Working","","","","","1"
"Very important","2005","Employed","Part Time","","","","","1"
"Important","2006","Not Employed","Full Time","","","","","2"
"Important","2006","Not Employed","Part Time","","","","","2"
"Important","2006","Employed","Full Time","","","","","2"
"Important","2006","Not Employed","Not Working","","","","","2"
"Important","2006","Employed","Not Working","","","","","2"
"Important","2006","Employed","Part Time","","","","","2"
"Less important","2006","Not Employed","Full Time","","","","","3"
"Less important","2006","Not Employed","Part Time","","","","","3"
"Less important","2006","Not Employed","Not Working","","","","","3"
"Less important","2006","Employed","Full Time","","","","","3"
"Less important","2006","Employed","Not Working","","","","","3"
"Less important","2006","Employed","Part Time","","","","","3"
"Quite unimportant","2006","Not Employed","Full Time","","","","","4"
"Quite unimportant","2006","Not Employed","Part Time","","","","","4"
"Quite unimportant","2006","Not Employed","Not Working","","","","","4"
"Quite unimportant","2006","Employed","Full Time","","","","","4"
"Quite unimportant","2006","Employed","Part Time","","","","","4"
"Quite unimportant","2006","Employed","Not Working","","","","","4"
"Very important","2006","Not Employed","Full Time","","","","","1"
"Very important","2006","Not Employed","Part Time","","","","","1"
"Very important","2006","Not Employed","Not Working","","","","","1"
"Very important","2006","Employed","Full Time","","","","","1"
"Very important","2006","Employed","Not Working","","","","","1"
"Very important","2006","Employed","Part Time","","","","","1"
"Important","2007","Not Employed","Full Time","","","","","2"
"Important","2007","Not Employed","Part Time","","","","","2"
"Important","2007","Employed","Full Time","","","","","2"
"Important","2007","Not Employed","Not Working","","","","","2"
"Important","2007","Employed","Part Time","","","","","2"
"Important","2007","Employed","Not Working","","","","","2"
"Less important","2007","Not Employed","Full Time","","","","","3"
"Less important","2007","Not Employed","Part Time","","","","","3"
"Less important","2007","Not Employed","Not Working","","","","","3"
"Less important","2007","Employed","Full Time","","","","","3"
"Less important","2007","Employed","Part Time","","","","","3"
"Less important","2007","Employed","Not Working","","","","","3"
"Quite unimportant","2007","Not Employed","Full Time","","","","","4"
"Quite unimportant","2007","Not Employed","Part Time","","","","","4"
"Quite unimportant","2007","Not Employed","Not Working","","","","","4"
"Quite unimportant","2007","Employed","Full Time","","","","","4"
"Quite unimportant","2007","Employed","Part Time","","","","","4"
"Quite unimportant","2007","Employed","Not Working","","","","","4"
"Very important","2007","Not Employed","Full Time","","","","","1"
"Very important","2007","Not Employed","Part Time","","","","","1"
"Very important","2007","Not Employed","Not Working","","","","","1"
"Very important","2007","Employed","Full Time","","","","","1"
"Very important","2007","Employed","Not Working","","","","","1"
"Very important","2007","Employed","Part Time","","","","","1"
"Important","2008","Not Employed","Full Time","","","","","2"
"Important","2008","Not Employed","Part Time","","","","","2"
"Important","2008","Employed","Full Time","4324","0.569725918888575","0.558499655145036","0.580952182632115","2"
"Important","2008","Not Employed","Not Working","3155","0.412800226750951","0.401592591354919","0.424007862146983","2"
"Important","2008","Employed","Part Time","2424","0.552742329215694","0.538065971023563","0.567418687407825","2"
"Important","2008","Employed","Not Working","","","","","2"
"Less important","2008","Not Employed","Full Time","","","","","3"
"Less important","2008","Not Employed","Part Time","","","","","3"
"Less important","2008","Employed","Full Time","1724","0.231416078275335","0.22185356454636","0.24097859200431","3"
"Less important","2008","Not Employed","Not Working","2613","0.351647372478007","0.340777851203375","0.36251689375264","3"
"Less important","2008","Employed","Part Time","1088","0.231730759811119","0.219276250917943","0.244185268704294","3"
"Less important","2008","Employed","Not Working","","","","","3"
"Quite unimportant","2008","Not Employed","Full Time","","","","","4"
"Quite unimportant","2008","Not Employed","Part Time","","","","","4"
"Quite unimportant","2008","Not Employed","Not Working","798","0.126291901158186","0.118730156256479","0.133853646059893","4"
"Quite unimportant","2008","Employed","Full Time","114","0.0172959518917411","0.0143398917457575","0.0202520120377247","4"
"Quite unimportant","2008","Employed","Part Time","109","0.0278310933894788","0.0229758160849436","0.032686370694014","4"
"Quite unimportant","2008","Employed","Not Working","","","","","4"
"Very important","2008","Not Employed","Full Time","","","","","1"
"Very important","2008","Not Employed","Part Time","","","","","1"
"Very important","2008","Not Employed","Not Working","847","0.109260499612856","0.102158869671869","0.116362129553844","1"
"Very important","2008","Employed","Full Time","1310","0.181562050944348","0.172821575066495","0.190302526822202","1"
"Very important","2008","Employed","Part Time","788","0.187695817583709","0.176170187308327","0.199221447859091","1"
"Very important","2008","Employed","Not Working","","","","","1"
"Important","2009","Not Employed","Full Time","","","","","2"
"Important","2009","Not Employed","Part Time","","","","","2"
"Important","2009","Not Employed","Not Working","","","","","2"
"Important","2009","Employed","Full Time","","","","","2"
"Important","2009","Employed","Part Time","","","","","2"
"Important","2009","Employed","Not Working","","","","","2"
"Less important","2009","Not Employed","Full Time","","","","","3"
"Less important","2009","Not Employed","Part Time","","","","","3"
"Less important","2009","Employed","Full Time","","","","","3"
"Less important","2009","Not Employed","Not Working","","","","","3"
"Less important","2009","Employed","Part Time","","","","","3"
"Less important","2009","Employed","Not Working","","","","","3"
"Quite unimportant","2009","Not Employed","Full Time","","","","","4"
"Quite unimportant","2009","Not Employed","Part Time","","","","","4"
"Quite unimportant","2009","Not Employed","Not Working","","","","","4"
"Quite unimportant","2009","Employed","Full Time","","","","","4"
"Quite unimportant","2009","Employed","Part Time","","","","","4"
"Quite unimportant","2009","Employed","Not Working","","","","","4"
"Very important","2009","Not Employed","Full Time","","","","","1"
"Very important","2009","Not Employed","Part Time","","","","","1"
"Very important","2009","Not Employed","Not Working","","","","","1"
"Very important","2009","Employed","Full Time","","","","","1"
"Very important","2009","Employed","Part Time","","","","","1"
"Very important","2009","Employed","Not Working","","","","","1"
"Important","2010","Not Employed","Full Time","","","","","2"
"Important","2010","Not Employed","Part Time","","","","","2"
"Important","2010","Employed","Full Time","1588","0.577777442621855","0.559417272534649","0.596137612709062","2"
"Important","2010","Not Employed","Not Working","1080","0.532955952437266","0.511473799964461","0.554438104910071","2"
"Important","2010","Employed","Not Working","","","","","2"
