"plh0106","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","Schleswig-Holstein","27","","",""
"Very important","1990","16-34 y.","Hamburg","9","","",""
"Very important","1990","16-34 y.","Lower Saxony","89","0.275048428834068","0.225098142141565","0.324998715526572"
"Very important","1990","16-34 y.","Bremen","9","","",""
"Very important","1990","16-34 y.","North Rhine-Westphalia","214","0.3115696336836","0.277717097031746","0.345422170335455"
"Very important","1990","16-34 y.","Hesse","55","0.262114547406467","0.205154494170523","0.319074600642412"
"Very important","1990","16-34 y.","Rhineland-Palatinate,Saarland","63","0.299820181758125","0.237851298538008","0.361789064978242"
"Very important","1990","16-34 y.","Baden-Württemberg","130","0.295324461251796","0.25303436849235","0.337614554011241"
"Very important","1990","16-34 y.","Bavaria","143","0.315123582254463","0.27352036727866","0.356726797230267"
"Very important","1990","16-34 y.","Berlin","25","","",""
"Very important","1990","16-34 y.","Brandenburg","","","",""
"Very important","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Very important","1990","16-34 y.","Saxony","","","",""
"Very important","1990","16-34 y.","Saxony-Anhalt","","","",""
"Very important","1990","16-34 y.","Thuringia","","","",""
"Very important","1990","35-65 y.","Schleswig-Holstein","17","","",""
"Very important","1990","35-65 y.","Hamburg","10","","",""
"Very important","1990","35-65 y.","Lower Saxony","44","0.108075616400192","0.078311853985812","0.137839378814573"
"Very important","1990","35-65 y.","Bremen","9","","",""
"Very important","1990","35-65 y.","North Rhine-Westphalia","146","0.152394914430808","0.129789082720454","0.175000746141163"
"Very important","1990","35-65 y.","Hesse","50","0.163215701120008","0.123098833091628","0.203332569148388"
"Very important","1990","35-65 y.","Rhineland-Palatinate,Saarland","30","0.130366035977699","0.0893599152878945","0.171372156667503"
"Very important","1990","35-65 y.","Baden-Württemberg","87","0.156797805685558","0.126354369784291","0.187241241586825"
"Very important","1990","35-65 y.","Bavaria","86","0.152749713296244","0.123795164045248","0.181704262547239"
"Very important","1990","35-65 y.","Berlin","20","","",""
"Very important","1990","35-65 y.","Brandenburg","","","",""
"Very important","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Very important","1990","35-65 y.","Saxony","","","",""
"Very important","1990","35-65 y.","Saxony-Anhalt","","","",""
"Very important","1990","35-65 y.","Thuringia","","","",""
"Very important","1990","66 and older","Schleswig-Holstein","3","","",""
"Very important","1990","66 and older","Hamburg","1","","",""
"Very important","1990","66 and older","Lower Saxony","4","","",""
"Very important","1990","66 and older","Bremen","3","","",""
"Very important","1990","66 and older","North Rhine-Westphalia","12","","",""
"Very important","1990","66 and older","Hesse","10","","",""
"Very important","1990","66 and older","Rhineland-Palatinate,Saarland","9","","",""
"Very important","1990","66 and older","Baden-Württemberg","7","","",""
"Very important","1990","66 and older","Bavaria","8","","",""
"Very important","1990","66 and older","Berlin","","","",""
"Very important","1990","66 and older","Brandenburg","","","",""
"Very important","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Very important","1990","66 and older","Saxony","","","",""
"Very important","1990","66 and older","Saxony-Anhalt","","","",""
"Very important","1990","66 and older","Thuringia","","","",""
"Important","1990","16-34 y.","Schleswig-Holstein","45","0.499478125768255","0.393184212548586","0.605772038987924"
"Important","1990","16-34 y.","Hamburg","27","","",""
"Important","1990","16-34 y.","Lower Saxony","180","0.610958009610488","0.55642206701023","0.665493952210747"
"Important","1990","16-34 y.","Bremen","10","","",""
"Important","1990","16-34 y.","North Rhine-Westphalia","388","0.527353779296913","0.490861350273731","0.563846208320095"
"Important","1990","16-34 y.","Hesse","137","0.589469710658558","0.525755882536383","0.653183538780733"
"Important","1990","16-34 y.","Rhineland-Palatinate,Saarland","119","0.573828782538779","0.506944870766508","0.640712694311049"
"Important","1990","16-34 y.","Baden-Württemberg","245","0.552241428938281","0.506143567784456","0.598339290092107"
"Important","1990","16-34 y.","Bavaria","273","0.572772232484994","0.52847250567721","0.617071959292778"
"Important","1990","16-34 y.","Berlin","34","0.489501380778301","0.374034857508117","0.604967904048486"
"Important","1990","16-34 y.","Brandenburg","","","",""
