"plh0106","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","West Germany","1809","0.567670458266361","0.550460279757134","0.584880636775587","2"
"Important","1990","Full Time","East Germany","","","","","2"
"Important","1990","Part Time","East Germany","","","","","2"
"Important","1990","Part Time","West Germany","745","0.550409424204342","0.523714929385271","0.577103919023412","2"
"Important","1990","Not Working","West Germany","1193","0.454426927746637","0.435225019929217","0.473628835564057","2"
"Important","1990","Not Working","East Germany","","","","","2"
"Less important","1990","Part Time","East Germany","","","","","3"
"Less important","1990","Full Time","East Germany","","","","","3"
"Less important","1990","Full Time","West Germany","636","0.202103879269354","0.188153363212055","0.216054395326653","3"
"Less important","1990","Part Time","West Germany","284","0.210951263848772","0.189057866647182","0.232844661050361","3"
"Less important","1990","Not Working","West Germany","796","0.317566813576284","0.299613959009567","0.335519668143002","3"
"Less important","1990","Not Working","East Germany","","","","","3"
"Quite unimportant","1990","Full Time","West Germany","58","0.0187867872854487","0.0140700930391532","0.0235034815317441","4"
"Quite unimportant","1990","Full Time","East Germany","","","","","4"
"Quite unimportant","1990","Part Time","West Germany","34","0.0273136815459675","0.0185669318082597","0.0360604312836754","4"
"Quite unimportant","1990","Part Time","East Germany","","","","","4"
"Quite unimportant","1990","Not Working","West Germany","225","0.0982877173499558","0.0868069873046134","0.109768447395298","4"
"Quite unimportant","1990","Not Working","East Germany","","","","","4"
"Very important","1990","Full Time","West Germany","680","0.211438875178837","0.197253531144981","0.225624219212693","1"
"Very important","1990","Full Time","East Germany","","","","","1"
"Very important","1990","Part Time","West Germany","271","0.211325630400919","0.189418014071142","0.233233246730696","1"
"Very important","1990","Part Time","East Germany","","","","","1"
"Very important","1990","Not Working","West Germany","369","0.129718541327123","0.11676117367397","0.142675908980276","1"
"Very important","1990","Not Working","East Germany","","","","","1"
"Important","1991","Full Time","East Germany","","","","","2"
"Important","1991","Full Time","West Germany","","","","","2"
"Important","1991","Part Time","West Germany","","","","","2"
"Important","1991","Part Time","East Germany","","","","","2"
"Important","1991","Not Working","West Germany","","","","","2"
"Important","1991","Not Working","East Germany","","","","","2"
"Less important","1991","Full Time","West Germany","","","","","3"
"Less important","1991","Full Time","East Germany","","","","","3"
"Less important","1991","Part Time","West Germany","","","","","3"
"Less important","1991","Part Time","East Germany","","","","","3"
"Less important","1991","Not Working","West Germany","","","","","3"
"Less important","1991","Not Working","East Germany","","","","","3"
"Quite unimportant","1991","Full Time","East Germany","","","","","4"
"Quite unimportant","1991","Full Time","West Germany","","","","","4"
"Quite unimportant","1991","Part Time","West Germany","","","","","4"
"Quite unimportant","1991","Part Time","East Germany","","","","","4"
"Quite unimportant","1991","Not Working","West Germany","","","","","4"
"Quite unimportant","1991","Not Working","East Germany","","","","","4"
"Very important","1991","Full Time","West Germany","","","","","1"
"Very important","1991","Full Time","East Germany","","","","","1"
"Very important","1991","Part Time","West Germany","","","","","1"
"Very important","1991","Part Time","East Germany","","","","","1"
"Very important","1991","Not Working","West Germany","","","","","1"
"Very important","1991","Not Working","East Germany","","","","","1"
"Important","1992","Full Time","East Germany","1241","0.563301767515746","0.54246262141036","0.584140913621131","2"
"Important","1992","Full Time","West Germany","1699","0.538772937496882","0.521342620801031","0.556203254192732","2"
"Important","1992","Part Time","West Germany","720","0.527634229617764","0.501081822596895","0.554186636638632","2"
"Important","1992","Part Time","East Germany","435","0.574031282926291","0.53882905735341","0.609233508499171","2"
"Important","1992","Not Working","West Germany","1071","0.424275083778986","0.404760512443349","0.443789655114622","2"
"Important","1992","Not Working","East Germany","450","0.422614045050941","0.39240284755226","0.452825242549623","2"
"Less important","1992","Full Time","West Germany","638","0.211310665847766","0.197036238525118","0.225585093170413","3"
"Less important","1992","Full Time","East Germany","354","0.164307964344074","0.148738592728074","0.179877335960073","3"
"Less important","1992","Part Time","West Germany","306","0.218929950079042","0.196936377152226","0.240923523005857","3"
"Less important","1992","Part Time","East Germany","136","0.173614095129903","0.146649281105119","0.200578909154687","3"
"Less important","1992","Not Working","West Germany","772","0.323123114763727","0.304657379950759","0.341588849576694","3"
"Less important","1992","Not Working","East Germany","314","0.337109009488279","0.308197610497147","0.36602040847941","3"
"Quite unimportant","1992","Full Time","West Germany","79","0.0292328969943636","0.0233425828933274","0.0351232110953999","4"
"Quite unimportant","1992","Full Time","East Germany","29","","","","4"
"Quite unimportant","1992","Part Time","West Germany","42","0.0324933774308905","0.0230631404454308","0.0419236144163502","4"
"Quite unimportant","1992","Part Time","East Germany","14","","","","4"
"Quite unimportant","1992","Not Working","West Germany","297","0.137835654035626","0.12422423029098","0.151447077780273","4"
"Quite unimportant","1992","Not Working","East Germany","97","0.12254396146765","0.102489014838125","0.142598908097175","4"
"Very important","1992","Full Time","West Germany","726","0.220683499660989","0.206182869776529","0.235184129545449","1"
"Very important","1992","Full Time","East Germany","552","0.257677913453633","0.239301809699026","0.276054017208241","1"
"Very important","1992","Part Time","West Germany","290","0.220942442872304","0.198876496712784","0.243008389031825","1"
"Very important","1992","Part Time","East Germany","173","0.23419774467022","0.204049421431246","0.264346067909193","1"
"Very important","1992","Not Working","West Germany","324","0.114766147421661","0.102180845242956","0.127351449600366","1"
"Very important","1992","Not Working","East Germany","166","0.11773298399313","0.0980218338250085","0.137444134161252","1"
"Important","1993","Full Time","West Germany","","","","","2"
"Important","1993","Full Time","East Germany","","","","","2"
"Important","1993","Part Time","West Germany","","","","","2"
"Important","1993","Part Time","East Germany","","","","","2"
"Important","1993","Not Working","West Germany","","","","","2"
"Important","1993","Not Working","East Germany","","","","","2"
"Less important","1993","Full Time","East Germany","","","","","3"
"Less important","1993","Full Time","West Germany","","","","","3"
"Less important","1993","Part Time","West Germany","","","","","3"
"Less important","1993","Part Time","East Germany","","","","","3"
"Less important","1993","Not Working","West Germany","","","","","3"
"Less important","1993","Not Working","East Germany","","","","","3"
"Quite unimportant","1993","Full Time","West Germany","","","","","4"
"Quite unimportant","1993","Full Time","East Germany","","","","","4"
"Quite unimportant","1993","Part Time","West Germany","","","","","4"
"Quite unimportant","1993","Part Time","East Germany","","","","","4"
"Quite unimportant","1993","Not Working","West Germany","","","","","4"
"Quite unimportant","1993","Not Working","East Germany","","","","","4"
"Very important","1993","Full Time","West Germany","","","","","1"
"Very important","1993","Full Time","East Germany","","","","","1"
"Very important","1993","Part Time","West Germany","","","","","1"
"Very important","1993","Part Time","East Germany","","","","","1"
"Very important","1993","Not Working","West Germany","","","","","1"
"Very important","1993","Not Working","East Germany","","","","","1"
"Important","1994","Full Time","West Germany","","","","","2"
"Important","1994","Full Time","East Germany","","","","","2"
"Important","1994","Part Time","West Germany","","","","","2"
"Important","1994","Part Time","East Germany","","","","","2"
"Important","1994","Not Working","West Germany","","","","","2"
"Important","1994","Not Working","East Germany","","","","","2"
"Less important","1994","Full Time","West Germany","","","","","3"
"Less important","1994","Full Time","East Germany","","","","","3"
"Less important","1994","Part Time","East Germany","","","","","3"
"Less important","1994","Part Time","West Germany","","","","","3"
"Less important","1994","Not Working","West Germany","","","","","3"
"Less important","1994","Not Working","East Germany","","","","","3"
"Quite unimportant","1994","Full Time","West Germany","","","","","4"
"Quite unimportant","1994","Full Time","East Germany","","","","","4"
"Quite unimportant","1994","Part Time","West Germany","","","","","4"
"Quite unimportant","1994","Part Time","East Germany","","","","","4"
"Quite unimportant","1994","Not Working","West Germany","","","","","4"
"Quite unimportant","1994","Not Working","East Germany","","","","","4"
"Very important","1994","Full Time","West Germany","","","","","1"
"Very important","1994","Full Time","East Germany","","","","","1"
"Very important","1994","Part Time","West Germany","","","","","1"
"Very important","1994","Part Time","East Germany","","","","","1"
"Very important","1994","Not Working","West Germany","","","","","1"
"Very important","1994","Not Working","East Germany","","","","","1"
"Important","1995","Full Time","West Germany","1743","0.544941236440833","0.527625217139147","0.562257255742519","2"
"Important","1995","Full Time","East Germany","1105","0.606390070755587","0.583668640076119","0.629111501435055","2"
"Important","1995","Part Time","East Germany","353","0.579131589201668","0.539529078705957","0.618734099697379","2"
"Important","1995","Part Time","West Germany","885","0.548937317600518","0.524501885110223","0.573372750090814","2"
"Important","1995","Not Working","West Germany","1273","0.438921151620123","0.420400504222673","0.457441799017573","2"
"Important","1995","Not Working","East Germany","688","0.506037153659034","0.478754187756839","0.533320119561229","2"
"Less important","1995","Full Time","West Germany","611","0.208294878260887","0.194174039095575","0.222415717426198","3"
"Less important","1995","Full Time","East Germany","261","0.161560506735026","0.144443411103144","0.178677602366908","3"
"Less important","1995","Part Time","West Germany","333","0.208063142303174","0.188129665378603","0.227996619227745","3"
"Less important","1995","Part Time","East Germany","77","0.121159233461614","0.0949837759637307","0.147334690959497","3"
"Less important","1995","Not Working","West Germany","791","0.30750818037065","0.29028605999118","0.32473030075012","3"
"Less important","1995","Not Working","East Germany","315","0.273176836230496","0.248860980877355","0.297492691583636","3"
"Quite unimportant","1995","Full Time","West Germany","71","0.0257184295613138","0.0202141060620166","0.0312227530606111","4"
"Quite unimportant","1995","Full Time","East Germany","9","","","","4"
"Quite unimportant","1995","Part Time","West Germany","45","0.0358254371439273","0.0266987368945132","0.0449521373933413","4"
"Quite unimportant","1995","Part Time","East Germany","8","","","","4"
"Quite unimportant","1995","Not Working","West Germany","253","0.112032933947081","0.100261693144336","0.123804174749827","4"
"Quite unimportant","1995","Not Working","East Germany","75","0.0793311028635188","0.064583320579357","0.0940788851476807","4"
"Very important","1995","Full Time","West Germany","752","0.221045455736966","0.206616452302959","0.235474459170974","1"
"Very important","1995","Full Time","East Germany","401","0.221794930314268","0.202473047417444","0.241116813211093","1"
"Very important","1995","Part Time","West Germany","330","0.20717410295238","0.187272097061544","0.227076108843217","1"
"Very important","1995","Part Time","East Germany","159","0.279567387735761","0.243567523601859","0.315567251869663","1"
"Very important","1995","Not Working","West Germany","441","0.141537734062146","0.128528621108881","0.154546847015411","1"
"Very important","1995","Not Working","East Germany","212","0.141454907246951","0.122437828706747","0.160471985787155","1"
"Important","1996","Full Time","East Germany","","","","","2"
"Important","1996","Full Time","West Germany","","","","","2"
"Important","1996","Part Time","East Germany","","","","","2"
"Important","1996","Part Time","West Germany","","","","","2"
"Important","1996","Not Working","West Germany","","","","","2"
"Important","1996","Not Working","East Germany","","","","","2"
"Less important","1996","Full Time","East Germany","","","","","3"
"Less important","1996","Full Time","West Germany","","","","","3"
"Less important","1996","Part Time","East Germany","","","","","3"
"Less important","1996","Part Time","West Germany","","","","","3"
"Less important","1996","Not Working","West Germany","","","","","3"
"Less important","1996","Not Working","East Germany","","","","","3"
"Quite unimportant","1996","Full Time","West Germany","","","","","4"
"Quite unimportant","1996","Full Time","East Germany","","","","","4"
"Quite unimportant","1996","Part Time","West Germany","","","","","4"
"Quite unimportant","1996","Part Time","East Germany","","","","","4"
"Quite unimportant","1996","Not Working","West Germany","","","","","4"
"Quite unimportant","1996","Not Working","East Germany","","","","","4"
"Very important","1996","Full Time","West Germany","","","","","1"
"Very important","1996","Full Time","East Germany","","","","","1"
"Very important","1996","Part Time","West Germany","","","","","1"
"Very important","1996","Part Time","East Germany","","","","","1"
"Very important","1996","Not Working","West Germany","","","","","1"
"Very important","1996","Not Working","East Germany","","","","","1"
