"plh0106","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","Male","83","0.256597945128942","0.209475308016841","0.303720582241043"
"Very important","1990","1-pers.-HH","Female","76","0.129522628616748","0.102125077101283","0.156920180132214"
"Very important","1990","(Married) couple without C. ","Male","175","0.163666399427794","0.140608513726372","0.186724285129216"
"Very important","1990","(Married) couple without C. ","Female","148","0.128361626979932","0.1078039805766","0.148919273383263"
"Very important","1990","Single parent ","Male","41","0.250972685586287","0.182935263746128","0.319010107426446"
"Very important","1990","Single parent ","Female","51","0.220288608787569","0.166610981619616","0.273966235955521"
"Very important","1990","Couple + C. LE 16 ","Male","133","0.182276681957469","0.153938494138315","0.210614869776623"
"Very important","1990","Couple + C. LE 16 ","Female","121","0.160301954687648","0.134079692775822","0.186524216599474"
"Very important","1990","Couple + C. GT 16 ","Male","204","0.234103711791077","0.205519683310323","0.262687740271831"
"Very important","1990","Couple + C. GT 16 ","Female","132","0.186288204063749","0.157046510686221","0.215529897441277"
"Very important","1990","Couple + C. LE and GT 16","Male","54","0.257485234580108","0.199575077152262","0.315395392007954"
"Very important","1990","Couple + C. LE and GT 16","Female","46","0.199574504513506","0.146518708982518","0.252630300044495"
"Important","1990","1-pers.-HH","Male","177","0.526374317836599","0.47250318741694","0.580245448256257"
"Important","1990","1-pers.-HH","Female","271","0.452837822876194","0.412222532197305","0.493453113555083"
"Important","1990","(Married) couple without C. ","Male","502","0.497752682660174","0.466591382996998","0.528913982323351"
"Important","1990","(Married) couple without C. ","Female","524","0.520023475871591","0.489318476866893","0.550728474876288"
"Important","1990","Single parent ","Male","73","0.49303779811945","0.414584051293451","0.571491544945448"
"Important","1990","Single parent ","Female","110","0.47786429240919","0.413168753174165","0.542559831644215"
"Important","1990","Couple + C. LE 16 ","Male","415","0.581250677566566","0.545037876336195","0.617463478796937"
"Important","1990","Couple + C. LE 16 ","Female","442","0.582476375436698","0.547229643504649","0.617723107368747"
"Important","1990","Couple + C. GT 16 ","Male","431","0.51057789619374","0.47683307756605","0.54432271482143"
"Important","1990","Couple + C. GT 16 ","Female","375","0.555552944621357","0.518232459657719","0.592873429584995"
"Important","1990","Couple + C. LE and GT 16","Male","122","0.542511224206996","0.476529962001733","0.608492486412259"
"Important","1990","Couple + C. LE and GT 16","Female","119","0.539761740576266","0.473599187969888","0.605924293182644"
"Less important","1990","1-pers.-HH","Male","53","0.160717266202032","0.121091603939472","0.200342928464591"
"Less important","1990","1-pers.-HH","Female","174","0.304272926378024","0.266731454828879","0.341814397927169"
"Less important","1990","(Married) couple without C. ","Male","257","0.277698085469659","0.249785776035629","0.305610394903689"
"Less important","1990","(Married) couple without C. ","Female","286","0.288557213945091","0.26071052442312","0.316403903467062"
"Less important","1990","Single parent ","Male","35","0.214256184234086","0.149869959562788","0.278642408905383"
"Less important","1990","Single parent ","Female","61","0.272514833381755","0.214846487528878","0.330183179234632"
"Less important","1990","Couple + C. LE 16 ","Male","154","0.220877475857327","0.190427852761648","0.251327098953006"
"Less important","1990","Couple + C. LE 16 ","Female","178","0.243874894249995","0.213183293017796","0.274566495482195"
"Less important","1990","Couple + C. GT 16 ","Male","184","0.223787017894999","0.195652323685851","0.251921712104147"
"Less important","1990","Couple + C. GT 16 ","Female","150","0.224534695698278","0.193194806966188","0.255874584430369"
"Less important","1990","Couple + C. LE and GT 16","Male","39","0.181336592519888","0.130307076621568","0.232366108418208"
"Less important","1990","Couple + C. LE and GT 16","Female","48","0.234903904766432","0.178627939232414","0.29117987030045"
"Quite unimportant","1990","1-pers.-HH","Male","17","","",""
"Quite unimportant","1990","1-pers.-HH","Female","56","0.113366622129034","0.0874979089238166","0.139235335334251"
"Quite unimportant","1990","(Married) couple without C. ","Male","55","0.0608828324423727","0.0459803966435891","0.0757852682411563"
"Quite unimportant","1990","(Married) couple without C. ","Female","59","0.063057683203387","0.0481189749132573","0.0779963914935167"
"Quite unimportant","1990","Single parent ","Male","7","","",""
"Quite unimportant","1990","Single parent ","Female","7","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","Male","11","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","Female","11","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","Male","24","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","Female","24","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","Male","4","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","Female","5","","",""
"Very important","1991","1-pers.-HH","Male","","","",""
"Very important","1991","1-pers.-HH","Female","","","",""
"Very important","1991","(Married) couple without C. ","Male","","","",""
"Very important","1991","(Married) couple without C. ","Female","","","",""
"Very important","1991","Single parent ","Male","","","",""
"Very important","1991","Single parent ","Female","","","",""
"Very important","1991","Couple + C. LE 16 ","Male","","","",""
"Very important","1991","Couple + C. LE 16 ","Female","","","",""
"Very important","1991","Couple + C. GT 16 ","Male","","","",""
"Very important","1991","Couple + C. GT 16 ","Female","","","",""
"Very important","1991","Couple + C. LE and GT 16","Male","","","",""
"Very important","1991","Couple + C. LE and GT 16","Female","","","",""
"Important","1991","1-pers.-HH","Male","","","",""
"Important","1991","1-pers.-HH","Female","","","",""
"Important","1991","(Married) couple without C. ","Male","","","",""
"Important","1991","(Married) couple without C. ","Female","","","",""
"Important","1991","Single parent ","Male","","","",""
"Important","1991","Single parent ","Female","","","",""
"Important","1991","Couple + C. LE 16 ","Male","","","",""
"Important","1991","Couple + C. LE 16 ","Female","","","",""
"Important","1991","Couple + C. GT 16 ","Male","","","",""
"Important","1991","Couple + C. GT 16 ","Female","","","",""
"Important","1991","Couple + C. LE and GT 16","Male","","","",""
"Important","1991","Couple + C. LE and GT 16","Female","","","",""
"Less important","1991","1-pers.-HH","Male","","","",""
"Less important","1991","1-pers.-HH","Female","","","",""
"Less important","1991","(Married) couple without C. ","Male","","","",""
"Less important","1991","(Married) couple without C. ","Female","","","",""
"Less important","1991","Single parent ","Male","","","",""
"Less important","1991","Single parent ","Female","","","",""
"Less important","1991","Couple + C. LE 16 ","Male","","","",""
"Less important","1991","Couple + C. LE 16 ","Female","","","",""
"Less important","1991","Couple + C. GT 16 ","Male","","","",""
"Less important","1991","Couple + C. GT 16 ","Female","","","",""
"Less important","1991","Couple + C. LE and GT 16","Male","","","",""
"Less important","1991","Couple + C. LE and GT 16","Female","","","",""
"Quite unimportant","1991","1-pers.-HH","Male","","","",""
"Quite unimportant","1991","1-pers.-HH","Female","","","",""
"Quite unimportant","1991","(Married) couple without C. ","Male","","","",""
"Quite unimportant","1991","(Married) couple without C. ","Female","","","",""
"Quite unimportant","1991","Single parent ","Male","","","",""
"Quite unimportant","1991","Single parent ","Female","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","Male","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","Female","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","Male","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","Female","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","Male","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","Female","","","",""
"Very important","1992","1-pers.-HH","Male","107","0.250778437779338","0.20856304741317","0.292993828145505"
"Very important","1992","1-pers.-HH","Female","120","0.140869640631848","0.116486875748635","0.16525240551506"
"Very important","1992","(Married) couple without C. ","Male","247","0.154062896268975","0.135429864396472","0.172695928141478"
"Very important","1992","(Married) couple without C. ","Female","234","0.144685758056066","0.126793687257242","0.16257782885489"
"Very important","1992","Single parent ","Male","53","0.280379199699179","0.213637353363812","0.347121046034547"
"Very important","1992","Single parent ","Female","71","0.167697049292309","0.12921154041355","0.206182558171068"
"Very important","1992","Couple + C. LE 16 ","Male","322","0.229124766062752","0.206512676681211","0.251736855444293"
"Very important","1992","Couple + C. LE 16 ","Female","305","0.207557072406151","0.186252087128156","0.228862057684146"
"Very important","1992","Couple + C. GT 16 ","Male","255","0.195970831640431","0.173341539314829","0.218600123966034"
"Very important","1992","Couple + C. GT 16 ","Female","225","0.205404540194524","0.180226147410502","0.230582932978545"
"Very important","1992","Couple + C. LE and GT 16","Male","91","0.220195709347569","0.178311395529158","0.26208002316598"
"Very important","1992","Couple + C. LE and GT 16","Female","87","0.23767923104599","0.192957051388113","0.282401410703867"
"Important","1992","1-pers.-HH","Male","197","0.479760184120031","0.431104400176909","0.528415968063152"
"Important","1992","1-pers.-HH","Female","337","0.420740136038363","0.386139155597831","0.455341116478895"
"Important","1992","(Married) couple without C. ","Male","737","0.496546754571639","0.470740492279871","0.522353016863407"
"Important","1992","(Married) couple without C. ","Female","762","0.491114986541351","0.465688503792301","0.516541469290401"
"Important","1992","Single parent ","Male","79","0.503281241443116","0.428990598093711","0.57757188479252"
"Important","1992","Single parent ","Female","196","0.559383425775246","0.508241271535695","0.610525580014797"
"Important","1992","Couple + C. LE 16 ","Male","735","0.553301709471691","0.526553126440315","0.580050292503067"
"Important","1992","Couple + C. LE 16 ","Female","772","0.558598904634776","0.532513641829394","0.584684167440159"
"Important","1992","Couple + C. GT 16 ","Male","602","0.495595169840199","0.467092043120653","0.524098296559745"
"Important","1992","Couple + C. GT 16 ","Female","471","0.463295672699105","0.432218134025627","0.494373211372583"
"Important","1992","Couple + C. LE and GT 16","Male","203","0.541389566975784","0.49102430759715","0.591754826354419"
"Important","1992","Couple + C. LE and GT 16","Female","199","0.555522527566674","0.503314872892373","0.607730182240975"
"Less important","1992","1-pers.-HH","Male","81","0.214358910721585","0.174391736402245","0.254326085040925"
"Less important","1992","1-pers.-HH","Female","216","0.282203328614739","0.250658621421538","0.313748035807939"
"Less important","1992","(Married) couple without C. ","Male","355","0.264259342706474","0.241500875224215","0.287017810188733"
"Less important","1992","(Married) couple without C. ","Female","379","0.274889595793954","0.252182265148209","0.2975969264397"
"Less important","1992","Single parent ","Male","37","0.189870478850181","0.131595863067673","0.24814509463269"
"Less important","1992","Single parent ","Female","76","0.211015793811627","0.168983272528191","0.253048315095064"
"Less important","1992","Couple + C. LE 16 ","Male","254","0.202478735731538","0.180857850296724","0.224099621166352"
"Less important","1992","Couple + C. LE 16 ","Female","296","0.217805432052006","0.196122389374687","0.239488474729326"
"Less important","1992","Couple + C. GT 16 ","Male","269","0.254673845150938","0.229836526660949","0.279511163640927"
"Less important","1992","Couple + C. GT 16 ","Female","249","0.279261302636198","0.251300846939677","0.307221758332718"
"Less important","1992","Couple + C. LE and GT 16","Male","78","0.226399409038407","0.184098450418503","0.268700367658312"
"Less important","1992","Couple + C. LE and GT 16","Female","56","0.184204066427798","0.143475526274858","0.224932606580738"
"Quite unimportant","1992","1-pers.-HH","Male","20","","",""
"Quite unimportant","1992","1-pers.-HH","Female","109","0.156186894715051","0.130742616081979","0.181631173348122"
"Quite unimportant","1992","(Married) couple without C. ","Male","103","0.0851310064529121","0.0707268178514609","0.0995351950543632"
"Quite unimportant","1992","(Married) couple without C. ","Female","110","0.0893096596086287","0.0748046023909451","0.103814716826312"
"Quite unimportant","1992","Single parent ","Male","5","","",""
"Quite unimportant","1992","Single parent ","Female","19","","",""
"Quite unimportant","1992","Couple + C. LE 16 ","Male","16","","",""
"Quite unimportant","1992","Couple + C. LE 16 ","Female","19","","",""
"Quite unimportant","1992","Couple + C. GT 16 ","Male","56","0.0537601533684312","0.0409022481964667","0.0666180585403957"
"Quite unimportant","1992","Couple + C. GT 16 ","Female","44","0.0520384844701734","0.0381962048310442","0.0658807641093026"
"Quite unimportant","1992","Couple + C. LE and GT 16","Male","4","","",""
"Quite unimportant","1992","Couple + C. LE and GT 16","Female","6","","",""
"Very important","1993","1-pers.-HH","Male","","","",""
"Very important","1993","1-pers.-HH","Female","","","",""
