"plh0106","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very important","1991","16-34 y.","Rural Area","","","","","1"
"Very important","1991","35-65 y.","Urban Area","","","","","1"
"Very important","1991","35-65 y.","Rural Area","","","","","1"
"Very important","1991","66 and older","Urban Area","","","","","1"
"Very important","1991","66 and older","Rural Area","","","","","1"
"Important","1992","16-34 y.","Rural Area","815","0.5309387227827","0.505742905158018","0.556134540407383","2"
"Important","1992","16-34 y.","Urban Area","1317","0.570513788900868","0.55058496804109","0.590442609760645","2"
"Important","1992","35-65 y.","Urban Area","1772","0.51017760356984","0.493443297864146","0.526911909275535","2"
"Important","1992","35-65 y.","Rural Area","1143","0.504205602637628","0.482932538855852","0.525478666419405","2"
"Important","1992","66 and older","Urban Area","331","0.376853579361623","0.345052120850559","0.408655037872688","2"
"Important","1992","66 and older","Rural Area","180","0.353526623646849","0.311111126192614","0.395942121101083","2"
"Less important","1992","16-34 y.","Urban Area","312","0.119534955004206","0.106473924653274","0.132595985355137","3"
"Less important","1992","16-34 y.","Rural Area","218","0.166248095732336","0.147451109470893","0.18504508199378","3"
"Less important","1992","35-65 y.","Urban Area","931","0.280003622180257","0.264973079369027","0.295034164991487","3"
"Less important","1992","35-65 y.","Rural Area","525","0.273312769958734","0.254350988917839","0.292274550999629","3"
"Less important","1992","66 and older","Urban Area","330","0.364642408872392","0.333055410077762","0.396229407667022","3"
"Less important","1992","66 and older","Rural Area","180","0.363234281541878","0.32056440050131","0.405904162582447","3"
"Quite unimportant","1992","16-34 y.","Urban Area","25","","","","4"
"Quite unimportant","1992","16-34 y.","Rural Area","13","","","","4"
"Quite unimportant","1992","35-65 y.","Urban Area","163","0.0522919918593481","0.0448398253163735","0.0597441584023226","4"
"Quite unimportant","1992","35-65 y.","Rural Area","76","0.0485572468682435","0.03941203523879","0.057702458497697","4"
"Quite unimportant","1992","66 and older","Urban Area","180","0.210606763219852","0.183849079178044","0.237364447261659","4"
"Quite unimportant","1992","66 and older","Rural Area","98","0.218501737025254","0.181838598859907","0.2551648751906","4"
"Very important","1992","16-34 y.","Urban Area","716","0.302312817964418","0.283823002751245","0.320802633177591","1"
"Very important","1992","16-34 y.","Rural Area","461","0.291938166974198","0.268983420749291","0.314892913199105","1"
"Very important","1992","35-65 y.","Urban Area","562","0.157526782390555","0.145331750586615","0.169721814194495","1"
"Very important","1992","35-65 y.","Rural Area","378","0.173924380535394","0.157796936771071","0.190051824299718","1"
"Very important","1992","66 and older","Urban Area","51","0.0478972485461327","0.0338832245435696","0.0619112725486957","1"
"Very important","1992","66 and older","Rural Area","30","0.0647373577860196","0.042905913964545","0.0865688016074942","1"
"Important","1993","16-34 y.","Urban Area","","","","","2"
"Important","1993","16-34 y.","Rural Area","","","","","2"
"Important","1993","35-65 y.","Urban Area","","","","","2"
"Important","1993","35-65 y.","Rural Area","","","","","2"
"Important","1993","66 and older","Urban Area","","","","","2"
"Important","1993","66 and older","Rural Area","","","","","2"
"Less important","1993","16-34 y.","Rural Area","","","","","3"
"Less important","1993","16-34 y.","Urban Area","","","","","3"
"Less important","1993","35-65 y.","Urban Area","","","","","3"
"Less important","1993","35-65 y.","Rural Area","","","","","3"
"Less important","1993","66 and older","Urban Area","","","","","3"
"Less important","1993","66 and older","Rural Area","","","","","3"
"Quite unimportant","1993","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1993","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1993","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1993","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1993","66 and older","Urban Area","","","","","4"
"Quite unimportant","1993","66 and older","Rural Area","","","","","4"
"Very important","1993","16-34 y.","Urban Area","","","","","1"
"Very important","1993","16-34 y.","Rural Area","","","","","1"
"Very important","1993","35-65 y.","Urban Area","","","","","1"
"Very important","1993","35-65 y.","Rural Area","","","","","1"
"Very important","1993","66 and older","Urban Area","","","","","1"
"Very important","1993","66 and older","Rural Area","","","","","1"
"Important","1994","16-34 y.","Urban Area","","","","","2"
"Important","1994","16-34 y.","Rural Area","","","","","2"
"Important","1994","35-65 y.","Urban Area","","","","","2"
"Important","1994","35-65 y.","Rural Area","","","","","2"
"Important","1994","66 and older","Urban Area","","","","","2"
"Important","1994","66 and older","Rural Area","","","","","2"
"Less important","1994","16-34 y.","Urban Area","","","","","3"
"Less important","1994","16-34 y.","Rural Area","","","","","3"
"Less important","1994","35-65 y.","Rural Area","","","","","3"
"Less important","1994","35-65 y.","Urban Area","","","","","3"
"Less important","1994","66 and older","Urban Area","","","","","3"
"Less important","1994","66 and older","Rural Area","","","","","3"
"Quite unimportant","1994","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1994","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1994","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1994","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1994","66 and older","Urban Area","","","","","4"
"Quite unimportant","1994","66 and older","Rural Area","","","","","4"
"Very important","1994","16-34 y.","Urban Area","","","","","1"
"Very important","1994","16-34 y.","Rural Area","","","","","1"
"Very important","1994","35-65 y.","Urban Area","","","","","1"
"Very important","1994","35-65 y.","Rural Area","","","","","1"
"Very important","1994","66 and older","Urban Area","","","","","1"
"Very important","1994","66 and older","Rural Area","","","","","1"
"Important","1995","16-34 y.","Urban Area","1377","0.549158885653711","0.529607224235045","0.568710547072376","2"
"Important","1995","16-34 y.","Rural Area","840","0.553254201804408","0.528053067234395","0.57845533637442","2"
"Important","1995","35-65 y.","Rural Area","1333","0.579017194817306","0.558400513789499","0.599633875845113","2"
"Important","1995","35-65 y.","Urban Area","1902","0.519460431949343","0.503025242011799","0.535895621886886","2"
"Important","1995","66 and older","Urban Area","407","0.401593398634924","0.370679697898341","0.432507099371508","2"
"Important","1995","66 and older","Rural Area","188","0.372095922608322","0.329254116771156","0.414937728445487","2"
"Less important","1995","16-34 y.","Urban Area","301","0.122800209519079","0.109903713852585","0.135696705185572","3"
"Less important","1995","16-34 y.","Rural Area","188","0.152917153446739","0.134673217412165","0.171161089481314","3"
"Less important","1995","35-65 y.","Urban Area","908","0.265887239686249","0.251353946036071","0.280420533336427","3"
"Less important","1995","35-65 y.","Rural Area","458","0.227579465953341","0.210071556789475","0.245087375117208","3"
"Less important","1995","66 and older","Urban Area","351","0.362723055424574","0.332404311022084","0.393041799827065","3"
"Less important","1995","66 and older","Rural Area","182","0.372799702906229","0.329941439671462","0.415657966140996","3"
"Quite unimportant","1995","16-34 y.","Urban Area","22","","","","4"
"Quite unimportant","1995","16-34 y.","Rural Area","8","","","","4"
"Quite unimportant","1995","35-65 y.","Urban Area","131","0.0416277182576574","0.0350573102367316","0.0481981262785832","4"
"Quite unimportant","1995","35-65 y.","Rural Area","65","0.0440809090799399","0.0355090172654555","0.0526528008944242","4"
"Quite unimportant","1995","66 and older","Urban Area","148","0.171013330962187","0.147269637091203","0.194757024833172","4"
"Quite unimportant","1995","66 and older","Rural Area","87","0.202834399900293","0.167194314015111","0.238474485785474","4"
"Very important","1995","16-34 y.","Urban Area","788","0.319918325917072","0.301589991582646","0.338246660251497","1"
"Very important","1995","16-34 y.","Rural Area","459","0.289020086099967","0.266041665556485","0.311998506643449","1"
"Very important","1995","35-65 y.","Urban Area","609","0.173024610106751","0.160581350933508","0.185467869279994","1"
"Very important","1995","35-65 y.","Rural Area","347","0.149322430149413","0.134439588603945","0.16420527169488","1"
"Very important","1995","66 and older","Urban Area","60","0.0646702149783141","0.0491608483539917","0.0801795816026365","1"
"Very important","1995","66 and older","Rural Area","32","0.0522699745851567","0.0325429254691981","0.0719970237011153","1"
"Important","1996","16-34 y.","Rural Area","","","","","2"
"Important","1996","16-34 y.","Urban Area","","","","","2"
"Important","1996","35-65 y.","Rural Area","","","","","2"
"Important","1996","35-65 y.","Urban Area","","","","","2"
"Important","1996","66 and older","Urban Area","","","","","2"
"Important","1996","66 and older","Rural Area","","","","","2"
"Less important","1996","16-34 y.","Rural Area","","","","","3"
"Less important","1996","16-34 y.","Urban Area","","","","","3"
"Less important","1996","35-65 y.","Rural Area","","","","","3"
"Less important","1996","35-65 y.","Urban Area","","","","","3"
"Less important","1996","66 and older","Urban Area","","","","","3"
"Less important","1996","66 and older","Rural Area","","","","","3"
"Quite unimportant","1996","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1996","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1996","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1996","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1996","66 and older","Urban Area","","","","","4"
"Quite unimportant","1996","66 and older","Rural Area","","","","","4"
"Very important","1996","16-34 y.","Urban Area","","","","","1"
"Very important","1996","16-34 y.","Rural Area","","","","","1"
"Very important","1996","35-65 y.","Urban Area","","","","","1"
"Very important","1996","35-65 y.","Rural Area","","","","","1"
"Very important","1996","66 and older","Urban Area","","","","","1"
"Very important","1996","66 and older","Rural Area","","","","","1"
"Important","1997","16-34 y.","Urban Area","","","","","2"
"Important","1997","16-34 y.","Rural Area","","","","","2"
"Important","1997","35-65 y.","Rural Area","","","","","2"
"Important","1997","35-65 y.","Urban Area","","","","","2"
"Important","1997","66 and older","Urban Area","","","","","2"
"Important","1997","66 and older","Rural Area","","","","","2"
"Less important","1997","16-34 y.","Urban Area","","","","","3"
"Less important","1997","16-34 y.","Rural Area","","","","","3"
"Less important","1997","35-65 y.","Urban Area","","","","","3"
"Less important","1997","35-65 y.","Rural Area","","","","","3"
"Less important","1997","66 and older","Urban Area","","","","","3"
"Less important","1997","66 and older","Rural Area","","","","","3"
"Quite unimportant","1997","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1997","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1997","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1997","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1997","66 and older","Urban Area","","","","","4"
"Quite unimportant","1997","66 and older","Rural Area","","","","","4"
"Very important","1997","16-34 y.","Urban Area","","","","","1"
"Very important","1997","16-34 y.","Rural Area","","","","","1"
"Very important","1997","35-65 y.","Urban Area","","","","","1"
"Very important","1997","35-65 y.","Rural Area","","","","","1"
"Very important","1997","66 and older","Urban Area","","","","","1"
"Very important","1997","66 and older","Rural Area","","","","","1"
"Important","1998","16-34 y.","Urban Area","","","","","2"
"Important","1998","16-34 y.","Rural Area","","","","","2"
"Important","1998","35-65 y.","Rural Area","","","","","2"
"Important","1998","35-65 y.","Urban Area","","","","","2"
"Important","1998","66 and older","Urban Area","","","","","2"
"Important","1998","66 and older","Rural Area","","","","","2"
"Less important","1998","16-34 y.","Urban Area","","","","","3"
"Less important","1998","16-34 y.","Rural Area","","","","","3"
"Less important","1998","35-65 y.","Rural Area","","","","","3"
"Less important","1998","35-65 y.","Urban Area","","","","","3"
"Less important","1998","66 and older","Urban Area","","","","","3"
"Less important","1998","66 and older","Rural Area","","","","","3"
"Quite unimportant","1998","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1998","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1998","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1998","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1998","66 and older","Urban Area","","","","","4"
"Quite unimportant","1998","66 and older","Rural Area","","","","","4"
"Very important","1998","16-34 y.","Urban Area","","","","","1"
"Very important","1998","16-34 y.","Rural Area","","","","","1"
"Very important","1998","35-65 y.","Urban Area","","","","","1"
"Very important","1998","35-65 y.","Rural Area","","","","","1"
"Very important","1998","66 and older","Urban Area","","","","","1"
"Very important","1998","66 and older","Rural Area","","","","","1"
"Important","1999","16-34 y.","Urban Area","","","","","2"
"Important","1999","16-34 y.","Rural Area","","","","","2"
"Important","1999","35-65 y.","Urban Area","","","","","2"
"Important","1999","35-65 y.","Rural Area","","","","","2"
"Important","1999","66 and older","Urban Area","","","","","2"
"Important","1999","66 and older","Rural Area","","","","","2"
"Less important","1999","16-34 y.","Urban Area","","","","","3"
"Less important","1999","16-34 y.","Rural Area","","","","","3"
"Less important","1999","35-65 y.","Rural Area","","","","","3"
"Less important","1999","35-65 y.","Urban Area","","","","","3"
"Less important","1999","66 and older","Urban Area","","","","","3"
"Less important","1999","66 and older","Rural Area","","","","","3"
"Quite unimportant","1999","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1999","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1999","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1999","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1999","66 and older","Urban Area","","","","","4"
"Quite unimportant","1999","66 and older","Rural Area","","","","","4"
"Very important","1999","16-34 y.","Urban Area","","","","","1"
"Very important","1999","16-34 y.","Rural Area","","","","","1"
"Very important","1999","35-65 y.","Urban Area","","","","","1"
"Very important","1999","35-65 y.","Rural Area","","","","","1"
"Very important","1999","66 and older","Urban Area","","","","","1"
"Very important","1999","66 and older","Rural Area","","","","","1"
"Important","2000","16-34 y.","Rural Area","","","","","2"
"Important","2000","16-34 y.","Urban Area","","","","","2"
"Important","2000","35-65 y.","Urban Area","","","","","2"
"Important","2000","35-65 y.","Rural Area","","","","","2"
"Important","2000","66 and older","Urban Area","","","","","2"
"Important","2000","66 and older","Rural Area","","","","","2"
"Less important","2000","16-34 y.","Rural Area","","","","","3"
"Less important","2000","16-34 y.","Urban Area","","","","","3"
"Less important","2000","35-65 y.","Rural Area","","","","","3"
"Less important","2000","35-65 y.","Urban Area","","","","","3"
"Less important","2000","66 and older","Urban Area","","","","","3"
"Less important","2000","66 and older","Rural Area","","","","","3"
"Quite unimportant","2000","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2000","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2000","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2000","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2000","66 and older","Urban Area","","","","","4"
"Quite unimportant","2000","66 and older","Rural Area","","","","","4"
"Very important","2000","16-34 y.","Urban Area","","","","","1"
"Very important","2000","16-34 y.","Rural Area","","","","","1"
"Very important","2000","35-65 y.","Urban Area","","","","","1"
"Very important","2000","35-65 y.","Rural Area","","","","","1"
"Very important","2000","66 and older","Urban Area","","","","","1"
"Very important","2000","66 and older","Rural Area","","","","","1"
"Important","2001","16-34 y.","Urban Area","","","","","2"
"Important","2001","16-34 y.","Rural Area","","","","","2"
"Important","2001","35-65 y.","Rural Area","","","","","2"
"Important","2001","35-65 y.","Urban Area","","","","","2"
"Important","2001","66 and older","Urban Area","","","","","2"
"Important","2001","66 and older","Rural Area","","","","","2"
"Less important","2001","16-34 y.","Urban Area","","","","","3"
"Less important","2001","16-34 y.","Rural Area","","","","","3"
"Less important","2001","35-65 y.","Rural Area","","","","","3"
"Less important","2001","35-65 y.","Urban Area","","","","","3"
"Less important","2001","66 and older","Urban Area","","","","","3"
"Less important","2001","66 and older","Rural Area","","","","","3"
"Quite unimportant","2001","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2001","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2001","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2001","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2001","66 and older","Urban Area","","","","","4"
"Quite unimportant","2001","66 and older","Rural Area","","","","","4"
"Very important","2001","16-34 y.","Urban Area","","","","","1"
"Very important","2001","16-34 y.","Rural Area","","","","","1"
"Very important","2001","35-65 y.","Rural Area","","","","","1"
"Very important","2001","35-65 y.","Urban Area","","","","","1"
"Very important","2001","66 and older","Rural Area","","","","","1"
"Very important","2001","66 and older","Urban Area","","","","","1"
"Important","2002","16-34 y.","Rural Area","","","","","2"
"Important","2002","16-34 y.","Urban Area","","","","","2"
"Important","2002","35-65 y.","Urban Area","","","","","2"
"Important","2002","35-65 y.","Rural Area","","","","","2"
"Important","2002","66 and older","Urban Area","","","","","2"
"Important","2002","66 and older","Rural Area","","","","","2"
"Less important","2002","16-34 y.","Urban Area","","","","","3"
"Less important","2002","16-34 y.","Rural Area","","","","","3"
"Less important","2002","35-65 y.","Urban Area","","","","","3"
"Less important","2002","35-65 y.","Rural Area","","","","","3"
"Less important","2002","66 and older","Urban Area","","","","","3"
"Less important","2002","66 and older","Rural Area","","","","","3"
"Quite unimportant","2002","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2002","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2002","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2002","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2002","66 and older","Urban Area","","","","","4"
"Quite unimportant","2002","66 and older","Rural Area","","","","","4"
"Very important","2002","16-34 y.","Urban Area","","","","","1"
"Very important","2002","16-34 y.","Rural Area","","","","","1"
"Very important","2002","35-65 y.","Urban Area","","","","","1"
"Very important","2002","35-65 y.","Rural Area","","","","","1"
"Very important","2002","66 and older","Urban Area","","","","","1"
"Very important","2002","66 and older","Rural Area","","","","","1"
"Important","2003","16-34 y.","Urban Area","","","","","2"
"Important","2003","16-34 y.","Rural Area","","","","","2"
"Important","2003","35-65 y.","Urban Area","","","","","2"
"Important","2003","35-65 y.","Rural Area","","","","","2"
"Important","2003","66 and older","Urban Area","","","","","2"
"Important","2003","66 and older","Rural Area","","","","","2"
"Less important","2003","16-34 y.","Urban Area","","","","","3"
"Less important","2003","16-34 y.","Rural Area","","","","","3"
"Less important","2003","35-65 y.","Urban Area","","","","","3"
"Less important","2003","35-65 y.","Rural Area","","","","","3"
"Less important","2003","66 and older","Urban Area","","","","","3"
"Less important","2003","66 and older","Rural Area","","","","","3"
"Quite unimportant","2003","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2003","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2003","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2003","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2003","66 and older","Urban Area","","","","","4"
"Quite unimportant","2003","66 and older","Rural Area","","","","","4"
"Very important","2003","16-34 y.","Urban Area","","","","","1"
"Very important","2003","16-34 y.","Rural Area","","","","","1"
"Very important","2003","35-65 y.","Rural Area","","","","","1"
"Very important","2003","35-65 y.","Urban Area","","","","","1"
"Very important","2003","66 and older","Rural Area","","","","","1"
"Very important","2003","66 and older","Urban Area","","","","","1"
"Important","2004","16-34 y.","Urban Area","2047","0.545933591182376","0.529968395236781","0.561898787127971","2"
"Important","2004","16-34 y.","Rural Area","1060","0.542934824913499","0.520404720061312","0.565464929765685","2"
"Important","2004","35-65 y.","Urban Area","4410","0.54238798470878","0.531597613261621","0.553178356155938","2"
"Important","2004","35-65 y.","Rural Area","2272","0.56135454118422","0.545965218725507","0.576743863642933","2"
"Important","2004","66 and older","Urban Area","1037","0.415387106690774","0.39596105417095","0.434813159210597","2"
"Important","2004","66 and older","Rural Area","550","0.421032554986915","0.393706040940838","0.448359069032991","2"
"Less important","2004","16-34 y.","Urban Area","469","0.127352730493418","0.116662965572439","0.138042495414396","3"
"Less important","2004","16-34 y.","Rural Area","204","0.102783281964608","0.0890488653748694","0.116517698554347","3"
"Less important","2004","35-65 y.","Urban Area","2373","0.287610658820798","0.277806872197832","0.297414445443765","3"
"Less important","2004","35-65 y.","Rural Area","1069","0.267041690095957","0.253321086057706","0.280762294134208","3"
"Less important","2004","66 and older","Rural Area","455","0.371369575388108","0.344627187643293","0.398111963132923","3"
"Less important","2004","66 and older","Urban Area","928","0.371989996824686","0.352936584353807","0.391043409295565","3"
"Quite unimportant","2004","16-34 y.","Urban Area","26","","","","4"
"Quite unimportant","2004","16-34 y.","Rural Area","12","","","","4"
"Quite unimportant","2004","35-65 y.","Urban Area","238","0.0279302387664099","0.0243614676412585","0.0314990098915614","4"
"Quite unimportant","2004","35-65 y.","Rural Area","100","0.0298140846884432","0.0245395726988896","0.0350885966779968","4"
"Quite unimportant","2004","66 and older","Urban Area","327","0.14346929296642","0.129650350602965","0.157288235329876","4"
"Quite unimportant","2004","66 and older","Rural Area","128","0.119209329130248","0.10127476618027","0.137143892080227","4"
"Very important","2004","16-34 y.","Urban Area","1194","0.317002136284006","0.302081565945142","0.33192270662287","1"
"Very important","2004","16-34 y.","Rural Area","602","0.346531014532013","0.325008954315213","0.368053074748814","1"
"Very important","2004","35-65 y.","Urban Area","1168","0.142071117704012","0.134509561259451","0.149632674148574","1"
"Very important","2004","35-65 y.","Rural Area","553","0.141789684031379","0.130971278840575","0.152608089222184","1"
"Very important","2004","66 and older","Urban Area","180","0.0691536035181201","0.0591519852098016","0.0791552218264387","1"
"Very important","2004","66 and older","Rural Area","121","0.0883885404947296","0.0726775996981034","0.104099481291356","1"
"Important","2005","16-34 y.","Urban Area","","","","","2"
"Important","2005","16-34 y.","Rural Area","","","","","2"
"Important","2005","35-65 y.","Rural Area","","","","","2"
"Important","2005","35-65 y.","Urban Area","","","","","2"
"Important","2005","66 and older","Urban Area","","","","","2"
"Important","2005","66 and older","Rural Area","","","","","2"
"Less important","2005","16-34 y.","Urban Area","","","","","3"
"Less important","2005","16-34 y.","Rural Area","","","","","3"
"Less important","2005","35-65 y.","Rural Area","","","","","3"
"Less important","2005","35-65 y.","Urban Area","","","","","3"
"Less important","2005","66 and older","Urban Area","","","","","3"
"Less important","2005","66 and older","Rural Area","","","","","3"
"Quite unimportant","2005","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2005","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2005","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2005","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2005","66 and older","Urban Area","","","","","4"
"Quite unimportant","2005","66 and older","Rural Area","","","","","4"
"Very important","2005","16-34 y.","Urban Area","","","","","1"
"Very important","2005","16-34 y.","Rural Area","","","","","1"
"Very important","2005","35-65 y.","Rural Area","","","","","1"
"Very important","2005","35-65 y.","Urban Area","","","","","1"
"Very important","2005","66 and older","Rural Area","","","","","1"
"Very important","2005","66 and older","Urban Area","","","","","1"
"Important","2006","16-34 y.","Urban Area","","","","","2"
"Important","2006","16-34 y.","Rural Area","","","","","2"
"Important","2006","35-65 y.","Rural Area","","","","","2"
"Important","2006","35-65 y.","Urban Area","","","","","2"
"Important","2006","66 and older","Rural Area","","","","","2"
"Important","2006","66 and older","Urban Area","","","","","2"
"Less important","2006","16-34 y.","Urban Area","","","","","3"
"Less important","2006","16-34 y.","Rural Area","","","","","3"
"Less important","2006","35-65 y.","Urban Area","","","","","3"
"Less important","2006","35-65 y.","Rural Area","","","","","3"
"Less important","2006","66 and older","Rural Area","","","","","3"
"Less important","2006","66 and older","Urban Area","","","","","3"
"Quite unimportant","2006","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2006","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2006","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2006","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2006","66 and older","Urban Area","","","","","4"
"Quite unimportant","2006","66 and older","Rural Area","","","","","4"
"Very important","2006","16-34 y.","Urban Area","","","","","1"
"Very important","2006","16-34 y.","Rural Area","","","","","1"
"Very important","2006","35-65 y.","Urban Area","","","","","1"
"Very important","2006","35-65 y.","Rural Area","","","","","1"
"Very important","2006","66 and older","Rural Area","","","","","1"
"Very important","2006","66 and older","Urban Area","","","","","1"
"Important","2007","16-34 y.","Urban Area","","","","","2"
"Important","2007","16-34 y.","Rural Area","","","","","2"
"Important","2007","35-65 y.","Rural Area","","","","","2"
"Important","2007","35-65 y.","Urban Area","","","","","2"
"Important","2007","66 and older","Urban Area","","","","","2"
"Important","2007","66 and older","Rural Area","","","","","2"
"Less important","2007","16-34 y.","Urban Area","","","","","3"
"Less important","2007","16-34 y.","Rural Area","","","","","3"
"Less important","2007","35-65 y.","Urban Area","","","","","3"
"Less important","2007","35-65 y.","Rural Area","","","","","3"
"Less important","2007","66 and older","Urban Area","","","","","3"
"Less important","2007","66 and older","Rural Area","","","","","3"
"Quite unimportant","2007","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","2007","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","2007","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","2007","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","2007","66 and older","Urban Area","","","","","4"
