"plh0106","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","Urban Area","135","0.179917334651406","0.152353223175099","0.207481446127713"
"Very important","1990","1-pers.-HH","Rural Area","24","","",""
"Very important","1990","(Married) couple without C. ","Urban Area","269","0.155645448611569","0.137820972277448","0.17346992494569"
"Very important","1990","(Married) couple without C. ","Rural Area","54","0.11163056684053","0.0814054191222609","0.1418557145588"
"Very important","1990","Single parent ","Urban Area","69","0.217901381106538","0.171030759859244","0.264772002353832"
"Very important","1990","Single parent ","Rural Area","23","","",""
"Very important","1990","Couple + C. LE 16 ","Urban Area","199","0.172388772281046","0.150356017781574","0.194421526780518"
"Very important","1990","Couple + C. LE 16 ","Rural Area","55","0.16707405407763","0.12718661506586","0.206961493089401"
"Very important","1990","Couple + C. GT 16 ","Urban Area","265","0.228484129330146","0.204079719459547","0.252888539200746"
"Very important","1990","Couple + C. GT 16 ","Rural Area","71","0.168956269856204","0.131623371872257","0.206289167840151"
"Very important","1990","Couple + C. LE and GT 16","Urban Area","65","0.203438405392833","0.159124031953107","0.247752778832559"
"Very important","1990","Couple + C. LE and GT 16","Rural Area","35","0.294432754629665","0.212883549044523","0.375981960214806"
"Important","1990","1-pers.-HH","Urban Area","374","0.487785023705936","0.451916042247437","0.523654005164435"
"Important","1990","1-pers.-HH","Rural Area","74","0.437519646697094","0.36089162532476","0.514147668069427"
"Important","1990","(Married) couple without C. ","Urban Area","798","0.503089545932729","0.478505811507035","0.527673280358423"
"Important","1990","(Married) couple without C. ","Rural Area","228","0.529572420691698","0.481666506666244","0.577478334717152"
"Important","1990","Single parent ","Urban Area","145","0.500453502577613","0.443684693344461","0.557222311810764"
"Important","1990","Single parent ","Rural Area","38","0.434398933849948","0.33024205683321","0.538555810866687"
"Important","1990","Couple + C. LE 16 ","Urban Area","651","0.574275634561001","0.545433621535053","0.603117647586948"
"Important","1990","Couple + C. LE 16 ","Rural Area","206","0.606936175741772","0.554710808580753","0.65916154290279"
"Important","1990","Couple + C. GT 16 ","Urban Area","582","0.514768209956238","0.485718062508054","0.543818357404421"
"Important","1990","Couple + C. GT 16 ","Rural Area","224","0.575082645675808","0.525832221653846","0.624333069697769"
"Important","1990","Couple + C. LE and GT 16","Urban Area","179","0.556980216748399","0.502297522424016","0.611662911072782"
"Important","1990","Couple + C. LE and GT 16","Rural Area","62","0.501675381974296","0.412216176999603","0.591134586948988"
"Less important","1990","1-pers.-HH","Urban Area","180","0.245452620356176","0.214570595277435","0.276334645434918"
"Less important","1990","1-pers.-HH","Rural Area","47","0.293374982169767","0.223044888501507","0.363705075838027"
"Less important","1990","(Married) couple without C. ","Urban Area","441","0.288370459729346","0.266096957429222","0.31064396202947"
"Less important","1990","(Married) couple without C. ","Rural Area","102","0.263938860487158","0.221634154893888","0.306243566080428"
"Less important","1990","Single parent ","Urban Area","75","0.253742524676644","0.204336383550286","0.303148665803003"
"Less important","1990","Single parent ","Rural Area","21","","",""
"Less important","1990","Couple + C. LE 16 ","Urban Area","263","0.239672685282833","0.214772035090584","0.264573335475083"
"Less important","1990","Couple + C. LE 16 ","Rural Area","69","0.208912278555064","0.165443968401465","0.252380588708663"
