"pli0096_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1985","Not Working","Couple + C. LE and GT 16","47","0.121824462715552","0.0937923928772442","0.149856532553859","2"
"Min 1x per week","1985","Part Time","(Married) couple without C. ","25","","","","2"
"Min 1x per week","1985","Full Time","Single parent ","18","","","","2"
"Min 1x per week","1985","Full Time","Couple + C. LE 16 ","116","0.107359432438382","0.0908703240643184","0.123848540812446","2"
"Min 1x per week","1985","Part Time","1-pers.-HH","15","","","","2"
"Min 1x per week","1985","Not Working","Single parent ","12","","","","2"
"Min 1x per week","1985","Not Working","Couple + C. LE 16 ","35","0.0605736632429851","0.0436029346427082","0.077544391843262","2"
"Never","1985","Full Time","Couple + C. LE and GT 16","508","0.6524330989832","0.616798388746646","0.688067809219754","5"
"Never","1985","Part Time","Couple + C. LE 16 ","418","0.755784298180944","0.71931140533702","0.792257191024867","5"
"Never","1985","Part Time","Single parent ","84","0.857709281020648","0.78854316404613","0.926875397995166","5"
"Never","1985","Full Time","1-pers.-HH","386","0.819070031214423","0.783852612543557","0.854287449885288","5"
"Never","1985","Full Time","(Married) couple without C. ","793","0.741367908833302","0.714534961926003","0.768200855740602","5"
"Never","1985","Full Time","Couple + C. LE 16 ","1018","0.691704636602856","0.667107610678259","0.716301662527454","5"
"Never","1985","Part Time","1-pers.-HH","112","0.776886630748058","0.708649352890625","0.845123908605491","5"
"Never","1985","Part Time","(Married) couple without C. ","234","0.754422503702737","0.705957485777731","0.802887521627743","5"
"Never","1985","Full Time","Couple + C. GT 16 ","667","0.671727485121758","0.641579801060827","0.701875169182688","5"
"Never","1985","Full Time","Single parent ","184","0.745023637908293","0.689179814043853","0.800867461772733","5"
"Never","1985","Part Time","Couple + C. GT 16 ","311","0.77625953450714","0.735004134730833","0.817514934283447","5"
"Never","1985","Part Time","Couple + C. LE and GT 16","201","0.709401603931828","0.654105962728087","0.764697245135569","5"
"Never","1985","Not Working","1-pers.-HH","489","0.883096876011127","0.856508984802877","0.909684767219377","5"
"Never","1985","Not Working","(Married) couple without C. ","910","0.849293639792571","0.827847261372188","0.870740018212953","5"
"Never","1985","Not Working","Single parent ","172","0.812417287887215","0.759743706623704","0.865090869150726","5"
"Never","1985","Not Working","Couple + C. LE 16 ","642","0.808468588531134","0.780473697387632","0.836463479674636","5"
"Never","1985","Not Working","Couple + C. GT 16 ","528","0.764212908480355","0.732213500736283","0.796212316224426","5"
"Never","1985","Not Working","Couple + C. LE and GT 16","406","0.722033089555728","0.683638295088842","0.760427884022614","5"
"Rarely","1985","Part Time","Couple + C. LE 16 ","52","0.111486917523763","0.0847674158700961","0.138206419177429","4"
"Rarely","1985","Not Working","Couple + C. LE 16 ","54","0.0846197734908365","0.0648198325101342","0.104419714471539","4"
"Rarely","1985","Full Time","(Married) couple without C. ","95","0.103354043279735","0.0846995048825543","0.122008581676917","4"
"Rarely","1985","Full Time","Couple + C. LE and GT 16","50","0.0923740528550413","0.0707062695387487","0.114041836171334","4"
"Rarely","1985","Not Working","Couple + C. LE and GT 16","47","0.0996579368924918","0.0739860989283538","0.12532977485663","4"
"Rarely","1985","Part Time","Couple + C. GT 16 ","29","","","","4"
"Rarely","1985","Not Working","Single parent ","14","","","","4"
"Rarely","1985","Part Time","1-pers.-HH","10","","","","4"
"Rarely","1985","Full Time","1-pers.-HH","18","","","","4"
"Rarely","1985","Not Working","Couple + C. GT 16 ","58","0.0946042897936502","0.0725420615036357","0.116666518083665","4"
"Rarely","1985","Full Time","Single parent ","20","","","","4"
"Rarely","1985","Full Time","Couple + C. LE 16 ","106","0.0912834784835292","0.0759426412723898","0.106624315694669","4"
"Rarely","1985","Full Time","Couple + C. GT 16 ","85","0.101399219229892","0.082019796504966","0.120778641954817","4"
"Rarely","1985","Part Time","(Married) couple without C. ","27","","","","4"
"Rarely","1985","Part Time","Single parent ","5","","","","4"
"Rarely","1985","Part Time","Couple + C. LE and GT 16","24","","","","4"
"Rarely","1985","Not Working","1-pers.-HH","24","","","","4"
"Rarely","1985","Not Working","(Married) couple without C. ","64","0.0596611548230105","0.0454624982571157","0.0738598113889054","4"
"Daily","1986","Full Time","1-pers.-HH","","","","","1"
"Daily","1986","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1986","Full Time","Single parent ","","","","","1"
"Daily","1986","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Part Time","1-pers.-HH","","","","","1"
"Daily","1986","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1986","Part Time","Single parent ","","","","","1"
"Daily","1986","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Not Working","1-pers.-HH","","","","","1"
"Daily","1986","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1986","Not Working","Single parent ","","","","","1"
"Daily","1986","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1986","Not Working","(Married) couple without C. ","39","0.0403517294168375","0.0280751710337359","0.0526282877999391","3"
"Min 1x per month","1986","Not Working","Single parent ","7","","","","3"
"Min 1x per month","1986","Not Working","Couple + C. GT 16 ","28","","","","3"
"Min 1x per month","1986","Not Working","Couple + C. LE and GT 16","24","","","","3"
"Min 1x per month","1986","Full Time","1-pers.-HH","20","","","","3"
"Min 1x per month","1986","Full Time","(Married) couple without C. ","61","0.0686339946895026","0.0532383442146919","0.0840296451643134","3"
"Min 1x per month","1986","Full Time","Single parent ","13","","","","3"
"Min 1x per month","1986","Full Time","Couple + C. LE 16 ","102","0.101138538151668","0.0844837181889919","0.117793358114345","3"
"Min 1x per month","1986","Full Time","Couple + C. GT 16 ","76","0.0931523394049177","0.0748618100220375","0.111442868787798","3"
"Min 1x per month","1986","Part Time","(Married) couple without C. ","13","","","","3"
"Min 1x per month","1986","Part Time","Single parent ","9","","","","3"
"Min 1x per month","1986","Part Time","Couple + C. LE 16 ","29","","","","3"
"Min 1x per month","1986","Part Time","Couple + C. GT 16 ","27","","","","3"
"Min 1x per month","1986","Part Time","Couple + C. LE and GT 16","14","","","","3"
"Min 1x per month","1986","Not Working","1-pers.-HH","25","","","","3"
"Min 1x per month","1986","Not Working","Couple + C. LE 16 ","36","0.0652603924985907","0.0465307269140464","0.083990058083135","3"
"Min 1x per month","1986","Full Time","Couple + C. LE and GT 16","52","0.113305938891931","0.0885550356125099","0.138056842171352","3"
"Min 1x per month","1986","Part Time","1-pers.-HH","8","","","","3"
"Min 1x per week","1986","Full Time","Couple + C. GT 16 ","98","0.125364045272471","0.104525740483068","0.146202350061874","2"
"Min 1x per week","1986","Part Time","Single parent ","6","","","","2"
"Min 1x per week","1986","Not Working","1-pers.-HH","27","","","","2"
"Min 1x per week","1986","Full Time","(Married) couple without C. ","71","0.0769726959922172","0.0607417498599743","0.0932036421244601","2"
"Min 1x per week","1986","Full Time","1-pers.-HH","36","0.0884561207648236","0.0620138369547309","0.114898404574916","2"
"Min 1x per week","1986","Full Time","Couple + C. LE and GT 16","71","0.166153763606587","0.13708839103569","0.195219136177485","2"
"Min 1x per week","1986","Part Time","Couple + C. LE 16 ","31","0.074735286129166","0.0508084678280636","0.0986621044302685","2"
"Min 1x per week","1986","Full Time","Single parent ","16","","","","2"
"Min 1x per week","1986","Full Time","Couple + C. LE 16 ","111","0.108989783360905","0.0917762723152861","0.126203294406523","2"
"Min 1x per week","1986","Part Time","1-pers.-HH","13","","","","2"
"Min 1x per week","1986","Part Time","(Married) couple without C. ","25","","","","2"
"Min 1x per week","1986","Part Time","Couple + C. GT 16 ","25","","","","2"
"Min 1x per week","1986","Part Time","Couple + C. LE and GT 16","22","","","","2"
"Min 1x per week","1986","Not Working","(Married) couple without C. ","63","0.0668661503924972","0.0512826632502879","0.0824496375347065","2"
"Min 1x per week","1986","Not Working","Couple + C. GT 16 ","47","0.0646324287742391","0.0462196558214435","0.0830452017270347","2"
"Min 1x per week","1986","Not Working","Couple + C. LE and GT 16","52","0.143435918995307","0.112368687681469","0.174503150309145","2"
"Min 1x per week","1986","Not Working","Single parent ","12","","","","2"
"Min 1x per week","1986","Not Working","Couple + C. LE 16 ","22","","","","2"
"Never","1986","Part Time","Couple + C. LE 16 ","370","0.766862984973072","0.728390201840879","0.805335768105264","5"
"Never","1986","Part Time","Single parent ","75","0.779138987064654","0.697008943877584","0.861269030251723","5"
"Never","1986","Full Time","1-pers.-HH","355","0.790762629720318","0.752884465466747","0.828640793973889","5"
"Never","1986","Full Time","(Married) couple without C. ","806","0.750008727289355","0.723641540514079","0.776375914064631","5"
"Never","1986","Full Time","Couple + C. LE 16 ","949","0.693574005044089","0.668108960969019","0.719039049119158","5"
"Never","1986","Full Time","Couple + C. GT 16 ","701","0.676769119444746","0.647335822393786","0.706202416495707","5"
"Never","1986","Full Time","Couple + C. LE and GT 16","453","0.607325066960705","0.569191712633651","0.64545842128776","5"
"Never","1986","Part Time","1-pers.-HH","96","0.683757899679431","0.604430695770655","0.763085103588206","5"
"Never","1986","Part Time","(Married) couple without C. ","268","0.799191552136439","0.755771469405515","0.842611634867362","5"
"Never","1986","Full Time","Single parent ","172","0.782058358659251","0.726744889935266","0.837371827383236","5"
"Never","1986","Part Time","Couple + C. GT 16 ","333","0.757280234012992","0.716615771481594","0.797944696544389","5"
"Never","1986","Part Time","Couple + C. LE and GT 16","206","0.733771286729169","0.680556422640835","0.786986150817503","5"
"Never","1986","Not Working","1-pers.-HH","460","0.877655580830438","0.849784425506373","0.905526736154503","5"
"Never","1986","Not Working","(Married) couple without C. ","847","0.855184086682949","0.833229388863426","0.877138784502471","5"
"Never","1986","Not Working","Single parent ","163","0.832131935146924","0.779539005587365","0.884724864706482","5"
"Never","1986","Not Working","Couple + C. LE 16 ","576","0.839636683159832","0.811810215667964","0.867463150651699","5"
"Never","1986","Not Working","Couple + C. GT 16 ","554","0.803004201276003","0.77321970935315","0.832788693198856","5"
"Never","1986","Not Working","Couple + C. LE and GT 16","383","0.723009585513183","0.683345443981718","0.762673727044647","5"
"Rarely","1986","Full Time","(Married) couple without C. ","98","0.104384582028925","0.0857659755738551","0.123003188483995","4"
"Rarely","1986","Full Time","1-pers.-HH","32","0.0713972438589994","0.0474198522943528","0.0953746354236461","4"
"Rarely","1986","Full Time","Single parent ","13","","","","4"
"Rarely","1986","Full Time","Couple + C. LE 16 ","97","0.0962976734433388","0.0800026187125508","0.112592728174127","4"
"Rarely","1986","Full Time","Couple + C. GT 16 ","95","0.104714495877865","0.0854460626039056","0.123982929151825","4"
"Rarely","1986","Full Time","Couple + C. LE and GT 16","54","0.113215230540776","0.0884729710896256","0.137957489991927","4"
"Rarely","1986","Part Time","1-pers.-HH","15","","","","4"
"Rarely","1986","Part Time","(Married) couple without C. ","21","","","","4"
"Rarely","1986","Part Time","Couple + C. LE 16 ","34","0.0916127296233502","0.065364347964899","0.117861111281801","4"
"Rarely","1986","Part Time","Couple + C. GT 16 ","42","0.103015887585776","0.0741836310616209","0.131848144109931","4"
"Rarely","1986","Not Working","Single parent ","12","","","","4"
"Rarely","1986","Not Working","Couple + C. LE 16 ","34","0.0575570537211264","0.0398951842289243","0.0752189232133284","4"
"Rarely","1986","Not Working","Couple + C. LE and GT 16","30","0.063760329216792","0.0421051163801985","0.0854155420533855","4"
"Rarely","1986","Not Working","Couple + C. GT 16 ","56","0.0862372449910992","0.0652155868968086","0.10725890308539","4"
"Rarely","1986","Part Time","Single parent ","8","","","","4"
"Rarely","1986","Part Time","Couple + C. LE and GT 16","23","","","","4"
"Rarely","1986","Not Working","1-pers.-HH","19","","","","4"
"Rarely","1986","Not Working","(Married) couple without C. ","38","0.0375980335077167","0.0257307769667522","0.0494652900486811","4"
"Daily","1987","Full Time","1-pers.-HH","","","","","1"
"Daily","1987","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1987","Full Time","Single parent ","","","","","1"
"Daily","1987","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1987","Part Time","1-pers.-HH","","","","","1"
"Daily","1987","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1987","Part Time","Single parent ","","","","","1"
"Daily","1987","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1987","Not Working","1-pers.-HH","","","","","1"
"Daily","1987","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1987","Not Working","Single parent ","","","","","1"
"Daily","1987","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1987","Full Time","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Full Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Full Time","Single parent ","","","","","3"
"Min 1x per month","1987","Full Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1987","Full Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Not Working","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Not Working","Single parent ","","","","","3"
"Min 1x per month","1987","Not Working","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Not Working","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Full Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Part Time","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Part Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Part Time","Single parent ","","","","","3"
"Min 1x per month","1987","Part Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1987","Part Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Part Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Not Working","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Not Working","Couple + C. LE 16 ","","","","","3"
"Min 1x per week","1987","Full Time","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Full Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Full Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Part Time","Single parent ","","","","","2"
"Min 1x per week","1987","Part Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1987","Not Working","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Full Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Full Time","Single parent ","","","","","2"
"Min 1x per week","1987","Part Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Part Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Not Working","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Not Working","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Full Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1987","Part Time","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Part Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Not Working","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Not Working","Single parent ","","","","","2"
"Min 1x per week","1987","Not Working","Couple + C. LE and GT 16","","","","","2"
"Never","1987","Full Time","1-pers.-HH","","","","","5"
"Never","1987","Full Time","(Married) couple without C. ","","","","","5"
"Never","1987","Part Time","Single parent ","","","","","5"
"Never","1987","Part Time","Couple + C. LE 16 ","","","","","5"
"Never","1987","Full Time","Single parent ","","","","","5"
"Never","1987","Full Time","Couple + C. LE 16 ","","","","","5"
"Never","1987","Full Time","Couple + C. GT 16 ","","","","","5"
"Never","1987","Full Time","Couple + C. LE and GT 16","","","","","5"
"Never","1987","Part Time","1-pers.-HH","","","","","5"
"Never","1987","Part Time","(Married) couple without C. ","","","","","5"
"Never","1987","Part Time","Couple + C. GT 16 ","","","","","5"
"Never","1987","Part Time","Couple + C. LE and GT 16","","","","","5"
"Never","1987","Not Working","1-pers.-HH","","","","","5"
"Never","1987","Not Working","(Married) couple without C. ","","","","","5"
"Never","1987","Not Working","Single parent ","","","","","5"
"Never","1987","Not Working","Couple + C. LE 16 ","","","","","5"
"Never","1987","Not Working","Couple + C. GT 16 ","","","","","5"
"Never","1987","Not Working","Couple + C. LE and GT 16","","","","","5"
"Rarely","1987","Full Time","(Married) couple without C. ","","","","","4"
"Rarely","1987","Full Time","1-pers.-HH","","","","","4"
"Rarely","1987","Full Time","Single parent ","","","","","4"
"Rarely","1987","Full Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Full Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Full Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Part Time","1-pers.-HH","","","","","4"
"Rarely","1987","Part Time","(Married) couple without C. ","","","","","4"
"Rarely","1987","Part Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Part Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Not Working","Single parent ","","","","","4"
"Rarely","1987","Not Working","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Not Working","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Not Working","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Part Time","Single parent ","","","","","4"
"Rarely","1987","Part Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Not Working","1-pers.-HH","","","","","4"
"Rarely","1987","Not Working","(Married) couple without C. ","","","","","4"
"Daily","1988","Full Time","1-pers.-HH","","","","","1"
"Daily","1988","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1988","Full Time","Single parent ","","","","","1"
"Daily","1988","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1988","Part Time","1-pers.-HH","","","","","1"
"Daily","1988","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1988","Part Time","Single parent ","","","","","1"
"Daily","1988","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1988","Not Working","1-pers.-HH","","","","","1"
"Daily","1988","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1988","Not Working","Single parent ","","","","","1"
"Daily","1988","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1988","Full Time","(Married) couple without C. ","63","0.0780440100764447","0.0613768566237952","0.0947111635290941","3"
"Min 1x per month","1988","Not Working","Couple + C. GT 16 ","43","0.0681227459143136","0.0495505262174623","0.0866949656111649","3"
"Min 1x per month","1988","Full Time","1-pers.-HH","21","","","","3"
"Min 1x per month","1988","Not Working","Couple + C. LE and GT 16","12","","","","3"
"Min 1x per month","1988","Full Time","Single parent ","10","","","","3"
"Min 1x per month","1988","Full Time","Couple + C. GT 16 ","73","0.0797646081279929","0.063369475625982","0.0961597406300038","3"
"Min 1x per month","1988","Full Time","Couple + C. LE and GT 16","32","0.090701076233165","0.0650364400884051","0.116365712377925","3"
"Min 1x per month","1988","Part Time","(Married) couple without C. ","24","","","","3"
"Min 1x per month","1988","Part Time","Couple + C. GT 16 ","29","","","","3"
"Min 1x per month","1988","Part Time","Couple + C. LE and GT 16","16","","","","3"
"Min 1x per month","1988","Not Working","1-pers.-HH","12","","","","3"
"Min 1x per month","1988","Not Working","(Married) couple without C. ","51","0.0566622167351603","0.0418430876591178","0.0714813458112028","3"
"Min 1x per month","1988","Not Working","Single parent ","5","","","","3"
"Min 1x per month","1988","Not Working","Couple + C. LE 16 ","27","","","","3"
"Min 1x per month","1988","Full Time","Couple + C. LE 16 ","107","0.113563505109708","0.0952259100167173","0.131901100202698","3"
"Min 1x per month","1988","Part Time","1-pers.-HH","3","","","","3"
"Min 1x per month","1988","Part Time","Single parent ","5","","","","3"
"Min 1x per month","1988","Part Time","Couple + C. LE 16 ","35","0.0775449900751308","0.0539600875395097","0.101129892610752","3"
"Min 1x per week","1988","Part Time","Single parent ","13","","","","2"
"Min 1x per week","1988","Full Time","Couple + C. GT 16 ","128","0.13883994630701","0.117915233618459","0.159764658995561","2"
"Min 1x per week","1988","Full Time","Couple + C. LE 16 ","113","0.121295613700887","0.102426864321537","0.140164363080237","2"
"Min 1x per week","1988","Full Time","1-pers.-HH","31","0.0866766277197422","0.0597362073291578","0.113617048110327","2"
"Min 1x per week","1988","Full Time","Single parent ","17","","","","2"
"Min 1x per week","1988","Part Time","(Married) couple without C. ","16","","","","2"
"Min 1x per week","1988","Not Working","1-pers.-HH","36","0.0606872059902502","0.040046705587153","0.0813277063933475","2"
"Min 1x per week","1988","Not Working","Couple + C. LE 16 ","25","","","","2"
"Min 1x per week","1988","Full Time","(Married) couple without C. ","83","0.0875098295878586","0.069951666965262","0.105067992210455","2"
"Min 1x per week","1988","Part Time","1-pers.-HH","14","","","","2"
"Min 1x per week","1988","Part Time","Couple + C. LE and GT 16","25","","","","2"
"Min 1x per week","1988","Not Working","(Married) couple without C. ","61","0.0669107394717516","0.0508948229754821","0.0829266559680211","2"
"Min 1x per week","1988","Not Working","Couple + C. GT 16 ","58","0.0931015087414039","0.0716826620025532","0.114520355480255","2"
"Min 1x per week","1988","Full Time","Couple + C. LE and GT 16","45","0.133684878230024","0.103272201697944","0.164097554762105","2"
"Min 1x per week","1988","Part Time","Couple + C. LE 16 ","37","0.0795837419979596","0.0557172309928616","0.103450253003058","2"
"Min 1x per week","1988","Not Working","Single parent ","14","","","","2"
"Min 1x per week","1988","Part Time","Couple + C. GT 16 ","34","0.084424049633688","0.0578665415982575","0.110981557669118","2"
"Min 1x per week","1988","Not Working","Couple + C. LE and GT 16","28","","","","2"
"Never","1988","Full Time","(Married) couple without C. ","779","0.749584716092973","0.722664575225682","0.776504856960265","5"
"Never","1988","Part Time","Single parent ","98","0.765104551454554","0.69250897856878","0.837700124340328","5"
"Never","1988","Part Time","Couple + C. LE 16 ","375","0.736658835252856","0.697819016587668","0.775498653918044","5"
"Never","1988","Full Time","1-pers.-HH","344","0.794190142289366","0.755478962104278","0.832901322474454","5"
"Never","1988","Full Time","Single parent ","160","0.744826388489768","0.684854810032668","0.804797966946868","5"
"Never","1988","Full Time","Couple + C. LE 16 ","822","0.652463466292711","0.624941623933362","0.679985308652061","5"
"Never","1988","Full Time","Couple + C. GT 16 ","718","0.633576513048884","0.60441892919816","0.662734096899608","5"
"Never","1988","Full Time","Couple + C. LE and GT 16","365","0.650238022966557","0.607619535634655","0.692856510298458","5"
"Never","1988","Part Time","1-pers.-HH","86","0.688056763441768","0.604466247001431","0.771647279882105","5"
"Never","1988","Part Time","(Married) couple without C. ","262","0.76433467518252","0.718681743312595","0.809987607052445","5"
"Never","1988","Part Time","Couple + C. GT 16 ","315","0.723690888220375","0.680975810708224","0.766405965732526","5"
"Never","1988","Part Time","Couple + C. LE and GT 16","170","0.663057679996073","0.602366781602969","0.723748578389177","5"
"Never","1988","Not Working","1-pers.-HH","441","0.870164802580293","0.841106950471193","0.899222654689392","5"
"Never","1988","Not Working","(Married) couple without C. ","763","0.813308188204894","0.788331635681247","0.838284740728541","5"
"Never","1988","Not Working","Single parent ","141","0.831696738424102","0.775620509353254","0.887772967494949","5"
