"pli0096_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1993","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Saxony","1-pers.-HH","","","",""
"Min 1x per week","1993","Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Saxony","Single parent ","","","",""
"Min 1x per week","1993","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per week","1993","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per week","1993","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Thuringia","1-pers.-HH","","","",""
"Min 1x per week","1993","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Thuringia","Single parent ","","","",""
"Min 1x per week","1993","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Schleswig-Holstein","1-pers.-HH","","","",""
"Min 1x per month","1993","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per month","1993","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Hamburg","1-pers.-HH","","","",""
"Min 1x per month","1993","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Hamburg","Single parent ","","","",""
"Min 1x per month","1993","Hamburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Lower Saxony","1-pers.-HH","","","",""
"Min 1x per month","1993","Lower Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Lower Saxony","Single parent ","","","",""
"Min 1x per month","1993","Lower Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Lower Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Bremen","1-pers.-HH","","","",""
"Min 1x per month","1993","Bremen","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Bremen","Single parent ","","","",""
"Min 1x per month","1993","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Bremen","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","1-pers.-HH","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","Single parent ","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Hesse","1-pers.-HH","","","",""
"Min 1x per month","1993","Hesse","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Hesse","Single parent ","","","",""
"Min 1x per month","1993","Hesse","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Hesse","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Hesse","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Baden-Württemberg","1-pers.-HH","","","",""
"Min 1x per month","1993","Baden-Württemberg","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Baden-Württemberg","Single parent ","","","",""
"Min 1x per month","1993","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Bavaria","1-pers.-HH","","","",""
"Min 1x per month","1993","Bavaria","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Bavaria","Single parent ","","","",""
"Min 1x per month","1993","Bavaria","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Bavaria","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Bavaria","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Berlin","1-pers.-HH","","","",""
"Min 1x per month","1993","Berlin","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Berlin","Single parent ","","","",""
"Min 1x per month","1993","Berlin","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Berlin","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Berlin","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Brandenburg","1-pers.-HH","","","",""
"Min 1x per month","1993","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Brandenburg","Single parent ","","","",""
"Min 1x per month","1993","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Saxony","1-pers.-HH","","","",""
"Min 1x per month","1993","Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Saxony","Single parent ","","","",""
"Min 1x per month","1993","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per month","1993","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per month","1993","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Thuringia","1-pers.-HH","","","",""
"Min 1x per month","1993","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Thuringia","Single parent ","","","",""
"Min 1x per month","1993","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Schleswig-Holstein","1-pers.-HH","","","",""
"Rarely","1993","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Rarely","1993","Schleswig-Holstein","Single parent ","","","",""
"Rarely","1993","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Rarely","1993","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Rarely","1993","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Hamburg","1-pers.-HH","","","",""
"Rarely","1993","Hamburg","(Married) couple without C. ","","","",""
"Rarely","1993","Hamburg","Single parent ","","","",""
"Rarely","1993","Hamburg","Couple + C. LE 16 ","","","",""
"Rarely","1993","Hamburg","Couple + C. GT 16 ","","","",""
"Rarely","1993","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Lower Saxony","1-pers.-HH","","","",""
"Rarely","1993","Lower Saxony","(Married) couple without C. ","","","",""
"Rarely","1993","Lower Saxony","Single parent ","","","",""
"Rarely","1993","Lower Saxony","Couple + C. LE 16 ","","","",""
"Rarely","1993","Lower Saxony","Couple + C. GT 16 ","","","",""
"Rarely","1993","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Bremen","1-pers.-HH","","","",""
"Rarely","1993","Bremen","(Married) couple without C. ","","","",""
"Rarely","1993","Bremen","Single parent ","","","",""
"Rarely","1993","Bremen","Couple + C. LE 16 ","","","",""
"Rarely","1993","Bremen","Couple + C. GT 16 ","","","",""
"Rarely","1993","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","1993","North Rhine-Westphalia","1-pers.-HH","","","",""
"Rarely","1993","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Rarely","1993","North Rhine-Westphalia","Single parent ","","","",""
"Rarely","1993","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Rarely","1993","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Rarely","1993","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Hesse","1-pers.-HH","","","",""
"Rarely","1993","Hesse","(Married) couple without C. ","","","",""
"Rarely","1993","Hesse","Single parent ","","","",""
"Rarely","1993","Hesse","Couple + C. LE 16 ","","","",""
"Rarely","1993","Hesse","Couple + C. GT 16 ","","","",""
"Rarely","1993","Hesse","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Baden-Württemberg","1-pers.-HH","","","",""
"Rarely","1993","Baden-Württemberg","(Married) couple without C. ","","","",""
"Rarely","1993","Baden-Württemberg","Single parent ","","","",""
"Rarely","1993","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Rarely","1993","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Rarely","1993","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Bavaria","1-pers.-HH","","","",""
"Rarely","1993","Bavaria","(Married) couple without C. ","","","",""
"Rarely","1993","Bavaria","Single parent ","","","",""
"Rarely","1993","Bavaria","Couple + C. LE 16 ","","","",""
"Rarely","1993","Bavaria","Couple + C. GT 16 ","","","",""
"Rarely","1993","Bavaria","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Berlin","1-pers.-HH","","","",""
"Rarely","1993","Berlin","(Married) couple without C. ","","","",""
"Rarely","1993","Berlin","Single parent ","","","",""
"Rarely","1993","Berlin","Couple + C. LE 16 ","","","",""
"Rarely","1993","Berlin","Couple + C. GT 16 ","","","",""
"Rarely","1993","Berlin","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Brandenburg","1-pers.-HH","","","",""
"Rarely","1993","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","1993","Brandenburg","Single parent ","","","",""
"Rarely","1993","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","1993","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","1993","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Saxony","1-pers.-HH","","","",""
"Rarely","1993","Saxony","(Married) couple without C. ","","","",""
"Rarely","1993","Saxony","Single parent ","","","",""
"Rarely","1993","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","1993","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","1993","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","1993","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","1993","Saxony-Anhalt","Single parent ","","","",""
"Rarely","1993","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","1993","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","1993","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Thuringia","1-pers.-HH","","","",""
"Rarely","1993","Thuringia","(Married) couple without C. ","","","",""
"Rarely","1993","Thuringia","Single parent ","","","",""
"Rarely","1993","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","1993","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","1993","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","1993","Schleswig-Holstein","1-pers.-HH","","","",""
"Never","1993","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Never","1993","Schleswig-Holstein","Single parent ","","","",""
"Never","1993","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Never","1993","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Never","1993","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Never","1993","Hamburg","1-pers.-HH","","","",""
"Never","1993","Hamburg","(Married) couple without C. ","","","",""
"Never","1993","Hamburg","Single parent ","","","",""
"Never","1993","Hamburg","Couple + C. LE 16 ","","","",""
"Never","1993","Hamburg","Couple + C. GT 16 ","","","",""
"Never","1993","Hamburg","Couple + C. LE and GT 16","","","",""
"Never","1993","Lower Saxony","1-pers.-HH","","","",""
"Never","1993","Lower Saxony","(Married) couple without C. ","","","",""
"Never","1993","Lower Saxony","Single parent ","","","",""
"Never","1993","Lower Saxony","Couple + C. LE 16 ","","","",""
"Never","1993","Lower Saxony","Couple + C. GT 16 ","","","",""
"Never","1993","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Never","1993","Bremen","1-pers.-HH","","","",""
"Never","1993","Bremen","(Married) couple without C. ","","","",""
"Never","1993","Bremen","Single parent ","","","",""
"Never","1993","Bremen","Couple + C. LE 16 ","","","",""
"Never","1993","Bremen","Couple + C. GT 16 ","","","",""
"Never","1993","Bremen","Couple + C. LE and GT 16","","","",""
"Never","1993","North Rhine-Westphalia","1-pers.-HH","","","",""
"Never","1993","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Never","1993","North Rhine-Westphalia","Single parent ","","","",""
"Never","1993","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Never","1993","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Never","1993","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Never","1993","Hesse","1-pers.-HH","","","",""
"Never","1993","Hesse","(Married) couple without C. ","","","",""
"Never","1993","Hesse","Single parent ","","","",""
"Never","1993","Hesse","Couple + C. LE 16 ","","","",""
"Never","1993","Hesse","Couple + C. GT 16 ","","","",""
"Never","1993","Hesse","Couple + C. LE and GT 16","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Never","1993","Baden-Württemberg","1-pers.-HH","","","",""
"Never","1993","Baden-Württemberg","(Married) couple without C. ","","","",""
"Never","1993","Baden-Württemberg","Single parent ","","","",""
"Never","1993","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Never","1993","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Never","1993","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Never","1993","Bavaria","1-pers.-HH","","","",""
"Never","1993","Bavaria","(Married) couple without C. ","","","",""
"Never","1993","Bavaria","Single parent ","","","",""
"Never","1993","Bavaria","Couple + C. LE 16 ","","","",""
"Never","1993","Bavaria","Couple + C. GT 16 ","","","",""
"Never","1993","Bavaria","Couple + C. LE and GT 16","","","",""
"Never","1993","Berlin","1-pers.-HH","","","",""
"Never","1993","Berlin","(Married) couple without C. ","","","",""
"Never","1993","Berlin","Single parent ","","","",""
"Never","1993","Berlin","Couple + C. LE 16 ","","","",""
"Never","1993","Berlin","Couple + C. GT 16 ","","","",""
"Never","1993","Berlin","Couple + C. LE and GT 16","","","",""
"Never","1993","Brandenburg","1-pers.-HH","","","",""
"Never","1993","Brandenburg","(Married) couple without C. ","","","",""
"Never","1993","Brandenburg","Single parent ","","","",""
"Never","1993","Brandenburg","Couple + C. LE 16 ","","","",""
"Never","1993","Brandenburg","Couple + C. GT 16 ","","","",""
"Never","1993","Brandenburg","Couple + C. LE and GT 16","","","",""
"Never","1993","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Never","1993","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Never","1993","Saxony","1-pers.-HH","","","",""
"Never","1993","Saxony","(Married) couple without C. ","","","",""
"Never","1993","Saxony","Single parent ","","","",""
"Never","1993","Saxony","Couple + C. LE 16 ","","","",""
"Never","1993","Saxony","Couple + C. GT 16 ","","","",""
"Never","1993","Saxony","Couple + C. LE and GT 16","","","",""
"Never","1993","Saxony-Anhalt","1-pers.-HH","","","",""
"Never","1993","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Never","1993","Saxony-Anhalt","Single parent ","","","",""
"Never","1993","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Never","1993","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Never","1993","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Never","1993","Thuringia","1-pers.-HH","","","",""
"Never","1993","Thuringia","(Married) couple without C. ","","","",""
"Never","1993","Thuringia","Single parent ","","","",""
"Never","1993","Thuringia","Couple + C. LE 16 ","","","",""
"Never","1993","Thuringia","Couple + C. GT 16 ","","","",""
"Never","1993","Thuringia","Couple + C. LE and GT 16","","","",""
"Daily","1994","Schleswig-Holstein","1-pers.-HH","","","",""
"Daily","1994","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Daily","1994","Schleswig-Holstein","Single parent ","","","",""
"Daily","1994","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Daily","1994","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Daily","1994","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Daily","1994","Hamburg","1-pers.-HH","","","",""
"Daily","1994","Hamburg","(Married) couple without C. ","","","",""
"Daily","1994","Hamburg","Single parent ","","","",""
"Daily","1994","Hamburg","Couple + C. LE 16 ","","","",""
"Daily","1994","Hamburg","Couple + C. GT 16 ","","","",""
"Daily","1994","Hamburg","Couple + C. LE and GT 16","","","",""
"Daily","1994","Lower Saxony","1-pers.-HH","","","",""
"Daily","1994","Lower Saxony","(Married) couple without C. ","","","",""
"Daily","1994","Lower Saxony","Single parent ","","","",""
"Daily","1994","Lower Saxony","Couple + C. LE 16 ","","","",""
"Daily","1994","Lower Saxony","Couple + C. GT 16 ","","","",""
"Daily","1994","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Daily","1994","Bremen","1-pers.-HH","","","",""
"Daily","1994","Bremen","(Married) couple without C. ","","","",""
"Daily","1994","Bremen","Single parent ","","","",""
"Daily","1994","Bremen","Couple + C. LE 16 ","","","",""
"Daily","1994","Bremen","Couple + C. GT 16 ","","","",""
"Daily","1994","Bremen","Couple + C. LE and GT 16","","","",""
"Daily","1994","North Rhine-Westphalia","1-pers.-HH","","","",""
"Daily","1994","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Daily","1994","North Rhine-Westphalia","Single parent ","","","",""
"Daily","1994","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Daily","1994","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Daily","1994","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Daily","1994","Hesse","1-pers.-HH","","","",""
"Daily","1994","Hesse","(Married) couple without C. ","","","",""
"Daily","1994","Hesse","Single parent ","","","",""
"Daily","1994","Hesse","Couple + C. LE 16 ","","","",""
"Daily","1994","Hesse","Couple + C. GT 16 ","","","",""
"Daily","1994","Hesse","Couple + C. LE and GT 16","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Daily","1994","Baden-Württemberg","1-pers.-HH","","","",""
"Daily","1994","Baden-Württemberg","(Married) couple without C. ","","","",""
"Daily","1994","Baden-Württemberg","Single parent ","","","",""
"Daily","1994","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Daily","1994","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Daily","1994","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Daily","1994","Bavaria","1-pers.-HH","","","",""
"Daily","1994","Bavaria","(Married) couple without C. ","","","",""
"Daily","1994","Bavaria","Single parent ","","","",""
"Daily","1994","Bavaria","Couple + C. LE 16 ","","","",""
"Daily","1994","Bavaria","Couple + C. GT 16 ","","","",""
"Daily","1994","Bavaria","Couple + C. LE and GT 16","","","",""
"Daily","1994","Berlin","1-pers.-HH","","","",""
"Daily","1994","Berlin","(Married) couple without C. ","","","",""
"Daily","1994","Berlin","Single parent ","","","",""
"Daily","1994","Berlin","Couple + C. LE 16 ","","","",""
"Daily","1994","Berlin","Couple + C. GT 16 ","","","",""
"Daily","1994","Berlin","Couple + C. LE and GT 16","","","",""
"Daily","1994","Brandenburg","1-pers.-HH","","","",""
"Daily","1994","Brandenburg","(Married) couple without C. ","","","",""
"Daily","1994","Brandenburg","Single parent ","","","",""
"Daily","1994","Brandenburg","Couple + C. LE 16 ","","","",""
"Daily","1994","Brandenburg","Couple + C. GT 16 ","","","",""
"Daily","1994","Brandenburg","Couple + C. LE and GT 16","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Daily","1994","Saxony","1-pers.-HH","","","",""
"Daily","1994","Saxony","(Married) couple without C. ","","","",""
"Daily","1994","Saxony","Single parent ","","","",""
"Daily","1994","Saxony","Couple + C. LE 16 ","","","",""
"Daily","1994","Saxony","Couple + C. GT 16 ","","","",""
"Daily","1994","Saxony","Couple + C. LE and GT 16","","","",""
"Daily","1994","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","1994","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","1994","Saxony-Anhalt","Single parent ","","","",""
"Daily","1994","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","1994","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","1994","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","1994","Thuringia","1-pers.-HH","","","",""
"Daily","1994","Thuringia","(Married) couple without C. ","","","",""
"Daily","1994","Thuringia","Single parent ","","","",""
"Daily","1994","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","1994","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","1994","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","Schleswig-Holstein","1-pers.-HH","3","","",""
"Min 1x per week","1994","Schleswig-Holstein","(Married) couple without C. ","5","","",""
"Min 1x per week","1994","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per week","1994","Schleswig-Holstein","Couple + C. LE 16 ","10","","",""
"Min 1x per week","1994","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"Min 1x per week","1994","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","1994","Hamburg","1-pers.-HH","1","","",""
"Min 1x per week","1994","Hamburg","(Married) couple without C. ","2","","",""
"Min 1x per week","1994","Hamburg","Single parent ","","","",""
"Min 1x per week","1994","Hamburg","Couple + C. LE 16 ","2","","",""
"Min 1x per week","1994","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","Hamburg","Couple + C. LE and GT 16","2","","",""
"Min 1x per week","1994","Lower Saxony","1-pers.-HH","11","","",""
"Min 1x per week","1994","Lower Saxony","(Married) couple without C. ","13","","",""
"Min 1x per week","1994","Lower Saxony","Single parent ","6","","",""
"Min 1x per week","1994","Lower Saxony","Couple + C. LE 16 ","17","","",""
"Min 1x per week","1994","Lower Saxony","Couple + C. GT 16 ","18","","",""
"Min 1x per week","1994","Lower Saxony","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","1994","Bremen","1-pers.-HH","1","","",""
"Min 1x per week","1994","Bremen","(Married) couple without C. ","4","","",""
"Min 1x per week","1994","Bremen","Single parent ","","","",""
"Min 1x per week","1994","Bremen","Couple + C. LE 16 ","1","","",""
