"pli0096_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2002","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","2002","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","2002","Bavaria","Urban Area","","","",""
"Min 1x per week","2002","Bavaria","Rural Area","","","",""
"Min 1x per week","2002","Berlin","Urban Area","","","",""
"Min 1x per week","2002","Berlin","Rural Area","","","",""
"Min 1x per week","2002","Brandenburg","Urban Area","","","",""
"Min 1x per week","2002","Brandenburg","Rural Area","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","2002","Saxony","Urban Area","","","",""
"Min 1x per week","2002","Saxony","Rural Area","","","",""
"Min 1x per week","2002","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","2002","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","2002","Thuringia","Urban Area","","","",""
"Min 1x per week","2002","Thuringia","Rural Area","","","",""
"Min 1x per month","2002","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","2002","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","2002","Hamburg","Urban Area","","","",""
"Min 1x per month","2002","Hamburg","Rural Area","","","",""
"Min 1x per month","2002","Lower Saxony","Urban Area","","","",""
"Min 1x per month","2002","Lower Saxony","Rural Area","","","",""
"Min 1x per month","2002","Bremen","Urban Area","","","",""
"Min 1x per month","2002","Bremen","Rural Area","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","2002","Hesse","Urban Area","","","",""
"Min 1x per month","2002","Hesse","Rural Area","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","2002","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","2002","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","2002","Bavaria","Urban Area","","","",""
"Min 1x per month","2002","Bavaria","Rural Area","","","",""
"Min 1x per month","2002","Berlin","Urban Area","","","",""
"Min 1x per month","2002","Berlin","Rural Area","","","",""
"Min 1x per month","2002","Brandenburg","Urban Area","","","",""
"Min 1x per month","2002","Brandenburg","Rural Area","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","2002","Saxony","Urban Area","","","",""
"Min 1x per month","2002","Saxony","Rural Area","","","",""
"Min 1x per month","2002","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","2002","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","2002","Thuringia","Urban Area","","","",""
"Min 1x per month","2002","Thuringia","Rural Area","","","",""
"Rarely","2002","Schleswig-Holstein","Urban Area","","","",""
"Rarely","2002","Schleswig-Holstein","Rural Area","","","",""
"Rarely","2002","Hamburg","Urban Area","","","",""
"Rarely","2002","Hamburg","Rural Area","","","",""
"Rarely","2002","Lower Saxony","Urban Area","","","",""
"Rarely","2002","Lower Saxony","Rural Area","","","",""
"Rarely","2002","Bremen","Urban Area","","","",""
"Rarely","2002","Bremen","Rural Area","","","",""
"Rarely","2002","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","2002","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","2002","Hesse","Urban Area","","","",""
"Rarely","2002","Hesse","Rural Area","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","2002","Baden-Württemberg","Urban Area","","","",""
"Rarely","2002","Baden-Württemberg","Rural Area","","","",""
"Rarely","2002","Bavaria","Urban Area","","","",""
"Rarely","2002","Bavaria","Rural Area","","","",""
"Rarely","2002","Berlin","Urban Area","","","",""
"Rarely","2002","Berlin","Rural Area","","","",""
"Rarely","2002","Brandenburg","Urban Area","","","",""
"Rarely","2002","Brandenburg","Rural Area","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","2002","Saxony","Urban Area","","","",""
"Rarely","2002","Saxony","Rural Area","","","",""
"Rarely","2002","Saxony-Anhalt","Urban Area","","","",""
"Rarely","2002","Saxony-Anhalt","Rural Area","","","",""
"Rarely","2002","Thuringia","Urban Area","","","",""
"Rarely","2002","Thuringia","Rural Area","","","",""
"Never","2002","Schleswig-Holstein","Urban Area","","","",""
"Never","2002","Schleswig-Holstein","Rural Area","","","",""
"Never","2002","Hamburg","Urban Area","","","",""
"Never","2002","Hamburg","Rural Area","","","",""
"Never","2002","Lower Saxony","Urban Area","","","",""
"Never","2002","Lower Saxony","Rural Area","","","",""
"Never","2002","Bremen","Urban Area","","","",""
"Never","2002","Bremen","Rural Area","","","",""
"Never","2002","North Rhine-Westphalia","Urban Area","","","",""
"Never","2002","North Rhine-Westphalia","Rural Area","","","",""
"Never","2002","Hesse","Urban Area","","","",""
"Never","2002","Hesse","Rural Area","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","2002","Baden-Württemberg","Urban Area","","","",""
"Never","2002","Baden-Württemberg","Rural Area","","","",""
"Never","2002","Bavaria","Urban Area","","","",""
"Never","2002","Bavaria","Rural Area","","","",""
"Never","2002","Berlin","Urban Area","","","",""
"Never","2002","Berlin","Rural Area","","","",""
"Never","2002","Brandenburg","Urban Area","","","",""
"Never","2002","Brandenburg","Rural Area","","","",""
"Never","2002","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","2002","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","2002","Saxony","Urban Area","","","",""
"Never","2002","Saxony","Rural Area","","","",""
"Never","2002","Saxony-Anhalt","Urban Area","","","",""
"Never","2002","Saxony-Anhalt","Rural Area","","","",""
"Never","2002","Thuringia","Urban Area","","","",""
"Never","2002","Thuringia","Rural Area","","","",""
"Daily","2003","Schleswig-Holstein","Urban Area","","","",""
"Daily","2003","Schleswig-Holstein","Rural Area","1","","",""
"Daily","2003","Hamburg","Urban Area","3","","",""
"Daily","2003","Hamburg","Rural Area","","","",""
"Daily","2003","Lower Saxony","Urban Area","15","","",""
"Daily","2003","Lower Saxony","Rural Area","16","","",""
"Daily","2003","Bremen","Urban Area","1","","",""
"Daily","2003","Bremen","Rural Area","","","",""
"Daily","2003","North Rhine-Westphalia","Urban Area","49","0.00946823324563721","0.00665059960839513","0.0122858668828793"
"Daily","2003","North Rhine-Westphalia","Rural Area","3","","",""
"Daily","2003","Hesse","Urban Area","17","","",""
"Daily","2003","Hesse","Rural Area","2","","",""
"Daily","2003","Rhineland-Palatinate,Saarland","Urban Area","17","","",""
"Daily","2003","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"Daily","2003","Baden-Württemberg","Urban Area","32","0.0122367316738334","0.00789046563555776","0.0165829977121091"
"Daily","2003","Baden-Württemberg","Rural Area","8","","",""
"Daily","2003","Bavaria","Urban Area","24","","",""
"Daily","2003","Bavaria","Rural Area","26","","",""
"Daily","2003","Berlin","Urban Area","4","","",""
"Daily","2003","Berlin","Rural Area","","","",""
"Daily","2003","Brandenburg","Urban Area","1","","",""
"Daily","2003","Brandenburg","Rural Area","10","","",""
"Daily","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2003","Mecklenburg-Western Pomerania","Rural Area","1","","",""
"Daily","2003","Saxony","Urban Area","9","","",""
"Daily","2003","Saxony","Rural Area","4","","",""
"Daily","2003","Saxony-Anhalt","Urban Area","3","","",""
"Daily","2003","Saxony-Anhalt","Rural Area","6","","",""
"Daily","2003","Thuringia","Urban Area","1","","",""
"Daily","2003","Thuringia","Rural Area","8","","",""
"Min 1x per week","2003","Schleswig-Holstein","Urban Area","18","","",""
"Min 1x per week","2003","Schleswig-Holstein","Rural Area","31","0.0749255068555054","0.0485590421606433","0.101291971550367"
"Min 1x per week","2003","Hamburg","Urban Area","21","","",""
"Min 1x per week","2003","Hamburg","Rural Area","","","",""
"Min 1x per week","2003","Lower Saxony","Urban Area","91","0.0806413682663373","0.0635940340314664","0.0976887025012083"
"Min 1x per week","2003","Lower Saxony","Rural Area","97","0.106329028749447","0.086517345959625","0.126140711539268"
"Min 1x per week","2003","Bremen","Urban Area","11","","",""
"Min 1x per week","2003","Bremen","Rural Area","","","",""
"Min 1x per week","2003","North Rhine-Westphalia","Urban Area","352","0.0668970079160031","0.0596278520175987","0.0741661638144075"
"Min 1x per week","2003","North Rhine-Westphalia","Rural Area","7","","",""
"Min 1x per week","2003","Hesse","Urban Area","85","0.0669390091365983","0.0529837664540323","0.0808942518191644"
"Min 1x per week","2003","Hesse","Rural Area","43","0.14699319299243","0.104756386955816","0.189229999029044"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Urban Area","83","0.0772154724313702","0.0608820674971589","0.0935488773655814"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Rural Area","30","0.0952940240968531","0.0630730020256275","0.127515046168079"
"Min 1x per week","2003","Baden-Württemberg","Urban Area","257","0.0903900422987642","0.0790544282815133","0.101725656316015"
"Min 1x per week","2003","Baden-Württemberg","Rural Area","23","","",""
"Min 1x per week","2003","Bavaria","Urban Area","137","0.0854429375187986","0.0715934274782679","0.0992924475593292"
"Min 1x per week","2003","Bavaria","Rural Area","150","0.0874399416935923","0.0734089152683896","0.101470968118795"
"Min 1x per week","2003","Berlin","Urban Area","34","0.0369713247058372","0.0241266549976737","0.0498159944140008"
"Min 1x per week","2003","Berlin","Rural Area","","","",""
"Min 1x per week","2003","Brandenburg","Urban Area","5","","",""
"Min 1x per week","2003","Brandenburg","Rural Area","47","0.0581733249897825","0.0426729046713966","0.0736737453081684"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Rural Area","26","","",""
"Min 1x per week","2003","Saxony","Urban Area","55","0.0637533931276616","0.04660799516209","0.0808987910932333"
"Min 1x per week","2003","Saxony","Rural Area","48","0.0610159462514288","0.0447905341451324","0.0772413583577251"
"Min 1x per week","2003","Saxony-Anhalt","Urban Area","8","","",""
"Min 1x per week","2003","Saxony-Anhalt","Rural Area","24","","",""
"Min 1x per week","2003","Thuringia","Urban Area","18","","",""
"Min 1x per week","2003","Thuringia","Rural Area","51","0.0664572778410683","0.0475687446932227","0.0853458109889139"
"Min 1x per month","2003","Schleswig-Holstein","Urban Area","31","0.0828928604955328","0.0512682441319041","0.114517476859162"
"Min 1x per month","2003","Schleswig-Holstein","Rural Area","47","0.126230110744098","0.0929696146269567","0.159490606861239"
"Min 1x per month","2003","Hamburg","Urban Area","22","","",""
"Min 1x per month","2003","Hamburg","Rural Area","","","",""
"Min 1x per month","2003","Lower Saxony","Urban Area","71","0.0691670394156452","0.0532808212235113","0.0850532576077792"
"Min 1x per month","2003","Lower Saxony","Rural Area","69","0.0701506239830419","0.0537360850667492","0.0865651628993346"
"Min 1x per month","2003","Bremen","Urban Area","11","","",""
"Min 1x per month","2003","Bremen","Rural Area","","","",""
"Min 1x per month","2003","North Rhine-Westphalia","Urban Area","291","0.0592172765183639","0.0523499969681393","0.0660845560685885"
"Min 1x per month","2003","North Rhine-Westphalia","Rural Area","4","","",""
"Min 1x per month","2003","Hesse","Urban Area","113","0.0826964387931106","0.0673169223514829","0.0980759552347383"
"Min 1x per month","2003","Hesse","Rural Area","19","","",""
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Urban Area","58","0.0556904166286559","0.0416583433930636","0.0697224898642482"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Rural Area","32","0.0921893409412669","0.0604432143688995","0.123935467513634"
"Min 1x per month","2003","Baden-Württemberg","Urban Area","215","0.0889102321618662","0.0776586496723771","0.100161814651355"
"Min 1x per month","2003","Baden-Württemberg","Rural Area","24","","",""
"Min 1x per month","2003","Bavaria","Urban Area","103","0.0594510782391868","0.0477355605840116","0.0711665958943619"
"Min 1x per month","2003","Bavaria","Rural Area","145","0.0863975232308786","0.0724424196226104","0.100352626839147"
"Min 1x per month","2003","Berlin","Urban Area","39","0.0482984654044348","0.0337040105797169","0.0628929202291527"
"Min 1x per month","2003","Berlin","Rural Area","","","",""
"Min 1x per month","2003","Brandenburg","Urban Area","7","","",""
"Min 1x per month","2003","Brandenburg","Rural Area","56","0.0579874217207627","0.0425102611441241","0.0734645822974013"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Rural Area","40","0.0757492197574941","0.05141013968709","0.100088299827898"
"Min 1x per month","2003","Saxony","Urban Area","50","0.0492441630614745","0.0340592373982186","0.0644290887247304"
"Min 1x per month","2003","Saxony","Rural Area","47","0.0568515466270709","0.0411549274146203","0.0725481658395215"
"Min 1x per month","2003","Saxony-Anhalt","Urban Area","10","","",""
"Min 1x per month","2003","Saxony-Anhalt","Rural Area","58","0.0719173120726508","0.0526405713942042","0.0911940527510973"
"Min 1x per month","2003","Thuringia","Urban Area","18","","",""
"Min 1x per month","2003","Thuringia","Rural Area","46","0.0744585818577801","0.0545511531503378","0.0943660105652223"
"Rarely","2003","Schleswig-Holstein","Urban Area","77","0.237262732400737","0.188469576095414","0.28605588870606"
"Rarely","2003","Schleswig-Holstein","Rural Area","68","0.193933610949152","0.154336759686597","0.233530462211708"
"Rarely","2003","Hamburg","Urban Area","21","","",""
"Rarely","2003","Hamburg","Rural Area","","","",""
"Rarely","2003","Lower Saxony","Urban Area","80","0.0993707030734001","0.0806407249741889","0.118100681172611"
"Rarely","2003","Lower Saxony","Rural Area","104","0.100493887669286","0.0811707120985073","0.119817063240065"
"Rarely","2003","Bremen","Urban Area","9","","",""
"Rarely","2003","Bremen","Rural Area","","","",""
"Rarely","2003","North Rhine-Westphalia","Urban Area","399","0.0788506287009637","0.0710094120138049","0.0866918453881225"
"Rarely","2003","North Rhine-Westphalia","Rural Area","14","","",""
"Rarely","2003","Hesse","Urban Area","128","0.101357615005556","0.0845051133773819","0.118210116633729"
"Rarely","2003","Hesse","Rural Area","29","","",""
"Rarely","2003","Rhineland-Palatinate,Saarland","Urban Area","134","0.144228455488285","0.122731408398476","0.165725502578094"
"Rarely","2003","Rhineland-Palatinate,Saarland","Rural Area","65","0.166239254100715","0.125384719978654","0.207093788222775"
"Rarely","2003","Baden-Württemberg","Urban Area","275","0.113556859418981","0.101014210096113","0.12609950874185"
"Rarely","2003","Baden-Württemberg","Rural Area","37","0.212730821554649","0.159956952599891","0.265504690509407"
"Rarely","2003","Bavaria","Urban Area","161","0.0944235276264261","0.0799360227169069","0.108911032535945"
"Rarely","2003","Bavaria","Rural Area","236","0.11980958176999","0.103679451343452","0.135939712196528"
"Rarely","2003","Berlin","Urban Area","80","0.0870508996947632","0.0678606449348381","0.106241154454688"
"Rarely","2003","Berlin","Rural Area","","","",""
"Rarely","2003","Brandenburg","Urban Area","6","","",""
"Rarely","2003","Brandenburg","Rural Area","89","0.0977931454392143","0.0781231931434048","0.117463097735024"
"Rarely","2003","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","Rural Area","46","0.0952195331518993","0.0682200906590139","0.122218975644785"
"Rarely","2003","Saxony","Urban Area","59","0.0726479527851877","0.0544327169952408","0.0908631885751346"
"Rarely","2003","Saxony","Rural Area","69","0.0661027338334557","0.0492603246250197","0.0829451430418917"
"Rarely","2003","Saxony-Anhalt","Urban Area","23","","",""
"Rarely","2003","Saxony-Anhalt","Rural Area","57","0.0699052517389866","0.0508794904384623","0.0889310130395108"
"Rarely","2003","Thuringia","Urban Area","38","0.117835629956905","0.0806639456512043","0.155007314262605"
"Rarely","2003","Thuringia","Rural Area","55","0.0814238134101899","0.0606845575193672","0.102163069301013"
"Never","2003","Schleswig-Holstein","Urban Area","166","0.625511388033776","0.569998530474853","0.6810242455927"
"Never","2003","Schleswig-Holstein","Rural Area","236","0.600371489776496","0.551316073404446","0.649426906148545"
"Never","2003","Hamburg","Urban Area","230","0.786154344085548","0.7395234232349","0.832785264936197"
"Never","2003","Hamburg","Rural Area","","","",""
"Never","2003","Lower Saxony","Urban Area","723","0.73561531626036","0.708004542285618","0.763226090235101"
"Never","2003","Lower Saxony","Rural Area","644","0.707195570009239","0.677949655640665","0.736441484377813"
"Never","2003","Bremen","Urban Area","142","0.864031473774597","0.81310337737686","0.914959570172334"
"Never","2003","Bremen","Rural Area","","","",""
"Never","2003","North Rhine-Westphalia","Urban Area","3447","0.785566853619032","0.773625504943606","0.797508202294458"
"Never","2003","North Rhine-Westphalia","Rural Area","80","0.796456011802466","0.720520268133485","0.872391755471446"
"Never","2003","Hesse","Urban Area","889","0.737431837442479","0.712860731105854","0.762002943779105"
"Never","2003","Hesse","Rural Area","177","0.656790913481422","0.600159269967905","0.713422556994939"
"Never","2003","Rhineland-Palatinate,Saarland","Urban Area","734","0.707091729701742","0.679244749466577","0.734938709936907"
"Never","2003","Rhineland-Palatinate,Saarland","Rural Area","183","0.625145710670585","0.572023685940191","0.67826773540098"
"Never","2003","Baden-Württemberg","Urban Area","1679","0.694906134446555","0.676703386215141","0.713108882677969"
"Never","2003","Baden-Württemberg","Rural Area","139","0.585806741867725","0.522285234316497","0.649328249418953"
"Never","2003","Bavaria","Urban Area","1140","0.745751016409707","0.724177672849404","0.76732435997001"
"Never","2003","Bavaria","Rural Area","1000","0.693504994364372","0.670604741265895","0.716405247462848"
"Never","2003","Berlin","Urban Area","672","0.824638066407642","0.798751754617864","0.85052437819742"
"Never","2003","Berlin","Rural Area","","","",""
"Never","2003","Brandenburg","Urban Area","50","0.70473830819388","0.597106400631375","0.812370215756385"
"Never","2003","Brandenburg","Rural Area","674","0.769395937829674","0.741502344872007","0.797289530787341"
"Never","2003","Mecklenburg-Western Pomerania","Urban Area","58","0.848147980350881","0.765822786253128","0.930473174448634"
"Never","2003","Mecklenburg-Western Pomerania","Rural Area","341","0.776217267033427","0.737879651214039","0.814554882852814"
"Never","2003","Saxony","Urban Area","607","0.803888496127183","0.776024061754701","0.831752930499665"
"Never","2003","Saxony","Rural Area","668","0.812457048243132","0.785996701488665","0.838917394997598"
"Never","2003","Saxony-Anhalt","Urban Area","200","0.830955391702865","0.783928887638785","0.877981895766945"
"Never","2003","Saxony-Anhalt","Rural Area","545","0.80817212566465","0.778793509410269","0.83755074191903"
"Never","2003","Thuringia","Urban Area","214","0.777486465933781","0.729532580179989","0.825440351687572"
"Never","2003","Thuringia","Rural Area","508","0.770614250091475","0.7387310727354","0.802497427447549"
"Daily","2004","Schleswig-Holstein","Urban Area","","","",""
"Daily","2004","Schleswig-Holstein","Rural Area","","","",""
"Daily","2004","Hamburg","Urban Area","","","",""
"Daily","2004","Hamburg","Rural Area","","","",""
"Daily","2004","Lower Saxony","Urban Area","","","",""
"Daily","2004","Lower Saxony","Rural Area","","","",""
"Daily","2004","Bremen","Urban Area","","","",""
"Daily","2004","Bremen","Rural Area","","","",""
"Daily","2004","North Rhine-Westphalia","Urban Area","","","",""
"Daily","2004","North Rhine-Westphalia","Rural Area","","","",""
"Daily","2004","Hesse","Urban Area","","","",""
"Daily","2004","Hesse","Rural Area","","","",""
"Daily","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","2004","Baden-Württemberg","Urban Area","","","",""
"Daily","2004","Baden-Württemberg","Rural Area","","","",""
"Daily","2004","Bavaria","Urban Area","","","",""
"Daily","2004","Bavaria","Rural Area","","","",""
"Daily","2004","Berlin","Urban Area","","","",""
"Daily","2004","Berlin","Rural Area","","","",""
"Daily","2004","Brandenburg","Urban Area","","","",""
"Daily","2004","Brandenburg","Rural Area","","","",""
"Daily","2004","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2004","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","2004","Saxony","Urban Area","","","",""
"Daily","2004","Saxony","Rural Area","","","",""
"Daily","2004","Saxony-Anhalt","Urban Area","","","",""
"Daily","2004","Saxony-Anhalt","Rural Area","","","",""
"Daily","2004","Thuringia","Urban Area","","","",""
"Daily","2004","Thuringia","Rural Area","","","",""
"Min 1x per week","2004","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","2004","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","2004","Hamburg","Urban Area","","","",""
"Min 1x per week","2004","Hamburg","Rural Area","","","",""
"Min 1x per week","2004","Lower Saxony","Urban Area","","","",""
"Min 1x per week","2004","Lower Saxony","Rural Area","","","",""
"Min 1x per week","2004","Bremen","Urban Area","","","",""
"Min 1x per week","2004","Bremen","Rural Area","","","",""
"Min 1x per week","2004","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","2004","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","2004","Hesse","Urban Area","","","",""
"Min 1x per week","2004","Hesse","Rural Area","","","",""
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","2004","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","2004","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","2004","Bavaria","Urban Area","","","",""
"Min 1x per week","2004","Bavaria","Rural Area","","","",""
"Min 1x per week","2004","Berlin","Urban Area","","","",""
"Min 1x per week","2004","Berlin","Rural Area","","","",""
"Min 1x per week","2004","Brandenburg","Urban Area","","","",""
"Min 1x per week","2004","Brandenburg","Rural Area","","","",""
"Min 1x per week","2004","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","2004","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","2004","Saxony","Urban Area","","","",""
"Min 1x per week","2004","Saxony","Rural Area","","","",""
"Min 1x per week","2004","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","2004","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","2004","Thuringia","Urban Area","","","",""
"Min 1x per week","2004","Thuringia","Rural Area","","","",""
"Min 1x per month","2004","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","2004","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","2004","Hamburg","Urban Area","","","",""
"Min 1x per month","2004","Hamburg","Rural Area","","","",""
"Min 1x per month","2004","Lower Saxony","Urban Area","","","",""
"Min 1x per month","2004","Lower Saxony","Rural Area","","","",""
"Min 1x per month","2004","Bremen","Urban Area","","","",""
"Min 1x per month","2004","Bremen","Rural Area","","","",""
"Min 1x per month","2004","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","2004","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","2004","Hesse","Urban Area","","","",""
"Min 1x per month","2004","Hesse","Rural Area","","","",""
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","2004","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","2004","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","2004","Bavaria","Urban Area","","","",""
"Min 1x per month","2004","Bavaria","Rural Area","","","",""
"Min 1x per month","2004","Berlin","Urban Area","","","",""
"Min 1x per month","2004","Berlin","Rural Area","","","",""
"Min 1x per month","2004","Brandenburg","Urban Area","","","",""
"Min 1x per month","2004","Brandenburg","Rural Area","","","",""
"Min 1x per month","2004","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","2004","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","2004","Saxony","Urban Area","","","",""
"Min 1x per month","2004","Saxony","Rural Area","","","",""
"Min 1x per month","2004","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","2004","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","2004","Thuringia","Urban Area","","","",""
"Min 1x per month","2004","Thuringia","Rural Area","","","",""
"Rarely","2004","Schleswig-Holstein","Urban Area","","","",""
"Rarely","2004","Schleswig-Holstein","Rural Area","","","",""
"Rarely","2004","Hamburg","Urban Area","","","",""
"Rarely","2004","Hamburg","Rural Area","","","",""
"Rarely","2004","Lower Saxony","Urban Area","","","",""
"Rarely","2004","Lower Saxony","Rural Area","","","",""
"Rarely","2004","Bremen","Urban Area","","","",""
"Rarely","2004","Bremen","Rural Area","","","",""
"Rarely","2004","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","2004","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","2004","Hesse","Urban Area","","","",""
"Rarely","2004","Hesse","Rural Area","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","2004","Baden-Württemberg","Urban Area","","","",""
"Rarely","2004","Baden-Württemberg","Rural Area","","","",""
"Rarely","2004","Bavaria","Urban Area","","","",""
"Rarely","2004","Bavaria","Rural Area","","","",""
"Rarely","2004","Berlin","Urban Area","","","",""
"Rarely","2004","Berlin","Rural Area","","","",""
"Rarely","2004","Brandenburg","Urban Area","","","",""
"Rarely","2004","Brandenburg","Rural Area","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","2004","Saxony","Urban Area","","","",""
"Rarely","2004","Saxony","Rural Area","","","",""
"Rarely","2004","Saxony-Anhalt","Urban Area","","","",""
"Rarely","2004","Saxony-Anhalt","Rural Area","","","",""
"Rarely","2004","Thuringia","Urban Area","","","",""
"Rarely","2004","Thuringia","Rural Area","","","",""
"Never","2004","Schleswig-Holstein","Urban Area","","","",""
"Never","2004","Schleswig-Holstein","Rural Area","","","",""
"Never","2004","Hamburg","Urban Area","","","",""
"Never","2004","Hamburg","Rural Area","","","",""
"Never","2004","Lower Saxony","Urban Area","","","",""
"Never","2004","Lower Saxony","Rural Area","","","",""
"Never","2004","Bremen","Urban Area","","","",""
"Never","2004","Bremen","Rural Area","","","",""
"Never","2004","North Rhine-Westphalia","Urban Area","","","",""
"Never","2004","North Rhine-Westphalia","Rural Area","","","",""
"Never","2004","Hesse","Urban Area","","","",""
"Never","2004","Hesse","Rural Area","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","2004","Baden-Württemberg","Urban Area","","","",""
"Never","2004","Baden-Württemberg","Rural Area","","","",""
"Never","2004","Bavaria","Urban Area","","","",""
"Never","2004","Bavaria","Rural Area","","","",""
"Never","2004","Berlin","Urban Area","","","",""
"Never","2004","Berlin","Rural Area","","","",""
"Never","2004","Brandenburg","Urban Area","","","",""
"Never","2004","Brandenburg","Rural Area","","","",""
"Never","2004","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","2004","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","2004","Saxony","Urban Area","","","",""
"Never","2004","Saxony","Rural Area","","","",""
"Never","2004","Saxony-Anhalt","Urban Area","","","",""
"Never","2004","Saxony-Anhalt","Rural Area","","","",""
"Never","2004","Thuringia","Urban Area","","","",""
"Never","2004","Thuringia","Rural Area","","","",""
"Daily","2005","Schleswig-Holstein","Urban Area","","","",""
"Daily","2005","Schleswig-Holstein","Rural Area","","","",""
