"pli0096_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per month","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","1985","lower secondary degree","(0) in school","","","",""
"Rarely","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","1985","lower secondary degree","(1b) general elementary school","126","0.057705590380305","0.0473795665109827","0.0680316142496273"
"Rarely","1985","lower secondary degree","(1c) basic vocational qualification","302","0.0852998986864544","0.0759108356733334","0.0946889616995754"
"Rarely","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","1985","secondary school degree","(0) in school","","","",""
"Rarely","1985","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","1985","secondary school degree","(1b) general elementary school","","","",""
"Rarely","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","1985","secondary school degree","(2b) intermediate general qualification","47","0.0989997046835401","0.0719700133756764","0.126029395991404"
"Rarely","1985","secondary school degree","(2a) intermediate vocational","126","0.0927519182664352","0.0771560312603579","0.108347805272512"
"Rarely","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely","1985","college entrance qualification","(0) in school","","","",""
"Rarely","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1985","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1985","college entrance qualification","(2c_gen) general maturity certificate","36","0.135848095455102","0.0967497026186546","0.174946488291549"
"Rarely","1985","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","college entrance qualification","(3a) lower tertiary education","","","",""
"Rarely","1985","college entrance qualification","(3b) higher tertiary education","59","0.130650780744614","0.0986848545500522","0.162616706939177"
"Rarely","1985","Other degree","(0) in school","","","",""
"Rarely","1985","Other degree","(1a) inadequately completed","","","",""
"Rarely","1985","Other degree","(1b) general elementary school","","","",""
"Rarely","1985","Other degree","(1c) basic vocational qualification","","","",""
"Rarely","1985","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1985","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1985","Other degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","Other degree","(3a) lower tertiary education","","","",""
"Rarely","1985","Other degree","(3b) higher tertiary education","","","",""
"Rarely","1985","no degree/no degree yet","(0) in school","","","",""
"Rarely","1985","no degree/no degree yet","(1a) inadequately completed","","","",""
"Rarely","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1985","lower secondary degree","(0) in school","","","",""
"Never","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1985","lower secondary degree","(1b) general elementary school","1682","0.865187861552971","0.850064421794052","0.880311301311891"
"Never","1985","lower secondary degree","(1c) basic vocational qualification","2561","0.760533372558528","0.746188712216476","0.774878032900579"
"Never","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","1985","secondary school degree","(0) in school","","","",""
"Never","1985","secondary school degree","(1a) inadequately completed","","","",""
"Never","1985","secondary school degree","(1b) general elementary school","","","",""
"Never","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1985","secondary school degree","(2b) intermediate general qualification","336","0.714696336092594","0.673829019524012","0.755563652661177"
"Never","1985","secondary school degree","(2a) intermediate vocational","954","0.727081255847646","0.703131904408983","0.751030607286309"
"Never","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1985","secondary school degree","(3a) lower tertiary education","32","0.673110385737482","0.540410307341916","0.805810464133049"
"Never","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Never","1985","college entrance qualification","(0) in school","","","",""
"Never","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1985","college entrance qualification","(1b) general elementary school","","","",""
"Never","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1985","college entrance qualification","(2c_gen) general maturity certificate","213","0.695332948715539","0.642810346825349","0.74785555060573"
"Never","1985","college entrance qualification","(2c_voc) vocational maturity certificate","225","0.723309835695585","0.67382839762302","0.77279127376815"
"Never","1985","college entrance qualification","(3a) lower tertiary education","113","0.639817403015544","0.568895375284766","0.710739430746322"
"Never","1985","college entrance qualification","(3b) higher tertiary education","263","0.622727179627982","0.576753335019938","0.668701024236026"
"Never","1985","Other degree","(0) in school","","","",""
"Never","1985","Other degree","(1a) inadequately completed","","","",""
"Never","1985","Other degree","(1b) general elementary school","582","0.925098931723599","0.904494890208866","0.945702973238332"
"Never","1985","Other degree","(1c) basic vocational qualification","340","0.87503278629892","0.841828373112681","0.908237199485159"
"Never","1985","Other degree","(2b) intermediate general qualification","","","",""
"Never","1985","Other degree","(2a) intermediate vocational","","","",""
"Never","1985","Other degree","(2c_gen) general maturity certificate","65","0.924203649169613","0.862639638497408","0.985767659841818"
"Never","1985","Other degree","(2c_voc) vocational maturity certificate","69","0.829709402057585","0.750266114810696","0.909152689304474"
"Never","1985","Other degree","(3a) lower tertiary education","","","",""
"Never","1985","Other degree","(3b) higher tertiary education","39","0.802379192694046","0.693092026085217","0.911666359302874"
"Never","1985","no degree/no degree yet","(0) in school","131","0.715036647177074","0.649636126999813","0.780437167354335"
"Never","1985","no degree/no degree yet","(1a) inadequately completed","860","0.918445139667311","0.900614154625044","0.936276124709579"
"Never","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1986","lower secondary degree","(0) in school","","","",""
"Daily","1986","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1986","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1986","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1986","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1986","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1986","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1986","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1986","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1986","secondary school degree","(0) in school","","","",""
"Daily","1986","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1986","secondary school degree","(1b) general elementary school","","","",""
"Daily","1986","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1986","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1986","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1986","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1986","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1986","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1986","college entrance qualification","(0) in school","","","",""
"Daily","1986","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1986","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1986","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1986","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1986","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1986","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1986","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1986","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1986","Other degree","(0) in school","","","",""
"Daily","1986","Other degree","(1a) inadequately completed","","","",""
"Daily","1986","Other degree","(1b) general elementary school","","","",""
"Daily","1986","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1986","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1986","Other degree","(2a) intermediate vocational","","","",""
"Daily","1986","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1986","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","Other degree","(3a) lower tertiary education","","","",""
"Daily","1986","Other degree","(3b) higher tertiary education","","","",""
"Daily","1986","no degree/no degree yet","(0) in school","","","",""
"Daily","1986","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1986","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1986","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1986","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1986","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1986","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1986","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1986","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1986","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1986","lower secondary degree","(1b) general elementary school","72","0.0417027635337033","0.0325858637917465","0.05081966327566"
"Min 1x per week","1986","lower secondary degree","(1c) basic vocational qualification","284","0.0864719584858843","0.0767717332027627","0.0961721837690059"
"Min 1x per week","1986","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1986","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1986","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","secondary school degree","(0) in school","","","",""
"Min 1x per week","1986","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1986","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1986","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1986","secondary school degree","(2b) intermediate general qualification","47","0.110268118561531","0.0816133894695332","0.138922847653529"
"Min 1x per week","1986","secondary school degree","(2a) intermediate vocational","123","0.0919453579416808","0.0762623200880589","0.107628395795303"
"Min 1x per week","1986","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1986","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1986","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1986","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1986","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1986","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1986","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","college entrance qualification","(2c_gen) general maturity certificate","40","0.118770059905729","0.08348873061492","0.154051389196538"
"Min 1x per week","1986","college entrance qualification","(2c_voc) vocational maturity certificate","33","0.106523315176806","0.0726687922224871","0.140377838131126"
"Min 1x per week","1986","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","college entrance qualification","(3b) higher tertiary education","57","0.131120621767053","0.0990306842898749","0.163210559244232"
"Min 1x per week","1986","Other degree","(0) in school","","","",""
"Min 1x per week","1986","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1986","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","1986","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1986","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1986","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1986","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1986","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","1986","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1986","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1986","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1986","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1986","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1986","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1986","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1986","lower secondary degree","(1b) general elementary school","82","0.048087024351272","0.0383297791624972","0.0578442695400467"
"Min 1x per month","1986","lower secondary degree","(1c) basic vocational qualification","245","0.0735380753822113","0.0645295615643069","0.0825465892001158"
"Min 1x per month","1986","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1986","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1986","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1986","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1986","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1986","secondary school degree","(0) in school","","","",""
"Min 1x per month","1986","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1986","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1986","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1986","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1986","secondary school degree","(2a) intermediate vocational","100","0.0738235891171569","0.0596312581321639","0.0880159201021499"
"Min 1x per month","1986","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1986","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1986","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1986","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1986","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1986","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1986","college entrance qualification","(1c) basic vocational qualification","","","",""
