"pli0096_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","1-pers.-HH","Male","","","","","1"
"Daily","1985","1-pers.-HH","Female","","","","","1"
"Daily","1985","(Married) couple without C. ","Male","","","","","1"
"Daily","1985","(Married) couple without C. ","Female","","","","","1"
"Daily","1985","Single parent ","Male","","","","","1"
"Daily","1985","Single parent ","Female","","","","","1"
"Daily","1985","Couple + C. LE 16 ","Male","","","","","1"
"Daily","1985","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1985","Couple + C. GT 16 ","Male","","","","","1"
"Daily","1985","Couple + C. GT 16 ","Female","","","","","1"
"Daily","1985","Couple + C. LE and GT 16","Male","","","","","1"
"Daily","1985","Couple + C. LE and GT 16","Female","","","","","1"
"Min 1x per month","1985","1-pers.-HH","Male","19","","","","3"
"Min 1x per month","1985","(Married) couple without C. ","Male","72","0.0648469206380904","0.050902331749936","0.0787915095262449","3"
"Min 1x per month","1985","(Married) couple without C. ","Female","38","0.0341315037898978","0.0238457120244251","0.0444172955553706","3"
"Min 1x per month","1985","1-pers.-HH","Female","31","0.0398191988875415","0.0253237298941729","0.05431466788091","3"
"Min 1x per month","1985","Single parent ","Male","10","","","","3"
"Min 1x per month","1985","Couple + C. LE 16 ","Male","118","0.109362763368198","0.092577265952806","0.12614826078359","3"
"Min 1x per month","1985","Single parent ","Female","18","","","","3"
"Min 1x per month","1985","Couple + C. LE 16 ","Female","48","0.0474219867840541","0.0359475722616882","0.0588964013064201","3"
"Min 1x per month","1985","Couple + C. GT 16 ","Male","102","0.0998780674953554","0.0821268334014967","0.117629301589214","3"
"Min 1x per month","1985","Couple + C. GT 16 ","Female","42","0.0492971377000547","0.0351848595258951","0.0634094158742143","3"
"Min 1x per month","1985","Couple + C. LE and GT 16","Male","63","0.116099725607352","0.0938735942681219","0.138325856946583","3"
"Min 1x per month","1985","Couple + C. LE and GT 16","Female","30","0.0538414244096548","0.0367510756603103","0.0709317731589994","3"
"Min 1x per week","1985","(Married) couple without C. ","Male","115","0.103149517816549","0.0859263391799369","0.120372696453162","2"
"Min 1x per week","1985","(Married) couple without C. ","Female","47","0.0403888764192212","0.0292361887892755","0.051541564049167","2"
"Min 1x per week","1985","1-pers.-HH","Female","32","0.0449964853279901","0.0296290538860781","0.060363916769902","2"
"Min 1x per week","1985","1-pers.-HH","Male","42","0.0949025532420733","0.0682354575702777","0.121569648913869","2"
"Min 1x per week","1985","Single parent ","Male","23","","","","2"
"Min 1x per week","1985","Single parent ","Female","13","","","","2"
"Min 1x per week","1985","Couple + C. LE 16 ","Male","127","0.113694159314558","0.0966211555335514","0.130767163095564","2"
"Min 1x per week","1985","Couple + C. LE 16 ","Female","63","0.06236594806857","0.0493108290386853","0.0754210670984548","2"
"Min 1x per week","1985","Couple + C. GT 16 ","Male","125","0.128936506817782","0.109095867131004","0.148777146504559","2"
"Min 1x per week","1985","Couple + C. LE and GT 16","Male","93","0.149381178150536","0.12464901631645","0.174113339984623","2"
"Min 1x per week","1985","Couple + C. GT 16 ","Female","53","0.0682999295605411","0.0518557553968922","0.08474410372419","2"
"Min 1x per week","1985","Couple + C. LE and GT 16","Female","46","0.0961619909328746","0.0738387260142046","0.118485255851545","2"
"Never","1985","Couple + C. LE 16 ","Male","973","0.68306609073912","0.658041627525991","0.708090553952248","5"
"Never","1985","Couple + C. LE 16 ","Female","1105","0.796524217664803","0.774789888420437","0.818258546909168","5"
"Never","1985","Single parent ","Male","137","0.68007824514961","0.613402098314376","0.746754391984844","5"
"Never","1985","Single parent ","Female","303","0.854415330658044","0.817727143504007","0.891103517812082","5"
"Never","1985","(Married) couple without C. ","Female","1036","0.860596275611263","0.84097451669925","0.880218034523276","5"
"Never","1985","1-pers.-HH","Male","380","0.801382851878921","0.765081943385968","0.837683760371875","5"
"Never","1985","1-pers.-HH","Female","607","0.876491268351027","0.852100126548766","0.900882410153288","5"
"Never","1985","(Married) couple without C. ","Male","901","0.737767767893442","0.712860702752189","0.762674833034695","5"
"Never","1985","Couple + C. GT 16 ","Male","759","0.661759314758862","0.633749788191583","0.68976884132614","5"
"Never","1985","Couple + C. GT 16 ","Female","747","0.804126438737578","0.778255394638456","0.829997482836699","5"
"Never","1985","Couple + C. LE and GT 16","Male","578","0.639582217010708","0.60627042924873","0.672894004772685","5"
"Never","1985","Couple + C. LE and GT 16","Female","537","0.743626643532471","0.710564987352113","0.776688299712829","5"
"Rarely","1985","(Married) couple without C. ","Female","76","0.064883344179618","0.0509292861397216","0.0788374022195145","4"
"Rarely","1985","1-pers.-HH","Female","29","","","","4"
"Rarely","1985","(Married) couple without C. ","Male","110","0.0942357936519182","0.0776919961566008","0.110779591147236","4"
"Rarely","1985","1-pers.-HH","Male","23","","","","4"
"Rarely","1985","Single parent ","Male","18","","","","4"
"Rarely","1985","Couple + C. LE 16 ","Male","110","0.0938769865781248","0.0781906256304714","0.109563347525778","4"
"Rarely","1985","Single parent ","Female","21","","","","4"
"Rarely","1985","Couple + C. LE 16 ","Female","102","0.0936878474825733","0.0779563191036289","0.109419375861518","4"
"Rarely","1985","Couple + C. LE and GT 16","Male","64","0.0949368792314038","0.074599098747506","0.115274659715302","4"
"Rarely","1985","Couple + C. GT 16 ","Male","110","0.109426110928001","0.0909445658865858","0.127907655969417","4"
"Rarely","1985","Couple + C. GT 16 ","Female","62","0.0782764940018265","0.060766746232915","0.095786241770738","4"
"Rarely","1985","Couple + C. LE and GT 16","Female","57","0.106369941125","0.0830246640139979","0.129715218236001","4"
"Daily","1986","1-pers.-HH","Male","","","","","1"
"Daily","1986","1-pers.-HH","Female","","","","","1"
"Daily","1986","(Married) couple without C. ","Male","","","","","1"
"Daily","1986","(Married) couple without C. ","Female","","","","","1"
"Daily","1986","Single parent ","Male","","","","","1"
"Daily","1986","Single parent ","Female","","","","","1"
"Daily","1986","Couple + C. LE 16 ","Male","","","","","1"
"Daily","1986","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1986","Couple + C. GT 16 ","Male","","","","","1"
"Daily","1986","Couple + C. GT 16 ","Female","","","","","1"
"Daily","1986","Couple + C. LE and GT 16","Male","","","","","1"
"Daily","1986","Couple + C. LE and GT 16","Female","","","","","1"
"Min 1x per month","1986","(Married) couple without C. ","Male","74","0.0681867464927468","0.0537863554475013","0.0825871375379924","3"
"Min 1x per month","1986","1-pers.-HH","Male","25","","","","3"
"Min 1x per month","1986","(Married) couple without C. ","Female","39","0.0344553952748659","0.0240174774377345","0.0448933131119974","3"
"Min 1x per month","1986","1-pers.-HH","Female","28","","","","3"
"Min 1x per month","1986","Single parent ","Male","14","","","","3"
"Min 1x per month","1986","Single parent ","Female","15","","","","3"
"Min 1x per month","1986","Couple + C. LE 16 ","Male","104","0.103734347921156","0.0864608344499059","0.121007861392406","3"
"Min 1x per month","1986","Couple + C. LE 16 ","Female","63","0.0633840066696424","0.0495637357501818","0.077204277589103","3"
"Min 1x per month","1986","Couple + C. GT 16 ","Male","92","0.092716393305596","0.0759462075479667","0.109486579063225","3"
"Min 1x per month","1986","Couple + C. GT 16 ","Female","39","0.0506065745453536","0.0365417651833798","0.0646713839073275","3"
"Min 1x per month","1986","Couple + C. LE and GT 16","Male","55","0.0975089956432016","0.0761786709401736","0.11883932034623","3"
"Min 1x per month","1986","Couple + C. LE and GT 16","Female","35","0.0802697190523666","0.0592355582169263","0.101303879887807","3"
"Min 1x per week","1986","1-pers.-HH","Female","37","0.0512280726251899","0.0343702947313224","0.0680858505190573","2"
"Min 1x per week","1986","1-pers.-HH","Male","39","0.0917509330020291","0.065049618304196","0.118452247699862","2"
"Min 1x per week","1986","(Married) couple without C. ","Male","113","0.103489177760386","0.086087741460376","0.120890614060397","2"
"Min 1x per week","1986","(Married) couple without C. ","Female","46","0.0416474691940535","0.0302145788043787","0.0530803595837283","2"
"Min 1x per week","1986","Couple + C. LE 16 ","Male","118","0.113130863685037","0.0951867778559154","0.131074949514158","2"
"Min 1x per week","1986","Single parent ","Male","24","","","","2"
"Min 1x per week","1986","Single parent ","Female","10","","","","2"
"Min 1x per week","1986","Couple + C. LE 16 ","Female","46","0.0492975322371394","0.0370180281479543","0.0615770363263244","2"
"Min 1x per week","1986","Couple + C. GT 16 ","Male","125","0.123701748454941","0.104664596855947","0.142738900053935","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","Male","99","0.186069007955088","0.158086637753491","0.214051378156686","2"
"Min 1x per week","1986","Couple + C. GT 16 ","Female","45","0.0512600236247292","0.0371095729963927","0.0654104742530658","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","Female","46","0.097360648711958","0.0744114282921833","0.120309869131733","2"
"Never","1986","Couple + C. LE 16 ","Male","883","0.687058531048899","0.660790383777126","0.713326678320673","5"
"Never","1986","Single parent ","Male","130","0.701632614693677","0.63460525163468","0.768659977752673","5"
"Never","1986","Single parent ","Female","280","0.85594239590002","0.817882764538438","0.894002027261602","5"
"Never","1986","Couple + C. LE 16 ","Female","1012","0.814955555801091","0.792928780820567","0.836982330781615","5"
"Never","1986","1-pers.-HH","Male","360","0.788390326080851","0.750610206968501","0.826170445193202","5"
"Never","1986","(Married) couple without C. ","Male","897","0.747633152920741","0.722817809701339","0.772448496140143","5"
"Never","1986","(Married) couple without C. ","Female","1024","0.871810807893923","0.852679885298228","0.890941730489618","5"
"Never","1986","1-pers.-HH","Female","551","0.852665034589099","0.825562647358749","0.879767421819449","5"
"Never","1986","Couple + C. GT 16 ","Male","817","0.677422695683068","0.650393392345267","0.704451999020868","5"
"Never","1986","Couple + C. GT 16 ","Female","771","0.810015258407239","0.784843518809487","0.83518699800499","5"
"Never","1986","Couple + C. LE and GT 16","Male","533","0.62343782950643","0.588598595000373","0.658277064012487","5"
"Never","1986","Couple + C. LE and GT 16","Female","509","0.730709459628145","0.696369325272904","0.765049593983386","5"
"Rarely","1986","(Married) couple without C. ","Female","64","0.0520863276371576","0.0393704790516654","0.0648021762226498","4"
"Rarely","1986","1-pers.-HH","Male","25","","","","4"
"Rarely","1986","1-pers.-HH","Female","41","0.0559388890862043","0.0383668411698724","0.0735109370025361","4"
"Rarely","1986","(Married) couple without C. ","Male","93","0.0806909228261262","0.0651311599258538","0.0962506857263986","4"
"Rarely","1986","Couple + C. LE 16 ","Male","92","0.0960762573449081","0.0793816983527305","0.112770816337086","4"
"Rarely","1986","Single parent ","Male","11","","","","4"
"Rarely","1986","Single parent ","Female","22","","","","4"
"Rarely","1986","Couple + C. LE 16 ","Female","73","0.0723629052921275","0.0576671138951346","0.0870586966891204","4"
"Rarely","1986","Couple + C. GT 16 ","Female","78","0.0881181434226786","0.0699291265547005","0.106307160290657","4"
"Rarely","1986","Couple + C. LE and GT 16","Male","56","0.09298416689528","0.0721024780350352","0.113865855755525","4"
"Rarely","1986","Couple + C. GT 16 ","Male","115","0.106159162556396","0.0883478093915009","0.123970515721291","4"
"Rarely","1986","Couple + C. LE and GT 16","Female","51","0.0916601726075307","0.0693227227795088","0.113997622435553","4"
"Daily","1987","1-pers.-HH","Male","","","","","1"
"Daily","1987","1-pers.-HH","Female","","","","","1"
"Daily","1987","(Married) couple without C. ","Male","","","","","1"
"Daily","1987","(Married) couple without C. ","Female","","","","","1"
"Daily","1987","Single parent ","Male","","","","","1"
"Daily","1987","Single parent ","Female","","","","","1"
"Daily","1987","Couple + C. LE 16 ","Male","","","","","1"
"Daily","1987","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1987","Couple + C. GT 16 ","Male","","","","","1"
"Daily","1987","Couple + C. GT 16 ","Female","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","Male","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","Female","","","","","1"
"Min 1x per month","1987","(Married) couple without C. ","Male","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","Female","","","","","3"
"Min 1x per month","1987","1-pers.-HH","Male","","","","","3"
"Min 1x per month","1987","1-pers.-HH","Female","","","","","3"
"Min 1x per month","1987","Single parent ","Male","","","","","3"
"Min 1x per month","1987","Single parent ","Female","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","Male","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","Female","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","Male","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","Male","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","Female","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","Female","","","","","3"
"Min 1x per week","1987","1-pers.-HH","Male","","","","","2"
"Min 1x per week","1987","1-pers.-HH","Female","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","Male","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","Female","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","Male","","","","","2"
"Min 1x per week","1987","Single parent ","Male","","","","","2"
"Min 1x per week","1987","Single parent ","Female","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","Female","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","Male","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","Female","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","Male","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","Female","","","","","2"
"Never","1987","1-pers.-HH","Male","","","","","5"
"Never","1987","1-pers.-HH","Female","","","","","5"
"Never","1987","(Married) couple without C. ","Male","","","","","5"
"Never","1987","Couple + C. LE 16 ","Female","","","","","5"
"Never","1987","(Married) couple without C. ","Female","","","","","5"
"Never","1987","Single parent ","Male","","","","","5"
"Never","1987","Single parent ","Female","","","","","5"
"Never","1987","Couple + C. LE 16 ","Male","","","","","5"
"Never","1987","Couple + C. GT 16 ","Male","","","","","5"
"Never","1987","Couple + C. GT 16 ","Female","","","","","5"
"Never","1987","Couple + C. LE and GT 16","Male","","","","","5"
"Never","1987","Couple + C. LE and GT 16","Female","","","","","5"
"Rarely","1987","(Married) couple without C. ","Female","","","","","4"
"Rarely","1987","1-pers.-HH","Male","","","","","4"
"Rarely","1987","1-pers.-HH","Female","","","","","4"
"Rarely","1987","(Married) couple without C. ","Male","","","","","4"
"Rarely","1987","Single parent ","Male","","","","","4"
"Rarely","1987","Single parent ","Female","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","Male","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","Female","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","Male","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","Male","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","Female","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","Female","","","","","4"
"Daily","1988","1-pers.-HH","Male","","","","","1"
"Daily","1988","1-pers.-HH","Female","","","","","1"
"Daily","1988","(Married) couple without C. ","Male","","","","","1"
"Daily","1988","(Married) couple without C. ","Female","","","","","1"
"Daily","1988","Single parent ","Male","","","","","1"
"Daily","1988","Single parent ","Female","","","","","1"
"Daily","1988","Couple + C. LE 16 ","Male","","","","","1"
"Daily","1988","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1988","Couple + C. GT 16 ","Male","","","","","1"
"Daily","1988","Couple + C. GT 16 ","Female","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","Male","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","Female","","","","","1"
"Min 1x per month","1988","1-pers.-HH","Male","18","","","","3"
"Min 1x per month","1988","1-pers.-HH","Female","18","","","","3"
"Min 1x per month","1988","(Married) couple without C. ","Male","94","0.0943943058006763","0.0773471731723578","0.111441438428995","3"
"Min 1x per month","1988","(Married) couple without C. ","Female","44","0.0395632431994724","0.0282077707820043","0.0509187156169404","3"
"Min 1x per month","1988","Single parent ","Male","7","","","","3"
"Min 1x per month","1988","Single parent ","Female","13","","","","3"
"Min 1x per month","1988","Couple + C. LE 16 ","Male","111","0.119610545364662","0.100503199625269","0.138717891104054","3"
"Min 1x per month","1988","Couple + C. LE 16 ","Female","58","0.0609181443802689","0.0468285224989377","0.0750077662616001","3"
"Min 1x per month","1988","Couple + C. GT 16 ","Male","90","0.0840274564477277","0.0684150615688674","0.0996398513265881","3"
"Min 1x per month","1988","Couple + C. GT 16 ","Female","55","0.0636390116969074","0.0482293557247687","0.0790486676690462","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","Male","36","0.0810800960317981","0.0586324978569817","0.103527694206614","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","Female","24","","","","3"
"Min 1x per week","1988","1-pers.-HH","Male","38","0.0994259309937192","0.0710770605909916","0.127774801396447","2"
"Min 1x per week","1988","(Married) couple without C. ","Female","53","0.0498975329329227","0.0372137255777988","0.0625813402880466","2"
"Min 1x per week","1988","1-pers.-HH","Female","43","0.0665863958252519","0.0470099482866174","0.0861628433638863","2"
"Min 1x per week","1988","(Married) couple without C. ","Male","107","0.0949533427146236","0.0778610830216938","0.112045602407553","2"
"Min 1x per week","1988","Single parent ","Female","17","","","","2"
"Min 1x per week","1988","Single parent ","Male","27","","","","2"
"Min 1x per week","1988","Couple + C. LE 16 ","Male","116","0.125289580856947","0.105797067574099","0.144782094139794","2"
"Min 1x per week","1988","Couple + C. LE 16 ","Female","59","0.063355178043416","0.0490051481186948","0.0777052079681373","2"
"Min 1x per week","1988","Couple + C. GT 16 ","Male","154","0.143789509715596","0.124043853823749","0.163535165607443","2"
"Min 1x per week","1988","Couple + C. GT 16 ","Female","66","0.073854888900846","0.0573452065318107","0.0903645712698813","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","Male","66","0.153214945576175","0.123593170434373","0.182836720717977","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","Female","32","0.0944216136101443","0.0690929752151097","0.119750252005179","2"
"Never","1988","1-pers.-HH","Male","344","0.791315396814771","0.752816683192836","0.829814110436706","5"
"Never","1988","1-pers.-HH","Female","527","0.846724022809848","0.818435383698361","0.875012661921334","5"
"Never","1988","(Married) couple without C. ","Male","844","0.727335253210712","0.701370112304681","0.753300394116743","5"
"Never","1988","Couple + C. LE 16 ","Female","893","0.772620094932007","0.747929399592114","0.7973107902719","5"
"Never","1988","(Married) couple without C. ","Female","960","0.838619979685853","0.817189476763461","0.860050482608245","5"
"Never","1988","Single parent ","Male","133","0.698702982981236","0.632407659476314","0.764998306486158","5"
"Never","1988","Single parent ","Female","266","0.824817707099792","0.783234338692519","0.866401075507065","5"
"Never","1988","Couple + C. LE 16 ","Male","778","0.644775783854263","0.616596246921978","0.672955320786548","5"
"Never","1988","Couple + C. GT 16 ","Male","822","0.632538949927363","0.605407876102752","0.659670023751975","5"
"Never","1988","Couple + C. GT 16 ","Female","748","0.746041585823944","0.718564390839456","0.773518780808431","5"
"Never","1988","Couple + C. LE and GT 16","Male","421","0.655369826848979","0.616286295806856","0.694453357891101","5"
"Never","1988","Couple + C. LE and GT 16","Female","410","0.706907425107108","0.667480147533975","0.746334702680241","5"
"Rarely","1988","1-pers.-HH","Male","28","","","","4"
"Rarely","1988","(Married) couple without C. ","Male","85","0.0833170982739878","0.0672037608070321","0.0994304357409435","4"
"Rarely","1988","(Married) couple without C. ","Female","75","0.0719192441817519","0.0568691118477501","0.0869693765157536","4"
"Rarely","1988","1-pers.-HH","Female","35","0.0569076520644291","0.0387162357870059","0.0750990683418524","4"
"Rarely","1988","Single parent ","Male","17","","","","4"
"Rarely","1988","Couple + C. LE 16 ","Male","103","0.110324089924129","0.0918769389016544","0.128771240946603","4"
"Rarely","1988","Single parent ","Female","25","","","","4"
"Rarely","1988","Couple + C. LE 16 ","Female","97","0.103106582644308","0.0851927754624334","0.121020389826183","4"
"Rarely","1988","Couple + C. GT 16 ","Male","147","0.139644083909313","0.120138092170294","0.159150075648332","4"
"Rarely","1988","Couple + C. LE and GT 16","Male","45","0.110335131543048","0.0845693065672274","0.136100956518869","4"
"Rarely","1988","Couple + C. GT 16 ","Female","95","0.116464513578303","0.0962148234741273","0.136714203682479","4"
"Rarely","1988","Couple + C. LE and GT 16","Female","46","0.129217936021332","0.100162376170196","0.158273495872468","4"
"Daily","1989","1-pers.-HH","Male","","","","","1"
"Daily","1989","1-pers.-HH","Female","","","","","1"
"Daily","1989","(Married) couple without C. ","Male","","","","","1"
"Daily","1989","(Married) couple without C. ","Female","","","","","1"
"Daily","1989","Single parent ","Male","","","","","1"
"Daily","1989","Single parent ","Female","","","","","1"
"Daily","1989","Couple + C. LE 16 ","Male","","","","","1"
"Daily","1989","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1989","Couple + C. GT 16 ","Male","","","","","1"
"Daily","1989","Couple + C. GT 16 ","Female","","","","","1"
"Daily","1989","Couple + C. LE and GT 16","Male","","","","","1"
"Daily","1989","Couple + C. LE and GT 16","Female","","","","","1"
"Min 1x per month","1989","1-pers.-HH","Female","","","","","3"
"Min 1x per month","1989","(Married) couple without C. ","Male","","","","","3"
"Min 1x per month","1989","1-pers.-HH","Male","","","","","3"
"Min 1x per month","1989","(Married) couple without C. ","Female","","","","","3"
"Min 1x per month","1989","Single parent ","Male","","","","","3"
"Min 1x per month","1989","Single parent ","Female","","","","","3"
"Min 1x per month","1989","Couple + C. LE 16 ","Male","","","","","3"
"Min 1x per month","1989","Couple + C. LE 16 ","Female","","","","","3"
"Min 1x per month","1989","Couple + C. GT 16 ","Male","","","","","3"
"Min 1x per month","1989","Couple + C. GT 16 ","Female","","","","","3"
"Min 1x per month","1989","Couple + C. LE and GT 16","Male","","","","","3"
"Min 1x per month","1989","Couple + C. LE and GT 16","Female","","","","","3"
"Min 1x per week","1989","1-pers.-HH","Male","","","","","2"
"Min 1x per week","1989","1-pers.-HH","Female","","","","","2"
"Min 1x per week","1989","(Married) couple without C. ","Male","","","","","2"
"Min 1x per week","1989","(Married) couple without C. ","Female","","","","","2"
"Min 1x per week","1989","Single parent ","Female","","","","","2"
"Min 1x per week","1989","Single parent ","Male","","","","","2"
"Min 1x per week","1989","Couple + C. LE 16 ","Male","","","","","2"
"Min 1x per week","1989","Couple + C. LE 16 ","Female","","","","","2"
"Min 1x per week","1989","Couple + C. GT 16 ","Male","","","","","2"
"Min 1x per week","1989","Couple + C. GT 16 ","Female","","","","","2"
"Min 1x per week","1989","Couple + C. LE and GT 16","Male","","","","","2"
"Min 1x per week","1989","Couple + C. LE and GT 16","Female","","","","","2"
"Never","1989","1-pers.-HH","Male","","","","","5"
"Never","1989","(Married) couple without C. ","Male","","","","","5"
"Never","1989","(Married) couple without C. ","Female","","","","","5"
"Never","1989","1-pers.-HH","Female","","","","","5"
"Never","1989","Single parent ","Male","","","","","5"
"Never","1989","Single parent ","Female","","","","","5"
"Never","1989","Couple + C. LE 16 ","Male","","","","","5"
"Never","1989","Couple + C. LE 16 ","Female","","","","","5"
"Never","1989","Couple + C. GT 16 ","Male","","","","","5"
"Never","1989","Couple + C. GT 16 ","Female","","","","","5"
"Never","1989","Couple + C. LE and GT 16","Male","","","","","5"
"Never","1989","Couple + C. LE and GT 16","Female","","","","","5"
"Rarely","1989","(Married) couple without C. ","Male","","","","","4"
"Rarely","1989","1-pers.-HH","Male","","","","","4"
"Rarely","1989","(Married) couple without C. ","Female","","","","","4"
"Rarely","1989","1-pers.-HH","Female","","","","","4"
"Rarely","1989","Single parent ","Male","","","","","4"
"Rarely","1989","Couple + C. LE 16 ","Male","","","","","4"
"Rarely","1989","Couple + C. LE 16 ","Female","","","","","4"
"Rarely","1989","Single parent ","Female","","","","","4"
"Rarely","1989","Couple + C. GT 16 ","Male","","","","","4"
"Rarely","1989","Couple + C. LE and GT 16","Male","","","","","4"
"Rarely","1989","Couple + C. LE and GT 16","Female","","","","","4"
"Rarely","1989","Couple + C. GT 16 ","Female","","","","","4"
"Daily","1990","1-pers.-HH","Male","11","","","","1"
"Daily","1990","1-pers.-HH","Female","2","","","","1"
"Daily","1990","(Married) couple without C. ","Male","11","","","","1"
"Daily","1990","(Married) couple without C. ","Female","8","","","","1"
"Daily","1990","Single parent ","Male","7","","","","1"
"Daily","1990","Single parent ","Female","1","","","","1"
"Daily","1990","Couple + C. LE 16 ","Male","15","","","","1"
"Daily","1990","Couple + C. LE 16 ","Female","2","","","","1"
"Daily","1990","Couple + C. GT 16 ","Male","21","","","","1"
"Daily","1990","Couple + C. GT 16 ","Female","9","","","","1"
"Daily","1990","Couple + C. LE and GT 16","Male","2","","","","1"
"Daily","1990","Couple + C. LE and GT 16","Female","3","","","","1"
"Min 1x per month","1990","1-pers.-HH","Female","36","0.0371814206719633","0.0244916323802853","0.0498712089636414","3"
"Min 1x per month","1990","(Married) couple without C. ","Male","152","0.0951004145707565","0.0807843942218507","0.109416434919662","3"
"Min 1x per month","1990","1-pers.-HH","Male","32","0.0590136689962951","0.0386018797219754","0.0794254582706148","3"
"Min 1x per month","1990","(Married) couple without C. ","Female","97","0.0590039266240637","0.0475225703100987","0.0704852829380286","3"
"Min 1x per month","1990","Single parent ","Male","13","","","","3"
"Min 1x per month","1990","Single parent ","Female","18","","","","3"
"Min 1x per month","1990","Couple + C. LE 16 ","Male","204","0.116910703543673","0.101860774046692","0.131960633040655","3"
"Min 1x per month","1990","Couple + C. LE 16 ","Female","142","0.0711011557358103","0.0591623569921568","0.0830399544794638","3"
"Min 1x per month","1990","Couple + C. GT 16 ","Male","157","0.10905840582118","0.0936737978447003","0.124443013797661","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","Male","42","0.0916299006968347","0.0689023419222113","0.114357459471458","3"
"Min 1x per month","1990","Couple + C. GT 16 ","Female","77","0.06744250164558","0.0537037348746268","0.0811812684165332","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","Female","37","0.0799289344176234","0.0578401657284675","0.102017703106779","3"
"Min 1x per week","1990","1-pers.-HH","Male","30","0.0689080440049666","0.0469676531980812","0.0908484348118521","2"
"Min 1x per week","1990","(Married) couple without C. ","Male","124","0.0726049750371444","0.0599416872024637","0.0852682628718251","2"
"Min 1x per week","1990","1-pers.-HH","Female","41","0.0490317039499","0.0345492996305049","0.0635141082692951","2"
"Min 1x per week","1990","(Married) couple without C. ","Female","68","0.0441021285363507","0.0340976523457273","0.0541066047269741","2"
"Min 1x per week","1990","Single parent ","Male","26","","","","2"
"Min 1x per week","1990","Single parent ","Female","21","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","Male","174","0.108542342741094","0.0939724963400087","0.12311218914218","2"
"Min 1x per week","1990","Couple + C. LE 16 ","Female","85","0.0565664814985991","0.04583466288358","0.0672983001136182","2"
"Min 1x per week","1990","Couple + C. GT 16 ","Male","156","0.10719944256272","0.0919306134603726","0.122468271665067","2"
"Min 1x per week","1990","Couple + C. GT 16 ","Female","71","0.0749459787179115","0.0605214769386003","0.0893704804972228","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","Male","46","0.0901559253769827","0.0675936243262166","0.112718226427749","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","Female","25","","","","2"
"Never","1990","1-pers.-HH","Male","381","0.737215492146314","0.699090460202298","0.77534052409033","5"
"Never","1990","(Married) couple without C. ","Male","1132","0.69904856507105","0.676664817948003","0.721432312194097","5"
"Never","1990","1-pers.-HH","Female","722","0.844796608879718","0.820511176522244","0.869082041237191","5"
"Never","1990","(Married) couple without C. ","Female","1311","0.804580518445043","0.785259611132129","0.823901425757958","5"
"Never","1990","Single parent ","Male","160","0.625162201837533","0.563138425134125","0.687185978540941","5"
"Never","1990","Single parent ","Female","337","0.797402200418913","0.758778177806977","0.83602622303085","5"
"Never","1990","Couple + C. LE 16 ","Male","1126","0.616072144220857","0.59329256928448","0.638851719157235","5"
"Never","1990","Couple + C. LE 16 ","Female","1364","0.750520960738473","0.730419087304401","0.770622834172545","5"
