"pli0096_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Full Time","Urban Area","","","",""
"Daily","1985","Full Time","Rural Area","","","",""
"Daily","1985","Part Time","Urban Area","","","",""
"Daily","1985","Part Time","Rural Area","","","",""
"Daily","1985","Not Working","Urban Area","","","",""
"Daily","1985","Not Working","Rural Area","","","",""
"Min 1x per week","1985","Full Time","Urban Area","327","0.102093680909438","0.0926707353678671","0.111516626451008"
"Min 1x per week","1985","Full Time","Rural Area","105","0.119163498983758","0.0987646587055935","0.139562339261922"
"Min 1x per week","1985","Part Time","Urban Area","110","0.0890199047780302","0.0744076090949657","0.103632200461095"
"Min 1x per week","1985","Part Time","Rural Area","34","0.0827763593009817","0.0552525521175743","0.110300166484389"
"Min 1x per week","1985","Not Working","Urban Area","187","0.0604330089429469","0.052238157874798","0.0686278600110957"
"Min 1x per week","1985","Not Working","Rural Area","55","0.0611886318494163","0.0455300878286634","0.0768471758701693"
"Min 1x per month","1985","Full Time","Urban Area","263","0.0795335051156585","0.0711127548090789","0.0879542554222382"
"Min 1x per month","1985","Full Time","Rural Area","101","0.116896737206579","0.0966668648806413","0.137126609532516"
"Min 1x per month","1985","Part Time","Urban Area","69","0.0513354414305119","0.0400118176064284","0.0626590652545953"
"Min 1x per month","1985","Part Time","Rural Area","24","","",""
"Min 1x per month","1985","Not Working","Urban Area","131","0.0430917888566224","0.0361082993814708","0.050075278331774"
"Min 1x per month","1985","Not Working","Rural Area","35","0.0360445346812949","0.0238665609485283","0.0482225084140614"
"Rarely","1985","Full Time","Urban Area","299","0.0855717766510126","0.0768659137932354","0.0942776395087897"
"Rarely","1985","Full Time","Rural Area","98","0.112935213961382","0.093006532675846","0.132863895246918"
"Rarely","1985","Part Time","Urban Area","127","0.0966797337756116","0.0815158989585935","0.11184356859263"
"Rarely","1985","Part Time","Rural Area","31","0.0860427780638689","0.0580311808601169","0.114054375267621"
"Rarely","1985","Not Working","Urban Area","214","0.0666334358345343","0.0580568921495512","0.0752099795195174"
"Rarely","1985","Not Working","Rural Area","80","0.0813163192657271","0.0634597224276242","0.0991729161038299"
"Never","1985","Full Time","Urban Area","3077","0.732801037323891","0.719029508428263","0.74657256621952"
"Never","1985","Full Time","Rural Area","665","0.651004549848281","0.620993022579755","0.681016077116807"
"Never","1985","Part Time","Urban Area","1153","0.762964920015846","0.741143699292599","0.784786140739094"
"Never","1985","Part Time","Rural Area","296","0.764123885133129","0.721716490003683","0.806531280262574"
"Never","1985","Not Working","Urban Area","2716","0.829841766365896","0.816918740615411","0.842764792116382"
"Never","1985","Not Working","Rural Area","730","0.821450514203562","0.796429964836524","0.8464710635706"
"Daily","1986","Full Time","Urban Area","","","",""
"Daily","1986","Full Time","Rural Area","","","",""
"Daily","1986","Part Time","Urban Area","","","",""
"Daily","1986","Part Time","Rural Area","","","",""
"Daily","1986","Not Working","Urban Area","","","",""
"Daily","1986","Not Working","Rural Area","","","",""
"Min 1x per week","1986","Full Time","Urban Area","324","0.10141394267521","0.0918734210015384","0.110954464348882"
"Min 1x per week","1986","Full Time","Rural Area","97","0.114914543144583","0.0948240539315871","0.13500503235758"
"Min 1x per week","1986","Part Time","Urban Area","90","0.0770811053812179","0.0632425154592133","0.0909196953032224"
"Min 1x per week","1986","Part Time","Rural Area","36","0.0820421379561668","0.0548059924916345","0.109278283420699"
"Min 1x per week","1986","Not Working","Urban Area","181","0.0594040832941226","0.0510533718512168","0.0677547947370284"
"Min 1x per week","1986","Not Working","Rural Area","47","0.059708786951163","0.0432792616982388","0.0761383122040872"
"Min 1x per month","1986","Full Time","Urban Area","249","0.076676419485219","0.068267284441872","0.085085554528566"
"Min 1x per month","1986","Full Time","Rural Area","93","0.102513780886323","0.083405772096115","0.121621789676531"
"Min 1x per month","1986","Part Time","Urban Area","87","0.0703080257963103","0.0570430000553681","0.0835730515372526"
"Min 1x per month","1986","Part Time","Rural Area","25","","",""
"Min 1x per month","1986","Not Working","Urban Area","128","0.0446523724524681","0.0373558358183953","0.0519489090865409"
"Min 1x per month","1986","Not Working","Rural Area","37","0.0468645115254089","0.0322099081521093","0.0615191148987085"
"Rarely","1986","Full Time","Urban Area","302","0.0914349834338074","0.0823258376696677","0.100544129197947"
"Rarely","1986","Full Time","Rural Area","106","0.117278766557523","0.0970097865656342","0.137547746549412"
"Rarely","1986","Part Time","Urban Area","122","0.0958178854700868","0.0805461866075581","0.111089584332615"
"Rarely","1986","Part Time","Rural Area","31","0.0818208265100075","0.0546181624981294","0.109023490521886"
"Rarely","1986","Not Working","Urban Area","145","0.0459182860529859","0.038523946258539","0.0533126258474329"
"Rarely","1986","Not Working","Rural Area","61","0.0648523322879925","0.0477766683678179","0.081927996208167"
"Never","1986","Full Time","Urban Area","2971","0.730474654405763","0.716451496232021","0.744497812579506"
"Never","1986","Full Time","Rural Area","672","0.66529290941157","0.635566030359018","0.695019788464123"
"Never","1986","Part Time","Urban Area","1128","0.756792983352385","0.734533621829535","0.779052344875235"
"Never","1986","Part Time","Rural Area","298","0.758350198173684","0.715864387304291","0.800836009043078"
"Never","1986","Not Working","Urban Area","2624","0.850025258200423","0.837411666753172","0.862638849647675"
"Never","1986","Not Working","Rural Area","654","0.828574369235436","0.802442027619954","0.854706710850917"
"Daily","1987","Full Time","Urban Area","","","",""
"Daily","1987","Full Time","Rural Area","","","",""
"Daily","1987","Part Time","Urban Area","","","",""
"Daily","1987","Part Time","Rural Area","","","",""
"Daily","1987","Not Working","Urban Area","","","",""
"Daily","1987","Not Working","Rural Area","","","",""
"Min 1x per week","1987","Full Time","Urban Area","","","",""
"Min 1x per week","1987","Full Time","Rural Area","","","",""
"Min 1x per week","1987","Part Time","Urban Area","","","",""
"Min 1x per week","1987","Part Time","Rural Area","","","",""
"Min 1x per week","1987","Not Working","Urban Area","","","",""
"Min 1x per week","1987","Not Working","Rural Area","","","",""
"Min 1x per month","1987","Full Time","Urban Area","","","",""
"Min 1x per month","1987","Full Time","Rural Area","","","",""
"Min 1x per month","1987","Part Time","Urban Area","","","",""
"Min 1x per month","1987","Part Time","Rural Area","","","",""
"Min 1x per month","1987","Not Working","Urban Area","","","",""
"Min 1x per month","1987","Not Working","Rural Area","","","",""
"Rarely","1987","Full Time","Urban Area","","","",""
"Rarely","1987","Full Time","Rural Area","","","",""
"Rarely","1987","Part Time","Urban Area","","","",""
"Rarely","1987","Part Time","Rural Area","","","",""
"Rarely","1987","Not Working","Urban Area","","","",""
"Rarely","1987","Not Working","Rural Area","","","",""
"Never","1987","Full Time","Urban Area","","","",""
"Never","1987","Full Time","Rural Area","","","",""
"Never","1987","Part Time","Urban Area","","","",""
"Never","1987","Part Time","Rural Area","","","",""
"Never","1987","Not Working","Urban Area","","","",""
"Never","1987","Not Working","Rural Area","","","",""
"Daily","1988","Full Time","Urban Area","","","",""
"Daily","1988","Full Time","Rural Area","","","",""
"Daily","1988","Part Time","Urban Area","","","",""
"Daily","1988","Part Time","Rural Area","","","",""
"Daily","1988","Not Working","Urban Area","","","",""
"Daily","1988","Not Working","Rural Area","","","",""
"Min 1x per week","1988","Full Time","Urban Area","352","0.114126338223136","0.103843418077217","0.124409258369056"
"Min 1x per week","1988","Full Time","Rural Area","83","0.100487904190122","0.0806576565663224","0.120318151813921"
"Min 1x per week","1988","Part Time","Urban Area","97","0.0817226102365293","0.0673831717736572","0.0960620486994014"
"Min 1x per week","1988","Part Time","Rural Area","47","0.105731954762377","0.0764287652174442","0.13503514430731"
"Min 1x per week","1988","Not Working","Urban Area","184","0.0701418964235238","0.0607327123405945","0.0795510805064531"
"Min 1x per week","1988","Not Working","Rural Area","46","0.0651426526029881","0.0467294666958946","0.0835558385100816"
"Min 1x per month","1988","Full Time","Urban Area","239","0.076522175803573","0.0679252234967857","0.0851191281103603"
"Min 1x per month","1988","Full Time","Rural Area","84","0.107456798153324","0.0870300464236313","0.127883549883017"
"Min 1x per month","1988","Part Time","Urban Area","88","0.0648747125420424","0.0519819285022121","0.0777674965818727"
"Min 1x per month","1988","Part Time","Rural Area","31","0.076965052585327","0.0515650497719995","0.102365055398654"
"Min 1x per month","1988","Not Working","Urban Area","116","0.0426024492703168","0.0351616718528033","0.0500432266878303"
"Min 1x per month","1988","Not Working","Rural Area","42","0.0625741568421395","0.0445028520883341","0.0806454615959448"
"Rarely","1988","Full Time","Urban Area","297","0.0940006058062408","0.0845628897553893","0.103438321857092"
"Rarely","1988","Full Time","Rural Area","109","0.144374355497428","0.12119215461739","0.167556556377466"
"Rarely","1988","Part Time","Urban Area","138","0.11285746001796","0.0962945774558817","0.129420342580038"
"Rarely","1988","Part Time","Rural Area","45","0.108942640372562","0.0792513080073328","0.138633972737792"
"Rarely","1988","Not Working","Urban Area","192","0.0687965523412547","0.0594713020283257","0.0781218026541836"
"Rarely","1988","Not Working","Rural Area","61","0.0812008511864073","0.0608203843098562","0.101581318062958"
"Never","1988","Full Time","Urban Area","2785","0.71535088016705","0.70075762731495","0.72994413301915"
"Never","1988","Full Time","Rural Area","607","0.647680942159126","0.616173266490558","0.679188617827694"
"Never","1988","Part Time","Urban Area","1079","0.740545217203469","0.717600605345671","0.763489829061266"
"Never","1988","Part Time","Rural Area","300","0.708360352279734","0.665046350260649","0.751674354298818"
"Never","1988","Not Working","Urban Area","2338","0.818459101964905","0.804257393132207","0.832660810797603"
"Never","1988","Not Working","Rural Area","541","0.791082339368465","0.760748878239157","0.821415800497773"
"Daily","1989","Full Time","Urban Area","","","",""
"Daily","1989","Full Time","Rural Area","","","",""
"Daily","1989","Part Time","Urban Area","","","",""
