"pli0096_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1998","Not Employed","no migration background","252","0.0590162546853732","0.0518637698354304","0.0661687395353161"
"Min 1x per week","1998","Not Employed","direct migration background","24","","",""
"Min 1x per week","1998","Not Employed","indirect migration background","11","","",""
"Min 1x per week","1998","Employed","no migration background","546","0.0797467173323992","0.073421333754453","0.0860721009103453"
"Min 1x per week","1998","Employed","direct migration background","56","0.0477542039078497","0.03653977131292","0.0589686365027795"
"Min 1x per week","1998","Employed","indirect migration background","12","","",""
"Min 1x per month","1998","Not Employed","no migration background","276","0.0667887893028763","0.0592113612285852","0.0743662173771674"
"Min 1x per month","1998","Not Employed","direct migration background","35","0.0418404282361243","0.029461528601048","0.0542193278712007"
"Min 1x per month","1998","Not Employed","indirect migration background","6","","",""
"Min 1x per month","1998","Employed","no migration background","569","0.0832085622890444","0.0767595076723077","0.0896576169057811"
"Min 1x per month","1998","Employed","direct migration background","49","0.0290785959153945","0.020242188692157","0.037915003138632"
"Min 1x per month","1998","Employed","indirect migration background","11","","",""
"Rarely","1998","Not Employed","no migration background","370","0.0941306403882513","0.0852676892449714","0.102993591531531"
"Rarely","1998","Not Employed","direct migration background","45","0.0415144988435024","0.02918181114974","0.0538471865372648"
"Rarely","1998","Not Employed","indirect migration background","12","","",""
"Rarely","1998","Employed","no migration background","822","0.127613096221962","0.119822351695612","0.135403840748312"
"Rarely","1998","Employed","direct migration background","104","0.0846914828805122","0.0700494766108798","0.0993334891501446"
"Rarely","1998","Employed","indirect migration background","42","0.103391766963355","0.0734039509233556","0.133379583003354"
"Never","1998","Not Employed","no migration background","3235","0.772495266244558","0.759771279859763","0.785219252629353"
"Never","1998","Not Employed","direct migration background","899","0.873320413627016","0.85275652778002","0.893884299474011"
"Never","1998","Not Employed","indirect migration background","177","0.83712559030698","0.786823659586545","0.887427521027414"
"Never","1998","Employed","no migration background","5046","0.700009667387559","0.689309700831135","0.710709633943982"
"Never","1998","Employed","direct migration background","1168","0.831100854190182","0.81139761819741","0.850804090182955"
"Never","1998","Employed","indirect migration background","328","0.815840615698058","0.777663766152944","0.854017465243172"
"Daily","1999","Not Employed","no migration background","","","",""
"Daily","1999","Not Employed","direct migration background","","","",""
"Daily","1999","Not Employed","indirect migration background","","","",""
"Daily","1999","Employed","no migration background","","","",""
"Daily","1999","Employed","direct migration background","","","",""
"Daily","1999","Employed","indirect migration background","","","",""
"Min 1x per week","1999","Not Employed","no migration background","270","0.0713224106293201","0.0631567862679755","0.0794880349906648"
"Min 1x per week","1999","Not Employed","direct migration background","24","","",""
"Min 1x per week","1999","Not Employed","indirect migration background","14","","",""
"Min 1x per week","1999","Employed","no migration background","631","0.0917053096616272","0.084963084733511","0.0984475345897434"
"Min 1x per week","1999","Employed","direct migration background","62","0.0575307982329946","0.0449020505579942","0.0701595459079951"
"Min 1x per week","1999","Employed","indirect migration background","23","","",""
"Min 1x per month","1999","Not Employed","no migration background","247","0.0657110788351964","0.0578496080249474","0.0735725496454453"
"Min 1x per month","1999","Not Employed","direct migration background","20","","",""
"Min 1x per month","1999","Not Employed","indirect migration background","6","","",""
"Min 1x per month","1999","Employed","no migration background","606","0.0840971954601553","0.0776137171952008","0.0905806737251098"
"Min 1x per month","1999","Employed","direct migration background","54","0.0444768360321114","0.0332962632012713","0.0556574088629516"
"Min 1x per month","1999","Employed","indirect migration background","15","","",""
"Rarely","1999","Not Employed","no migration background","414","0.11052500246425","0.100576881737083","0.120473123191417"
"Rarely","1999","Not Employed","direct migration background","75","0.0833034075572926","0.0652495077409278","0.101357307373657"
"Rarely","1999","Not Employed","indirect migration background","24","","",""
"Rarely","1999","Employed","no migration background","1130","0.16874439557341","0.159995069939542","0.177493721207278"
"Rarely","1999","Employed","direct migration background","147","0.117677114624107","0.100201346240448","0.135152883007766"
"Rarely","1999","Employed","indirect migration background","60","0.15847502259473","0.123382439065651","0.193567606123808"
"Never","1999","Not Employed","no migration background","2885","0.752441508071234","0.738747858973514","0.766135157168953"
"Never","1999","Not Employed","direct migration background","781","0.845302091789796","0.82167691708184","0.868927266497752"
"Never","1999","Not Employed","indirect migration background","148","0.795327336659424","0.738258324890713","0.852396348428136"
"Never","1999","Employed","no migration background","4672","0.655453099304808","0.644351447728846","0.66655475088077"
"Never","1999","Employed","direct migration background","1043","0.780315251110787","0.757860331522312","0.802770170699261"
"Never","1999","Employed","indirect migration background","318","0.722762766304833","0.679747254971526","0.76577827763814"
"Daily","2000","Not Employed","no migration background","","","",""
"Daily","2000","Not Employed","direct migration background","","","",""
"Daily","2000","Not Employed","indirect migration background","","","",""
"Daily","2000","Employed","no migration background","","","",""
"Daily","2000","Employed","direct migration background","","","",""
"Daily","2000","Employed","indirect migration background","","","",""
"Min 1x per week","2000","Not Employed","no migration background","","","",""
"Min 1x per week","2000","Not Employed","direct migration background","","","",""
"Min 1x per week","2000","Not Employed","indirect migration background","","","",""
"Min 1x per week","2000","Employed","no migration background","","","",""
"Min 1x per week","2000","Employed","direct migration background","","","",""
"Min 1x per week","2000","Employed","indirect migration background","","","",""
"Min 1x per month","2000","Not Employed","no migration background","","","",""
"Min 1x per month","2000","Not Employed","direct migration background","","","",""
"Min 1x per month","2000","Not Employed","indirect migration background","","","",""
"Min 1x per month","2000","Employed","no migration background","","","",""
"Min 1x per month","2000","Employed","direct migration background","","","",""
"Min 1x per month","2000","Employed","indirect migration background","","","",""
"Rarely","2000","Not Employed","no migration background","","","",""
"Rarely","2000","Not Employed","direct migration background","","","",""
"Rarely","2000","Not Employed","indirect migration background","","","",""
"Rarely","2000","Employed","no migration background","","","",""
"Rarely","2000","Employed","direct migration background","","","",""
"Rarely","2000","Employed","indirect migration background","","","",""
"Never","2000","Not Employed","no migration background","","","",""
"Never","2000","Not Employed","direct migration background","","","",""
"Never","2000","Not Employed","indirect migration background","","","",""
"Never","2000","Employed","no migration background","","","",""
"Never","2000","Employed","direct migration background","","","",""
"Never","2000","Employed","indirect migration background","","","",""
"Daily","2001","Not Employed","no migration background","","","",""
"Daily","2001","Not Employed","direct migration background","","","",""
"Daily","2001","Not Employed","indirect migration background","","","",""
"Daily","2001","Employed","no migration background","","","",""
"Daily","2001","Employed","direct migration background","","","",""
"Daily","2001","Employed","indirect migration background","","","",""
"Min 1x per week","2001","Not Employed","no migration background","493","0.0714767268208513","0.0652854055248294","0.0776680481168731"
"Min 1x per week","2001","Not Employed","direct migration background","41","0.0401464491126769","0.0287261831667702","0.0515667150585836"
"Min 1x per week","2001","Not Employed","indirect migration background","14","","",""
"Min 1x per week","2001","Employed","no migration background","1099","0.0977380940209459","0.0923063716572242","0.103169816384668"
"Min 1x per week","2001","Employed","direct migration background","69","0.0375591913088447","0.0287291799471728","0.0463892026705166"
"Min 1x per week","2001","Employed","indirect migration background","36","0.0680647492147315","0.0468025735222425","0.0893269249072206"
"Min 1x per month","2001","Not Employed","no migration background","462","0.0697241054966022","0.0636033930514415","0.075844817941763"
"Min 1x per month","2001","Not Employed","direct migration background","40","0.0456051508104874","0.0334678769366898","0.057742424684285"
"Min 1x per month","2001","Not Employed","indirect migration background","4","","",""
"Min 1x per month","2001","Employed","no migration background","1060","0.0893775991583148","0.0841593738498849","0.0945958244667448"
"Min 1x per month","2001","Employed","direct migration background","69","0.0412187232177688","0.031986141271277","0.0504513051642606"
"Min 1x per month","2001","Employed","indirect migration background","15","","",""
"Rarely","2001","Not Employed","no migration background","673","0.0983638066512783","0.0912066924136323","0.105520920888924"
"Rarely","2001","Not Employed","direct migration background","69","0.0562741015269052","0.0428672320325211","0.0696809710212893"
"Rarely","2001","Not Employed","indirect migration background","17","","",""
"Rarely","2001","Employed","no migration background","1690","0.146502204725578","0.140034315074348","0.152970094376808"
"Rarely","2001","Employed","direct migration background","147","0.0862755229956175","0.0732358241584506","0.0993152218327844"
"Rarely","2001","Employed","indirect migration background","60","0.115099603645201","0.0881571082506661","0.142042099039736"
"Never","2001","Not Employed","no migration background","5023","0.760435361031268","0.750177728753787","0.77069299330875"
"Never","2001","Not Employed","direct migration background","985","0.85797429854993","0.837666129455558","0.878282467644303"
"Never","2001","Not Employed","indirect migration background","198","0.820511174989695","0.77123566952455","0.869786680454839"
"Never","2001","Employed","no migration background","7633","0.666382102095161","0.657757766402239","0.675006437788083"
"Never","2001","Employed","direct migration background","1496","0.834946562477769","0.81770574879154","0.852187376163998"
"Never","2001","Employed","indirect migration background","428","0.78844116359672","0.753962221000033","0.822920106193408"
"Daily","2002","Not Employed","no migration background","","","",""
"Daily","2002","Not Employed","direct migration background","","","",""
"Daily","2002","Not Employed","indirect migration background","","","",""
"Daily","2002","Employed","no migration background","","","",""
"Daily","2002","Employed","direct migration background","","","",""
"Daily","2002","Employed","indirect migration background","","","",""
"Min 1x per week","2002","Not Employed","no migration background","","","",""
"Min 1x per week","2002","Not Employed","direct migration background","","","",""
"Min 1x per week","2002","Not Employed","indirect migration background","","","",""
"Min 1x per week","2002","Employed","no migration background","","","",""
"Min 1x per week","2002","Employed","direct migration background","","","",""
"Min 1x per week","2002","Employed","indirect migration background","","","",""
"Min 1x per month","2002","Not Employed","no migration background","","","",""
"Min 1x per month","2002","Not Employed","direct migration background","","","",""
"Min 1x per month","2002","Not Employed","indirect migration background","","","",""
"Min 1x per month","2002","Employed","no migration background","","","",""
"Min 1x per month","2002","Employed","direct migration background","","","",""
"Min 1x per month","2002","Employed","indirect migration background","","","",""
"Rarely","2002","Not Employed","no migration background","","","",""
"Rarely","2002","Not Employed","direct migration background","","","",""
"Rarely","2002","Not Employed","indirect migration background","","","",""
"Rarely","2002","Employed","no migration background","","","",""
"Rarely","2002","Employed","direct migration background","","","",""
"Rarely","2002","Employed","indirect migration background","","","",""
"Never","2002","Not Employed","no migration background","","","",""
"Never","2002","Not Employed","direct migration background","","","",""
"Never","2002","Not Employed","indirect migration background","","","",""
"Never","2002","Employed","no migration background","","","",""
"Never","2002","Employed","direct migration background","","","",""
"Never","2002","Employed","indirect migration background","","","",""
"Daily","2003","Not Employed","no migration background","79","0.0109692800055525","0.00850197070651639","0.0134365893045886"
"Daily","2003","Not Employed","direct migration background","7","","",""
"Daily","2003","Not Employed","indirect migration background","5","","",""
"Daily","2003","Employed","no migration background","172","0.0131859269366858","0.0111378907729892","0.0152339631003823"
"Daily","2003","Employed","direct migration background","4","","",""
"Daily","2003","Employed","indirect migration background","3","","",""
"Min 1x per week","2003","Not Employed","no migration background","507","0.0674065433598724","0.0614673583502778","0.073345728369467"
"Min 1x per week","2003","Not Employed","direct migration background","38","0.0428161236893551","0.0305828812847805","0.0550493660939297"
"Min 1x per week","2003","Not Employed","indirect migration background","12","","",""
"Min 1x per week","2003","Employed","no migration background","1094","0.0867921204872841","0.0817374878650821","0.0918467531094862"
"Min 1x per week","2003","Employed","direct migration background","68","0.0482736958179889","0.0376644045442609","0.058882987091717"
"Min 1x per week","2003","Employed","indirect migration background","37","0.0581810777303406","0.038400838496717","0.0779613169639642"
"Min 1x per month","2003","Not Employed","no migration background","456","0.0631832906702304","0.0574201651551235","0.0689464161853373"
"Min 1x per month","2003","Not Employed","direct migration background","29","","",""
"Min 1x per month","2003","Not Employed","indirect migration background","7","","",""
"Min 1x per month","2003","Employed","no migration background","1075","0.0869366054396574","0.0818781674948713","0.0919950433844436"
"Min 1x per month","2003","Employed","direct migration background","49","0.0259400386937397","0.0180722403954859","0.0338078369919934"
"Min 1x per month","2003","Employed","indirect migration background","12","","",""
"Rarely","2003","Not Employed","no migration background","623","0.0895834479108914","0.0828185133029444","0.0963483825188384"
"Rarely","2003","Not Employed","direct migration background","38","0.0310600415158802","0.0205769429258614","0.0415431401058989"
"Rarely","2003","Not Employed","indirect migration background","15","","",""
"Rarely","2003","Employed","no migration background","1542","0.123785496838876","0.117872539820456","0.129698453857296"
"Rarely","2003","Employed","direct migration background","111","0.0801302458601537","0.0666921891633879","0.0935683025569195"
"Rarely","2003","Employed","indirect migration background","39","0.0917229181728735","0.0673332965454978","0.116112539800249"
"Never","2003","Not Employed","no migration background","5181","0.768857438053453","0.758871416133909","0.778843459972997"
"Never","2003","Not Employed","direct migration background","940","0.884582216912688","0.865273843581261","0.903890590244115"
"Never","2003","Not Employed","indirect migration background","208","0.841902915849297","0.796404890191037","0.887400941507557"
"Never","2003","Employed","no migration background","8034","0.689299850297497","0.680991028498066","0.697608672096927"
"Never","2003","Employed","direct migration background","1336","0.841428742327023","0.823348844631985","0.85950864002206"
"Never","2003","Employed","indirect migration background","447","0.828543735613416","0.796695061950477","0.860392409276356"
"Daily","2004","Not Employed","no migration background","","","",""
"Daily","2004","Not Employed","direct migration background","","","",""
"Daily","2004","Not Employed","indirect migration background","","","",""
"Daily","2004","Employed","no migration background","","","",""
"Daily","2004","Employed","direct migration background","","","",""
"Daily","2004","Employed","indirect migration background","","","",""
"Min 1x per week","2004","Not Employed","no migration background","","","",""
"Min 1x per week","2004","Not Employed","direct migration background","","","",""
"Min 1x per week","2004","Not Employed","indirect migration background","","","",""
"Min 1x per week","2004","Employed","no migration background","","","",""
"Min 1x per week","2004","Employed","direct migration background","","","",""
"Min 1x per week","2004","Employed","indirect migration background","","","",""
"Min 1x per month","2004","Not Employed","no migration background","","","",""
"Min 1x per month","2004","Not Employed","direct migration background","","","",""
"Min 1x per month","2004","Not Employed","indirect migration background","","","",""
"Min 1x per month","2004","Employed","no migration background","","","",""
"Min 1x per month","2004","Employed","direct migration background","","","",""
"Min 1x per month","2004","Employed","indirect migration background","","","",""
"Rarely","2004","Not Employed","no migration background","","","",""
"Rarely","2004","Not Employed","direct migration background","","","",""
"Rarely","2004","Not Employed","indirect migration background","","","",""
"Rarely","2004","Employed","no migration background","","","",""
"Rarely","2004","Employed","direct migration background","","","",""
"Rarely","2004","Employed","indirect migration background","","","",""
"Never","2004","Not Employed","no migration background","","","",""
"Never","2004","Not Employed","direct migration background","","","",""
"Never","2004","Not Employed","indirect migration background","","","",""
"Never","2004","Employed","no migration background","","","",""
"Never","2004","Employed","direct migration background","","","",""
"Never","2004","Employed","indirect migration background","","","",""
"Daily","2005","Not Employed","no migration background","","","",""
"Daily","2005","Not Employed","direct migration background","","","",""
"Daily","2005","Not Employed","indirect migration background","","","",""
"Daily","2005","Employed","no migration background","","","",""
"Daily","2005","Employed","direct migration background","","","",""
"Daily","2005","Employed","indirect migration background","","","",""
"Min 1x per week","2005","Not Employed","no migration background","612","0.0869679103300287","0.0801510194351751","0.0937848012248823"
"Min 1x per week","2005","Not Employed","direct migration background","49","0.0602441735827858","0.0455627710251697","0.0749255761404019"
"Min 1x per week","2005","Not Employed","indirect migration background","17","","",""
"Min 1x per week","2005","Employed","no migration background","1114","0.0984678252765256","0.0928765185801899","0.104059131972861"
"Min 1x per week","2005","Employed","direct migration background","70","0.0540555388251817","0.0420595877730645","0.066051489877299"
"Min 1x per week","2005","Employed","indirect migration background","42","0.0676697826561814","0.046620529141138","0.0887190361712248"
"Min 1x per month","2005","Not Employed","no migration background","555","0.078822384181229","0.0723036949605097","0.0853410734019483"
"Min 1x per month","2005","Not Employed","direct migration background","30","0.0326062786712815","0.0216476866695427","0.0435648706730203"
"Min 1x per month","2005","Not Employed","indirect migration background","6","","",""
"Min 1x per month","2005","Employed","no migration background","1179","0.100929437278331","0.0952764066112246","0.106582467945437"
"Min 1x per month","2005","Employed","direct migration background","71","0.0508796567872262","0.0392219133571167","0.0625374002173356"
"Min 1x per month","2005","Employed","indirect migration background","17","","",""
"Rarely","2005","Not Employed","no migration background","760","0.108551671379971","0.101026261665262","0.11607708109468"
"Rarely","2005","Not Employed","direct migration background","59","0.0522936756481796","0.0385575586361454","0.0660297926602139"
"Rarely","2005","Not Employed","indirect migration background","26","","",""
"Rarely","2005","Employed","no migration background","1889","0.17190489097017","0.16482445902578","0.178985322914559"
"Rarely","2005","Employed","direct migration background","135","0.113921851667427","0.0970671412121609","0.130776562122694"
"Rarely","2005","Employed","indirect migration background","83","0.159998989281933","0.129276744028759","0.190721234535108"
"Never","2005","Not Employed","no migration background","4637","0.725658034108771","0.714864195205584","0.736451873011959"
"Never","2005","Not Employed","direct migration background","871","0.854855872097753","0.83312142019537","0.876590324000136"
"Never","2005","Not Employed","indirect migration background","233","0.818287503176699","0.773281660870548","0.86329334548285"
"Never","2005","Employed","no migration background","6726","0.628697846474974","0.619630916809544","0.637764776140405"
"Never","2005","Employed","direct migration background","1089","0.781142952720165","0.759208475265952","0.803077430174378"
"Never","2005","Employed","indirect migration background","405","0.720995009776995","0.68340897227064","0.75858104728335"
"Daily","2006","Not Employed","no migration background","","","",""
"Daily","2006","Not Employed","direct migration background","","","",""
"Daily","2006","Not Employed","indirect migration background","","","",""
"Daily","2006","Employed","no migration background","","","",""
"Daily","2006","Employed","direct migration background","","","",""
"Daily","2006","Employed","indirect migration background","","","",""
"Min 1x per week","2006","Not Employed","no migration background","","","",""
"Min 1x per week","2006","Not Employed","direct migration background","","","",""
"Min 1x per week","2006","Not Employed","indirect migration background","","","",""
"Min 1x per week","2006","Employed","no migration background","","","",""
"Min 1x per week","2006","Employed","direct migration background","","","",""
"Min 1x per week","2006","Employed","indirect migration background","","","",""
"Min 1x per month","2006","Not Employed","no migration background","","","",""
"Min 1x per month","2006","Not Employed","direct migration background","","","",""
"Min 1x per month","2006","Not Employed","indirect migration background","","","",""
"Min 1x per month","2006","Employed","no migration background","","","",""
"Min 1x per month","2006","Employed","direct migration background","","","",""
"Min 1x per month","2006","Employed","indirect migration background","","","",""
"Rarely","2006","Not Employed","no migration background","","","",""
"Rarely","2006","Not Employed","direct migration background","","","",""
"Rarely","2006","Not Employed","indirect migration background","","","",""
"Rarely","2006","Employed","no migration background","","","",""
"Rarely","2006","Employed","direct migration background","","","",""
"Rarely","2006","Employed","indirect migration background","","","",""
"Never","2006","Not Employed","no migration background","","","",""
"Never","2006","Not Employed","direct migration background","","","",""
"Never","2006","Not Employed","indirect migration background","","","",""
"Never","2006","Employed","no migration background","","","",""
"Never","2006","Employed","direct migration background","","","",""
"Never","2006","Employed","indirect migration background","","","",""
"Daily","2007","Not Employed","no migration background","","","",""
"Daily","2007","Not Employed","direct migration background","","","",""
"Daily","2007","Not Employed","indirect migration background","","","",""
"Daily","2007","Employed","no migration background","","","",""
"Daily","2007","Employed","direct migration background","","","",""
"Daily","2007","Employed","indirect migration background","","","",""
"Min 1x per week","2007","Not Employed","no migration background","667","0.0858547336654647","0.0792039468042275","0.0925055205267018"
"Min 1x per week","2007","Not Employed","direct migration background","39","0.0409673975950762","0.0278264026344599","0.0541083925556925"
"Min 1x per week","2007","Not Employed","indirect migration background","16","","",""
"Min 1x per week","2007","Employed","no migration background","1175","0.108081943519233","0.102212416442642","0.113951470595823"
"Min 1x per week","2007","Employed","direct migration background","77","0.0565106145259328","0.0436221827476782","0.0693990463041873"
"Min 1x per week","2007","Employed","indirect migration background","45","0.0620519805640175","0.0418532060508654","0.0822507550771697"
"Min 1x per month","2007","Not Employed","no migration background","565","0.0778843954892497","0.0715222849202897","0.0842465060582096"
"Min 1x per month","2007","Not Employed","direct migration background","30","0.0394740036452162","0.0265647086587268","0.0523832986317056"
"Min 1x per month","2007","Not Employed","indirect migration background","10","","",""
"Min 1x per month","2007","Employed","no migration background","1085","0.0902046862637642","0.0847890379061934","0.0956203346213349"
"Min 1x per month","2007","Employed","direct migration background","50","0.039108198749288","0.0282879385778988","0.0499284589206772"
"Min 1x per month","2007","Employed","indirect migration background","21","","",""
"Rarely","2007","Not Employed","no migration background","688","0.100466060803812","0.0933292897619891","0.107602831845634"
"Rarely","2007","Not Employed","direct migration background","58","0.0624116600841373","0.0463743568547994","0.0784489633134752"
"Rarely","2007","Not Employed","indirect migration background","25","","",""
"Rarely","2007","Employed","no migration background","1642","0.15346613491964","0.14665228591187","0.16027998392741"
"Rarely","2007","Employed","direct migration background","99","0.083713720986463","0.0682547540794392","0.0991726878934869"
"Rarely","2007","Employed","indirect migration background","71","0.180756926457816","0.148537954789438","0.212975898126194"
"Never","2007","Not Employed","no migration background","4896","0.735794810041474","0.725327566416464","0.746262053666484"
"Never","2007","Not Employed","direct migration background","747","0.85714693867557","0.833948177726651","0.880345699624489"
"Never","2007","Not Employed","indirect migration background","181","0.828276413551282","0.779746812533503","0.876806014569061"
"Never","2007","Employed","no migration background","6847","0.648247235297363","0.6392200333953","0.657274437199426"
"Never","2007","Employed","direct migration background","1007","0.820667465738316","0.799254357907304","0.842080573569328"
"Never","2007","Employed","indirect migration background","411","0.722832902537979","0.685357387934783","0.760308417141175"
"Daily","2008","Not Employed","no migration background","89","0.0108680178749873","0.00833792266580441","0.0133981130841702"
"Daily","2008","Not Employed","direct migration background","7","","",""
"Daily","2008","Not Employed","indirect migration background","2","","",""
"Daily","2008","Employed","no migration background","147","0.0124767590750809","0.0103258918301025","0.0146276263200593"
"Daily","2008","Employed","direct migration background","12","","",""
"Daily","2008","Employed","indirect migration background","6","","",""
"Min 1x per week","2008","Not Employed","no migration background","567","0.0832460988043958","0.0765048105383691","0.0899873870704226"
"Min 1x per week","2008","Not Employed","direct migration background","30","0.0267877499853024","0.0155991692658456","0.0379763307047593"
"Min 1x per week","2008","Not Employed","indirect migration background","14","","",""
"Min 1x per week","2008","Employed","no migration background","997","0.0949535529154165","0.0892731375649332","0.1006339682659"
"Min 1x per week","2008","Employed","direct migration background","49","0.0388731632460882","0.0274815345603012","0.0502647919318752"
"Min 1x per week","2008","Employed","indirect migration background","43","0.0808210953788443","0.0583069075989092","0.103335283158779"
"Min 1x per month","2008","Not Employed","no migration background","467","0.0705295768209965","0.0642816203325375","0.0767775333094555"
"Min 1x per month","2008","Not Employed","direct migration background","25","","",""
"Min 1x per month","2008","Not Employed","indirect migration background","10","","",""
"Min 1x per month","2008","Employed","no migration background","961","0.0860856381348331","0.0806505429867874","0.0915207332828787"
"Min 1x per month","2008","Employed","direct migration background","49","0.0415432214875564","0.0297832334581603","0.0533032095169524"
"Min 1x per month","2008","Employed","indirect migration background","20","","",""
"Rarely","2008","Not Employed","no migration background","576","0.0878227571856303","0.080915943824652","0.0947295705466087"
"Rarely","2008","Not Employed","direct migration background","51","0.0654328572614601","0.0482969819197445","0.0825687326031757"
"Rarely","2008","Not Employed","indirect migration background","15","","",""
"Rarely","2008","Employed","no migration background","1313","0.121848295119656","0.115509838073439","0.128186752165874"
"Rarely","2008","Employed","direct migration background","87","0.0725483758991175","0.0572611033715004","0.0878356484267346"
"Rarely","2008","Employed","indirect migration background","55","0.131811049731216","0.103867798846634","0.159754300615797"
"Never","2008","Not Employed","no migration background","4752","0.74753354931399","0.736932429287919","0.758134669340061"
"Never","2008","Not Employed","direct migration background","687","0.871705828150164","0.848532333274736","0.894879323025593"
"Never","2008","Not Employed","indirect migration background","166","0.779363402000771","0.722873385899739","0.835853418101803"
"Never","2008","Employed","no migration background","6813","0.684635754755013","0.6756319708459","0.693639538664127"
"Never","2008","Employed","direct migration background","909","0.834751199245875","0.812862587820842","0.856639810670908"
"Never","2008","Employed","indirect migration background","439","0.754087063832361","0.718516125100928","0.789658002563795"
"Daily","2009","Not Employed","no migration background","","","",""
"Daily","2009","Not Employed","direct migration background","","","",""
"Daily","2009","Not Employed","indirect migration background","","","",""
"Daily","2009","Employed","no migration background","","","",""
"Daily","2009","Employed","direct migration background","","","",""
"Daily","2009","Employed","indirect migration background","","","",""
"Min 1x per week","2009","Not Employed","no migration background","578","0.089727162640528","0.0824599800198635","0.0969943452611924"
"Min 1x per week","2009","Not Employed","direct migration background","24","","",""
"Min 1x per week","2009","Not Employed","indirect migration background","15","","",""
"Min 1x per week","2009","Employed","no migration background","1105","0.11120278816547","0.104941913085444","0.117463663245496"
"Min 1x per week","2009","Employed","direct migration background","52","0.0443298608364191","0.0314235238248026","0.0572361978480356"
"Min 1x per week","2009","Employed","indirect migration background","31","0.0656948917885401","0.0443185491220398","0.0870712344550404"
"Min 1x per month","2009","Not Employed","no migration background","420","0.0631369257037285","0.056952518300503","0.0693213331069539"
"Min 1x per month","2009","Not Employed","direct migration background","21","","",""
"Min 1x per month","2009","Not Employed","indirect migration background","11","","",""
"Min 1x per month","2009","Employed","no migration background","1014","0.0971475007437168","0.0912495644520411","0.103045437035392"
"Min 1x per month","2009","Employed","direct migration background","51","0.0539281236758904","0.0397646255159125","0.0680916218358683"
"Min 1x per month","2009","Employed","indirect migration background","34","0.0481385568074678","0.0296689929165002","0.0666081206984355"
"Rarely","2009","Not Employed","no migration background","594","0.100858611929299","0.0932010802394934","0.108516143619105"
"Rarely","2009","Not Employed","direct migration background","43","0.0494199717718494","0.0330811651654832","0.0657587783782157"
"Rarely","2009","Not Employed","indirect migration background","18","","",""
"Rarely","2009","Employed","no migration background","1416","0.15048176650873","0.143361370445494","0.157602162571967"
"Rarely","2009","Employed","direct migration background","94","0.103636103305336","0.0845244382838006","0.122747768326872"
"Rarely","2009","Employed","indirect migration background","72","0.179188023751835","0.146097810020345","0.212278237483324"
"Never","2009","Not Employed","no migration background","4349","0.746277299726445","0.735212384448937","0.757342215003952"
"Never","2009","Not Employed","direct migration background","588","0.899719892275768","0.877076796671664","0.922362987879871"
"Never","2009","Not Employed","indirect migration background","149","0.742596403733339","0.680915154276205","0.804277653190473"
"Never","2009","Employed","no migration background","6151","0.641167944582083","0.631615657287657","0.650720231876509"
"Never","2009","Employed","direct migration background","780","0.798105912182354","0.772935352418224","0.823276471946484"
"Never","2009","Employed","indirect migration background","379","0.706978527652158","0.667707155570213","0.746249899734102"
"Daily","2010","Not Employed","no migration background","","","",""
"Daily","2010","Not Employed","direct migration background","","","",""
"Daily","2010","Not Employed","indirect migration background","","","",""
"Daily","2010","Employed","no migration background","","","",""
"Daily","2010","Employed","direct migration background","","","",""
"Daily","2010","Employed","indirect migration background","","","",""
"Min 1x per week","2010","Not Employed","no migration background","","","",""
"Min 1x per week","2010","Not Employed","direct migration background","","","",""
"Min 1x per week","2010","Not Employed","indirect migration background","","","",""
"Min 1x per week","2010","Employed","no migration background","","","",""
"Min 1x per week","2010","Employed","direct migration background","","","",""
"Min 1x per week","2010","Employed","indirect migration background","","","",""
"Min 1x per month","2010","Not Employed","no migration background","","","",""
"Min 1x per month","2010","Not Employed","direct migration background","","","",""
"Min 1x per month","2010","Not Employed","indirect migration background","","","",""
"Min 1x per month","2010","Employed","no migration background","","","",""
"Min 1x per month","2010","Employed","direct migration background","","","",""
"Min 1x per month","2010","Employed","indirect migration background","","","",""
"Rarely","2010","Not Employed","no migration background","","","",""
"Rarely","2010","Not Employed","direct migration background","","","",""
"Rarely","2010","Not Employed","indirect migration background","","","",""
"Rarely","2010","Employed","no migration background","","","",""
"Rarely","2010","Employed","direct migration background","","","",""
"Rarely","2010","Employed","indirect migration background","","","",""
"Never","2010","Not Employed","no migration background","","","",""
"Never","2010","Not Employed","direct migration background","","","",""
"Never","2010","Not Employed","indirect migration background","","","",""
"Never","2010","Employed","no migration background","","","",""
"Never","2010","Employed","direct migration background","","","",""
"Never","2010","Employed","indirect migration background","","","",""
"Daily","2011","Not Employed","no migration background","","","",""
"Daily","2011","Not Employed","direct migration background","","","",""
"Daily","2011","Not Employed","indirect migration background","","","",""
"Daily","2011","Employed","no migration background","","","",""
"Daily","2011","Employed","direct migration background","","","",""
"Daily","2011","Employed","indirect migration background","","","",""
"Min 1x per week","2011","Not Employed","no migration background","925","0.102773400635478","0.0962849908467819","0.109261810424174"
"Min 1x per week","2011","Not Employed","direct migration background","51","0.0406102219914301","0.0298927808189646","0.0513276631638957"
"Min 1x per week","2011","Not Employed","indirect migration background","28","","",""
"Min 1x per week","2011","Employed","no migration background","1958","0.120786483310448","0.115644608785107","0.125928357835789"
