"pli0096_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","1996","16-34 y.","Urban Area","2409","0.712082317955338","0.696408831912042","0.727755803998633","5"
"Never","1996","16-34 y.","Rural Area","1112","0.670655252502572","0.647355911484117","0.693954593521027","5"
"Never","1996","35-65 y.","Urban Area","3137","0.683147186961495","0.669375132100647","0.696919241822343","5"
"Never","1996","35-65 y.","Rural Area","1580","0.640791481522244","0.621393978046073","0.660188984998415","5"
"Never","1996","66 and older","Urban Area","892","0.834597596967261","0.812199038449648","0.856996155484873","5"
"Never","1996","66 and older","Rural Area","403","0.792472975592602","0.756962311994113","0.82798363919109","5"
"Rarely","1996","16-34 y.","Rural Area","257","0.192913253217135","0.173351411418328","0.212475095015942","4"
"Rarely","1996","16-34 y.","Urban Area","432","0.146585259926439","0.134342155534237","0.158828364318641","4"
"Rarely","1996","35-65 y.","Urban Area","609","0.1546246868088","0.143922389402163","0.165326984215438","4"
"Rarely","1996","35-65 y.","Rural Area","388","0.186072771372578","0.1703384374924","0.201807105252756","4"
"Rarely","1996","66 and older","Urban Area","64","0.0565117575173872","0.042591468554089","0.0704320464806854","4"
"Rarely","1996","66 and older","Rural Area","40","0.0920904871457766","0.0667708255727022","0.117410148718851","4"
"Daily","1997","16-34 y.","Urban Area","","","","","1"
"Daily","1997","16-34 y.","Rural Area","","","","","1"
"Daily","1997","35-65 y.","Urban Area","","","","","1"
"Daily","1997","66 and older","Urban Area","","","","","1"
"Daily","1997","35-65 y.","Rural Area","","","","","1"
"Daily","1997","66 and older","Rural Area","","","","","1"
"Min 1x per month","1997","16-34 y.","Urban Area","146","0.0604795518413998","0.0520950997156334","0.0688640039671661","3"
"Min 1x per month","1997","16-34 y.","Rural Area","80","0.0561300172485088","0.0445243655124073","0.0677356689846104","3"
"Min 1x per month","1997","35-65 y.","Urban Area","304","0.0800090414708691","0.0719083674268891","0.0881097155148492","3"
"Min 1x per month","1997","66 and older","Urban Area","63","0.0677909816649677","0.0527001873378362","0.0828817759920992","3"
"Min 1x per month","1997","35-65 y.","Rural Area","217","0.0990816342456159","0.0869162907807274","0.111246977710504","3"
"Min 1x per month","1997","66 and older","Rural Area","36","0.0794037704553098","0.0557996413539432","0.103007899556676","3"
"Min 1x per week","1997","16-34 y.","Urban Area","214","0.0781649498392035","0.0687232557761407","0.0876066439022663","2"
"Min 1x per week","1997","35-65 y.","Urban Area","346","0.090081493968601","0.0815332111362455","0.0986297768009565","2"
"Min 1x per week","1997","16-34 y.","Rural Area","82","0.0576186714032226","0.045869403265623","0.0693679395408222","2"
"Min 1x per week","1997","66 and older","Urban Area","52","0.051404893388571","0.0381489036245964","0.0646608831525456","2"
"Min 1x per week","1997","35-65 y.","Rural Area","176","0.0835951137566909","0.0723252356512153","0.0948649918621664","2"
"Min 1x per week","1997","66 and older","Rural Area","26","","","","2"
"Never","1997","16-34 y.","Urban Area","2330","0.712876181272583","0.696962928856632","0.728789433688533","5"
"Never","1997","16-34 y.","Rural Area","1106","0.707291999950295","0.684349933783063","0.730234066117527","5"
"Never","1997","35-65 y.","Urban Area","3145","0.701254120927629","0.687587897432306","0.714920344422951","5"
"Never","1997","35-65 y.","Rural Area","1613","0.674889536519895","0.655816629342721","0.693962443697069","5"
"Never","1997","66 and older","Urban Area","891","0.829642042397759","0.80707388630153","0.852210198493987","5"
"Never","1997","66 and older","Rural Area","405","0.797925022423769","0.762868394867975","0.832981649979563","5"
"Rarely","1997","16-34 y.","Urban Area","415","0.148479317046814","0.135972469097226","0.160986164996402","4"
"Rarely","1997","16-34 y.","Rural Area","243","0.178959311397974","0.159631826218411","0.198286796577537","4"
"Rarely","1997","35-65 y.","Urban Area","514","0.128655343632901","0.118658365443031","0.138652321822771","4"
"Rarely","1997","35-65 y.","Rural Area","311","0.142433715477798","0.128203046226741","0.156664384728856","4"
"Rarely","1997","66 and older","Urban Area","60","0.0511620825487028","0.0379357447130501","0.0643884203843555","4"
"Rarely","1997","66 and older","Rural Area","37","0.0779713390999986","0.0545628959890644","0.101379782210933","4"
"Daily","1998","16-34 y.","Urban Area","15","","","","1"
"Daily","1998","16-34 y.","Rural Area","11","","","","1"
"Daily","1998","35-65 y.","Urban Area","52","0.01066816667384","0.00777298423943475","0.0135633491082453","1"
"Daily","1998","35-65 y.","Rural Area","25","","","","1"
"Daily","1998","66 and older","Urban Area","8","","","","1"
"Daily","1998","66 and older","Rural Area","7","","","","1"
"Min 1x per month","1998","16-34 y.","Urban Area","153","0.0534904784820467","0.045766518305881","0.0612144386582124","3"
"Min 1x per month","1998","35-65 y.","Urban Area","355","0.073783249729767","0.0664161719939176","0.0811503274656163","3"
"Min 1x per month","1998","16-34 y.","Rural Area","90","0.0571624121160827","0.0458013318944163","0.0685234923377492","3"
"Min 1x per month","1998","35-65 y.","Rural Area","239","0.0927946364116393","0.0817498462553746","0.103839426567904","3"
"Min 1x per month","1998","66 and older","Urban Area","66","0.0576951056808777","0.0448155631970429","0.0705746481647124","3"
"Min 1x per month","1998","66 and older","Rural Area","43","0.0788224685137904","0.0572973015162584","0.100347635511322","3"
"Min 1x per week","1998","16-34 y.","Urban Area","186","0.0589300204904721","0.050846164898582","0.0670138760823621","2"
"Min 1x per week","1998","16-34 y.","Rural Area","107","0.0719357806958173","0.0592911134733109","0.0845804479183236","2"
"Min 1x per week","1998","35-65 y.","Urban Area","341","0.0761049121801259","0.0686322091937123","0.0835776151665395","2"
"Min 1x per week","1998","66 and older","Urban Area","58","0.0493503662224752","0.0373859735408415","0.061314758904109","2"
"Min 1x per week","1998","35-65 y.","Rural Area","185","0.0745246892663534","0.0645275502149604","0.0845218283177465","2"
"Min 1x per week","1998","66 and older","Rural Area","24","","","","2"
"Never","1998","16-34 y.","Rural Area","1230","0.748108754555841","0.726864826870395","0.769352682241288","5"
"Never","1998","16-34 y.","Urban Area","2605","0.783413883035121","0.769273856308978","0.797553909761264","5"
"Never","1998","35-65 y.","Urban Area","3580","0.721039852962231","0.708400909715585","0.733678796208878","5"
"Never","1998","35-65 y.","Rural Area","1916","0.703631410452224","0.686248122551878","0.721014698352571","5"
"Never","1998","66 and older","Urban Area","1042","0.819484882201861","0.798239600764231","0.84073016363949","5"
"Never","1998","66 and older","Rural Area","480","0.783741498677621","0.750854604458889","0.816628392896354","5"
"Rarely","1998","16-34 y.","Urban Area","301","0.0996786024156981","0.0893951475316933","0.109962057299703","4"
"Rarely","1998","16-34 y.","Rural Area","166","0.117634311301895","0.101867741344606","0.133400881259184","4"
"Rarely","1998","35-65 y.","Urban Area","509","0.118403818454036","0.109298864543456","0.127508772364615","4"
"Rarely","1998","35-65 y.","Rural Area","286","0.119292308031441","0.106953723451226","0.131630892611656","4"
"Rarely","1998","66 and older","Urban Area","85","0.0671226500267824","0.0533002948789696","0.0809450051745952","4"
"Rarely","1998","66 and older","Rural Area","48","0.0896452843740438","0.0668251134434045","0.112465455304683","4"
"Daily","1999","16-34 y.","Urban Area","","","","","1"
"Daily","1999","16-34 y.","Rural Area","","","","","1"
"Daily","1999","35-65 y.","Urban Area","","","","","1"
"Daily","1999","35-65 y.","Rural Area","","","","","1"
"Daily","1999","66 and older","Urban Area","","","","","1"
"Daily","1999","66 and older","Rural Area","","","","","1"
"Min 1x per month","1999","16-34 y.","Urban Area","136","0.0453166192669405","0.0379457826412588","0.0526874558926221","3"
"Min 1x per month","1999","16-34 y.","Rural Area","108","0.0673236734924229","0.0547922080022848","0.079855138982561","3"
"Min 1x per month","1999","35-65 y.","Urban Area","360","0.0765645336600699","0.0689691981988289","0.0841598691213109","3"
"Min 1x per month","1999","35-65 y.","Rural Area","233","0.0960280358965914","0.0846238159585828","0.1074322558346","3"
"Min 1x per month","1999","66 and older","Urban Area","65","0.057697858093027","0.0445435081624953","0.0708522080235586","3"
"Min 1x per month","1999","66 and older","Rural Area","46","0.0747802573365133","0.0536450977474129","0.0959154169256137","3"
"Min 1x per week","1999","16-34 y.","Urban Area","188","0.0646803254853736","0.0559641796958436","0.0733964712749037","2"
"Min 1x per week","1999","35-65 y.","Urban Area","396","0.0906235920856001","0.0824234317954151","0.098823752375785","2"
"Min 1x per week","1999","16-34 y.","Rural Area","114","0.0744124939861725","0.0612879520393088","0.0875370359330361","2"
"Min 1x per week","1999","66 and older","Urban Area","64","0.0518201907733784","0.0393150290891845","0.0643253524575723","2"
"Min 1x per week","1999","35-65 y.","Rural Area","226","0.0968279302095883","0.0853813790354061","0.10827448138377","2"
"Min 1x per week","1999","66 and older","Rural Area","36","0.069364194723298","0.048949299217882","0.089779090228714","2"
"Never","1999","16-34 y.","Rural Area","1056","0.671355893832352","0.64786541821058","0.694846369454123","5"
"Never","1999","16-34 y.","Urban Area","2307","0.741647293677907","0.726135444683067","0.757159142672748","5"
"Never","1999","35-65 y.","Urban Area","3298","0.682696571702034","0.669401793169832","0.695991350234236","5"
"Never","1999","35-65 y.","Rural Area","1727","0.652221379058919","0.633786595782991","0.670656162334847","5"
"Never","1999","66 and older","Urban Area","995","0.822449483765252","0.800891405621339","0.844007561909164","5"
"Never","1999","66 and older","Rural Area","464","0.752106804494546","0.717412221653166","0.786801387335927","5"
"Rarely","1999","16-34 y.","Urban Area","428","0.148355761569779","0.135759558093545","0.160951965046012","4"
"Rarely","1999","16-34 y.","Rural Area","258","0.186907938689053","0.167412356111855","0.206403521266251","4"
"Rarely","1999","35-65 y.","Urban Area","654","0.150115302552296","0.139912432585513","0.160318172519079","4"
"Rarely","1999","35-65 y.","Rural Area","378","0.154922654834901","0.140917278743553","0.168928030926249","4"
"Rarely","1999","66 and older","Urban Area","83","0.0680324673683429","0.0538270840104089","0.0822378507262768","4"
"Rarely","1999","66 and older","Rural Area","49","0.103748743445642","0.0792470602791455","0.128250426612139","4"
"Daily","2000","16-34 y.","Urban Area","","","","","1"
"Daily","2000","16-34 y.","Rural Area","","","","","1"
"Daily","2000","35-65 y.","Urban Area","","","","","1"
"Daily","2000","66 and older","Urban Area","","","","","1"
"Daily","2000","35-65 y.","Rural Area","","","","","1"
"Daily","2000","66 and older","Rural Area","","","","","1"
"Min 1x per month","2000","16-34 y.","Urban Area","","","","","3"
"Min 1x per month","2000","16-34 y.","Rural Area","","","","","3"
"Min 1x per month","2000","35-65 y.","Urban Area","","","","","3"
"Min 1x per month","2000","66 and older","Urban Area","","","","","3"
"Min 1x per month","2000","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","2000","66 and older","Rural Area","","","","","3"
"Min 1x per week","2000","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","2000","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","2000","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","2000","66 and older","Urban Area","","","","","2"
"Min 1x per week","2000","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","2000","66 and older","Rural Area","","","","","2"
"Never","2000","16-34 y.","Urban Area","","","","","5"
"Never","2000","16-34 y.","Rural Area","","","","","5"
"Never","2000","35-65 y.","Urban Area","","","","","5"
"Never","2000","35-65 y.","Rural Area","","","","","5"
"Never","2000","66 and older","Urban Area","","","","","5"
"Never","2000","66 and older","Rural Area","","","","","5"
"Rarely","2000","16-34 y.","Urban Area","","","","","4"
"Rarely","2000","16-34 y.","Rural Area","","","","","4"
"Rarely","2000","35-65 y.","Urban Area","","","","","4"
"Rarely","2000","35-65 y.","Rural Area","","","","","4"
"Rarely","2000","66 and older","Urban Area","","","","","4"
"Rarely","2000","66 and older","Rural Area","","","","","4"
"Daily","2001","16-34 y.","Urban Area","","","","","1"
"Daily","2001","16-34 y.","Rural Area","","","","","1"
"Daily","2001","35-65 y.","Urban Area","","","","","1"
"Daily","2001","35-65 y.","Rural Area","","","","","1"
"Daily","2001","66 and older","Rural Area","","","","","1"
"Daily","2001","66 and older","Urban Area","","","","","1"
"Min 1x per month","2001","16-34 y.","Urban Area","178","0.0453862500032347","0.0390510976063286","0.0517214024001408","3"
"Min 1x per month","2001","35-65 y.","Urban Area","673","0.0836249243164212","0.0775539170615401","0.0896959315713023","3"
"Min 1x per month","2001","16-34 y.","Rural Area","159","0.0795490785537383","0.0680196401225775","0.091078516984899","3"
"Min 1x per month","2001","66 and older","Urban Area","125","0.0551310713713719","0.045647605549078","0.0646145371936657","3"
"Min 1x per month","2001","35-65 y.","Rural Area","434","0.106097791491306","0.096762966412998","0.115432616569614","3"
"Min 1x per month","2001","66 and older","Rural Area","81","0.0653777716356026","0.0511833324613052","0.0795722108099001","3"
"Min 1x per week","2001","16-34 y.","Urban Area","283","0.0708889191145341","0.0630779652906367","0.0786998729384316","2"
"Min 1x per week","2001","16-34 y.","Rural Area","145","0.0707921601885812","0.0598641957163544","0.0817201246608081","2"
"Min 1x per week","2001","35-65 y.","Urban Area","715","0.088670012111578","0.0824357872417552","0.0949042369814008","2"
"Min 1x per week","2001","35-65 y.","Rural Area","387","0.0931971141840268","0.0843852927793911","0.102008935588663","2"
"Min 1x per week","2001","66 and older","Urban Area","150","0.0698074311691836","0.0592192748459359","0.0803955874924313","2"
"Min 1x per week","2001","66 and older","Rural Area","72","0.0681084906630782","0.0536418253624658","0.0825751559636905","2"
"Never","2001","16-34 y.","Rural Area","1485","0.695381417142215","0.67577130864991","0.71499152563452","5"
"Never","2001","16-34 y.","Urban Area","3173","0.755563117502357","0.742483356263119","0.768642878741595","5"
"Never","2001","35-65 y.","Urban Area","5630","0.703950796729139","0.693939061642636","0.713962531815642","5"
"Never","2001","35-65 y.","Rural Area","2782","0.663606905943139","0.649285455932288","0.677928355953989","5"
"Never","2001","66 and older","Urban Area","1775","0.794269772580219","0.777473374696382","0.811066170464057","5"
"Never","2001","66 and older","Rural Area","918","0.790041020952207","0.766653877730294","0.81342816417412","5"
"Rarely","2001","16-34 y.","Urban Area","513","0.128161713379874","0.11798803054675","0.138335396212998","4"
"Rarely","2001","16-34 y.","Rural Area","327","0.154277344115465","0.138886752347658","0.169667935883273","4"
"Rarely","2001","35-65 y.","Urban Area","969","0.123754266842862","0.116532402975036","0.130976130710687","4"
"Rarely","2001","35-65 y.","Rural Area","578","0.137098188381528","0.126672504424097","0.14752387233896","4"
"Rarely","2001","66 and older","Urban Area","175","0.080791724879225","0.0694684125590983","0.0921150371993516","4"
"Rarely","2001","66 and older","Rural Area","94","0.0764727167491122","0.0612124103717774","0.0917330231264469","4"
"Daily","2002","16-34 y.","Urban Area","","","","","1"
"Daily","2002","16-34 y.","Rural Area","","","","","1"
"Daily","2002","35-65 y.","Urban Area","","","","","1"
"Daily","2002","35-65 y.","Rural Area","","","","","1"
"Daily","2002","66 and older","Urban Area","","","","","1"
"Daily","2002","66 and older","Rural Area","","","","","1"
"Min 1x per month","2002","16-34 y.","Urban Area","","","","","3"
"Min 1x per month","2002","35-65 y.","Urban Area","","","","","3"
"Min 1x per month","2002","16-34 y.","Rural Area","","","","","3"
"Min 1x per month","2002","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","2002","66 and older","Urban Area","","","","","3"
"Min 1x per month","2002","66 and older","Rural Area","","","","","3"
"Min 1x per week","2002","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","2002","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","2002","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","2002","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","2002","66 and older","Urban Area","","","","","2"
"Min 1x per week","2002","66 and older","Rural Area","","","","","2"
"Never","2002","16-34 y.","Urban Area","","","","","5"
"Never","2002","35-65 y.","Urban Area","","","","","5"
"Never","2002","16-34 y.","Rural Area","","","","","5"
"Never","2002","35-65 y.","Rural Area","","","","","5"
"Never","2002","66 and older","Urban Area","","","","","5"
"Never","2002","66 and older","Rural Area","","","","","5"
"Rarely","2002","16-34 y.","Urban Area","","","","","4"
"Rarely","2002","35-65 y.","Urban Area","","","","","4"
"Rarely","2002","16-34 y.","Rural Area","","","","","4"
"Rarely","2002","66 and older","Urban Area","","","","","4"
"Rarely","2002","35-65 y.","Rural Area","","","","","4"
"Rarely","2002","66 and older","Rural Area","","","","","4"
"Daily","2003","16-34 y.","Urban Area","53","0.0136504205110876","0.0100105860408075","0.0172902549813678","1"
"Daily","2003","16-34 y.","Rural Area","13","","","","1"
"Daily","2003","35-65 y.","Urban Area","100","0.00909013683501385","0.00707452428677587","0.0111057493832518","1"
"Daily","2003","35-65 y.","Rural Area","69","0.0161643736045598","0.0123192646807083","0.0200094825284113","1"
"Daily","2003","66 and older","Rural Area","12","","","","1"
"Daily","2003","66 and older","Urban Area","23","","","","1"
"Min 1x per month","2003","16-34 y.","Urban Area","179","0.0457570361825006","0.039202354393723","0.0523117179712783","3"
"Min 1x per month","2003","16-34 y.","Rural Area","125","0.0592258999812485","0.0487437076157218","0.0697080923467752","3"
"Min 1x per month","2003","35-65 y.","Urban Area","702","0.0755584026663651","0.0699455209373255","0.0811712843954048","3"
"Min 1x per month","2003","35-65 y.","Rural Area","365","0.0877705816300335","0.0791428930719661","0.0963982701881008","3"
"Min 1x per month","2003","66 and older","Urban Area","160","0.0643785981467113","0.0546104317029471","0.0741467645904755","3"
"Min 1x per month","2003","66 and older","Rural Area","97","0.0715652383757779","0.057229698586563","0.0859007781649928","3"
"Min 1x per week","2003","16-34 y.","Urban Area","284","0.0636442382193827","0.0559866294117858","0.0713018470269796","2"
"Min 1x per week","2003","16-34 y.","Rural Area","147","0.0748339012866271","0.0631493332080998","0.0865184693651544","2"
"Min 1x per week","2003","35-65 y.","Urban Area","727","0.0777248405119461","0.0720387346242088","0.0834109463996834","2"
"Min 1x per week","2003","35-65 y.","Rural Area","369","0.0917953729198287","0.0829915725747888","0.100599173264869","2"
"Min 1x per week","2003","66 and older","Urban Area","168","0.0656705957781351","0.055811712927912","0.0755294786283583","2"
"Min 1x per week","2003","66 and older","Rural Area","61","0.0510097744808406","0.0387736224461119","0.0632459265155693","2"
"Never","2003","16-34 y.","Urban Area","3008","0.776055010101217","0.76297795012892","0.789132070073514","5"
"Never","2003","16-34 y.","Rural Area","1445","0.755558540137278","0.73647428963473","0.774642790639825","5"
"Never","2003","35-65 y.","Urban Area","6024","0.726404621775501","0.71693683551211","0.735872408038893","5"
"Never","2003","35-65 y.","Rural Area","2789","0.674347444285322","0.660058931163772","0.688635957406873","5"
"Never","2003","66 and older","Urban Area","1919","0.797449407432353","0.781453438630844","0.813445376233861","5"
"Never","2003","66 and older","Rural Area","961","0.789848478997835","0.767190276437436","0.812506681558234","5"
"Rarely","2003","16-34 y.","Urban Area","380","0.100893294985812","0.0914455109463454","0.110341079025278","4"
"Rarely","2003","35-65 y.","Urban Area","964","0.111221998211174","0.104544761653448","0.117899234768899","4"
"Rarely","2003","16-34 y.","Rural Area","218","0.102397143884353","0.0889342119756346","0.115860075793071","4"
"Rarely","2003","66 and older","Urban Area","155","0.0610988960368916","0.0515661323750001","0.0706316596987832","4"
"Rarely","2003","35-65 y.","Rural Area","540","0.129922227560256","0.119670697236709","0.140173757883802","4"
"Rarely","2003","66 and older","Rural Area","111","0.0772777112017866","0.0624269086448686","0.0921285137587046","4"
"Daily","2004","16-34 y.","Urban Area","","","","","1"
"Daily","2004","16-34 y.","Rural Area","","","","","1"
"Daily","2004","35-65 y.","Urban Area","","","","","1"
"Daily","2004","35-65 y.","Rural Area","","","","","1"
"Daily","2004","66 and older","Rural Area","","","","","1"
"Daily","2004","66 and older","Urban Area","","","","","1"
"Min 1x per month","2004","16-34 y.","Urban Area","","","","","3"
"Min 1x per month","2004","16-34 y.","Rural Area","","","","","3"
"Min 1x per month","2004","35-65 y.","Urban Area","","","","","3"
"Min 1x per month","2004","66 and older","Urban Area","","","","","3"
"Min 1x per month","2004","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","2004","66 and older","Rural Area","","","","","3"
"Min 1x per week","2004","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","2004","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","2004","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","2004","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","2004","66 and older","Urban Area","","","","","2"
"Min 1x per week","2004","66 and older","Rural Area","","","","","2"
"Never","2004","16-34 y.","Urban Area","","","","","5"
"Never","2004","16-34 y.","Rural Area","","","","","5"
"Never","2004","35-65 y.","Urban Area","","","","","5"
"Never","2004","35-65 y.","Rural Area","","","","","5"
"Never","2004","66 and older","Urban Area","","","","","5"
"Never","2004","66 and older","Rural Area","","","","","5"
"Rarely","2004","16-34 y.","Urban Area","","","","","4"
"Rarely","2004","35-65 y.","Urban Area","","","","","4"
"Rarely","2004","16-34 y.","Rural Area","","","","","4"
"Rarely","2004","35-65 y.","Rural Area","","","","","4"
"Rarely","2004","66 and older","Urban Area","","","","","4"
"Rarely","2004","66 and older","Rural Area","","","","","4"
"Daily","2005","16-34 y.","Urban Area","","","","","1"
"Daily","2005","16-34 y.","Rural Area","","","","","1"
"Daily","2005","35-65 y.","Urban Area","","","","","1"
"Daily","2005","35-65 y.","Rural Area","","","","","1"
"Daily","2005","66 and older","Urban Area","","","","","1"
"Daily","2005","66 and older","Rural Area","","","","","1"
"Min 1x per month","2005","16-34 y.","Urban Area","215","0.0626450855368996","0.0546737801405243","0.0706163909332749","3"
"Min 1x per month","2005","35-65 y.","Urban Area","749","0.0845948789540972","0.0784113414666454","0.090778416441549","3"
"Min 1x per month","2005","16-34 y.","Rural Area","150","0.0917871841552385","0.0783059399628104","0.105268428347667","3"
"Min 1x per month","2005","35-65 y.","Rural Area","423","0.107046271598523","0.0972329746976131","0.116859568499433","3"
"Min 1x per month","2005","66 and older","Urban Area","193","0.0690452410626954","0.0591169296873644","0.0789735524380265","3"
"Min 1x per month","2005","66 and older","Rural Area","128","0.0983415557229951","0.0819321673986131","0.114750944047377","3"
"Min 1x per week","2005","16-34 y.","Urban Area","289","0.0768642178297742","0.068101702047632","0.0856267336119164","2"
"Min 1x per week","2005","16-34 y.","Rural Area","132","0.0773638215641838","0.0648891437924156","0.0898384993359519","2"
"Min 1x per week","2005","35-65 y.","Urban Area","753","0.0891693544608711","0.082836712693991","0.0955019962277511","2"
"Min 1x per week","2005","35-65 y.","Rural Area","404","0.110937066128845","0.100968807928358","0.120905324329333","2"
"Min 1x per week","2005","66 and older","Urban Area","232","0.0828990945830774","0.0721014835001804","0.0936967056659745","2"
"Min 1x per week","2005","66 and older","Rural Area","94","0.0776685257903201","0.0629193118985539","0.0924177396820862","2"
"Never","2005","16-34 y.","Urban Area","2548","0.717648691265659","0.702841088149538","0.732456294381781","5"
"Never","2005","35-65 y.","Urban Area","5141","0.682312806183212","0.671967343749755","0.692658268616668","5"
"Never","2005","16-34 y.","Rural Area","1158","0.623656776516358","0.601035869632471","0.646277683400244","5"
"Never","2005","35-65 y.","Rural Area","2330","0.625152767151175","0.609787683750763","0.640517850551587","5"
"Never","2005","66 and older","Urban Area","1858","0.760910301762364","0.744207420653002","0.777613182871727","5"
"Never","2005","66 and older","Rural Area","926","0.740338437802609","0.716177053665019","0.764499821940199","5"
"Rarely","2005","16-34 y.","Urban Area","498","0.142842005367667","0.131331554805479","0.154352455929854","4"
"Rarely","2005","35-65 y.","Urban Area","1137","0.14392296040182","0.136123226993693","0.151722693809947","4"
"Rarely","2005","16-34 y.","Rural Area","322","0.20719221776422","0.188268092644199","0.226116342884241","4"
"Rarely","2005","66 and older","Urban Area","222","0.0871453625918628","0.0761003254758687","0.098190399707857","4"
"Rarely","2005","35-65 y.","Rural Area","656","0.156863895121456","0.145320726778075","0.168407063464837","4"
"Rarely","2005","66 and older","Rural Area","117","0.0836514806840757","0.0683944511893044","0.0989085101788471","4"
"Daily","2006","16-34 y.","Urban Area","","","","","1"
"Daily","2006","16-34 y.","Rural Area","","","","","1"
"Daily","2006","35-65 y.","Urban Area","","","","","1"
"Daily","2006","35-65 y.","Rural Area","","","","","1"
"Daily","2006","66 and older","Urban Area","","","","","1"
"Daily","2006","66 and older","Rural Area","","","","","1"
"Min 1x per month","2006","16-34 y.","Urban Area","","","","","3"
"Min 1x per month","2006","16-34 y.","Rural Area","","","","","3"
"Min 1x per month","2006","35-65 y.","Urban Area","","","","","3"
"Min 1x per month","2006","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","2006","66 and older","Urban Area","","","","","3"
"Min 1x per month","2006","66 and older","Rural Area","","","","","3"
"Min 1x per week","2006","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","2006","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","2006","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","2006","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","2006","66 and older","Rural Area","","","","","2"
"Min 1x per week","2006","66 and older","Urban Area","","","","","2"
"Never","2006","16-34 y.","Urban Area","","","","","5"
"Never","2006","16-34 y.","Rural Area","","","","","5"
"Never","2006","35-65 y.","Urban Area","","","","","5"
"Never","2006","35-65 y.","Rural Area","","","","","5"
"Never","2006","66 and older","Urban Area","","","","","5"
"Never","2006","66 and older","Rural Area","","","","","5"
"Rarely","2006","16-34 y.","Urban Area","","","","","4"
"Rarely","2006","16-34 y.","Rural Area","","","","","4"
"Rarely","2006","35-65 y.","Urban Area","","","","","4"
"Rarely","2006","35-65 y.","Rural Area","","","","","4"
"Rarely","2006","66 and older","Urban Area","","","","","4"
"Rarely","2006","66 and older","Rural Area","","","","","4"
"Daily","2007","16-34 y.","Urban Area","","","","","1"
"Daily","2007","16-34 y.","Rural Area","","","","","1"
"Daily","2007","35-65 y.","Urban Area","","","","","1"
"Daily","2007","35-65 y.","Rural Area","","","","","1"
"Daily","2007","66 and older","Urban Area","","","","","1"
"Daily","2007","66 and older","Rural Area","","","","","1"
"Min 1x per month","2007","16-34 y.","Urban Area","156","0.0420094320068019","0.0349452577175361","0.0490736062960677","3"
"Min 1x per month","2007","16-34 y.","Rural Area","149","0.102517669061501","0.0876687908581213","0.117366547264882","3"
"Min 1x per month","2007","35-65 y.","Urban Area","665","0.076125003658378","0.0701493531065433","0.0821006542102127","3"
"Min 1x per month","2007","35-65 y.","Rural Area","417","0.0965050999937323","0.087158363007115","0.10585183698035","3"
"Min 1x per month","2007","66 and older","Urban Area","226","0.0747326438607424","0.0650987452835092","0.0843665424379756","3"
"Min 1x per month","2007","66 and older","Rural Area","148","0.0993077132934031","0.0841169199781937","0.114498506608612","3"
"Min 1x per week","2007","16-34 y.","Urban Area","278","0.0733948333913917","0.0642117720043776","0.0825778947784059","2"
"Min 1x per week","2007","16-34 y.","Rural Area","133","0.0883108597697168","0.0744205549243311","0.102201164615103","2"
"Min 1x per week","2007","35-65 y.","Urban Area","810","0.100294894368341","0.0935262074316794","0.107063581305002","2"
"Min 1x per week","2007","35-65 y.","Rural Area","403","0.107515044016808","0.0977098293223881","0.117320258711228","2"
"Min 1x per week","2007","66 and older","Urban Area","268","0.079478582008101","0.0695690012728959","0.0893881627433062","2"
"Min 1x per week","2007","66 and older","Rural Area","127","0.0744502647038735","0.0611170845957025","0.0877834448120446","2"
"Never","2007","16-34 y.","Urban Area","2245","0.74739729518044","0.73209691777258","0.762697672588299","5"
"Never","2007","16-34 y.","Rural Area","1078","0.641604419896224","0.618129921234721","0.665078918557727","5"
"Never","2007","35-65 y.","Urban Area","5109","0.695837634110383","0.685471385546828","0.706203882673938","5"
"Never","2007","35-65 y.","Rural Area","2434","0.646987205571464","0.631859777173837","0.662114633969092","5"
"Never","2007","66 and older","Urban Area","2136","0.765860050275131","0.750345980347085","0.781374120203177","5"
"Never","2007","66 and older","Rural Area","1087","0.740341973730996","0.718072097459883","0.76261185000211","5"
"Rarely","2007","16-34 y.","Urban Area","419","0.137198439421367","0.125083048523604","0.14931383031913","4"
