"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2015","Brandenburg","Ostdeutschland, neue Bundeslaender","2.94","3","1012","1","2","4","5","2.84","3.04","2","3"
"2015","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Bremen","Westdeutschland, alte Bundeslaender","2.77","2","187","1","2","4","5","2.53","3.01","2","2"
"2015","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Hamburg","Westdeutschland, alte Bundeslaender","2.74","2","460","1","1","4","5","2.59","2.89","2","2"
"2015","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Hesse","Westdeutschland, alte Bundeslaender","2.87","2","1884","1","1","4","5","2.79","2.95","2","2"
"2015","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Lower Saxony","Westdeutschland, alte Bundeslaender","2.9","2","2592","1","2","4","5","2.83","2.97","2","2"
"2015","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","2.92","3","561","1","1","4","6","2.77","3.07","2","3"
"2015","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","2.8","2","5543","1","2","4","5","2.76","2.84","2","2"
"2015","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","2.83","2","1590","1","1","4","5","2.75","2.91","2","2"
"2015","Saxony","Ostdeutschland, neue Bundeslaender","2.97","3","1542","1","2","4","5","2.89","3.05","2","3"
"2015","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","3.13","3","898","1","2","4","5","3.02","3.24","3","3"
"2015","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","2.89","3","899","1","2","4","5","2.78","3","2","3"
"2015","Thuringia","Ostdeutschland, neue Bundeslaender","2.91","3","978","1","1","4","5","2.8","3.02","2","3"
"2015","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Baden-Württemberg","Westdeutschland, alte Bundeslaender","2.09","1","623","1","1","3","4","1.96","2.22","1","1"
"2016","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Bavaria","Westdeutschland, alte Bundeslaender","2.37","1","631","1","1","3","7","2.24","2.5","1","1"
"2016","Berlin","Ostdeutschland, neue Bundeslaender","2.05","1","94","1","1","2","5","1.71","2.39","1","1"
"2016","Berlin","Westdeutschland, alte Bundeslaender","1.92","1","194","1","1","2","5","1.7","2.14","1","1"
"2016","Brandenburg","Ostdeutschland, neue Bundeslaender","1.97","1","196","1","1","2","5","1.7","2.24","1","1"
"2016","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Bremen","Westdeutschland, alte Bundeslaender","3.2","4","56","1","1","5","5","2.65","3.75","1","4"
"2016","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Hamburg","Westdeutschland, alte Bundeslaender","2.03","1","90","1","1","2","6","1.77","2.29","1","1"
"2016","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Hesse","Westdeutschland, alte Bundeslaender","2.55","2","329","1","1","3","5","2.37","2.73","1","1"
"2016","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Lower Saxony","Westdeutschland, alte Bundeslaender","2.22","1","365","1","1","3","6","2.03","2.41","1","1"
"2016","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","1.7","1","67","1","1","2","4","1.37","2.03","1","1"
"2016","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","2.34","1.2","804","1","1","4","5","2.24","2.44","1","1"
"2016","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","1.91","1","274","1","1","2","4","1.73","2.09","1","1"
"2016","Saxony","Ostdeutschland, neue Bundeslaender","1.53","1","172","1","1","2","3","1.31","1.75","1","1"
"2016","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","2.5","1","101","1","1","5","6","2.15","2.85","1","1"
"2016","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","2.13","1","216","1","1","2","5","1.88","2.38","1","1"
"2016","Thuringia","Ostdeutschland, neue Bundeslaender","2.04","1","86","1","1","2","6","1.59","2.49","1","2"
"2016","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Baden-Württemberg","Westdeutschland, alte Bundeslaender","1.63","1","260","1","1","2","4","1.46","1.8","1","1"
"2017","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Bavaria","Westdeutschland, alte Bundeslaender","1.58","1","333","1","1","1","3","1.44","1.72","1","1"
"2017","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","Brandenburg","Ostdeutschland, neue Bundeslaender","1.43","1","57","1","1","1","1","0.93","1.93","1","1"
"2017","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Bremen","Westdeutschland, alte Bundeslaender","2.56","2","44","1","1","3","6","1.99","3.13","2","3"
"2017","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Hamburg","Westdeutschland, alte Bundeslaender","1.43","1","95","1","1","2","2","1.3","1.56","1","2"
"2017","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Hesse","Westdeutschland, alte Bundeslaender","1.66","1","349","1","1","1","4","1.49","1.83","1","1"
"2017","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Lower Saxony","Westdeutschland, alte Bundeslaender","1.46","1","366","1","1","1","2","1.31","1.61","1","1"
"2017","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","1.86","1","804","1","1","2","5","1.76","1.96","1","1"
"2017","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","1.93","1","153","1","1","2","4","1.7","2.16","1","1"
"2017","Saxony","Ostdeutschland, neue Bundeslaender","1.61","1","76","1","1","1","4","1.23","1.99","1","1"
"2017","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","2.53","2","35","1","1","4","4","1.96","3.1","1","3"
"2017","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","1.76","1","119","1","1","2","4","1.46","2.06","1","1"
"2017","Thuringia","Ostdeutschland, neue Bundeslaender","2.02","1","59","1","1","2","4","1.52","2.52","1","1"
"2017","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Bavaria","Westdeutschland, alte Bundeslaender","1.94","1","35","1","1","1","6","1.26","2.62","1","1"
"2018","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Hesse","Westdeutschland, alte Bundeslaender","2.3","1","48","1","1","4","5","1.78","2.82","1","1"
"2018","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Lower Saxony","Westdeutschland, alte Bundeslaender","1.58","1","102","1","1","1","4","1.29","1.87","1","1"
"2018","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","1.84","1","87","1","1","2","4","1.45","2.23","1","1"
"2018","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Lower Saxony","Westdeutschland, alte Bundeslaender","1.53","1","70","1","1","2","3","1.22","1.84","1","1"
"2019","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","2.07","1","65","1","1","3","5","1.58","2.56","1","3"
"2019","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
