"year","bula_h","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Baden-Württemberg","(Married) couple without C.","3.06","3","757","1","2","4","6","7","2.94","3.18","1","7","3","3"
"2005","Baden-Württemberg","1-pers.-HH","2.71","3","329","1","2","4","5","7","2.55","2.87","1","7","2","3"
"2005","Baden-Württemberg","Couple + C. GT 16 ","3.31","3","424","1","2","4","5","7","3.16","3.46","1","7","3","3"
"2005","Baden-Württemberg","Couple + C. LE 16","3.13","3","512","1","2","4","5","7","2.99","3.27","1","7","3","3"
"2005","Baden-Württemberg","Couple + C. LE and GT 16","3.19","3","296","1","2","4","5","7","2.99","3.39","1","7","3","3"
"2005","Baden-Württemberg","Single parent","3.52","3","139","1","2","5","7","7","3.22","3.82","1","7","3","4"
"2005","Bavaria","(Married) couple without C.","3.17","3","924","1","2","4","5","7","3.06","3.28","1","7","3","3"
"2005","Bavaria","1-pers.-HH","2.9","3","392","1","1","4","5","7","2.73","3.07","1","7","2","3"
"2005","Bavaria","Couple + C. GT 16 ","3.65","4","543","1","2","5","6","7","3.51","3.79","1","7","3","4"
"2005","Bavaria","Couple + C. LE 16","3.31","3","589","1","2","4","6","7","3.18","3.44","1","7","3","3"
"2005","Bavaria","Couple + C. LE and GT 16","3.47","4","229","1","2","4","6","7","3.26","3.68","1","7","3","4"
"2005","Bavaria","Single parent","3.42","3","152","1","2","4","7","7","3.14","3.7","1","7","3","4"
"2005","Berlin","(Married) couple without C.","3.27","3","224","2","2","4","5","7","3.06","3.48","1","7","3","4"
"2005","Berlin","1-pers.-HH","2.94","3","184","1","2","4","5","6","2.71","3.17","1","7","2","3"
"2005","Berlin","Couple + C. GT 16 ","3.41","3.09","117","1","2","4","6","7","3.1","3.72","1","7","3","4"
"2005","Berlin","Couple + C. LE 16","3.47","3","104","1","2","5","7","7","3.13","3.81","1","7","2","3"
"2005","Berlin","Couple + C. LE and GT 16","2.96","2","48","1","1","4","6","7","2.39","3.53","1","7","2","4"
"2005","Berlin","Single parent","3.55","3","60","1","2","5","6","7","3.06","4.04","1","7","2","4"
"2005","Brandenburg","(Married) couple without C.","3.32","3","317","1","2","4","6","7","3.12","3.52","1","7","3","3"
"2005","Brandenburg","1-pers.-HH","3.17","3","117","1","2","4","6","7","2.84","3.5","1","7","2","3"
"2005","Brandenburg","Couple + C. GT 16 ","3.38","4","180","1","2","4","5","7","3.14","3.62","1","7","3","4"
"2005","Brandenburg","Couple + C. LE 16","3.74","4","125","1","2","5","6","7","3.42","4.06","1","7","3","4"
"2005","Brandenburg","Couple + C. LE and GT 16","3.01","3","61","1","2","4","6","7","2.58","3.44","1","7","2","3"
"2005","Brandenburg","Single parent","3.44","3","64","1","2","5","7","7","2.93","3.95","1","7","2","4"
"2005","Bremen","(Married) couple without C.","2.95","3","45","1","1","4","6","7","2.39","3.51","1","7","2","4"
"2005","Bremen","1-pers.-HH","2.87","2","36","1","1","5","6","7","2.18","3.56","1","7","1","4"
"2005","Bremen","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","Bremen","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","Bremen","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","Bremen","Single parent","","","","","","","","","","","","","",""
"2005","Hamburg","(Married) couple without C.","3.21","3","100","1","2","4","5","7","2.86","3.56","1","7","2","3"
"2005","Hamburg","1-pers.-HH","3.05","2.45","74","1","2","4","7","7","2.63","3.47","1","7","2","3"
"2005","Hamburg","Couple + C. GT 16 ","2.82","3","44","1","2","3","5","6","2.4","3.24","1","6","2","3"
"2005","Hamburg","Couple + C. LE 16","2.63","2","39","1","1","4","5","7","2.11","3.15","1","7","1","3"
"2005","Hamburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","Hamburg","Single parent","","","","","","","","","","","","","",""
"2005","Hesse","(Married) couple without C.","3.25","3","519","1","2","5","6","7","3.09","3.41","1","7","3","3"
"2005","Hesse","1-pers.-HH","3.21","3","203","1","1","4","6","7","2.95","3.47","1","7","2","3"
"2005","Hesse","Couple + C. GT 16 ","3.56","4","179","1","2","5","7","7","3.29","3.83","1","7","3","4"
"2005","Hesse","Couple + C. LE 16","3.36","3","281","1","2","4","6","7","3.16","3.56","1","7","3","4"
"2005","Hesse","Couple + C. LE and GT 16","3.44","3","90","1","2","5","7","7","3.05","3.83","1","7","3","4"
"2005","Hesse","Single parent","3.43","3.85","55","1","1","5","7","7","2.87","3.99","1","7","2","4"
"2005","Lower Saxony","(Married) couple without C.","3.05","3","601","1","1","4","6","7","2.9","3.2","1","7","3","3"
"2005","Lower Saxony","1-pers.-HH","3.02","3","225","1","1","4","6","7","2.77","3.27","1","7","3","3"
"2005","Lower Saxony","Couple + C. GT 16 ","3.25","3","303","1","2","4","6","7","3.04","3.46","1","7","3","3"
"2005","Lower Saxony","Couple + C. LE 16","3.22","3","340","1","2","4","5","7","3.04","3.4","1","7","3","3"
"2005","Lower Saxony","Couple + C. LE and GT 16","3.23","3","151","1","2","5","6","7","2.94","3.52","1","7","2","3"
"2005","Lower Saxony","Single parent","3.16","3","91","1","2","4","6","7","2.77","3.55","1","7","2","4"
"2005","Mecklenburg-Western Pomerania","(Married) couple without C.","3.31","3","171","1","2","4","6","7","3.05","3.57","1","7","3","4"
"2005","Mecklenburg-Western Pomerania","1-pers.-HH","3.7","4","79","1","2","5","7","7","3.28","4.12","1","7","3","4"
"2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","3.17","3","99","1","2","4","5","7","2.89","3.45","1","7","3","4"
"2005","Mecklenburg-Western Pomerania","Couple + C. LE 16","3.39","3","65","2","2","4","5","7","3.01","3.77","1","7","3","4"
"2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4.86","4","38","2","4","7","7","7","4.26","5.46","1","7","3","5"
"2005","Mecklenburg-Western Pomerania","Single parent","2.95","3","36","1","1","4","5","7","2.41","3.49","1","7","2","4"
"2005","North Rhine-Westphalia","(Married) couple without C.","3.1","3","1565","1","1","4","6","7","3.01","3.19","1","7","3","3"
"2005","North Rhine-Westphalia","1-pers.-HH","3.15","3","583","1","2","4","6","7","3","3.3","1","7","3","3"
"2005","North Rhine-Westphalia","Couple + C. GT 16 ","3.43","3","736","1","2","5","6","7","3.31","3.55","1","7","3","4"
"2005","North Rhine-Westphalia","Couple + C. LE 16","3.28","3","815","1","2","4","6","7","3.16","3.4","1","7","3","3"
"2005","North Rhine-Westphalia","Couple + C. LE and GT 16","3.49","3","330","1","2","5","7","7","3.29","3.69","1","7","3","4"
"2005","North Rhine-Westphalia","Single parent","3.54","3","193","1","2","5","7","7","3.26","3.82","1","7","3","4"
"2005","Rhineland-Palatinate,Saarland","(Married) couple without C.","2.75","2","374","1","1","4","5","7","2.57","2.93","1","7","2","3"
"2005","Rhineland-Palatinate,Saarland","1-pers.-HH","2.67","2","183","1","1","4","5","7","2.41","2.93","1","7","2","3"
"2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","3.22","3","190","1","2","4","6","7","2.98","3.46","1","7","2","3"
"2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16","3.3","3","245","1","2","4","6","7","3.09","3.51","1","7","3","3"
"2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3.89","4","123","2","3","5","6","7","3.57","4.21","1","7","3","4"
"2005","Rhineland-Palatinate,Saarland","Single parent","3.09","3","71","1","2","4","5","6","2.72","3.46","1","6","2","4"
"2005","Saxony","(Married) couple without C.","3.18","3","565","1","2","4","6","7","3.03","3.33","1","7","3","3"
"2005","Saxony","1-pers.-HH","2.86","3","218","1","1","4","5","7","2.64","3.08","1","7","2","3"
"2005","Saxony","Couple + C. GT 16 ","3.13","3","292","1","2","4","5","7","2.95","3.31","1","7","3","3"
"2005","Saxony","Couple + C. LE 16","3.3","3","206","1","2","5","5","7","3.07","3.53","1","7","3","4"
"2005","Saxony","Couple + C. LE and GT 16","3.52","3","113","2","2","5","6","7","3.21","3.83","1","7","3","4"
"2005","Saxony","Single parent","3.43","3","101","1","2","4","6","7","3.09","3.77","1","7","3","3"
"2005","Saxony-Anhalt","(Married) couple without C.","3.18","3","320","1","2","4","6","7","2.99","3.37","1","7","3","3"
"2005","Saxony-Anhalt","1-pers.-HH","3.54","4","120","1","2","5","7","7","3.19","3.89","1","7","3","4"
"2005","Saxony-Anhalt","Couple + C. GT 16 ","3.09","3","218","1","2","4","5","7","2.86","3.32","1","7","3","4"
"2005","Saxony-Anhalt","Couple + C. LE 16","3.55","3","114","2","2","5","7","7","3.21","3.89","1","7","3","4"
"2005","Saxony-Anhalt","Couple + C. LE and GT 16","2.66","2","65","1","1","4","5","7","2.24","3.08","1","7","2","3"
"2005","Saxony-Anhalt","Single parent","3.82","3.57","40","1","2","5","7","7","3.27","4.37","1","7","3","4"
"2005","Schleswig-Holstein","(Married) couple without C.","3.16","3","241","1","1","4","6","7","2.94","3.38","1","7","2","3"
"2005","Schleswig-Holstein","1-pers.-HH","2.96","3","92","1","1","4","5","7","2.62","3.3","1","7","2","3"
"2005","Schleswig-Holstein","Couple + C. GT 16 ","3.6","3","93","1","2","5","6","7","3.28","3.92","1","7","3","3"
"2005","Schleswig-Holstein","Couple + C. LE 16","2.94","3","113","1","1","4","5","7","2.61","3.27","1","7","2","4"
"2005","Schleswig-Holstein","Couple + C. LE and GT 16","2.82","3","49","1","1","4","4","7","2.31","3.33","1","7","2","3"
"2005","Schleswig-Holstein","Single parent","","","","","","","","","","","","","",""
"2005","Thuringia","(Married) couple without C.","3.3","3","288","1","2","4","6","7","3.11","3.49","1","7","3","4"
"2005","Thuringia","1-pers.-HH","3.13","3","119","1","2","4","5","7","2.8","3.46","1","7","2","4"
"2005","Thuringia","Couple + C. GT 16 ","3.36","3","199","1","2","5","6","7","3.14","3.58","1","7","3","4"
"2005","Thuringia","Couple + C. LE 16","3.73","4","139","2","3","5","6","7","3.46","4","1","7","3","4"
"2005","Thuringia","Couple + C. LE and GT 16","3.55","3.86","70","2","2","5","6","7","3.18","3.92","1","7","3","4"
"2005","Thuringia","Single parent","2.88","3","43","1","1","4","6","7","2.28","3.48","1","7","2","3"
"2006","Baden-Württemberg","(Married) couple without C.","","","","","","","","","","","","","",""
