"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","3.35","4","640","2","3","4","4","4","3.28","3.42","1","4","4","4"
"1990","1-pers.-HH","3.34","4","137","2","3","4","4","4","3.18","3.5","1","4","4","4"
"1990","Couple + C. GT 16 ","3.33","4","672","2","3","4","4","4","3.26","3.4","1","4","3","4"
"1990","Couple + C. LE 16","3.33","4","1335","2","3","4","4","4","3.28","3.38","1","4","3","4"
"1990","Couple + C. LE and GT 16","3.27","3","274","2","3","4","4","4","3.17","3.37","1","4","3","4"
"1990","Single parent","3.36","4","155","2","3","4","4","4","3.22","3.5","1","4","3","4"
"1991","(Married) couple without C.","3.38","4","749","2","3","4","4","4","3.31","3.45","1","4","4","4"
"1991","1-pers.-HH","3.37","4","233","2","3","4","4","4","3.26","3.48","1","4","3","4"
"1991","Couple + C. GT 16 ","3.27","4","755","2","3","4","4","4","3.21","3.33","1","4","3","4"
"1991","Couple + C. LE 16","3.31","4","1307","2","3","4","4","4","3.26","3.36","1","4","3","4"
"1991","Couple + C. LE and GT 16","3.28","4","306","2","3","4","4","4","3.18","3.38","1","4","3","4"
"1991","Single parent","3.19","4","156","2","3","4","4","4","3.03","3.35","1","4","3","4"
"1992","(Married) couple without C.","3.35","4","2756","2","3","4","4","4","3.32","3.38","1","4","4","4"
"1992","1-pers.-HH","3.25","3","1091","2","3","4","4","4","3.2","3.3","1","4","3","4"
"1992","Couple + C. GT 16 ","3.3","3","2128","2","3","4","4","4","3.26","3.34","1","4","3","4"
"1992","Couple + C. LE 16","3.29","3","2668","2","3","4","4","4","3.26","3.32","1","4","3","4"
"1992","Couple + C. LE and GT 16","3.33","4","706","2","3","4","4","4","3.27","3.39","1","4","3","4"
"1992","Single parent","3.28","4","514","2","3","4","4","4","3.2","3.36","1","4","3","4"
"1993","(Married) couple without C.","3.23","3","2999","2","3","4","4","4","3.2","3.26","1","4","3","3"
"1993","1-pers.-HH","3.18","3","1230","2","3","4","4","4","3.13","3.23","1","4","3","3"
"1993","Couple + C. GT 16 ","3.2","3","2459","2","3","4","4","4","3.17","3.23","1","4","3","3"
"1993","Couple + C. LE 16","3.19","3","3017","2","3","4","4","4","3.16","3.22","1","4","3","3"
"1993","Couple + C. LE and GT 16","3.17","3","1109","2","3","4","4","4","3.12","3.22","1","4","3","3"
"1993","Single parent","3.13","3","560","2","3","4","4","4","3.06","3.2","1","4","3","3"
"1994","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","1-pers.-HH","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","Single parent","","","","","","","","","","","","","",""
"1995","(Married) couple without C.","3.32","3","3203","2","3","4","4","4","3.29","3.35","1","4","3","4"
"1995","1-pers.-HH","3.18","3","1288","2","3","4","4","4","3.13","3.23","1","4","3","3"
"1995","Couple + C. GT 16 ","3.28","3","2352","2","3","4","4","4","3.25","3.31","1","4","3","4"
"1995","Couple + C. LE 16","3.24","3","3047","2","3","4","4","4","3.21","3.27","1","4","3","3"
"1995","Couple + C. LE and GT 16","3.23","3","1168","2","3","4","4","4","3.18","3.28","1","4","3","3"
"1995","Single parent","3.19","3","575","2","3","4","4","4","3.12","3.26","1","4","3","3"
"1996","(Married) couple without C.","3.25","3","3250","2","3","4","4","4","3.22","3.28","1","4","3","3"
"1996","1-pers.-HH","3.22","3","1312","2","3","4","4","4","3.18","3.26","1","4","3","3"
"1996","Couple + C. GT 16 ","3.24","3","2226","2","3","4","4","4","3.21","3.27","1","4","3","3"
"1996","Couple + C. LE 16","3.18","3","2909","2","3","4","4","4","3.15","3.21","1","4","3","3"
"1996","Couple + C. LE and GT 16","3.18","3","1192","2","3","4","4","4","3.13","3.23","1","4","3","3"
"1996","Single parent","3.24","3","608","2","3","4","4","4","3.17","3.31","1","4","3","3"
"1997","(Married) couple without C.","3.25","3","3156","2","3","4","4","4","3.22","3.28","1","4","3","3"
"1997","1-pers.-HH","3.12","3","1255","2","3","4","4","4","3.07","3.17","1","4","3","3"
"1997","Couple + C. GT 16 ","3.26","3","2210","2","3","4","4","4","3.23","3.29","1","4","3","3"
"1997","Couple + C. LE 16","3.21","3","2722","2","3","4","4","4","3.18","3.24","1","4","3","3"
"1997","Couple + C. LE and GT 16","3.22","3","1125","2","3","4","4","4","3.17","3.27","1","4","3","3"
"1997","Single parent","3.25","3","586","2","3","4","4","4","3.18","3.32","1","4","3","3"
"1998","(Married) couple without C.","","","","","","","","","","","","","",""
"1998","1-pers.-HH","","","","","","","","","","","","","",""
"1998","Couple + C. GT 16 ","","","","","","","","","","","","","",""
