"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","3.21","3","453","2","3","4","4","4","3.13","3.29","1","4","3","3"
"1990","lower secondary degree","3.41","4","1162","2","3","4","4","4","3.36","3.46","1","4","4","4"
"1990","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Other degree","3.36","4","36","2","3","4","4","4","3.07","3.65","1","4","3","4"
"1990","secondary school degree","3.3","4","1766","2","3","4","4","4","3.26","3.34","1","4","3","4"
"1991","college entrance qualification","3.23","3","476","2","3","4","4","4","3.15","3.31","1","4","3","4"
"1991","lower secondary degree","3.39","4","1347","2","3","4","4","4","3.34","3.44","1","4","4","4"
"1991","no degree/no degree yet","3.4","3.14","33","2","3","4","4","4","3.17","3.63","2","4","3","4"
"1991","Other degree","3.5","4","40","3","3","4","4","4","3.22","3.78","1","4","3","4"
"1991","secondary school degree","3.27","4","1839","2","3","4","4","4","3.23","3.31","1","4","3","4"
"1992","college entrance qualification","3.33","4","1616","2","3","4","4","4","3.29","3.37","1","4","3","4"
"1992","lower secondary degree","3.28","4","5062","2","3","4","4","4","3.26","3.3","1","4","3","4"
"1992","no degree/no degree yet","3.15","3","209","2","3","4","4","4","3.03","3.27","1","4","3","3"
"1992","Other degree","3.41","4","86","2","3","4","4","4","3.21","3.61","1","4","3","4"
"1992","secondary school degree","3.3","4","3363","2","3","4","4","4","3.27","3.33","1","4","3","4"
"1993","college entrance qualification","3.29","3","1718","2","3","4","4","4","3.25","3.33","1","4","3","3"
"1993","lower secondary degree","3.17","3","5189","2","3","4","4","4","3.15","3.19","1","4","3","3"
"1993","no degree/no degree yet","3.09","3","725","2","3","4","4","4","3.03","3.15","1","4","3","3"
"1993","Other degree","3.16","3","892","2","3","4","4","4","3.1","3.22","1","4","3","3"
"1993","secondary school degree","3.18","3","3409","2","3","4","4","4","3.15","3.21","1","4","3","3"
"1994","college entrance qualification","","","","","","","","","","","","","",""
"1994","lower secondary degree","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Other degree","","","","","","","","","","","","","",""
"1994","secondary school degree","","","","","","","","","","","","","",""
"1995","college entrance qualification","3.29","3","1854","2","3","4","4","4","3.25","3.33","1","4","3","3"
"1995","lower secondary degree","3.24","3","4963","2","3","4","4","4","3.22","3.26","1","4","3","3"
"1995","no degree/no degree yet","3.13","3","733","2","3","4","4","4","3.07","3.19","1","4","3","3"
"1995","Other degree","3.19","3","1080","2","3","4","4","4","3.14","3.24","1","4","3","3"
"1995","secondary school degree","3.26","3","3429","2","3","4","4","4","3.23","3.29","1","4","3","3"
"1996","college entrance qualification","3.26","3","1859","2","3","4","4","4","3.22","3.3","1","4","3","3"
"1996","lower secondary degree","3.21","3","4834","2","3","4","4","4","3.19","3.23","1","4","3","3"
"1996","no degree/no degree yet","3.11","3","713","2","3","4","4","4","3.05","3.17","1","4","3","3"
"1996","Other degree","3.19","3","1008","2","3","4","4","4","3.14","3.24","1","4","3","4"
"1996","secondary school degree","3.24","3","3438","2","3","4","4","4","3.21","3.27","1","4","3","3"
"1997","college entrance qualification","3.27","3","1852","2","3","4","4","4","3.23","3.31","1","4","3","3"
"1997","lower secondary degree","3.2","3","4587","2","3","4","4","4","3.18","3.22","1","4","3","3"
"1997","no degree/no degree yet","3.09","3","687","2","3","4","4","4","3.03","3.15","1","4","3","3"
"1997","Other degree","3.13","3","914","2","3","4","4","4","3.08","3.18","1","4","3","3"
"1997","secondary school degree","3.24","3","3346","2","3","4","4","4","3.21","3.27","1","4","3","3"
"1998","college entrance qualification","","","","","","","","","","","","","",""
"1998","lower secondary degree","","","","","","","","","","","","","",""
"1998","no degree/no degree yet","","","","","","","","","","","","","",""
"1998","Other degree","","","","","","","","","","","","","",""
"1998","secondary school degree","","","","","","","","","","","","","",""
"1999","college entrance qualification","","","","","","","","","","","","","",""
"1999","lower secondary degree","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Other degree","","","","","","","","","","","","","",""
"1999","secondary school degree","","","","","","","","","","","","","",""
"2000","college entrance qualification","","","","","","","","","","","","","",""
"2000","lower secondary degree","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","Other degree","","","","","","","","","","","","","",""
"2000","secondary school degree","","","","","","","","","","","","","",""
"2001","college entrance qualification","","","","","","","","","","","","","",""
"2001","lower secondary degree","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","","","","","","","","","","","","","",""
"2001","Other degree","","","","","","","","","","","","","",""
"2001","secondary school degree","","","","","","","","","","","","","",""
"2002","college entrance qualification","","","","","","","","","","","","","",""
"2002","lower secondary degree","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","Other degree","","","","","","","","","","","","","",""
