"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","1.8","2","832","1","1","2","3","4","1.74","1.86","1","4","2","2"
"1990","Rural Area","Male","1.95","2","791","1","1","2","3","4","1.89","2.01","1","4","2","2"
"1990","Urban Area","Female","1.89","2","2843","1","1","2","3","4","1.86","1.92","1","4","2","2"
"1990","Urban Area","Male","2.04","2","2600","1","1","3","3","4","2.01","2.07","1","4","2","2"
"1991","Rural Area","Female","","","","","","","","","","","","","",""
"1991","Rural Area","Male","","","","","","","","","","","","","",""
"1991","Urban Area","Female","","","","","","","","","","","","","",""
"1991","Urban Area","Male","","","","","","","","","","","","","",""
"1992","Rural Area","Female","1.72","1","2124","1","1","2","3","4","1.68","1.76","1","4","1","1"
"1992","Rural Area","Male","1.89","2","1963","1","1","2","3","4","1.85","1.93","1","4","2","2"
"1992","Urban Area","Female","1.86","2","3526","1","1","2","3","4","1.83","1.89","1","4","1","2"
"1992","Urban Area","Male","2.01","2","3160","1","1","3","3","4","1.98","2.04","1","4","2","2"
"1993","Rural Area","Female","","","","","","","","","","","","","",""
"1993","Rural Area","Male","","","","","","","","","","","","","",""
"1993","Urban Area","Female","","","","","","","","","","","","","",""
"1993","Urban Area","Male","","","","","","","","","","","","","",""
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","1.69","1","2143","1","1","2","3","4","1.65","1.73","1","4","1","1"
"1995","Rural Area","Male","1.88","2","2019","1","1","2","3","4","1.84","1.92","1","4","2","2"
"1995","Urban Area","Female","1.81","2","3694","1","1","2","3","4","1.78","1.84","1","4","1","2"
"1995","Urban Area","Male","1.96","2","3280","1","1","3","3","4","1.93","1.99","1","4","2","2"
"1996","Rural Area","Female","","","","","","","","","","","","","",""
"1996","Rural Area","Male","","","","","","","","","","","","","",""
"1996","Urban Area","Female","","","","","","","","","","","","","",""
"1996","Urban Area","Male","","","","","","","","","","","","","",""
