"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-Württemberg","college entrance qualification","1.99","2","163","1","1","3","3","4","1.85","2.13","1","4","2","2"
"1990","Baden-Württemberg","lower secondary degree","1.83","2","691","1","1","2","3","4","1.77","1.89","1","4","2","2"
"1990","Baden-Württemberg","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Baden-Württemberg","Other degree","","","","","","","","","","","","","",""
"1990","Baden-Württemberg","secondary school degree","1.87","2","246","1","1","2","3","4","1.76","1.98","1","4","2","2"
"1990","Bavaria","college entrance qualification","2.25","2","190","1","1","3","4","4","2.11","2.39","1","4","2","2"
"1990","Bavaria","lower secondary degree","1.84","2","735","1","1","2","3","4","1.78","1.9","1","4","2","2"
"1990","Bavaria","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Bavaria","Other degree","","","","","","","","","","","","","",""
"1990","Bavaria","secondary school degree","1.95","2","271","1","1","2","3","4","1.85","2.05","1","4","2","2"
"1990","Berlin","college entrance qualification","2.35","2","50","1","2","3","4","4","2.08","2.62","1","4","2","3"
"1990","Berlin","lower secondary degree","1.99","2","108","1","1","2","4","4","1.82","2.16","1","4","2","2"
"1990","Berlin","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Berlin","Other degree","","","","","","","","","","","","","",""
"1990","Berlin","secondary school degree","2.3","2","57","1","2","3","4","4","2.05","2.55","1","4","2","2"
"1990","Brandenburg","college entrance qualification","","","","","","","","","","","","","",""
"1990","Brandenburg","lower secondary degree","","","","","","","","","","","","","",""
"1990","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Brandenburg","Other degree","","","","","","","","","","","","","",""
"1990","Brandenburg","secondary school degree","","","","","","","","","","","","","",""
"1990","Bremen","college entrance qualification","","","","","","","","","","","","","",""
"1990","Bremen","lower secondary degree","1.94","2","50","1","1","2","4","4","1.65","2.23","1","4","1","2"
"1990","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Bremen","Other degree","","","","","","","","","","","","","",""
"1990","Bremen","secondary school degree","","","","","","","","","","","","","",""
"1990","Hamburg","college entrance qualification","","","","","","","","","","","","","",""
"1990","Hamburg","lower secondary degree","2.16","2","68","1","1","3","4","4","1.92","2.4","1","4","2","2"
"1990","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Hamburg","Other degree","","","","","","","","","","","","","",""
