"plh0215","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","West Germany","51","0.0116805394878851","0.00833749324744717","0.0150235857283229"
"1 Strongly disagree","2005","16-34 y.","East Germany","16","","",""
"1 Strongly disagree","2005","35-65 y.","West Germany","212","0.0264888803239274","0.0231438110373291","0.0298339496105257"
"1 Strongly disagree","2005","35-65 y.","East Germany","49","0.0247526127212331","0.0189115578502012","0.030593667592265"
"1 Strongly disagree","2005","66 and older","West Germany","202","0.0743311234337358","0.0645592411323487","0.0841030057351228"
"1 Strongly disagree","2005","66 and older","East Germany","74","0.0874347550865278","0.0695570076051613","0.105312502567894"
"2 on scale 1-7 ","2005","16-34 y.","West Germany","168","0.0392659964601795","0.0332227243191016","0.0453092686012574"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","51","0.0343379441154","0.0246279236629372","0.0440479645678627"
"2 on scale 1-7 ","2005","35-65 y.","West Germany","399","0.0459934921874751","0.0416300751757627","0.0503569091991876"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","105","0.04428449729988","0.0365503303992794","0.0520186642004805"
"2 on scale 1-7 ","2005","66 and older","West Germany","277","0.110453668208101","0.0987764497133065","0.122130886702895"
"2 on scale 1-7 ","2005","66 and older","East Germany","86","0.0882457505812986","0.0702932650169303","0.106198236145667"
"3 on scale 1-7 ","2005","16-34 y.","West Germany","406","0.103667244294802","0.0941826737699742","0.11315181481963"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","143","0.106353484315672","0.0899143417794406","0.122792626851903"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","1051","0.126414300683473","0.119491948032165","0.13333665333478"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","321","0.126090389138072","0.113610876789546","0.138569901486598"
"3 on scale 1-7 ","2005","66 and older","West Germany","476","0.173202946706547","0.159105445306281","0.187300448106813"
"3 on scale 1-7 ","2005","66 and older","East Germany","151","0.154368513691969","0.131501538461305","0.177235488922633"
"4 on scale 1-7","2005","16-34 y.","West Germany","962","0.258671433984043","0.245046266096997","0.27229660187109"
"4 on scale 1-7","2005","16-34 y.","East Germany","354","0.241155794116096","0.218344728267043","0.263966859965149"
"4 on scale 1-7","2005","35-65 y.","West Germany","2363","0.272055676519785","0.262785652983763","0.281325700055808"
"4 on scale 1-7","2005","35-65 y.","East Germany","810","0.308675728794418","0.29130910053302","0.326042357055815"
"4 on scale 1-7","2005","66 and older","West Germany","743","0.268316735660772","0.251810406939797","0.284823064381748"
"4 on scale 1-7","2005","66 and older","East Germany","272","0.281473366129561","0.253010483867665","0.309936248391458"
"5 on scale 1-7","2005","16-34 y.","West Germany","1136","0.29081751630934","0.276687211183997","0.304947821434684"
"5 on scale 1-7","2005","16-34 y.","East Germany","388","0.30293943562318","0.278435627713236","0.327443243533124"
"5 on scale 1-7","2005","35-65 y.","West Germany","2327","0.250651527257213","0.241623768405354","0.259679286109072"
"5 on scale 1-7","2005","35-65 y.","East Germany","675","0.231088946157695","0.215241802203936","0.246936090111455"
"5 on scale 1-7","2005","66 and older","West Germany","521","0.18548208827215","0.17100216181514","0.199962014729161"
"5 on scale 1-7","2005","66 and older","East Germany","209","0.231523573375735","0.204827236696285","0.258219910055184"
"6 on scale 1-7","2005","16-34 y.","West Germany","856","0.201908495229667","0.189418395694199","0.214398594765134"
"6 on scale 1-7","2005","16-34 y.","East Germany","275","0.198116659245517","0.176862863134193","0.21937045535684"
