"plh0215","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","93","0.0427123061207797","0.0342932973641662","0.0511313148773932"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","35","0.0647375144713233","0.0468632915818015","0.0826117373608452"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","201","0.0430235180710356","0.0375237754885449","0.0485232606535263"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","66","0.0456046876090338","0.0358189207947953","0.0553904544232722"
"1 Strongly disagree","2005","Single parent ","West Germany","28","","",""
"1 Strongly disagree","2005","Single parent ","East Germany","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","37","0.0137181904880073","0.0095627815516461","0.0178735994243685"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","9","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","63","0.0228441967750142","0.0170935500777399","0.0285948434722885"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","13","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","27","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","8","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","152","0.0730449793927031","0.0622110068907941","0.0838789518946122"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","53","0.0714111347573238","0.0527052995355904","0.0901169699790571"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","317","0.0627147384695086","0.0561433147373188","0.0692861622016985"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","103","0.0667673130082329","0.0550587690273219","0.0784758569891438"
"2 on scale 1-7 ","2005","Single parent ","West Germany","34","0.0538377935189227","0.0381192636463022","0.0695563233915433"
"2 on scale 1-7 ","2005","Single parent ","East Germany","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","132","0.0413943842501798","0.0342780630664756","0.048510705433884"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","18","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","102","0.042817241684803","0.0350251579777154","0.0506093253918906"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","41","0.0361822573914684","0.0248707616074095","0.0474937531755272"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","63","0.0462207797291612","0.0349282403037202","0.0575133191546023"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","9","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","305","0.13452482935603","0.120318177286581","0.148731481425478"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","83","0.123255448536976","0.0993761259539517","0.14713477112"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","663","0.135382104084316","0.126108863866987","0.144655344301644"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","235","0.135512852399026","0.119458400428503","0.151567304369548"
"3 on scale 1-7 ","2005","Single parent ","West Germany","108","0.136294078897837","0.112399083943935","0.16018907385174"
"3 on scale 1-7 ","2005","Single parent ","East Germany","46","0.173587438583356","0.131150408742411","0.2160244684243"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","336","0.115055291257367","0.103656043059415","0.12645453945532"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","77","0.109269182483921","0.0860750691573822","0.132463295810461"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","308","0.134925133476667","0.121775304394377","0.148074962558958"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","128","0.130337126210402","0.109943977516354","0.150730274904451"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","152","0.124308418152199","0.10656346280238","0.142053373502017"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","28","","",""
"4 on scale 1-7","2005","1-pers.-HH","West Germany","587","0.270274875746338","0.251784501527368","0.288765249965308"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","212","0.302357392626193","0.268994845871756","0.33571993938063"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","1354","0.271107755427785","0.259059021735536","0.283156489120035"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","486","0.279189921854148","0.258147958253434","0.300231885454861"
"4 on scale 1-7","2005","Single parent ","West Germany","205","0.245389123301327","0.215419955384924","0.275358291217729"
"4 on scale 1-7","2005","Single parent ","East Germany","82","0.248129596813738","0.199734857204647","0.296524336422829"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","814","0.286938188174517","0.27077888577569","0.303097490573343"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","202","0.290911130555288","0.257144619288546","0.32467764182203"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","664","0.250468884590767","0.233791860475562","0.267145908705972"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","306","0.305882915796749","0.27797234439183","0.333793487201667"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","349","0.261575850634883","0.237938389795666","0.2852133114741"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","107","0.243576821590394","0.199957690032496","0.287195953148291"
"5 on scale 1-7","2005","1-pers.-HH","West Germany","540","0.239479991943737","0.221711394329418","0.257248589558057"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","162","0.219565421806405","0.18949547733238","0.24963536628043"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","1285","0.234587141347213","0.223101936420133","0.246072346274293"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","425","0.244252125404837","0.224099408029575","0.264404842780099"
"5 on scale 1-7","2005","Single parent ","West Germany","181","0.23741155572844","0.207778152051609","0.267044959405272"
"5 on scale 1-7","2005","Single parent ","East Germany","75","0.251545436488392","0.202929537660874","0.30016133531591"
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","799","0.257771173292278","0.242145061532018","0.273397285052538"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","194","0.269077002770576","0.236106179408879","0.302047826132273"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","723","0.265675137168268","0.248674452745545","0.282675821590992"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","281","0.280425680686054","0.253216123796257","0.30763523757585"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","350","0.26530474521869","0.241559580870079","0.289049909567302"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","110","0.286650898729006","0.240698907623586","0.332602889834426"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","347","0.151540819274088","0.1366113797099","0.166470258838276"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","121","0.142858332375241","0.11743915490407","0.168277509846412"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","901","0.157972386845281","0.148087025998527","0.167857747692035"
"6 on scale 1-7","2005","(Married) couple without C. ","East Germany","313","0.161096438581975","0.143852956896448","0.178339920267503"
"6 on scale 1-7","2005","Single parent ","West Germany","141","0.184264981613206","0.157263881599861","0.211266081626551"
"6 on scale 1-7","2005","Single parent ","East Germany","58","0.196685510912491","0.152148982405596","0.241222039419387"
"6 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","619","0.19522649028016","0.181066235978271","0.20938674458205"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","135","0.195483947764362","0.1660004777318","0.224967417796924"
"6 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","504","0.182862090350769","0.167983686174187","0.197740494527351"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","207","0.174171172745078","0.15119869139647","0.197143654093686"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","243","0.162635171899172","0.14278731373924","0.182483030059103"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","75","0.254802856291945","0.210522168505375","0.299083544078515"
"7 Strongly agree","2005","1-pers.-HH","West Germany","192","0.0884221981663242","0.0766015650775318","0.100242831255117"
"7 Strongly agree","2005","1-pers.-HH","East Germany","62","0.0758147554265386","0.0565865485664761","0.0950429622866012"
"7 Strongly agree","2005","(Married) couple without C. ","West Germany","508","0.0952123557548608","0.0872570155617572","0.103167695947964"
