"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","college entrance qualification","2.93","3","6777","2","2","3","4","6","2.9","2.96","1","6","3","3"
"2016","lower secondary degree","2.86","3","5828","2","2","3","4","6","2.84","2.88","1","6","3","3"
"2016","no degree/no degree yet","2.64","3","816","1","2","3","4","6","2.56","2.72","1","6","3","3"
"2016","Other degree","2.9","3","3248","1","2","3","4","6","2.86","2.94","1","6","3","3"
"2016","secondary school degree","2.82","3","6601","1","2","3","4","6","2.79","2.85","1","6","3","3"
"2017","college entrance qualification","","","","","","","","","","","","","",""
"2017","lower secondary degree","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","","","","","","","","","","","","","",""
"2017","Other degree","","","","","","","","","","","","","",""
"2017","secondary school degree","","","","","","","","","","","","","",""
"2018","college entrance qualification","2.95","3","7649","2","2","3","4","6","2.92","2.98","1","6","3","3"
"2018","lower secondary degree","2.86","3","5699","2","2","3","4","6","2.83","2.89","1","6","3","3"
"2018","no degree/no degree yet","2.81","3","888","1","2","3","4","6","2.73","2.89","1","6","3","3"
"2018","Other degree","2.95","3","2949","1","2","3","4","6","2.91","2.99","1","6","3","3"
"2018","secondary school degree","2.81","3","7200","1","2","3","4","6","2.79","2.83","1","6","3","3"
