"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","East Germany","Female","3.04","3","2752","2","2","3","4","6","3","3.08","1","6","3","3"
"2016","East Germany","Male","2.58","3","2290","1","2","3","4","6","2.54","2.62","1","6","3","3"
"2016","West Germany","Female","3.11","3","10357","2","3","4","4","6","3.09","3.13","1","6","3","3"
"2016","West Germany","Male","2.64","3","8790","1","2","3","4","6","2.62","2.66","1","6","3","3"
"2017","East Germany","Female","","","","","","","","","","","","","",""
"2017","East Germany","Male","","","","","","","","","","","","","",""
"2017","West Germany","Female","","","","","","","","","","","","","",""
"2017","West Germany","Male","","","","","","","","","","","","","",""
"2018","East Germany","Female","3.08","3","2965","2","3","4","4","6","3.04","3.12","1","6","3","3"
"2018","East Germany","Male","2.57","3","2523","1","2","3","4","6","2.53","2.61","1","6","3","3"
"2018","West Germany","Female","3.16","3","10855","2","3","4","5","6","3.14","3.18","1","6","3","3"
"2018","West Germany","Male","2.61","3","9293","1","2","3","4","6","2.59","2.63","1","6","3","3"
