"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","2.87","3","24189","2","2","3","4","6","2.86","2.88","1","6","3","3"
"2017","","","","","","","","","","","","","",""
"2018","2.88","3","25636","1","2","3","4","6","2.87","2.89","1","6","3","3"
