"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","Baden-Württemberg","Female","3.19","3","1554","2","3","4","4","6","3.14","3.24","1","6","3","3"
"2016","Baden-Württemberg","Male","2.7","3","1289","1","2","3","4","6","2.65","2.75","1","6","3","3"
"2016","Bavaria","Female","3.17","3","2111","2","3","4","5","6","3.12","3.22","1","6","3","3"
"2016","Bavaria","Male","2.61","3","1771","1","2","3","4","6","2.57","2.65","1","6","3","3"
"2016","Berlin","Female","3.36","3","495","2","3","4","5","6","3.25","3.47","1","6","3","3"
"2016","Berlin","Male","2.84","3","405","1","2","3","4","6","2.72","2.96","1","6","3","3"
"2016","Brandenburg","Female","3.02","3","518","2","2","3","4","5","2.93","3.11","1","6","3","3"
"2016","Brandenburg","Male","2.67","3","426","1","2","3","3","5","2.58","2.76","1","6","3","3"
"2016","Bremen","Female","3.12","3","94","1","3","4","5","6","2.89","3.35","1","6","3","3"
"2016","Bremen","Male","2.56","3","82","1","2","3","4","4","2.34","2.78","1","6","2","3"
"2016","Hamburg","Female","3.11","3","233","2","2","4","4","6","2.97","3.25","1","6","3","3"
"2016","Hamburg","Male","2.71","3","192","1","2","3","4","5","2.58","2.84","1","6","3","3"
"2016","Hesse","Female","3.09","3","867","2","3","4","4","6","3.02","3.16","1","6","3","3"
"2016","Hesse","Male","2.59","3","742","1","2","3","4","6","2.52","2.66","1","6","3","3"
"2016","Lower Saxony","Female","2.91","3","1269","1","2","3","4","6","2.85","2.97","1","6","3","3"
"2016","Lower Saxony","Male","2.58","3","1097","1","2","3","4","6","2.52","2.64","1","6","2","3"
"2016","Mecklenburg-Western Pomerania","Female","2.88","3","287","1","2","3","4","6","2.75","3.01","1","6","3","3"
"2016","Mecklenburg-Western Pomerania","Male","2.22","2","235","1","1","3","3","4","2.1","2.34","1","5","2","3"
"2016","North Rhine-Westphalia","Female","3.12","3","2715","2","3","4","5","6","3.08","3.16","1","6","3","3"
"2016","North Rhine-Westphalia","Male","2.64","3","2319","1","2","3","4","5","2.6","2.68","1","6","3","3"
"2016","Rhineland-Palatinate,Saarland","Female","3.05","3","796","2","3","3","4","6","2.98","3.12","1","6","3","3"
"2016","Rhineland-Palatinate,Saarland","Male","2.72","3","687","1","2","3","4","6","2.65","2.79","1","6","3","3"
"2016","Saxony","Female","3.1","3","767","2","3","3","4","6","3.03","3.17","1","6","3","3"
"2016","Saxony","Male","2.58","3","691","1","2","3","4","5","2.51","2.65","1","6","3","3"
"2016","Saxony-Anhalt","Female","2.94","3","463","2","2","3","4","6","2.85","3.03","1","6","3","3"
"2016","Saxony-Anhalt","Male","2.54","3","365","1","2","3","4","5","2.43","2.65","1","6","2","3"
"2016","Schleswig-Holstein","Female","3.08","3","444","2","2","4","4","6","2.98","3.18","1","6","3","3"
"2016","Schleswig-Holstein","Male","2.63","3","372","1","2","3","4","6","2.53","2.73","1","6","2","3"
"2016","Thuringia","Female","2.99","3","496","2","2","4","4","6","2.89","3.09","1","6","3","3"
"2016","Thuringia","Male","2.54","3","407","1","2","3","4","6","2.43","2.65","1","6","2","3"
"2017","Baden-Württemberg","Female","","","","","","","","","","","","","",""
"2017","Baden-Württemberg","Male","","","","","","","","","","","","","",""
"2017","Bavaria","Female","","","","","","","","","","","","","",""
"2017","Bavaria","Male","","","","","","","","","","","","","",""
"2017","Berlin","Female","","","","","","","","","","","","","",""
"2017","Berlin","Male","","","","","","","","","","","","","",""
"2017","Brandenburg","Female","","","","","","","","","","","","","",""
"2017","Brandenburg","Male","","","","","","","","","","","","","",""
"2017","Bremen","Female","","","","","","","","","","","","","",""
"2017","Bremen","Male","","","","","","","","","","","","","",""
"2017","Hamburg","Female","","","","","","","","","","","","","",""
"2017","Hamburg","Male","","","","","","","","","","","","","",""
"2017","Hesse","Female","","","","","","","","","","","","","",""
"2017","Hesse","Male","","","","","","","","","","","","","",""
"2017","Lower Saxony","Female","","","","","","","","","","","","","",""
"2017","Lower Saxony","Male","","","","","","","","","","","","","",""
"2017","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2017","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"2017","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"2017","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"2017","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"2017","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"2017","Saxony","Female","","","","","","","","","","","","","",""
"2017","Saxony","Male","","","","","","","","","","","","","",""
"2017","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"2017","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"2017","Schleswig-Holstein","Female","","","","","","","","","","","","","",""
"2017","Schleswig-Holstein","Male","","","","","","","","","","","","","",""
"2017","Thuringia","Female","","","","","","","","","","","","","",""
"2017","Thuringia","Male","","","","","","","","","","","","","",""
"2018","Baden-Württemberg","Female","3.2","3","1499","2","3","4","4","6","3.15","3.25","1","6","3","3"
"2018","Baden-Württemberg","Male","2.73","3","1285","1","2","3","4","6","2.68","2.78","1","6","3","3"
"2018","Bavaria","Female","3.22","3","2168","2","3","4","5","6","3.17","3.27","1","6","3","3"
"2018","Bavaria","Male","2.57","3","1816","1","2","3","4","6","2.53","2.61","1","6","3","3"
"2018","Berlin","Female","3.46","3","510","2","3","4","6","6","3.35","3.57","1","6","3","3"
"2018","Berlin","Male","2.79","3","484","1","2","3","4","6","2.68","2.9","1","6","3","3"
"2018","Brandenburg","Female","3.05","3","552","2","3","3","4","6","2.97","3.13","1","6","3","3"
"2018","Brandenburg","Male","2.52","3","479","1","2","3","3","5","2.43","2.61","1","6","3","3"
"2018","Bremen","Female","3.49","3","121","2","3","4","5","6","3.27","3.71","1","6","3","3"
"2018","Bremen","Male","2.82","3","105","1","2","3","4","6","2.61","3.03","1","6","2","3"
"2018","Hamburg","Female","3.38","3","274","2","3","4","5","6","3.24","3.52","1","6","3","3"
"2018","Hamburg","Male","2.85","3","214","1","2","3","4","6","2.72","2.98","1","6","3","3"
"2018","Hesse","Female","3.01","3","907","2","2","3","4","6","2.94","3.08","1","6","3","3"
"2018","Hesse","Male","2.51","3","796","1","2","3","4","6","2.44","2.58","1","6","2","3"
"2018","Lower Saxony","Female","2.98","3","1353","2","2","3","4","6","2.92","3.04","1","6","3","3"
"2018","Lower Saxony","Male","2.54","3","1177","1","2","3","4","6","2.48","2.6","1","6","2","3"
"2018","Mecklenburg-Western Pomerania","Female","3.12","3","328","2","3","4","4","6","3.01","3.23","1","6","3","3"
"2018","Mecklenburg-Western Pomerania","Male","2.49","3","266","1","2","3","4","5","2.38","2.6","1","6","3","3"
"2018","North Rhine-Westphalia","Female","3.19","3","2938","2","3","4","5","6","3.15","3.23","1","6","3","3"
"2018","North Rhine-Westphalia","Male","2.57","3","2480","1","2","3","4","5","2.53","2.61","1","6","3","3"
"2018","Rhineland-Palatinate,Saarland","Female","3.16","3","796","2","3","4","5","6","3.09","3.23","1","6","3","3"
"2018","Rhineland-Palatinate,Saarland","Male","2.7","3","691","1","2","3","4","6","2.63","2.77","1","6","3","3"
