"ple0018","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2019","Full Time","West Germany","6622","0.813068928138333","0.80460028867347","0.821537567603197","2"
"No","2019","Full Time","East Germany","1792","0.745568645529968","0.72794804607677","0.763189244983166","2"
"No","2019","Part Time","West Germany","4860","0.80784892223063","0.797834586986837","0.817863257474423","2"
"No","2019","Part Time","East Germany","953","0.743228938805308","0.719174561036099","0.767283316574517","2"
"No","2019","Not Working","West Germany","3838","0.58622973858794","0.573901643010612","0.598557834165268","2"
"No","2019","Not Working","East Germany","1071","0.533929193745632","0.511895210395346","0.555963177095918","2"
"Yes","2019","Part Time","West Germany","1086","0.19215107776937","0.182136742525577","0.202165413013163","1"
"Yes","2019","Part Time","East Germany","314","0.256771061194692","0.232716683425483","0.280825438963901","1"
"Yes","2019","Full Time","West Germany","1519","0.186931071861667","0.178462432396804","0.19539971132653","1"
"Yes","2019","Not Working","West Germany","2293","0.41377026141206","0.401442165834732","0.426098356989388","1"
"Yes","2019","Not Working","East Germany","898","0.466070806254368","0.444036822904082","0.488104789604654","1"
"Yes","2019","Full Time","East Germany","555","0.254431354470032","0.236810755016834","0.27205195392323","1"
