"ple0018","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","(1c) basic vocational qualification","14","","",""
"Yes","2011","16-34 y.","(2b) intermediate general qualification","7","","",""
"Yes","2011","16-34 y.","(2a) intermediate vocational","39","1","1","1"
"Yes","2011","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Yes","2011","16-34 y.","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2011","16-34 y.","(3a) lower tertiary education","2","","",""
"Yes","2011","16-34 y.","(3b) higher tertiary education","10","","",""
"Yes","2011","35-65 y.","(0) in school","","","",""
"Yes","2011","35-65 y.","(1a) inadequately completed","37","1","1","1"
"Yes","2011","35-65 y.","(1b) general elementary school","153","1","1","1"
"Yes","2011","35-65 y.","(1c) basic vocational qualification","811","1","1","1"
"Yes","2011","35-65 y.","(2b) intermediate general qualification","28","","",""
"Yes","2011","35-65 y.","(2a) intermediate vocational","794","1","1","1"
"Yes","2011","35-65 y.","(2c_gen) general maturity certificate","29","","",""
"Yes","2011","35-65 y.","(2c_voc) vocational maturity certificate","158","1","1","1"
"Yes","2011","35-65 y.","(3a) lower tertiary education","248","1","1","1"
"Yes","2011","35-65 y.","(3b) higher tertiary education","350","1","1","1"
"Yes","2011","66 and older","(0) in school","","","",""
"Yes","2011","66 and older","(1a) inadequately completed","36","1","1","1"
"Yes","2011","66 and older","(1b) general elementary school","376","1","1","1"
"Yes","2011","66 and older","(1c) basic vocational qualification","1061","1","1","1"
"Yes","2011","66 and older","(2b) intermediate general qualification","36","1","1","1"
"Yes","2011","66 and older","(2a) intermediate vocational","319","1","1","1"
"Yes","2011","66 and older","(2c_gen) general maturity certificate","17","","",""
"Yes","2011","66 and older","(2c_voc) vocational maturity certificate","97","1","1","1"
"Yes","2011","66 and older","(3a) lower tertiary education","212","1","1","1"
"Yes","2011","66 and older","(3b) higher tertiary education","292","1","1","1"
"Yes","2012","16-34 y.","(0) in school","","","",""
"Yes","2012","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2012","16-34 y.","(1b) general elementary school","","","",""
"Yes","2012","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2012","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2012","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2012","35-65 y.","(0) in school","","","",""
"Yes","2012","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2012","35-65 y.","(1b) general elementary school","","","",""
"Yes","2012","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2012","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2012","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","","","",""
"Yes","2012","66 and older","(1b) general elementary school","","","",""
"Yes","2012","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2012","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2012","66 and older","(2a) intermediate vocational","","","",""
"Yes","2012","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2012","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","66 and older","(3a) lower tertiary education","","","",""
"Yes","2012","66 and older","(3b) higher tertiary education","","","",""
"Yes","2013","16-34 y.","(0) in school","6","","",""
"Yes","2013","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2013","16-34 y.","(1b) general elementary school","11","","",""
"Yes","2013","16-34 y.","(1c) basic vocational qualification","16","","",""
"Yes","2013","16-34 y.","(2b) intermediate general qualification","13","","",""
"Yes","2013","16-34 y.","(2a) intermediate vocational","29","","",""
"Yes","2013","16-34 y.","(2c_gen) general maturity certificate","20","","",""
"Yes","2013","16-34 y.","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2013","16-34 y.","(3a) lower tertiary education","6","","",""
"Yes","2013","16-34 y.","(3b) higher tertiary education","16","","",""
"Yes","2013","35-65 y.","(0) in school","","","",""
"Yes","2013","35-65 y.","(1a) inadequately completed","26","","",""
"Yes","2013","35-65 y.","(1b) general elementary school","148","1","1","1"
"Yes","2013","35-65 y.","(1c) basic vocational qualification","796","1","1","1"
"Yes","2013","35-65 y.","(2b) intermediate general qualification","29","","",""
"Yes","2013","35-65 y.","(2a) intermediate vocational","875","1","1","1"
"Yes","2013","35-65 y.","(2c_gen) general maturity certificate","30","1","1","1"
"Yes","2013","35-65 y.","(2c_voc) vocational maturity certificate","200","1","1","1"
"Yes","2013","35-65 y.","(3a) lower tertiary education","247","1","1","1"
"Yes","2013","35-65 y.","(3b) higher tertiary education","363","1","1","1"
"Yes","2013","66 and older","(0) in school","","","",""
"Yes","2013","66 and older","(1a) inadequately completed","29","","",""
"Yes","2013","66 and older","(1b) general elementary school","341","1","1","1"
"Yes","2013","66 and older","(1c) basic vocational qualification","1064","1","1","1"
"Yes","2013","66 and older","(2b) intermediate general qualification","37","1","1","1"
"Yes","2013","66 and older","(2a) intermediate vocational","374","1","1","1"
"Yes","2013","66 and older","(2c_gen) general maturity certificate","21","","",""
"Yes","2013","66 and older","(2c_voc) vocational maturity certificate","97","1","1","1"
"Yes","2013","66 and older","(3a) lower tertiary education","257","1","1","1"
"Yes","2013","66 and older","(3b) higher tertiary education","330","1","1","1"
"Yes","2014","16-34 y.","(0) in school","","","",""
"Yes","2014","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2014","16-34 y.","(1b) general elementary school","","","",""
"Yes","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2014","35-65 y.","(0) in school","","","",""
"Yes","2014","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2014","35-65 y.","(1b) general elementary school","","","",""
"Yes","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2014","66 and older","(0) in school","","","",""
"Yes","2014","66 and older","(1a) inadequately completed","","","",""
"Yes","2014","66 and older","(1b) general elementary school","","","",""
"Yes","2014","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2014","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2014","66 and older","(2a) intermediate vocational","","","",""
"Yes","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","66 and older","(3a) lower tertiary education","","","",""
"Yes","2014","66 and older","(3b) higher tertiary education","","","",""
"Yes","2015","16-34 y.","(0) in school","4","","",""
"Yes","2015","16-34 y.","(1a) inadequately completed","8","","",""
"Yes","2015","16-34 y.","(1b) general elementary school","27","","",""
"Yes","2015","16-34 y.","(1c) basic vocational qualification","30","1","1","1"
"Yes","2015","16-34 y.","(2b) intermediate general qualification","18","","",""
"Yes","2015","16-34 y.","(2a) intermediate vocational","50","1","1","1"
"Yes","2015","16-34 y.","(2c_gen) general maturity certificate","23","","",""
"Yes","2015","16-34 y.","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2015","16-34 y.","(3a) lower tertiary education","9","","",""
"Yes","2015","16-34 y.","(3b) higher tertiary education","22","","",""
"Yes","2015","35-65 y.","(0) in school","","","",""
"Yes","2015","35-65 y.","(1a) inadequately completed","60","1","1","1"
"Yes","2015","35-65 y.","(1b) general elementary school","216","1","1","1"
"Yes","2015","35-65 y.","(1c) basic vocational qualification","787","1","1","1"
"Yes","2015","35-65 y.","(2b) intermediate general qualification","32","1","1","1"
"Yes","2015","35-65 y.","(2a) intermediate vocational","1004","1","1","1"
"Yes","2015","35-65 y.","(2c_gen) general maturity certificate","54","1","1","1"
"Yes","2015","35-65 y.","(2c_voc) vocational maturity certificate","294","1","1","1"
"Yes","2015","35-65 y.","(3a) lower tertiary education","270","1","1","1"
"Yes","2015","35-65 y.","(3b) higher tertiary education","425","1","1","1"
"Yes","2015","66 and older","(0) in school","","","",""
"Yes","2015","66 and older","(1a) inadequately completed","30","1","1","1"
"Yes","2015","66 and older","(1b) general elementary school","308","1","1","1"
"Yes","2015","66 and older","(1c) basic vocational qualification","1050","1","1","1"
"Yes","2015","66 and older","(2b) intermediate general qualification","37","1","1","1"
"Yes","2015","66 and older","(2a) intermediate vocational","399","1","1","1"
"Yes","2015","66 and older","(2c_gen) general maturity certificate","26","","",""
"Yes","2015","66 and older","(2c_voc) vocational maturity certificate","110","1","1","1"
"Yes","2015","66 and older","(3a) lower tertiary education","252","1","1","1"
"Yes","2015","66 and older","(3b) higher tertiary education","344","1","1","1"
"Yes","2016","16-34 y.","(0) in school","","","",""
"Yes","2016","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2016","16-34 y.","(1b) general elementary school","","","",""
"Yes","2016","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2016","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2016","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2016","35-65 y.","(0) in school","","","",""
"Yes","2016","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2016","35-65 y.","(1b) general elementary school","","","",""
"Yes","2016","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2016","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2016","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2016","66 and older","(0) in school","","","",""
"Yes","2016","66 and older","(1a) inadequately completed","","","",""
"Yes","2016","66 and older","(1b) general elementary school","","","",""
"Yes","2016","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2016","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2016","66 and older","(2a) intermediate vocational","","","",""
"Yes","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","66 and older","(3a) lower tertiary education","","","",""
"Yes","2016","66 and older","(3b) higher tertiary education","","","",""
"Yes","2017","16-34 y.","(0) in school","3","","",""
"Yes","2017","16-34 y.","(1a) inadequately completed","7","","",""
"Yes","2017","16-34 y.","(1b) general elementary school","29","","",""
"Yes","2017","16-34 y.","(1c) basic vocational qualification","22","","",""
"Yes","2017","16-34 y.","(2b) intermediate general qualification","20","","",""
"Yes","2017","16-34 y.","(2a) intermediate vocational","38","1","1","1"
"Yes","2017","16-34 y.","(2c_gen) general maturity certificate","25","","",""
"Yes","2017","16-34 y.","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2017","16-34 y.","(3a) lower tertiary education","8","","",""
"Yes","2017","16-34 y.","(3b) higher tertiary education","29","","",""
"Yes","2017","35-65 y.","(0) in school","","","",""
"Yes","2017","35-65 y.","(1a) inadequately completed","78","1","1","1"
"Yes","2017","35-65 y.","(1b) general elementary school","225","1","1","1"
"Yes","2017","35-65 y.","(1c) basic vocational qualification","802","1","1","1"
"Yes","2017","35-65 y.","(2b) intermediate general qualification","70","1","1","1"
"Yes","2017","35-65 y.","(2a) intermediate vocational","1196","1","1","1"
"Yes","2017","35-65 y.","(2c_gen) general maturity certificate","75","1","1","1"
"Yes","2017","35-65 y.","(2c_voc) vocational maturity certificate","363","1","1","1"
"Yes","2017","35-65 y.","(3a) lower tertiary education","297","1","1","1"
"Yes","2017","35-65 y.","(3b) higher tertiary education","481","1","1","1"
"Yes","2017","66 and older","(0) in school","","","",""
"Yes","2017","66 and older","(1a) inadequately completed","34","1","1","1"
"Yes","2017","66 and older","(1b) general elementary school","288","1","1","1"
"Yes","2017","66 and older","(1c) basic vocational qualification","998","1","1","1"
"Yes","2017","66 and older","(2b) intermediate general qualification","37","1","1","1"
"Yes","2017","66 and older","(2a) intermediate vocational","456","1","1","1"
"Yes","2017","66 and older","(2c_gen) general maturity certificate","30","1","1","1"
"Yes","2017","66 and older","(2c_voc) vocational maturity certificate","115","1","1","1"
"Yes","2017","66 and older","(3a) lower tertiary education","264","1","1","1"
"Yes","2017","66 and older","(3b) higher tertiary education","386","1","1","1"
"Yes","2018","16-34 y.","(0) in school","","","",""
"Yes","2018","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2018","16-34 y.","(1b) general elementary school","","","",""
"Yes","2018","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2018","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2018","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2018","35-65 y.","(0) in school","","","",""
"Yes","2018","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2018","35-65 y.","(1b) general elementary school","","","",""
"Yes","2018","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2018","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2018","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2018","66 and older","(0) in school","","","",""
"Yes","2018","66 and older","(1a) inadequately completed","","","",""
"Yes","2018","66 and older","(1b) general elementary school","","","",""
"Yes","2018","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2018","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2018","66 and older","(2a) intermediate vocational","","","",""
"Yes","2018","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2018","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","66 and older","(3a) lower tertiary education","","","",""
"Yes","2018","66 and older","(3b) higher tertiary education","","","",""
"Yes","2019","16-34 y.","(0) in school","6","","",""
"Yes","2019","16-34 y.","(1a) inadequately completed","4","","",""
"Yes","2019","16-34 y.","(1b) general elementary school","32","1","1","1"
"Yes","2019","16-34 y.","(1c) basic vocational qualification","20","","",""
"Yes","2019","16-34 y.","(2b) intermediate general qualification","18","","",""
"Yes","2019","16-34 y.","(2a) intermediate vocational","43","1","1","1"
"Yes","2019","16-34 y.","(2c_gen) general maturity certificate","20","","",""
"Yes","2019","16-34 y.","(2c_voc) vocational maturity certificate","27","","",""
"Yes","2019","16-34 y.","(3a) lower tertiary education","10","","",""
"Yes","2019","16-34 y.","(3b) higher tertiary education","25","","",""
"Yes","2019","35-65 y.","(0) in school","","","",""
"Yes","2019","35-65 y.","(1a) inadequately completed","77","1","1","1"
"Yes","2019","35-65 y.","(1b) general elementary school","199","1","1","1"
"Yes","2019","35-65 y.","(1c) basic vocational qualification","736","1","1","1"
"Yes","2019","35-65 y.","(2b) intermediate general qualification","62","1","1","1"
"Yes","2019","35-65 y.","(2a) intermediate vocational","1187","1","1","1"
"Yes","2019","35-65 y.","(2c_gen) general maturity certificate","85","1","1","1"
"Yes","2019","35-65 y.","(2c_voc) vocational maturity certificate","390","1","1","1"
"Yes","2019","35-65 y.","(3a) lower tertiary education","336","1","1","1"
"Yes","2019","35-65 y.","(3b) higher tertiary education","558","1","1","1"
"Yes","2019","66 and older","(0) in school","","","",""
"Yes","2019","66 and older","(1a) inadequately completed","29","","",""
"Yes","2019","66 and older","(1b) general elementary school","244","1","1","1"
"Yes","2019","66 and older","(1c) basic vocational qualification","966","1","1","1"
"Yes","2019","66 and older","(2b) intermediate general qualification","45","1","1","1"
"Yes","2019","66 and older","(2a) intermediate vocational","554","1","1","1"
"Yes","2019","66 and older","(2c_gen) general maturity certificate","43","1","1","1"
"Yes","2019","66 and older","(2c_voc) vocational maturity certificate","134","1","1","1"
"Yes","2019","66 and older","(3a) lower tertiary education","284","1","1","1"
"Yes","2019","66 and older","(3b) higher tertiary education","449","1","1","1"
