"ple0018","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","North Rhine-Westphalia","Couple + C. LE 16 ","47","0.0953053217623486","0.0717707070507582","0.118839936473939"
"Yes","2009","North Rhine-Westphalia","Couple + C. GT 16 ","99","0.114604192830749","0.0904117368051262","0.138796648856372"
"Yes","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","22","","",""
"Yes","2009","Hesse","1-pers.-HH","64","0.376771309150316","0.306944072105057","0.446598546195576"
"Yes","2009","Hesse","(Married) couple without C. ","142","0.330063225639596","0.28795220058168","0.372174250697512"
"Yes","2009","Hesse","Single parent ","5","","",""
"Yes","2009","Hesse","Couple + C. LE 16 ","16","","",""
"Yes","2009","Hesse","Couple + C. GT 16 ","36","0.174214785562896","0.118650257222246","0.229779313903546"
"Yes","2009","Hesse","Couple + C. LE and GT 16","8","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","58","0.291820398850253","0.225955796227744","0.357685001472761"
"Yes","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","99","0.305684863902484","0.255365465621834","0.356004262183133"
"Yes","2009","Rhineland-Palatinate,Saarland","Single parent ","16","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","10","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","24","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","12","","",""
"Yes","2009","Baden-Württemberg","1-pers.-HH","84","0.261842038766947","0.213597618674933","0.310086458858962"
"Yes","2009","Baden-Württemberg","(Married) couple without C. ","190","0.287676719718722","0.253900233032419","0.321453206405025"
"Yes","2009","Baden-Württemberg","Single parent ","9","","",""
"Yes","2009","Baden-Württemberg","Couple + C. LE 16 ","33","0.113458131969028","0.0809217619466481","0.145994501991408"
"Yes","2009","Baden-Württemberg","Couple + C. GT 16 ","57","0.146613362068793","0.112164072100507","0.181062652037079"
"Yes","2009","Baden-Württemberg","Couple + C. LE and GT 16","17","","",""
"Yes","2009","Bavaria","1-pers.-HH","98","0.261289897175425","0.217909022092321","0.304670772258529"
"Yes","2009","Bavaria","(Married) couple without C. ","294","0.301903845603971","0.271927572221404","0.331880118986539"
"Yes","2009","Bavaria","Single parent ","14","","",""
"Yes","2009","Bavaria","Couple + C. LE 16 ","40","0.0712660095770865","0.047907666986502","0.0946243521676709"
"Yes","2009","Bavaria","Couple + C. GT 16 ","87","0.186157861513794","0.151409418568914","0.220906304458675"
"Yes","2009","Bavaria","Couple + C. LE and GT 16","21","","",""
"Yes","2009","Berlin","1-pers.-HH","51","0.313444296634714","0.243504749753507","0.383383843515922"
"Yes","2009","Berlin","(Married) couple without C. ","82","0.284195877261533","0.230888449317167","0.337503305205899"
"Yes","2009","Berlin","Single parent ","7","","",""
"Yes","2009","Berlin","Couple + C. LE 16 ","7","","",""
"Yes","2009","Berlin","Couple + C. GT 16 ","20","","",""
"Yes","2009","Berlin","Couple + C. LE and GT 16","2","","",""
"Yes","2009","Brandenburg","1-pers.-HH","48","0.303802453858495","0.225934713043881","0.38167019467311"
"Yes","2009","Brandenburg","(Married) couple without C. ","127","0.38811935651967","0.334642144435911","0.441596568603429"
"Yes","2009","Brandenburg","Single parent ","3","","",""
"Yes","2009","Brandenburg","Couple + C. LE 16 ","6","","",""
"Yes","2009","Brandenburg","Couple + C. GT 16 ","33","0.184732679715025","0.120676591024572","0.248788768405477"
"Yes","2009","Brandenburg","Couple + C. LE and GT 16","3","","",""
"Yes","2009","Mecklenburg-Western Pomerania","1-pers.-HH","29","","",""
"Yes","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","85","0.373539940911483","0.30947192864884","0.437607953174126"
"Yes","2009","Mecklenburg-Western Pomerania","Single parent ","2","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","7","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","",""
"Yes","2009","Saxony","1-pers.-HH","71","0.292289123186834","0.231914545404484","0.352663700969184"
"Yes","2009","Saxony","(Married) couple without C. ","212","0.390524669456892","0.349527776525869","0.431521562387914"
"Yes","2009","Saxony","Single parent ","10","","",""
"Yes","2009","Saxony","Couple + C. LE 16 ","15","","",""
"Yes","2009","Saxony","Couple + C. GT 16 ","59","0.194943191570024","0.145133683356366","0.244752699783682"
"Yes","2009","Saxony","Couple + C. LE and GT 16","10","","",""
"Yes","2009","Saxony-Anhalt","1-pers.-HH","43","0.349941064612799","0.264605259846854","0.435276869378743"
"Yes","2009","Saxony-Anhalt","(Married) couple without C. ","135","0.456681258904673","0.399839040276187","0.513523477533158"
"Yes","2009","Saxony-Anhalt","Single parent ","5","","",""
"Yes","2009","Saxony-Anhalt","Couple + C. LE 16 ","6","","",""
"Yes","2009","Saxony-Anhalt","Couple + C. GT 16 ","37","0.191432942710058","0.133142758738667","0.249723126681448"
"Yes","2009","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes","2009","Thuringia","1-pers.-HH","43","0.295384866979773","0.213070206445073","0.377699527514473"
"Yes","2009","Thuringia","(Married) couple without C. ","98","0.292559288828235","0.241502894456867","0.343615683199603"
"Yes","2009","Thuringia","Single parent ","9","","",""
"Yes","2009","Thuringia","Couple + C. LE 16 ","13","","",""
"Yes","2009","Thuringia","Couple + C. GT 16 ","36","0.250216705270326","0.183723032861979","0.316710377678673"
"Yes","2009","Thuringia","Couple + C. LE and GT 16","2","","",""
"No","2009","Schleswig-Holstein","1-pers.-HH","71","0.729420053905014","0.640084786660794","0.818755321149233"
"No","2009","Schleswig-Holstein","(Married) couple without C. ","152","0.720111665043845","0.660102002666094","0.780121327421596"
"No","2009","Schleswig-Holstein","Single parent ","25","","",""
"No","2009","Schleswig-Holstein","Couple + C. LE 16 ","58","0.820399115779957","0.731112627168975","0.90968560439094"
"No","2009","Schleswig-Holstein","Couple + C. GT 16 ","58","0.800298778570655","0.710419881902045","0.890177675239265"
"No","2009","Schleswig-Holstein","Couple + C. LE and GT 16","24","","",""
"No","2009","Hamburg","1-pers.-HH","58","0.697834930145096","0.596576071737259","0.799093788552933"
"No","2009","Hamburg","(Married) couple without C. ","76","0.73309269101213","0.648484361677965","0.817701020346294"
"No","2009","Hamburg","Single parent ","13","","",""
"No","2009","Hamburg","Couple + C. LE 16 ","22","","",""
"No","2009","Hamburg","Couple + C. GT 16 ","17","","",""
"No","2009","Hamburg","Couple + C. LE and GT 16","21","","",""
"No","2009","Lower Saxony","1-pers.-HH","178","0.700564121254841","0.643445794238625","0.757682448271057"
"No","2009","Lower Saxony","(Married) couple without C. ","406","0.660263765540349","0.623132671209541","0.697394859871157"
"No","2009","Lower Saxony","Single parent ","55","0.803415718565203","0.704492826862749","0.902338610267658"
"No","2009","Lower Saxony","Couple + C. LE 16 ","258","0.865118557353226","0.826004920791787","0.904232193914665"
"No","2009","Lower Saxony","Couple + C. GT 16 ","206","0.813536916024092","0.766643678469263","0.86043015357892"
"No","2009","Lower Saxony","Couple + C. LE and GT 16","96","0.817120231846168","0.746773340671266","0.887467123021069"
"No","2009","Bremen","1-pers.-HH","17","","",""
"No","2009","Bremen","(Married) couple without C. ","38","0.707938095479404","0.586658899501599","0.82921729145721"
"No","2009","Bremen","Single parent ","11","","",""
"No","2009","Bremen","Couple + C. LE 16 ","17","","",""
"No","2009","Bremen","Couple + C. GT 16 ","10","","",""
"No","2009","Bremen","Couple + C. LE and GT 16","1","","",""
"No","2009","North Rhine-Westphalia","1-pers.-HH","380","0.703407535206141","0.665095490180253","0.741719580232028"
"No","2009","North Rhine-Westphalia","(Married) couple without C. ","902","0.681816710855522","0.656812939411468","0.706820482299575"
"No","2009","North Rhine-Westphalia","Single parent ","143","0.867870024604251","0.81620053872849","0.919539510480011"
"No","2009","North Rhine-Westphalia","Couple + C. LE 16 ","551","0.904694678237651","0.881160063526061","0.928229292949242"
"No","2009","North Rhine-Westphalia","Couple + C. GT 16 ","567","0.885395807169251","0.861203351143628","0.909588263194874"
"No","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","245","0.939591551066465","0.911014931435712","0.968168170697218"
"No","2009","Hesse","1-pers.-HH","121","0.623228690849684","0.553401453804424","0.693055927894943"
"No","2009","Hesse","(Married) couple without C. ","337","0.669936774360404","0.627825749302488","0.71204779941832"
"No","2009","Hesse","Single parent ","63","0.935592798185724","0.877247712027525","0.993937884343923"
"No","2009","Hesse","Couple + C. LE 16 ","207","0.941587664849338","0.910806976771398","0.972368352927277"
"No","2009","Hesse","Couple + C. GT 16 ","143","0.825785214437104","0.770220686096454","0.881349742777754"
"No","2009","Hesse","Couple + C. LE and GT 16","61","0.949654031279576","0.898061289919047","1.0012467726401"
"No","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","125","0.708179601149747","0.642314998527239","0.774044203772256"
"No","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","223","0.694315136097516","0.643995737816867","0.744634534378166"
"No","2009","Rhineland-Palatinate,Saarland","Single parent ","59","0.812064151085411","0.723650883056902","0.90047741911392"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","150","0.93602055022746","0.898102059569442","0.973939040885477"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","164","0.888953906713296","0.844042109956137","0.933865703470455"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","66","0.799344563045942","0.710466768707043","0.88822235738484"
"No","2009","Baden-Württemberg","1-pers.-HH","235","0.738157961233053","0.689913541141038","0.786402381325067"
"No","2009","Baden-Württemberg","(Married) couple without C. ","500","0.712323280281278","0.678546793594975","0.746099766967581"
"No","2009","Baden-Württemberg","Single parent ","111","0.927977142631937","0.8817218661597","0.974232419104173"
"No","2009","Baden-Württemberg","Couple + C. LE 16 ","332","0.886541868030972","0.854005498008592","0.919078238053352"
"No","2009","Baden-Württemberg","Couple + C. GT 16 ","348","0.853386637931207","0.818937347962921","0.887835927899493"
"No","2009","Baden-Württemberg","Couple + C. LE and GT 16","157","0.878482621634299","0.829935973485181","0.927029269783417"
"No","2009","Bavaria","1-pers.-HH","296","0.738710102824575","0.695329227741471","0.782090977907679"
"No","2009","Bavaria","(Married) couple without C. ","607","0.698096154396029","0.668119881013461","0.728072427778596"
"No","2009","Bavaria","Single parent ","133","0.897412703638012","0.848363459141918","0.946461948134105"
"No","2009","Bavaria","Couple + C. LE 16 ","426","0.928733990422913","0.905375647832329","0.952092333013498"
"No","2009","Bavaria","Couple + C. GT 16 ","395","0.813842138486206","0.779093695541325","0.848590581431086"
"No","2009","Bavaria","Couple + C. LE and GT 16","171","0.888579115661272","0.844072063753684","0.93308616756886"
"No","2009","Berlin","1-pers.-HH","118","0.686555703365286","0.616616156484079","0.756495250246493"
"No","2009","Berlin","(Married) couple without C. ","193","0.715804122738467","0.662496694794101","0.769111550682833"
"No","2009","Berlin","Single parent ","48","0.916635430959799","0.843579442528512","0.989691419391085"
"No","2009","Berlin","Couple + C. LE 16 ","74","0.949581938084101","0.901931721619363","0.997232154548839"
"No","2009","Berlin","Couple + C. GT 16 ","68","0.672833836106624","0.574807028900436","0.770860643312813"
"No","2009","Berlin","Couple + C. LE and GT 16","8","","",""
"No","2009","Brandenburg","1-pers.-HH","86","0.696197546141505","0.61832980532689","0.774065286956119"
"No","2009","Brandenburg","(Married) couple without C. ","192","0.61188064348033","0.558403431396571","0.665357855564089"
"No","2009","Brandenburg","Single parent ","43","0.956117000842086","0.896923660794589","1.01531034088958"
"No","2009","Brandenburg","Couple + C. LE 16 ","96","0.922238295867528","0.870268325877613","0.974208265857442"
"No","2009","Brandenburg","Couple + C. GT 16 ","108","0.815267320284976","0.751211231594523","0.879323408975428"
"No","2009","Brandenburg","Couple + C. LE and GT 16","35","0.954165631307733","0.887674487435282","1.02065677518018"
"No","2009","Mecklenburg-Western Pomerania","1-pers.-HH","53","0.57142101606365","0.464309860471427","0.678532171655873"
"No","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","134","0.626460059088517","0.562392046825874","0.69052807135116"
"No","2009","Mecklenburg-Western Pomerania","Single parent ","26","","",""
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","44","0.958649872629308","0.90111414491312","1.0161856003455"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","55","0.900590058404051","0.82611159124774","0.975068525560362"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","26","","",""
"No","2009","Saxony","1-pers.-HH","147","0.707710876813166","0.647336299030816","0.768085454595516"
"No","2009","Saxony","(Married) couple without C. ","332","0.609475330543108","0.568478437612085","0.650472223474131"
"No","2009","Saxony","Single parent ","62","0.792833157975934","0.699220868216507","0.886445447735361"
"No","2009","Saxony","Couple + C. LE 16 ","184","0.905260602054122","0.864571915304378","0.945949288803866"
"No","2009","Saxony","Couple + C. GT 16 ","184","0.805056808429976","0.755247300216318","0.854866316643634"
"No","2009","Saxony","Couple + C. LE and GT 16","68","0.896496634767857","0.828895753640699","0.964097515895015"
"No","2009","Saxony-Anhalt","1-pers.-HH","77","0.650058935387201","0.564723130621257","0.735394740153146"
"No","2009","Saxony-Anhalt","(Married) couple without C. ","160","0.543318741095327","0.486476522466842","0.600160959723813"
"No","2009","Saxony-Anhalt","Single parent ","40","0.953803846849086","0.892473661780653","1.01513403191752"
"No","2009","Saxony-Anhalt","Couple + C. LE 16 ","92","0.91753637948181","0.86307634666987","0.971996412293749"
"No","2009","Saxony-Anhalt","Couple + C. GT 16 ","138","0.808567057289942","0.750276873318552","0.866857241261333"
"No","2009","Saxony-Anhalt","Couple + C. LE and GT 16","24","","",""
"No","2009","Thuringia","1-pers.-HH","75","0.704615133020227","0.622300472485527","0.786929793554927"
"No","2009","Thuringia","(Married) couple without C. ","207","0.707440711171765","0.656384316800397","0.758497105543133"
"No","2009","Thuringia","Single parent ","46","0.872493912724212","0.784345720803746","0.960642104644678"
"No","2009","Thuringia","Couple + C. LE 16 ","105","0.902658972334933","0.849175831632376","0.956142113037489"
"No","2009","Thuringia","Couple + C. GT 16 ","127","0.749783294729674","0.683289622321327","0.816276967138021"
"No","2009","Thuringia","Couple + C. LE and GT 16","42","0.973149459188337","0.925386849910423","1.02091206846625"
"Yes","2010","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes","2010","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes","2010","Schleswig-Holstein","Single parent ","","","",""
"Yes","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes","2010","Hamburg","1-pers.-HH","","","",""
"Yes","2010","Hamburg","(Married) couple without C. ","","","",""
"Yes","2010","Hamburg","Single parent ","","","",""
"Yes","2010","Hamburg","Couple + C. LE 16 ","","","",""
"Yes","2010","Hamburg","Couple + C. GT 16 ","","","",""
"Yes","2010","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes","2010","Lower Saxony","1-pers.-HH","","","",""
"Yes","2010","Lower Saxony","(Married) couple without C. ","","","",""
"Yes","2010","Lower Saxony","Single parent ","","","",""
"Yes","2010","Lower Saxony","Couple + C. LE 16 ","","","",""
"Yes","2010","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes","2010","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2010","Bremen","1-pers.-HH","","","",""
"Yes","2010","Bremen","(Married) couple without C. ","","","",""
"Yes","2010","Bremen","Single parent ","","","",""
"Yes","2010","Bremen","Couple + C. LE 16 ","","","",""
"Yes","2010","Bremen","Couple + C. GT 16 ","","","",""
"Yes","2010","Bremen","Couple + C. LE and GT 16","","","",""
"Yes","2010","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes","2010","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes","2010","North Rhine-Westphalia","Single parent ","","","",""
"Yes","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Yes","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Yes","2010","Hesse","1-pers.-HH","","","",""
"Yes","2010","Hesse","(Married) couple without C. ","","","",""
"Yes","2010","Hesse","Single parent ","","","",""
"Yes","2010","Hesse","Couple + C. LE 16 ","","","",""
"Yes","2010","Hesse","Couple + C. GT 16 ","","","",""
"Yes","2010","Hesse","Couple + C. LE and GT 16","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Yes","2010","Baden-Württemberg","1-pers.-HH","","","",""
"Yes","2010","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes","2010","Baden-Württemberg","Single parent ","","","",""
"Yes","2010","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Yes","2010","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Yes","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Yes","2010","Bavaria","1-pers.-HH","","","",""
"Yes","2010","Bavaria","(Married) couple without C. ","","","",""
"Yes","2010","Bavaria","Single parent ","","","",""
"Yes","2010","Bavaria","Couple + C. LE 16 ","","","",""
"Yes","2010","Bavaria","Couple + C. GT 16 ","","","",""
"Yes","2010","Bavaria","Couple + C. LE and GT 16","","","",""
"Yes","2010","Berlin","1-pers.-HH","","","",""
"Yes","2010","Berlin","(Married) couple without C. ","","","",""
"Yes","2010","Berlin","Single parent ","","","",""
"Yes","2010","Berlin","Couple + C. LE 16 ","","","",""
"Yes","2010","Berlin","Couple + C. GT 16 ","","","",""
"Yes","2010","Berlin","Couple + C. LE and GT 16","","","",""
"Yes","2010","Brandenburg","1-pers.-HH","","","",""
"Yes","2010","Brandenburg","(Married) couple without C. ","","","",""
"Yes","2010","Brandenburg","Single parent ","","","",""
"Yes","2010","Brandenburg","Couple + C. LE 16 ","","","",""
"Yes","2010","Brandenburg","Couple + C. GT 16 ","","","",""
"Yes","2010","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes","2010","Saxony","1-pers.-HH","","","",""
"Yes","2010","Saxony","(Married) couple without C. ","","","",""
"Yes","2010","Saxony","Single parent ","","","",""
"Yes","2010","Saxony","Couple + C. LE 16 ","","","",""
"Yes","2010","Saxony","Couple + C. GT 16 ","","","",""
"Yes","2010","Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2010","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes","2010","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes","2010","Saxony-Anhalt","Single parent ","","","",""
"Yes","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes","2010","Thuringia","1-pers.-HH","","","",""
"Yes","2010","Thuringia","(Married) couple without C. ","","","",""
"Yes","2010","Thuringia","Single parent ","","","",""
"Yes","2010","Thuringia","Couple + C. LE 16 ","","","",""
"Yes","2010","Thuringia","Couple + C. GT 16 ","","","",""
"Yes","2010","Thuringia","Couple + C. LE and GT 16","","","",""
"No","2010","Schleswig-Holstein","1-pers.-HH","","","",""
"No","2010","Schleswig-Holstein","(Married) couple without C. ","","","",""
"No","2010","Schleswig-Holstein","Single parent ","","","",""
"No","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"No","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"No","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"No","2010","Hamburg","1-pers.-HH","","","",""
"No","2010","Hamburg","(Married) couple without C. ","","","",""
"No","2010","Hamburg","Single parent ","","","",""
"No","2010","Hamburg","Couple + C. LE 16 ","","","",""
"No","2010","Hamburg","Couple + C. GT 16 ","","","",""
"No","2010","Hamburg","Couple + C. LE and GT 16","","","",""
"No","2010","Lower Saxony","1-pers.-HH","","","",""
"No","2010","Lower Saxony","(Married) couple without C. ","","","",""
"No","2010","Lower Saxony","Single parent ","","","",""
"No","2010","Lower Saxony","Couple + C. LE 16 ","","","",""
"No","2010","Lower Saxony","Couple + C. GT 16 ","","","",""
"No","2010","Lower Saxony","Couple + C. LE and GT 16","","","",""
"No","2010","Bremen","1-pers.-HH","","","",""
"No","2010","Bremen","(Married) couple without C. ","","","",""
"No","2010","Bremen","Single parent ","","","",""
"No","2010","Bremen","Couple + C. LE 16 ","","","",""
"No","2010","Bremen","Couple + C. GT 16 ","","","",""
"No","2010","Bremen","Couple + C. LE and GT 16","","","",""
"No","2010","North Rhine-Westphalia","1-pers.-HH","","","",""
"No","2010","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"No","2010","North Rhine-Westphalia","Single parent ","","","",""
"No","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"No","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"No","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"No","2010","Hesse","1-pers.-HH","","","",""
"No","2010","Hesse","(Married) couple without C. ","","","",""
"No","2010","Hesse","Single parent ","","","",""
"No","2010","Hesse","Couple + C. LE 16 ","","","",""
"No","2010","Hesse","Couple + C. GT 16 ","","","",""
"No","2010","Hesse","Couple + C. LE and GT 16","","","",""
"No","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"No","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"No","2010","Baden-Württemberg","1-pers.-HH","","","",""
"No","2010","Baden-Württemberg","(Married) couple without C. ","","","",""
"No","2010","Baden-Württemberg","Single parent ","","","",""
"No","2010","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"No","2010","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"No","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"No","2010","Bavaria","1-pers.-HH","","","",""
"No","2010","Bavaria","(Married) couple without C. ","","","",""
"No","2010","Bavaria","Single parent ","","","",""
"No","2010","Bavaria","Couple + C. LE 16 ","","","",""
"No","2010","Bavaria","Couple + C. GT 16 ","","","",""
"No","2010","Bavaria","Couple + C. LE and GT 16","","","",""
"No","2010","Berlin","1-pers.-HH","","","",""
"No","2010","Berlin","(Married) couple without C. ","","","",""
"No","2010","Berlin","Single parent ","","","",""
"No","2010","Berlin","Couple + C. LE 16 ","","","",""
"No","2010","Berlin","Couple + C. GT 16 ","","","",""
"No","2010","Berlin","Couple + C. LE and GT 16","","","",""
"No","2010","Brandenburg","1-pers.-HH","","","",""
"No","2010","Brandenburg","(Married) couple without C. ","","","",""
"No","2010","Brandenburg","Single parent ","","","",""
"No","2010","Brandenburg","Couple + C. LE 16 ","","","",""
"No","2010","Brandenburg","Couple + C. GT 16 ","","","",""
"No","2010","Brandenburg","Couple + C. LE and GT 16","","","",""
"No","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"No","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"No","2010","Mecklenburg-Western Pomerania","Single parent ","","","",""
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"No","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"No","2010","Saxony","1-pers.-HH","","","",""
"No","2010","Saxony","(Married) couple without C. ","","","",""
"No","2010","Saxony","Single parent ","","","",""
"No","2010","Saxony","Couple + C. LE 16 ","","","",""
"No","2010","Saxony","Couple + C. GT 16 ","","","",""
"No","2010","Saxony","Couple + C. LE and GT 16","","","",""
"No","2010","Saxony-Anhalt","1-pers.-HH","","","",""
"No","2010","Saxony-Anhalt","(Married) couple without C. ","","","",""
"No","2010","Saxony-Anhalt","Single parent ","","","",""
"No","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"No","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"No","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"No","2010","Thuringia","1-pers.-HH","","","",""
"No","2010","Thuringia","(Married) couple without C. ","","","",""
"No","2010","Thuringia","Single parent ","","","",""
"No","2010","Thuringia","Couple + C. LE 16 ","","","",""
"No","2010","Thuringia","Couple + C. GT 16 ","","","",""
