"ple0018","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2018","(1c) basic vocational qualification","","","",""
"Yes","2018","(2b) intermediate general qualification","","","",""
"Yes","2018","(2a) intermediate vocational","","","",""
"Yes","2018","(2c_gen) general maturity certificate","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","(3a) lower tertiary education","","","",""
"Yes","2018","(3b) higher tertiary education","","","",""
"Yes","2019","(0) in school","6","","",""
"Yes","2019","(1a) inadequately completed","110","1","1","1"
"Yes","2019","(1b) general elementary school","475","1","1","1"
"Yes","2019","(1c) basic vocational qualification","1722","1","1","1"
"Yes","2019","(2b) intermediate general qualification","125","1","1","1"
"Yes","2019","(2a) intermediate vocational","1784","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","148","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","551","1","1","1"
"Yes","2019","(3a) lower tertiary education","630","1","1","1"
"Yes","2019","(3b) higher tertiary education","1032","1","1","1"
