"ple0018","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","West Germany","76","0.0311486569465833","0.024895721029874","0.0374015928632926"
"Yes","2009","16-34 y.","East Germany","34","0.0344683934521421","0.0233864355871937","0.0455503513170905"
"Yes","2009","35-65 y.","West Germany","1521","0.210599792165103","0.2013763618609","0.219823222469307"
"Yes","2009","35-65 y.","East Germany","641","0.262484609008065","0.244859837979442","0.280109380036688"
"Yes","2009","66 and older","West Germany","1388","0.455365874634614","0.437809644953184","0.472922104316044"
"Yes","2009","66 and older","East Germany","594","0.534520882789689","0.505411970285563","0.563629795293815"
"No","2009","16-34 y.","West Germany","2889","0.968851343053417","0.962598407136707","0.975104278970126"
"No","2009","16-34 y.","East Germany","1007","0.965531606547858","0.95444964868291","0.976613564412806"
"No","2009","35-65 y.","West Germany","5986","0.789400207834897","0.780176777530693","0.7986236381391"
"No","2009","35-65 y.","East Germany","1753","0.737515390991935","0.719890619963312","0.755140162020558"
"No","2009","66 and older","West Germany","1703","0.544634125365386","0.527077895683956","0.562190355046816"
"No","2009","66 and older","East Germany","534","0.465479117210311","0.436370204706185","0.494588029714437"
"Yes","2010","16-34 y.","West Germany","","","",""
"Yes","2010","16-34 y.","East Germany","","","",""
"Yes","2010","35-65 y.","West Germany","","","",""
"Yes","2010","35-65 y.","East Germany","","","",""
"Yes","2010","66 and older","West Germany","","","",""
"Yes","2010","66 and older","East Germany","","","",""
"No","2010","16-34 y.","West Germany","","","",""
"No","2010","16-34 y.","East Germany","","","",""
"No","2010","35-65 y.","West Germany","","","",""
"No","2010","35-65 y.","East Germany","","","",""
"No","2010","66 and older","West Germany","","","",""
"No","2010","66 and older","East Germany","","","",""
"Yes","2011","16-34 y.","West Germany","94","0.027918134040576","0.0222974944794707","0.0335387736016813"
"Yes","2011","16-34 y.","East Germany","38","0.0356097801162881","0.0241640263022407","0.0470555339303356"
"Yes","2011","35-65 y.","West Germany","1867","0.22793422865305","0.219131905742283","0.236736551563816"
"Yes","2011","35-65 y.","East Germany","762","0.301145701514996","0.283639482799708","0.318651920230284"
"Yes","2011","66 and older","West Germany","1761","0.465772735640985","0.450123293122843","0.481422178159126"
"Yes","2011","66 and older","East Germany","687","0.5371024242186","0.509860998889819","0.564343849547382"
"No","2011","16-34 y.","West Germany","3206","0.972081865959424","0.966461226398319","0.977702505520529"
"No","2011","16-34 y.","East Germany","969","0.964390219883712","0.952944466069664","0.975835973697759"
"No","2011","35-65 y.","West Germany","6858","0.77206577134695","0.763263448436184","0.780868094257717"
"No","2011","35-65 y.","East Germany","1876","0.698854298485004","0.681348079769716","0.716360517200292"
"No","2011","66 and older","West Germany","2142","0.534227264359015","0.518577821840874","0.549876706877157"
"No","2011","66 and older","East Germany","600","0.4628975757814","0.435656150452618","0.490139001110181"
"Yes","2012","16-34 y.","West Germany","","","",""
"Yes","2012","16-34 y.","East Germany","","","",""
"Yes","2012","35-65 y.","West Germany","","","",""
"Yes","2012","35-65 y.","East Germany","","","",""
"Yes","2012","66 and older","West Germany","","","",""
"Yes","2012","66 and older","East Germany","","","",""
"No","2012","16-34 y.","West Germany","","","",""
