"ple0018","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2013","higher education","Rural Area","445","0.348747658887042","0.32270064713795","0.374794670636135"
"No","2013","in school","Urban Area","182","0.972075149704154","0.948333681432063","0.995816617976245"
"No","2013","in school","Rural Area","72","0.967538673715177","0.927430327420026","1.00764702001033"
"No","2013","inadequately","Urban Area","103","0.739087713297409","0.663308779117284","0.814866647477533"
"No","2013","inadequately","Rural Area","48","0.74264370708544","0.637172535071643","0.848114879099236"
"No","2013","general elemantary","Urban Area","876","0.664082401686515","0.637772747926431","0.690392055446598"
"No","2013","general elemantary","Rural Area","417","0.64962268382027","0.612309109673965","0.686936257966574"
"No","2013","middle vocational","Urban Area","4047","0.686695169253849","0.674702086734108","0.698688251773589"
"No","2013","middle vocational","Rural Area","2478","0.666859822664001","0.651699222328675","0.682020422999328"
"No","2013","vocational + Abi","Urban Area","639","0.79336334829389","0.765376125102074","0.821350571485705"
"No","2013","vocational + Abi","Rural Area","237","0.784105820782344","0.737469927217607","0.830741714347081"
"No","2013","higher vocational","Urban Area","546","0.681643894120479","0.649363527105328","0.713924261135631"
"No","2013","higher vocational","Rural Area","359","0.645733694768615","0.605129010783626","0.686338378753604"
"No","2013","higher education","Urban Area","2418","0.75963995508338","0.744816423342446","0.774463486824314"
"No","2013","higher education","Rural Area","841","0.651252341112958","0.625205329363865","0.67729935286205"
"Yes","2014","in school","Urban Area","","","",""
"Yes","2014","in school","Rural Area","","","",""
"Yes","2014","inadequately","Urban Area","","","",""
"Yes","2014","inadequately","Rural Area","","","",""
"Yes","2014","general elemantary","Urban Area","","","",""
"Yes","2014","general elemantary","Rural Area","","","",""
"Yes","2014","middle vocational","Urban Area","","","",""
"Yes","2014","middle vocational","Rural Area","","","",""
"Yes","2014","vocational + Abi","Urban Area","","","",""
"Yes","2014","vocational + Abi","Rural Area","","","",""
"Yes","2014","higher vocational","Urban Area","","","",""
"Yes","2014","higher vocational","Rural Area","","","",""
"Yes","2014","higher education","Urban Area","","","",""
"Yes","2014","higher education","Rural Area","","","",""
"No","2014","in school","Urban Area","","","",""
"No","2014","in school","Rural Area","","","",""
"No","2014","inadequately","Urban Area","","","",""
"No","2014","inadequately","Rural Area","","","",""
"No","2014","general elemantary","Urban Area","","","",""
"No","2014","general elemantary","Rural Area","","","",""
"No","2014","middle vocational","Urban Area","","","",""
"No","2014","middle vocational","Rural Area","","","",""
"No","2014","vocational + Abi","Urban Area","","","",""
"No","2014","vocational + Abi","Rural Area","","","",""
"No","2014","higher vocational","Urban Area","","","",""
"No","2014","higher vocational","Rural Area","","","",""
"No","2014","higher education","Urban Area","","","",""
"No","2014","higher education","Rural Area","","","",""
"Yes","2015","in school","Urban Area","2","","",""
"Yes","2015","in school","Rural Area","2","","",""
"Yes","2015","inadequately","Urban Area","56","0.251158980980104","0.200631919422654","0.301686042537554"
"Yes","2015","inadequately","Rural Area","29","","",""
"Yes","2015","general elemantary","Urban Area","397","0.285369227964473","0.264425605990066","0.306312849938879"
"Yes","2015","general elemantary","Rural Area","234","0.30240800514684","0.272434177340499","0.332381832953181"
"Yes","2015","middle vocational","Urban Area","1810","0.296178966089166","0.285562639331532","0.3067952928468"
"Yes","2015","middle vocational","Rural Area","1298","0.31236442112805","0.298980108431975","0.325748733824125"
"Yes","2015","vocational + Abi","Urban Area","228","0.200125702890434","0.179403358459182","0.220848047321686"
"Yes","2015","vocational + Abi","Rural Area","90","0.16727637643674","0.135471918079937","0.199080834793544"
"Yes","2015","higher vocational","Urban Area","283","0.328826233171513","0.298584342470162","0.359068123872864"
"Yes","2015","higher vocational","Rural Area","187","0.361791290178695","0.32350169093907","0.400080889418319"
"Yes","2015","higher education","Urban Area","849","0.228602120020897","0.215991900736109","0.241212339305685"
"Yes","2015","higher education","Rural Area","473","0.305898485867758","0.283549637022397","0.328247334713119"
"No","2015","in school","Urban Area","231","0.997178860150199","0.9903685173965","1.0039892029039"
"No","2015","in school","Rural Area","117","0.988264313409703","0.968915006274574","1.00761362054483"
"No","2015","inadequately","Urban Area","227","0.748841019019896","0.698313957462446","0.799368080577346"
"No","2015","inadequately","Rural Area","100","0.740243346005221","0.664573328806675","0.815913363203768"
"No","2015","general elemantary","Urban Area","1389","0.714630772035528","0.693687150061121","0.735574394009934"
"No","2015","general elemantary","Rural Area","668","0.69759199485316","0.667618167046819","0.727565822659502"
"No","2015","middle vocational","Urban Area","5295","0.703821033910834","0.6932047071532","0.714437360668468"
"No","2015","middle vocational","Rural Area","3308","0.68763557887195","0.674251266175875","0.701019891568025"
"No","2015","vocational + Abi","Urban Area","1204","0.799874297109566","0.779151952678314","0.820596641540818"
"No","2015","vocational + Abi","Rural Area","439","0.83272362356326","0.800919165206456","0.864528081920063"
"No","2015","higher vocational","Urban Area","644","0.671173766828487","0.640931876127136","0.701415657529838"
"No","2015","higher vocational","Rural Area","418","0.638208709821305","0.59991911058168","0.67649830906093"
"No","2015","higher education","Urban Area","3411","0.771397879979103","0.758787660694315","0.784008099263891"
"No","2015","higher education","Rural Area","1160","0.694101514132242","0.671752665286881","0.716450362977603"
"Yes","2016","in school","Urban Area","","","",""
"Yes","2016","in school","Rural Area","","","",""
"Yes","2016","inadequately","Urban Area","","","",""
"Yes","2016","inadequately","Rural Area","","","",""
"Yes","2016","general elemantary","Urban Area","","","",""
"Yes","2016","general elemantary","Rural Area","","","",""
"Yes","2016","middle vocational","Urban Area","","","",""
"Yes","2016","middle vocational","Rural Area","","","",""
"Yes","2016","vocational + Abi","Urban Area","","","",""
"Yes","2016","vocational + Abi","Rural Area","","","",""
"Yes","2016","higher vocational","Urban Area","","","",""
"Yes","2016","higher vocational","Rural Area","","","",""
"Yes","2016","higher education","Urban Area","","","",""
"Yes","2016","higher education","Rural Area","","","",""
"No","2016","in school","Urban Area","","","",""
"No","2016","in school","Rural Area","","","",""
"No","2016","inadequately","Urban Area","","","",""
"No","2016","inadequately","Rural Area","","","",""
"No","2016","general elemantary","Urban Area","","","",""
"No","2016","general elemantary","Rural Area","","","",""
"No","2016","middle vocational","Urban Area","","","",""
"No","2016","middle vocational","Rural Area","","","",""
"No","2016","vocational + Abi","Urban Area","","","",""
"No","2016","vocational + Abi","Rural Area","","","",""
"No","2016","higher vocational","Urban Area","","","",""
"No","2016","higher vocational","Rural Area","","","",""
"No","2016","higher education","Urban Area","","","",""
"No","2016","higher education","Rural Area","","","",""
"Yes","2017","in school","Urban Area","2","","",""
"Yes","2017","in school","Rural Area","1","","",""
"Yes","2017","inadequately","Urban Area","63","0.222238162215943","0.176828027671989","0.267648296759898"
"Yes","2017","inadequately","Rural Area","31","0.292653176756617","0.215903945904803","0.369402407608432"
"Yes","2017","general elemantary","Urban Area","394","0.282656527092833","0.261565481874325","0.303747572311342"
"Yes","2017","general elemantary","Rural Area","272","0.333110623690116","0.304114749199564","0.362106498180668"
"Yes","2017","middle vocational","Urban Area","1901","0.301443327665032","0.290891348087655","0.311995307242408"
"Yes","2017","middle vocational","Rural Area","1429","0.328202724847901","0.315017587401276","0.341387862294526"
"Yes","2017","vocational + Abi","Urban Area","284","0.197849802333456","0.178366122771906","0.217333481895005"
"Yes","2017","vocational + Abi","Rural Area","107","0.236666283862091","0.203210002738192","0.27012256498599"
"Yes","2017","higher vocational","Urban Area","272","0.292129561905745","0.262502509681439","0.32175661413005"
"Yes","2017","higher vocational","Rural Area","208","0.35729569554124","0.320198714113354","0.394392676969126"
"Yes","2017","higher education","Urban Area","971","0.211635661825417","0.19997532186523","0.223296001785604"
"Yes","2017","higher education","Rural Area","494","0.28676136384559","0.266097243208865","0.307425484482315"
"No","2017","in school","Urban Area","291","0.998753875863541","0.994714407848272","1.00279334387881"
"No","2017","in school","Rural Area","118","0.998664571970525","0.99210319974752","1.00522594419353"
"No","2017","inadequately","Urban Area","259","0.777761837784057","0.732351703240102","0.823171972328011"
"No","2017","inadequately","Rural Area","104","0.707346823243383","0.630597592391568","0.784096054095197"
"No","2017","general elemantary","Urban Area","1357","0.717343472907167","0.696252427688658","0.738434518125675"
"No","2017","general elemantary","Rural Area","743","0.666889376309884","0.637893501819332","0.695885250800436"
"No","2017","middle vocational","Urban Area","5364","0.698556672334968","0.688004692757592","0.709108651912344"
"No","2017","middle vocational","Rural Area","3443","0.671797275152099","0.658612137705474","0.684982412598724"
"No","2017","vocational + Abi","Urban Area","1322","0.802150197666544","0.782666518104995","0.821633877228094"
"No","2017","vocational + Abi","Rural Area","513","0.763333716137909","0.72987743501401","0.796789997261808"
"No","2017","higher vocational","Urban Area","633","0.707870438094255","0.67824338586995","0.737497490318561"
"No","2017","higher vocational","Rural Area","433","0.64270430445876","0.605607323030874","0.679801285886646"
"No","2017","higher education","Urban Area","3743","0.788364338174583","0.776703998214396","0.800024678134771"
"No","2017","higher education","Rural Area","1346","0.71323863615441","0.692574515517685","0.733902756791135"
"Yes","2018","in school","Urban Area","","","",""
"Yes","2018","in school","Rural Area","","","",""
"Yes","2018","inadequately","Urban Area","","","",""
"Yes","2018","inadequately","Rural Area","","","",""
"Yes","2018","general elemantary","Urban Area","","","",""
"Yes","2018","general elemantary","Rural Area","","","",""
"Yes","2018","middle vocational","Urban Area","","","",""
"Yes","2018","middle vocational","Rural Area","","","",""
"Yes","2018","vocational + Abi","Urban Area","","","",""
"Yes","2018","vocational + Abi","Rural Area","","","",""
"Yes","2018","higher vocational","Urban Area","","","",""
"Yes","2018","higher vocational","Rural Area","","","",""
"Yes","2018","higher education","Urban Area","","","",""
"Yes","2018","higher education","Rural Area","","","",""
"No","2018","in school","Urban Area","","","",""
"No","2018","in school","Rural Area","","","",""
"No","2018","inadequately","Urban Area","","","",""
"No","2018","inadequately","Rural Area","","","",""
"No","2018","general elemantary","Urban Area","","","",""
"No","2018","general elemantary","Rural Area","","","",""
"No","2018","middle vocational","Urban Area","","","",""
"No","2018","middle vocational","Rural Area","","","",""
"No","2018","vocational + Abi","Urban Area","","","",""
"No","2018","vocational + Abi","Rural Area","","","",""
"No","2018","higher vocational","Urban Area","","","",""
"No","2018","higher vocational","Rural Area","","","",""
"No","2018","higher education","Urban Area","","","",""
"No","2018","higher education","Rural Area","","","",""
"Yes","2019","in school","Urban Area","5","","",""
"Yes","2019","in school","Rural Area","1","","",""
"Yes","2019","inadequately","Urban Area","53","0.194529788155483","0.14669013573573","0.242369440575237"
"Yes","2019","inadequately","Rural Area","28","","",""
"Yes","2019","general elemantary","Urban Area","350","0.306017095321223","0.282014196481864","0.330019994160581"
"Yes","2019","general elemantary","Rural Area","224","0.30456465493314","0.274679395303258","0.334449914563022"
"Yes","2019","middle vocational","Urban Area","1790","0.310137392695942","0.298670870658704","0.32160391473318"
"Yes","2019","middle vocational","Rural Area","1340","0.339132977169618","0.325030469326233","0.353235485013004"
"Yes","2019","vocational + Abi","Urban Area","271","0.196715727816813","0.176205565404535","0.217225890229091"
"Yes","2019","vocational + Abi","Rural Area","113","0.17911959717367","0.148437576259821","0.209801618087519"
"Yes","2019","higher vocational","Urban Area","314","0.353246007209827","0.322207766802922","0.384284247616732"
"Yes","2019","higher vocational","Rural Area","238","0.351253281881349","0.315737928682902","0.386768635079797"
"Yes","2019","higher education","Urban Area","980","0.214839730213169","0.202833139679518","0.226846320746819"
"Yes","2019","higher education","Rural Area","552","0.302505430791716","0.281899979534239","0.323110882049193"
"No","2019","in school","Urban Area","231","0.978178249271742","0.959538250234069","0.996818248309414"
"No","2019","in school","Rural Area","84","0.971799432517522","0.936606466301735","1.00699239873331"
"No","2019","inadequately","Urban Area","210","0.805470211844517","0.757630559424763","0.85330986426427"
"No","2019","inadequately","Rural Area","82","0.64813230293736","0.558889483721097","0.737375122153622"
"No","2019","general elemantary","Urban Area","1066","0.693982904678777","0.669980005839419","0.717985803518136"
"No","2019","general elemantary","Rural Area","687","0.69543534506686","0.665550085436978","0.725320604696742"
"No","2019","middle vocational","Urban Area","4461","0.689862607304058","0.67839608526682","0.701329129341296"
"No","2019","middle vocational","Rural Area","2989","0.660867022830382","0.646764514986997","0.674969530673767"
"No","2019","vocational + Abi","Urban Area","1172","0.803284272183187","0.782774109770909","0.823794434595465"
"No","2019","vocational + Abi","Rural Area","487","0.82088040282633","0.790198381912481","0.851562423740179"
"No","2019","higher vocational","Urban Area","597","0.646753992790173","0.615715752383268","0.677792233197078"
"No","2019","higher vocational","Rural Area","456","0.648746718118651","0.613231364920203","0.684262071317099"
"No","2019","higher education","Urban Area","3515","0.785160269786832","0.773153679253181","0.797166860320483"
"No","2019","higher education","Rural Area","1357","0.697494569208284","0.676889117950807","0.718100020465761"
