"pli0082","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","Full Time","5","","",""
"Daily","1990","16-34 y.","Part Time","2","","",""
"Daily","1990","16-34 y.","Not Working","3","","",""
"Daily","1990","35-65 y.","Full Time","8","","",""
"Daily","1990","35-65 y.","Part Time","5","","",""
"Daily","1990","35-65 y.","Not Working","9","","",""
"Daily","1990","66 and older","Full Time","","","",""
"Daily","1990","66 and older","Part Time","","","",""
"Daily","1990","66 and older","Not Working","3","","",""
"Min 1x per week","1990","16-34 y.","Full Time","148","0.0803222324217435","0.0681044394512819","0.0925400253922051"
"Min 1x per week","1990","16-34 y.","Part Time","60","0.0730355201902297","0.0553127530035484","0.090758287376911"
"Min 1x per week","1990","16-34 y.","Not Working","60","0.068575776846189","0.0521822712058794","0.0849692824864985"
"Min 1x per week","1990","35-65 y.","Full Time","209","0.0992747092796911","0.0875576148800443","0.110991803679338"
"Min 1x per week","1990","35-65 y.","Part Time","60","0.0734919504564726","0.0560924930595024","0.0908914078534427"
"Min 1x per week","1990","35-65 y.","Not Working","101","0.0906527103135127","0.0756290920374751","0.10567632858955"
"Min 1x per week","1990","66 and older","Full Time","3","","",""
"Min 1x per week","1990","66 and older","Part Time","2","","",""
"Min 1x per week","1990","66 and older","Not Working","70","0.0718107887367787","0.0559201183266817","0.0877014591468757"
"Min 1x per month","1990","16-34 y.","Full Time","653","0.370995623705351","0.349280202408216","0.392711045002486"
"Min 1x per month","1990","16-34 y.","Part Time","274","0.341656542901411","0.309352709969114","0.373960375833707"
"Min 1x per month","1990","16-34 y.","Not Working","253","0.303274309063076","0.273457482050194","0.333091136075958"
"Min 1x per month","1990","35-65 y.","Full Time","806","0.351395941476843","0.332689437100696","0.37010244585299"
"Min 1x per month","1990","35-65 y.","Part Time","292","0.368794526995162","0.336623210633002","0.400965843357322"
"Min 1x per month","1990","35-65 y.","Not Working","387","0.301222609674136","0.277215909906645","0.325229309441626"
