"pli0082","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Never","1996","Couple + C. GT 16 ","Female","","","",""
"Never","1996","Couple + C. LE and GT 16","Male","","","",""
"Never","1996","Couple + C. LE and GT 16","Female","","","",""
"Daily","1997","1-pers.-HH","Male","","","",""
"Daily","1997","1-pers.-HH","Female","","","",""
"Daily","1997","(Married) couple without C. ","Male","","","",""
"Daily","1997","(Married) couple without C. ","Female","","","",""
"Daily","1997","Single parent ","Male","","","",""
"Daily","1997","Single parent ","Female","","","",""
"Daily","1997","Couple + C. LE 16 ","Male","","","",""
"Daily","1997","Couple + C. LE 16 ","Female","","","",""
"Daily","1997","Couple + C. GT 16 ","Male","","","",""
"Daily","1997","Couple + C. GT 16 ","Female","","","",""
"Daily","1997","Couple + C. LE and GT 16","Male","","","",""
"Daily","1997","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1997","1-pers.-HH","Male","","","",""
"Min 1x per week","1997","1-pers.-HH","Female","","","",""
"Min 1x per week","1997","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1997","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1997","Single parent ","Male","","","",""
"Min 1x per week","1997","Single parent ","Female","","","",""
"Min 1x per week","1997","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1997","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1997","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1997","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1997","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1997","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1997","1-pers.-HH","Male","","","",""
"Min 1x per month","1997","1-pers.-HH","Female","","","",""
"Min 1x per month","1997","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1997","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1997","Single parent ","Male","","","",""
"Min 1x per month","1997","Single parent ","Female","","","",""
"Min 1x per month","1997","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1997","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1997","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1997","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1997","1-pers.-HH","Male","","","",""
"Rarely","1997","1-pers.-HH","Female","","","",""
"Rarely","1997","(Married) couple without C. ","Male","","","",""
"Rarely","1997","(Married) couple without C. ","Female","","","",""
"Rarely","1997","Single parent ","Male","","","",""
"Rarely","1997","Single parent ","Female","","","",""
"Rarely","1997","Couple + C. LE 16 ","Male","","","",""
"Rarely","1997","Couple + C. LE 16 ","Female","","","",""
"Rarely","1997","Couple + C. GT 16 ","Male","","","",""
"Rarely","1997","Couple + C. GT 16 ","Female","","","",""
"Rarely","1997","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1997","Couple + C. LE and GT 16","Female","","","",""
"Never","1997","1-pers.-HH","Male","","","",""
"Never","1997","1-pers.-HH","Female","","","",""
"Never","1997","(Married) couple without C. ","Male","","","",""
"Never","1997","(Married) couple without C. ","Female","","","",""
"Never","1997","Single parent ","Male","","","",""
"Never","1997","Single parent ","Female","","","",""
"Never","1997","Couple + C. LE 16 ","Male","","","",""
"Never","1997","Couple + C. LE 16 ","Female","","","",""
"Never","1997","Couple + C. GT 16 ","Male","","","",""
"Never","1997","Couple + C. GT 16 ","Female","","","",""
"Never","1997","Couple + C. LE and GT 16","Male","","","",""
"Never","1997","Couple + C. LE and GT 16","Female","","","",""
"Daily","1998","1-pers.-HH","Male","2","","",""
"Daily","1998","1-pers.-HH","Female","1","","",""
"Daily","1998","(Married) couple without C. ","Male","6","","",""
"Daily","1998","(Married) couple without C. ","Female","2","","",""
"Daily","1998","Single parent ","Male","","","",""
"Daily","1998","Single parent ","Female","","","",""
"Daily","1998","Couple + C. LE 16 ","Male","1","","",""
"Daily","1998","Couple + C. LE 16 ","Female","1","","",""
"Daily","1998","Couple + C. GT 16 ","Male","","","",""
"Daily","1998","Couple + C. GT 16 ","Female","","","",""
"Daily","1998","Couple + C. LE and GT 16","Male","1","","",""
"Daily","1998","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1998","1-pers.-HH","Male","45","0.0776126736412032","0.0572308949283244","0.0979944523540821"
"Min 1x per week","1998","1-pers.-HH","Female","40","0.0381418770479625","0.026755387327892","0.049528366768033"
"Min 1x per week","1998","(Married) couple without C. ","Male","124","0.0686572203073864","0.0577480648961448","0.079566375718628"
"Min 1x per week","1998","(Married) couple without C. ","Female","109","0.0563634039899716","0.0464855922003352","0.0662412157796079"
"Min 1x per week","1998","Single parent ","Male","20","","",""
"Min 1x per week","1998","Single parent ","Female","28","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","Male","72","0.044668637165358","0.0343007195364217","0.0550365547942943"
"Min 1x per week","1998","Couple + C. LE 16 ","Female","61","0.0421694092258144","0.0322376349695571","0.0521011834820718"
"Min 1x per week","1998","Couple + C. GT 16 ","Male","60","0.040954195604917","0.0305654435721172","0.0513429476377169"
"Min 1x per week","1998","Couple + C. GT 16 ","Female","54","0.046529746289786","0.0343772890083811","0.0586822035711909"
"Min 1x per week","1998","Couple + C. LE and GT 16","Male","20","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","Female","16","","",""
"Min 1x per month","1998","1-pers.-HH","Male","186","0.274978006384858","0.240965106061781","0.308990906707936"
"Min 1x per month","1998","1-pers.-HH","Female","244","0.226990474371609","0.202088742185919","0.2518922065573"
"Min 1x per month","1998","(Married) couple without C. ","Male","570","0.279679063722736","0.260315457512445","0.299042669933027"
"Min 1x per month","1998","(Married) couple without C. ","Female","566","0.273055604191854","0.253973076733709","0.29213813165"
"Min 1x per month","1998","Single parent ","Male","59","0.270817181041253","0.214596152010829","0.327038210071677"
"Min 1x per month","1998","Single parent ","Female","92","0.218576685674302","0.18101312824818","0.256140243100425"
"Min 1x per month","1998","Couple + C. LE 16 ","Male","377","0.259628257013092","0.237623627257935","0.28163288676825"
"Min 1x per month","1998","Couple + C. LE 16 ","Female","374","0.236774746426883","0.215767081309436","0.257782411544331"
"Min 1x per month","1998","Couple + C. GT 16 ","Male","327","0.235510007761961","0.213267431362687","0.257752584161236"
"Min 1x per month","1998","Couple + C. GT 16 ","Female","277","0.256084318329941","0.230901836121517","0.281266800538366"
"Min 1x per month","1998","Couple + C. LE and GT 16","Male","157","0.268468635672171","0.234268211914404","0.302669059429939"
"Min 1x per month","1998","Couple + C. LE and GT 16","Female","111","0.193729747659403","0.162132494504405","0.225327000814401"
"Rarely","1998","1-pers.-HH","Male","335","0.50102062373401","0.462932621332545","0.539108626135476"
"Rarely","1998","1-pers.-HH","Female","576","0.515775236787286","0.486066303382433","0.54548417019214"
"Rarely","1998","(Married) couple without C. ","Male","1165","0.556279620607708","0.534846050923254","0.577713190292162"
"Rarely","1998","(Married) couple without C. ","Female","1224","0.581187026469528","0.560055650789389","0.602318402149667"
"Rarely","1998","Single parent ","Male","133","0.542321811523965","0.47929125904404","0.605352364003889"
"Rarely","1998","Single parent ","Female","273","0.569712400352031","0.524710705962902","0.61471409474116"
"Rarely","1998","Couple + C. LE 16 ","Male","966","0.632215568891707","0.608014060606127","0.656417077177287"
"Rarely","1998","Couple + C. LE 16 ","Female","1014","0.648760926061301","0.625170950880664","0.672350901241939"
"Rarely","1998","Couple + C. GT 16 ","Male","871","0.628917914665323","0.603594254171995","0.654241575158651"
"Rarely","1998","Couple + C. GT 16 ","Female","709","0.608918077743983","0.58076288588911","0.637073269598856"
"Rarely","1998","Couple + C. LE and GT 16","Male","417","0.632080979889211","0.594864892342358","0.669297067436064"
"Rarely","1998","Couple + C. LE and GT 16","Female","419","0.695544917173161","0.658754470543926","0.732335363802397"
"Never","1998","1-pers.-HH","Male","94","0.14490325607291","0.118088997384181","0.17171751476164"
"Never","1998","1-pers.-HH","Female","226","0.217859625702307","0.193320219590247","0.242399031814366"
"Never","1998","(Married) couple without C. ","Male","199","0.0930214703796641","0.0804905391152197","0.105552401644109"
"Never","1998","(Married) couple without C. ","Female","193","0.0890419385586702","0.0768434437034441","0.101240433413896"
"Never","1998","Single parent ","Male","28","","",""
"Never","1998","Single parent ","Female","72","0.160813031677519","0.127423402192914","0.194202661162123"
"Never","1998","Couple + C. LE 16 ","Male","109","0.0633519601999048","0.0511260440747371","0.0755778763250726"
"Never","1998","Couple + C. LE 16 ","Female","123","0.0721366103182006","0.059351525460609","0.0849216951757922"
"Never","1998","Couple + C. GT 16 ","Male","140","0.0946178819677985","0.0792753487350184","0.109960415200579"
"Never","1998","Couple + C. GT 16 ","Female","114","0.0884678576362895","0.0720837068778991","0.10485200839468"
"Never","1998","Couple + C. LE and GT 16","Male","50","0.0772273194635635","0.0566257134076826","0.0978289255194443"
"Never","1998","Couple + C. LE and GT 16","Female","55","0.0812231545115481","0.0593829951917627","0.103063313831333"
"Daily","1999","1-pers.-HH","Male","","","",""
"Daily","1999","1-pers.-HH","Female","","","",""
"Daily","1999","(Married) couple without C. ","Male","","","",""
"Daily","1999","(Married) couple without C. ","Female","","","",""
"Daily","1999","Single parent ","Male","","","",""
"Daily","1999","Single parent ","Female","","","",""
"Daily","1999","Couple + C. LE 16 ","Male","","","",""
"Daily","1999","Couple + C. LE 16 ","Female","","","",""
"Daily","1999","Couple + C. GT 16 ","Male","","","",""
"Daily","1999","Couple + C. GT 16 ","Female","","","",""
"Daily","1999","Couple + C. LE and GT 16","Male","","","",""
"Daily","1999","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1999","1-pers.-HH","Male","","","",""
"Min 1x per week","1999","1-pers.-HH","Female","","","",""
"Min 1x per week","1999","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1999","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1999","Single parent ","Male","","","",""
"Min 1x per week","1999","Single parent ","Female","","","",""
"Min 1x per week","1999","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1999","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1999","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1999","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1999","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1999","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1999","1-pers.-HH","Male","","","",""
"Min 1x per month","1999","1-pers.-HH","Female","","","",""
"Min 1x per month","1999","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1999","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1999","Single parent ","Male","","","",""
"Min 1x per month","1999","Single parent ","Female","","","",""
"Min 1x per month","1999","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1999","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1999","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1999","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1999","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1999","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1999","1-pers.-HH","Male","","","",""
"Rarely","1999","1-pers.-HH","Female","","","",""
"Rarely","1999","(Married) couple without C. ","Male","","","",""
"Rarely","1999","(Married) couple without C. ","Female","","","",""
"Rarely","1999","Single parent ","Male","","","",""
"Rarely","1999","Single parent ","Female","","","",""
"Rarely","1999","Couple + C. LE 16 ","Male","","","",""
"Rarely","1999","Couple + C. LE 16 ","Female","","","",""
"Rarely","1999","Couple + C. GT 16 ","Male","","","",""
"Rarely","1999","Couple + C. GT 16 ","Female","","","",""
"Rarely","1999","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1999","Couple + C. LE and GT 16","Female","","","",""
"Never","1999","1-pers.-HH","Male","","","",""
"Never","1999","1-pers.-HH","Female","","","",""
"Never","1999","(Married) couple without C. ","Male","","","",""
"Never","1999","(Married) couple without C. ","Female","","","",""
"Never","1999","Single parent ","Male","","","",""
"Never","1999","Single parent ","Female","","","",""
"Never","1999","Couple + C. LE 16 ","Male","","","",""
"Never","1999","Couple + C. LE 16 ","Female","","","",""
"Never","1999","Couple + C. GT 16 ","Male","","","",""
"Never","1999","Couple + C. GT 16 ","Female","","","",""
"Never","1999","Couple + C. LE and GT 16","Male","","","",""
"Never","1999","Couple + C. LE and GT 16","Female","","","",""
"Daily","2000","1-pers.-HH","Male","","","",""
"Daily","2000","1-pers.-HH","Female","","","",""
"Daily","2000","(Married) couple without C. ","Male","","","",""
"Daily","2000","(Married) couple without C. ","Female","","","",""
"Daily","2000","Single parent ","Male","","","",""
"Daily","2000","Single parent ","Female","","","",""
"Daily","2000","Couple + C. LE 16 ","Male","","","",""
"Daily","2000","Couple + C. LE 16 ","Female","","","",""
"Daily","2000","Couple + C. GT 16 ","Male","","","",""
"Daily","2000","Couple + C. GT 16 ","Female","","","",""
"Daily","2000","Couple + C. LE and GT 16","Male","","","",""
"Daily","2000","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","2000","1-pers.-HH","Male","","","",""
"Min 1x per week","2000","1-pers.-HH","Female","","","",""
"Min 1x per week","2000","(Married) couple without C. ","Male","","","",""
"Min 1x per week","2000","(Married) couple without C. ","Female","","","",""
"Min 1x per week","2000","Single parent ","Male","","","",""
"Min 1x per week","2000","Single parent ","Female","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","2000","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","2000","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","2000","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","2000","1-pers.-HH","Male","","","",""
"Min 1x per month","2000","1-pers.-HH","Female","","","",""
"Min 1x per month","2000","(Married) couple without C. ","Male","","","",""
"Min 1x per month","2000","(Married) couple without C. ","Female","","","",""
"Min 1x per month","2000","Single parent ","Male","","","",""
"Min 1x per month","2000","Single parent ","Female","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","2000","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","2000","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","2000","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2000","1-pers.-HH","Male","","","",""
"Rarely","2000","1-pers.-HH","Female","","","",""
"Rarely","2000","(Married) couple without C. ","Male","","","",""
"Rarely","2000","(Married) couple without C. ","Female","","","",""
"Rarely","2000","Single parent ","Male","","","",""
"Rarely","2000","Single parent ","Female","","","",""
"Rarely","2000","Couple + C. LE 16 ","Male","","","",""
"Rarely","2000","Couple + C. LE 16 ","Female","","","",""
"Rarely","2000","Couple + C. GT 16 ","Male","","","",""
"Rarely","2000","Couple + C. GT 16 ","Female","","","",""
"Rarely","2000","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2000","Couple + C. LE and GT 16","Female","","","",""
"Never","2000","1-pers.-HH","Male","","","",""
"Never","2000","1-pers.-HH","Female","","","",""
"Never","2000","(Married) couple without C. ","Male","","","",""
"Never","2000","(Married) couple without C. ","Female","","","",""
"Never","2000","Single parent ","Male","","","",""
"Never","2000","Single parent ","Female","","","",""
"Never","2000","Couple + C. LE 16 ","Male","","","",""
"Never","2000","Couple + C. LE 16 ","Female","","","",""
"Never","2000","Couple + C. GT 16 ","Male","","","",""
"Never","2000","Couple + C. GT 16 ","Female","","","",""
"Never","2000","Couple + C. LE and GT 16","Male","","","",""
"Never","2000","Couple + C. LE and GT 16","Female","","","",""
"Daily","2001","1-pers.-HH","Male","","","",""
"Daily","2001","1-pers.-HH","Female","","","",""
"Daily","2001","(Married) couple without C. ","Male","","","",""
"Daily","2001","(Married) couple without C. ","Female","","","",""
"Daily","2001","Single parent ","Male","","","",""
"Daily","2001","Single parent ","Female","","","",""
"Daily","2001","Couple + C. LE 16 ","Male","","","",""
"Daily","2001","Couple + C. LE 16 ","Female","","","",""
"Daily","2001","Couple + C. GT 16 ","Male","","","",""
"Daily","2001","Couple + C. GT 16 ","Female","","","",""
"Daily","2001","Couple + C. LE and GT 16","Male","","","",""
"Daily","2001","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","2001","1-pers.-HH","Male","","","",""
"Min 1x per week","2001","1-pers.-HH","Female","","","",""
"Min 1x per week","2001","(Married) couple without C. ","Male","","","",""
"Min 1x per week","2001","(Married) couple without C. ","Female","","","",""
"Min 1x per week","2001","Single parent ","Male","","","",""
"Min 1x per week","2001","Single parent ","Female","","","",""
"Min 1x per week","2001","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","2001","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","2001","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","2001","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","2001","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","2001","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","2001","1-pers.-HH","Male","","","",""
"Min 1x per month","2001","1-pers.-HH","Female","","","",""
"Min 1x per month","2001","(Married) couple without C. ","Male","","","",""
"Min 1x per month","2001","(Married) couple without C. ","Female","","","",""
"Min 1x per month","2001","Single parent ","Male","","","",""
"Min 1x per month","2001","Single parent ","Female","","","",""
"Min 1x per month","2001","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","2001","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","2001","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","2001","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","2001","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","2001","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2001","1-pers.-HH","Male","","","",""
"Rarely","2001","1-pers.-HH","Female","","","",""
"Rarely","2001","(Married) couple without C. ","Male","","","",""
"Rarely","2001","(Married) couple without C. ","Female","","","",""
"Rarely","2001","Single parent ","Male","","","",""
"Rarely","2001","Single parent ","Female","","","",""
"Rarely","2001","Couple + C. LE 16 ","Male","","","",""
"Rarely","2001","Couple + C. LE 16 ","Female","","","",""
"Rarely","2001","Couple + C. GT 16 ","Male","","","",""
"Rarely","2001","Couple + C. GT 16 ","Female","","","",""
"Rarely","2001","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2001","Couple + C. LE and GT 16","Female","","","",""
"Never","2001","1-pers.-HH","Male","","","",""
"Never","2001","1-pers.-HH","Female","","","",""
"Never","2001","(Married) couple without C. ","Male","","","",""
"Never","2001","(Married) couple without C. ","Female","","","",""
"Never","2001","Single parent ","Male","","","",""
"Never","2001","Single parent ","Female","","","",""
"Never","2001","Couple + C. LE 16 ","Male","","","",""
"Never","2001","Couple + C. LE 16 ","Female","","","",""
"Never","2001","Couple + C. GT 16 ","Male","","","",""
"Never","2001","Couple + C. GT 16 ","Female","","","",""
"Never","2001","Couple + C. LE and GT 16","Male","","","",""
"Never","2001","Couple + C. LE and GT 16","Female","","","",""
"Daily","2002","1-pers.-HH","Male","","","",""
"Daily","2002","1-pers.-HH","Female","","","",""
"Daily","2002","(Married) couple without C. ","Male","","","",""
"Daily","2002","(Married) couple without C. ","Female","","","",""
"Daily","2002","Single parent ","Male","","","",""
"Daily","2002","Single parent ","Female","","","",""
"Daily","2002","Couple + C. LE 16 ","Male","","","",""
"Daily","2002","Couple + C. LE 16 ","Female","","","",""
"Daily","2002","Couple + C. GT 16 ","Male","","","",""
"Daily","2002","Couple + C. GT 16 ","Female","","","",""
"Daily","2002","Couple + C. LE and GT 16","Male","","","",""
"Daily","2002","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","2002","1-pers.-HH","Male","","","",""
"Min 1x per week","2002","1-pers.-HH","Female","","","",""
"Min 1x per week","2002","(Married) couple without C. ","Male","","","",""
"Min 1x per week","2002","(Married) couple without C. ","Female","","","",""
"Min 1x per week","2002","Single parent ","Male","","","",""
"Min 1x per week","2002","Single parent ","Female","","","",""
"Min 1x per week","2002","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","2002","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","2002","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","2002","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","2002","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","2002","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","2002","1-pers.-HH","Male","","","",""
"Min 1x per month","2002","1-pers.-HH","Female","","","",""
"Min 1x per month","2002","(Married) couple without C. ","Male","","","",""
"Min 1x per month","2002","(Married) couple without C. ","Female","","","",""
"Min 1x per month","2002","Single parent ","Male","","","",""
"Min 1x per month","2002","Single parent ","Female","","","",""
"Min 1x per month","2002","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","2002","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","2002","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","2002","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","2002","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","2002","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2002","1-pers.-HH","Male","","","",""
"Rarely","2002","1-pers.-HH","Female","","","",""
"Rarely","2002","(Married) couple without C. ","Male","","","",""
"Rarely","2002","(Married) couple without C. ","Female","","","",""
"Rarely","2002","Single parent ","Male","","","",""
"Rarely","2002","Single parent ","Female","","","",""
"Rarely","2002","Couple + C. LE 16 ","Male","","","",""
"Rarely","2002","Couple + C. LE 16 ","Female","","","",""
"Rarely","2002","Couple + C. GT 16 ","Male","","","",""
"Rarely","2002","Couple + C. GT 16 ","Female","","","",""
"Rarely","2002","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2002","Couple + C. LE and GT 16","Female","","","",""
"Never","2002","1-pers.-HH","Male","","","",""
"Never","2002","1-pers.-HH","Female","","","",""
"Never","2002","(Married) couple without C. ","Male","","","",""
"Never","2002","(Married) couple without C. ","Female","","","",""
"Never","2002","Single parent ","Male","","","",""
"Never","2002","Single parent ","Female","","","",""
"Never","2002","Couple + C. LE 16 ","Male","","","",""
"Never","2002","Couple + C. LE 16 ","Female","","","",""
"Never","2002","Couple + C. GT 16 ","Male","","","",""
"Never","2002","Couple + C. GT 16 ","Female","","","",""
"Never","2002","Couple + C. LE and GT 16","Male","","","",""
"Never","2002","Couple + C. LE and GT 16","Female","","","",""
"Daily","2003","1-pers.-HH","Male","4","","",""
"Daily","2003","1-pers.-HH","Female","2","","",""
"Daily","2003","(Married) couple without C. ","Male","3","","",""
"Daily","2003","(Married) couple without C. ","Female","3","","",""
"Daily","2003","Single parent ","Male","","","",""
"Daily","2003","Single parent ","Female","","","",""
"Daily","2003","Couple + C. LE 16 ","Male","1","","",""
"Daily","2003","Couple + C. LE 16 ","Female","1","","",""
"Daily","2003","Couple + C. GT 16 ","Male","1","","",""
"Daily","2003","Couple + C. GT 16 ","Female","1","","",""
"Daily","2003","Couple + C. LE and GT 16","Male","1","","",""
"Daily","2003","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","2003","1-pers.-HH","Male","68","0.0567898283864453","0.044066087049882","0.0695135697230087"
"Min 1x per week","2003","1-pers.-HH","Female","53","0.0263870424889149","0.0187856582050942","0.0339884267727357"
"Min 1x per week","2003","(Married) couple without C. ","Male","234","0.062541498289208","0.0546591748371983","0.0704238217412177"
"Min 1x per week","2003","(Married) couple without C. ","Female","221","0.0536649751237561","0.0463640907312743","0.0609658595162378"
"Min 1x per week","2003","Single parent ","Male","12","","",""
"Min 1x per week","2003","Single parent ","Female","24","","",""
"Min 1x per week","2003","Couple + C. LE 16 ","Male","111","0.0541240589895282","0.0445689089617356","0.0636792090173208"
"Min 1x per week","2003","Couple + C. LE 16 ","Female","92","0.0372611063023755","0.029357460521141","0.04516475208361"
"Min 1x per week","2003","Couple + C. GT 16 ","Male","85","0.0398245573143702","0.0314128298745883","0.0482362847541521"
"Min 1x per week","2003","Couple + C. GT 16 ","Female","83","0.0504111705142769","0.0404813851239317","0.0603409559046221"
"Min 1x per week","2003","Couple + C. LE and GT 16","Male","39","0.0362390690806569","0.0242666105483051","0.0482115276130088"
"Min 1x per week","2003","Couple + C. LE and GT 16","Female","28","","",""
"Min 1x per month","2003","1-pers.-HH","Male","352","0.265815129383209","0.241528464565641","0.290101794200777"
"Min 1x per month","2003","1-pers.-HH","Female","372","0.206524746576974","0.187326706225801","0.225722786928146"
"Min 1x per month","2003","(Married) couple without C. ","Male","1033","0.272810742418467","0.258311391978191","0.287310092858742"
"Min 1x per month","2003","(Married) couple without C. ","Female","980","0.254474364473425","0.240363264837408","0.268585464109442"
"Min 1x per month","2003","Single parent ","Male","83","0.228764079377078","0.18469612226065","0.272832036493506"
"Min 1x per month","2003","Single parent ","Female","140","0.185986439507213","0.158521581244767","0.21345129776966"
"Min 1x per month","2003","Couple + C. LE 16 ","Male","587","0.256091559590131","0.237659128576597","0.274523990603665"
"Min 1x per month","2003","Couple + C. LE 16 ","Female","596","0.248494804681937","0.230461721446348","0.266527887917526"
"Min 1x per month","2003","Couple + C. GT 16 ","Male","514","0.227647495662872","0.20961010820087","0.245684883124874"
"Min 1x per month","2003","Couple + C. GT 16 ","Female","453","0.229894220122222","0.210797978957097","0.248990461287348"
"Min 1x per month","2003","Couple + C. LE and GT 16","Male","226","0.2204411698701","0.193884050368531","0.246998289371669"
"Min 1x per month","2003","Couple + C. LE and GT 16","Female","180","0.166594472921416","0.142331585967663","0.190857359875169"
"Rarely","2003","1-pers.-HH","Male","648","0.526600086679218","0.499150875660186","0.55404929769825"
"Rarely","2003","1-pers.-HH","Female","894","0.525547224900796","0.50186587105671","0.549228578744882"
"Rarely","2003","(Married) couple without C. ","Male","1959","0.53964177848639","0.523416400615483","0.555867156357297"
"Rarely","2003","(Married) couple without C. ","Female","2056","0.568290159497903","0.55224335393509","0.584336965060715"
"Rarely","2003","Single parent ","Male","192","0.52939651120378","0.477030018662868","0.581763003744692"
"Rarely","2003","Single parent ","Female","440","0.559511711551734","0.524469405707949","0.594554017395519"
"Rarely","2003","Couple + C. LE 16 ","Male","1281","0.596464557301932","0.57574605274299","0.617183061860875"
"Rarely","2003","Couple + C. LE 16 ","Female","1322","0.617565982117291","0.597286106930549","0.637845857304033"
"Rarely","2003","Couple + C. GT 16 ","Male","1307","0.630644139847304","0.609883100305625","0.651405179388983"
"Rarely","2003","Couple + C. GT 16 ","Female","1196","0.63449980880312","0.612643932453713","0.656355685152527"
"Rarely","2003","Couple + C. LE and GT 16","Male","571","0.620548746049339","0.589461939257049","0.651635552841629"
"Rarely","2003","Couple + C. LE and GT 16","Female","591","0.667832933057988","0.637164174685507","0.698501691430469"
"Never","2003","1-pers.-HH","Male","199","0.147864072772761","0.128349408419414","0.167378737126108"
"Never","2003","1-pers.-HH","Female","387","0.239981213187766","0.2197274865555","0.260234939820031"
"Never","2003","(Married) couple without C. ","Male","396","0.124085622064655","0.113353498993777","0.134817745135533"
"Never","2003","(Married) couple without C. ","Female","400","0.122761182011316","0.112129621887824","0.133392742134807"
"Never","2003","Single parent ","Male","62","0.206086688879885","0.163649472398576","0.248523905361193"
"Never","2003","Single parent ","Female","167","0.227023939053115","0.197454727027264","0.256593151078967"
"Never","2003","Couple + C. LE 16 ","Male","174","0.093139879462861","0.0808665263498516","0.10541323257587"
"Never","2003","Couple + C. LE 16 ","Female","195","0.0964218741806006","0.0841045612330878","0.108739187128113"
