"pli0082","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","1999","Full Time","direct migration background","","","","","5"
"Never","1999","Full Time","indirect migration background","","","","","5"
"Never","1999","Part Time","no migration background","","","","","5"
"Never","1999","Part Time","direct migration background","","","","","5"
"Never","1999","Not Working","no migration background","","","","","5"
"Never","1999","Not Working","direct migration background","","","","","5"
"Never","1999","Not Working","indirect migration background","","","","","5"
"Never","1999","Part Time","indirect migration background","","","","","5"
"Rarely","1999","Full Time","no migration background","","","","","4"
"Rarely","1999","Full Time","indirect migration background","","","","","4"
"Rarely","1999","Part Time","no migration background","","","","","4"
"Rarely","1999","Part Time","direct migration background","","","","","4"
"Rarely","1999","Part Time","indirect migration background","","","","","4"
"Rarely","1999","Not Working","indirect migration background","","","","","4"
"Rarely","1999","Full Time","direct migration background","","","","","4"
"Rarely","1999","Not Working","direct migration background","","","","","4"
"Rarely","1999","Not Working","no migration background","","","","","4"
"Daily","2000","Full Time","no migration background","","","","","1"
"Daily","2000","Full Time","direct migration background","","","","","1"
"Daily","2000","Full Time","indirect migration background","","","","","1"
"Daily","2000","Part Time","no migration background","","","","","1"
"Daily","2000","Part Time","direct migration background","","","","","1"
"Daily","2000","Not Working","direct migration background","","","","","1"
"Daily","2000","Not Working","no migration background","","","","","1"
"Daily","2000","Not Working","indirect migration background","","","","","1"
"Daily","2000","Part Time","indirect migration background","","","","","1"
"Min 1x per month","2000","Full Time","no migration background","","","","","3"
"Min 1x per month","2000","Full Time","direct migration background","","","","","3"
"Min 1x per month","2000","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2000","Part Time","no migration background","","","","","3"
"Min 1x per month","2000","Part Time","direct migration background","","","","","3"
"Min 1x per month","2000","Not Working","indirect migration background","","","","","3"
"Min 1x per month","2000","Not Working","direct migration background","","","","","3"
"Min 1x per month","2000","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2000","Not Working","no migration background","","","","","3"
"Min 1x per week","2000","Full Time","no migration background","","","","","2"
"Min 1x per week","2000","Full Time","direct migration background","","","","","2"
"Min 1x per week","2000","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2000","Part Time","no migration background","","","","","2"
"Min 1x per week","2000","Part Time","direct migration background","","","","","2"
"Min 1x per week","2000","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2000","Not Working","direct migration background","","","","","2"
"Min 1x per week","2000","Not Working","indirect migration background","","","","","2"
"Min 1x per week","2000","Not Working","no migration background","","","","","2"
"Never","2000","Full Time","no migration background","","","","","5"
"Never","2000","Full Time","direct migration background","","","","","5"
"Never","2000","Full Time","indirect migration background","","","","","5"
"Never","2000","Part Time","no migration background","","","","","5"
"Never","2000","Part Time","direct migration background","","","","","5"
"Never","2000","Not Working","no migration background","","","","","5"
"Never","2000","Not Working","direct migration background","","","","","5"
"Never","2000","Not Working","indirect migration background","","","","","5"
"Never","2000","Part Time","indirect migration background","","","","","5"
"Rarely","2000","Full Time","no migration background","","","","","4"
"Rarely","2000","Full Time","direct migration background","","","","","4"
"Rarely","2000","Full Time","indirect migration background","","","","","4"
"Rarely","2000","Part Time","no migration background","","","","","4"
"Rarely","2000","Part Time","direct migration background","","","","","4"
"Rarely","2000","Part Time","indirect migration background","","","","","4"
"Rarely","2000","Not Working","indirect migration background","","","","","4"
"Rarely","2000","Not Working","direct migration background","","","","","4"
"Rarely","2000","Not Working","no migration background","","","","","4"
"Daily","2001","Full Time","no migration background","","","","","1"
"Daily","2001","Full Time","direct migration background","","","","","1"
"Daily","2001","Full Time","indirect migration background","","","","","1"
"Daily","2001","Part Time","no migration background","","","","","1"
"Daily","2001","Part Time","direct migration background","","","","","1"
"Daily","2001","Part Time","indirect migration background","","","","","1"
"Daily","2001","Not Working","no migration background","","","","","1"
"Daily","2001","Not Working","direct migration background","","","","","1"
"Daily","2001","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2001","Full Time","no migration background","","","","","3"
"Min 1x per month","2001","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2001","Part Time","no migration background","","","","","3"
"Min 1x per month","2001","Full Time","direct migration background","","","","","3"
"Min 1x per month","2001","Part Time","direct migration background","","","","","3"
"Min 1x per month","2001","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2001","Not Working","no migration background","","","","","3"
"Min 1x per month","2001","Not Working","direct migration background","","","","","3"
"Min 1x per month","2001","Not Working","indirect migration background","","","","","3"
"Min 1x per week","2001","Full Time","no migration background","","","","","2"
"Min 1x per week","2001","Part Time","no migration background","","","","","2"
"Min 1x per week","2001","Part Time","direct migration background","","","","","2"
"Min 1x per week","2001","Full Time","direct migration background","","","","","2"
"Min 1x per week","2001","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2001","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2001","Not Working","no migration background","","","","","2"
"Min 1x per week","2001","Not Working","direct migration background","","","","","2"
"Min 1x per week","2001","Not Working","indirect migration background","","","","","2"
"Never","2001","Full Time","no migration background","","","","","5"
"Never","2001","Full Time","direct migration background","","","","","5"
"Never","2001","Full Time","indirect migration background","","","","","5"
"Never","2001","Part Time","no migration background","","","","","5"
"Never","2001","Part Time","direct migration background","","","","","5"
"Never","2001","Part Time","indirect migration background","","","","","5"
"Never","2001","Not Working","no migration background","","","","","5"
"Never","2001","Not Working","direct migration background","","","","","5"
"Never","2001","Not Working","indirect migration background","","","","","5"
"Rarely","2001","Part Time","direct migration background","","","","","4"
"Rarely","2001","Full Time","no migration background","","","","","4"
"Rarely","2001","Full Time","direct migration background","","","","","4"
"Rarely","2001","Full Time","indirect migration background","","","","","4"
"Rarely","2001","Part Time","no migration background","","","","","4"
"Rarely","2001","Part Time","indirect migration background","","","","","4"
"Rarely","2001","Not Working","no migration background","","","","","4"
"Rarely","2001","Not Working","direct migration background","","","","","4"
"Rarely","2001","Not Working","indirect migration background","","","","","4"
"Daily","2002","Full Time","no migration background","","","","","1"
"Daily","2002","Full Time","direct migration background","","","","","1"
"Daily","2002","Full Time","indirect migration background","","","","","1"
"Daily","2002","Part Time","no migration background","","","","","1"
"Daily","2002","Not Working","direct migration background","","","","","1"
"Daily","2002","Not Working","indirect migration background","","","","","1"
"Daily","2002","Part Time","direct migration background","","","","","1"
"Daily","2002","Part Time","indirect migration background","","","","","1"
"Daily","2002","Not Working","no migration background","","","","","1"
"Min 1x per month","2002","Full Time","no migration background","","","","","3"
"Min 1x per month","2002","Part Time","no migration background","","","","","3"
"Min 1x per month","2002","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2002","Full Time","direct migration background","","","","","3"
"Min 1x per month","2002","Not Working","direct migration background","","","","","3"
"Min 1x per month","2002","Not Working","indirect migration background","","","","","3"
"Min 1x per month","2002","Part Time","direct migration background","","","","","3"
"Min 1x per month","2002","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2002","Not Working","no migration background","","","","","3"
"Min 1x per week","2002","Full Time","no migration background","","","","","2"
"Min 1x per week","2002","Part Time","no migration background","","","","","2"
"Min 1x per week","2002","Part Time","direct migration background","","","","","2"
"Min 1x per week","2002","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2002","Full Time","direct migration background","","","","","2"
"Min 1x per week","2002","Not Working","direct migration background","","","","","2"
"Min 1x per week","2002","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2002","Not Working","no migration background","","","","","2"
"Min 1x per week","2002","Not Working","indirect migration background","","","","","2"
"Never","2002","Full Time","no migration background","","","","","5"
"Never","2002","Full Time","direct migration background","","","","","5"
"Never","2002","Full Time","indirect migration background","","","","","5"
"Never","2002","Part Time","no migration background","","","","","5"
"Never","2002","Part Time","direct migration background","","","","","5"
"Never","2002","Part Time","indirect migration background","","","","","5"
"Never","2002","Not Working","no migration background","","","","","5"
"Never","2002","Not Working","direct migration background","","","","","5"
"Never","2002","Not Working","indirect migration background","","","","","5"
"Rarely","2002","Part Time","direct migration background","","","","","4"
"Rarely","2002","Full Time","indirect migration background","","","","","4"
"Rarely","2002","Full Time","no migration background","","","","","4"
"Rarely","2002","Full Time","direct migration background","","","","","4"
"Rarely","2002","Part Time","no migration background","","","","","4"
"Rarely","2002","Part Time","indirect migration background","","","","","4"
"Rarely","2002","Not Working","no migration background","","","","","4"
"Rarely","2002","Not Working","direct migration background","","","","","4"
"Rarely","2002","Not Working","indirect migration background","","","","","4"
"Daily","2003","Full Time","no migration background","2","","","","1"
"Daily","2003","Full Time","direct migration background","","","","","1"
"Daily","2003","Full Time","indirect migration background","","","","","1"
"Daily","2003","Part Time","no migration background","1","","","","1"
"Daily","2003","Not Working","direct migration background","1","","","","1"
"Daily","2003","Not Working","indirect migration background","","","","","1"
"Daily","2003","Part Time","direct migration background","","","","","1"
"Daily","2003","Part Time","indirect migration background","1","","","","1"
"Daily","2003","Not Working","no migration background","14","","","","1"
"Min 1x per month","2003","Full Time","no migration background","2220","0.27945985467732","0.269409550274006","0.289510159080635","3"
"Min 1x per month","2003","Part Time","no migration background","1170","0.257915348087246","0.244760978379055","0.271069717795437","3"
"Min 1x per month","2003","Full Time","direct migration background","205","0.225193091987288","0.198245403731807","0.25214078024277","3"
"Min 1x per month","2003","Full Time","indirect migration background","72","0.183889224267851","0.14083452173785","0.226943926797853","3"
"Min 1x per month","2003","Not Working","direct migration background","143","0.136629334324454","0.115894603290906","0.157364065358003","3"
"Min 1x per month","2003","Not Working","indirect migration background","38","0.115519832654586","0.0756566527580738","0.155383012551099","3"
"Min 1x per month","2003","Part Time","direct migration background","136","0.237527451177821","0.204633835413796","0.270421066941845","3"
"Min 1x per month","2003","Part Time","indirect migration background","53","0.226935512648311","0.172448342165298","0.281422683131324","3"
"Min 1x per month","2003","Not Working","no migration background","1617","0.218801237521769","0.209016368628578","0.228586106414961","3"
"Min 1x per week","2003","Full Time","no migration background","387","0.0494244170675301","0.0445698051783063","0.0542790289567539","2"
"Min 1x per week","2003","Full Time","direct migration background","37","0.0373830558837776","0.0251450293225035","0.0496210824450518","2"
"Min 1x per week","2003","Full Time","indirect migration background","12","","","","2"
"Min 1x per week","2003","Part Time","no migration background","187","0.0419175678721593","0.0358919137109727","0.0479432220333459","2"
"Min 1x per week","2003","Part Time","direct migration background","24","","","","2"
"Min 1x per week","2003","Not Working","direct migration background","25","","","","2"
"Min 1x per week","2003","Part Time","indirect migration background","9","","","","2"
"Min 1x per week","2003","Not Working","no migration background","386","0.0521127206631872","0.046852553186729","0.0573728881396454","2"
"Min 1x per week","2003","Not Working","indirect migration background","13","","","","2"
"Never","2003","Full Time","no migration background","417","0.0665740246023941","0.0609908301057343","0.0721572190990539","5"
"Never","2003","Part Time","no migration background","342","0.0925578562219625","0.0838437902892871","0.101271922154638","5"
"Never","2003","Part Time","direct migration background","125","0.196963349593191","0.166223410785221","0.227703288401161","5"
"Never","2003","Full Time","indirect migration background","39","0.155606931596887","0.115320880822103","0.195892982371672","5"
"Never","2003","Full Time","direct migration background","143","0.165099549331595","0.141147783771897","0.189051314891292","5"
"Never","2003","Part Time","indirect migration background","40","0.228498388047417","0.173879211080136","0.283117565014698","5"
"Never","2003","Not Working","no migration background","1166","0.194370935338723","0.185005400670136","0.20373647000731","5"
"Never","2003","Not Working","direct migration background","308","0.289022660952947","0.261656012553709","0.316389309352186","5"
"Never","2003","Not Working","indirect migration background","51","0.268597828837522","0.213322798973076","0.323872858701968","5"
"Rarely","2003","Full Time","no migration background","4632","0.604271951669895","0.59331965889671","0.61522424444308","4"
"Rarely","2003","Part Time","no migration background","2549","0.607067228171478","0.592381947691261","0.621752508651695","4"
"Rarely","2003","Part Time","direct migration background","358","0.542854859840637","0.504350356737331","0.581359362943943","4"
"Rarely","2003","Full Time","indirect migration background","188","0.594573770523302","0.540007196046249","0.649140345000354","4"
"Rarely","2003","Full Time","direct migration background","538","0.572324302797339","0.540407041396472","0.604241564198207","4"
"Rarely","2003","Part Time","indirect migration background","124","0.499359718271314","0.434316082280268","0.56440335426236","4"
"Rarely","2003","Not Working","no migration background","3675","0.532599538839251","0.520791050313253","0.544408027365248","4"
"Rarely","2003","Not Working","direct migration background","577","0.548508124661897","0.518465056177922","0.578551193145873","4"
"Rarely","2003","Not Working","indirect migration background","145","0.573423805334431","0.511745024389328","0.635102586279533","4"
"Daily","2004","Full Time","no migration background","","","","","1"
"Daily","2004","Full Time","direct migration background","","","","","1"
"Daily","2004","Full Time","indirect migration background","","","","","1"
"Daily","2004","Part Time","no migration background","","","","","1"
"Daily","2004","Part Time","direct migration background","","","","","1"
"Daily","2004","Part Time","indirect migration background","","","","","1"
"Daily","2004","Not Working","no migration background","","","","","1"
"Daily","2004","Not Working","direct migration background","","","","","1"
"Daily","2004","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2004","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2004","Part Time","no migration background","","","","","3"
"Min 1x per month","2004","Full Time","no migration background","","","","","3"
"Min 1x per month","2004","Full Time","direct migration background","","","","","3"
"Min 1x per month","2004","Part Time","direct migration background","","","","","3"
"Min 1x per month","2004","Not Working","direct migration background","","","","","3"
"Min 1x per month","2004","Not Working","indirect migration background","","","","","3"
"Min 1x per month","2004","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2004","Not Working","no migration background","","","","","3"
"Min 1x per week","2004","Full Time","no migration background","","","","","2"
"Min 1x per week","2004","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2004","Part Time","no migration background","","","","","2"
"Min 1x per week","2004","Full Time","direct migration background","","","","","2"
"Min 1x per week","2004","Part Time","direct migration background","","","","","2"
"Min 1x per week","2004","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2004","Not Working","no migration background","","","","","2"
"Min 1x per week","2004","Not Working","direct migration background","","","","","2"
"Min 1x per week","2004","Not Working","indirect migration background","","","","","2"
"Never","2004","Full Time","no migration background","","","","","5"
"Never","2004","Full Time","indirect migration background","","","","","5"
"Never","2004","Part Time","no migration background","","","","","5"
"Never","2004","Part Time","direct migration background","","","","","5"
"Never","2004","Full Time","direct migration background","","","","","5"
"Never","2004","Part Time","indirect migration background","","","","","5"
"Never","2004","Not Working","no migration background","","","","","5"
"Never","2004","Not Working","direct migration background","","","","","5"
"Never","2004","Not Working","indirect migration background","","","","","5"
"Rarely","2004","Full Time","no migration background","","","","","4"
"Rarely","2004","Full Time","indirect migration background","","","","","4"
"Rarely","2004","Part Time","no migration background","","","","","4"
"Rarely","2004","Part Time","direct migration background","","","","","4"
"Rarely","2004","Full Time","direct migration background","","","","","4"
"Rarely","2004","Not Working","direct migration background","","","","","4"
"Rarely","2004","Not Working","indirect migration background","","","","","4"
"Rarely","2004","Part Time","indirect migration background","","","","","4"
"Rarely","2004","Not Working","no migration background","","","","","4"
"Daily","2005","Full Time","no migration background","","","","","1"
"Daily","2005","Full Time","direct migration background","","","","","1"
"Daily","2005","Full Time","indirect migration background","","","","","1"
"Daily","2005","Part Time","no migration background","","","","","1"
"Daily","2005","Not Working","direct migration background","","","","","1"
"Daily","2005","Part Time","direct migration background","","","","","1"
"Daily","2005","Part Time","indirect migration background","","","","","1"
"Daily","2005","Not Working","no migration background","","","","","1"
"Daily","2005","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2005","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2005","Part Time","no migration background","","","","","3"
"Min 1x per month","2005","Full Time","no migration background","","","","","3"
"Min 1x per month","2005","Full Time","direct migration background","","","","","3"
"Min 1x per month","2005","Part Time","direct migration background","","","","","3"
"Min 1x per month","2005","Not Working","direct migration background","","","","","3"
"Min 1x per month","2005","Not Working","indirect migration background","","","","","3"
"Min 1x per month","2005","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2005","Not Working","no migration background","","","","","3"
"Min 1x per week","2005","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2005","Part Time","no migration background","","","","","2"
"Min 1x per week","2005","Full Time","no migration background","","","","","2"
"Min 1x per week","2005","Full Time","direct migration background","","","","","2"
"Min 1x per week","2005","Not Working","direct migration background","","","","","2"
"Min 1x per week","2005","Part Time","direct migration background","","","","","2"
"Min 1x per week","2005","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2005","Not Working","no migration background","","","","","2"
"Min 1x per week","2005","Not Working","indirect migration background","","","","","2"
"Never","2005","Full Time","no migration background","","","","","5"
"Never","2005","Full Time","direct migration background","","","","","5"
"Never","2005","Full Time","indirect migration background","","","","","5"
"Never","2005","Part Time","no migration background","","","","","5"
"Never","2005","Part Time","direct migration background","","","","","5"
"Never","2005","Part Time","indirect migration background","","","","","5"
"Never","2005","Not Working","no migration background","","","","","5"
"Never","2005","Not Working","direct migration background","","","","","5"
"Never","2005","Not Working","indirect migration background","","","","","5"
"Rarely","2005","Full Time","no migration background","","","","","4"
"Rarely","2005","Full Time","direct migration background","","","","","4"
"Rarely","2005","Full Time","indirect migration background","","","","","4"
"Rarely","2005","Part Time","no migration background","","","","","4"
"Rarely","2005","Part Time","direct migration background","","","","","4"
"Rarely","2005","Not Working","direct migration background","","","","","4"
"Rarely","2005","Part Time","indirect migration background","","","","","4"
"Rarely","2005","Not Working","no migration background","","","","","4"
"Rarely","2005","Not Working","indirect migration background","","","","","4"
"Daily","2006","Full Time","no migration background","","","","","1"
"Daily","2006","Full Time","direct migration background","","","","","1"
"Daily","2006","Full Time","indirect migration background","","","","","1"
"Daily","2006","Part Time","no migration background","","","","","1"
"Daily","2006","Not Working","direct migration background","","","","","1"
"Daily","2006","Not Working","no migration background","","","","","1"
"Daily","2006","Part Time","direct migration background","","","","","1"
"Daily","2006","Part Time","indirect migration background","","","","","1"
"Daily","2006","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2006","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2006","Part Time","no migration background","","","","","3"
"Min 1x per month","2006","Part Time","direct migration background","","","","","3"
"Min 1x per month","2006","Full Time","no migration background","","","","","3"
"Min 1x per month","2006","Full Time","direct migration background","","","","","3"
"Min 1x per month","2006","Not Working","no migration background","","","","","3"
"Min 1x per month","2006","Not Working","direct migration background","","","","","3"
"Min 1x per month","2006","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2006","Not Working","indirect migration background","","","","","3"
"Min 1x per week","2006","Full Time","no migration background","","","","","2"
"Min 1x per week","2006","Full Time","direct migration background","","","","","2"
"Min 1x per week","2006","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2006","Part Time","no migration background","","","","","2"
"Min 1x per week","2006","Not Working","direct migration background","","","","","2"
"Min 1x per week","2006","Not Working","no migration background","","","","","2"
"Min 1x per week","2006","Part Time","direct migration background","","","","","2"
"Min 1x per week","2006","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2006","Not Working","indirect migration background","","","","","2"
"Never","2006","Full Time","indirect migration background","","","","","5"
"Never","2006","Part Time","no migration background","","","","","5"
"Never","2006","Part Time","direct migration background","","","","","5"
"Never","2006","Full Time","no migration background","","","","","5"
"Never","2006","Full Time","direct migration background","","","","","5"
"Never","2006","Part Time","indirect migration background","","","","","5"
"Never","2006","Not Working","no migration background","","","","","5"
"Never","2006","Not Working","direct migration background","","","","","5"
"Never","2006","Not Working","indirect migration background","","","","","5"
"Rarely","2006","Full Time","no migration background","","","","","4"
"Rarely","2006","Full Time","indirect migration background","","","","","4"
"Rarely","2006","Part Time","no migration background","","","","","4"
"Rarely","2006","Full Time","direct migration background","","","","","4"
"Rarely","2006","Part Time","direct migration background","","","","","4"
"Rarely","2006","Part Time","indirect migration background","","","","","4"
"Rarely","2006","Not Working","no migration background","","","","","4"
"Rarely","2006","Not Working","direct migration background","","","","","4"
"Rarely","2006","Not Working","indirect migration background","","","","","4"
"Daily","2007","Full Time","no migration background","","","","","1"
"Daily","2007","Full Time","direct migration background","","","","","1"
"Daily","2007","Full Time","indirect migration background","","","","","1"
"Daily","2007","Part Time","no migration background","","","","","1"
"Daily","2007","Part Time","direct migration background","","","","","1"
"Daily","2007","Part Time","indirect migration background","","","","","1"
"Daily","2007","Not Working","no migration background","","","","","1"
"Daily","2007","Not Working","direct migration background","","","","","1"
"Daily","2007","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2007","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2007","Part Time","no migration background","","","","","3"
"Min 1x per month","2007","Part Time","direct migration background","","","","","3"
"Min 1x per month","2007","Full Time","no migration background","","","","","3"
"Min 1x per month","2007","Full Time","direct migration background","","","","","3"
"Min 1x per month","2007","Not Working","direct migration background","","","","","3"
"Min 1x per month","2007","Not Working","no migration background","","","","","3"
"Min 1x per month","2007","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2007","Not Working","indirect migration background","","","","","3"
"Min 1x per week","2007","Full Time","no migration background","","","","","2"
"Min 1x per week","2007","Full Time","direct migration background","","","","","2"
"Min 1x per week","2007","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2007","Part Time","no migration background","","","","","2"
"Min 1x per week","2007","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2007","Not Working","direct migration background","","","","","2"
"Min 1x per week","2007","Not Working","indirect migration background","","","","","2"
"Min 1x per week","2007","Not Working","no migration background","","","","","2"
"Min 1x per week","2007","Part Time","direct migration background","","","","","2"
"Never","2007","Full Time","indirect migration background","","","","","5"
"Never","2007","Part Time","no migration background","","","","","5"
"Never","2007","Part Time","direct migration background","","","","","5"
"Never","2007","Full Time","no migration background","","","","","5"
"Never","2007","Full Time","direct migration background","","","","","5"
"Never","2007","Part Time","indirect migration background","","","","","5"
"Never","2007","Not Working","no migration background","","","","","5"
"Never","2007","Not Working","direct migration background","","","","","5"
"Never","2007","Not Working","indirect migration background","","","","","5"
"Rarely","2007","Full Time","no migration background","","","","","4"
"Rarely","2007","Full Time","indirect migration background","","","","","4"
"Rarely","2007","Part Time","no migration background","","","","","4"
"Rarely","2007","Full Time","direct migration background","","","","","4"
"Rarely","2007","Not Working","direct migration background","","","","","4"
"Rarely","2007","Not Working","no migration background","","","","","4"
"Rarely","2007","Part Time","direct migration background","","","","","4"
"Rarely","2007","Part Time","indirect migration background","","","","","4"
"Rarely","2007","Not Working","indirect migration background","","","","","4"
"Daily","2008","Full Time","no migration background","2","","","","1"
"Daily","2008","Full Time","direct migration background","","","","","1"
"Daily","2008","Full Time","indirect migration background","","","","","1"
"Daily","2008","Part Time","no migration background","3","","","","1"
"Daily","2008","Part Time","direct migration background","1","","","","1"
"Daily","2008","Part Time","indirect migration background","1","","","","1"
"Daily","2008","Not Working","no migration background","6","","","","1"
"Daily","2008","Not Working","direct migration background","1","","","","1"
"Daily","2008","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2008","Full Time","no migration background","1516","0.220711484769564","0.210640951116211","0.230782018422918","3"
"Min 1x per month","2008","Full Time","direct migration background","111","0.154498621869464","0.12625357933135","0.182743664407579","3"
"Min 1x per month","2008","Full Time","indirect migration background","69","0.178604948042362","0.137832102097369","0.219377793987356","3"
"Min 1x per month","2008","Part Time","no migration background","884","0.216460965677659","0.203214325771347","0.229707605583971","3"
"Min 1x per month","2008","Part Time","direct migration background","68","0.151278407907703","0.119122557496518","0.183434258318888","3"
"Min 1x per month","2008","Not Working","direct migration background","98","0.111456379147096","0.0896494285732653","0.133263329720926","3"
"Min 1x per month","2008","Part Time","indirect migration background","38","0.146103671113508","0.0997452328445412","0.192462109382476","3"
"Min 1x per month","2008","Not Working","no migration background","1385","0.200592362838969","0.190816743452764","0.210367982225174","3"
"Min 1x per month","2008","Not Working","indirect migration background","32","0.150947074725312","0.102059981801768","0.199834167648857","3"
"Min 1x per week","2008","Full Time","no migration background","164","0.025050863040302","0.0212560253366781","0.028845700743926","2"
"Min 1x per week","2008","Full Time","direct migration background","7","","","","2"
"Min 1x per week","2008","Full Time","indirect migration background","4","","","","2"
"Min 1x per week","2008","Part Time","no migration background","113","0.0336128122080829","0.0278156744227229","0.0394099499934429","2"
"Min 1x per week","2008","Part Time","indirect migration background","8","","","","2"
"Min 1x per week","2008","Not Working","no migration background","227","0.0306749960116675","0.0264655019062718","0.0348844901170631","2"
"Min 1x per week","2008","Not Working","direct migration background","15","","","","2"
"Min 1x per week","2008","Not Working","indirect migration background","","","","","2"
"Min 1x per week","2008","Part Time","direct migration background","17","","","","2"
"Never","2008","Full Time","no migration background","576","0.0978421216305092","0.0906278069013779","0.10505643635964","5"
"Never","2008","Full Time","direct migration background","96","0.198220294344955","0.167065538197148","0.229375050492763","5"
"Never","2008","Full Time","indirect migration background","53","0.151331567483012","0.113182666478855","0.189480468487168","5"
"Never","2008","Part Time","no migration background","456","0.147190221691862","0.135794254722772","0.158586188660951","5"
"Never","2008","Part Time","direct migration background","90","0.194129441843582","0.158634436232527","0.229624447454637","5"
"Never","2008","Part Time","indirect migration background","33","0.170118066358968","0.12080306681666","0.219433065901277","5"
"Never","2008","Not Working","no migration background","1360","0.240076940326984","0.229649853838663","0.250504026815305","5"
"Never","2008","Not Working","direct migration background","258","0.332887232400971","0.300232111724502","0.365542353077439","5"
"Never","2008","Not Working","indirect migration background","58","0.273135532812524","0.212289775436127","0.333981290188921","5"
"Rarely","2008","Full Time","no migration background","4257","0.656081543866665","0.644547076818008","0.667616010915322","4"
"Rarely","2008","Full Time","direct migration background","415","0.638016983975338","0.600460667912242","0.675573300038434","4"
"Rarely","2008","Full Time","indirect migration background","213","0.657747673629043","0.607240727880927","0.708254619377159","4"
"Rarely","2008","Part Time","no migration background","2257","0.601675087389191","0.585928539220271","0.617421635558111","4"
"Rarely","2008","Not Working","no migration background","3468","0.527542863676327","0.51535540872794","0.539730318624714","4"
"Rarely","2008","Not Working","direct migration background","428","0.528310739015518","0.493718727946698","0.562902750084339","4"
"Rarely","2008","Part Time","direct migration background","301","0.626616426134574","0.583208664329736","0.670024187939411","4"
"Rarely","2008","Part Time","indirect migration background","143","0.63433692433164","0.571125407840305","0.697548440822976","4"
"Rarely","2008","Not Working","indirect migration background","116","0.575917392462163","0.508430441278407","0.64340434364592","4"
"Daily","2009","Part Time","no migration background","","","","","1"
"Daily","2009","Full Time","no migration background","","","","","1"
"Daily","2009","Full Time","direct migration background","","","","","1"
"Daily","2009","Full Time","indirect migration background","","","","","1"
"Daily","2009","Part Time","direct migration background","","","","","1"
"Daily","2009","Part Time","indirect migration background","","","","","1"
"Daily","2009","Not Working","no migration background","","","","","1"
"Daily","2009","Not Working","direct migration background","","","","","1"
"Daily","2009","Not Working","indirect migration background","","","","","1"
"Min 1x per month","2009","Full Time","indirect migration background","","","","","3"
"Min 1x per month","2009","Part Time","no migration background","","","","","3"
"Min 1x per month","2009","Full Time","direct migration background","","","","","3"
"Min 1x per month","2009","Full Time","no migration background","","","","","3"
"Min 1x per month","2009","Part Time","direct migration background","","","","","3"
"Min 1x per month","2009","Part Time","indirect migration background","","","","","3"
"Min 1x per month","2009","Not Working","no migration background","","","","","3"
"Min 1x per month","2009","Not Working","direct migration background","","","","","3"
"Min 1x per month","2009","Not Working","indirect migration background","","","","","3"
"Min 1x per week","2009","Full Time","indirect migration background","","","","","2"
"Min 1x per week","2009","Full Time","direct migration background","","","","","2"
"Min 1x per week","2009","Full Time","no migration background","","","","","2"
"Min 1x per week","2009","Part Time","no migration background","","","","","2"
"Min 1x per week","2009","Part Time","direct migration background","","","","","2"
"Min 1x per week","2009","Part Time","indirect migration background","","","","","2"
"Min 1x per week","2009","Not Working","no migration background","","","","","2"
"Min 1x per week","2009","Not Working","direct migration background","","","","","2"
"Min 1x per week","2009","Not Working","indirect migration background","","","","","2"
"Never","2009","Part Time","no migration background","","","","","5"
"Never","2009","Full Time","no migration background","","","","","5"
"Never","2009","Full Time","indirect migration background","","","","","5"
"Never","2009","Full Time","direct migration background","","","","","5"
"Never","2009","Part Time","direct migration background","","","","","5"
"Never","2009","Part Time","indirect migration background","","","","","5"
