"pli0082","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","(0) in school","1","","",""
"Daily","1990","16-34 y.","(1a) inadequately completed","1","","",""
"Daily","1990","16-34 y.","(1b) general elementary school","4","","",""
"Daily","1990","16-34 y.","(1c) basic vocational qualification","3","","",""
"Daily","1990","16-34 y.","(2b) intermediate general qualification","","","",""
"Daily","1990","16-34 y.","(2a) intermediate vocational","1","","",""
"Daily","1990","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Daily","1990","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","16-34 y.","(3a) lower tertiary education","","","",""
"Daily","1990","16-34 y.","(3b) higher tertiary education","","","",""
"Daily","1990","35-65 y.","(0) in school","","","",""
"Daily","1990","35-65 y.","(1a) inadequately completed","2","","",""
"Daily","1990","35-65 y.","(1b) general elementary school","8","","",""
"Daily","1990","35-65 y.","(1c) basic vocational qualification","5","","",""
"Daily","1990","35-65 y.","(2b) intermediate general qualification","1","","",""
"Daily","1990","35-65 y.","(2a) intermediate vocational","1","","",""
"Daily","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Daily","1990","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Daily","1990","35-65 y.","(3a) lower tertiary education","1","","",""
"Daily","1990","35-65 y.","(3b) higher tertiary education","2","","",""
"Daily","1990","66 and older","(0) in school","","","",""
"Daily","1990","66 and older","(1a) inadequately completed","","","",""
"Daily","1990","66 and older","(1b) general elementary school","1","","",""
"Daily","1990","66 and older","(1c) basic vocational qualification","2","","",""
"Daily","1990","66 and older","(2b) intermediate general qualification","","","",""
"Daily","1990","66 and older","(2a) intermediate vocational","","","",""
"Daily","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Daily","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","66 and older","(3a) lower tertiary education","","","",""
"Daily","1990","66 and older","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","16-34 y.","(0) in school","8","","",""
"Min 1x per week","1990","16-34 y.","(1a) inadequately completed","12","","",""
"Min 1x per week","1990","16-34 y.","(1b) general elementary school","55","0.0744594210215026","0.0548433768121773","0.0940754652308279"
"Min 1x per week","1990","16-34 y.","(1c) basic vocational qualification","67","0.0813719635559557","0.0636954104946799","0.0990485166172315"
"Min 1x per week","1990","16-34 y.","(2b) intermediate general qualification","19","","",""
"Min 1x per week","1990","16-34 y.","(2a) intermediate vocational","42","0.0732397503397102","0.0525649987539859","0.0939145019254345"
"Min 1x per week","1990","16-34 y.","(2c_gen) general maturity certificate","20","","",""
"Min 1x per week","1990","16-34 y.","(2c_voc) vocational maturity certificate","15","","",""
"Min 1x per week","1990","16-34 y.","(3a) lower tertiary education","9","","",""
"Min 1x per week","1990","16-34 y.","(3b) higher tertiary education","13","","",""
"Min 1x per week","1990","35-65 y.","(0) in school","","","",""
"Min 1x per week","1990","35-65 y.","(1a) inadequately completed","20","","",""
"Min 1x per week","1990","35-65 y.","(1b) general elementary school","56","0.0588328831133359","0.0448953962911913","0.0727703699354805"
"Min 1x per week","1990","35-65 y.","(1c) basic vocational qualification","158","0.0911894428717468","0.0782040211406954","0.104174864602798"
"Min 1x per week","1990","35-65 y.","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1990","35-65 y.","(2a) intermediate vocational","53","0.104639003658759","0.0784062953405839","0.130871711976934"
"Min 1x per week","1990","35-65 y.","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1990","35-65 y.","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per week","1990","35-65 y.","(3a) lower tertiary education","21","","",""
"Min 1x per week","1990","35-65 y.","(3b) higher tertiary education","29","","",""
"Min 1x per week","1990","66 and older","(0) in school","","","",""
"Min 1x per week","1990","66 and older","(1a) inadequately completed","","","",""
"Min 1x per week","1990","66 and older","(1b) general elementary school","14","","",""
"Min 1x per week","1990","66 and older","(1c) basic vocational qualification","26","","",""
"Min 1x per week","1990","66 and older","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","66 and older","(2a) intermediate vocational","17","","",""
"Min 1x per week","1990","66 and older","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1990","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","66 and older","(3a) lower tertiary education","6","","",""
"Min 1x per week","1990","66 and older","(3b) higher tertiary education","6","","",""
"Min 1x per month","1990","16-34 y.","(0) in school","42","0.310037636028388","0.238816238231921","0.381259033824855"
"Min 1x per month","1990","16-34 y.","(1a) inadequately completed","26","","",""
"Min 1x per month","1990","16-34 y.","(1b) general elementary school","180","0.269854248919733","0.236685943540337","0.303022554299129"
"Min 1x per month","1990","16-34 y.","(1c) basic vocational qualification","304","0.335299560725559","0.304777081244509","0.36582204020661"
"Min 1x per month","1990","16-34 y.","(2b) intermediate general qualification","90","0.366414765391041","0.308942910274037","0.423886620508045"
"Min 1x per month","1990","16-34 y.","(2a) intermediate vocational","216","0.366847293331227","0.328601817641295","0.40509276902116"
"Min 1x per month","1990","16-34 y.","(2c_gen) general maturity certificate","95","0.320130171296501","0.266436230475617","0.373824112117386"
"Min 1x per month","1990","16-34 y.","(2c_voc) vocational maturity certificate","92","0.49499347455011","0.427532114085266","0.562454835014954"
"Min 1x per month","1990","16-34 y.","(3a) lower tertiary education","28","","",""
"Min 1x per month","1990","16-34 y.","(3b) higher tertiary education","67","0.492805498988586","0.406195477375011","0.57941552060216"
"Min 1x per month","1990","35-65 y.","(0) in school","","","",""
"Min 1x per month","1990","35-65 y.","(1a) inadequately completed","78","0.164565163089005","0.13225805569394","0.196872270484069"
"Min 1x per month","1990","35-65 y.","(1b) general elementary school","255","0.247287545771039","0.221733674390233","0.272841417151845"
"Min 1x per month","1990","35-65 y.","(1c) basic vocational qualification","625","0.342981202565764","0.321568516346788","0.364393888784739"
"Min 1x per month","1990","35-65 y.","(2b) intermediate general qualification","27","","",""
"Min 1x per month","1990","35-65 y.","(2a) intermediate vocational","193","0.352334226578022","0.311394009900316","0.393274443255728"
"Min 1x per month","1990","35-65 y.","(2c_gen) general maturity certificate","11","","",""
"Min 1x per month","1990","35-65 y.","(2c_voc) vocational maturity certificate","64","0.43720474538457","0.360343795623042","0.514065695146099"
"Min 1x per month","1990","35-65 y.","(3a) lower tertiary education","69","0.47676710503176","0.394032969267139","0.559501240796381"
"Min 1x per month","1990","35-65 y.","(3b) higher tertiary education","147","0.496711439412641","0.439848346661527","0.553574532163756"
"Min 1x per month","1990","66 and older","(0) in school","","","",""
"Min 1x per month","1990","66 and older","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","66 and older","(1b) general elementary school","64","0.162625200715222","0.12434556033663","0.200904841093815"
"Min 1x per month","1990","66 and older","(1c) basic vocational qualification","127","0.29724804886108","0.252953837533023","0.341542260189138"
"Min 1x per month","1990","66 and older","(2b) intermediate general qualification","11","","",""
"Min 1x per month","1990","66 and older","(2a) intermediate vocational","42","0.270812767957865","0.195004736148563","0.346620799767167"
"Min 1x per month","1990","66 and older","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1990","66 and older","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per month","1990","66 and older","(3a) lower tertiary education","12","","",""
"Min 1x per month","1990","66 and older","(3b) higher tertiary education","11","","",""
"Rarely","1990","16-34 y.","(0) in school","100","0.615792722871134","0.540891199067248","0.69069424667502"
"Rarely","1990","16-34 y.","(1a) inadequately completed","80","0.538500043390344","0.460271634801971","0.616728451978716"
"Rarely","1990","16-34 y.","(1b) general elementary school","324","0.496944398572136","0.459583633050984","0.534305164093288"
"Rarely","1990","16-34 y.","(1c) basic vocational qualification","469","0.516088390181966","0.483778506029924","0.548398274334008"
"Rarely","1990","16-34 y.","(2b) intermediate general qualification","141","0.503204299702935","0.443565719632693","0.562842879773176"
"Rarely","1990","16-34 y.","(2a) intermediate vocational","335","0.542014681843803","0.502476701899818","0.581552661787789"
"Rarely","1990","16-34 y.","(2c_gen) general maturity certificate","159","0.573842297811244","0.516926799634316","0.630757795988172"
"Rarely","1990","16-34 y.","(2c_voc) vocational maturity certificate","94","0.399503931087914","0.333415951310844","0.465591910864984"
"Rarely","1990","16-34 y.","(3a) lower tertiary education","30","0.429926161756827","0.313951914277466","0.545900409236188"
"Rarely","1990","16-34 y.","(3b) higher tertiary education","44","0.381789041996704","0.297625658740405","0.465952425253004"
"Rarely","1990","35-65 y.","(0) in school","","","",""
"Rarely","1990","35-65 y.","(1a) inadequately completed","240","0.463396717281406","0.419948098827021","0.506845335735791"
"Rarely","1990","35-65 y.","(1b) general elementary school","576","0.546002807035474","0.516513467018418","0.575492147052529"
