"pli0082","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Rarely","1998","16-34 y.","Bremen","24","","",""
"Rarely","1998","16-34 y.","North Rhine-Westphalia","612","0.64752139006384","0.617503157764471","0.677539622363209"
"Rarely","1998","16-34 y.","Hesse","185","0.63072043994923","0.57708350107846","0.68435737882"
"Rarely","1998","16-34 y.","Rhineland-Palatinate,Saarland","169","0.626308156264556","0.567839776385612","0.6847765361435"
"Rarely","1998","16-34 y.","Baden-Württemberg","468","0.651728065039568","0.616560201665022","0.686895928414114"
"Rarely","1998","16-34 y.","Bavaria","381","0.558394272920021","0.520277851550024","0.596510694290018"
"Rarely","1998","16-34 y.","Berlin","103","0.605246049266583","0.530207658290474","0.680284440242692"
"Rarely","1998","16-34 y.","Brandenburg","121","0.653149456623006","0.585292455346451","0.72100645789956"
"Rarely","1998","16-34 y.","Mecklenburg-Western Pomerania","77","0.536872347961694","0.453677885142761","0.620066810780627"
"Rarely","1998","16-34 y.","Saxony","213","0.584782079529386","0.534436742343705","0.635127416715067"
"Rarely","1998","16-34 y.","Saxony-Anhalt","136","0.646895495780851","0.580987045719816","0.712803945841886"
"Rarely","1998","16-34 y.","Thuringia","145","0.632961995457401","0.571854641927294","0.694069348987508"
"Rarely","1998","35-65 y.","Schleswig-Holstein","106","0.610589940202977","0.540134004787751","0.681045875618203"
"Rarely","1998","35-65 y.","Hamburg","42","0.555865143121084","0.445598808106424","0.666131478135744"
"Rarely","1998","35-65 y.","Lower Saxony","360","0.584812368056564","0.545285591037212","0.624339145075915"
"Rarely","1998","35-65 y.","Bremen","28","","",""
"Rarely","1998","35-65 y.","North Rhine-Westphalia","950","0.615267267772277","0.590670384807976","0.639864150736579"
"Rarely","1998","35-65 y.","Hesse","284","0.550829976172196","0.507490166633645","0.594169785710748"
"Rarely","1998","35-65 y.","Rhineland-Palatinate,Saarland","248","0.586097267927227","0.538364080908702","0.633830454945751"
"Rarely","1998","35-65 y.","Baden-Württemberg","536","0.600675536608974","0.568625037250195","0.632726035967753"
"Rarely","1998","35-65 y.","Bavaria","566","0.599924323894214","0.568505207856917","0.631343439931512"
"Rarely","1998","35-65 y.","Berlin","173","0.595306610471201","0.539671890729021","0.65094133021338"
"Rarely","1998","35-65 y.","Brandenburg","233","0.62543988045308","0.575785769388852","0.675093991517307"
"Rarely","1998","35-65 y.","Mecklenburg-Western Pomerania","144","0.609310427684731","0.546527825260023","0.672093030109439"
"Rarely","1998","35-65 y.","Saxony","407","0.585868359736034","0.548289348267292","0.623447371204776"
"Rarely","1998","35-65 y.","Saxony-Anhalt","239","0.571356754920937","0.52273750771595","0.619976002125925"
"Rarely","1998","35-65 y.","Thuringia","258","0.639059285110211","0.591815862908353","0.686302707312069"
"Rarely","1998","66 and older","Schleswig-Holstein","30","0.48866357301553","0.35774163459699","0.619585511434069"
"Rarely","1998","66 and older","Hamburg","12","","",""
"Rarely","1998","66 and older","Lower Saxony","88","0.567644107796898","0.487830674802358","0.647457540791438"
"Rarely","1998","66 and older","Bremen","14","","",""
"Rarely","1998","66 and older","North Rhine-Westphalia","190","0.547905414798703","0.495689507759716","0.60012132183769"
"Rarely","1998","66 and older","Hesse","65","0.536030529040614","0.448953764554447","0.623107293526782"
"Rarely","1998","66 and older","Rhineland-Palatinate,Saarland","61","0.451611653606228","0.366392126120183","0.536831181092272"
"Rarely","1998","66 and older","Baden-Württemberg","105","0.469013222654452","0.402307474782427","0.535718970526477"
"Rarely","1998","66 and older","Bavaria","126","0.444746162923593","0.386119464276689","0.503372861570497"
"Rarely","1998","66 and older","Berlin","34","0.466245193978968","0.34767604083822","0.584814347119715"
"Rarely","1998","66 and older","Brandenburg","35","0.449601584717998","0.331366562114778","0.567836607321218"
"Rarely","1998","66 and older","Mecklenburg-Western Pomerania","20","","",""
"Rarely","1998","66 and older","Saxony","79","0.520143498921535","0.440720994788731","0.599566003054339"
"Rarely","1998","66 and older","Saxony-Anhalt","34","0.39566831321492","0.295199629206976","0.496136997222865"
"Rarely","1998","66 and older","Thuringia","54","0.546732766766522","0.447151605068114","0.64631392846493"
"Never","1998","16-34 y.","Schleswig-Holstein","7","","",""
"Never","1998","16-34 y.","Hamburg","4","","",""
"Never","1998","16-34 y.","Lower Saxony","43","0.0924126111381347","0.0658021598549119","0.119023062421357"
"Never","1998","16-34 y.","Bremen","2","","",""
"Never","1998","16-34 y.","North Rhine-Westphalia","84","0.0804867501356294","0.0633931766761069","0.097580323595152"
"Never","1998","16-34 y.","Hesse","25","","",""
"Never","1998","16-34 y.","Rhineland-Palatinate,Saarland","36","0.11462151146621","0.0761208877428727","0.153122135189548"
"Never","1998","16-34 y.","Baden-Württemberg","58","0.0625293124989717","0.044657269197906","0.0804013558000374"
"Never","1998","16-34 y.","Bavaria","28","","",""
"Never","1998","16-34 y.","Berlin","12","","",""
"Never","1998","16-34 y.","Brandenburg","13","","",""
"Never","1998","16-34 y.","Mecklenburg-Western Pomerania","2","","",""
"Never","1998","16-34 y.","Saxony","19","","",""
"Never","1998","16-34 y.","Saxony-Anhalt","16","","",""
"Never","1998","16-34 y.","Thuringia","15","","",""
"Never","1998","35-65 y.","Schleswig-Holstein","13","","",""
"Never","1998","35-65 y.","Hamburg","11","","",""
"Never","1998","35-65 y.","Lower Saxony","44","0.0638420907070893","0.0442315742473768","0.0834526071668018"
"Never","1998","35-65 y.","Bremen","4","","",""
"Never","1998","35-65 y.","North Rhine-Westphalia","157","0.0874523556224178","0.0731705824568058","0.10173412878803"
"Never","1998","35-65 y.","Hesse","68","0.10619714637869","0.0793529674740182","0.133041325283362"
"Never","1998","35-65 y.","Rhineland-Palatinate,Saarland","56","0.134892985339584","0.101786274405337","0.167999696273831"
"Never","1998","35-65 y.","Baden-Württemberg","120","0.112720071018161","0.0920242421243401","0.133415899911982"
"Never","1998","35-65 y.","Bavaria","73","0.0719056530168838","0.0553383340400751","0.0884729719936926"
"Never","1998","35-65 y.","Berlin","19","","",""
"Never","1998","35-65 y.","Brandenburg","40","0.133687869881825","0.0987750555951474","0.168600684168504"
"Never","1998","35-65 y.","Mecklenburg-Western Pomerania","18","","",""
"Never","1998","35-65 y.","Saxony","39","0.0665530021596746","0.0475376321570604","0.0855683721622887"
"Never","1998","35-65 y.","Saxony-Anhalt","47","0.130873515871311","0.0977395109928251","0.164007520749796"
"Never","1998","35-65 y.","Thuringia","25","","",""
"Never","1998","66 and older","Schleswig-Holstein","10","","",""
"Never","1998","66 and older","Hamburg","11","","",""
"Never","1998","66 and older","Lower Saxony","22","","",""
"Never","1998","66 and older","Bremen","3","","",""
"Never","1998","66 and older","North Rhine-Westphalia","82","0.235195215537792","0.190698811295121","0.279691619780464"
"Never","1998","66 and older","Hesse","27","","",""
"Never","1998","66 and older","Rhineland-Palatinate,Saarland","31","0.224775252806102","0.153292625790503","0.296257879821702"
"Never","1998","66 and older","Baden-Württemberg","50","0.224798473274512","0.16899864666372","0.280598299885304"
"Never","1998","66 and older","Bavaria","46","0.180371291156153","0.13500995506274","0.225732627249567"
"Never","1998","66 and older","Berlin","6","","",""
"Never","1998","66 and older","Brandenburg","21","","",""
"Never","1998","66 and older","Mecklenburg-Western Pomerania","8","","",""
"Never","1998","66 and older","Saxony","36","0.251476174265977","0.182503425579814","0.320448922952139"
"Never","1998","66 and older","Saxony-Anhalt","30","0.345945485653453","0.248213166960078","0.443677804346827"
"Never","1998","66 and older","Thuringia","25","","",""
"Daily","1999","16-34 y.","Schleswig-Holstein","","","",""
"Daily","1999","16-34 y.","Hamburg","","","",""
"Daily","1999","16-34 y.","Lower Saxony","","","",""
"Daily","1999","16-34 y.","Bremen","","","",""
"Daily","1999","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","1999","16-34 y.","Hesse","","","",""
"Daily","1999","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1999","16-34 y.","Baden-Württemberg","","","",""
"Daily","1999","16-34 y.","Bavaria","","","",""
"Daily","1999","16-34 y.","Berlin","","","",""
"Daily","1999","16-34 y.","Brandenburg","","","",""
"Daily","1999","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1999","16-34 y.","Saxony","","","",""
"Daily","1999","16-34 y.","Saxony-Anhalt","","","",""
"Daily","1999","16-34 y.","Thuringia","","","",""
"Daily","1999","35-65 y.","Schleswig-Holstein","","","",""
"Daily","1999","35-65 y.","Hamburg","","","",""
"Daily","1999","35-65 y.","Lower Saxony","","","",""
"Daily","1999","35-65 y.","Bremen","","","",""
"Daily","1999","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","1999","35-65 y.","Hesse","","","",""
"Daily","1999","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1999","35-65 y.","Baden-Württemberg","","","",""
"Daily","1999","35-65 y.","Bavaria","","","",""
"Daily","1999","35-65 y.","Berlin","","","",""
"Daily","1999","35-65 y.","Brandenburg","","","",""
"Daily","1999","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1999","35-65 y.","Saxony","","","",""
"Daily","1999","35-65 y.","Saxony-Anhalt","","","",""
"Daily","1999","35-65 y.","Thuringia","","","",""
"Daily","1999","66 and older","Schleswig-Holstein","","","",""
"Daily","1999","66 and older","Hamburg","","","",""
"Daily","1999","66 and older","Lower Saxony","","","",""
"Daily","1999","66 and older","Bremen","","","",""
"Daily","1999","66 and older","North Rhine-Westphalia","","","",""
"Daily","1999","66 and older","Hesse","","","",""
"Daily","1999","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","1999","66 and older","Baden-Württemberg","","","",""
"Daily","1999","66 and older","Bavaria","","","",""
"Daily","1999","66 and older","Berlin","","","",""
"Daily","1999","66 and older","Brandenburg","","","",""
"Daily","1999","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","1999","66 and older","Saxony","","","",""
"Daily","1999","66 and older","Saxony-Anhalt","","","",""
"Daily","1999","66 and older","Thuringia","","","",""
"Min 1x per week","1999","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1999","16-34 y.","Hamburg","","","",""
"Min 1x per week","1999","16-34 y.","Lower Saxony","","","",""
"Min 1x per week","1999","16-34 y.","Bremen","","","",""
"Min 1x per week","1999","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","1999","16-34 y.","Hesse","","","",""
"Min 1x per week","1999","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1999","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per week","1999","16-34 y.","Bavaria","","","",""
"Min 1x per week","1999","16-34 y.","Berlin","","","",""
"Min 1x per week","1999","16-34 y.","Brandenburg","","","",""
"Min 1x per week","1999","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1999","16-34 y.","Saxony","","","",""
"Min 1x per week","1999","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1999","16-34 y.","Thuringia","","","",""
"Min 1x per week","1999","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1999","35-65 y.","Hamburg","","","",""
"Min 1x per week","1999","35-65 y.","Lower Saxony","","","",""
"Min 1x per week","1999","35-65 y.","Bremen","","","",""
"Min 1x per week","1999","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","1999","35-65 y.","Hesse","","","",""
"Min 1x per week","1999","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1999","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per week","1999","35-65 y.","Bavaria","","","",""
"Min 1x per week","1999","35-65 y.","Berlin","","","",""
"Min 1x per week","1999","35-65 y.","Brandenburg","","","",""
"Min 1x per week","1999","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1999","35-65 y.","Saxony","","","",""
"Min 1x per week","1999","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1999","35-65 y.","Thuringia","","","",""
"Min 1x per week","1999","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","1999","66 and older","Hamburg","","","",""
"Min 1x per week","1999","66 and older","Lower Saxony","","","",""
"Min 1x per week","1999","66 and older","Bremen","","","",""
"Min 1x per week","1999","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","1999","66 and older","Hesse","","","",""
"Min 1x per week","1999","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1999","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","1999","66 and older","Bavaria","","","",""
"Min 1x per week","1999","66 and older","Berlin","","","",""
"Min 1x per week","1999","66 and older","Brandenburg","","","",""
"Min 1x per week","1999","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1999","66 and older","Saxony","","","",""
"Min 1x per week","1999","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","1999","66 and older","Thuringia","","","",""
"Min 1x per month","1999","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1999","16-34 y.","Hamburg","","","",""
"Min 1x per month","1999","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","1999","16-34 y.","Bremen","","","",""
"Min 1x per month","1999","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","1999","16-34 y.","Hesse","","","",""
"Min 1x per month","1999","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1999","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","1999","16-34 y.","Bavaria","","","",""
"Min 1x per month","1999","16-34 y.","Berlin","","","",""
"Min 1x per month","1999","16-34 y.","Brandenburg","","","",""
"Min 1x per month","1999","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1999","16-34 y.","Saxony","","","",""
"Min 1x per month","1999","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1999","16-34 y.","Thuringia","","","",""
"Min 1x per month","1999","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1999","35-65 y.","Hamburg","","","",""
"Min 1x per month","1999","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","1999","35-65 y.","Bremen","","","",""
"Min 1x per month","1999","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","1999","35-65 y.","Hesse","","","",""
"Min 1x per month","1999","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1999","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","1999","35-65 y.","Bavaria","","","",""
"Min 1x per month","1999","35-65 y.","Berlin","","","",""
"Min 1x per month","1999","35-65 y.","Brandenburg","","","",""
"Min 1x per month","1999","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1999","35-65 y.","Saxony","","","",""
"Min 1x per month","1999","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1999","35-65 y.","Thuringia","","","",""
"Min 1x per month","1999","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","1999","66 and older","Hamburg","","","",""
"Min 1x per month","1999","66 and older","Lower Saxony","","","",""
"Min 1x per month","1999","66 and older","Bremen","","","",""
"Min 1x per month","1999","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per month","1999","66 and older","Hesse","","","",""
"Min 1x per month","1999","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1999","66 and older","Baden-Württemberg","","","",""
"Min 1x per month","1999","66 and older","Bavaria","","","",""
"Min 1x per month","1999","66 and older","Berlin","","","",""
"Min 1x per month","1999","66 and older","Brandenburg","","","",""
"Min 1x per month","1999","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1999","66 and older","Saxony","","","",""
"Min 1x per month","1999","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","1999","66 and older","Thuringia","","","",""
"Rarely","1999","16-34 y.","Schleswig-Holstein","","","",""
"Rarely","1999","16-34 y.","Hamburg","","","",""
"Rarely","1999","16-34 y.","Lower Saxony","","","",""
"Rarely","1999","16-34 y.","Bremen","","","",""
"Rarely","1999","16-34 y.","North Rhine-Westphalia","","","",""
"Rarely","1999","16-34 y.","Hesse","","","",""
"Rarely","1999","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1999","16-34 y.","Baden-Württemberg","","","",""
"Rarely","1999","16-34 y.","Bavaria","","","",""
"Rarely","1999","16-34 y.","Berlin","","","",""
"Rarely","1999","16-34 y.","Brandenburg","","","",""
"Rarely","1999","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1999","16-34 y.","Saxony","","","",""
"Rarely","1999","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","1999","16-34 y.","Thuringia","","","",""
"Rarely","1999","35-65 y.","Schleswig-Holstein","","","",""
"Rarely","1999","35-65 y.","Hamburg","","","",""
"Rarely","1999","35-65 y.","Lower Saxony","","","",""
"Rarely","1999","35-65 y.","Bremen","","","",""
"Rarely","1999","35-65 y.","North Rhine-Westphalia","","","",""
"Rarely","1999","35-65 y.","Hesse","","","",""
"Rarely","1999","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1999","35-65 y.","Baden-Württemberg","","","",""
"Rarely","1999","35-65 y.","Bavaria","","","",""
"Rarely","1999","35-65 y.","Berlin","","","",""
"Rarely","1999","35-65 y.","Brandenburg","","","",""
"Rarely","1999","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1999","35-65 y.","Saxony","","","",""
"Rarely","1999","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","1999","35-65 y.","Thuringia","","","",""
"Rarely","1999","66 and older","Schleswig-Holstein","","","",""
"Rarely","1999","66 and older","Hamburg","","","",""
"Rarely","1999","66 and older","Lower Saxony","","","",""
"Rarely","1999","66 and older","Bremen","","","",""
"Rarely","1999","66 and older","North Rhine-Westphalia","","","",""
"Rarely","1999","66 and older","Hesse","","","",""
"Rarely","1999","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1999","66 and older","Baden-Württemberg","","","",""
"Rarely","1999","66 and older","Bavaria","","","",""
"Rarely","1999","66 and older","Berlin","","","",""
"Rarely","1999","66 and older","Brandenburg","","","",""
"Rarely","1999","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","1999","66 and older","Saxony","","","",""
"Rarely","1999","66 and older","Saxony-Anhalt","","","",""
"Rarely","1999","66 and older","Thuringia","","","",""
"Never","1999","16-34 y.","Schleswig-Holstein","","","",""
"Never","1999","16-34 y.","Hamburg","","","",""
"Never","1999","16-34 y.","Lower Saxony","","","",""
"Never","1999","16-34 y.","Bremen","","","",""
"Never","1999","16-34 y.","North Rhine-Westphalia","","","",""
"Never","1999","16-34 y.","Hesse","","","",""
"Never","1999","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","1999","16-34 y.","Baden-Württemberg","","","",""
"Never","1999","16-34 y.","Bavaria","","","",""
"Never","1999","16-34 y.","Berlin","","","",""
"Never","1999","16-34 y.","Brandenburg","","","",""
"Never","1999","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1999","16-34 y.","Saxony","","","",""
"Never","1999","16-34 y.","Saxony-Anhalt","","","",""
"Never","1999","16-34 y.","Thuringia","","","",""
"Never","1999","35-65 y.","Schleswig-Holstein","","","",""
"Never","1999","35-65 y.","Hamburg","","","",""
"Never","1999","35-65 y.","Lower Saxony","","","",""
"Never","1999","35-65 y.","Bremen","","","",""
"Never","1999","35-65 y.","North Rhine-Westphalia","","","",""
"Never","1999","35-65 y.","Hesse","","","",""
"Never","1999","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","1999","35-65 y.","Baden-Württemberg","","","",""
"Never","1999","35-65 y.","Bavaria","","","",""
"Never","1999","35-65 y.","Berlin","","","",""
"Never","1999","35-65 y.","Brandenburg","","","",""
"Never","1999","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1999","35-65 y.","Saxony","","","",""
"Never","1999","35-65 y.","Saxony-Anhalt","","","",""
"Never","1999","35-65 y.","Thuringia","","","",""
"Never","1999","66 and older","Schleswig-Holstein","","","",""
"Never","1999","66 and older","Hamburg","","","",""
"Never","1999","66 and older","Lower Saxony","","","",""
"Never","1999","66 and older","Bremen","","","",""
"Never","1999","66 and older","North Rhine-Westphalia","","","",""
"Never","1999","66 and older","Hesse","","","",""
"Never","1999","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Never","1999","66 and older","Baden-Württemberg","","","",""
"Never","1999","66 and older","Bavaria","","","",""
"Never","1999","66 and older","Berlin","","","",""
"Never","1999","66 and older","Brandenburg","","","",""
"Never","1999","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","1999","66 and older","Saxony","","","",""
"Never","1999","66 and older","Saxony-Anhalt","","","",""
"Never","1999","66 and older","Thuringia","","","",""
"Daily","2000","16-34 y.","Schleswig-Holstein","","","",""
"Daily","2000","16-34 y.","Hamburg","","","",""
"Daily","2000","16-34 y.","Lower Saxony","","","",""
"Daily","2000","16-34 y.","Bremen","","","",""
"Daily","2000","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","2000","16-34 y.","Hesse","","","",""
"Daily","2000","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2000","16-34 y.","Baden-Württemberg","","","",""
"Daily","2000","16-34 y.","Bavaria","","","",""
"Daily","2000","16-34 y.","Berlin","","","",""
"Daily","2000","16-34 y.","Brandenburg","","","",""
"Daily","2000","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2000","16-34 y.","Saxony","","","",""
"Daily","2000","16-34 y.","Saxony-Anhalt","","","",""
"Daily","2000","16-34 y.","Thuringia","","","",""
"Daily","2000","35-65 y.","Schleswig-Holstein","","","",""
"Daily","2000","35-65 y.","Hamburg","","","",""
"Daily","2000","35-65 y.","Lower Saxony","","","",""
"Daily","2000","35-65 y.","Bremen","","","",""
"Daily","2000","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","2000","35-65 y.","Hesse","","","",""
"Daily","2000","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2000","35-65 y.","Baden-Württemberg","","","",""
"Daily","2000","35-65 y.","Bavaria","","","",""
"Daily","2000","35-65 y.","Berlin","","","",""
"Daily","2000","35-65 y.","Brandenburg","","","",""
"Daily","2000","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2000","35-65 y.","Saxony","","","",""
"Daily","2000","35-65 y.","Saxony-Anhalt","","","",""
"Daily","2000","35-65 y.","Thuringia","","","",""
"Daily","2000","66 and older","Schleswig-Holstein","","","",""
"Daily","2000","66 and older","Hamburg","","","",""
"Daily","2000","66 and older","Lower Saxony","","","",""
"Daily","2000","66 and older","Bremen","","","",""
"Daily","2000","66 and older","North Rhine-Westphalia","","","",""
"Daily","2000","66 and older","Hesse","","","",""
"Daily","2000","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","2000","66 and older","Baden-Württemberg","","","",""
"Daily","2000","66 and older","Bavaria","","","",""
"Daily","2000","66 and older","Berlin","","","",""
"Daily","2000","66 and older","Brandenburg","","","",""
"Daily","2000","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2000","66 and older","Saxony","","","",""
"Daily","2000","66 and older","Saxony-Anhalt","","","",""
"Daily","2000","66 and older","Thuringia","","","",""
"Min 1x per week","2000","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2000","16-34 y.","Hamburg","","","",""
"Min 1x per week","2000","16-34 y.","Lower Saxony","","","",""
"Min 1x per week","2000","16-34 y.","Bremen","","","",""
"Min 1x per week","2000","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","2000","16-34 y.","Hesse","","","",""
"Min 1x per week","2000","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2000","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per week","2000","16-34 y.","Bavaria","","","",""
"Min 1x per week","2000","16-34 y.","Berlin","","","",""
"Min 1x per week","2000","16-34 y.","Brandenburg","","","",""
"Min 1x per week","2000","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2000","16-34 y.","Saxony","","","",""
"Min 1x per week","2000","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2000","16-34 y.","Thuringia","","","",""
"Min 1x per week","2000","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2000","35-65 y.","Hamburg","","","",""
"Min 1x per week","2000","35-65 y.","Lower Saxony","","","",""
"Min 1x per week","2000","35-65 y.","Bremen","","","",""
"Min 1x per week","2000","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","2000","35-65 y.","Hesse","","","",""
"Min 1x per week","2000","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2000","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per week","2000","35-65 y.","Bavaria","","","",""
"Min 1x per week","2000","35-65 y.","Berlin","","","",""
"Min 1x per week","2000","35-65 y.","Brandenburg","","","",""
"Min 1x per week","2000","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2000","35-65 y.","Saxony","","","",""
"Min 1x per week","2000","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2000","35-65 y.","Thuringia","","","",""
"Min 1x per week","2000","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","2000","66 and older","Hamburg","","","",""
"Min 1x per week","2000","66 and older","Lower Saxony","","","",""
"Min 1x per week","2000","66 and older","Bremen","","","",""
"Min 1x per week","2000","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","2000","66 and older","Hesse","","","",""
"Min 1x per week","2000","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2000","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","2000","66 and older","Bavaria","","","",""
"Min 1x per week","2000","66 and older","Berlin","","","",""
"Min 1x per week","2000","66 and older","Brandenburg","","","",""
"Min 1x per week","2000","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2000","66 and older","Saxony","","","",""
"Min 1x per week","2000","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","2000","66 and older","Thuringia","","","",""
"Min 1x per month","2000","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2000","16-34 y.","Hamburg","","","",""
"Min 1x per month","2000","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","2000","16-34 y.","Bremen","","","",""
"Min 1x per month","2000","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2000","16-34 y.","Hesse","","","",""
"Min 1x per month","2000","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2000","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","2000","16-34 y.","Bavaria","","","",""
"Min 1x per month","2000","16-34 y.","Berlin","","","",""
"Min 1x per month","2000","16-34 y.","Brandenburg","","","",""
"Min 1x per month","2000","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2000","16-34 y.","Saxony","","","",""
"Min 1x per month","2000","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2000","16-34 y.","Thuringia","","","",""
"Min 1x per month","2000","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2000","35-65 y.","Hamburg","","","",""
"Min 1x per month","2000","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","2000","35-65 y.","Bremen","","","",""
"Min 1x per month","2000","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2000","35-65 y.","Hesse","","","",""
"Min 1x per month","2000","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2000","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","2000","35-65 y.","Bavaria","","","",""
"Min 1x per month","2000","35-65 y.","Berlin","","","",""
"Min 1x per month","2000","35-65 y.","Brandenburg","","","",""
"Min 1x per month","2000","35-65 y.","Mecklenburg-Western Pomerania","","","",""
