"pli0082","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Full Time","lower secondary degree","8","","",""
"Daily","1990","Full Time","secondary school degree","1","","",""
"Daily","1990","Full Time","college entrance qualification","1","","",""
"Daily","1990","Full Time","Other degree","2","","",""
"Daily","1990","Full Time","no degree/no degree yet","","","",""
"Daily","1990","Part Time","lower secondary degree","2","","",""
"Daily","1990","Part Time","secondary school degree","","","",""
"Daily","1990","Part Time","college entrance qualification","2","","",""
"Daily","1990","Part Time","Other degree","1","","",""
"Daily","1990","Part Time","no degree/no degree yet","2","","",""
"Daily","1990","Not Working","lower secondary degree","6","","",""
"Daily","1990","Not Working","secondary school degree","2","","",""
"Daily","1990","Not Working","college entrance qualification","1","","",""
"Daily","1990","Not Working","Other degree","4","","",""
"Daily","1990","Not Working","no degree/no degree yet","2","","",""
"Min 1x per week","1990","Full Time","lower secondary degree","166","0.0882944961992458","0.0756951584129198","0.100893833985572"
"Min 1x per week","1990","Full Time","secondary school degree","74","0.0898613820548444","0.0709448661005223","0.108777898009166"
"Min 1x per week","1990","Full Time","college entrance qualification","63","0.114664210174482","0.0890416323457178","0.140286788003246"
"Min 1x per week","1990","Full Time","Other degree","38","0.0820866853337466","0.0603746218679258","0.103798748799567"
"Min 1x per week","1990","Full Time","no degree/no degree yet","16","","",""
"Min 1x per week","1990","Part Time","lower secondary degree","55","0.0635292447410126","0.0464665658168672","0.0805919236651579"
"Min 1x per week","1990","Part Time","secondary school degree","28","","",""
"Min 1x per week","1990","Part Time","college entrance qualification","21","","",""
"Min 1x per week","1990","Part Time","Other degree","3","","",""
"Min 1x per week","1990","Part Time","no degree/no degree yet","9","","",""
"Min 1x per week","1990","Not Working","lower secondary degree","118","0.0661552741860444","0.0546824642296484","0.0776280841424404"
"Min 1x per week","1990","Not Working","secondary school degree","44","0.107264557378603","0.0790471820890572","0.135481932668148"
"Min 1x per week","1990","Not Working","college entrance qualification","39","0.146472891181263","0.107488403042287","0.18545737932024"
"Min 1x per week","1990","Not Working","Other degree","13","","",""
"Min 1x per week","1990","Not Working","no degree/no degree yet","14","","",""
